[00:00:06.397 --> 00:00:08.160]  Mainstream media.
[00:09:35.605 --> 00:09:37.727]  I try to not get pulled into the left-right paradigm.
[00:09:38.619 --> 00:09:58.927]  I personally, you know, just on the surface with public relations, you know, their public relations, their propaganda, I, you know, have that deep-seated white guilt that I can't fully throw off, which we're all indoctrinated with, to where, you know, I'd like to have a black president and say, see, we don't care.
[00:09:58.927 --> 00:10:01.268]  I'd like to be able to support Barack Obama.
[00:10:01.268 --> 00:10:04.789]  I'd like to be able to say he's a good guy, but he is a gun banner
[00:10:05.971 --> 00:10:07.352]  His dad is a Muslim.
[00:10:07.352 --> 00:10:08.973]  He was raised in Muslim schools.
[00:10:08.973 --> 00:10:10.995]  He was born in a foreign country.
[00:10:10.995 --> 00:10:14.277]  They are engaging in police state tactics.
[00:10:14.277 --> 00:10:17.619]  And Barack Obama will get mass support.
[00:10:17.619 --> 00:10:18.820]  That's what he has.
[00:10:18.820 --> 00:10:23.103]  And Webster Tarpley has been right about that.
[00:10:23.103 --> 00:10:24.664]  He has been right about that.
[00:10:24.664 --> 00:10:27.786]  And by the way, Webster's not some, you know, right-winger.
[00:10:27.786 --> 00:10:32.049]  He's what I'd call a progressive classical leftist who's transcended the
[00:10:35.553 --> 00:10:39.256]  Eugenics, social engineering arm of the Democratic Party.
[00:10:39.256 --> 00:10:44.760]  He will admit it's pure evil and there for eugenics and there to break up the family and destroy things.
[00:10:44.760 --> 00:10:50.284]  He believes that you could have a big government, though, that was run by good people that would uplift humanity.
[00:10:50.284 --> 00:10:51.605]  It just doesn't work that way.
[00:10:51.605 --> 00:10:56.349]  But the point is, is that he's not some right-winger with an axe to grind.
[00:10:56.349 --> 00:10:59.852]  In fact, he wrote the unauthorized biography of George Bush back in the early 90s.
[00:11:01.133 --> 00:11:21.571]  Back in 1991, which is the definitive work on the Nazi connections that are now on the BBC and Associated Press and is now admitted fact, and we've been to the National Archives and confirmed that more research has been added, and we cover it in my 2005 film, 9-1-1, Martial Law, 9-1-1, Rise of the Police State.
[00:11:21.571 --> 00:11:23.753]  But the point here is, is that
[00:11:24.708 --> 00:11:27.750]  It is true that McCain has no grassroots real support.
[00:11:27.750 --> 00:11:31.512]  He doesn't have mindless worshipping zombies.
[00:11:31.512 --> 00:11:34.733]  Mainline conservatives don't trust him, don't like him.
[00:11:34.733 --> 00:11:36.014]  They know he's for open borders.
[00:11:36.014 --> 00:11:37.335]  They know he's for gun control.
[00:11:37.335 --> 00:11:40.056]  They know he's for carbon taxes and the rest of it.
[00:11:41.514 --> 00:11:46.396]  And so, they are wise to him, but they're holding their nose, thinking they're going to vote for him.
[00:11:46.396 --> 00:11:47.516]  Hey, it doesn't matter.
[00:11:47.516 --> 00:11:51.138]  The electronic voting machines are going to put in who the establishment wants.
[00:11:51.138 --> 00:11:56.980]  Now, they've only got about 40% of the country with the fraud systems that we can document that do steal elections.
[00:11:56.980 --> 00:11:58.260]  See, this is how it works.
[00:11:58.260 --> 00:12:07.744]  The Democrats think it's a partisan thing that George Bush was put in, and that the Supreme Court appointed him, and that the election was stolen in many states like
[00:12:09.392 --> 00:12:14.777]  Ohio and New Mexico in places.
[00:12:14.777 --> 00:12:18.841]  And it was proven and people went to jail, but still the election wasn't reversed.
[00:12:18.841 --> 00:12:25.407]  So yes, George Bush stole both elections, but that's only one level to it.
[00:12:25.407 --> 00:12:28.830]  You've got to be sophisticated here if we're going to beat these people.
[00:12:28.830 --> 00:12:31.072]  That was because we had eight years of Bill Clinton.
[00:12:31.072 --> 00:12:32.633]  They needed to pass the baton.
[00:12:32.633 --> 00:12:34.175]  The conservatives said, give us anything but
[00:12:34.901 --> 00:12:52.373]  You know, another quote, liberal, then Bush comes in and gives you tripling the size of government, tripling the size of the BATF, doubling the size of the welfare agencies, and of the CPS, and just a reign of terror against liberty, voting with the Democrats.
[00:12:52.373 --> 00:13:03.241]  And so now they need to give you a fresh face, you know, a handsome, smiling, brown face, with, you know, shining eyes,
[00:13:04.079 --> 00:13:05.000]  Compared to McCain.
[00:13:05.000 --> 00:13:18.867]  I mean, Obama doesn't have that much fire or charisma compared to a white Baptist preacher or black Baptist preacher, but he's got a little bit of it.
[00:13:18.867 --> 00:13:22.329]  And that's a lot more than John McCain, that individual.
[00:13:22.329 --> 00:13:26.271]  Over 90% of people die who get the type of cancer he had.
[00:13:28.698 --> 00:13:32.160]  Even a lower percentage live more than ten years, even after it's in remission.
[00:13:32.160 --> 00:13:40.805]  He is nine years after his lymphomas being removed, the lymph nodes being removed.
[00:13:40.805 --> 00:13:42.807]  Doesn't look good, but it's like Bob Dole.
[00:13:42.807 --> 00:13:49.991]  They ran a corpse against Bill Clinton in 1996.
[00:13:49.991 --> 00:13:56.115]  And so, that's what's happening right now, and they did arrest the
[00:13:57.592 --> 00:14:02.433]  Individual that claims he was the gay lover of Barack Obama.
[00:14:02.433 --> 00:14:04.674]  I have no doubt that it's probably true.
[00:14:04.674 --> 00:14:06.754]  Larry Sinclair.
[00:14:06.754 --> 00:14:13.936]  They did arrest him at the National Press Club and Joe Biden's son arrested him and admitted later it was trumped up and the charges were dropped.
[00:14:13.936 --> 00:14:18.437]  They are arresting and harassing and shutting down websites of people.
[00:14:18.437 --> 00:14:21.298]  Especially Democrats that don't like Obama.
[00:14:21.298 --> 00:14:25.579]  And I mean I have to call it what it is.
[00:14:25.579 --> 00:14:26.319]  I have to call it.
[00:14:27.276 --> 00:14:37.059]  What it is, and it's just like Margaret Sanger said, the elite had to go out and hire black leaders to sell eugenics and breaking up the family and getting blacks on welfare.
[00:14:37.059 --> 00:14:38.900]  And blacks weren't stupid.
[00:14:38.900 --> 00:14:43.842]  A lot of the real leaders said, this is the government taking control, putting us back on the reservation, the plantation.
[00:14:43.842 --> 00:14:49.264]  This is just like they went to the Native Americans and said, we're going to give you money and take care of you and move you over here.
[00:14:49.264 --> 00:14:51.404]  It's the same system.
[00:14:51.404 --> 00:14:52.265]  But they sent in huge
[00:14:53.957 --> 00:15:00.023]  Cores of black leaders paid off to lead the black community into destruction.
[00:15:00.023 --> 00:15:06.209]  And I don't agree with some of the things he says, but on the majority of the issues, Louis Farrakhan is actually right about that.
[00:15:06.209 --> 00:15:07.310]  And he will tell you.
[00:15:07.310 --> 00:15:16.038]  But notice he's pulled into the hype, and he knows it would politically destroy him if he didn't fall at the feet of Barack Obama, and so he has.
[00:15:16.038 --> 00:15:16.919]  This is about power.
[00:15:19.359 --> 00:15:46.993]  and uh... so let me just say you're not going to really have a choice on who gets elected either way we are in deep trouble corsi detained deported from kenya the times of london a leading american neoconservative author have been detained by immigration authorities in kenya as he tried to launch a book smearing barack obama see how even the headline is is leaning towards course you know that i want drum corsi of swift boat veterans for truth fame
[00:15:47.754 --> 00:15:54.676]  Was this morning being held after failing to reckon with Obama-mania.
[00:15:54.676 --> 00:15:56.697]  It's like they're laughing in the newspaper.
[00:15:56.697 --> 00:16:14.723]  He had been planning to launch his book entitled The Obama Nation, left his politics and the cult of personality before traveling to one of the slums to donate money to the Senator's half-brother, George, who was found living in a squalid condition two months ago.
[00:16:16.098 --> 00:16:22.701]  Yeah, you know, I have a little bit of family who doesn't do well financially, and I don't have a lot of money, but I give them as much money as I can.
[00:16:22.701 --> 00:16:26.762]  I can't imagine not trying to take care of your family.
[00:16:26.762 --> 00:16:30.664]  It's just another horrible thing.
[00:16:30.664 --> 00:16:38.327]  But officers swooped hours after Dr. Corsi was described as author of a smear crusade by local newspapers.
[00:16:38.327 --> 00:16:43.329]  Immigration officials claim he had been detained because he did not have a work permit.
[00:16:43.329 --> 00:16:44.990]  However, one of Corsi's assistants says
[00:16:46.181 --> 00:16:49.622]  He was just answering some questions.
[00:16:49.622 --> 00:16:51.003]  You know, as a journalist, to be there.
[00:16:51.003 --> 00:17:01.767]  That's what Canada said when they grabbed me and detained me for 15 hours and Aaron Dykes and Ryan Slick Eisen and threatened to put us in prison and laughed at us and cussed and screamed at us.
[00:17:01.767 --> 00:17:03.607]  And then they said, you're here to cover the conference, aren't you?
[00:17:03.607 --> 00:17:11.130]  And started screaming at us that we weren't going to be allowed to cover Bilderberg and bleeping this and effing that.
[00:17:11.130 --> 00:17:14.091]  Until Jim Tucker showed up with the CBC.
[00:17:15.529 --> 00:17:26.997]  We were supposed to meet with Jim, and they didn't confiscate one of our phones, they did confiscate two of them, and the call got through in the holding area.
[00:17:26.997 --> 00:17:33.301]  We were able, when Tucker started calling us, to go, oh, call Tucker.
[00:17:33.301 --> 00:17:42.727]  And Tucker, within an hour, drug his butt out of bed at 5am, went down to the CBC offices where he was meeting later that morning,
[00:17:43.402 --> 00:17:44.542]  With a reporter.
[00:17:44.542 --> 00:17:46.523]  He got there early when she showed up.
[00:17:46.523 --> 00:17:49.584]  They got with a camera crew and a radio crew and came down.
[00:17:49.584 --> 00:17:51.005]  Because the main offices are there.
[00:17:51.005 --> 00:17:59.288]  In uh... In uh... Ottawa.
[00:17:59.288 --> 00:18:01.869]  Capital of Canada.
[00:18:01.869 --> 00:18:06.211]  And they showed up and got us out of there about, I don't know, five, six hours later.
[00:18:06.211 --> 00:18:07.871]  One o'clock in the afternoon.
[00:18:07.871 --> 00:18:09.152]  And they were so angry.
[00:18:10.982 --> 00:18:13.064]  And so I really can't ever go back to Canada.
[00:18:13.064 --> 00:18:14.986]  They told me I'm in their system.
[00:18:14.986 --> 00:18:20.610]  And they leaned over and just basically told me that, uh, don't ever come back to Canada.
[00:18:20.610 --> 00:18:25.374]  Because next time you won't be so lucky.
[00:18:25.374 --> 00:18:26.235]  I remember them laughing.
[00:18:26.235 --> 00:18:34.202]  We're going through all three of our laptops saying, we're gonna find porn, we're gonna find porn, you're gonna go to prison, you're gonna spend five years in a Canadian prison.
[00:18:34.202 --> 00:18:36.264]  You're gonna spend years before you even go to trial, because that's what they do.
[00:18:36.264 --> 00:18:38.626]  It's really tyrannical up there, but the public doesn't know about it.
[00:18:39.930 --> 00:18:41.792]  Um, because the media doesn't cover it usually.
[00:18:41.792 --> 00:18:46.255]  And I remember saying, what do you mean porn?
[00:18:46.255 --> 00:18:56.063]  And they said any porn, as much as a topless pinup picture, and that's transporting porn in here, and thank God no one in the office had visited porn.
[00:18:56.063 --> 00:18:58.265]  What office would you imagine to have three computers, nothing on it?
[00:18:58.265 --> 00:19:06.271]  By the grace of God, there was nothing on any of it, not so much as a swimsuit girl, and they were so angry.
[00:19:06.271 --> 00:19:08.213]  And they got the memory sticks out of our cameras.
[00:19:09.495 --> 00:19:15.239]  Looked at them and... You know, they would grab member sticks out and say, what's on these?
[00:19:15.239 --> 00:19:17.220]  And I'd say, they're clean.
[00:19:17.220 --> 00:19:18.921]  They're empty.
[00:19:18.921 --> 00:19:20.082]  You effing liar!
[00:19:20.082 --> 00:19:24.885]  When I find photos on here, I'm charging you for lying to a federal official!
[00:19:24.885 --> 00:19:30.829]  Then they'd pop them in and it'd be clear and he'd start breathing heavy, little bastard in a black uniform.
[00:19:30.829 --> 00:19:34.712]  They'd love to be able to taser me to death like they do people routinely in those facilities.
[00:19:34.712 --> 00:19:35.372]  I'm lucky they didn't.
[00:19:36.943 --> 00:19:39.445]  Well, they got Corsi in Africa right now.
[00:19:39.445 --> 00:19:41.246]  Went out and found him in the city.
[00:19:41.246 --> 00:19:43.387]  Drug him in.
[00:19:43.387 --> 00:19:45.369]  Read the details at Infowars.com.
[00:19:45.369 --> 00:19:48.591]  Tell you about the Delta Force when we get back.
[00:19:48.591 --> 00:19:51.613]  Reporting that they were told to stand down and not go after Bin Laden.
[00:19:51.613 --> 00:19:58.218]  Of course, this is what we've always been telling you for seven years.
[00:19:58.218 --> 00:20:00.119]  Now it's on mainstream television.
[00:20:01.028 --> 00:20:05.931]  As a parent, your biggest fear is getting a phone call that your child has been attacked or worse.
[00:20:05.931 --> 00:20:11.415]  With your child going to college or moving out on their own, it's important to keep these safety tips in mind.
[00:20:11.415 --> 00:20:13.676]  Teach them to be aware of their surroundings.
[00:20:13.676 --> 00:20:15.758]  Walk on well-lit paths with friends or students.
[00:20:16.378 --> 00:20:19.382]  Secure the windows and doors of their dorm room or apartment.
[00:20:19.382 --> 00:20:21.324]  Know how to reach campus security.
[00:20:21.324 --> 00:20:24.868]  Always tell someone where they're going and when to expect their return.
[00:20:24.868 --> 00:20:27.691]  And always carry a self-defense device.
[00:20:27.691 --> 00:20:29.914]  This important message is brought to you by Pepperspray.com.
[00:20:31.255 --> 00:20:42.998]  Pepperspray.com features a full line of products for college students like Pepperspray and Mace, as well as window locks for dorm rooms or apartments, personal alarms, stun guns, and nighttime safety items.
[00:20:42.998 --> 00:20:47.199]  Enter school in the coupon code box and receive 10% off your order.
[00:20:47.199 --> 00:20:49.119]  Go to Pepperspray.com.
[00:20:49.119 --> 00:20:51.419]  That's Pepperspray.com or call 800-908-9988.
[00:20:51.419 --> 00:20:51.639]  That's 800-908-9988.
[00:21:00.866 --> 00:21:04.990]  The United States seems to be celebrating over its triumph of reducing government debt.
[00:21:04.990 --> 00:21:17.700]  But the truth be told, public and private debt increased to a record high in 1999, reaching a peak of $14.8 trillion, marking 10.57% annual increase, outpacing its previous 10 years.
[00:21:17.700 --> 00:21:18.140]  The U.S.
[00:21:18.140 --> 00:21:23.665]  economy receives its currency by taking on debt through a private banking institution called the Federal Reserve System.
[00:21:24.105 --> 00:21:27.087]  In the year 2000, debt growth collapsed to only 4.5%.
[00:21:27.087 --> 00:21:29.288]  It's bad enough that the U.S.
[00:21:29.288 --> 00:21:32.229]  citizens is bound by debt in order to have commerce.
[00:21:32.229 --> 00:21:38.712]  However, shocking the economy with the reduction of this magnitude could wipe out years of growth in a stock portfolio.
[00:21:38.712 --> 00:21:42.134]  Before you make your next investment decision, get the cold hard facts.
[00:21:42.134 --> 00:21:48.477]  Call 1-800-686-2237 for your free report on the outstanding level of public and private debt.
[00:21:49.037 --> 00:21:53.160]  You must understand how recession and depression are driven by outstanding debt.
[00:21:53.160 --> 00:21:56.123]  Call 1-800-686-2237.
[00:21:56.123 --> 00:21:58.785]  That's 1-800-686-2237.
[00:21:58.785 --> 00:22:03.889]  A day unlike any other in the long course of American history.
[00:22:03.889 --> 00:22:07.371]  A terrorist act of war against this country.
[00:22:07.371 --> 00:22:10.013]  The enemy struck America on September 11th.
[00:22:10.013 --> 00:22:11.575]  But who is the enemy?
[00:22:11.575 --> 00:22:12.555]  Bin Laden.
[00:22:12.555 --> 00:22:13.336]  This is his MO.
[00:22:13.336 --> 00:22:14.737]  We have to look to the Middle East.
[00:22:14.737 --> 00:22:16.118]  We have to look to Osama Bin Laden.
[00:22:16.699 --> 00:22:23.865]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:22:23.865 --> 00:22:24.345]  Some U.S.
[00:22:24.345 --> 00:22:30.691]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:22:30.691 --> 00:22:34.154]  I'm aware that some Israeli citizens have been detained.
[00:22:34.574 --> 00:22:36.995]  Either you are with us, or you are with the terrorists!
[00:23:01.135 --> 00:23:04.956]  Attention, this is an extremely urgent self-reliant news bulletin.
[00:23:04.956 --> 00:23:12.079]  If you have ever wanted to produce your own cheaper than dirt survival food, this is going to be the most important message you will ever hear.
[00:23:12.079 --> 00:23:13.519]  Here is why.
[00:23:13.519 --> 00:23:23.443]  This network has just learned of a new video course that reveals the secrets of how to safely prepare and store all types of survival foods in an event of social unrest and food shortages here in the U.S.
[00:23:23.963 --> 00:23:26.704]  Grain shortages and hunger are spreading across the globe.
[00:23:26.704 --> 00:23:28.824]  Will troops guard the food supplies in the U.S.
[00:23:28.824 --> 00:23:29.804]  this fall?
[00:23:29.804 --> 00:23:30.785]  Don't wait.
[00:23:30.785 --> 00:23:34.685]  Learn the food shortage skills that can keep you and your family alive in a crisis.
[00:23:34.685 --> 00:23:38.006]  Get the details at FoodShortageUSA.com.
[00:23:38.006 --> 00:23:40.687]  That's FoodShortageUSA.com.
[00:23:40.687 --> 00:23:42.007]  Or you can call toll-free 877-327-0365.
[00:23:42.007 --> 00:23:42.887]  Don't wait for empty shelves.
[00:23:47.208 --> 00:23:51.073]  Go to FoodShortageUSA.com while you still have time.
[00:23:51.073 --> 00:23:57.019]  www.FoodShortageUSA.com or toll free at 877-327-0365.
[00:23:57.019 --> 00:24:02.806]  Act now!
[00:24:02.806 --> 00:24:06.230]  Finishing up with the attack on free speech by the Obama zombies.
[00:24:08.866 --> 00:24:09.927]  They mean well.
[00:24:09.927 --> 00:24:16.632]  They think carrying out tyranny will save us from the great evil of George Bush, but it's both parties that are bought and paid for by the same interest.
[00:24:16.632 --> 00:24:25.239]  And when George Bush was having warrantless wiretaps, and still is, the American people, and setting up this control grid and butchering the Bill of Rights, we were against it.
[00:24:25.239 --> 00:24:27.300]  We were against it when Bill Clinton did it.
[00:24:27.300 --> 00:24:32.264]  And now it looks like it'll probably be Barack H. Obama.
[00:24:32.264 --> 00:24:33.105]  Who knows who's gonna win?
[00:24:33.105 --> 00:24:35.086]  It doesn't matter in the final equation.
[00:24:35.086 --> 00:24:37.368]  The point is, we have to say no to this tyranny.
[00:24:39.088 --> 00:24:48.331]  Now, CBS News is now reporting only a very small part of a larger, important story that needs to be told.
[00:24:48.331 --> 00:25:01.056]  6,000 Taliban and Al-Qaeda cream, as they were described by the Times of London, and other publications were flown out to safety in what's called the airlift of evil in the first two months of the Afghan invasion.
[00:25:01.056 --> 00:25:06.258]  You see, the Al-Qaeda and the Taliban leadership had been on the CIA payroll back since at least 1978.
[00:25:08.163 --> 00:25:10.444]  And so the real guys, they got out of the country.
[00:25:10.444 --> 00:25:12.165]  And they would arrest a few religious leaders.
[00:25:12.165 --> 00:25:22.291]  In fact, the one big leader they arrested was the guy who... the cleric who offered to turn bin Laden in, offered to try to help, warn the U.S.
[00:25:22.291 --> 00:25:27.153]  in the weeks before, because he heard the chatter, which of course was a setup, a story being planted.
[00:25:27.153 --> 00:25:31.796]  So whoever waited, and with open arms for the U.S., they got grabbed and sent to Gitmo.
[00:25:32.628 --> 00:25:36.290]  But then the real Taliban and Al-Qaeda, they got flown out to safety.
[00:25:36.290 --> 00:25:40.373]  And special forces would capture number two in Taliban, number four in Al-Qaeda.
