[00:00:00.000 --> 00:00:20.000]  InfoWars. Tomorrow's News. Today.
[00:04:35.200 --> 00:04:41.040]  that early on went and studied the adverse reaction reports and the different regions
[00:04:41.040 --> 00:04:46.320]  and then the lot numbers on those. And they found that in certain regions, you would have
[00:04:46.320 --> 00:04:52.320]  massive illness and side effect and death rates. And then in other areas, you would have moderate.
[00:04:52.320 --> 00:04:58.240]  And in other areas, you'd have zero, zero. Now, this was confirmed a year and a half ago,
[00:04:58.240 --> 00:05:05.040]  really two years ago. InfoWarsStore.com is like a grocery store or like a vitamin shop.
[00:05:05.040 --> 00:05:09.040]  We want to have all the best brands. We want to have a bunch of different choices for you.
[00:05:09.040 --> 00:05:13.840]  So I get constant questions online in person. Hey, what's better? Knockout. What's better?
[00:05:14.560 --> 00:05:18.080]  Down and out. What's better? Why do you sell two or three different sleep aids?
[00:05:18.080 --> 00:05:22.800]  And the answer is different herbal formulas, different compounds are better for different
[00:05:22.800 --> 00:05:28.320]  people. So one person might like this coffee. Another person likes that coffee. That's how
[00:05:28.320 --> 00:05:32.480]  our bodies work. They're all very diverse. But we've been able to private label a national
[00:05:32.480 --> 00:05:37.360]  bestseller that's been sold for many years that people love and sell for a lower price
[00:05:37.360 --> 00:05:43.840]  under the name InfoWarsMD Good Night Sleep. This is a great formula full of amazing safe
[00:05:43.840 --> 00:05:49.200]  compounds to give you deeper, cleaner, restful sleep. And it's in stock available right now
[00:05:49.200 --> 00:05:55.600]  of 25% off out of the gates. So get your InfoWarsMD Good Night Sleep today at InfoWarsStore.com.
[00:05:55.600 --> 00:06:15.440]  If you are receiving this transmission, you are the resistance. Live from Freedom Command Central,
[00:06:16.000 --> 00:06:18.000]  it's the Alex Jones Show.
[00:06:24.400 --> 00:06:32.240]  June 29, 2023. And the globalists are bringers of death. They are engaging in massive depopulation
[00:06:32.240 --> 00:06:37.520]  operations and crimes against humanity. They're standardizing and normalizing the mass killing
[00:06:37.520 --> 00:06:45.200]  and murder for sterilization of our species. They are playing God. Now I got up early this
[00:06:45.200 --> 00:06:50.560]  morning. I was doing research and went to InfoWars.com and got hit by a thunderbolt of
[00:06:50.560 --> 00:06:57.520]  information. And then I got hit by a thunderbolt of anger, not at the enemy, but at myself.
[00:06:58.640 --> 00:07:03.120]  I have a problem. You have a problem. We all have a problem. And it's that we don't stay focused
[00:07:03.120 --> 00:07:08.000]  and we don't think long term and we don't think back historically as well. We don't have 35,000
[00:07:08.000 --> 00:07:12.800]  foot views. We have one inch away views. You can't tell it's an elephant when you're one inch
[00:07:12.800 --> 00:07:19.440]  away from its hind end. We got to pull back and look at the full compendium. Now it was two years
[00:07:19.440 --> 00:07:23.920]  ago that they started the poison shots, two plus years ago. In three and a half years, this nightmare
[00:07:23.920 --> 00:07:31.360]  began. And immediately there were groups and organizations and medical think tanks and
[00:07:31.360 --> 00:07:39.120]  watchdogs that tested Pfizer, Moderna, AstraZeneca, and J&J shots all over the world from Australia to
[00:07:39.120 --> 00:07:46.000]  the United States, from Canada to Germany. It all happened. And they found that a certain portion
[00:07:47.360 --> 00:08:01.040]  was water, saline solution, around 50 percent. And then another 25 percent or so had a very
[00:08:01.040 --> 00:08:06.160]  small amount of the spike protein and the mRNA garbage in it and all the nanolipid,
[00:08:07.120 --> 00:08:14.240]  basically fancy, souped up antifreeze in it. But then around 25 percent, and it varies country to
[00:08:14.240 --> 00:08:21.040]  country, sometimes it's only 5 percent, of the injections had a super high level that always
[00:08:21.040 --> 00:08:27.360]  made people sick and had a very high percentage rate of heart attacks and strokes, cancer,
[00:08:27.360 --> 00:08:34.160]  sterilization, you name it, and shedding. Now, Greg Reese, over a year and a half ago, put out
[00:08:34.160 --> 00:08:41.520]  a report titled, Red States Being Targeted by the COVID Shots. We'll put that on screen,
[00:08:41.520 --> 00:08:44.240]  the actual headline. I'm going from memory. We're going to air it again in a moment.
[00:08:46.080 --> 00:08:50.800]  And now, since then, more and more research groups and more and more prestigious think tanks and
[00:08:50.800 --> 00:08:56.240]  watchdog groups have gone out and studied the shots. There it is, evidence that U.S. government
[00:08:56.240 --> 00:09:04.080]  targeting red states with deadly batches of vaccine. Now, that is January 11th, 2022. So,
[00:09:04.080 --> 00:09:11.200]  that's a year and a half ago. That's a cool 18 months ago. All right. Now, since then,
[00:09:11.200 --> 00:09:16.640]  more has come out on this. And I see the reports all the time and don't even talk about it,
[00:09:16.640 --> 00:09:22.160]  because psychologically and mentally, I already know this. In fact, as listeners and viewers,
[00:09:22.160 --> 00:09:27.600]  you already know this. But think of the true horror. It's like if we discover Jeffrey Dahmer,
[00:09:27.600 --> 00:09:32.080]  back at the time, was kidnapping men and injecting acid in their brains to create lobotomized sex
[00:09:32.080 --> 00:09:35.680]  slaves. And we went, well, we know he's doing it. We're not going to call the police or go stop him.
[00:09:37.040 --> 00:09:40.080]  And then you just learn, oh, there he is kidnapping another man to do it again.
[00:09:40.080 --> 00:09:43.920]  We're not going to stop him. Or John Wayne Gacy doing the same thing.
[00:09:44.880 --> 00:09:49.200]  We know they're doing it. They're gearing up to do it again. And you may ask, why would J&J,
[00:09:49.520 --> 00:09:57.200]  AstraZeneca, Moderna, and Pfizer, three different types of vaccines? Pfizer and Moderna are the
[00:09:57.200 --> 00:10:04.880]  Pentagon-developed, Fauci-developed, spike protein, nanotech, mRNA system. The virus
[00:10:04.880 --> 00:10:09.760]  vector of AstraZeneca and J&J are two different virus vectors that do the exact same thing and
[00:10:09.760 --> 00:10:13.200]  probably were worse. That's why they pulled them earlier. They were so devastating that
[00:10:14.160 --> 00:10:20.000]  it was just, if you got the shot, if there was actually that compound in there,
[00:10:21.280 --> 00:10:24.880]  and it went in and reprogrammed your cell with a virus, you were in deep trouble.
[00:10:24.880 --> 00:10:30.160]  So J&J, AstraZeneca, those got pulled very quick because they were told by the Pentagon,
[00:10:30.720 --> 00:10:33.360]  turns out a year before they released code, but they already developed all this. Well,
[00:10:33.360 --> 00:10:35.760]  there's the patents, the numbers. You look all this up, everything I'm saying, you look up.
[00:10:36.480 --> 00:10:40.720]  And Dr. David Martin does a great job exposing it, probably the best job.
[00:10:41.520 --> 00:10:45.280]  But it's all in the documents. This is totally evil, totally psychotic. And they think we're
[00:10:45.280 --> 00:10:49.760]  so dumb, they did it openly because they wanted to get all the medical systems and governments
[00:10:49.760 --> 00:10:58.240]  on board. We're going to skip this break. They wanted to do all of this so that they would
[00:10:58.240 --> 00:11:01.760]  corrupt everybody and everybody would be involved, the law firms, the governments,
[00:11:01.760 --> 00:11:05.360]  the governments would be signed on to liability protection. So we know all this. And you're
[00:11:05.360 --> 00:11:11.360]  like, well, why are you talking about today? Major European watchdog groups, major European
[00:11:11.360 --> 00:11:18.320]  professors, major respected groups that report to the government have studied the EU batches.
[00:11:20.320 --> 00:11:25.040]  And not only, if you look at the data, did it target conservative and Christian and elderly
[00:11:25.040 --> 00:11:31.120]  areas for death, but it targeted different geographic areas in Europe with more deadly
[00:11:31.120 --> 00:11:38.320]  shots. Now, we knew this. The left, on average, if the conservative areas, depending on which
[00:11:38.320 --> 00:11:42.720]  area they study, but it varies, it was basically the same numbers. A conservative red area would
[00:11:42.720 --> 00:11:50.320]  get 25% souped up death shot. Remember, there's placebo, saline solution, saltwater, does nothing.
[00:11:50.320 --> 00:11:53.520]  In fact, it's good for you, a little bit of it. There's the same thing you put in your veins
[00:11:53.520 --> 00:12:00.080]  when you're dehydrated. There's saline, and then your teardrops are. There's saline,
[00:12:01.280 --> 00:12:09.680]  there is a low-dose system that creates a spike protein, orders your body to produce this
[00:12:09.680 --> 00:12:13.520]  deadly cancerous, deadly system that your own body attacks and eats holes in your capillaries
[00:12:13.520 --> 00:12:17.840]  and arteries. This is just a psychotic death weapon. And then there's the third one. So
[00:12:17.840 --> 00:12:26.480]  the super deadly, it's really strong. So three different systems, but the Pfizer's two different
[00:12:26.480 --> 00:12:32.880]  dose levels in a shot. And so they have now gone and looked, and it's the same thing in the U.S.
[00:12:32.880 --> 00:12:41.280]  Conservative areas were literally bombed, 25%. Leftist areas, around 10% was the super death
[00:12:41.280 --> 00:12:46.720]  shot. So they've actually created a system where they're euthanizing conservatives and Christians
[00:12:46.720 --> 00:12:53.200]  through the injections, but if the leftists are all dying or aren't dying, it becomes obvious,
[00:12:53.200 --> 00:13:00.080]  well, why aren't they dying? So, okay, they die roughly a third as much. And then if you're in
[00:13:00.080 --> 00:13:04.880]  conservative rural areas, like in Austin, Texas, they control it. The study shows they sent the
[00:13:04.880 --> 00:13:09.440]  10% in, on average. Remember, you're carpet bombing. So they're going to get some of their
[00:13:09.440 --> 00:13:15.600]  people too, but they're going to miss some conservatives as well. So the same thing like
[00:13:15.600 --> 00:13:19.680]  dropping nuclear weapons on cities, people just don't know they've been hit. So New York, San
[00:13:19.680 --> 00:13:26.960]  Francisco, Los Angeles, they didn't get hit. They got hit with a 10%. Same thing in Australia.
[00:13:26.960 --> 00:13:31.760]  They hit their cities with about a 10%. Sometimes it's 7%, sometimes 12%. We have all the numbers.
[00:13:31.760 --> 00:13:37.200]  We're going to be showing it to you. Let's put this article up here and just show them some
[00:13:37.200 --> 00:13:41.840]  of the graphs out of European countries. It's all here. It's a huge report. Here it is on screen.
[00:13:43.840 --> 00:13:48.000]  This is just them, this watchdog group of prestigious scientists and university
[00:13:48.720 --> 00:13:54.720]  professors, looking at just Pfizer batches they got. Same thing with Moderna, same with all the
[00:13:54.720 --> 00:14:00.320]  others. Pfizer vaccine batches in the EU were placebo, says scientists. And then it goes on to
[00:14:00.320 --> 00:14:06.320]  say the others were not. And then they have the graph here we'll put on screen of the three
[00:14:07.040 --> 00:14:10.080]  indicators in three different colors. So we'll just scroll down in that article.
[00:14:11.040 --> 00:14:14.800]  Pfizer vaccine batches in the EU are placebo, say scientists. We'll just scroll in the article a
[00:14:14.800 --> 00:14:21.200]  little bit. You got to go read this. You got to see this for yourself. So look at the people that
[00:14:21.200 --> 00:14:27.600]  got the saline. That's in yellow. No adverse responses, zero, zero. This is in a sampling
[00:14:27.600 --> 00:14:33.920]  group of 800,000. Okay, this is just one country. And I'll go to, it's Denmark, Sweden, they looked
[00:14:33.920 --> 00:14:37.360]  at them all. And it's all the same graph everywhere. So no one gets sick from saline.
[00:14:38.480 --> 00:14:42.720]  And then look at the people that got the moderate death dose. It still gets them,
[00:14:42.720 --> 00:14:47.520]  but it takes longer and it's much lower. Now look what happened right away within just a few days.
[00:14:48.320 --> 00:14:54.640]  If you got the big daddy, you're dead in a week. That's what Ernest Ramirez and his son got.
[00:14:55.600 --> 00:14:59.920]  Or maybe in the lot, he got a placebo and his son got the shot. They're all mixed together.
[00:14:59.920 --> 00:15:06.880]  They got different lot numbers. So there you go. We got to ask Ernest, did they go together to get
[00:15:06.880 --> 00:15:11.200]  the shot or were they separate? I imagine they're probably separate. He went and got one and his son
[00:15:11.200 --> 00:15:17.120]  got the other. And Ernest Jr., dead in four days like that. Starts running on the playground, bye-bye.
[00:15:17.120 --> 00:15:24.720]  Good shape, not overweight, bye-bye. No heart problems, bye-bye. Bye-bye. Bye-bye, Bluebird.
[00:15:25.280 --> 00:15:29.680]  Because this is all about their power, their control. The health departments were set up in
[00:15:29.680 --> 00:15:36.000]  England 120 years ago and here 110 years ago by the Rockefellers, by the eugenicists at Cold Springs
[00:15:36.000 --> 00:15:42.480]  Harbor that created the Nazis later, literally to, quote, sanitize the races. And they said,
[00:15:42.480 --> 00:15:45.200]  we're going to kill the dumb white people. We're going to kill the dumb black people.
[00:15:46.640 --> 00:15:53.680]  We're going to kill everybody according to their IQ. And if you got a B- in the Appalachian
[00:15:53.680 --> 00:15:58.480]  Mountains in the 20s, they came and sterilized you. It's the same thing to black people.
[00:15:59.440 --> 00:16:04.560]  And so just know, this is all going on. So this is a prestigious report.
[00:16:05.440 --> 00:16:10.080]  What we're showing you is just batches in Denmark, 800,000 plus people looked at
[00:16:11.040 --> 00:16:16.640]  by the universities. This is a prestigious group of scientists and universities, all on record.
[00:16:17.760 --> 00:16:22.240]  Scientists have uncovered startling evidence that a substantial portion of the batches of the
[00:16:22.240 --> 00:16:27.440]  Pfizer BioNTech COVID-19 vaccine deployed in the European Union may in fact have consisted
[00:16:27.440 --> 00:16:31.520]  of the placebos, may in fact. The German regulator knew this and did not subject them
[00:16:31.520 --> 00:16:35.120]  to quality control testing because it was all part of a plan. They already signed off. Remember,
[00:16:35.120 --> 00:16:39.520]  it was unapproved and there was nothing. They wouldn't tell you what was in each shot because
[00:16:39.520 --> 00:16:46.480]  it was all variant. The scientists, Dr. Gerald Diker, Professor of Organic Chemistry at Ruhr
[00:16:46.480 --> 00:16:52.880]  University in Bochum and Dr. Gorg Matyska, Professor of Analytical Chemistry at the
[00:16:52.880 --> 00:16:57.360]  University of Leipzig, are part of a group of five German-speaking scientists who have been
[00:16:57.360 --> 00:17:01.760]  publicly raising questions about the quality and safety of BioNTech in a virus, as it's known in
[00:17:01.760 --> 00:17:06.560]  Germany, for the last year and a half. They recently appeared in a bunch of publications,
[00:17:06.560 --> 00:17:13.440]  online program of the German journalist Melinia Krevrovac, to discuss batch vulnerability.
[00:17:14.080 --> 00:17:19.360]  Their startling point was the direct recent Danish study showing enormous variance in the
[00:17:19.360 --> 00:17:47.760]  adverse events associated with different batches of the Pfizer-BioNTech vaccine, or BNT162b2,
[00:17:47.760 --> 00:17:53.440]  per the scientific code name. The below figure for the Danish study illustrates the variation.
[00:17:53.440 --> 00:17:57.040]  It's a government study, 100,000 people. Now, you put that in your pipe and smoke it.
[00:17:58.880 --> 00:18:04.240]  Saline, zero problems. The weak dose, fast death, but still at one in 400.
[00:18:05.200 --> 00:18:10.480]  The other people, everybody, or 80% had adverse effects. Remember what Bill Gates got asked
[00:18:10.480 --> 00:18:15.280]  in a study once the shots started. They didn't study before. The CBS reporter goes,
[00:18:15.600 --> 00:18:19.120]  Mr. Gates, 80% of people had adverse reactions. He goes, well, yeah.
[00:18:20.960 --> 00:18:24.560]  That's when they were giving them a straight up deal. The regulators were balking and weren't
[00:18:24.560 --> 00:18:29.280]  approving. They said, how about we just do saline and we make sure, and then we'll be able to tell
[00:18:29.280 --> 00:18:32.800]  if it's safe or not. Of course, they knew it wasn't safe from the beginning. They knew what
[00:18:32.800 --> 00:18:38.000]  it was going to do. For people that aren't totally psychotic and evil, but are on power trips,
[00:18:38.000 --> 00:18:41.200]  well, we've got to do it for the greater good. This will save millions of lives,
[00:18:41.200 --> 00:18:45.120]  but it will also kill millions. We'll learn valuable things, the secret of the universe,
[00:18:45.120 --> 00:18:51.920]  but the public's not ready for that yet. Then baked into that, the socialist and communist
[00:18:51.920 --> 00:18:57.920]  controlled cities, they don't hit them with a 25% serious adverse reaction.
[00:18:59.280 --> 00:19:05.280]  Shot, 25% in the conservative areas worldwide. Rural areas of Australia, bombed. Rural areas of
[00:19:05.280 --> 00:19:12.720]  England, bombed. Rural areas of Scotland, bombed. Rural areas of, you name it, bombed. Rural areas
[00:19:12.720 --> 00:19:18.000]  of Canada, bombed. Conservative, and that's how they send the batches. Gregg Reese shows
[00:19:18.000 --> 00:19:21.600]  in his report from a year and a half ago from the major watchdog groups that collated all the
[00:19:21.600 --> 00:19:25.200]  numbers, folks, because the numbers are public, but our government doesn't do studies on it.
[00:19:25.200 --> 00:19:29.360]  So it's the same everywhere. They are bombing us. They are killing us. They are literally
[00:19:29.360 --> 00:19:32.800]  targeting us. Your church gets roped into it. It's a conservative church. They've been
[00:19:32.800 --> 00:19:40.240]  lied to. They think it's good. You get the 10%, the 30%, the 25%. They send it out. So they know
[00:19:40.240 --> 00:19:46.240]  exactly what they're doing. And so the military, oh, the military has just been devastated with
[00:19:46.240 --> 00:19:52.320]  the shots. But strangely enough, special units and the units they do are basically all conservative.
[00:19:53.280 --> 00:19:59.840]  They got the special shots, the specially deadly ones, and everybody else got the placebos,
[00:19:59.840 --> 00:20:03.680]  or they mixed in a little bit of a weak shot. So there'd be a little sickness, a little death
[00:20:03.680 --> 00:20:09.840]  there because it gets a little too obvious when only the Republican counties are killing over
[00:20:09.840 --> 00:20:17.280]  dead. So think of the level, the biological weapon systems. Let's put today's live show
[00:20:17.280 --> 00:20:20.800]  headline up. I hope you'll share with everybody this is a life and death situation. This isn't
[00:20:20.800 --> 00:20:25.600]  a drill. It's not a joke. It's happening. And this is the reality of what we're facing,
[00:20:25.600 --> 00:20:31.040]  ladies and gentlemen. So again, if you go to Infowars.com, we always put up a live show feed.
[00:20:31.040 --> 00:20:36.320]  Nightmare bombshell. Group of top European scientists have confirmed Pfizer COVID vaccine
[00:20:37.840 --> 00:20:45.920]  was a giant biological weapons test. And ladies and gentlemen, that's what this was.
[00:20:46.480 --> 00:20:52.640]  A giant biological weapons test. This is a nanotech biological system, whether it's
[00:20:52.640 --> 00:20:58.160]  the virus vector or whether it is the mRNA delivery that orders your cells to replicate
[00:20:58.160 --> 00:21:02.800]  the spike protein of the HIV virus. Now, I know if you're a new listener, that sounds completely
[00:21:02.800 --> 00:21:10.800]  insane, like Martians blowing up New York. Anybody can search engine, what is the Pfizer mRNA spike
[00:21:10.800 --> 00:21:17.200]  protein made of? And it'll pull up the HIV spike protein that they've learned how to grow in a lab.
[00:21:17.200 --> 00:21:26.320]  It is a synthetic virus mRNA system that keeps replicating like a prion. It is a prion.
[00:21:27.520 --> 00:21:32.240]  And what do prions cause? Little protein crystals that grow in their body.
[00:21:32.240 --> 00:21:38.160]  Spongiform encephalopathy, or what causes what? Bad cow disease.
[00:21:39.840 --> 00:21:45.200]  We have all the insurance company actuaries. We have all the one of the top. I mean,
[00:21:45.760 --> 00:21:50.560]  said to me, the top guy was Edward Dowd's whistleblower two and a half years ago.
[00:21:50.560 --> 00:21:53.840]  And he said he'll be coming public soon. And he did come public a year later with a bunch of
[00:21:53.840 --> 00:22:01.200]  other scientists and experts and statisticians. And they said, on average, we have a 44% increase
[00:22:01.200 --> 00:22:06.080]  in death in the world in countries that took the shots. 44% increase in death. Again,
[00:22:06.080 --> 00:22:09.440]  it was less than 10% in World War I and World War II, and that killed hundreds of millions of people.
[00:22:10.240 --> 00:22:17.040]  So you sit back and you look at this. The magnitude of this information, ladies and
[00:22:17.040 --> 00:22:20.720]  gentlemen, is just over the top. Everyone I know has family that died from a shot. Everybody that
[00:22:20.720 --> 00:22:27.760]  works or is almost dead. It's just complete devastation. I have an assistant and a nanny.
[00:22:28.400 --> 00:22:35.040]  Both of them have family. And one of them had a fiance that had no heart problems, was an athlete,
[00:22:35.040 --> 00:22:40.640]  25 years old. And now he has myocarditis so bad, they say he'll be dead in a couple of years. He
[00:22:40.640 --> 00:22:46.880]  passes out all the time. Just passes out. I mean, the other assistant has a family member that took
[00:22:46.880 --> 00:22:51.600]  the shot and died three years later of a heart attack and was in good shape. So, I mean,
[00:22:51.600 --> 00:22:56.400]  we have anecdotal, we have it all around us. I could open the phones up here today.
[00:22:57.920 --> 00:23:03.840]  I could open the phones up here today. And I could just take nothing but calls. I'd say,
[00:23:03.840 --> 00:23:06.160]  hey, Colin, if you love the shot, it had a great effect. Nobody calls.
[00:23:07.840 --> 00:23:10.000]  Colin tells what happened with the shot. You've heard the days. We do three,
[00:23:10.000 --> 00:23:13.760]  four hours of calls, like 50 calls. Every person talks about what it did to their family or did to
[00:23:13.760 --> 00:23:25.280]  them. So that's where we are here, ladies and gentlemen. So about three weeks ago, Dr. Peter
[00:23:25.280 --> 00:23:32.960]  McCullough, who's a very renowned cardiologist, he was asked last year by Joe Rogan why some people
[00:23:32.960 --> 00:23:36.240]  get sick and some don't. And I remember when that happened, I said, well, if Joe Rogan asked me,
[00:23:36.240 --> 00:23:38.640]  I could have told him. It was our reports were out. We don't have scientists on. But
[00:23:38.640 --> 00:23:46.880]  McCullough is always so careful that he didn't go there and said, I don't know. He said, I don't know
[00:23:47.600 --> 00:23:51.760]  because it hadn't been documented yet. But now it's documented in all these studies that indeed,
[00:23:52.480 --> 00:23:56.880]  government worldwide from New Zealand, Australia, to the Western Europe, to the UK,
[00:23:56.880 --> 00:24:03.040]  to the United States, only these countries, all under King Charles, says he's going to depopulate
[00:24:03.040 --> 00:24:05.840]  us. He said he wants to come back, his dad wants to come back as a virus to kill 80% of us.
[00:24:06.640 --> 00:24:13.600]  We're under their control and they're literally killing us. And they know exactly what they're
[00:24:13.600 --> 00:24:19.920]  doing and they have attacked us. And so understand, ladies and gentlemen, that this is ongoing.
[00:24:20.720 --> 00:24:25.200]  They're gearing up to do this again. And we have to take this extremely,
[00:24:25.200 --> 00:24:30.240]  extremely seriously. This happened. And now Dr. Peter McCullough has come out and said,
[00:24:30.240 --> 00:24:34.400]  no, we now have the studies. We have the documents. We have the proof.
[00:24:34.400 --> 00:24:37.680]  And here is a short clip, a three and a half minute clip of him breaking it down.
[00:24:39.520 --> 00:24:44.880]  So to summarize, there are four domains of injury, cardiovascular, neurologic, thrombotic
[00:24:44.880 --> 00:24:52.720]  and immunologic. The hardest question I've faced so far in all of my appearances in the media,
[00:24:53.440 --> 00:24:59.120]  and I've probably given more media appearances now than any public figure in the world on COVID-19.
[00:24:59.120 --> 00:25:04.960]  The question came from Joe Rogan on his podcast in 2021. He said, Dr. McCullough,
[00:25:04.960 --> 00:25:12.320]  if these vaccines are so bad, why doesn't everybody have a side effect and are damaged
[00:25:12.320 --> 00:25:17.920]  after the vaccines? I didn't have the answer at that time, but I have it now.
[00:25:18.880 --> 00:25:26.800]  A paper by Schmeling and colleagues from Denmark has clearly shown that the batches of vaccines
[00:25:26.800 --> 00:25:33.840]  that come out, the lots groupings are not the same. They had all the Pfizer data administered
[00:25:33.840 --> 00:25:39.280]  in Denmark and they had every side effect. They found three risk groups of batches.
[00:25:40.000 --> 00:25:43.600]  The first batch, which was about a third of people who got the vaccine,
[00:25:43.680 --> 00:25:49.520]  zero side effects, nothing whatsoever. It was like taking a shot of saline, nothing.
[00:25:50.320 --> 00:25:54.560]  The second group, which is about two thirds, had some moderate side effects,
[00:25:55.600 --> 00:26:00.160]  but the rate of serious side effects was pretty low. Then there's a third group,
[00:26:00.720 --> 00:26:07.440]  which is 4.2% of the vials, their side effect rate was through the roof.
[00:26:07.440 --> 00:26:11.040]  When they did what's called an R-squared analysis, that is how much of the variation
[00:26:11.040 --> 00:26:16.880]  in side effects is explained by this batch to batch variability. The answer was 75% plus.
[00:26:17.840 --> 00:26:23.280]  That means we have a product manufacturing problem. Either the vials, these files,
[00:26:23.280 --> 00:26:29.200]  and unfortunately, these two ladies almost certainly received a bad batch. These vials
[00:26:29.200 --> 00:26:34.000]  either have hyperconcentrated lipid nanoparticles and excessive amounts of messenger RNA.
[00:26:34.000 --> 00:26:38.880]  In the United States, 94% of people who took a shot took messenger RNA, so we can stay on that
[00:26:39.520 --> 00:26:45.680]  that technology. The other possibilities is that it could be contaminated with what's called
[00:26:45.680 --> 00:26:53.040]  cDNA or plasmids or other contaminants. It's certainly possible. I think hyperconcentration
[00:26:53.040 --> 00:26:58.080]  of messenger RNA is most likely because what we're seeing are messenger RNA spike protein
[00:26:58.080 --> 00:27:04.560]  mediated injuries. But Senator Ron Johnson, just from the VAERS data, had sent analysis to the CDC
[00:27:04.560 --> 00:27:10.880]  on this and the FDA asking for them to analyze the lot-to-lot variations that we're seeing,
[00:27:10.880 --> 00:27:15.280]  and he received a multi-page letter back that essentially says, we disagree. We don't see any
[00:27:15.280 --> 00:27:21.520]  difference in lot-to-lot. Now it's in the peer-reviewed publication forever in medical history
[00:27:21.520 --> 00:27:28.400]  showing it is a batch variability problem. Fortunately, most Americans received batch
[00:27:28.400 --> 00:27:34.080]  one or batch two. They're okay. Fortunately, they're fine. But for the small number of people
[00:27:34.080 --> 00:27:40.320]  who did receive a batch, we have big problems. A Zogby survey done last summer, a population-based
[00:27:40.320 --> 00:27:48.160]  sample, suggests 15% of Americans now have some injury, disability, or some medical problem due
[00:27:48.160 --> 00:27:53.360]  to COVID-19. Let's stop right there. The full clip's being posted at InfoWars.com with a lot
[00:27:53.360 --> 00:27:57.200]  of show feet. I'm not going to out Dr. Peter McCullough, but we've hung out quite a bit and
[00:27:57.200 --> 00:28:01.040]  had dinner and stuff, and he knows everything. He knows this is an intel op. He'll tell you
[00:28:01.040 --> 00:28:05.600]  the Pentagon did it on purpose. He's just being very careful here saying, oh, they might have
[00:28:05.600 --> 00:28:10.240]  contaminated it. No, it's the same all over the world. Again, it varies. In the U.S., it looks
[00:28:10.240 --> 00:28:17.280]  like they hit, like I said, 10% with the really deadly, and then it varies. It varies also region
[00:28:17.280 --> 00:28:21.600]  to region, but that's why the report by Greg Reese is so important because it links to the research
