[00:00.000 --> 00:11.000]  Waging War on Corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[11:16.000 --> 11:23.000]  That is in the Quran. Everything inside the house of Islam is the house of Islam. No one will be tolerated.
[11:23.000 --> 11:33.000]  Outside the house of Islam is the house of war, the house of the sword, the house of submission or death.
[11:33.000 --> 11:46.000]  What do you think about that, my friends? We're going to open the phones up a little bit later to get your take specifically on all of this because it's critical.
[11:46.000 --> 11:58.000]  But I want to get into a nexus of stories when we come back that illustrate the globalist larger plans for depopulation.
[11:58.000 --> 12:13.000]  And the fact that the government is now announcing here in the United States, this is the Democrats, a project by law where you've got to pay a tax, a death tax on your body.
[12:13.000 --> 12:19.000]  This is carbon's evil, that your body will be ground up and then put on crops to be eaten by humans.
[12:19.000 --> 12:30.000]  I'm not joking. Soilent green is now been officially announced by, you could guess it, Washington State. Soilent green is made out of people.
[12:30.000 --> 12:36.000]  But I thought I'd back up and we get to this little bit of history because when I told the crew, they were pretty blown away by this.
[12:36.000 --> 12:40.000]  This is not the first time humans have been used for fertilizer.
[12:40.000 --> 12:47.000]  So what is old is new. And Malthus, the Malthusian that wants to exterminate everybody, he actually said this was a great idea.
[12:47.000 --> 12:57.000]  Of course, you know why they had just, well, wait till I tell you the rest of the story. You can look this up. This is why history is so addicting.
[12:57.000 --> 13:03.000]  Once you start reading history, you don't want to read science fiction or stuff anymore because you realize the truth is stranger than fiction.
[13:03.000 --> 13:13.000]  That's going to be coming up. Also, you have a big report here. FBI arrest leader of armed groups stopping migrants in New Mexico.
[13:13.000 --> 13:23.000]  300 plus illegal aliens together, mainly men with small children, a lot of them kidnapped and submitted that they use as token shields to get through.
[13:23.000 --> 13:30.000]  Well, the leader has been arrested. But see, it's not illegal to go down there as citizens and point out the illegal aliens and call the police.
[13:30.000 --> 13:39.000]  But the media is creating the illusion that it's illegal because the leader of the group reportedly had a felony conviction and had firearms on him.
[13:39.000 --> 13:47.000]  So you have to read the fine print, the bottom of the articles that he wasn't arrested for going down and stopping illegal aliens.
[13:47.000 --> 13:55.000]  He was arrested because he was a fellow with a firearm. But see, they always create that illusion.
[13:55.000 --> 14:01.000]  All these border watch groups today had PayPal and banks ban them. That's how it works.
[14:01.000 --> 14:08.000]  Arrest the one guy, confuse the public while he's arrested, and then say, oh, all the groups are illegal.
[14:08.000 --> 14:14.000]  Put out a fake report that the FBI says the Proud Boys are a terror group. The FBI never said it. They lose all their banking.
[14:14.000 --> 14:20.000]  They lose all their jobs. This is how the stampeding fraud works. We're going to get to that.
[14:20.000 --> 14:28.000]  Also, you knew it was coming. The Democrats are announcing plans to begin the process of new fake investigations to impeach the president.
[14:28.000 --> 14:32.000]  And if the president doesn't move against them, it's a dereliction of duty.
[14:32.000 --> 14:39.000]  A, B, they're all the ones who are in trouble and have committed all these crimes and rip their eyeballs with foreign powers.
[14:39.000 --> 14:53.000]  So call the bluff of the Penguin, a.k.a. Nadler and all these chicken neck crooks. I mean, let me tell you, you're not in the Democratic Party leadership unless you've sold out to China.
[14:53.000 --> 15:04.000]  Most of them have Chinese agents in their offices. It's just incredible. And again, I want to explain, the globalists use China to fence money through,
[15:04.000 --> 15:15.000]  to then use the Chinese apparatus to control the West. So it's not just China. It's globalist ally with China are the trillion pound gorilla that's on our back.
[15:15.000 --> 15:23.000]  But if we just realize it and say no to it politically, it's game over. Then I saw more studies came out today. I've looked them up.
[15:23.000 --> 15:37.000]  There they are. Record exodus. If you think there was an exodus out of California, an exodus out of New York, an exodus out of New Jersey, an exodus out of Maryland, an exodus out of D.C., an exodus out of all these leftist control cesspits,
[15:37.000 --> 15:46.000]  it's now a full, breakneck race for the exit stampede of biblical proportions. And what is that going to mean?
[15:46.000 --> 15:59.000]  40 plus percent of people living in those areas said they plan to move in the next year. I mean, the left just ruins every country, every nation, every city they control.
[15:59.000 --> 16:11.000]  We all know that the outside toxins in the water is a serious health issue. Info Wars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[16:11.000 --> 16:26.000]  That's why we're bringing you something to provide clean water for your whole house with one system. The Pro Pure Whole House Water Filtration System is an advanced, four-stage, compact filtration system that will provide water filtration for your entire home,
[16:26.000 --> 16:39.000]  removing 220 plus contaminants from your water. It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[16:39.000 --> 16:46.000]  With broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[16:46.000 --> 17:00.000]  Head to infowarstore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro Pure Whole House Filtration System today.
[17:00.000 --> 17:09.000]  It's simple. If you want to beat the globalist, if you want to take on the new world order, I'm not doing Bitcoin pumping dumps with Jack Dorsey. I'm not sitting here selling you cancer cures.
[17:09.000 --> 17:21.000]  I'm not sitting here, you know, selling you late term abortion and all the great it is. I just go out and say, what is the top heart pill? What is the top tumor that's the best seller because it's anti-inflammatory and what's the best lab in the country?
[17:21.000 --> 17:32.000]  They're the highest rate. I'm like, you're only 50% curcuminoid? Well, yeah, they only put $5 product and bottle, but that's still incredible, sir. I'm like, what's the highest you could do? A month later, 90, 95%?
[17:32.000 --> 17:40.000]  No one's ever done that. I said, how much did that cost for a bottle that costs $10? No one's ever done that, sir. The average competitor is 3 to 5%. The top brand is 50%.
[17:40.000 --> 17:49.000]  I'm like, we're going to have 95% curcuminoid. I mean, you understand, like, that's like our information is explosive. Our fish oil, I go out and I get the cleanest, the best.
[17:49.000 --> 17:58.000]  My children take it. You think I'm going to give you fish oil that isn't the very damn best on my soul? You think I'm going to screw somebody over like one of these devil worshipers? Never.
[17:58.000 --> 18:20.000]  Inforcer.com.
[18:29.000 --> 18:41.000]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[18:41.000 --> 18:49.000]  You can even choose to start your morning healthier with the immune support blend infused with a powerful blend to support your immune response and stamina.
[18:49.000 --> 19:00.000]  It's time to take care of your morning routine. Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at infowarstore.com.
[19:19.000 --> 19:31.000]  Patriot Blend is an all new version of the Powerhouse Pregnantone product. It features the same great formula that supports your heart, brain, healthy aging process with an all new natural caffeine boost included.
[19:31.000 --> 19:37.000]  A powerful Pregnantone base, the real red pill, has quickly become one of our fellow InfoWare's favorite products.
[19:37.000 --> 19:49.000]  Now, with an extra proprietary energy blend inside, including green tea extract, your Ramadeleaf extract, and more, you can get that extra pick-me-up all supporting your mind and body in a healthy way.
[19:49.000 --> 20:11.000]  If you like stuff that real red pill has, it's also got the most added. Get the real red pill plus at infowarstore.com.
[20:20.000 --> 20:27.000]  From the front lines of the information war, it's Alex Jones.
[20:27.000 --> 20:55.000]  Welcome back, thank you so much for joining us on Easter, 2019. Always a good family Christian holiday, one of my family's favorites.
[20:55.000 --> 21:17.000]  My great stories with my grandparents, great times on Easter with them. They're all gone, but our religion, our God continues on. Our faith, our spirituality, and it really makes me angry that as a newsman, I look at probably 500 articles a day.
[21:17.000 --> 21:33.000]  I probably read 50 articles a day or more. I probably watch 100 clips a day or more. And I even get mad at myself because I'll just see buried in like international news streams, a stabbing, a shooting, a bombing, a church burn down.
[21:33.000 --> 21:46.000]  Hell, Muslims blow churches up in Latin America. They're busy beavers. And they always do it when they know a bunch of real faithful are going to be there.
[21:46.000 --> 22:02.000]  And so you got a bunch of nonviolent Christians just going to church with their grandma and some piece of crap shows up, whether you're in Europe or whether you're in Asia, or whether you're in the US and they blow you and your family up.
[22:02.000 --> 22:20.000]  And then it's just a just a blip on the radar screen. But boy, 40 something Muslims get gunned down by a lunatic leftist who said he wanted to cause a global conflagration like Helter Skelter, like Charlie Manson killed Sharon Tate and all that to cause a race war.
[22:20.000 --> 22:25.000]  They were going to blame black people. That's a false flag. He got caught.
[22:25.000 --> 22:37.000]  Why do these leftists keep wanting to do this? The point is, the media attacked me and said, Jones falsely claims, political fact check this, Jones claims that Muslims blow things up.
[22:37.000 --> 22:48.000]  We all know Obama said that's not the true religion of Islam. And so those are not Muslims. They wave a magic wand of mind control.
[22:48.000 --> 22:58.000]  And it's disgusting. And so 200 plus people are dead. The numbers climbing. And that's just in Sri Lanka.
[22:58.000 --> 23:07.000]  By the way, why do you think let's put a global map up just south of India in the Indian Ocean?
[23:07.000 --> 23:20.000]  You've got a place that was 100% Buddhist in Hindu until about 1000 years ago. And guess who showed up in pirate ships with slave trade?
[23:20.000 --> 23:26.000]  And guess who showed up and would also kidnap the women from there and then ship them and sell them all over the world?
[23:26.000 --> 23:31.000]  Oh, our little friends here. Look how far away Saudi Arabia is.
[23:31.000 --> 23:41.000]  Look how far away Egypt and Sudan are. By the way, they used to all be Christian. Not anymore. They all got taken over too.
[23:41.000 --> 23:49.000]  And then the little friends on their ships come right over and start taking India over and start taking Sri Lanka over.
[23:49.000 --> 24:02.000]  Let's go more to the east. Our little friends continued on around and launched invasion forces in what's Burma, Thailand, Cambodia, Vietnam.
[24:02.000 --> 24:09.000]  Oh, by the way, those groups, those countries were all pretty much nonviolent tribes because there was plenty of land and populations hadn't gone up that high yet.
[24:09.000 --> 24:12.000]  Vietnam had some wars with China by that time.
[24:12.000 --> 24:19.000]  The reason they developed military and so hard to beat, they've been invaded so much by China. You think there's any Muslims in Vietnam?
[24:19.000 --> 24:27.000]  No, not tolerated. Because do the Vietnamese tolerate Christians? Oh, they love it. In fact, they're becoming...
[24:27.000 --> 24:34.000]  Because Sri Lanka, Christians all get along with Buddhists. Everybody's just happy as pigs and you know what?
[24:34.000 --> 24:49.000]  You can go all the way into the South Pacific a thousand years ago and all those places that were headhunters while they converted to Islam too.
[24:49.000 --> 24:58.000]  Until by the time Captain Cook had discovered Australia and what was it?
[24:58.000 --> 25:08.000]  Hawaii to boot. The memory served. It couldn't find Hawaii too. By the time it got there, they were already converting, trying to convert the natives to Islam.
[25:08.000 --> 25:20.000]  The Muslims had already been there and they don't play games. They killed you if you don't join them and they constantly kill each other, the Shiites and the Sunnis.
[25:20.000 --> 25:31.000]  Yeah, there's a big globe. Let's put the big globe up there all over the world like spores. Just going on and invading and attacking.
[25:31.000 --> 25:40.000]  Indonesia, Malaysia, the Philippines. Why? Why? Just type in churches bombed in the Philippines. There's whole islands taken over.
[25:40.000 --> 25:49.000]  Thousands dead in the last six months. Just type in terror attacks Philippines. I mean, it won't be on your nightly news but you can find all the articles.
[25:49.000 --> 25:58.000]  Crucifying people upside down, blowing up churches. A whole bunch of the islands have been taken over.
[25:58.000 --> 26:11.000]  We can just continue around the globe and see all the places. Oh, let's go to Japan or China. Why is there 0% Muslims in Japan?
[26:11.000 --> 26:19.000]  Because the Japanese don't know how to read a book. They don't know how to read history. They're like, no, Christians, you can come in.
[26:19.000 --> 26:30.000]  Buddhist, obviously. Anybody else? Islam? No, it's outlawed. It's outlawed. It's outlawed.
[26:30.000 --> 26:36.000]  Oh, but the Japanese don't like having retarded kids either so they restrict vaccines to age two now. Oh, sorry, nothing.
[26:36.000 --> 26:44.000]  The Japanese, they're pretty smart. My issue is I tried to stop the invasion of the Middle East. I tried to stop the class of civilizations.
[26:44.000 --> 26:50.000]  I knew the globalist planned this whole caliphate, one world government movement, but I knew going into the Middle East would only stir it up.
[26:50.000 --> 26:56.000]  That was a larger plan. Not fight them over there. It's not to fight them over here. And now you see Europe lowering its defenses.
[26:56.000 --> 27:03.000]  You see the UN pushing the invasion. But just remember, you're not going to see any crying or whining by the news.
[27:03.000 --> 27:12.000]  You're not going to see any like in New Zealand where the whole national and state and local police force donned Berkes, women donned Hejibs,
[27:12.000 --> 27:22.000]  and they all went to call to prayer and bowed to Allah and bowed towards the pet rock at Mecca. They did everything to say,
[27:22.000 --> 27:29.000]  we're all guilty. We're sorry, a crazy person from another country somehow got in here illegally with a bunch of illegal guns and did this.
[27:29.000 --> 27:38.000]  And we're just all guilty. We're sorry, Islam. You're such a religion of peace. We apologize. And it was on every new channel for three weeks.
[27:38.000 --> 27:48.000]  And it was the reason that Candace Owens had to be called before Congress and accused of being a white supremacist because the guy put her in his manifesto obviously as a troll.
[27:48.000 --> 27:58.000]  And he said it was a troll. So just remember that. When a Muslim gets killed, it's all of our faults and we all should decry and say it's wrong.
[27:58.000 --> 28:02.000]  You know what? I did say it was wrong to go in there and kill those people. It's wrong to act like the jihadis.
[28:02.000 --> 28:07.000]  It's wrong to act like them and it's wrong to fund the Arab Spring like Obama did.
[28:07.000 --> 28:13.000]  But you know what? I want to hear care, the biggest Islamic group in this country, and I want to hear the Muslim Brotherhood.
[28:13.000 --> 28:19.000]  I want to hear them come out and I want to hear them decry the bombings, but you won't hear it from Ilhan Omar.
[28:19.000 --> 28:24.000]  She said, oh, we had some people that did something and the crowd laughs, rubbing it in our face.
[28:24.000 --> 28:28.000]  Hey lady, go back to Somalia where you have no rights and you're a slave.
[28:28.000 --> 28:33.000]  No, you'd rather come here and piss in our face. That's what you do.
[28:33.000 --> 28:37.000]  You'd rather come here and make fun of us and laugh at us and all the rest of it.
[28:37.000 --> 28:41.000]  No, I don't see any of the Muslim groups. Where is it? I searched today.
[28:41.000 --> 28:45.000]  Decrying the Islamic attack and saying that's not Islam. That's not who we are.
[28:45.000 --> 28:49.000]  No, you'll only hear mainstream media saying that.
[28:49.000 --> 28:54.000]  You'll only hear our corporate trader media telling you you better not talk about the bombings,
[28:54.000 --> 29:20.000]  but Christians deserve to have you and your children killed because the left hates Christianity.
[29:25.000 --> 29:29.000]  That's why the globalists are trying to shut it down so desperately
[29:29.000 --> 29:34.000]  because we have the light in the dark of the night that sends chills up my spine.
[29:34.000 --> 29:40.000]  So whatever you do, continue to support yourself and InfoWars by buying the great products at InfoWarsStore.com,
[29:40.000 --> 29:44.000]  by spreading the articles, by spreading the videos, and by praying for this operation
[29:44.000 --> 29:48.000]  and for praying for this nation and the world for peace and discernment.
[29:48.000 --> 29:52.000]  For myself and the whole InfoWars family, I want to thank all of you for what you've done
[29:52.000 --> 29:58.000]  because without you, InfoWars is nothing. You are the InfoWars and I salute you.
[30:01.000 --> 30:05.000]  I want to say Brain Force is great. I want to say Turbo Force is amazing. It is.
[30:05.000 --> 30:10.000]  But if you took it with fish oil, it's like the fish oil is it.
[30:10.000 --> 30:13.000]  The fish oil is better than it. And that's an example of what I'm talking about.
[30:13.000 --> 30:19.000]  Fish oil is liquid energy, brain, body, heart, the cleanest, the best out there.
[30:19.000 --> 30:22.000]  You've got the children's, you've got the adults, you've got the krill oil.
[30:22.000 --> 30:26.000]  If you're going to get the full effect, the fish oil and the children's are really strong.
[30:26.000 --> 30:30.000]  They don't give you the burpees, but krill oil is the best and it'll give you the damn burps.
[30:30.000 --> 30:33.000]  And I'm sorry, you want something like this, you don't get stuff for free.
[30:33.000 --> 30:36.000]  The krill is hallucinogenic. It's so good, in my view.
[30:36.000 --> 30:38.000]  I'm not making a medical statement here, but let me tell you something.
[30:38.000 --> 30:43.000]  I eat five campelots of krill oil before I go to bed. I'm seeing Santa Claus that night.
[30:43.000 --> 30:49.000]  So, your brain is made basically out of what fish oil is.
[30:51.000 --> 30:54.000]  So, we don't make a big profit off of it, but you know what?
[30:54.000 --> 30:59.000]  I just obsess, because whatever the best is we've got, I just can't lie to you. I just can't do it.
[31:02.000 --> 31:07.000]  Please don't forget, we have a lot of amazing deals on the site.
[31:07.000 --> 31:09.000]  We still have store-wide free shipping.
[31:09.000 --> 31:13.000]  We had to end all those big discounts on the supplements that you're about to sell out of all of them,
[31:13.000 --> 31:17.000]  but we still have a big discount going, even though it's about to sell out on DNA Force, our flagship amazing product.
[31:17.000 --> 31:20.000]  Check out DNA Force, learn why it's so amazing, do yourself a favor.
[31:20.000 --> 31:25.000]  DNA Force Plus, now even stronger, even better for your telomeres, for your cells,
[31:25.000 --> 31:28.000]  for your mitochondrial DNA, for your nerves, for your brain.
[31:28.000 --> 31:35.000]  If there's one thing you take, it should be DNA Force Plus with PQQ, CoQ10 and so much more, and all apparel.
[31:35.000 --> 31:42.000]  We only do this once a year, annual super sale, all apparel, ball caps, t-shirts, sweatshirts, footies.
[31:42.000 --> 31:48.000]  50% off, 50% off store-wide, and you help fund the InfoWare, and you spread the word, and you stand up to the bullies.
[31:48.000 --> 31:53.000]  Store-wide apparel sell 50% off, and so much more, and your funding makes it all possible.
[31:53.000 --> 32:18.000]  Whatever you do, get DNA Force today, it's discounted, but it's about to sell out, we'll be right back.
[32:18.000 --> 32:23.000]  In the 1960s, researchers in France noticed that people who ate certain quail eggs
[32:23.000 --> 32:27.000]  experienced less seasonal immune and inflammatory responses.
[32:27.000 --> 32:33.000]  They began studying this effect in published trials, and decades later, we now have the fruit of this research,
[32:33.000 --> 32:38.000]  a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[32:38.000 --> 32:42.000]  Pollen block is natural and effective, it is not an antihistamine.
[32:42.000 --> 32:48.000]  In fact, current research has found that it actually acts by blocking the activity of tryptase,
[32:48.000 --> 32:52.000]  which is an enzyme that amplifies immune and inflammatory responses in the body.
[32:52.000 --> 32:55.000]  Go outside and enjoy the air you breathe.
[32:55.000 --> 33:16.000]  Head to infowarslife.com and grab a pack of our pollen block chewable tablets.
[33:16.000 --> 33:33.000]  The answer to 1984 is 1776. You're listening to the Alex Jones show.
[33:33.000 --> 33:39.000]  You know, every time I think that...
[33:39.000 --> 33:44.000]  I've said it all about Islam, and that tirade you just heard.
[33:44.000 --> 33:48.000]  I guess hypocrisy and lies and this evil invasion that the globalists are orchestrating
[33:48.000 --> 33:52.000]  by a religion whose ethos is conquering you by the sword,
[33:52.000 --> 33:57.000]  whose founding documents are put everybody to the sword,
[33:57.000 --> 34:00.000]  sell their women into sex slavery.
[34:00.000 --> 34:03.000]  And there's about to be 3 billion Muslims.
[34:03.000 --> 34:05.000]  There's 1.8 billion right now.
[34:05.000 --> 34:09.000]  And here we are in Easter with bombings all over the world, stabbing, shootings,
[34:09.000 --> 34:13.000]  800-plus churches in a year blown up or burned out in France,
[34:13.000 --> 34:15.000]  and then there's barely even news of it.
[34:15.000 --> 34:19.000]  Or if you question, could this be arson of Notre Dame while you're an evil person
[34:19.000 --> 34:23.000]  and even Fox News bans you if you're a federal official from France
[34:23.000 --> 34:26.000]  or the head of the Catholic League?
[34:26.000 --> 34:30.000]  And now the head architect who helped rebuild it, updated it 10 years ago,
[34:30.000 --> 34:35.000]  says there's no way that oak burns like that when it's 900 years old.
[34:35.000 --> 34:39.000]  And I walked back during the break and I was talking about how
[34:39.000 --> 34:42.000]  they're blowing up all these current churches,
[34:42.000 --> 34:47.000]  blowing up a bunch of churches and hotels today in Sri Lanka
[34:47.000 --> 34:53.000]  where Christians were having lunch or worship services.
[34:53.000 --> 34:58.000]  And they're like, yeah, look at Syria, all those Roman ruins they blew up
[34:58.000 --> 35:02.000]  or all the Buddhist temples in Asia that have been blown up.
[35:02.000 --> 35:04.000]  Or, I mean, that's what happens.
[35:04.000 --> 35:09.000]  They don't just take you over and make you submit.
