[00:00.000 --> 00:02.000]  We've got it
[07:21.320 --> 07:28.880]  balance right now and is being decided and the tyrannies that we face as a
[07:28.880 --> 07:35.000]  society are not a joke in every case in history when governments remove checks
[07:35.000 --> 07:39.560]  and balances remove the common right of the people and assail the right of the
[07:39.560 --> 07:45.280]  family and property and the right of self-defense giant wars subjugation
[07:45.280 --> 07:54.000]  enslavement always invariably follow and we could see that we are on that road
[07:54.000 --> 07:58.440]  to perdition that road to tyranny that road to oppression that road to bondage
[07:58.440 --> 08:07.120]  serfdom slavery we are being usurped by highly competitive combines of mega
[08:07.120 --> 08:11.960]  corporations that control government and our anti-free market what is known as
[08:11.960 --> 08:18.440]  crony monopoly capitalist who use socialism and fascism and other forms
[08:18.440 --> 08:22.320]  of command and control to control populations now here's what I'm going
[08:22.320 --> 08:27.480]  to do shaking the show up we're going to start going to your phone calls in the
[08:27.480 --> 08:32.040]  next segment today and then I'll do the main news in the first 30 minutes of the
[08:32.040 --> 08:39.520]  next hour and then go back in to your calls coming up in the second hour US
[08:39.520 --> 08:44.160]  warns Israel on strike officials lobby against attack on Iran as military
[08:44.160 --> 08:49.160]  leaders bolstered defense 15,000 US troops additionally are added to the
[08:49.160 --> 08:56.760]  Kuwait forces more than 2,000 US troops now on the ground in Israel Jericho
[08:56.760 --> 09:02.680]  medium range ICBMs nuclear tipped are fueled on the Israeli tarmac and
[09:02.680 --> 09:09.120]  gantries Iran says it as evidence the US is behind scientists is killing along
[09:09.120 --> 09:13.160]  with the other now admitted covert war inside Iran a rod side of Israel
[09:13.160 --> 09:17.640]  reports Israel and US postponed massive defense drill in fear of
[09:17.640 --> 09:23.360]  escalation with Iran Iran until about two weeks ago has denied their bases
[09:23.360 --> 09:26.040]  are getting blown up and all this is happening because it makes them look
[09:26.040 --> 09:32.160]  weak now their public knows they've got forces all over their country including
[09:32.160 --> 09:37.000]  four Al-Qaeda groups blowing up dams shooting police of course Al-Qaeda works
[09:37.000 --> 09:40.800]  for the banks that run the US they've been given Libya Amar al-Alaqi the
[09:40.800 --> 09:44.480]  former number three in Al Qaeda they claim they've killed now I predicted
[09:44.480 --> 09:47.200]  they would have a stage killing of him when it came out he really worked for
[09:47.200 --> 09:53.680]  the CIA and the Pentagon as Fox News reported but Israel and US postponed
[09:53.680 --> 09:57.760]  massive defense drill in fear of escalation with Iran they were later
[09:57.760 --> 10:04.000]  the next week to have ships steam right up Israeli and US ships right up to the
[10:04.000 --> 10:08.920]  Iranian ships and the Iranians had said as you know we can have a go okay go
[10:08.920 --> 10:12.760]  ahead and come back through with your fleet this is your only warning don't
[10:12.760 --> 10:20.280]  do it we are going to attack you and the Iranians are well known they do not make
[10:20.280 --> 10:24.600]  threats they don't make threats if they tell you they're gonna do something they
[10:24.600 --> 10:28.280]  pretty much do it same thing with the Russians and again I'm not on the side
[10:28.280 --> 10:32.720]  of the Russians or side of the Iranians I'm giving you facts here not what I
[10:32.720 --> 10:36.640]  want to think or what I want to believe geopolitically are analyzing different
[10:36.640 --> 10:43.160]  countries as I do with my obsession with reality but what will happen the
[10:43.160 --> 10:47.320]  Russians do not make threats they didn't during the Cuban Missile Crisis to use
[10:47.320 --> 10:53.240]  nuclear weapons they did in 2008 on 888 when the Olympics kicked off when
[10:53.240 --> 10:57.160]  Cheney decided that was later declassified through NATO to launch a
[10:57.160 --> 11:04.240]  sneak attack on South Ossetia and Abkhazia in Georgia Russian controlled areas as
[11:04.240 --> 11:10.200]  US forces began to land and mass to back up the Georgians the head of the
[11:10.200 --> 11:15.480]  Russian Joint Chiefs of Staff was all over BBC wasn't on US TV went out and
[11:15.480 --> 11:19.640]  gave a speech and said we have rolled missile launchers in with medium range
[11:19.640 --> 11:25.480]  nukes on the big trucks we're preparing to fire them at the Georgian bases you
[11:25.480 --> 11:29.720]  have 12 hours to pull out and the US pulled out now you have to ask yourself
[11:29.720 --> 11:34.400]  why is our government trying to start World War three with the Russians why
[11:34.400 --> 11:38.680]  are they trying to start the shutdown the Strait of Hormuz with the with the
[11:38.680 --> 11:42.920]  Iranians when China says that is a military attack on them that's their
[11:42.920 --> 11:47.000]  ally and where they get 20% of their oil the Russians say that's on their door
[11:47.000 --> 11:52.480]  step because just Iran does border Russia and you notice the United States
[11:52.480 --> 11:58.000]  announced this about what 15 hours or so ago that they're gonna stop and
[11:58.000 --> 12:05.600]  cancel this big naval engagement with the Iranians basically that now the
[12:05.600 --> 12:12.680]  Russians have come out and said well here's the headline from RT which is
[12:12.680 --> 12:16.920]  Russian television Russian today should anything happen to Iran this will be a
[12:16.920 --> 12:22.400]  direct threat to our national security this is the same thing on Iran the
[12:22.400 --> 12:26.840]  full quote in video of their foreign minister is there and so he tells the
[12:26.840 --> 12:32.360]  US yesterday listen do you attack them it's an attack on us to the attack on
[12:32.360 --> 12:37.560]  our sovereignty and suddenly the fleet's cruising right up to the Iranians and all
[12:37.560 --> 12:44.080]  the war talk stops because now China and Russia are signaling that they are
[12:44.080 --> 12:52.540]  going to take this as an attack on them now could it be a bluff Chinese don't
[12:52.540 --> 12:59.400]  bluff either folks it's kind of like the walk softly carry a big stick it's not
[12:59.400 --> 13:03.320]  China racing around the world invading all these countries and bombing people
[13:03.320 --> 13:06.880]  and doing all this China's taking over their economic development and by the
[13:06.880 --> 13:10.040]  way I don't like the communist Chinese leadership and all their fat generals
[13:10.040 --> 13:14.840]  sucking off the Chinese people I don't like the corruption in Russia I don't
[13:14.840 --> 13:20.800]  like who runs Iran the point is America isn't run by America either America is
[13:20.800 --> 13:26.280]  run by the fortune 100 megabanks the six big megabanks that financed the
[13:26.280 --> 13:30.320]  fortune 100 who have gotten the United States and Europe to sign on to their
[13:30.320 --> 13:39.880]  1,500 trillion the Washington Post says 646 trillion 600 plus trillion of that is
[13:39.880 --> 13:47.000]  quote our debt now the American people in government only owe 15 trillion 100
[13:47.000 --> 13:54.040]  and something billion what is it 15.143 trillion you look it up that's the
[13:54.040 --> 14:05.320]  latest number as of Friday 15 trillion point 143 143 bill and I'm told I'm in
[14:05.320 --> 14:09.040]  debt and I've got to have my taxes raised and everything cut with potholes
[14:09.040 --> 14:13.000]  everywhere because because I'm in debt I didn't pay enough taxes I didn't work
[14:13.000 --> 14:17.840]  enough truth is our country's incredibly wealthy folks but almost all the tax
[14:17.840 --> 14:22.280]  money now goes in banker bailouts that aren't really banker bailouts the
[14:22.280 --> 14:26.920]  megabanks get the government to sign on to their 600 plus trillion just for the
[14:26.920 --> 14:31.920]  US alone globally it's 1.5 trillion and growing and and I know I'd say this
[14:31.920 --> 14:35.360]  every week because it's so important it's the answer to the riddle it's why
[14:35.360 --> 14:40.560]  all this is happening and then they say okay we got to raise your taxes and cut
[14:40.560 --> 14:44.680]  everything and have the age of austerity and cut the military and cut
[14:44.680 --> 14:52.040]  everything because everything's got to go to the bankers and then the bankers
[14:52.040 --> 14:55.920]  themselves the big megabanks blame the free market so they can use government
[14:55.920 --> 14:59.360]  to knock out all their competition when this is not free market that did all of
[14:59.360 --> 15:07.760]  this now here's the Russian foreign minister Iran is our close neighbor just
[15:07.760 --> 15:11.440]  south of the caucus so should anything happen to Iran should Iran get drawn at
[15:11.440 --> 15:14.760]  any political or military hardships this will be a direct threat for national
[15:14.760 --> 15:21.920]  security and that's the there's two quotes or that's Dmitry Raghazan Russian
[15:21.920 --> 15:25.840]  deputy prime minister and former envoy to NATO and there's another quote in
[15:25.840 --> 15:31.000]  here by their foreign their their ambassador the US there's a whole bunch
[15:31.000 --> 15:34.600]  of these quotes I mean this is this is dangerous and just like World War one or
[15:34.600 --> 15:37.800]  World War two it's not even a big news item people are talking about this
[15:37.800 --> 15:42.720]  cruise ship sinking and the Mediterranean off the coast of Italy and five dead
[15:42.720 --> 15:47.320]  they're talking about you know the Washington Redskins the San Francisco
[15:47.320 --> 15:52.960]  49ers and then meanwhile folks if there's a war with Iran bare minimum you're
[15:52.960 --> 15:57.760]  paying $7 a gallon for gas in a couple weeks all right your phone calls coming
[15:57.760 --> 16:03.720]  up then the big news you've heard Alex explain how the Silver Lungs generator
[16:03.720 --> 16:07.200]  infuses the respiratory system with your self-produced colloidal silver
[16:07.200 --> 16:10.960]  solutions yet many are unaware of the entire function of the Silver Lungs
[16:10.960 --> 16:14.440]  system and how it has been designed to deliver your silver solutions anywhere
[16:14.440 --> 16:19.280]  in or on the body my name is Mario Safaldi and I'm the developer of the
[16:19.280 --> 16:23.520]  Silver Lungs generator not only does the Silver Lungs system produce endless
[16:23.520 --> 16:27.640]  colloidal and ionic silver solutions it also comes equipped with the proper
[16:27.640 --> 16:32.080]  applicators and devices needed to deliver your silver solutions directly to
[16:32.080 --> 16:39.320]  key target areas this includes the eyes ears nose lungs topically to the skin
[16:39.320 --> 16:43.600]  and orally for the digestive system be sure to watch our new seven minute
[16:43.600 --> 16:49.880]  video tour of the Silver Lungs system at www.silverlungs.com to learn more
[16:49.880 --> 16:54.560]  about how the Silver Lungs system works as well we are always ready to answer
[16:54.560 --> 16:59.760]  any questions you may have that's www.silverlungs.com
[16:59.760 --> 17:04.800]  did you ever think you'd be where you are a decade into the 21st century record
[17:04.800 --> 17:09.320]  foreclosure rates for homes if not yours your neighbors thankful for the
[17:09.320 --> 17:13.440]  unemployment checks since you were laid off and placing your child's name on
[17:13.440 --> 17:17.520]  the angel tree in hopes of a Christmas gift along with thousands of other
[17:17.520 --> 17:22.560]  Americans as you ever think your future would feel this out of control the fact
[17:22.560 --> 17:27.640]  is in all this craziness there's only one thing you can control your greatest
[17:27.640 --> 17:33.360]  dependency your food supply make 2012 the year you take control by getting
[17:33.360 --> 17:38.080]  prepared e-foods direct introduces the best way to build your food supply in
[17:38.080 --> 17:43.880]  the 21st century get a 21-day supply of food free with purchase call 800 409
[17:43.880 --> 17:49.680]  5633 or go to e-foods direct dot com forward slash Alex take back control in
[17:49.680 --> 17:56.240]  2012 call 800 409 5633 or go to e-foods direct dot com forward slash Alex
[17:56.240 --> 18:01.480]  remember you can bet your life on the e-foods direct when you're out on the
[18:01.480 --> 18:08.360]  road the last place you want to be is on the road but if the unfortunate
[18:08.360 --> 18:13.320]  happens you'll be glad you were wearing diamond gussets there's a place down
[18:13.320 --> 18:22.120]  here to say where they make blue diamond gusset jeans they so pride in
[18:22.120 --> 18:31.280]  every stitch guarantee you love the way they fit put a diamond gusset in the
[18:31.280 --> 18:39.400]  crotch where you need it most blue diamond gussets got it others don't we
[18:39.400 --> 18:45.080]  turn jeans inside out diamond gusset jeans made in the USA with unparalleled
[18:45.080 --> 18:49.440]  quality our Defender motorcycle jeans combine gusset comfort with Kevlar
[18:49.440 --> 18:54.720]  protection so you can ride all day with confidence order yours at gusset.com
[18:54.720 --> 19:06.300]  diamond gusset jeans got it others don't tyranny is here the grim future
[19:06.300 --> 19:11.800]  foretold in 1984 has become reality it really says that the state is God the
[19:11.800 --> 19:15.840]  United States is now recognized globally as one of the most impressive police
[19:15.840 --> 19:20.360]  states on earth this film conclusively proves the existence of a secret
[19:20.360 --> 19:25.760]  network of FEMA cams now being expanded nationwide this documentary exposes of
[19:25.760 --> 19:29.200]  the continuity of government program has established an old powerful shadow
[19:29.200 --> 19:33.320]  state police state for chronicles the sickening depth to which our republic
[19:33.320 --> 19:38.680]  has fallen prepare to enter the secret of world of emergency dictatorship body
[19:38.680 --> 19:43.880]  scammers sound camera citizen spies stage terror and cameras on every street
[19:43.880 --> 19:48.480]  corner it's only the beginning of the new world order's hellish plan the police
[19:48.480 --> 19:55.040]  state isn't coming it's here secure your copy today at info wars dot com or see
[19:55.040 --> 20:00.080]  it online in the highest quality at prism planet dot TV
[20:00.560 --> 20:07.520]  coast to coast direct from Austin you're listening to the Alex Jones broadcasting
[20:07.520 --> 20:19.240]  network network what we've got here is failure to communicate some man you just
[20:19.240 --> 20:26.800]  can't read so you get what we had here last week which is the way he wants well
[20:26.800 --> 20:45.920]  he's waging war on corruption it's Alex Jones in the final equation it's
[20:45.920 --> 20:51.480]  really simple the new world order is a group of finance oligarchs that control
[20:51.480 --> 20:55.320]  the issuance of currency and credit through fractional reserve money
[20:55.320 --> 21:00.240]  changing fraud the derivatives are an example of that just absolutely
[21:00.240 --> 21:04.880]  worthless but they have government sign you on to pay taxes to back up the
[21:04.880 --> 21:10.640]  derivatives so now they have value and instead of going to jail the big mega
[21:10.640 --> 21:15.400]  banks all six of them that created this fraud take over the world and abolish
[21:15.400 --> 21:19.840]  national sovereignty and sell everyone on the fact that your taxes have to go up
[21:19.840 --> 21:24.800]  and your liberties have to go away in the new age of austerity so that they the
[21:24.800 --> 21:29.720]  technocratic bankers who engineered all this can run your life and because the
[21:29.720 --> 21:33.880]  general public has been raised in front of a television set believing who wins
[21:33.880 --> 21:37.440]  the football game is all that matters it's not even a language that people
[21:37.440 --> 21:42.800]  speak and so they're like dodo birds I like to use this this analogy of
[21:42.800 --> 21:47.200]  sailors arriving on the island and the dodo birds have never had natural
[21:47.200 --> 21:50.880]  predators so they just sat there and let the sailors club them in the head and
[21:50.880 --> 21:55.520]  eat them that's kind of like people in America are folks that are under western
[21:55.520 --> 21:59.280]  mind control we just have no idea what tyranny looks like because we never lived
[21:59.280 --> 22:06.560]  under it and I'm gonna go to your calls but I was at a barbecue joint last night
[22:06.560 --> 22:13.080]  that I like a pokey Joe's in South Austin with my wife and children and they
[22:13.080 --> 22:17.520]  had the little back room closed off for a group of people but there was a curtain
[22:17.520 --> 22:20.160]  right there I could see what was going on because it was only partially closed
[22:20.160 --> 22:28.000]  howling and screaming for an hour over a football game an NFL football game and
[22:28.000 --> 22:32.400]  of course I don't pay attention I'm not cool but I could see through the crack in
[22:32.400 --> 22:38.480]  the in the in the facade there that it was the 49ers were one of the teams and
[22:38.480 --> 22:43.040]  and then later they they opened up the curtains and men were strutting around
[22:43.040 --> 22:48.320]  you know pumped up and it was screaming and yelling and children rolling on the
[22:48.320 --> 22:54.560]  floor and and howling and when someone made a touchdown it was it was f these
[22:54.560 --> 22:57.760]  men were coming in and out their children and wives were in the wives all
[22:57.760 --> 23:02.160]  had incredibly serious looks on their faces and and and they were praying and
[23:02.160 --> 23:09.320]  and you know for field goals to make it and you would think that their family
[23:09.320 --> 23:15.280]  was in a gladiatorial fight for their lives with battle axes or something and
[23:15.280 --> 23:19.800]  I'll guarantee if I walked up to those folks and said hey did you know that most
[23:19.800 --> 23:23.440]  major vaccines have cancer viruses added to them here's some documents or would
[23:23.440 --> 23:27.200]  you like to know that all over the US in the last eight months radiation levels
[23:27.200 --> 23:31.960]  have gone off the charts and here's a new report about it today but the
[23:31.960 --> 23:35.720]  government's not saying take precautions they look at me like I had a
[23:35.720 --> 23:40.000]  hundred heads or if I said hey did you know the government has just passed a
[23:40.000 --> 23:45.680]  law to allow the secret arrest of US citizens or even the killing of US
[23:45.680 --> 23:49.320]  citizens and no one even knows you're arrested or killed the essence of
[23:49.320 --> 23:52.280]  tyranny the total overthrow of our Declaration of Independence of
[23:52.280 --> 23:57.040]  Constitution guaranteed they would have looked at me like I was a man from
[23:57.040 --> 24:00.720]  Mars but if I don't walked in there because they were cheering for the 49ers
[24:00.720 --> 24:07.080]  and said how about them 49ers that would have been an embrace of family of
[24:07.080 --> 24:14.600]  tribalism of love all completely shallow all completely fake all completely
[24:14.600 --> 24:21.400]  just a veneer cheap means nothing globalist propaganda pumped in fake
[24:21.400 --> 24:25.360]  tribalism people don't have a bill of rights a Constitution a free market a
[24:25.360 --> 24:30.640]  family none of that is what you'll fight for no because all day you can wear
[24:30.640 --> 24:35.160]  your favorite teams jersey and strut around and bug your eyes out and
[24:35.160 --> 24:42.400]  primitively jump up and down like a gorilla for your team it's pure mind
[24:42.400 --> 24:49.320]  control and these people are not even living in the real world but coming up
[24:49.320 --> 24:52.680]  later I'm going to get into the draconian legislation the internet
[24:52.680 --> 24:59.240]  censorship what we face and and and the reason we have hardship and the reason
[24:59.240 --> 25:04.440]  that our prosperity is leaving the building Elvis has left the building
[25:04.440 --> 25:08.160]  freedom and prosperity are leaving the building because see when freedom leaves
[25:08.160 --> 25:17.760]  you never have prosperity freedom economic social religious all of it
[25:17.760 --> 25:22.680]  it's the bellwether it's the hallmark it's the indicator and it's leaving the
[25:22.680 --> 25:27.840]  building kind of like at the dog pound dogs that people don't want it's a dog
[25:27.840 --> 25:31.920]  pound they don't strap them down and give them shots to kill them like your
[25:31.920 --> 25:35.920]  little puppy whenever you come into the vet that's too expensive to give them a
[25:35.920 --> 25:42.080]  five-dollar shot they just fill a big chamber cram them full animals and then
[25:42.080 --> 25:46.200]  flip a lever and the oxygen is sucked out and they suffocate them it's
[25:46.200 --> 25:54.800]  essentially free to pressure chamber they just suck the oxygen out but you
[25:54.800 --> 25:58.400]  know when you go to kill your dog because it's in pain or whatever I
[25:58.400 --> 26:01.320]  understand when you go to euthanize it you want to hold it every day and they
[26:01.320 --> 26:03.920]  give it the shot and everything and there's that moment they don't throw
[26:03.920 --> 26:10.400]  sparky in the in the chamber and where you can see it screaming and yelping and
[26:10.400 --> 26:17.840]  begging some of me is carbon monoxide too I mean you don't want to see it
[26:17.840 --> 26:22.120]  begging and gnashing and and all of that no no it's it's it's it's the
[26:22.120 --> 26:28.920]  America is kind of being given a lethal injection to and then there's a whole
[26:28.920 --> 26:39.600]  ceremony to it but my point of the analogy of the euthanasia is that our
[26:39.600 --> 26:44.280]  country is just slowly having its liberties its freedom sucked out like
[26:44.280 --> 26:49.960]  oxygen and so we're now blue in the face and you'll find in Rome and Nazi
[26:49.960 --> 26:55.080]  Germany and so many other corrupt declining systems run by thugs that as
[26:55.080 --> 27:01.040]  things get worse people will cling to sports even more they won't riot over
[27:01.040 --> 27:04.920]  you losing their liberties or the cops shooting an unarmed kid in the back no
[27:04.920 --> 27:11.280]  they'll riot when their team loses or wins because see men don't go out and
[27:11.280 --> 27:15.360]  engage in combat against some tribe trying to enslave them no they go into a
[27:15.360 --> 27:25.400]  parking lot and beat some baseball fans brains out see see that's our value now
[27:25.400 --> 27:30.720]  and it's scientific and Edward Bernays 80 years ago wrote books about how they
[27:30.720 --> 27:36.560]  would sell sports not just the children but adults and let men spin their their
[27:36.560 --> 27:46.000]  tribal and in manly energies on on a facsimile I've used the analogy of it's
[27:46.000 --> 27:49.920]  the difference between actually having a wife and a woman you love and then
[27:49.920 --> 27:55.120]  actually you procreate with and create new beings with and the system says no
[27:55.120 --> 28:00.280]  no no you don't need an actual wife here's a blow-up doll that's what sports
[28:00.280 --> 28:06.520]  is for men here here's a blow-up doll do you want with black hair or blonde hair
[28:06.520 --> 28:12.440]  and that's it and then I go to these men and I say you know the I have a book
[28:12.440 --> 28:16.640]  here a scientific to manipulate you and make you only be concerned about petty
[28:16.640 --> 28:20.680]  things and paint yourself up in fake tribal colors you know why are you
[28:20.680 --> 28:24.080]  hyperventilating over your team right now I mean even if you have a big bed on
[28:24.080 --> 28:30.160]  it why is this all that's valuable to you manhood is teaching your children
[28:30.160 --> 28:34.880]  about liberties and freedoms and history and and and how to plant a garden how to
[28:34.880 --> 28:40.640]  clean a gun how to fix an engine why do you just all day strut around and and
[28:40.640 --> 28:46.960]  and they'll look at you and say listen I don't want the real Marilyn Monroe to
[28:46.960 --> 28:49.520]  be I don't want to be a real man I don't want to live in a real Republic with
[28:49.520 --> 28:54.440]  real responsibilities give me the blow-up doll and so listen this is this
[28:54.440 --> 29:00.600]  radio show is not for men that want blow-up dolls or women for that matter
[29:00.600 --> 29:05.080]  hi folks this is Alex Jones I'm looking for people that have the wisdom to
[29:05.080 --> 29:10.120]  spot savings opportunity and recognize risk saving means to make money the
[29:10.120 --> 29:14.080]  cow been pure soap company can save you thousands of dollars and give you good
[29:14.080 --> 29:18.200]  old-fashioned real soaps that are triple concentrated and twice as good as what
[29:18.200 --> 29:22.760]  you're using now soaps made from vegetable and coconut oils that contain
[29:22.760 --> 29:27.920]  no useless dyes perfumes deodorants or antibacterials your risk is the
[29:27.920 --> 29:32.680]  hundreds of hazardous toxic detergents that give you rashes itching sores and
[29:32.680 --> 29:36.640]  deteriorating clothing called lint if you want something better if you want
[29:36.640 --> 29:39.600]  something you've never had before you have to do something you've never done
[29:39.600 --> 29:45.520]  before getting a free catalog is easy by calling 800-340-7091 or see
[29:45.520 --> 29:50.280]  Calvin on the web at five star soap dot com take charge of your health now by
[29:50.280 --> 30:00.480]  calling 800-340-7091 or see Calvin on the web at five star soap dot com did you
[30:00.480 --> 30:04.680]  ever think you'd be where you are a decade into the 21st century record
[30:04.680 --> 30:09.160]  foreclosure rates for homes if not yours your neighbors thankful for the
[30:09.160 --> 30:13.440]  unemployment checks since you were laid off and placing your child's name on the
[30:13.440 --> 30:17.920]  angel tree in hopes of a Christmas gift along with thousands of other Americans
[30:17.920 --> 30:23.160]  did you ever think your future would feel this out of control the fact is in
[30:23.160 --> 30:27.440]  all this craziness there's only one thing you can control your greatest
[30:27.440 --> 30:33.160]  dependency your food supply make 2012 the year you take control by getting
[30:33.160 --> 30:37.840]  prepared e-foods direct introduces the best way to build your food supply in
[30:37.840 --> 30:44.560]  the 21st century get a 21-day supply of food free with purchase call 800-409-5633
[30:44.560 --> 30:50.560]  or go to e-foods direct dot com forward slash Alex take back control in 2012 call
[30:50.560 --> 30:57.280]  800-409-5633 or go to e-foods direct dot com forward slash Alex remember you can
[30:57.280 --> 31:01.920]  bet your life on e-foods direct this is Alex Jones with five good reasons you
[31:01.920 --> 31:05.800]  should consider buying a solar power generator number one new climate
[31:05.800 --> 31:09.520]  legislation could easily double or triple your electric bill number two our
[31:09.520 --> 31:13.520]  new energies are wants to control how much power your electric company allows
[31:13.520 --> 31:17.880]  you to have it's true total government control of electricity in the name of
[31:17.880 --> 31:22.320]  smart grid technology is coming number three in some areas of the country the
[31:22.320 --> 31:27.080]  power grid is dangerously overloaded and now new socialist legislation is only
[31:27.080 --> 31:30.880]  compounding the problem number four dangerous weather is always a threat to
[31:30.880 --> 31:34.520]  local grids every year thousands of families lose their power from weather
[31:34.520 --> 31:38.840]  related onages number five a solar power generator provides powerful backup
[31:38.840 --> 31:42.000]  insurance and peace of mind folks I really believe in the solar power
[31:42.000 --> 31:45.680]  generators offered by solutions from science one of my oldest sponsors you
