[00:00.000 --> 00:04.740]  Gavin McInnis is back with his all-new online network, FreeSpeech.tv.
[03:15.740 --> 03:26.740]  With all of their whimpering from their echo chamber of collusion delusion, not one of these globalist tools can come to terms with the monumental accomplishment President Trump has doled out to the American middle class.
[03:26.740 --> 03:36.740]  In an article by Real Clear Politics largely overlooked by the Mockingbird media, according to News Census Bureau data on the incomes of America's middle class,
[03:36.740 --> 03:46.740]  this study by former Census Bureau researchers and now statisticians at Sentier Research has found gigantic income gains for the middle class under Trump.
[03:46.740 --> 04:00.740]  The median or average income family has seen a gain of $5,003 since Trump came into office. Under George W. Bush, the household income gains were a little over $400 in eight years.
[04:00.740 --> 04:13.740]  And under Barack Obama, the gains were $1,043. That was in eight years for each. Under Trump, in less than three years, the extra income is about three times larger.
[04:13.740 --> 04:31.740]  We are led by very, very stupid people. Very, very stupid people. We can't beat ISIS. Give me a break. We can't beat anybody. Our vets are being treated horribly.
[04:31.740 --> 04:40.740]  It will change. We will have so much winning if I get elected that you may get bored with winning.
[04:40.740 --> 04:48.740]  Loving the politicians and their Mockingbird media conspirers, never Trumpers, actually gives these goons of globalism too much credit.
[04:48.740 --> 05:08.740]  They should be called anti-populous, which ultimately adds up to anti-Americans. John Bowne reporting.
[05:08.740 --> 05:20.740]  Hello, today on All Things Considered, I'm Wilbur Snakily to tell you all that there's been a lot of conspiracy theories out there that fluoride in your water is hurting you.
[05:20.740 --> 05:30.740]  Now, sure, the Journal of American Medical Association admits that it's causing some cancer and massive brain damage and infertility, but after all, isn't there too many people?
[05:30.740 --> 05:38.740]  That's right. Drink the fluoride. Don't visit infowarstore.com and get the good halogen. I mean the bad halogen.
[05:38.740 --> 05:49.740]  Iodine, don't give it to yourself, your husband, your wife, your children. Just drink the fluoride and plunge into subservience to us.
[05:49.740 --> 05:59.740]  We don't want to compete with you. Just drink the fluoride. Don't learn about how deadly it is and whatever you do. Don't support Alex Jones.
[05:59.740 --> 06:07.740]  Remember, I'm speaking with a soft voice, so I'm a liberal. I wouldn't let Namble have access to your children.
[06:30.740 --> 06:41.740]  It is Monday, October 28th, 2019. I'm Alex Jones, your host coming to you from deep in the heart of Texas, Austin.
[06:41.740 --> 06:49.740]  Lord willing, we'll be here live for the next four hours. Nothing is certain these days, is it?
[06:49.740 --> 07:00.740]  Russia has been testing its Internet kill switch. United States has been testing its Internet kill switch. Coming up at the bottom of the hour, I'm going to tell you one of the main reasons why.
[07:00.740 --> 07:15.740]  The world is heating up in a lot of ways. The big question is, did U.S. Special Forces really kill Al-Baghdadi Saturday and then we learned about it Sunday?
[07:15.740 --> 07:25.740]  That's the big question because we've been lied to so much, a lot of people just don't believe anything that the federal government says out of hand.
[07:25.740 --> 07:44.740]  But I have the answer. I know whether Al-Baghdadi was really killed or not because we have the history, we have the evidence, we have the facts, and we have the policy continuum through which this decision was made.
[07:44.740 --> 07:55.740]  So I'll tell you next segment, more conclusively really than anybody else can other than the people that killed Al-Baghdadi were told.
[07:55.740 --> 08:05.740]  So that's coming up next segment. Also, things are heating up big time. We learned last Thursday evening that there are criminal indictments, as we told you months ago.
[08:05.740 --> 08:17.740]  Those are confirmed of certain T individuals. Now those could still be shut down. They could be blocked by the Deputy Attorney General. That's how the law works.
[08:17.740 --> 08:29.740]  When it's internal, dealing with the Justice Department or a former FBI Director, all hell is breaking loose.
[08:29.740 --> 08:41.740]  And now we know those criminal investigations are ongoing. That's why we're seeing so many fireworks. That's why we're seeing Comey, former Director of the FBI saying he's defiant, he's not worried about it a single bit.
[08:41.740 --> 08:56.740]  But he went on to say he's getting ready to move to New Zealand to get away for all the globalists. That's their main hideout, their main escape zone, their main escape pod.
[08:56.740 --> 09:10.740]  So we'll be getting to those video clips here today. But President Trump is pointing out that this is a criminal enterprise. He made more statements today.
[09:10.740 --> 09:26.740]  Now, the response of the left to all this is to take the slogan that our listeners started with the Hillary for Prison 2016 maximum that then turned into lock her up. And it was our listeners. I didn't even come up with that plan.
[09:26.740 --> 09:37.740]  Our listeners that would go to the Hillary events and say Bill Clinton's a rapist and lock her up for her criminal activities.
[09:37.740 --> 09:48.740]  And boy, now they're trying to use that against Trump. But it rings hollow because Trump's been delivering on every front. And there's nothing there to lock him up for.
[09:48.740 --> 10:12.740]  But here's Trump when he popped by the World Series. Here's what happened.
[10:12.740 --> 10:18.740]  I watched this video this morning.
[10:18.740 --> 10:43.740]  And the crowd saw the president on the big screen. Many began booing. That's the Balkanization. That's the brainwashing. But I watched the video very closely. I paused it second by second. And you see one guy shaking his fist. You can see the faces of people.
[10:43.740 --> 10:51.740]  Clearly, if you're a radio listener, you can go see it on News Wars. If you're a TV viewer, you're seeing it like I am. But you pause the tape second by second.
[10:51.740 --> 11:01.740]  Almost no one is chanting lock him up. They're talking to each other. You see one guy shake his fist. Maybe he's saying lock him up.
[11:01.740 --> 11:21.740]  But you do not really see it there, which is very strange because you hear the chant over the video. And with as much stuff as the lefts been caught staging town halls, events, riots, just a small type of events, this could easily have been dubbed over as well.
[11:21.740 --> 11:34.740]  I'm not saying there isn't a large minority of people that have so come to the brainwashing or saying lock him up. It's just that I watched not just this video, several others. And it's very, very, very, very strange that you're looking at people.
[11:34.740 --> 11:39.740]  You can't see anyone saying it, but that you hear it.
[11:39.740 --> 11:55.740]  Supposing of the loudspeakers, we don't know. Maybe it was dubbed over. This is the type of stuff you've got to look for. Remember, there's all sorts of hoaxes going on with chef getting up in the committee and saying that Trump said,
[11:55.740 --> 12:08.740]  I'm not going to give you this billion dollars unless you do what I say. Do you understand? Don't call me. I'll call you. You'll do what I tell you. You'll understand no money unless you give me the dirt on Biden. It was a fake transcript.
[12:08.740 --> 12:14.740]  The real transcript doesn't show that. And in other news outlets ran with it and never retracted it.
[12:14.740 --> 12:24.740]  And then Biden comes out and says, Trump's never decried white supremacism. Total lie. So they've entered the zone of not just lying, but staging huge events.
[12:24.740 --> 12:36.740]  They're going to be looking out for that. But what's not staged is the fact that there's a criminal investigation going on of Brennan Clapper, Comey, McCabe, that's been reopened on Hillary.
[12:36.740 --> 12:44.740]  It's very real and they're acting very, very scared. And Trump said last Friday, we're going to play the clip coming up bottom of the hour again.
[12:44.740 --> 12:51.740]  He said, it's very, very serious. What's happened is going to be very, very disturbing. It's very, very serious. You're not going to believe what we've caught them doing.
[12:51.740 --> 13:01.740]  And it's going to be coming out. Well, Trump either always gets done what he says he'll do or they block him, but he keeps trying till it happens.
[13:01.740 --> 13:11.740]  So he's trying to get these indictments going and they should happen. And Comey's got his private jet, I guess, warmed up to run to New Zealand.
[13:11.740 --> 13:16.740]  He's kind of getting us all ready for that. So a lot of crazy things going on.
[13:16.740 --> 13:26.740]  That's the whole thing of that. Here's Trump this morning talking about how Schiff, the head of the House Intelligence Committee, is a criminal. Here it is.
[13:26.740 --> 13:36.740]  Schiff went before Congress and Adam Schiff, what he did, will never be forgotten. He made up a conversation that was a phony fabrication, it was a fraud.
[13:36.740 --> 13:44.740]  And people shouldn't be allowed to get away. They say he has immunity because he's a member of Congress. People shouldn't be allowed to do that.
[13:44.740 --> 13:48.740]  That's a criminal act. What he did is a criminal act.
[13:48.740 --> 13:57.740]  All right, ladies and gentlemen. So there you go. When we come back, though, we're going to dive right in to the big enchilada.
[13:57.740 --> 14:08.740]  And that is, did Al-Baghdadi really get killed? And did Trump stage the Situation Room photo? You can see right there on screen.
[14:08.740 --> 14:15.740]  So that's what we're talking about here. Did he stage it? Every photo is staged if you know the photo is being taken.
[14:15.740 --> 14:24.740]  So technically that's the staged photo. The question is, did the raid itself happen?
[14:24.740 --> 14:31.740]  Did the raid happen? It's completely reasonable to say it didn't happen because we've been lied to so much.
[14:31.740 --> 14:39.740]  The media says, oh, don't question things, but when they want to question something, they can. But did the raid happen? Is Al-Baghdadi dead?
[14:39.740 --> 14:48.740]  And why is this so important? We're going to look at every angle of this when we come back.
[14:48.740 --> 14:57.740]  Now, a few items here. Something very exciting. A caller called in last night, a 61-year-old Marine vet.
[14:57.740 --> 15:02.740]  And he talked about how sick he was at the VA for months and months, and he was going to die, they told him.
[15:02.740 --> 15:09.740]  And he kept hearing the ads on the show, and we were talking about MycoZX, and we were talking about good probiotics,
[15:09.740 --> 15:17.740]  and we were talking about the different immune systems and different ways that people can protect their bodies and take care of themselves.
[15:17.740 --> 15:28.740]  And he heard us hammering on living defense that's got all these known concentrated herbs and botanicals like black walnut that's prepared properly
[15:28.740 --> 15:35.740]  that are known to flush parasites from the microscopic to quite large out of your body, and how it totally turned around when he did it.
[15:35.740 --> 15:41.740]  Those are the type of stories you see and you hear. Well, guess what happened? We were already going to sell out of it by Christmas.
[15:41.740 --> 15:45.740]  We don't have more coming in for about four months. That's when we had the money we believed the budget didn't get more in.
[15:45.740 --> 15:49.740]  We sold a third of what we had left in stock last night alone.
[15:49.740 --> 15:53.740]  So I got to sneak in suspicion that living defense will be sold out by the end of the week.
[15:53.740 --> 15:59.740]  It's still 50% off right now at $19.95 at infowarstore.com. That's how we fund our operation.
[15:59.740 --> 16:04.740]  So it's a total 360 win. If you don't have parasites you take it, it's still good herbs. It's good for you.
[16:04.740 --> 16:06.740]  If you do, you got a lot to gain.
[16:06.740 --> 16:10.740]  Most of you know that heart disease is the number one silent killer in the U.S.
[16:10.740 --> 16:17.740]  What if I told you for just $54.95 a month you could fight against heart disease naturally at heart and body extract?
[16:17.740 --> 16:20.740]  We've been helping thousands of people get back to a healthier heart.
[16:20.740 --> 16:25.740]  Don't just take my word for it. Check out all of the success stories at hbextract.com
[16:25.740 --> 16:32.740]  or to order call 866-295-5305. That's 866-295-5305.
[16:32.740 --> 16:36.740]  Hbextract.com. Don't risk it when you can take charge of it.
[16:36.740 --> 16:40.740]  Hunters, anglers, campers and survivalists, get back to nature.
[16:40.740 --> 16:47.740]  Expand your horizons with the highest quality, most versatile, unique sling shots and sling bows on the market at slingbow.com.
[16:47.740 --> 16:51.740]  Slingbow products are compact and models start from just $17.98.
[16:51.740 --> 16:54.740]  They're perfect for your bug out bag or storing in your vehicle.
[16:54.740 --> 16:58.740]  Give yourself and your loved ones the excitement and tradition of sling bow.
[16:58.740 --> 17:03.740]  A new frontier in archery and truly modern twist on this primitive survival tool.
[17:03.740 --> 17:06.740]  Feel the thrill only at slingbow.com.
[17:33.740 --> 17:39.740]  With the flooding, we've had to move a lot of our inventory to a temporary location and rather than move it back to the warehouse,
[17:39.740 --> 17:45.740]  we thought we'd offer the system at a price that might seem unbelievable if you didn't know the floodwater's backstory.
[17:45.740 --> 17:51.740]  So here's what you should do right now. Check out the PPX Microgrid system at myownpowergrid.com.
[17:51.740 --> 17:57.740]  That's myownpowergrid.com. Over $1,000 in great off the grid gear and a ton of bonuses too.
[17:57.740 --> 18:04.740]  In this part, you're not going to pay $750 or $500, $300 or even $200. Go to myownpowergrid.com to learn more.
[18:04.740 --> 18:28.740]  It is now an admitted fact. Fluoride out of the water has caused tens of millions of Americans to be brain damaged and to have infertility and low IQs.
[18:28.740 --> 18:38.740]  And they sure don't want you to know about the good allergen iodine that absolutely increases IQ and fertility and makes life so wonderful.
[18:38.740 --> 18:44.740]  It opens up your consciousness, your mind, everything. Thank God. Thank God. I discovered this eight years ago.
[18:44.740 --> 18:49.740]  Of course, the enemy knows all about it and they hope you don't discover it. They hope you just roll over and die.
[18:49.740 --> 18:59.740]  Whatever you do, don't visit InfowarsStore.com and get 60% off right now on the Wake Up the World to the iodine conspiracy combo.
[18:59.740 --> 19:02.740]  60% off with X2 and X3 together with your bottle of Biotrusillinium. Whatever you do, don't go to InfowarsStore.com.
[19:02.740 --> 19:08.740]  Just give up America. Give up Christians. Drink your fluoride and die. Give in to Satan. Give in.
[19:08.740 --> 19:19.740]  Infowars presents Alex Jones. In August of 2019, JAMA, or the Journal of the American Medical Association, the most prestigious came out and said,
[19:19.740 --> 19:27.740]  oh my gosh, just a little bit of fluoride in the water causes lower IQs, massive infertility, and a lot of babies die in the womb, and it causes cancer.
[19:27.740 --> 19:35.740]  That was just one of thousands of studies admitting this. You know, it's illegal to have even one part per billion in the water in places like California
[19:35.740 --> 19:44.740]  unless it's part of adding fluoride, and then they have a waiver and can add thousands of deadly chemicals to your water because the liberals love you
[19:44.740 --> 19:52.740]  and they want to sexualize your children. So whatever you do, drink lots of fluoride and don't get the thing that counters iodine at InfowarsStore.com.
[19:52.740 --> 20:02.740]  Drink fluoride and die. Drink fluoride, dirty Americans, and roll over. Do not visit InfowarsStore.com and get high poly iodine to counter it.
[20:02.740 --> 20:08.740]  Roll over and die, dirty Americans. Infowars.com forward slash show.
[20:33.740 --> 20:37.740]  Coming to you live from the front lines of the Infowar.
[20:50.740 --> 20:57.740]  It is October 28th, 2019 on this live Monday Global Edition.
[20:57.740 --> 21:06.740]  I am your host, Alex Jones, and let's talk about the big front and center story right now.
[21:06.740 --> 21:15.740]  Did U.S. Special Forces in northern Syria kill Al-Baghdadi sometime Saturday at a daring nighttime raid?
[21:15.740 --> 21:22.740]  Did he hide down in a underground tunnel and blow up three of his children like a coward?
[21:22.740 --> 21:28.740]  Well, let's look at the history. Let's look at the facts. Let's look at who we're hearing this from.
[21:28.740 --> 21:41.740]  And the compendium or the continuum of Trump's mindset, Trump's behavior, and predict Trump's future actions as well.
[21:41.740 --> 21:54.740]  Trump is surrounded by deep staters looking for a crooked toenail, an eye not dotted, a T not crossed.
[21:54.740 --> 22:05.740]  And so whereas you had a unified deep state with an Obama or a Clinton or a Bush and they could keep their lives together at the top,
[22:05.740 --> 22:16.740]  you had some whistleblowers low level that they persecuted, but because they had that control, they could get away with putting out giant hoaxes,
[22:16.740 --> 22:22.740]  many of which later they got caught, but still it became the official story.
[22:22.740 --> 22:33.740]  Babies and incubators that had their brains bashed out that launched the Gulf War I and then nuclear reactors and mobile anthrax trucks that launched Gulf War II,
[22:33.740 --> 22:37.740]  Gulf of Tonkin got ascended to Vietnam officially in 1964.
[22:37.740 --> 22:44.740]  I mean, there's a lot of examples of these, so it's good to question things and it's an American's right to do it.
[22:44.740 --> 22:52.740]  I'm being sued in Texas and Connecticut by Democrat law firms who openly want to overturn the First Amendment publicly,
[22:52.740 --> 22:59.740]  headed up by Senator Blumenthal, his law firm, and they say they want to end free speech for conservatives,
[22:59.740 --> 23:03.740]  then they misrepresent what I've said to try to then overturn the First Amendment.
[23:03.740 --> 23:09.740]  But I have a right to say the things they even say I said, though I didn't.
[23:09.740 --> 23:20.740]  Because as much as we've been lied to, it's okay when the mainstream media and the Russians question this rate.
[23:20.740 --> 23:23.740]  But let's pull back.
[23:23.740 --> 23:25.740]  A, this rate happened.
[23:25.740 --> 23:28.740]  I'd give it about a 99% probability.
[23:28.740 --> 23:34.740]  I know Trump's been told it happened, and I know that if he says he saw the HD footage of it happening,
[23:34.740 --> 23:41.740]  he believes it happened because he would never lie like this on a scale like this.
[23:41.740 --> 23:44.740]  He would want to actually kill this guy.
[23:44.740 --> 23:50.740]  Plus, he wouldn't want to be able to be blackmailed by all the deep state around him that would know it was staged and fake.
[23:50.740 --> 23:56.740]  If he took part in that, he'd know it was a setup.
[23:56.740 --> 24:01.740]  I mean, if Trump farts in the wind, it gets reported by the news.
[24:01.740 --> 24:08.740]  Everything he does gets leaked with a bunch of spin and a bunch of lies attached to it.
[24:08.740 --> 24:11.740]  It's why he said DC is a leaking machine.
[24:11.740 --> 24:22.740]  I didn't tell anybody in Congress about this because we know Special Forces raids before taking out ISIS and al-Qaeda.
[24:22.740 --> 24:29.740]  When the troops got there, both the Army and or the Navy SEALs or others, they were waiting for them.
[24:29.740 --> 24:35.740]  Well, this time Trump didn't tell the Democrats because if you think they wouldn't try to have a Bay of Pigs against Trump
[24:35.740 --> 24:40.740]  and tell the enemy that the troops were coming to embarrass Trump,
[24:40.740 --> 24:44.740]  troops are totally expendable to the deep state, not to Trump.
[24:44.740 --> 24:51.740]  They blew up the Navy SEALs that knew that bin Laden was not killed in that raid but that a body double was killed.
[24:51.740 --> 24:55.740]  And because they started talking, they died, the biggest death of Navy SEALs ever.
[24:55.740 --> 24:59.740]  What, 23 of them on board that helicopter that had a bomb on board?
[24:59.740 --> 25:10.740]  I was told that by Navy SEALs first, two days after it happened before it was ever in the news.
[25:10.740 --> 25:13.740]  They thought it was suspicious that all of them were being put on this one helicopter.
[25:13.740 --> 25:18.740]  They said, you supposed to put us on a bunch of helicopters and we're not even briefed on this mission and something smells.
[25:18.740 --> 25:25.740]  There was a big argument on the tarmac, but they followed orders and they got on that sucker that took RPG fire.
[25:25.740 --> 25:29.740]  No, it got blown up. There was a bomb on board.
[25:29.740 --> 25:37.740]  Witnesses saw that thing. No missile hit it. It just blew up with 20 plus on board.
[25:37.740 --> 25:41.740]  No protocol fire followed nothing like why are we all being put on? We're not been prepared.
[25:41.740 --> 25:44.740]  What's the target? What's going on? Just get on.
[25:44.740 --> 25:47.740]  Bye-bye.
[25:47.740 --> 25:53.740]  We had Dr. Steve Pacenek who's one of the founders of Delta Force on in 2002 saying he's died of Marfan's.
[25:53.740 --> 26:05.740]  Here's where he died, but they've got his body on ice. They're going to roll it out later so that someone can look like a hero.
[26:05.740 --> 26:09.740]  But then Bush didn't do it before his reelection because Walter Cronkite came out and said it.
[26:09.740 --> 26:15.740]  Madeleine Albright came out and said it. After we said it, all these top globalists came out who were fighting with Bush at the time and said,
[26:15.740 --> 26:22.740]  he's got the dead body. Don't announce you have him. So they waited till later.
[26:22.740 --> 26:29.740]  So I believe this happened. We know Alback Daddy was working for the CIA and the leftist.
[26:29.740 --> 26:38.740]  We know he was protected by Hillary. We know John McCain met with him in photos and on record and was saying he was a good guy leading Al Nussra.
[26:38.740 --> 26:43.740]  That's why the Washington Post was praising him as a good guy. They've done this before.
[26:43.740 --> 26:49.740]  So we know what's going on here. And so he was being protected.
[26:49.740 --> 26:56.740]  And I even talked to military folks outside of this office and inside this office that have contacts over there.
[26:56.740 --> 27:01.740]  They were mad two years ago that there was a base of ISIS al Qaeda being protected in the north.
[27:01.740 --> 27:05.740]  And the U.S. military was told to leave it alone. Our military was telling Trump about this.
[27:05.740 --> 27:14.740]  So he let the Turks come in, shell that, quote, prison. It was really an ISIS base. And then Alback Daddy barely met it out.
[27:14.740 --> 27:21.740]  They followed him to the spider hole and killed him. So we have a lot of insight and tell on this as well.
[27:21.740 --> 27:26.740]  Now the Russians have come out and they didn't say this didn't happen. That's the mainstream media headline.
[27:26.740 --> 27:33.740]  They said we heard from locals conflicting stories about who actually attacked this facility and we didn't see any air bombardment beforehand.
[27:33.740 --> 27:40.740]  And we think he may not be dead. That doesn't mean they're saying that Trump is lying or that it didn't happen.
[27:40.740 --> 27:46.740]  And as much lying as we've seen, that's fine for the Russian general to say.
[27:46.740 --> 27:55.740]  But Trump believes he was killed. Trump watched footage of it. And Trump is now trumping that saying last night he'll release the footage.
[27:55.740 --> 28:01.740]  Now they're going, oh, don't do that. You'll let our tactics be known. Give me a break.
[28:01.740 --> 28:07.740]  What? Bombarding it? Killing everybody above ground and then sending people into the underground holes to kill them?
[28:07.740 --> 28:13.740]  Sending dogs in? Everybody knows those techniques.
[28:13.740 --> 28:18.740]  I would have just thrown hangar nades down there or flamethrowed the whole deal, but they, quote, want to get the guy alive.
[28:18.740 --> 28:21.740]  He supposedly blew up himself with the children.
[28:21.740 --> 28:27.740]  Well, I want to see all that footage. Let's see it. Oh, it's too gruesome. Bull.
[28:27.740 --> 28:31.740]  Let's see it. Let's have it released. I agree. They're fighting Trump on that.
[28:31.740 --> 28:37.740]  So Trump is countering them saying, we'll release the footage. And you know, they've got the HD footage recorded.
[28:37.740 --> 28:41.740]  You know, they had a sat connection transmitting the footage out. Probably wasn't HD.
[28:41.740 --> 28:46.740]  But Trump said it looked like a movie.
[28:46.740 --> 28:54.740]  Now, there is a very slight chance because they did this on the, some of the raids in Baghdad, remember?
[28:54.740 --> 29:01.740]  G.I. Jane, the rest of it, that they could shoot the whole thing and that that could have been fake.
[29:01.740 --> 29:05.740]  And they showed the president that that's been done before. But I doubt it.
[29:05.740 --> 29:33.740]  Trump is the real deal.
[29:33.740 --> 29:49.740]  It is.
[29:49.740 --> 29:51.740]  Order your two months supply today.
[29:51.740 --> 30:14.740]  Please listen to this information because it can save your life and it can save the life of others.
[30:14.740 --> 30:17.740]  There couldn't be more critical information for your physical body.
[30:17.740 --> 30:21.740]  It's more important when it comes to your soul, but this is most important when it comes to your body.
[30:21.740 --> 30:28.740]  If people didn't know that you put motor oil in a car's oil container to lube the engine,
[30:28.740 --> 30:34.740]  they might be able to be conned and think you put salt water in it, but it would seize up the engine pretty much instantly.
[30:34.740 --> 30:39.740]  Well, if they put fluoride in the human body, it causes cancer, dumps us down and destroys fertility.
[30:39.740 --> 30:47.740]  If you put the good halogen in the body, high quality iodine, it's like putting good high quality motor oil in the car that's supposed to run on it.
[30:47.740 --> 30:48.740]  It's that simple.
[30:48.740 --> 30:54.740]  Find out about the iodine conspiracy at m4store.com and find out what the globalists hope that you do not research this information.
[30:54.740 --> 30:58.740]  Ladies and gentlemen, whatever you do, research iodine deficiency.
[30:58.740 --> 31:00.740]  It's the key to everything.
[31:00.740 --> 31:10.740]  And then go and take advantage of the 60% off combo with our two different types of high quality iodine and biotrystallinium at m4store.com today.
[31:10.740 --> 31:13.740]  Here are the facts.
[31:13.740 --> 31:22.740]  Iodine raises IQ and across the board makes you more healthy in thousands of top studies, including the American Medical Journal.
[31:22.740 --> 31:28.740]  Every type of fluoride lowers IQ, massively increases cancer and destroys fertility.
[31:28.740 --> 31:30.740]  That's the facts.
[31:30.740 --> 31:32.740]  Learn about the iodine conspiracy.
[31:32.740 --> 31:35.740]  And then once you've learned about it, protect yourself and your family.
[31:35.740 --> 31:41.740]  The reason I'm so hot on this is the globalists put the fluoride in the water while making sure we don't get the iodine.
[31:41.740 --> 31:47.740]  In China, they put the iodine in the water and ban the fluoride because they've already got their people under their control.
[31:47.740 --> 31:49.740]  The globalists are targeting us here.
[31:49.740 --> 31:55.740]  Please go to m4store.com, experience iodine and biotrystallinium that goes with it together.
[31:55.740 --> 31:58.740]  And then once you see the great results, warn others.
[31:58.740 --> 32:00.740]  This is the Achilles Hill of the Globalist.
[32:00.740 --> 32:01.740]  It's a win-win situation.
[32:01.740 --> 32:03.740]  The only way you lose is not taking action.
[32:03.740 --> 32:04.740]  Take action now.
[32:08.740 --> 32:10.740]  Welcome back to NPR here today.
[32:10.740 --> 32:12.740]  I'm Wilbur Snakely.
[32:12.740 --> 32:19.740]  And I just want you to know that when you hear the intro of the show and it's the Rockefeller Foundation and the Carnegie Foundation,
[32:19.740 --> 32:25.740]  don't look into the 1920s and 30s documents where they said that to be free from war,
[32:25.740 --> 32:35.740]  we must end the family and masculinity and that we must put chemicals in the food and water to make the men subservient and the women infertile.
[32:35.740 --> 32:47.740]  A real terrorist, Alex Jones, has been on air with that gravely evil male voice telling you to look into how iodine's good for your body and essential and how fluoride's bad.
[32:47.740 --> 32:51.740]  Listen, that's a conspiracy theory, okay?
[32:51.740 --> 32:52.740]  There's no medical journals.
[32:52.740 --> 32:53.740]  There's no facts.
[32:53.740 --> 32:55.740]  You need fluoride.
[32:55.740 --> 33:19.740]  Just drink extra fluoride and then you don't have to think anymore and just go to sleep when I talk to you real soft like this.
[33:19.740 --> 33:29.740]  I'm going to break down here in a moment strategically why taking out Al-Baghdadi is so critical,
[33:29.740 --> 33:33.740]  why it is such a big victory and why the whole system is trying to spin it and demonize it.
[33:33.740 --> 33:39.740]  But remember the big issue is that the criminal investigations are ongoing,
[33:39.740 --> 33:42.740]  have been ongoing for several years and are about to start going public.
[33:42.740 --> 33:45.740]  That's confirmed against the deep state.
[33:45.740 --> 33:49.740]  And that's why they're so dangerous right now and why we cannot be overconfident.
[33:49.740 --> 33:51.740]  Oh, we've got to stay frosty.
[33:51.740 --> 33:54.740]  Here's the president talking about how serious these crimes are.
[33:54.740 --> 34:02.740]  As you know, there's been a long-term look at, look see, and it looks like it's becoming very serious from what I'm hearing.
[34:02.740 --> 34:13.740]  Investigate the investigators, whether it's stroke and page, whether it's plopper and whether it's homey and all of these people.
[34:13.740 --> 34:16.740]  Because terrible things went on for our country.
[34:16.740 --> 34:22.740]  And we have a great attorney general, highly prestigious man, a very honorable man,
[34:22.740 --> 34:24.740]  and they've been looking at it for a long time.
[34:24.740 --> 34:26.740]  I can't tell you what's happening.
[34:26.740 --> 34:28.740]  I will tell you this.
[34:28.740 --> 34:30.740]  I think you're going to see a lot of really bad things.
[34:30.740 --> 34:37.740]  And a lot of people think that and they know they have problems because they were very dishonest.
[34:37.740 --> 34:46.740]  And again, I leave it all up to the attorney general and I leave it all up to the people that are working with the attorney general who I don't know.
[34:46.740 --> 34:50.740]  But I will say this. I think you'll see things that nobody would have believed.
[34:53.740 --> 34:56.740]  There are, of course, those who do not want us to speak.
[34:56.740 --> 34:58.740]  You think? Just let me think.
[34:58.740 --> 35:03.740]  Even now, orders are being shouted into telephones and men with guns will soon be on their way.
[35:03.740 --> 35:04.740]  It's Chancellor Sutler.
[35:04.740 --> 35:05.740]  Damn it.
[35:05.740 --> 35:06.740]  Why?
[35:06.740 --> 35:12.740]  Because while the truncheon may be used in lieu of conversation, words will always retain their power.
[35:12.740 --> 35:18.740]  Words offer the means to meaning and for those who will listen, the enunciation of the truth.
[35:18.740 --> 35:23.740]  But the truth is, there is something terribly wrong with this country, isn't there?
[35:23.740 --> 35:30.740]  You designed it, sir. You wanted it foolproof. You told me every television in longer cruelty and intolerance and oppression.
