[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[07:22.000 --> 07:36.000]  At the same time, going to Jesse Ventura, 60th and Harry Dean Stanton's 85th birthday, they had them coinciding together and I've got some, again, inside scoop on what Jesse Ventura is going to do this coming Friday.
[07:36.000 --> 07:48.000]  If the federal court does not allow his lawsuit against the TSA for groping him and violating his fourth amendment as well as American Disabilities Act, he has titanium in his hip.
[07:48.000 --> 08:00.000]  I set upon him every time he flies. I've been a witness. In fact, I may even be a witness if the trial continues. He told me what he's going to do, among other things, if they strike it down.
[08:00.000 --> 08:07.000]  And I said, but you're waiting till Friday to have a press conference about this, but it's okay for me to go tell people. I said, you sure you don't want to say it on my iPhone?
[08:07.000 --> 08:23.000]  He goes, no, Alex, you can tell them. Fine. So we'll put an article out tomorrow that undoubtedly will make some serious news out there on the whole TSA groping front when I get an article together and post it at infowars.com and prisonplot.com.
[08:23.000 --> 08:34.000]  I'm going to shoot a video about it tonight, but I'll tell you later before the broadcast ends, in fact, remind me, Jaren, to not forget to just tell you a little bit about what happened at the Hollywood birthday party.
[08:34.000 --> 08:44.000]  Because there was certainly some good anti-New World Order news there. I'll go ahead and give you that news. Everybody I talked to knows about World Government, was a listener of the show, and upset about what's happening.
[08:44.000 --> 08:53.000]  And I would say, hey, I'm an admirer of yours. I liked you in this movie. Well, I really like your work. Let's talk about the corrupt government. Let's talk about Bohemian Grove. Let's talk about 9-11 being an inside job.
[08:53.000 --> 09:06.000]  It was just wild to be at this party where you could, you know, strike out in any direction and, you know, fall over a major star. It was amazing being behind closed doors. It was not amazing to be hanging out with a bunch of Hollywood stars.
[09:06.000 --> 09:15.000]  It was amazing that they were so awake. Of course, I guess it's a Jesse Ventura, Harry Dean Stanton crew, a friend. So what do you expect? Side issue that's coming up later.
[09:15.000 --> 09:26.000]  Also, in the last 30 minutes of the broadcast today, we have the evil thought criminal joining us, Julie Bass, who is up in Michigan.
[09:26.000 --> 09:35.000]  Our article went out on Friday and has been up on the Drudge Report ever since. It's now moved to the lower left-hand corner of drudgedreport.com.
[09:35.000 --> 09:43.000]  Bottom story, lower left-hand corner. If you want to read it at drudgedreport.com, I mentioned that because it's already scrolled off our main page at infowars.com.
[09:43.000 --> 09:49.000]  It's the best place to find this. If you're doubting me, we have links to the local news at drudgedreport.com.
[09:49.000 --> 09:59.000]  Front Yard Gardener faces new charges. Yes, she'll be joining us. She was on with Mike Adams of Natural News, sitting in for me on Thursday.
[09:59.000 --> 10:10.000]  Front Yard Gardener faces new charges. Vendetta, Oak Park City pursuing criminal charges of unlicensed dogs against Julie Bass.
[10:10.000 --> 10:16.000]  And I'll cover this more in the last half hour when she joins us live today.
[10:16.000 --> 10:26.000]  But it turns out that in the last few months, under the harassment for the tomato plants in her front yard, that they also came after for dogs in her fenced-in backyard.
[10:26.000 --> 10:34.000]  That they could only see, didn't have government IDs around their necks if they were to basically spy on her and then go check the records.
[10:34.000 --> 10:43.000]  And so during the harassment, when she wouldn't get rid of her vegetable garden and was facing 90 days plus in jail, when the city code said you could have a garden in your front yard,
[10:43.000 --> 10:48.000]  the code inspector just said that he didn't like it, so that got national attention.
[10:48.000 --> 10:57.000]  They went ahead and went along with the threat of jail time for not having a dog license, I guess for her wicked lab or whatever it is.
[10:57.000 --> 11:05.000]  And so she went down, paid all the fines and fees and did it over a month ago now.
[11:05.000 --> 11:12.000]  Well, it turns out that after it got national attention that they were trying to put her in jail for the tomatoes in her front yard and other plants,
[11:12.000 --> 11:20.000]  in these pretty little vegetable boxes she had, you know, up by the side of her house, that now they've gone ahead and filed criminal charges.
[11:20.000 --> 11:31.000]  It can be criminal charges for not having a dog license or a cat license for that matter and that they've gone ahead after she even paid and they've refiled those.
[11:31.000 --> 11:38.000]  Now that was part of the earlier harassment and I want to make it clear that I don't have a dog license.
[11:38.000 --> 11:44.000]  I have a Chihuahua and a French Bulldog and I'm not going to get one and you can come after me if you want.
[11:44.000 --> 11:55.000]  I'm going to personally sue you and I'm going to challenge you because dog licenses have been found unconstitutional in every state and the government knows that just like failure to ID.
[11:55.000 --> 12:00.000]  Only in a car is that an arrestable or an offense you'll actually get convicted for.
[12:00.000 --> 12:09.000]  A cops will still arrest you for not showing your ID if they ask for it, walk it down the street, but only ignorant people lose in court because every state has ruled repeatedly,
[12:09.000 --> 12:15.000]  including famous Supreme Court cases in places like Austin, Texas that you don't have to show an ID.
[12:15.000 --> 12:16.000]  This is not Nazi Germany.
[12:16.000 --> 12:21.000]  So I don't have a dog license and I'm not getting a stinking dog license.
[12:21.000 --> 12:26.000]  Now, continuing along that line and I'm getting into all the geopolitical news and all the really hardcore issues.
[12:26.000 --> 12:29.000]  This just illustrates how out of control government is.
[12:29.000 --> 12:31.000]  They are doing this to harass her.
[12:31.000 --> 12:39.000]  They built these pretty little boxes up in the part of her yard by her porch. Actually, I've seen a lot of these around the country.
[12:39.000 --> 12:49.000]  I know growing up in Dallas where we moved out to Rockwall, my parents had some vegetable boxes, but she had some things out there growing.
[12:49.000 --> 12:52.000]  The evil tomatoes, evil things like that.
[12:52.000 --> 12:54.000]  They look very nice, but even it didn't look nice.
[12:54.000 --> 12:55.000]  It's her yard.
[12:55.000 --> 12:57.000]  It's not a zoning issue.
[12:57.000 --> 13:02.000]  It's not a law. It's not a homeowners association.
[13:02.000 --> 13:04.000]  And they came to her and she said, well, show me the law.
[13:04.000 --> 13:06.000]  It says, I can plant whatever vegetation I want.
[13:06.000 --> 13:09.000]  And they said, well, we don't find that to be suitable.
[13:09.000 --> 13:17.000]  And so they were going to put her in jail for what was it, 94 days and all these thousands in fines because she wouldn't give into them.
[13:17.000 --> 13:19.000]  So now they've come back.
[13:19.000 --> 13:26.000]  They've come back retroactively from things they did previously to harass her with the dogs.
[13:26.000 --> 13:35.000]  And she's facing jail time again, even though she went and got the licensure, even though she, and a license is a authorization to do something that would be illegal.
[13:35.000 --> 13:37.000]  So driving in America is illegal.
[13:37.000 --> 13:40.000]  Owning a gun in America is illegal.
[13:40.000 --> 13:43.000]  Of course, it's not really illegal, but the crooks say it is.
[13:43.000 --> 13:45.000]  This is how they operate.
[13:45.000 --> 13:52.000]  Private property for more than 80 years, depending on what state you're in, but it's around 80, you haven't owned your property.
[13:52.000 --> 13:56.000]  You don't have a loyal title, you don't have any of it.
[13:56.000 --> 13:58.000]  You don't have a property deed.
[13:58.000 --> 14:01.000]  You have a licensure.
[14:01.000 --> 14:08.000]  If you pay yearly rent to the state and the county and the city, then you can stay on the property.
[14:08.000 --> 14:12.000]  You do not own your property in America.
[14:12.000 --> 14:16.000]  You have a license to sit on that property.
[14:16.000 --> 14:19.000]  And you notice, we built this country without property taxes.
[14:19.000 --> 14:21.000]  We built it without income taxes.
[14:21.000 --> 14:28.000]  We're going to report here that in Connecticut, the oldest ferry in the United States, 300 plus, I think it's 360 about the article here,
[14:28.000 --> 14:33.000]  300 plus years old is shutting down because of budget cuts.
[14:33.000 --> 14:40.000]  I see reports every few days where 50%, 40%, 60%, 70% of police are being laid off and sheriffs.
[14:40.000 --> 14:44.000]  And then the sheriffs from the news saying, by guns, we can't protect you.
[14:44.000 --> 14:46.000]  At least they're being honest in some areas.
[14:46.000 --> 14:47.000]  Now in Oakland, they're not.
[14:47.000 --> 14:50.000]  They're saying, here's 35 crimes you won't respond to because of budget cuts.
[14:50.000 --> 14:52.000]  What's going to revenue generate now?
[14:52.000 --> 14:56.000]  If someone invades your home, this was in NBC News.
[14:56.000 --> 14:57.000]  The police chief came out.
[14:57.000 --> 14:58.000]  Don't believe me.
[14:58.000 --> 14:59.000]  Just search the term.
[14:59.000 --> 15:02.000]  35 crimes Oakland police won't respond to.
[15:02.000 --> 15:04.000]  He went on to say, arms robbery.
[15:04.000 --> 15:06.000]  Yes, we're not going to respond.
[15:06.000 --> 15:08.000]  But don't you dare get caught with a gun in Oakland.
[15:08.000 --> 15:11.000]  It's like LA, almost a gun ban.
[15:11.000 --> 15:19.000]  Not as bad as Chicago or New York where it's a total gun ban unless you're some mafia insider who can get the politicians to hand out a few hundred.
[15:19.000 --> 15:22.000]  Of the permits a year.
[15:22.000 --> 15:25.000]  So we've got all of that coming up.
[15:25.000 --> 15:28.000]  She's going to be joining us here.
[15:28.000 --> 15:33.000]  Meanwhile, 27 trillion and growing, we haven't gotten a new number in a year, has been stolen by offshore banks.
[15:33.000 --> 15:34.000]  Nobody gets in trouble.
[15:34.000 --> 15:41.000]  The Senate's own committee found that Goldman Sachs, JPMorgan engaged in crimes, shelling derivatives they knew were fraudulent.
[15:41.000 --> 15:42.000]  Nobody gets in trouble.
[15:42.000 --> 15:49.000]  Wacobia Wells Fargo can launder 378, 376 billion dollars in narcotics money, source Bloomberg Reuters AP.
[15:49.000 --> 15:50.000]  Nobody gets in trouble.
[15:50.000 --> 15:54.000]  But you don't have a dog license, lady.
[15:54.000 --> 15:55.000]  You're going to prison.
[15:55.000 --> 15:56.000]  We'll be right back.
[15:56.000 --> 15:57.000]  Stay with us.
[16:01.000 --> 16:05.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[16:05.000 --> 16:08.000]  This is our last chance to not relive history.
[16:08.000 --> 16:13.000]  As we're finishing off this agenda, we're pulling the rug from underneath the Americans at home.
[16:13.000 --> 16:19.000]  I've turned a memories influence on our president in Congress, and they really are calling the shots.
[16:19.000 --> 16:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[16:24.000 --> 16:28.000]  Fall of the Republic identifies the enemies of our nation.
[16:28.000 --> 16:35.000]  The criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[16:35.000 --> 16:37.000]  Tim Geithner, Bernanke, they're arsonists.
[16:37.000 --> 16:41.000]  They're asking for more matches, and the Congress is saying, who do we make the check out to?
[16:41.000 --> 16:43.000]  Today seems like nobody does care.
[16:43.000 --> 16:48.000]  And right now in Washington, D.C., we have seen a fall of the Republic.
[16:48.000 --> 16:53.000]  Yet you're copy a fall of the Republic on DVD at infowars.com.
[16:53.000 --> 16:59.000]  We're watching online right now in super high quality at prisonplanet.tv.
[17:01.000 --> 17:02.000]  Hi, folks. This is Alex Jones.
[17:02.000 --> 17:07.000]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognized risk.
[17:07.000 --> 17:09.000]  Saving means to make money.
[17:09.000 --> 17:18.000]  The Calben Pure Soap Company can save you thousands of dollars and give you good old fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[17:18.000 --> 17:26.000]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes deodorants, or antibacterials.
[17:26.000 --> 17:34.000]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[17:34.000 --> 17:39.000]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[17:39.000 --> 17:47.000]  Getting a free catalog is easy by calling 800-340-7091, or see Calben on the web at 5starsoap.com.
[17:47.000 --> 17:56.000]  Take charge of your health now by calling 800-340-7091, or see Calben on the web at 5starsoap.com.
[18:17.000 --> 18:24.000]  3. In some areas of the country, the power grid is dangerously overloaded.
[18:24.000 --> 18:28.000]  And now, new socialist legislation is only compounding the problem.
[18:28.000 --> 18:31.000]  4. Dangerous weather is always a threat to local grids.
[18:31.000 --> 18:35.000]  Every year, thousands of families lose their power from weather related onages.
[18:35.000 --> 18:40.000]  5. A solar power generator provides powerful backup insurance and peace of mind.
[18:40.000 --> 18:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[18:45.000 --> 18:49.000]  You can get more information at www.mysolarbackup.com.
[18:49.000 --> 18:51.000]  That's mysolarbackup.com.
[18:51.000 --> 18:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com, or call 1-877-327-0365.
[18:59.000 --> 19:06.000]  When you're out on the road, the last place you want to be is on the road.
[19:06.000 --> 19:11.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[19:11.000 --> 19:20.000]  There's a place down at Tennessee, where they make blue diamond gusset jeans.
[19:20.000 --> 19:28.000]  They're so bright in every stitch, guarantee you love the way they fit.
[19:28.000 --> 19:33.000]  They put a diamond gusset in the crotch, where you need it most.
[19:33.000 --> 19:38.000]  Blue diamond gussets got it, others don't.
[19:38.000 --> 19:45.000]  We turned jeans inside out, diamond gusset jeans, made in the USA with unparalleled quality.
[19:45.000 --> 19:52.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[19:52.000 --> 20:09.000]  Order yours at gusset.com, diamond gusset jeans got it, others don't.
[20:22.000 --> 20:39.000]  We are back live, my friends. Let me give you a rundown of some of the news that's coming up.
[20:39.000 --> 20:57.000]  Ex-official at NSA gets year of probation. The Obama administration, who promised to have the most transparent administration ever, has been more secretive than Bush, Clinton, even Nixon, or somebody like Ronald Reagan.
[20:57.000 --> 21:10.000]  He has even made meetings about public transparency secret and has attempted to prosecute more whistleblowers than anybody else.
[21:10.000 --> 21:19.000]  In this case, former National Security Agency official was sentenced Friday to a year of probation for a minor offense after the U.S. government dropped the most serious charges that he illegally held classified material.
[21:19.000 --> 21:27.000]  But the Obama administration had wanted him to spend as much as 20 years in prison.
[21:27.000 --> 21:39.000]  Thomas Drake and what information did he release to major U.S. newspapers that the NSA and other federal agencies were stealing massive amounts of money, fraud, waste, and abuse?
[21:39.000 --> 21:50.000]  In the past, no one would think about trying to prosecute somebody like this, but Obama has been trying to get rid of whistleblower protections in the laws as well.
[21:50.000 --> 21:55.000]  They want the message to be sent. You do not report on the real corruption.
[21:55.000 --> 22:10.000]  Meanwhile, classified Pentagon report upholds Thomas Drake's complaints about NSA. Oh, better arrest whoever leaked that one. Oh, better arrest the WikiLeaks people.
[22:10.000 --> 22:26.000]  Pentagon planned to stage false flag terror attacks. A manual for Army officers how to stage them. Kind of like that other declassified, and in that case it did get declassified, not leaked, Operation Northwoods.
[22:26.000 --> 22:45.000]  But after it got leaked, the NSA reclassified it saying it was an accident that had been declassified in September of 2000, a year before 9-11. Somebody accidentally wanted you to know about that plan to remote control jets into buildings and things.
[22:45.000 --> 22:56.000]  Accidentally released that for you there. ABC News reported on it as well as the New York Times. If you'd like to look it up, you can actually read the documents if you'd like the National Security Archive.
[22:56.000 --> 22:59.000]  Just type in Operation Northwoods. You'll get it real quick for yourself there.
[22:59.000 --> 23:15.000]  A classified Pentagon report upholds Thomas Drake's complaints about NSA. The Defense Department's internal watchdog upheld the complaints of a National Security Agency officials early in the Washington, George Washington.
[23:15.000 --> 23:30.000]  This is a Washington Post. George W. Bush administration who said he agreed was misspending millions of dollars on technically flawed system for sifting through digital communications according to conclusions raised by the first time Wednesday.
[23:30.000 --> 23:44.000]  That's all a complete whitewash. Meanwhile, the corruption is so bad, AP is reporting that a round of budget cuts in Connecticut is forcing the nation's oldest operating ferry to close.
[23:44.000 --> 24:02.000]  Historical archives say the Rocky Hill Ferry has been crossing the Connecticut River between the towns of Rocky Hill and Gloucestonbury since 1655. But now the budget cuts have shut down that ferry.
[24:02.000 --> 24:17.000]  They're talking about shutting down ferries in Texas that go over to the different inter-coastal islands that have been there now for more than 60 years. But don't worry, your taxes are going to go up because everything's got to go to the offshore banks.
[24:17.000 --> 24:37.000]  But speaking of the government trying to prosecute an NSA whistleblower over millions of dollars of waste, fraud, and abuse, let's not forget CBS and AP headlines from September 10, 2001, the day before 9-11.
[24:37.000 --> 24:49.000]  Here it is. According to some estimates, we cannot track $2.3 trillion in transactions Rumsfeld admitted. Just type into the search engine, $2.3 trillion missing from the Pentagon.
[24:49.000 --> 25:08.000]  The next time he testified on this to Congress in 2006, it was $4.8 trillion missing, missing, missing. $2.3 trillion, that's $8,000 for every man, woman and child in America to understand how the Pentagon could lose track.
[25:08.000 --> 25:19.000]  It's not thieving. They owe $15 million for one tarp for Halliburton. That's not $800 hammers, things like that. That was in the 80s. It's a lot worse now.
[25:19.000 --> 25:31.000]  I saw reports of 9,000 for a toilet seat, 3,000 for a hammer. We know it's gone, but we don't know what they spent it on, said Jim Menerey Defense Finance and Accounting Service.
[25:31.000 --> 25:42.000]  But we're only worried about old ladies and their welfare, right? Well, here's the deal. Throw all the old ladies off the welfare if you want, but the point is it won't take care of the derivatives.
[25:42.000 --> 26:03.000]  The $1.5 trillion, that's $1,500 trillion, and then that's a conservative multi, that's about two years old, that number. That's how many derivative toxic asset fraud dollars were created. And they claim that $600 plus trillion of that is owed by Americans.
[26:03.000 --> 26:14.000]  That's our global share. The Washington Post reported $654 trillion. You can pull that up. I pulled up a few weeks ago for you on air. So $600 trillion.
[26:14.000 --> 26:39.000]  So yeah, let's get rid of the ferry and let's get rid of the cops and let's freeze Social Security costs of living expense increases for two more years. And let's tell everybody there's not a depression, not even a recession. And let's just hyperinflate the currency, which is a tax on everyone in this country, destroying your purchasing power.
[26:39.000 --> 26:53.000]  Let's just do that. And then meanwhile, arrest whistleblowers. And meanwhile, erect swarms of offices and send forth swarms of agents to eat out our substance, aka declaration of independence.
[26:53.000 --> 27:08.000]  And let's throw the book on people that are caught with marijuana or people that have a dog without a license and people that have a garden in their front yard. I mean, everywhere, they're just like piranhas, savaging the citizens.
[27:08.000 --> 27:26.000]  And a lot of times government admits we're here to let you know that we are your boss. We're here to keep you in line. In fact, Jaren just found an article. That's Bankwatch is reporting the U.S. derivatives is $684 trillion.
[27:26.000 --> 27:40.000]  The Washington Post says 650 something. But hey, whatever. When you're talking hundreds and hundreds and hundreds and hundreds and hundreds and hundreds and hundreds. Six plus hundred, 600 plus trillion.
[27:40.000 --> 27:53.000]  You see, it's impossible to pay that back. We don't owe it. That's what too big to fail is. We sign on to the foreign mega six banks debt who engineered and induced the fraud, sold it to take over the world.
[27:53.000 --> 28:03.000]  On the downside, they hold the whole global economy hostage. All the pension funds public and private. They're now taking the private pension funds in Europe. That's now begun taking them to protect them.
[28:03.000 --> 28:12.000]  Of course, they take part and keep the rest of the government runs, runs your pension fund. And now they're getting geared up for that here and all 50 states are technically bankrupt.
[28:12.000 --> 28:22.000]  But only because they're signed on your derivatives and see no amount of cutting and no amount of revenue generating police that are told to go out and write more tickets or they'll lose their job.
[28:22.000 --> 28:30.000]  Nothing will fix this. It's designed to convert the economy into a fully collapsed economy. That's the IMF World Bank plan.
[28:30.000 --> 28:35.000]  Those are the international arms of the private Federal Reserve itself a holding company.
[28:35.000 --> 28:44.000]  So you want to find out the war on waste CBS News has the 2.3 trillion. You can also watch CBS News video reports.
[28:44.000 --> 28:52.000]  And we've got other ones at infowars.com. Of course, nobody thought about that anymore because 9-Eleven happened the next day. Oops.
[28:52.000 --> 29:00.000]  So now it's been five years since we learned how many more trillions are missing the Pentagon. But so what?
[29:00.000 --> 29:04.000]  You may be arrested and or subject to other police action.
[29:04.000 --> 29:09.000]  tyranny is here. The grim future foretold in 1984 has become reality.
[29:09.000 --> 29:12.000]  It really says that the state is God.
[29:12.000 --> 29:17.000]  The United States is now recognized globally as one of the most oppressive police states on earth.
[29:17.000 --> 29:24.000]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[29:24.000 --> 29:30.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[29:30.000 --> 29:45.000]  Police State 4 chronicles the sickening depths to which our republic has fallen. Prepare to enter the secret of world of emergency dictatorship, body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[29:45.000 --> 29:51.000]  It's only the beginning of the New World Order's hellish plan. The police state isn't coming. It's here.
[29:51.000 --> 30:00.000]  Secure your copy today at infowars.com or see it online in the highest quality at prismplanet.tv.
[30:21.000 --> 30:34.000]  At efoodsdirect.com slash alex look for the new patriot pack a $149 12 day supply of food plus accessories that is free with a purchase of $235 or more.
[30:34.000 --> 30:47.000]  Call 800-409-5633 or on the web efoodsdirect.com slash alex and register to win a free one year supply of food then listen to alex jones to announce the weekly winners.
[30:47.000 --> 30:54.000]  Also the first 50 to register each day win a $50 subscription to the voice of reason e newsletter.
[30:54.000 --> 31:19.000]  efoodsdirect.com slash alex or call 800-409-5633 a very wealthy US citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[31:19.000 --> 31:28.000]  The crazy part is he's usually right. You see he predicted the collapse of GM, Danny May, Freddie Mac and America's biggest mall owner General Growth Properties.
[31:28.000 --> 31:38.000]  In fact Barron's called his work a dire prophecy. Recently he created a video which you can watch online for free detailing his biggest and most important prediction yet and it's a real eye opener.
[31:38.000 --> 31:47.000]  I can't stress this enough. You should at least watch this free video online today. He explains everything you need to know including simple steps you can take to protect yourself.
[31:47.000 --> 32:00.000]  You can find the video at www.endofamerica3.com that's endofamerica the number three dot com watch the free video at www.endofamerica3.com that's endofamerica3.com
[32:00.000 --> 32:09.000]  This is alex jones with five good reasons you should consider buying a solar powered generator. Number one new climate legislation could easily double or triple your electric bill.
[32:09.000 --> 32:20.000]  Number two our new energies are wants to control how much power your electric company allows you to have. It's true total government control of electricity in the name of smart grid technology is coming.
[32:20.000 --> 32:29.000]  Number three in some areas of the country the power grid is dangerously overloaded and now new socialist legislation is only compounding the problem.
[32:29.000 --> 32:36.000]  Number four dangerous weather is always a threat to local grids. Every year thousands of families lose their power from weather related onages.
[32:36.000 --> 32:45.000]  Number five a solar powered generator provides powerful backup insurance and peace of mind folks I really believe in the solar powered generators offered by solutions from science.
[32:45.000 --> 33:02.000]  One of my oldest sponsors you can get more information at www.mysolarbackup.com that's my solar back up dot com remember the government doesn't own the son should go to my solar back up dot com or call one eight seven seven three two seven zero three six five.
[33:02.000 --> 33:22.000]  Number four is the most direct from Austin. You're listening to the Alex Jones Broadcasting Network Network.
[33:22.000 --> 33:39.000]  Number three for prison planet dot TV viewers we simulcast the radio show and live video streams at prison planet dot TV. We have a slate article from 2008 596 trillion.
[33:39.000 --> 33:53.000]  How can the derivatives market be worth more than the world's total financial assets. Now many other publications estimate that it is at 1.5 quadrillion 1,500 trillion.
[33:53.000 --> 34:14.000]  They say the US sum in the Washington Post is 600 trillion but that's from three four years ago 2008 596 trillion and remember almost all of that is owed by the big six megabanks they put politicians in office openly finance all the major politicians Republican and Democrat.
[34:14.000 --> 34:24.000]  They then vote to sign you on to the debt the trillions are given to them which they then leverage into new derivatives is the only way they contain the other thousands of trillions.
[34:24.000 --> 34:35.000]  They just inflate those again free money it's counterfeiting they sell it as fraud and then the money we give the banksters we owe them interest on.
[34:35.000 --> 34:45.000]  It's not the best part but way to get better there's more there's more they loan it back to you for 3040 50% on your credit cards.
