[00:00:01.130 --> 00:00:06.472]  I'm good.
[00:11:35.137 --> 00:11:36.138]  Maybe it shouldn't be.
[00:11:37.130 --> 00:11:40.493]  And they say in here upwards of 90% or more are false positives.
[00:11:40.493 --> 00:11:52.543]  Chinese state media gloats about Trump catching coronavirus, but really what he did is he got tested with something that... Let's say if 9 times out of 10 you won the lottery, you didn't really win.
[00:11:52.543 --> 00:11:57.187]  Would them announcing you won the lottery mean you won if 9 times out of 10 it turned out it wasn't a win?
[00:11:57.187 --> 00:11:57.707]  See?
[00:11:57.707 --> 00:11:59.629]  You'd be like, oh no!
[00:11:59.629 --> 00:12:01.751]  They've got a 10% chance of winning the lottery.
[00:12:01.751 --> 00:12:02.512]  It's the same thing here.
[00:12:03.609 --> 00:12:05.571]  It's total fraud, ladies and gentlemen.
[00:12:05.571 --> 00:12:07.132]  90% chance it's a false positive.
[00:12:07.132 --> 00:12:08.913]  But where's the talk of more tests?
[00:12:08.913 --> 00:12:09.914]  It's the President.
[00:12:09.914 --> 00:12:11.315]  We want more tests.
[00:12:11.315 --> 00:12:12.536]  We want a blood test.
[00:12:12.536 --> 00:12:14.578]  We want it now.
[00:12:14.578 --> 00:12:15.158]  Continuing.
[00:12:15.158 --> 00:12:20.663]  Connecticut State Lab finds 90% false positives out of 144 coronavirus tests administered in mid-June.
[00:12:20.663 --> 00:12:23.165]  I just have dozens of articles.
[00:12:23.165 --> 00:12:28.329]  NFL has 77 apparently false positive COVID-19 tests from the lab.
[00:12:30.506 --> 00:12:36.570]  Thousands of Swedes got false COVID-19 results due to test kit fault.
[00:12:36.570 --> 00:12:41.334]  California will soon be paying $1,350 to people who test positive for coronavirus.
[00:12:41.334 --> 00:12:43.796]  That just incentivizes this whole damn thing.
[00:12:43.796 --> 00:12:48.519]  Rhode Island received 113 false positive COVID-19 test results from private lab.
[00:12:48.519 --> 00:12:51.962]  I mean, these are just the articles I printed before we went live here.
[00:12:51.962 --> 00:12:52.522]  This is nothing.
[00:12:54.002 --> 00:12:54.562]  This is nothing.
[00:12:54.562 --> 00:12:58.385]  There's articles where hundreds of labs in Florida all said 100% positive.
[00:12:58.385 --> 00:13:01.307]  Turned out they didn't even test the people.
[00:13:01.307 --> 00:13:07.931]  Former FDA commissioner says coronavirus antibody tests are returning tons of false positives.
[00:13:07.931 --> 00:13:16.417]  Musk urges COVID-19 results to a ridiculous number of false positives.
[00:13:16.417 --> 00:13:19.559]  Three Titans players, five personal test positive for COVID-19,
[00:13:20.973 --> 00:13:22.734]  Suspend in-person activities.
[00:13:22.734 --> 00:13:26.877]  And then, of course, it turned out they didn't really have COVID-19.
[00:13:26.877 --> 00:13:30.259]  And it goes on and on and on and on.
[00:13:30.259 --> 00:13:32.221]  And people are getting upset about this.
[00:13:32.221 --> 00:13:34.202]  People are getting mad about this.
[00:13:34.202 --> 00:13:37.684]  America is in a war for its very survival.
[00:13:37.684 --> 00:13:44.689]  And now our president battling against the communist Chinese, the globalists, and others in an open worldwide economic war.
[00:13:46.144 --> 00:13:52.178]  Is being told he's got to stay locked up for 14 days, legitimizing this entire giant fraud.
[00:13:53.413 --> 00:13:57.275]  What we know is 90% of the tests are false positive conservatively.
[00:13:57.275 --> 00:14:01.918]  What we know is there are people inside the White House that want to lock the President down.
[00:14:01.918 --> 00:14:04.800]  There have been all these coup plans by people in the White House.
[00:14:04.800 --> 00:14:07.141]  You had Mattis trying to organize a coup.
[00:14:07.141 --> 00:14:12.905]  And I said all along, one way to do it with this COVID-19 is to give him a false positive test.
[00:14:12.905 --> 00:14:15.346]  They could then poison his Diet Coke or something.
[00:14:15.346 --> 00:14:18.348]  He gets really sick and they said it's COVID-19.
[00:14:18.348 --> 00:14:21.730]  So I would also advise the Secret Service to be extra diligent about
[00:14:22.930 --> 00:14:30.293]  What the President ingests, because they could now use COVID as the cover to kill the President.
[00:14:30.293 --> 00:14:35.656]  If you simply look at this from a Machiavellian view and start studying the different angles, historically, it's very, very serious.
[00:14:35.656 --> 00:14:49.842]  Another reason COVID-19 is so important, and it's not a hoax in that it does kill people, is that it's a classic chimera, five species virus, man-made, all the top scientists, the discoverer of HIV, Nobel Prize winners, they've all come out, it's confirmed.
[00:14:49.842 --> 00:14:51.503]  And the media tries to censor that because it's true.
[00:14:52.671 --> 00:14:59.958]  It was developed as a whole group of viruses that you can then manipulate and weaponize at any time.
[00:15:00.967 --> 00:15:07.634]  So it has incredible gain of function, HIV delivery system, doesn't give you HIV, but has the delivery system to get through your mucous membranes.
[00:15:07.634 --> 00:15:15.382]  And so it's a very dangerous weaponized virus in that it has incredible gain of function, but imagine it is the missile that carries the payload.
[00:15:15.382 --> 00:15:22.950]  Most of the strains are not very dangerous, not very bad if you have your zinc, your vitamin D3, and of course your vitamin C, as Fauci's been forced to say.
[00:15:24.099 --> 00:15:26.904]  Those are the upfront therapeutics people need.
[00:15:26.904 --> 00:15:30.430]  We're going to come back in the next segment and break down the next shoe to drop.
[00:15:30.430 --> 00:15:31.171]  I'm Alex Jones.
[00:15:31.171 --> 00:15:31.852]  Spread the word.
[00:15:31.852 --> 00:15:32.613]  InfoWars.com.
[00:15:57.907 --> 00:16:12.259]  If you look at the top tech billionaires in the big banks that finance and control them, to a man and to a woman, they believe there's too many people on the earth and they constantly whine about when they want to go to a mountaintop or a national park, they have to look at us, the common people.
[00:16:12.259 --> 00:16:14.101]  They have to look at the proletariat.
[00:16:14.101 --> 00:16:14.942]  They have to look at the scum.
[00:16:15.462 --> 00:16:17.363]  That's why they love the lockdown.
[00:16:17.363 --> 00:16:18.643]  Putting muzzles on us.
[00:16:18.643 --> 00:16:20.123]  That gives them a big thrill.
[00:16:20.123 --> 00:16:22.244]  Controlling where we can go, what we can do.
[00:16:22.244 --> 00:16:24.145]  Bankrupting Main Street.
[00:16:24.145 --> 00:16:25.725]  Bankrupting small towns.
[00:16:25.725 --> 00:16:34.668]  All of it is a vertical integration, consolidation, so they can then dictate the terms of our total surrender, which is taking sterilant vaccines day one.
[00:16:35.328 --> 00:16:37.931]  Ladies and gentlemen, all the games are over.
[00:16:37.931 --> 00:16:39.372]  Playtime's over.
[00:16:39.372 --> 00:16:44.958]  They used all the entertainment and garbage to put us into a trance, and now the spider's moving in for the kill.
[00:16:44.958 --> 00:16:45.779]  You know this.
[00:16:45.779 --> 00:16:46.540]  I know this.
[00:16:46.540 --> 00:16:47.761]  It's all out in the open.
[00:16:47.761 --> 00:16:49.923]  The question is, what are we gonna do about it?
[00:16:49.923 --> 00:16:51.665]  Well, the first thing is identify the enemy.
[00:16:51.665 --> 00:16:52.726]  Identify the enemy.
[00:16:52.726 --> 00:16:53.747]  Identify the enemy.
[00:16:53.747 --> 00:16:55.749]  Identify your enemy now.
[00:16:56.870 --> 00:17:00.237]  I've come to you many times and asked for your support.
[00:17:00.237 --> 00:17:02.061]  And you've always come through.
[00:17:02.061 --> 00:17:03.844]  And InfoWars has come through.
[00:17:03.844 --> 00:17:04.746]  We've never sold out.
[00:17:04.746 --> 00:17:05.968]  We've never backed down.
[00:17:05.968 --> 00:17:07.592]  You've always told the truth.
[00:17:07.592 --> 00:17:08.293]  We've made mistakes.
[00:17:09.751 --> 00:17:12.714]  98% of the time or so, we're dead on.
[00:17:12.714 --> 00:17:14.276]  And the enemy knows that.
[00:17:14.276 --> 00:17:16.297]  InfoWars is a thought leader.
[00:17:16.297 --> 00:17:18.059]  Not just here, but around the world.
[00:17:18.059 --> 00:17:22.603]  And that's why the Chi-Coms, Hollywood, the globalists want us off the air.
[00:17:22.603 --> 00:17:28.088]  Because their global plan of total tyranny and a post-human world will not succeed if we stay on air.
[00:17:28.869 --> 00:17:34.870]  If you don't support us, ladies and gentlemen, now, they're going to shut InfoWars down and shut everybody else down as well.
[00:17:34.870 --> 00:17:35.751]  You already know that.
[00:17:35.751 --> 00:17:36.571]  It's out in the open.
[00:17:36.571 --> 00:17:48.433]  So, again, count the cost, focus, and realize how critical you are with your word of mouth spreading the word that overrides the censors, your financial support getting the products at InfoWarsStore.com, and your prayer.
[00:17:48.433 --> 00:17:49.293]  I'm praying for you.
[00:17:49.293 --> 00:17:50.214]  Please pray for us.
[00:17:50.214 --> 00:17:51.634]  Let's do this together.
[00:17:51.634 --> 00:17:52.434]  We're going to win.
[00:17:52.434 --> 00:17:54.114]  We are winning, but it's not going to be easy.
[00:17:54.114 --> 00:17:55.675]  The enemy's trying to take it all from us.
[00:17:55.675 --> 00:17:56.535]  Let's not let them succeed.
[00:18:00.046 --> 00:18:02.688]  You're listening to The Alex Jones Show.
[00:18:20.926 --> 00:18:21.647]  Welcome back.
[00:18:21.647 --> 00:18:23.308]  I am your host Alex Jones.
[00:18:23.308 --> 00:18:26.351]  I'll be back in studio coming up a little bit later.
[00:18:26.351 --> 00:18:29.333]  But David Knight is really extremely well researched.
[00:18:29.333 --> 00:18:40.081]  He's an engineer into all the COVID-19 fraud, all the different scams, the exaggerations, the dead people put on lists as dying of COVID-19, the gain of function, the test being false positive.
[00:18:40.081 --> 00:18:42.703]  He's going to be in studio with Owen Schroer.
[00:18:43.652 --> 00:18:46.954]  Coming up, and then Owen's going to continue into the second hour.
[00:18:46.954 --> 00:18:52.978]  Then we have a medical doctor coming on, a great lady who's been exposing the COVID-19 power grab.
[00:18:52.978 --> 00:18:55.180]  She's going to be joining us on air as well.
[00:18:55.180 --> 00:18:59.042]  But let me show you one more story before I get into the election itself.
[00:18:59.042 --> 00:19:08.409]  Remember all the meat packing plants and other shipping facilities, warehouses, where you'd have 2,000 employees, 3,000 employees, 4,000 employees, and they would test them all.
[00:19:08.409 --> 00:19:13.432]  And in some cases, half of them would test positive, but none of them were sick and they were asymptomatic.
[00:19:14.433 --> 00:19:19.977]  Well, some of them had COVID-19, but it didn't make them sick because they had their vitamins and minerals and nutrients.
[00:19:19.977 --> 00:19:23.259]  But the others, it turned out, were false positives, ladies and gentlemen.
[00:19:23.259 --> 00:19:24.680]  In fact, the vast majority.
[00:19:24.680 --> 00:19:26.982]  Yet again, remember all of that.
[00:19:26.982 --> 00:19:27.843]  But what does this do?
[00:19:27.843 --> 00:19:30.985]  It shuts down our industry, makes our economy collapse.
[00:19:30.985 --> 00:19:31.665]  When we collapse,
[00:19:32.642 --> 00:19:38.366]  The third world dies, so it's not heroic to sit there and say, oh, I'm going to wear my mask.
[00:19:38.366 --> 00:19:39.326]  Oh, I'm not going to go out.
[00:19:39.326 --> 00:19:40.547]  Oh, I'm going to stay home.
[00:19:40.547 --> 00:19:48.933]  Oh, I'm going to live on welfare, because that is going to bring us into an unending depression, which is what the Davos Group and the top banks want to make us dependent on them.
[00:19:48.933 --> 00:19:50.334]  They want a post-industrial world.
[00:19:50.334 --> 00:19:51.875]  They don't want you self-sufficient.
[00:19:51.875 --> 00:19:53.896]  They don't want you to be able to take care of yourself.
[00:19:53.896 --> 00:19:56.118]  They want to guarantee universal income.
[00:19:57.438 --> 00:20:02.621]  So they can dictate to you how you live your life, what your politics are and what you can and can't do.
[00:20:02.621 --> 00:20:08.746]  That's why major cycling stars that just say, yeah, I like Trump get fired off their team.
[00:20:08.746 --> 00:20:11.327]  You're not even allowed in America to say you like Trump.
[00:20:11.327 --> 00:20:12.788]  Imagine this into the future.
[00:20:12.788 --> 00:20:13.549]  Well, you're a Christian.
[00:20:13.549 --> 00:20:13.729]  Sorry.
[00:20:13.729 --> 00:20:14.650]  You can't have a bank account.
[00:20:14.650 --> 00:20:15.850]  Can't have a job.
[00:20:15.850 --> 00:20:16.771]  Oh, you're a gun store owner.
[00:20:16.771 --> 00:20:17.652]  You can't have a bank account.
[00:20:17.652 --> 00:20:18.412]  Can't have a job.
[00:20:18.412 --> 00:20:19.293]  It's already here.
[00:20:19.293 --> 00:20:27.138]  And that's Trump's greatest failing is not standing up against the censorship and the harassment of Christians and conservatives in America and patriots.
[00:20:28.322 --> 00:20:31.864]  That has not been seen since the Soviet Union or Nazi Germany.
[00:20:31.864 --> 00:20:36.827]  I mean, in Nazi Germany, under Lenin, they targeted Christians.
[00:20:36.827 --> 00:20:39.288]  Under Hitler, they targeted Jews and others.
[00:20:39.288 --> 00:20:44.651]  And they would shut down their bank accounts, their businesses, and their lives, to then impoverish them and then finally kill them.
[00:20:44.651 --> 00:20:45.852]  Well, here it is.
[00:20:45.852 --> 00:20:51.455]  Americans increasingly believe violence is justified if the other side wins.
[00:20:51.455 --> 00:20:53.736]  Well, that's what the Democrats have been preparing.
[00:20:53.736 --> 00:20:57.058]  They can't beat us politically, so they want to beat us by having a civil war.
[00:20:58.155 --> 00:21:08.822]  And a lot of states like Michigan and Pennsylvania have had rulings that they can just keep the election open indefinitely, bring in the 20th Amendment and have Nancy Pelosi and the House of Representatives elect who the president is.
[00:21:08.822 --> 00:21:18.188]  But we've had some victories, two huge court rulings in GOP, Maine blocks illegal Democrat, ballot harvesting, Texas blocks straight party ballot option.
[00:21:18.188 --> 00:21:20.149]  So all of that is happening as well.
[00:21:20.149 --> 00:21:21.490]  And what are they trying to cover up?
[00:21:22.718 --> 00:21:28.959]  With America sucks and America's behind COVID-19 and communist China's cheerleading and saying Trump's the bad guy.
[00:21:28.959 --> 00:21:30.720]  News like this story.
[00:21:30.720 --> 00:21:31.260]  Huge!
[00:21:31.260 --> 00:21:31.580]  U.S.
[00:21:31.580 --> 00:21:37.521]  Marshals Service announces rescue of more than 1,300 missing children, including victims of sex trafficking.
[00:21:37.521 --> 00:21:42.582]  Trump has doubled the number of rescues just in the last year.
[00:21:42.582 --> 00:21:48.663]  And that's what Hunter Biden and that's what John Podesta and that's what Hillary Clinton and Laura Silsby
[00:21:49.065 --> 00:22:03.172]  And all these people are so concerned about, because they know the Brothman sex cult, the NXIVM devil cult, all of it, John of God, Oprah Winfrey, Bill Gates involved with Jeffrey Epstein, they know it's all coming down.
[00:22:03.172 --> 00:22:14.418]  But to recap this, if the vast majority of the tests are false positive, with the four types of tests there are, and we've learned this, that's why the death rate isn't high, but the testing positive rate is high.
[00:22:14.418 --> 00:22:17.740]  It's not about getting sick now, it's about, oh you have it, and oh you don't want to get it.
[00:22:18.843 --> 00:22:21.365]  And so again, Trump must be multiple tested.
[00:22:21.365 --> 00:22:23.567]  He must have independent outside groups do it.
[00:22:23.567 --> 00:22:25.228]  I don't trust the people in the White House.
[00:22:25.228 --> 00:22:27.370]  They've proven to be double agents.
[00:22:27.370 --> 00:22:29.351]  We've got to get the message out to the President.
[00:22:29.351 --> 00:22:33.715]  He needs to be tested again, and that he shouldn't be locked down during this campaign.
[00:22:33.715 --> 00:22:35.136]  This is siege.
[00:22:35.136 --> 00:22:36.537]  This is manipulation.
[00:22:36.537 --> 00:22:42.702]  This is the shutdown of the campaign, of the President, of everyone, and now it's got them saying Trump said it was a hoax.
[00:22:42.702 --> 00:22:44.263]  He never said it was a hoax.
[00:22:44.263 --> 00:22:47.646]  He said the hoax was saying 2.5 million would die.
[00:22:48.732 --> 00:22:53.516]  The hoax was saying that the hospitals were all going to be filled and we had to shut the economy completely down.
[00:22:53.516 --> 00:23:01.363]  The hoax was them saying that Trump didn't shut down flights from China when they were the ones saying don't shut down the flights from China.
[00:23:01.363 --> 00:23:03.686]  In closing, before Owen Schroer and David Knight take over...
[00:23:04.568 --> 00:23:04.788]  We're good
[00:23:21.727 --> 00:23:23.568]  My Patreon's already got the lowest prices.
[00:23:23.568 --> 00:23:26.568]  We have their full catalog at infowarestore.com.
