[00:00:17.901 --> 00:00:23.167]  It's also what happens when you listen to the radio host Alex Jones.
[00:09:19.167 --> 00:09:24.849]  The public has been balkanized and turned against each other as a tool of social control.
[00:09:24.849 --> 00:09:25.530]  And still those
[00:09:27.065 --> 00:09:30.200]  Destabilizing dangerous factors are still there.
[00:09:30.200 --> 00:09:30.923]  Leftovers.
[00:09:32.549 --> 00:09:33.009]  of the whole
[00:10:03.770 --> 00:10:07.651]  For your own eyes, go to Infowars.com, go to DrudgeReport.com.
[00:10:07.651 --> 00:10:14.994]  The reason I mention Drudge is Drudge did a great job this weekend of just linking to Yahoo and Associated Press and Reuters.
[00:10:14.994 --> 00:10:22.097]  It was just everywhere with the headlines, Global Elite Look to China to Prop Up New World Order.
[00:10:22.097 --> 00:10:27.839]  Global Elite Davos Group Look to China as the Backbone of Globalism to Save It.
[00:10:29.528 --> 00:10:34.290]  Again, who told you globalism was basically a plan to let the communist Chinese take over the planet?
[00:10:34.290 --> 00:10:35.390]  I did.
[00:10:35.390 --> 00:10:43.292]  Who explained that globalism was a de-industrialization program for the rest of the world, except for China?
[00:10:43.292 --> 00:10:44.093]  I did.
[00:10:44.093 --> 00:10:50.135]  And the reason I keep going over this is not to brag, it's so you understand we have the enemy battle plan.
[00:10:50.135 --> 00:10:53.876]  If we expose the enemy battle plan, it will implode.
[00:10:53.876 --> 00:10:56.817]  And you have to understand, we have the enemy battle plan.
[00:10:57.837 --> 00:10:59.879]  I don't want to territorialize my research.
[00:10:59.879 --> 00:11:01.200]  I want everybody to take it.
[00:11:01.200 --> 00:11:02.462]  I don't want credit.
[00:11:02.462 --> 00:11:05.685]  All I want is people to understand I've done the homework.
[00:11:05.685 --> 00:11:08.848]  I've read hundreds of foreign affairs briefings.
[00:11:08.848 --> 00:11:09.589]  Hundreds.
[00:11:09.589 --> 00:11:11.671]  I have read the globalist communiques.
[00:11:11.671 --> 00:11:15.034]  I have watched them on C-SPAN and watched the Davos meetings.
[00:11:15.034 --> 00:11:16.135]  I have read their writings.
[00:11:16.135 --> 00:11:18.037]  I understand their philosophy.
[00:11:18.037 --> 00:11:19.819]  I understand the world they're trying to build.
[00:11:21.338 --> 00:11:28.745]  And the fact that we are so close right now to their system is completely imploding is a beautiful thing.
[00:11:28.745 --> 00:11:34.370]  But that said, let me go over some of these headlines for you, since I was mentioning them here on air.
[00:11:34.370 --> 00:11:35.651]  Can I get them on the road?
[00:11:35.651 --> 00:11:37.252]  Let me pull these up for you.
[00:11:37.252 --> 00:11:42.197]  Reuters, Davos elite struggle for answers as Trump era dawns.
[00:11:44.085 --> 00:11:50.387]  Trump is only the figurehead of nationalism and sovereignty and human self-determination.
[00:11:50.387 --> 00:11:56.629]  Trump will be the global figurehead of this in history if he delivers and never sells us out.
[00:11:56.629 --> 00:11:59.550]  But he will not be the figurehead if he doesn't deliver.
[00:11:59.550 --> 00:12:00.290]  It doesn't matter though.
[00:12:00.290 --> 00:12:02.191]  We don't rise and fall with Trump.
[00:12:02.191 --> 00:12:05.172]  Notice they're trying to brand it only as Trump.
[00:12:05.172 --> 00:12:08.673]  So they hope they can destroy his name, destroy him.
[00:12:08.673 --> 00:12:10.494]  Whether he delivers or not, they're going to try to destroy him.
[00:12:11.403 --> 00:12:11.944]  Okay?
[00:12:11.944 --> 00:12:12.244]  No, no.
[00:12:12.244 --> 00:12:26.080]  This is a movement against unelected, tyrannical, corporate world government that thought we were so stupid it could establish this thing in our face and that we would just let it run on without any control and basically make us slaves.
[00:12:27.065 --> 00:12:29.608]  So it breaks down that they're meeting in Davos right now.
[00:12:29.608 --> 00:12:33.313]  And they also point out Trump didn't send anybody as a representative.
[00:12:33.313 --> 00:12:42.365]  That's because Trump doesn't need to go meet with you, a bunch of billionaires, scheming on how to manipulate governments to make yourself tax exempt and screw over the little guy.
[00:12:43.286 --> 00:12:45.947]  Davos is an evil group.
[00:12:45.947 --> 00:12:52.370]  From its founding, it's been all about transferring power from the nation states, from the people, to themselves.
[00:12:52.370 --> 00:13:09.278]  Trump is delegitimizing it by not going and preparing to announce the first summit once he gets into office in Reykjavik, Iceland, halfway between the United States and Russia, in the middle of the Atlantic Ocean, just like Reagan and Mikhail Gorbachev met 30 plus years ago there.
[00:13:10.058 --> 00:13:16.463]  Again, showing that it's nation-state to nation-state that matters and that communicate.
[00:13:16.463 --> 00:13:32.595]  And the people's representatives, not a bunch of people's representatives running off to hide, you know, in the mountains in Davos, landing on their private helicopters in secret to discuss what they're going to do, and then going out and giving press conferences to the world.
[00:13:32.595 --> 00:13:39.240]  This is about the people taking control through their governments, and it's happening, and I salute Donald Trump for it.
[00:13:40.102 --> 00:13:40.924]  Let's continue.
[00:13:40.924 --> 00:13:43.352]  Let's go back to some of the other news articles here.
[00:13:43.352 --> 00:13:44.636]  There are a whole bunch of them, but we're on.
[00:13:44.636 --> 00:13:46.582]  That doesn't have the best internet, so it's taking a moment to pull it up.
[00:13:49.109 --> 00:13:53.053]  Governments grapple with globalization backlash.
[00:13:53.053 --> 00:14:03.662]  Again, that's AFP, Yahoo News, and then it goes on to break down in an article by Antonio Rodriguez that the whole world is turning against globalism.
[00:14:03.662 --> 00:14:14.531]  And despite the fact they pushed all this racial and sex division, women and minorities in record numbers are voting for nationalism and they're voting against globalism.
[00:14:15.518 --> 00:14:19.782]  A very, very beautiful time to be alive.
[00:14:19.782 --> 00:14:20.803]  Here's another one.
[00:14:20.803 --> 00:14:22.405]  This is also out of AFP.
[00:14:22.405 --> 00:14:28.270]  Chinese leaders meet Davos elite as voters revolt.
[00:14:28.270 --> 00:14:39.881]  And you go on and read through the article, they say that the group of 3,000 delegates meeting from the elites in government hope communist China can block populist
[00:14:41.322 --> 00:14:56.214]  Movements worldwide, just like the communist Chinese are in our newspapers lecturing us, saying you better shut down fake news, you better control the internet, you better shut down your nationalists, they're a destabilizing force.
[00:14:56.214 --> 00:15:04.881]  And the computer world, everybody else comes out and says, thank God for the Chinese government, not mentioning their communists or mass murderers, they know how to handle things.
[00:15:04.881 --> 00:15:06.182]  Boy, they've been proven right!
[00:15:07.384 --> 00:15:11.149]  That's how disconnected and sick our controlled corporate media is.
[00:15:21.903 --> 00:15:22.263]  I'm Alex Jones.
[00:15:22.263 --> 00:15:24.325]  Infowars.com is the spearhead in the fight for human awakening.
[00:15:24.325 --> 00:15:25.045]  Stay with us.
[00:15:25.045 --> 00:15:25.766]  We'll be right back.
[00:16:00.129 --> 00:16:06.831]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[00:16:06.831 --> 00:16:09.912]  Dr. Grip, it took years for you to develop DNA Force for us.
[00:16:09.912 --> 00:16:15.493]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[00:16:15.493 --> 00:16:21.615]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[00:16:21.615 --> 00:16:24.896]  Telomeres are the little cups on the end of our chromosomes.
[00:16:24.896 --> 00:16:26.336]  And when it runs out, you start dying.
[00:16:26.536 --> 00:16:30.858]  We chose the PQQ because it has over 175 different clinical trials.
[00:16:30.858 --> 00:16:33.799]  It's one of the most effective substances in the world.
[00:16:33.799 --> 00:16:35.460]  It works like an antioxidant.
[00:16:35.460 --> 00:16:38.901]  It works to repair nerve growth factor.
[00:16:38.901 --> 00:16:41.502]  So this is a formula to deliver the maximum amount.
[00:16:41.502 --> 00:16:42.563]  It's in powder form.
[00:16:42.563 --> 00:16:45.444]  We have so many five-star reviews.
[00:16:45.444 --> 00:16:46.164]  I take this.
[00:16:46.164 --> 00:16:47.965]  This is the product that I take.
[00:16:47.965 --> 00:16:49.946]  Infowarslife.com and the profit we make.
[00:16:50.766 --> 00:16:51.547]  We fight the Globals.
[00:16:51.547 --> 00:16:52.708]  We fight the New World Order.
[00:16:52.708 --> 00:16:56.871]  Secure your DNA Force today at InfoWarsLive.com or call toll free 888-253-3139.
[00:16:59.892 --> 00:17:00.712]  Hey, everyone!
[00:17:00.712 --> 00:17:03.013]  Pharmacist Ben Fuchs here, host of The Bright Side.
[00:17:03.013 --> 00:17:06.854]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:17:06.854 --> 00:17:08.934]  You've all heard the shocking statistics.
[00:17:08.934 --> 00:17:19.197]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:17:19.197 --> 00:17:25.178]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:17:25.658 --> 00:17:42.513]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work,
[00:17:42.953 --> 00:17:46.395]  You need to check out Infowarsteam.com.
[00:17:46.395 --> 00:17:48.376]  Give your body the gift of good nutrition.
[00:17:48.376 --> 00:17:50.817]  Head over to Infowarsteam.com.
[00:17:50.817 --> 00:17:52.658]  Your body will be very grateful.
[00:17:52.658 --> 00:17:55.719]  On the web at Infowarsteam.com.
[00:17:55.719 --> 00:17:57.080]  That's Infowarsteam.com.
[00:18:01.036 --> 00:18:07.539]  More than two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[00:18:07.539 --> 00:18:20.324]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, the bad member of the halogen family, into the water.
[00:18:20.524 --> 00:18:24.185]  They took the good halogen out and put the deadly halogen in.
[00:18:24.185 --> 00:18:31.148]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[00:18:31.148 --> 00:18:44.033]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[00:18:44.033 --> 00:18:45.574]  You can pull these studies up for yourself.
[00:18:45.874 --> 00:18:52.258]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[00:18:52.258 --> 00:18:57.202]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[00:18:57.202 --> 00:18:58.643]  We have the new product at Infowarslife.com.
[00:19:05.287 --> 00:19:16.392]  We've had so many requests over the years for selenium, and just recently, we were able to source a certified organic, bioavailable selenium from mustard seed extract.
[00:19:16.392 --> 00:19:21.435]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:19:21.435 --> 00:19:25.417]  It helps balance the thyroid gland, it helps detoxify.
[00:19:25.717 --> 00:19:28.599]  Selenium is another one of those absolute must-haves.
[00:19:28.599 --> 00:19:33.383]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:19:33.383 --> 00:19:39.649]  As a matter of fact, there's 25 genes in the body that are directly dependent upon selenium.
[00:19:39.649 --> 00:19:45.073]  So it really is an all-around nutrient that everybody really needs.
[00:19:45.073 --> 00:19:46.695]  I'm taking it now, every day.
[00:19:46.695 --> 00:19:47.696]  This is so key.
[00:19:47.696 --> 00:19:51.999]  BioTrue Selenium is the product, the best selenium that we could bring you.
[00:19:51.999 --> 00:19:54.061]  We believe it's the best out there at a very, very low price.
[00:19:54.361 --> 00:19:55.843]  You're listening to the Alex Jones Show.
[00:19:55.843 --> 00:19:56.964]  I've got a Tiger Files team!
[00:20:23.425 --> 00:20:25.666]  He never gives up.
[00:20:25.666 --> 00:20:27.707]  He's Alex Jones.
[00:20:27.707 --> 00:20:30.789]  Broadcasting from deep in the heart of Texas.
[00:20:30.789 --> 00:20:32.310]  Worldwide.
[00:20:32.310 --> 00:20:34.371]  And we are back ladies and gentlemen.
[00:20:34.371 --> 00:20:37.833]  We have enough for the next segment to host the balance of the transmission.
[00:20:37.833 --> 00:20:40.514]  And I'll be back in Texas tomorrow.
[00:20:40.514 --> 00:20:43.316]  Again, these are incredibly historic times we're living in.
[00:20:43.316 --> 00:20:49.319]  Now just five days out from the inauguration of Donald Trump, I want to talk about
[00:20:50.683 --> 00:21:03.090]  Now the major move by the establishment corporate media and rogue elements of our intelligence agencies as well as foreign multinational banking institutions to overturn the populist movement in this country.
[00:21:03.945 --> 00:21:14.851]  Now, they still operate like the public are idiots, but they're having to admit global government's real, they're having to admit their system is unelected and unaccountable, they're having to admit that they've got a crisis and have to head us off at the pass.
[00:21:14.851 --> 00:21:17.193]  Their answer is authoritarianism.
[00:21:17.193 --> 00:21:21.315]  Have an EU army go into the EU member states and not let them leave.
[00:21:21.315 --> 00:21:23.417]  That's right, that's being announced.
[00:21:23.417 --> 00:21:26.098]  Ignore the Brexit vote, which they've now announced.
[00:21:26.098 --> 00:21:30.761]  And here in America, have state-run media come in and block all independent
[00:21:32.580 --> 00:21:34.381]  Liberty-based media.
[00:21:34.381 --> 00:21:35.261]  Truth-based media.
[00:21:35.261 --> 00:21:38.783]  Now, that's a tall order, isn't it?
[00:21:38.783 --> 00:21:40.103]  Well, they're willing to do it.
[00:21:40.103 --> 00:21:50.948]  The people that hijacked America and Europe have basically set up a corporate world government from our ingenuity, our technology, our hard work, and the oppression and sweat of third world populations as well.
[00:21:50.948 --> 00:21:51.829]  And so, now,
[00:21:53.564 --> 00:22:06.441]  They are desperate to try to turn the tide of history and are floating all sorts of propaganda about suspension of this election, postponement, national emergencies, martial law.
[00:22:08.462 --> 00:22:10.323]  This is being trial ballooned everywhere.
[00:22:10.323 --> 00:22:12.865]  A bunch of Democrats aren't going to the inauguration.
[00:22:12.865 --> 00:22:20.130]  Members of Congress are saying that Trump's illegitimate and the media is giving them a bunch of support and coverage to hope it snowballs.
[00:22:20.130 --> 00:22:35.840]  And then, Ron Paul comes out in a statement, it's up on Infowars.com, and says he's really concerned about the deep state overthrowing Trump if they can't infiltrate him and nudge him that they could do to Trump what they did to JFK in 1963 in Dallas, Texas.
[00:22:39.743 --> 00:22:44.406]  Now you notice that is echoing exactly what I've been saying for months.
[00:22:44.406 --> 00:22:46.107]  And again, we're on target.
[00:22:46.107 --> 00:22:49.569]  I told you they try to overturn the delegates, that they do recounts.
[00:22:49.569 --> 00:22:51.810]  I told you they federalized the elections.
[00:22:51.810 --> 00:22:53.271]  Obama did that two weeks ago.
[00:22:53.271 --> 00:22:58.655]  So if they do try to overturn this election now, the new election will be under their control.
[00:22:58.655 --> 00:23:04.859]  Now let me pull this up from Infowars.com right now because it's so incredibly important.
[00:23:05.976 --> 00:23:21.030]  And again, you can tie all this into the treasonous behavior of MSM, going, oh, the Davos Group says the Communist Chinese are going to save us and use their economic will to grapple with Trump, and they'll keep America in line.
[00:23:21.030 --> 00:23:24.293]  Our own media is so traitorous and so lapdog.
[00:23:25.695 --> 00:23:43.468]  And so disconnected that they don't think it sounds traitorous and treasonous and bizarre and collaborator to be praising the communist Chinese as the corporate saviors to link up with the globalists and the Bloombergs of the world to continue to oppress the American people and other populist movements into submission.
[00:23:43.468 --> 00:23:46.331]  I mean, you couldn't write a script like this.
[00:23:47.131 --> 00:23:54.754]  It'd be like if aliens invaded the Earth and the corporations came out and said, let's join with the aliens against fellow humans.
[00:23:54.754 --> 00:23:57.895]  I mean, the script is that ass backwards.
[00:23:57.895 --> 00:24:02.977]  It's so obviously bad guy, villain, garbage.
[00:24:02.977 --> 00:24:08.199]  And again, it's a huge victory because they're now having to admit it all.
[00:24:08.199 --> 00:24:09.940]  Now here's the story.
[00:24:09.940 --> 00:24:11.800]  Will the CIA assassinate Trump?
[00:24:11.800 --> 00:24:13.181]  Ron Paul warns of more.
[00:24:14.929 --> 00:24:17.210]  Powerful shadow government.
[00:24:17.210 --> 00:24:27.352]  Trump is treading dangerous waters and risks the fate of JFK.
[00:24:27.352 --> 00:24:35.234]  It isn't just that Donald Trump routinely thumbs his nose at the establishment, insults media figures he sees as unfair, and butts conventional wisdom.
[00:24:36.485 --> 00:24:43.490]  It is that President-elect Trump is defying the will of the deep state, military-industrial complex, base of ultimate power in the United States.
[00:24:43.490 --> 00:24:48.374]  This is why he's treading dangerous waters and risks the fate of JFK.
[00:24:48.374 --> 00:24:51.557]  And that's what Ron Paul is saying.
[00:24:53.095 --> 00:25:05.327]  In an interview posted to Infowars.com, this story is very important and embedded in the article, we've added my emergency message to Donald Trump that I cut yesterday, where I lay all of this out.
[00:25:05.327 --> 00:25:10.391]  Now here's why the so-called deep state people are in big trouble.
[00:25:10.391 --> 00:25:14.015]  If this was 10 years ago, a president could not buck you, okay?
[00:25:16.918 --> 00:25:22.341]  Also 10 years ago you had people in place who were globalist establishment minions.
[00:25:22.341 --> 00:25:30.264]  But now the climate is such that even most people in intelligence agencies understand that the global elite controlling things are really nasty bad people.
[00:25:30.264 --> 00:25:36.247]  It's not that intelligence agencies in the modern era aren't for command and control authoritarian states.
[00:25:36.247 --> 00:25:42.330]  But that was because they were taught from college that we need authoritarianism to control third world and Arab countries.
[00:25:42.330 --> 00:25:44.871]  Not that the West needs to be under authoritarianism.
[00:25:45.291 --> 00:25:52.796]  Now that was still kind of an arrogant, elitist, white man's burden, Rudger Kipling angle that came out of the British Empire.
[00:25:52.796 --> 00:25:55.337]  That whole spirit, that whole attitude.
