[00:00.000 --> 00:25.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[05:00.000 --> 05:10.000]  Living in volcano may sound more dramatic than it really is. The real drama can be found here in Leilani Estates, but a lot of us on the Big Island rely on rainwater,
[05:10.000 --> 05:21.000]  and we need to be concerned about ash and acid rain. Volcanic ash may contain heavy metal particles, and acid rain could lower the pH of the water to unhealthy levels.
[05:21.000 --> 05:33.000]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH. What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[05:33.000 --> 05:44.000]  Next, we tested the water from our Alexa pure gravity filter, and not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[05:44.000 --> 05:55.000]  As it turns out, the filter on the Alexa pure raises the pH of the water, so what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[05:55.000 --> 06:22.000]  But more importantly, a good water filtration system will purify it.
[06:22.000 --> 06:35.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide its Alex Jones.
[06:35.000 --> 06:52.000]  Ladies and gentlemen, the Democrats have nothing to lose. They have been caught committing massive crimes in the fake Russiagate investigation, illegally spying on candidate Trump, nominee Trump, President-elect Trump, and now President Trump. Obama and Hillary gave the orders.
[06:52.000 --> 06:58.000]  We now have the documents that have been released. Comey has admitted that he lied to Congress hundreds of times.
[06:58.000 --> 07:13.000]  He said he knew nothing about the steel dossier that he had known who ordered the creation of the special counsel. Any of this stuff. And it's just a cabal of Democrats who want to overturn the election of Trump and who want to stop the American recovery from taking place.
[07:13.000 --> 07:15.000]  What an incredible time to be alive.
[07:15.000 --> 07:32.000]  Right now, upon infowars.com and newswars.com, the most banned and demonized pro-America sites in the world, Congressman Schiff taking over the Intelligence Committee in the House on January 2nd says, Trump may face, quote, real prospect of jail time.
[07:32.000 --> 07:49.000]  And ABCNBC. Hype President Trump's inevitable impeachment by the Dems. They said during the campaign they weren't going to do that because Americans wouldn't have voted for Democrats in the midterms, but oh, now they are because they're desperate to cover up their own crimes.
[07:49.000 --> 08:09.000]  Meanwhile, Trump has accurately tweeted that Comey lied to Congress. Comey told Congress, here's the big one of the 245 occasions that he lied that Trump's talking about. The big one that's ironclad is Comey saying, I've never leaked and I don't know anyone that's leaked to the media.
[08:09.000 --> 08:29.000]  And it turned out he was the chief leaker, but he went, well, I gave the information to give it to the press to a professor who would then give it to him. Oh, oh, so I'm a drug dealer and I give them the suitcase full of cocaine.
[08:29.000 --> 08:43.000]  And then my dealer goes and sells it to somebody I'm not involved in the cocaine dealing, Balderdash BS Bologna. And it goes on and on and on and to watch the corporate press try to cover it up.
[08:43.000 --> 08:58.000]  It is just mind blowing in two years in $33 million in just this fake investigation. And they have people pleading guilty for not paying taxes for taxi cab services that Trump has nothing to do with the New York.
[08:58.000 --> 09:06.000]  Michael Cohen, who did a 180 once they busted him and other crap like that. I mean, this is incredibly ridiculous.
[09:06.000 --> 09:13.000]  But they mean business. We're going to be looking at all of that coming up. We're going to be looking at the EU.
[09:13.000 --> 09:20.000]  And the fact that it's unelected, it's authoritarian, it's run by the grandson of the richest Nazi family. His father was also a Nazi.
[09:20.000 --> 09:28.000]  Yunker, a man who can't even dress himself on record, but was never elected, but just keeps running the EU decade over decade.
[09:28.000 --> 09:33.000]  They've had, as you know, three weeks of riots in Paris. We've had our own Dan Lyman and other reporters on the ground.
[09:33.000 --> 09:40.000]  They're filing incredible live video reports, temple wars.com and news wars.com last few days.
[09:40.000 --> 09:47.000]  And they are nationalists. They are patriots. They're sick of the Islamic invasion. They're sick of the welfare state.
[09:47.000 --> 09:53.000]  They're sick of the working families and farmers being killed by these massive carbon taxes. They are patriots.
[09:53.000 --> 09:57.000]  Just like they are in Brazil, electing nationalists.
[09:57.000 --> 10:06.000]  And in Spain is now electing in every election, right wingers, populist, nationalist, Germany, Merkel's parties lost power completely.
[10:06.000 --> 10:14.000]  She's still there for another year as a lame duck. I don't have to name all the places. The Brexit goes on and on.
[10:14.000 --> 10:19.000]  The point is, is that they're losing the hearts and minds.
[10:19.000 --> 10:23.000]  So they're rushing in with global censorship. They're rushing in with global control.
[10:23.000 --> 10:29.000]  They're rushing in with trying to arrest people for their speech, who they see as leaders of nationalist movements.
[10:29.000 --> 10:34.000]  But it's not going to work in the end, ladies and gentlemen, for one simple reason.
[10:34.000 --> 10:40.000]  People like being sovereign. They like their own culture. They know when they're being conquered and taken over.
[10:40.000 --> 10:51.000]  And the socialists are joining the nationalists and the right wingers, all of the world from Brazil to Italy, from the UK, do you name it?
[10:51.000 --> 11:06.000]  The blue collar union workers voting for Trump two years ago, Reagan Democrats, because they know the bringing in tens of millions of illegals to be put on welfare and be client states of the EU and the U.S.
[11:06.000 --> 11:14.000]  And other global controlled countries is meant to bankrupt the national pension system, which the globalist makes the plan.
[11:14.000 --> 11:22.000]  And so that's why in every European country where they have a vote, people understand that Soros and others have bragged he's part of the EU.
[11:22.000 --> 11:30.000]  They want to bankrupt and scuttle the EU and then out of that big global crisis, get full control and get trillions in bailouts.
[11:30.000 --> 11:38.000]  But then you lose your pension fund in the process.
[11:38.000 --> 11:52.000]  Now, that is coming up as well when Dr. Nick Baggage, of course, his father is a famous congressman, his brother, your senator, but he's best known for his best selling books on
[11:52.000 --> 12:00.000]  MK Ultra Mind Control, Weather Modification, all these different secret programs that more and more are out in the open.
[12:00.000 --> 12:06.000]  He'll be in studio with us coming up in the second hour.
[12:06.000 --> 12:10.000]  But when we come back, I've already given a little bit of a prelude to it.
[12:10.000 --> 12:21.000]  I've already given you a bit of a foreshadowing, but we are going to get specifically, specifically into their plan to remove Trump.
[12:21.000 --> 12:30.000]  And the fact that the Democrats have announced their plan, top Democrats have announced their plan to try to arrest and imprison the president.
[12:30.000 --> 12:32.000]  How sensational is that?
[12:32.000 --> 12:33.000]  And you say, but that's crazy.
[12:33.000 --> 12:35.000]  They have committed all these public crimes.
[12:35.000 --> 12:43.000]  That's precisely why they're making their move is because they know people don't listen to them anymore.
[12:43.000 --> 12:46.000]  They know they're going to lose if we have real elections in this country.
[12:46.000 --> 12:54.000]  So they want to end real elections and freedom in this nation completely and show the country up.
[12:54.000 --> 12:59.000]  Think about it.
[12:59.000 --> 13:05.000]  Everyone understands that if you want to conquer a nation, you demoralize it.
[13:05.000 --> 13:06.000]  You make it hate itself.
[13:06.000 --> 13:08.000]  You demonize its flag.
[13:08.000 --> 13:10.000]  You demonize its character.
[13:10.000 --> 13:26.000]  You divide people and then you target any men who try to organize other men and other women, other people in a defense of our common heritage and our common infrastructure and what we've paid for and built.
[13:26.000 --> 13:29.000]  Just common sense instinct to stand up yourself.
[13:29.000 --> 13:31.000]  And that's why.
[13:31.000 --> 13:35.000]  Info wars is so attacked and so lied about.
[13:35.000 --> 13:40.000]  And constantly harassed by these deep state forces.
[13:40.000 --> 13:45.000]  You see it all over the news because they know we're pointing out they're the globalists.
[13:45.000 --> 13:46.000]  They're the outsiders.
[13:46.000 --> 13:56.000]  They're the ruthless mega banks that literally pay no taxes and have diplomatic immunity and who see us in our open society is an easy plum to take down from within.
[13:56.000 --> 14:08.000]  And so I'm here raising the alarm saying this is a fraud and this is wrong and they know that the military and the police and the president and other corporate leaders who are not.
[14:08.000 --> 14:10.000]  Evil.
[14:10.000 --> 14:12.000]  Realize this is really true.
[14:12.000 --> 14:18.000]  And we're creating a dichotomy between the globalists that hate the nation and want to conquer us.
[14:18.000 --> 14:24.000]  And those of us that love what's good about America and believe in our exceptionalism and believe in a future for us together.
[14:24.000 --> 14:30.000]  And that believe that we have a right and a duty to stand up against this.
[14:30.000 --> 14:36.000]  And so that's why they hate us so much because they can't even allow us to exist.
[14:36.000 --> 14:39.000]  Because they don't want to have a debate about what they've really set up.
[14:39.000 --> 14:40.000]  Remember.
[14:40.000 --> 14:43.000]  Just four years ago.
[14:43.000 --> 14:49.000]  Every newspaper in the country had articles every few weeks saying there's no new world or the Federal Reserve isn't private.
[14:49.000 --> 14:51.000]  Nobody wants a world government.
[14:51.000 --> 14:53.000]  There's no carbon taxes.
[14:53.000 --> 14:55.000]  There's no plan to break up families.
[14:55.000 --> 14:56.000]  There's no plans.
[14:56.000 --> 14:59.000]  And then boom, there's no agenda 21.
[14:59.000 --> 15:01.000]  There's no plan to take your guns.
[15:01.000 --> 15:03.000]  And now they're all of the news saying we're going to ban the Second Amendment.
[15:03.000 --> 15:05.000]  We're going to break your families up.
[15:05.000 --> 15:09.000]  We're going to force medical procedures, tainted vaccines on your GMO.
[15:09.000 --> 15:11.000]  Yeah, we're weather modification.
[15:11.000 --> 15:12.000]  We don't care what you think.
[15:12.000 --> 15:13.000]  Yeah, that you use unelected.
[15:13.000 --> 15:16.000]  We're going to arrest anybody that criticizes what we're doing.
[15:16.000 --> 15:19.000]  Yeah, we're going to ban all conservative and Christian speech.
[15:19.000 --> 15:22.000]  Yeah, the men in the military is obsolete.
[15:22.000 --> 15:23.000]  Robots.
[15:23.000 --> 15:24.000]  Yeah, we're going to have a mark of the beast.
[15:24.000 --> 15:28.000]  Microchips for the general public.
[15:28.000 --> 15:30.000]  Yeah, we've got a world government.
[15:30.000 --> 15:31.000]  Yeah, we've got a global social score.
[15:31.000 --> 15:37.000]  Yeah, the Communist Chinese have put spy chips on all the devices and are working with deep staters to take down America.
[15:37.000 --> 15:39.000]  Everything we told you is true.
[15:39.000 --> 15:46.000]  So our credibility's gone up so high we must be removed off the air because we are winners.
[15:46.000 --> 15:47.000]  We've been proven right.
[15:47.000 --> 15:49.000]  We've been proven steadfast.
[15:49.000 --> 15:50.000]  We've been proven loyal.
[15:50.000 --> 15:52.000]  We've been proven strong.
[15:52.000 --> 15:53.000]  We've been proven vigilant.
[15:53.000 --> 15:55.000]  So we have to be memory-hold.
[15:55.000 --> 16:21.000]  They can't compete with us.
[16:21.000 --> 16:33.000]  I want to be troublesome and pesky.
[16:33.000 --> 16:34.000]  I want to keep going.
[16:34.000 --> 16:38.000]  I want to make them do the ultimate, not just destroy us financially.
[16:38.000 --> 16:40.000]  I want to push all the way.
[16:40.000 --> 16:41.000]  I've committed to do that.
[16:41.000 --> 16:42.000]  I've prayed for that.
[16:42.000 --> 16:44.000]  And I've been told that's going to happen.
[16:44.000 --> 16:47.000]  But you've got a back-ish and I promise you this.
[16:47.000 --> 16:48.000]  I will never falter.
[16:48.000 --> 16:50.000]  I will never waver at the spiritual level.
[16:50.000 --> 16:51.000]  I physically will.
[16:51.000 --> 16:59.000]  But I give you my commitment if you financially support us at InfoWarsFor.com to give you my absolute total commitment.
[16:59.000 --> 17:03.000]  Introducing the final and biggest sale of 2018.
[17:03.000 --> 17:16.000]  InfoWars is proud to introduce the 12 days of Christmas and it's bigger than any previous sale before as we attempt to clear out all of our amazing inventory to escape the dreaded inventory tax at the end of the year.
[17:16.000 --> 17:24.000]  So get great products and help fund the InfoWars right now with the 12 days of Christmas that is special amongst a group of incredible sales.
[17:24.000 --> 17:30.000]  Now more than ever, InfoWars needs your support to continue to promote the spirit of Liberty and Americana.
[17:30.000 --> 17:32.000]  The truly is the Christmas spirit.
[17:32.000 --> 17:36.000]  When you shop at InfoWarsFor.com, you don't just get incredible sales during the 12 days of Christmas.
[17:36.000 --> 17:39.000]  You fund the very tip of the spear in the fight against the globalists.
[17:39.000 --> 17:46.000]  So today's 24 hour only special at InfoWarsFor.com is the powerful silver bullet.
[17:46.000 --> 17:47.000]  Always a great deal.
[17:47.000 --> 17:51.000]  It's now 60% off and knockout sleep support.
[17:51.000 --> 17:53.000]  Now 60% off.
[17:53.000 --> 17:57.000]  I want to thank you all again for making the entire InfoWars possible.
[17:57.000 --> 18:23.000]  You are the Resistance.
[18:23.000 --> 18:49.000]  It's time to take care of your morning routine.
[18:49.000 --> 19:00.000]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsFor.com.
[19:20.000 --> 19:26.000]  There's no way I could have the energy at the end of a long day to fight back against the chemicals in the food and water.
[19:26.000 --> 19:30.000]  To fight back against the modern day lifestyle with the screen time and the extended hours.
[19:30.000 --> 19:34.000]  To still have the stamina and endurance, energy and drive.
[19:34.000 --> 19:40.000]  To get to the gym, get to the park and get exercise that you need for your health.
[19:40.000 --> 19:44.000]  So go to InfoWarsFor.com and get Supermail Vitality before it's gone.
[19:44.000 --> 19:48.000]  This is actually our last run of Supermail Vitality.
[19:48.000 --> 19:53.000]  So I want you to experience Supermail Vitality before it's too late.
[19:53.000 --> 19:56.000]  Unleash the Supermail in you.
[19:56.000 --> 19:58.000]  Supermail Vitality.
[19:58.000 --> 20:19.000]  Supermail Vitality.
[20:28.000 --> 20:33.000]  Supermail Vitality.
[20:33.000 --> 20:44.000]  The arrogant globalists that were destroying nation states and sucking our country's industry and technology dry and transferring it to China were arrogant.
[20:44.000 --> 20:46.000]  They thought, oh, we'll defeat nationalists.
[20:46.000 --> 20:49.000]  People never organized against our world government.
[20:49.000 --> 20:54.000]  But in the last four or five years, they've gone from being arrogant to being very, very scared.
[20:54.000 --> 21:01.000]  And now they've overplayed their hand and are massively censoring and trying to arrest and indict.
[21:01.000 --> 21:11.000]  Not just presidents, not just prime ministers, not just corporate leaders, but anybody that simply stands up for justice and freedom.
[21:11.000 --> 21:15.000]  And especially anybody that stands up for the American way.
[21:15.000 --> 21:19.000]  Now let's get into it right now because here's the drumbeat.
[21:19.000 --> 21:26.000]  For two years, they've been telling President Trump, oh, you're not the target, sir. We know you're not involved in Russia, gay.
[21:26.000 --> 21:28.000]  In fact, there's nothing there.
[21:28.000 --> 21:34.000]  But they're just doing their investigation, even though it's all about some people brought in by Hillary and Obama.
[21:34.000 --> 21:40.000]  When you were president-elect, they were panicking. What were they going to do?
[21:40.000 --> 21:43.000]  They'd been in bed with Russia. They'd been in bed with China. They'd sold the nation out.
[21:43.000 --> 21:47.000]  They're the folks that say having a nation's bad, America existing.
[21:47.000 --> 21:49.000]  America was never great. It'll never be great.
[21:49.000 --> 21:51.000]  Governor Cuomo in New York.
[21:51.000 --> 21:54.000]  We're going to plunge the economy to stop Trump.
[21:54.000 --> 21:56.000]  Bill Maher, fellow reserves doing it.
[21:56.000 --> 22:00.000]  So these are the anti-American team in their own statements.
[22:00.000 --> 22:05.000]  Oh, but now Trump turned the economy around in so much two years.
[22:05.000 --> 22:08.000]  Oh, he's the agent right.
[22:08.000 --> 22:13.000]  And all of you that voted for him, you're all Russians too.
[22:13.000 --> 22:19.000]  Because the Democrats are desperate to cover up the fact that they're the people that have been selling America out.
[22:19.000 --> 22:25.000]  So now look at these headlines just today that are up on newswars.com and infowars.com.
[22:25.000 --> 22:27.000]  And then go to drudgerport.com.
[22:27.000 --> 22:32.000]  Let's go to drudgerport.com, the main front page of it.
[22:32.000 --> 22:38.000]  And just look at the crazed look of Schiff, you know, Schiff and Alexander Cortez.
[22:38.000 --> 22:43.000]  You're not just waiting for a weird moment to grab a screenshot that isn't honest.
[22:43.000 --> 22:49.000]  They always have that power-mad lunatic look in their eyes.
[22:49.000 --> 22:55.000]  I mean, this guy is incredible. He kept, he helped cover up Uranium One, all the crimes of Hillary, her foundation.
[22:55.000 --> 22:58.000]  And here he is on national television today.
[22:58.000 --> 23:03.000]  We're going to play the clip in a moment saying Trump's going to have jail time.
[23:03.000 --> 23:07.000]  Trump may face real prospect of jail time.
[23:07.000 --> 23:12.000]  And they're getting you ready because they always told the president, oh, sir, we know you didn't do anything.
[23:12.000 --> 23:15.000]  So he wouldn't move on them early on.
[23:15.000 --> 23:17.000]  They wanted to build the fraud up.
[23:17.000 --> 23:29.000]  And Trump thought he'd turn the economy on and secure the border and increase the military pay and try to get rid of the unfunded, you know, mandate of Obamacare, which he,
[23:29.000 --> 23:39.000]  and give you two good Supreme Court justices compared to what Hillary would do and thousands of new factories coming back on the best unemployment numbers in 100 years.
[23:39.000 --> 23:42.000]  Let's see.
[23:42.000 --> 23:45.000]  That was his blind spot that he was innocent.
[23:45.000 --> 23:47.000]  So he thought this is a joke.
[23:47.000 --> 23:48.000]  They don't care.
[23:48.000 --> 23:54.000]  They're going to go knowing you have hundreds of lawyers over properties like people you raided in Chicago.
[23:54.000 --> 23:55.000]  They're raiding a bunch of Trump lawyers.
[23:55.000 --> 23:59.000]  And then they'll find one of the Trump lawyers not paying taxes.
[23:59.000 --> 24:09.000]  And they tell them you go say President Trump told you to do this and that or you're going to serve decades in prison.
[24:09.000 --> 24:19.000]  And people like Michael Cohen will totally change their tune from Trump do nothing about big deal of private money being transferred an old girlfriend.
[24:19.000 --> 24:21.000]  Wasn't even campaign funds.
[24:21.000 --> 24:22.000]  The money was reimbursed.
[24:22.000 --> 24:25.000]  The Clintons have billions in illegal stuff in their foundation.
[24:25.000 --> 24:27.000]  But that's OK.
[24:27.000 --> 24:30.000]  Just oh Trump years ago.
[24:30.000 --> 24:34.000]  Money you a woman from a decade plus ago.
[24:34.000 --> 24:38.000]  And now we want to indict the president, even though it's a separation of powers.
[24:38.000 --> 24:40.000]  These grand juries won't be able to do anything.
[24:40.000 --> 24:44.000]  But the media knows the public's ignorant about the separation of powers.
[24:44.000 --> 24:50.000]  And so they're going to act like the president's going to jail.
[24:50.000 --> 24:53.000]  To build a momentum that everything he does is illegitimate.
[24:53.000 --> 24:58.000]  So they can then breathe a sigh of relief.
[24:58.000 --> 25:03.000]  And get him out of office and not go to prison for all the real crimes they've committed.
[25:03.000 --> 25:04.000]  And that's why they're so dangerous.
[25:04.000 --> 25:05.000]  Andrew McCarthy.
[25:05.000 --> 25:09.000]  Why Trump is likely to be indicted by Manhattan U.S. Attorney.
[25:09.000 --> 25:10.000]  We'll play that next segment.
[25:10.000 --> 25:11.000]  That's Fox News.
[25:11.000 --> 25:17.000]  The major takeaway from the 40 page sentencing memorandum filed by federal prosecutors Friday for Michael Cohen.
[25:17.000 --> 25:19.000]  President Trump's former personal attorney is this.
[25:19.000 --> 25:25.000]  The president is very likely to be indicted on a charge of violating federal campaign finance laws
[25:25.000 --> 25:33.000]  from a stool pigeon who's pled guilty to laundering 15 million separate from the president in a taxi cab company.
[25:33.000 --> 25:39.000]  Who's totally changed his testimony and who's been indicted for lying to the FBI and lying to Congress.
[25:39.000 --> 25:43.000]  So a known liar they claim now changes the story.
[25:43.000 --> 25:45.000]  But remember we're going to play this coming up too.
[25:45.000 --> 25:51.000]  Remember when the news like we have the tape of Trump paying off Stormy Daniels and some other woman.
[25:51.000 --> 25:55.000]  We have the tape and Cohen walks he goes hey how's it going.
[25:55.000 --> 25:57.000]  And Trump's like OK great what's going on.
[25:57.000 --> 25:58.000]  Well you know we're going to need to make a payment.
[25:58.000 --> 26:00.000]  No no no what are you talking about.
[26:00.000 --> 26:01.000]  What.
[26:01.000 --> 26:04.000]  So it's the opposite.
[26:04.000 --> 26:09.000]  It's like the Jim Acosta video where he grabs the mic from the intern and pushes her arm down.
[26:09.000 --> 26:12.000]  They go he didn't touch her fake video Alex Jones.
[26:12.000 --> 26:15.000]  Everyone saw it. We didn't do anything but zoom in.
[26:15.000 --> 26:21.000]  But this is the games the mind control they play.
[26:21.000 --> 26:25.000]  They go on to say Fox News can now tell you Trump is the target.
[26:25.000 --> 26:29.000]  Hell we told you before the investigation started they were going to do this and he was the target.
[26:29.000 --> 26:31.000]  We told you he was being illegally spied on.
[26:31.000 --> 26:32.000]  And see it goes.
[26:32.000 --> 26:36.000]  Info wars is the source of Trump being illegally spied on.
[26:36.000 --> 26:42.000]  Yeah. Because we got the DEA documents with my personal phone numbers that nobody's got.
[26:42.000 --> 26:44.000]  And Trump's and everything else.
[26:44.000 --> 26:49.000]  And then more of it came out and they bragged they were spying on him.
[26:49.000 --> 26:51.000]  Illegal and found nothing.
[26:51.000 --> 26:52.000]  That's all the real crimes.
[26:52.000 --> 26:56.000]  Nixon got kicked out of office for spying on one psychiatrist.
[26:56.000 --> 26:57.000]  They've all been doing it.
[26:57.000 --> 26:58.000]  Where's that.
[26:58.000 --> 27:00.000]  If Trump doesn't move against them now.
[27:00.000 --> 27:05.000]  Because he can't find any good men that'll take action in the Justice Department.
[27:05.000 --> 27:08.000]  It just shows what a bucket of cowards America has become.
[27:08.000 --> 27:15.000]  And even though we had a good president in there he couldn't find a dog that would hunt.
[27:15.000 --> 27:20.000]  In the whole world.
[27:20.000 --> 27:22.000]  So we're going to go to break and then I'm going to come back and play all three of the clips.
[27:22.000 --> 27:24.000]  I'm going to play Schiff.
[27:24.000 --> 27:27.000]  I'm going to play the Democrats saying they're going to start impeachment.
[27:27.000 --> 27:33.000]  And then I'm going to play Andrew C. McCarthy.
[27:33.000 --> 27:36.000]  Getting into the fact that they're going to indict the president.
[27:36.000 --> 27:37.000]  So there you go.
[27:37.000 --> 27:38.000]  And is it for Russia?
[27:38.000 --> 27:39.000]  No.
[27:39.000 --> 27:52.000]  It's for Cohen sending money to a woman the president had sex with 12, 13 years ago.
[27:52.000 --> 27:53.000]  And that's it.
[27:53.000 --> 27:54.000]  There's your Russia.
[27:54.000 --> 27:57.000]  Ladies and gentlemen, he's not in a Russian hotel getting pissed on.
[27:57.000 --> 27:59.000]  None of that's true.
[27:59.000 --> 28:00.000]  All of its lies.
[28:00.000 --> 28:04.000]  But by the way, Comey admitted and testimony to Congress this week was closed door.
[28:04.000 --> 28:06.000]  They released a transcript.
[28:06.000 --> 28:07.000]  He says he's such a liar.
[28:07.000 --> 28:09.000]  They demanded to be a transfer police.
[28:09.000 --> 28:10.000]  Republicans did.
[28:10.000 --> 28:13.000]  And he admits, oh no, we know the still dossier is fake.
[28:13.000 --> 28:21.000]  And of course, remember coming live to Congress and said that he never anything about the dossier or steal or spy on the president.
[28:21.000 --> 28:23.000]  And he never knew anybody that leaked.
[28:23.000 --> 28:26.000]  Well, he was asked if you talked to the media about this.
[28:26.000 --> 28:28.000]  Oh, no, I've never talked to the media.
[28:28.000 --> 28:30.000]  I've never done nothing.
[28:30.000 --> 28:32.000]  I know nothing.
[28:32.000 --> 28:33.000]  No.
[28:33.000 --> 28:34.000]  No.
[28:34.000 --> 28:35.000]  Remember Hogan's heroes.
[28:35.000 --> 28:36.000]  If you're old enough to remember that.
[28:36.000 --> 28:38.000]  I know nothing.
[28:38.000 --> 28:39.000]  Nothing.
[28:39.000 --> 28:41.000]  No.
[28:41.000 --> 28:44.000]  All these criminals caught with their ass hanging out.
[28:44.000 --> 28:49.000]  And now they want to get rid of this great president because he used his own money.
[28:49.000 --> 28:54.000]  They claim well through the campaigns they would know is to give a woman $107,000.
[28:54.000 --> 28:55.000]  Yeah.
[28:55.000 --> 28:56.000]  Where's the Russia gate?
[28:56.000 --> 29:00.000]  Only in Hillary and Obama's play.
[29:00.000 --> 29:05.000]  You deserve a deep restful sleep with knockout by info wars life.
[29:05.000 --> 29:16.000]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L tryptophan, lemon balm leaf extract and melatonin.
[29:16.000 --> 29:29.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep. Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[29:29.000 --> 29:37.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[29:37.000 --> 29:39.000]  Wake up refreshed and take on the day.
[29:39.000 --> 29:47.000]  Info wars life wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[29:47.000 --> 29:51.000]  Get the sleep you deserve and experience the power of knockout.
[29:51.000 --> 29:55.000]  Head on over to info wars life dot com and say goodbye to fatigue.
[29:55.000 --> 30:20.000]  That's info wars life dot com.
[30:20.000 --> 30:29.000]  For stage compact filtration system that will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[30:29.000 --> 30:39.000]  It's compact in size, easy to install and maintain and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[30:39.000 --> 30:46.000]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[30:46.000 --> 30:54.000]  Head to info wars store dot com and whether it's your first water filtration purchase or you're looking to replace your current run down systems.
[30:54.000 --> 31:00.000]  It's time to go big and go home with the pro pure whole house filtration system today.
