[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[06:09.000 --> 06:22.000]  That's why I'm introducing the shield toxic metal and chemical defense support it's made in the USA. It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war.
[06:22.000 --> 06:34.000]  It is a classical 360 when this is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[06:34.000 --> 06:45.000]  You want to yourself. You want to your family and you owe it to the future of this country in the world that patriots stay as healthy and as clean and as focused as you can be because we need you.
[06:45.000 --> 06:53.000]  The remnant of America to reignite those brush fires the next level and to be healthy and as focused as you can be. Thanks to your support and your prayers together.
[06:53.000 --> 06:58.000]  We're changing the world. Now it's time to change our bodies with z-shield and info wars live dot com.
[06:58.000 --> 07:05.000]  They use their media to assassinate real news. They use their schools to teach children that their president is another Hitler.
[07:05.000 --> 07:13.000]  They use their movie stars and singers and comedy shows and award shows to repeat their narrative over and over again.
[07:13.000 --> 07:27.000]  And then they use their ex president to endorse the resistance all to make them march make them protest make them scream racism and sexism and xenophobia and homophobia to smash windows burn cars shut down
[07:27.000 --> 07:37.000]  interstates and airports bully and terrorize the law abiding until the only option left is for the police to do their jobs and stop the madness.
[07:37.000 --> 07:52.000]  And when that happens they'll use it as an excuse for their outrage. The only way we stop this the only way we save our country and our freedom is to fight this violence of lies with the clenched fist of truth.
[07:52.000 --> 07:58.000]  I'm the National Rifle Association of America and I'm freedom's safest place.
[08:23.000 --> 08:34.000]  I am extremely honored right now. I feel like I just won an Oscar, a Pulitzer prize, a Nobel Peace Prize.
[08:34.000 --> 08:43.000]  But to be honest, I wouldn't want one of those prizes. Those are those are awards that come from the criminal parasitic globalist system.
[08:43.000 --> 09:01.000]  No, the award I've won is being singled out by the globalist criminals that have hijacked this country and that have taken over our government and have been selling our jobs and industry and secrets out to authoritarian regimes like communist China
[09:01.000 --> 09:10.000]  and who admit they have a plan of deindustrialization and poverty to bring the American people to heal or to submission.
[09:10.000 --> 09:20.000]  That is globalism. I am so honored that we've rebooted America together. I am so honored that we're in the fight of our lives and we have the upper hand in the initiative now.
[09:20.000 --> 09:31.000]  I am so honored to see the sleeping giant rise from its great slumber now becoming fully awake and electricity pulsing from its eyes.
[09:31.000 --> 09:53.000]  I am honored. Very, very, very, very honored to have the Federal Elections Commission call for a group of hearings against myself, Matt Drudge and of course Breitbart
[09:53.000 --> 10:01.000]  and admitting that we're under criminal FBI investigation for espionage against the United States.
[10:01.000 --> 10:12.000]  This is so incredible to have the actual globalists that have hijacked the country, sold us out to communist China, sold us out to the TPP, the IMF, the World Bank, the carbon taxes.
[10:12.000 --> 10:25.000]  Trump's pulling us out of all that treason to have the actual enemies, the actual operatives point their dirty, low-down, slimy, cowardly fingers at me
[10:25.000 --> 10:36.000]  and other true Americana patriots like Drudge and Breitbart and say that we are under criminal investigation for espionage
[10:36.000 --> 10:42.000]  and that they want us subpoenaed and that they want us drugged before Congress. Here's the problem though.
[10:42.000 --> 10:50.000]  They did poison. I saw the medical report, the Secret Service, asking not to make it public of Roger Stone who was hit with polonium
[10:50.000 --> 10:55.000]  right when they were going to call before Congress. They wanted to kill him so they could blame him for everything and have him dead.
[10:55.000 --> 11:10.000]  Didn't work. Didn't get enough of it into him. And they've tried this with other folks. They want to scapegoat. So the problem is they may try to kill Drudge and myself and others before they have the hearings.
[11:10.000 --> 11:19.000]  But I'm just pointing that out. If it does happen, it's very, very obvious. But we win that way either way. This is unbelievable.
[11:19.000 --> 11:30.000]  Now, a few months ago, what, four months ago, they had hearings in the House Armed Services Committee and had a Board of Governors member of the FCC,
[11:30.000 --> 11:42.000]  under the Directorate of the Central Intelligence Agency, it's all right here, come in and say that there is a criminal espionage investigation against R.T. Rupley
[11:42.000 --> 11:50.000]  and then InfoWars. He says, of course, InfoWars. Oh, yes, of course, InfoWars. I hardly watch R.T.
[11:50.000 --> 12:01.000]  We post some of their stories, just like we post, you know, associated press stories. R.T. is kind of leftist and milk toast. I don't really like it.
[12:01.000 --> 12:17.000]  Everybody knows that. But again, they had that CIA report back in January. Turns out it wasn't 17 agencies. It was three Democratic hacks put it together.
[12:17.000 --> 12:25.000]  Said 17 agencies agreed with it. That said, oh, four years ago, R.T. had a report criticizing Hillary. Oh, my goodness, there's the total proof.
[12:25.000 --> 12:36.000]  A foreign TV system criticized Hillary. Oh, my gosh, that's why she lost. She had Hollywood, Saudi Arabia, the EU, most of Wall Street, Goldman Sachs, J.P. Morgan,
[12:36.000 --> 12:45.000]  all the big universities, most of the newspapers, all pushing for her, but she lost. She rigged the debate questions. She ran the major media.
[12:45.000 --> 12:57.000]  She had fake polls. She had the whole world against Trump and the American people, but failed. And now they want to blame me.
[12:57.000 --> 13:03.000]  Here's the headline. And I read this this morning, and I thought, is it really that bad? But I knew they admitted the criminal investigation then,
[13:03.000 --> 13:09.000]  but then it was in McClatchy, just a footnote when they called the FBI. They said, yes, criminal investigation, and they'd set it in Congress.
[13:09.000 --> 13:19.000]  And we've got those clubs coming up. But then I actually read the letter from Ellen L. Weintraub. Boy, you ought to read about this lady.
[13:19.000 --> 13:25.000]  Look at her. You're a TV viewer in FullWars.com forward slash show.
[13:25.000 --> 13:31.000]  There's another person that's all into she's on the Federal Elections Commission, and she says this and she says that.
[13:31.000 --> 13:39.000]  These are the same people that say churches don't have a right to be pro-life because that's political. The First Amendment says Congress shall make no law
[13:39.000 --> 13:46.000]  respecting the establishment of religion or prohibiting the free exercise thereof. Then it gets into the press and everything else.
[13:46.000 --> 13:52.000]  Congress has no jurisdiction, but the Democrats have intimidated Christian churches, conservative churches, libertarian churches,
[13:52.000 --> 13:59.000]  patriot churches into having no views on anything as if you have no free speech because it's a violation of church and state.
[13:59.000 --> 14:08.000]  Church and state is state-run religion, and the government endorsing one religion, a.k.a. Islam, is unconstitutional.
[14:08.000 --> 14:14.000]  Not our system of open, free-to-practice religion.
[14:14.000 --> 14:22.000]  But again, they turn that around where Republicans are trying to pass laws saying churches can endorse political candidates or have political views.
[14:22.000 --> 14:31.000]  Pro-Second Amendment, you name it. Of course they can. The Democratic Party never stopped their churches from being open, globalist combines.
[14:31.000 --> 14:43.000]  But again, this lady says we need to be shut down. We need to be arrested. We need to be hauled before Congress.
[14:43.000 --> 14:53.000]  Because with no evidence, I'm getting money from the Russians or subsidiaries. They're hoping they can go through any sponsors we have from third-party
[14:53.000 --> 15:02.000]  Adblade and all these other, you know, third-party, everybody else has, and hope some company advertised on there was some Russian connection.
[15:02.000 --> 15:07.000]  The good news is, those are all third-party sites I don't even do it, and that's only about 25% of our revenue.
[15:07.000 --> 15:13.000]  All the rest of it is supplied by you, the listeners and viewers. Maybe they'll go through your names, see if you're a Russian.
[15:13.000 --> 15:29.000]  But the answer to this is, ladies and gentlemen, is to show the witch hunt, the intimidation, the McCarthyism to the next power, tyranny and beyond, in a desperate, last gasp move.
[15:29.000 --> 15:43.000]  FBI counterintelligence investigators were probing whether far-right sites like Breitbart and InfoWars had coordinated with Russian bonnets to blitz social media with anti-Clinton stories.
[15:43.000 --> 15:53.000]  Oh my gosh. So here's the new ones. That's McClatchy. The examiner. New fears. Drudge, InfoWars, Breitbart could face dim FEC inquisition.
[15:53.000 --> 16:14.000]  That's their words. In a revived bid by a top federal elections commission, Democrat could lead to an inquisition against conservative media outlets like Breitbart, InfoWars and Breitbart that take political advertising and are overseen by right-leaning owners and editors.
[16:14.000 --> 16:24.000]  See, Hollywood, CNN, Bezos can get 600 million from the CIA to run the Washington Post and attack the president, myself and others.
[16:24.000 --> 16:35.000]  But all that's okay. The fact that we're right-leaning and we're over media and we're open about our political views means why it violates the election laws.
[16:35.000 --> 16:45.000]  No, it doesn't. But they don't care. They want to create that illusion and then connect it to Russia to bring in criminal charges.
[16:45.000 --> 16:54.000]  The answer is we need to get more aggressive, more in their face, not become intimidated by it and be less political.
[16:54.000 --> 17:09.000]  Political is the first amendment. You have the frothing CNN admitting its mission is to bring down Trump, the frothing Washington Post, the frothing New York Times, owned by a Mexican kingpin, probably the second or first most rich man in the world,
[17:09.000 --> 17:25.000]  up to his eyeballs in muck and slime, making $10 billion off U.S. taxpayers off the Obama phone eight years of that garbage, over a billion a year, in a government contract profit.
[17:25.000 --> 17:41.000]  Oh, yes, the Saudi Arabians, the communist Chinese, the Russians financing Hillary, the Russians, hundreds of millions to her foundation, 30 plus million to the Podestas for uranium, they secret meetings with Putin, companies with Russians, traveling to Russia every month for years,
[17:41.000 --> 17:57.000]  secret servers, none of that's under investigation. No, no, info wars, promoting the Second Amendment, securing our borders, standing up against random acts of cop killing, standing up against Black Lives Matter funded by the globalist.
[17:57.000 --> 18:21.000]  And we, oh yes, I love this. This is so ridiculous. This is so delicious. And it goes on to say the plan set for discussion at the FCC's meeting Thursday, we got to watch this live, could open the door to political subpoenas targeting the websites.
[18:21.000 --> 18:31.000]  I love it. With editorial news decisions and their owners, maybe even Matt Drudge and Alex Jones, according to an expert analysis. Well, we've been listed.
[18:31.000 --> 18:46.000]  Again, this is just pure intimidation. We give into this, it's over, ladies and gentlemen, but it's the mouse that roared. It's a joke. It's like a two year old saying they're going to beat up Mike Tyson and his prime, you know, in 1987, 88.
[18:46.000 --> 19:00.000]  She said the tracking foreign influence and elections to be the FCC's finest hour. Oh yes, adding, I believe that this commission can indeed rise to the challenge of understanding what happened in 2016.
[19:00.000 --> 19:08.000]  You lost people hate you and plugging any legal or procedural holes that could allow foreign actors to interfere with future elections.
[19:08.000 --> 19:24.000]  In her effort targeting foreign influence in federal and state elections, Commissioner Ellen Weintraub would probe spitting by overseas sources and even particular foreign owned US firms on campaigns, including their media buys.
[19:24.000 --> 19:35.000]  Foreign influence is illegal in elections. And it goes on to say there are, again, a counterterrorism counter espionage investigation.
[19:35.000 --> 19:43.000]  The report also points out, this is the letter to Congress to Russia ties to conservative ownership and funding as the political target of investigations.
[19:43.000 --> 19:53.000]  citing a McClatchy report said FBI counterterrorism investigations counterintelligence investigators were probing whether far right sites like Breitbart news implores accorded with Russian outlets.
[19:53.000 --> 19:58.000]  Again, ladies and gentlemen, will there be an investigation if I'm coordinating with Pluto?
[19:58.000 --> 20:09.000]  Fully cooked, ready to eat bacon. I'm talking thick meaty, center cut, presidential bacon, savory and delicious. I buy some, I use some, I store some, awesome.
[20:09.000 --> 20:20.000]  No refrigeration needed with a 10 year shelf life, NASA pack technology, bacon, fully cooked, fully hydrated, ready to eat right from the pack bacon, or warm and served.
[20:20.000 --> 20:29.000]  Life saving, ready to eat bacon, 10 year shelf life bacon, ships free at fullycookedbacon.com, fullycookedbacon.com.
[20:29.000 --> 20:36.000]  If there's a toxic chemical, biological gas smoke emergency while traveling at home or on your job, are you protected? Are you prepared?
[20:36.000 --> 20:42.000]  There are over 400,000 fires in the USA every year. Up to 85% of all deaths on a fire are due to smoke inhalation.
[20:42.000 --> 20:51.000]  Three minutes without air and we as humans will die. Be prepared and escape safely with our safe escape smoke hoods, giving you up to 60 minutes of breathable air protection.
[20:51.000 --> 20:58.000]  Order yours online at ase-safety.com, that's ase-safety.com, and get up to 40% off plus free shipping.
[20:58.000 --> 21:04.000]  Today I'm excited to announce the new limited shipment of DNA forces finally arrived at the M4's warehouse in Austin, Texas.
[21:04.000 --> 21:13.000]  We have thousands of listeners on the waiting list who've signed up for auto-ship to receive out-of-stock products like DNA Force, and we are now once again expected to sell out very, very soon.
[21:13.000 --> 21:20.000]  And when it comes to a formula that is such a game changer, like DNA Force, we never know when we will be able to secure an additional supply of the key ingredients.
[21:20.000 --> 21:38.000]  The secret behind DNA Force is its powerful lineup of patented ingredients like CoQ-10, systematic enzymes, NAR-lipolic acid, BiOPQQ, and many others. BiOPQQ alone is backed by an unprecedented 175 clinical studies, and just one batch of this stuff costs us more than $30,000.
[21:38.000 --> 21:49.000]  Visit m4slife.com and read the reviews for yourself. Over 700 reviews have given DNA Force an unheard of 4.8 out of 5 stars through our third party certified review agency Power Review.
[21:49.000 --> 21:57.000]  Take advantage of this new limited shipment and get DNA Force today at m4slife.com before it sells out again. That's m4slife.com.
[22:19.000 --> 22:25.000]  Your family deserves the best.
[22:49.000 --> 23:08.000]  The answer to being in control of your own health care is freedom from insurance. Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[23:08.000 --> 23:22.000]  Individual share amounts begin at $107 a month and $347 for families. Choose from three health sharing programs. Holistic treatment may be eligible for sharing. See guidelines. Discount programs available for dental, vision, and pharmacy.
[23:22.000 --> 23:27.000]  Go to libertyoncall.org. That's libertyoncall.org.
[23:27.000 --> 23:37.000]  This is Dan Pilla. Do you owe the IRS money you can't pay? Are tax debts crippling you? I've defended people from the IRS for over 30 years. I've helped thousands and I can help you too.
[23:37.000 --> 23:49.000]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case. Call 800-34-NO-TAX to finally get free of IRS debt. With the IRS's new programs, there's never been a better time to solve your problem.
[23:49.000 --> 24:15.000]  Call 800-34-NO-TAX. That's 800-34-NO-TAX or my website, danpilla.com.
[24:15.000 --> 24:31.000]  You have the Democrats along with the Republican establishment that have completely sold this country out to multinational interests. They try to transfer what little power Congress and the states had to the TPP, Trans-Pacific Partnership, and other trees in its operations.
[24:31.000 --> 24:47.000]  Trump has pulled us out of that. He has put Saudi Arabia and the EU in line. He has said no to the G20 dictating our internal operations. He has gotten $3 trillion in the stock market, hundreds of billions in new jobs, over 1,000 companies to move back to the United States,
[24:47.000 --> 25:02.000]  60-plus percent reduction in illegals coming across the border, all in just six months, and killed the global carbon tax. And so the outsiders that had hijacked this country are upset. They're mad. So they're saying, he's a Russian spy.
[25:02.000 --> 25:22.000]  They're saying I'm a Russian spy. They're saying Drudge is. And now the Democrats have announced that they want expanded congressional hearings and criminal investigations of yours truly Breitbart News Service and Matt Drudge as involved in criminal espionage on the payroll of
[25:22.000 --> 25:33.000]  Vladimir Putin. These people have brought the term witch hunt to a whole new level.
[25:33.000 --> 25:45.000]  Now, a lot of people think, oh my gosh, you got mainstream news after you. You got Democrats after you. This is scary. Let's avoid conflict. I'm trying to draw conflict. I'm trying to draw these traders out.
[25:45.000 --> 25:55.000]  They're the ones that sold us out to the globalist. They're the ones that sold us out to the multinationals. They're the ones up to their eyeballs with the Russians and over their head with the chai comms.
[25:55.000 --> 26:02.000]  That the Democrats that gave the reactors and the fissile material and the missile secrets to North Korea.
[26:02.000 --> 26:21.000]  The Clintons are like beyond Dr. Evil from Austin Powers. I mean George Soros in the last Bond movie. The quantum group is Soros's group. That's literally, MI6 admitted they helped write the script. That's George Soros.
[26:21.000 --> 26:35.000]  He's a literal Bond villain trying to finance riots and cop killing and over through the Middle East and open the borders of Europe. He's behind it all. And he's a Nazi collaborator still alive at almost 90.
[26:35.000 --> 26:51.000]  David Rockefeller died this year. Brzezinski died this year. They're falling like dominoes, ladies and gentlemen. God and time is having its way with them. Death the great equalizer. But I am so pleased by this.
[26:51.000 --> 27:14.000]  This is such an act of desperation to have McClatchy, to have Congress, to have Washington Examiner reporting on it, to have the letter from the commissioner, Ellen L. Weintraub, put this lady on screen for TV viewers, come out and basically say I'm a Russian agent.
[27:14.000 --> 27:24.000]  Yeah, and I'm a monkey's uncle too, lady. You know what? I think I'm going to go to Russia sometime this year just to make a big deal out of this. And I'm not following their intimidation, their garbage.
[27:24.000 --> 27:40.000]  You know, since I was supposedly controlled by this place, I've been to Spain, I've been to Italy, I've been to England, I've been to Central America. But I've never been to Russia. I ought to go see this wonderland that made my ancestors on both sides come over on the Mayflower
[27:40.000 --> 27:53.000]  and made my ancestors help start and win the Revolutionary War and made my ancestors literally kick off the Texas Revolution. My ancestors literally started the whole thing, got the orders from Jackson, everything, raised Colonel Travis' son, all of it.
[27:53.000 --> 28:09.000]  I just didn't know. I didn't know it was the Russians did all that. I didn't know it was my ancestors related to the tutors and directly related to the, all the rest of the folks from England and the invention of the stock market.
[28:09.000 --> 28:29.000]  I didn't know all that. I didn't understand that. I thought it all came. Oh, you see, from my Russian bosses, Comrade Jones, a whole nother level, ladies and gentlemen, isn't that just sweet?
[28:29.000 --> 28:41.000]  I didn't do anything in my life. The Russians did it all. They started in full wars 22 years ago. In fact, my mother didn't give birth to me. Putin did. And Putin wiped my butt when I was a baby.
[28:41.000 --> 28:59.000]  No, the truth is, Hillary lost the globalist loss. They got caught trying to steal the election. They tried to steal six states. They did steal five. This same lady, Gottlieb, Weintrop, all of them, who's the other one? It's the other one attacking me.
[28:59.000 --> 29:10.000]  Armstrong, admittedly working for the CIA through the Board of Governors, saying I'm clearly a Russian agent under investigation. Those clips are coming up in the next segment.
[29:10.000 --> 29:23.000]  She's the one that called out Trump saying I demand that you come out and show your evidence, President, that there were illegals voting.
[29:23.000 --> 29:34.000]  And then, of course, it turned out that that violated all sorts of ethics. I mean, I mean, this lady is a Democratic party, slime ball, operative at every single level.
[29:34.000 --> 29:45.000]  And when we come back, I'll play the clips of them again. Now they say I'm commanding the Russians, ladies and gentlemen. I'm commanding the Russians, ladies and gentlemen.
[29:45.000 --> 30:08.000]  I mean, this is the next level insanity because they're the traitors. They're the enemy. They're the outsiders. They say that we are what they are.
[30:08.000 --> 30:17.000]  Barack Obama. After running for president for the little guy campaigning against big money, he got out of office and immediately became that what she campaigned against.
[30:17.000 --> 30:27.000]  Washington fat cats, multi-million dollar book deals, multi-million dollar mansions. Meanwhile, the little guy is looking for a new doctor or insurance plan they can afford because of the health care bill he lied about.
[30:27.000 --> 30:37.000]  Leonardo DiCaprio, a man committed to warning you about the perils of global warming. Right after he flies to you on his G-20 jet airplane, then cascades off into the great blue on a super yacht, George Clooney.
[30:37.000 --> 30:43.000]  A man who preaches open borders and tolerance but could not tolerate the open borders of Europe, so move back to the United States.
[30:43.000 --> 30:53.000]  Bernie Sanders, the head commie who has been against millionaires and billionaires that has accept himself with his multiple houses and cars and with his wife under investigation for bank fraud.
[30:53.000 --> 31:08.000]  Don't fall victim to political fraud. Stay informed at infowars.com. This is Owen Schreuer.
[31:23.000 --> 31:38.000]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most toxic effects for themselves. The general public doesn't.
[31:38.000 --> 31:53.000]  The Alexa Pure Breeze would be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean. This is a system I'm personally putting in throughout my house replacing older, more expensive filters that didn't do as good a job.
[31:53.000 --> 32:09.000]  Find out why this system is so revolutionary today at infowarsstore.com.
[32:23.000 --> 32:35.000]  We've brought out a lot of amazing products like Survival Shield X2, SuperMail Vitality and so many others with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[32:35.000 --> 32:48.000]  This formula is the platinum standard of multivitamin mineral products and this part is most important. The ingredients in vitamin mineral fusion are either plant derived or of the highest quality lab standard.
[32:48.000 --> 32:59.000]  That means it's clean, that means it's pure and rest secured. You're finding the tip of the spear in the info war. That's infowarslife.com and vitamin mineral fusion. Take action now before we sell out.
[33:18.000 --> 33:47.000]  Yeah, once people ran to the Democrats, now they run from here. But it must be.
[33:47.000 --> 33:58.000]  The Russians fault that folks don't like Black Lives Matter shooting cops every week in the back of the head for no reason or running around claiming everybody's racist.
[33:58.000 --> 34:16.000]  Or George Soros, the Nazi collaborator, funding radical Islam to take over the Middle East and then invade Europe and bragging about it or trying to bankrupt the economy, trying to turn our coal plants off so our power prices double or having the night circuit rule that American flags can't be worn in California schools because they're hateful.
[34:16.000 --> 34:28.000]  I mean, it just goes on and on. The insanity. There were articles all over the news yesterday saying Jones is bashed transsexuals. I said I'm a libertarian. I'm not bashing anybody.
[34:28.000 --> 34:39.000]  I know it makes it more of a treat. You know, if people make themselves the center of attention, like a little kid standing in front of the television, everybody tries to watch the Super Bowl, but it's a bunch of grandstanding.
[34:39.000 --> 34:52.000]  And I said the Daily Mail and Associated Press and others that reported a man gives birth for the first time. And I knew it would be a woman who thinks she's a man that has a uterus and had a baby.
[34:52.000 --> 35:05.000]  You, atomically, you genetically, you have a uterus. You have hormones. You are a woman. Mentally, you may think you're a man. You may even have brain characteristics like a man. I get that.
[35:05.000 --> 35:19.000]  But you have a uterus. That is how in the mammal kingdom, we know you are the female. But I was reading on the Democratic Party run.
[35:19.000 --> 35:31.000]  Media matters. Soros funded. It was the most unintentional comedy. All these people in their own echo chamber, most of it bots saying, look how insane he is. Yes, he's crazy. Ha ha.
[35:31.000 --> 35:47.000]  Poor ignorant fool. He doesn't know that if a woman says she's a man, she is. They were saying, I'm crazy. I'm bigoted. I'm nuts. I'm I'm hateful because I said it's a woman. It's a woman. It's a woman.
[35:47.000 --> 35:59.000]  And then they're in such a cult where they control reality, they believe that they say that it's really a man and that a man had a baby.
[35:59.000 --> 36:10.000]  And then I said, no, the only place you have other creatures having having having babies other than in a woman in a person is in cows, pull up MIT forum.
[36:10.000 --> 36:25.000]  Humanoids gestating on farms across the United States. MIT last year, hundreds of publications. And I said, they've got all sorts of weird cross species things growing that aren't human that are humanoid.
[36:25.000 --> 36:34.000]  And I said, other than that, the only place you have babies being created is in women. There it is. Human animal chimeras are gestating on US research farms.
[36:34.000 --> 36:44.000]  But media matters will edit that out and say, Jones insanely again, claim that there's such a thing as chimeras. He's totally insane and a Russian agent.
[36:44.000 --> 36:56.000]  Oh, yeah, who sounds like a kook? Not me. But don't worry, more insanity is coming. If you just joined us.
[36:56.000 --> 37:00.000]  It's on info wars.com. It's on drudgereport.com.
[37:00.000 --> 37:07.000]  Because we're effective. We're under attack. New fears, drudge info wars Breitbart could face dim FEC inquisition.
[37:07.000 --> 37:19.000]  There's no could face it. They say we're under criminal investigation for getting money from the Russians with no evidence, and I've got no money from the Russians.
[37:19.000 --> 37:26.000]  Again, because they're losers. They lost the election.
[37:26.000 --> 37:40.000]  So Ellen L. Weintrop knows full well that Podesta is up to his eyeballs with Russian and Chinese connections. So is Hillary. And so what do they do? They turn the narrative around and say, Trump is involved with the Russians.
[37:40.000 --> 37:49.000]  The only way Trump was involved was saying, Hey, I don't care who has the WikiLeaks. It's illegal. It was an illegal server. I don't care if it's some kid in the basement or it's the Russians, release it.
[37:49.000 --> 37:58.000]  And so his son for five minutes met with some lawyer and said, Do you have the evidence of them being Rusky spies? That's what an American does. It's what a patriot does.
[37:58.000 --> 38:07.000]  A Rusky agent doesn't start meeting with every Russian they can find to say, Hey, is it true she's on your payroll? That's what a patriot does.
[38:07.000 --> 38:22.000]  Again, invert reality. You got folks trying to make the country great. 63%. It was 40 something percent down any legals coming across the economy exploding back felons being deported.
[38:22.000 --> 38:38.000]  Radical jihadists from seven countries not being let in the economy, you know, trying to falter as as the. Federal Reserve tries to stop the recovery. I mean, we're in a fight for the future of this country.
[38:38.000 --> 38:48.000]  And they're piling on saying you better watch your speech or we'll shut you down and they're calling for us to be shut down saying we illegally got money from foreign powers with no evidence.
[38:48.000 --> 38:54.000]  They say to manipulate the election. Another made up fantasy hoax.
[38:54.000 --> 39:05.000]  But they're just expanding it like they did in the 60s with churches to say via pure bullying and outside of law, you're not allowed to have political speech as a radio host.
[39:05.000 --> 39:08.000]  And that's when they brought in the fairness doctrine.
[39:08.000 --> 39:22.000]  That was unconstitutional and was an FCC regulation pure mafia Don intimidation saying if you're a radio station or TV station, you better not give political endorsements and you better not come out with your views.
[39:22.000 --> 39:25.000]  You better leave it neutral. But we all know it wasn't neutral.
[39:25.000 --> 39:40.000]  So the black churches and the liberal churches and the 100% liberal PBS's and ABC's and NBC's and CBS's and the New York Times and the Washington Post and the LA Times and the Chicago Tribune and the Miami Herald and the Dallas Morning News.
[39:40.000 --> 39:49.000]  Every one of them not liberal but establishment posing as liberal was allowed to then create full spectrum dominance in America.
[39:49.000 --> 40:06.000]  Total control over the media to take a libertarian, Americana, constitutional, conservative, rugged individual, George Washington, John Wayne country and turn it into the mess we see today.
[40:06.000 --> 40:17.000]  And the mess is angry at what's still strong, still honorable, still productive and misery loves company and wants to pull down the final pillars of the nation.
[40:17.000 --> 40:28.000]  Using class envy class warfare existential envy that's destroyed Venezuela destroyed North Korea destroyed Russia destroyed China destroyed many other countries.
[40:28.000 --> 40:46.000]  And so out of their desperation, the globalists that have hijacked the nation, the face sucker that we're now cutting loose that we're now removing is desperately trying to cling on by the last tentacle trying to strangle the host.
