[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[10:25.000 --> 10:40.000]  So there's a larger scam going on there. He's also going to be leading a big demonstration in Greece and we have headlines dealing with the austerity measures that the public has squeezed for the sheriff of Nottingham to deliver it to the banking cartel.
[10:40.000 --> 11:00.000]  He's getting ready to leave Paris and go to Greece, the front lines of the fight against the globalist, so he'll be joining us in the last two segments of the second hour today, so in about an hour and 20 minutes from now, the always interesting Max Kaiser will be joining us today.
[11:00.000 --> 11:11.000]  Now, more and more of this happens. I got in here today and I look at the news and if I just read these headlines and give you a brief comment, it really doesn't serve anybody.
[11:11.000 --> 11:24.000]  People need to really have full spectrum understanding or at least a shadow of that. We're going to break here in a few minutes. Let me just go over some of the headlines.
[11:24.000 --> 11:34.000]  I'm going to come back and I still, I sat here for an hour before the live broadcast, looking at all these stacks of news that I've gone over and not being able to decide which one to start with.
[11:34.000 --> 11:48.000]  Here's probably the most important thing. And when I saw this last night, linked up on infowars.com and prisonplanet.com, I got chills up my spine and I just got them again, the Spidey Sense.
[11:48.000 --> 12:00.000]  The Spidey Sense in the past, we've all got it, the Sixth Sense, humans intuition, women's intuition, we all have it.
[12:00.000 --> 12:07.000]  You know I've predicted this. I've seen this from the globalist operations and I've predicted it.
[12:07.000 --> 12:20.000]  Just as I predicted, there'd be massive sustained hack attacks the month that they try to pass the total Pentagon takeover of the Internet. At the same time, the UN tries to pass the UN global takeover of the web.
[12:20.000 --> 12:30.000]  And that's in the headlines today that there would be massive hack attacks launched worldwide. And those indeed have been launched and it's even in the news that it's linked to U.S. intelligence.
[12:30.000 --> 12:43.000]  But I want to be clear, U.S. doesn't exist anymore. It isn't, you know, you choose to be with the Russians or the Chinese or the Israelis or the Iranians or the Brits or the Mexicans or the Venezuelans or the South Africans.
[12:43.000 --> 12:53.000]  You have this global constellation of mega corporations, bigger than most governments, buying off governments and politicians, loaning them the fiat currency.
[12:53.000 --> 13:02.000]  And so when we talk about the U.S., we're talking about the offshore banks that have seized our republic. Let's remember that.
[13:02.000 --> 13:11.000]  And there's some very positive news in the fight against the private-making cartel. Bank of America gets padlocked if her homeowner forecloses on it.
[13:11.000 --> 13:23.000]  This is out of CBS News, out of another ABC News piece on it. And no, that's not a joke. You heard me right. They're not invincible. They're not God.
[13:23.000 --> 13:34.000]  When they commit these crimes, they can be brought to justice. We have the court system. If we elect the right type of judges and if we have the political will, they can't stop us.
[13:34.000 --> 13:40.000]  But I digress. That's not the biggest news today. I've got the good, the bad, and the ugly all here.
[13:40.000 --> 13:49.000]  The big news that every time I look at this article, I get chills because I can see in my mind's eye what they're going to do.
[13:49.000 --> 13:58.000]  And it's not some X-Men psychic. Who's the head guy in the X-Men? Mr. X. I've only seen one of the movies.
[13:58.000 --> 14:04.000]  Professor X, you were telling me about the new movies that you liked it, but it's all about Join the CIA, the World Government, save you.
[14:04.000 --> 14:16.000]  Professor X. It's not some Professor X-Ian type thing. I had the BBC here doing a big hit piece, their hit piece specialist, Friday.
[14:16.000 --> 14:23.000]  And he said, why do you think 9-11's an inside job? And I said, well, I don't think. I know the official story's impossible.
[14:23.000 --> 14:28.000]  And I know our government and other governments have staged terror attacks in the past.
[14:28.000 --> 14:34.000]  And I could tell when I went over the evidence with him, it'll never see the light of day.
[14:34.000 --> 14:40.000]  But I brought up to him the fact that I said that 9-11 was going to take place two months before it happened.
[14:40.000 --> 14:50.000]  And he said, no, I know about that. I've seen it. And Countless Austinites saw me on local TV, say, call the White House, tell them don't stage the terror attack.
[14:50.000 --> 14:59.000]  And I even predicted, I said they'll say their asset, CIA asset, if someone had been lauding, did it. And they'll probably blow up the World Trade Center.
[14:59.000 --> 15:06.000]  It's in my film, The Masters of Terror. Now what, 9 years old?
[15:06.000 --> 15:13.000]  But I did that on radio for two months straight leading up to 9-11 saying, call the White House, they're going to blow up the World Trade Center.
[15:13.000 --> 15:20.000]  They're going to blame it on their asset or someone been lauding. And I wasn't able to do that because I'm Professor X.
[15:20.000 --> 15:33.000]  I was able to do it because the establishment targets their propaganda, the social engineers, the psych warfare chiefs, target their propaganda at the lowest common denominator.
[15:33.000 --> 15:41.000]  So it's written in a cartoon fashion. And so you could see the prescripting of what they were getting ready to do.
[15:41.000 --> 15:51.000]  I'm not saying it didn't take some skill, but I've been telling you now, for about a year, they're going to stage big shootings at shopping malls and use that to ban the Second Amendment.
[15:51.000 --> 16:00.000]  Well, guess what? They are getting ready to launch it. We're going to break this down, we come back, new El Cata video, American Muslims should buy guns, start shooting people.
[16:00.000 --> 16:08.000]  Hi, folks, this is Alex Jones. I'm looking for people that have the wisdom to spot savings, opportunity, and recognized risk.
[16:08.000 --> 16:19.000]  Saving means to make money. The Calben Pure Soap Company can save you thousands of dollars and give you good old fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[16:19.000 --> 16:27.000]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[16:27.000 --> 16:35.000]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and a terrorizing clothing called lint.
[16:35.000 --> 16:40.000]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[16:40.000 --> 16:48.000]  Getting a free catalog is easy by calling 800-340-7091 or see Calben on the web at 5starsoap.com.
[16:48.000 --> 17:08.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator. Number one, new climate legislation could easily double or triple your electric bill.
[17:08.000 --> 17:19.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have. It's true, total government control of electricity in the name of smart grid technology is coming.
[17:19.000 --> 17:28.000]  Number three, in some areas of the country, the power grid is dangerously overloaded and now new socialist legislation is only compounding the problem.
[17:28.000 --> 17:35.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather related onages.
[17:35.000 --> 17:44.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science.
[17:44.000 --> 17:51.000]  One of my oldest sponsors. You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[17:51.000 --> 17:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[17:59.000 --> 18:06.000]  It could never happen in America, but it's happening right now. Gas prices are exploding past the incomes of millions of families.
[18:06.000 --> 18:13.000]  As gas prices and drop failures push high food cost, you can still get the best food on the planet from eFoodsDirect.com.
[18:13.000 --> 18:18.000]  Demand for food is high, but eFoods Direct has plenty of radiation free food to meet your needs.
[18:18.000 --> 18:27.000]  With our new triple production capacity, you will get the fastest shipments of food in the country to help you get the most food possible when you order three of any qualified pack.
[18:27.000 --> 18:32.000]  You will get the fourth one absolutely free. That's the buy three get the fourth free food special.
[18:32.000 --> 18:37.000]  Your immediate order will not only freeze the present low food prices, but also guarantee your food availability.
[18:37.000 --> 18:44.000]  Folks, I'm telling you, it is the smart move to go to eFoodsDirect right now and buy three of any qualified item and receive the fourth one free.
[18:44.000 --> 18:59.000]  Get the most for your food dollar by calling 800-409-5633 or on the web at eFoodsDirect.com forward slash Alex.
[18:59.000 --> 19:07.000]  A very wealthy US citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[19:07.000 --> 19:10.000]  He says it will change everything about our lives.
[19:10.000 --> 19:15.000]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[19:15.000 --> 19:21.000]  Now this man has made some outrageous predictions over the years. The crazy part is, he's usually right.
[19:21.000 --> 19:27.000]  You see, he predicted the collapse of GM, Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[19:27.000 --> 19:30.000]  In fact, Barron's called his work a dire prophecy.
[19:30.000 --> 19:38.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[19:38.000 --> 19:42.000]  I can't stress this enough. You should at least watch this free video online today.
[19:42.000 --> 19:46.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[19:46.000 --> 19:52.000]  You can find the video at www.EndOfAmerica3.com. That's End of America.
[19:52.000 --> 20:10.000]  The number 3.com. Watch the free video at www.EndOfAmerica3.com. That's EndOfAmerica3.com.
[20:10.000 --> 20:26.000]  What we've got here is failure to communicate. Some men, you just can't reach. So you get what we had here last week, which is the way he wants it.
[20:26.000 --> 20:36.000]  Well, he is. I don't like any more than you.
[20:36.000 --> 20:43.000]  Waging war on corruption. It's Alex Jones.
[20:43.000 --> 20:54.000]  Okay, before I get into this first piece of news, I meant to bring it here today, but I forgot to. While I was at Target, I bought a Life Books.
[20:54.000 --> 21:00.000]  Brought to Justice was the cover, and it was an image of Usama bin Laden.
[21:00.000 --> 21:08.000]  I also bought a little pinwheel with American flags on it, because I'm a big patriot. It was made in China, of course.
[21:08.000 --> 21:15.000]  See, if you're a patriot, you're not supposed to know your Bill of Rights or Constitution, love your country, fear your government, like George Washington said.
[21:15.000 --> 21:22.000]  You're supposed to just stick a red, white, and blue pinwheel in your front yard and let what the flag symbolizes be destroyed.
[21:22.000 --> 21:35.000]  I got home and flipped through it. And of course, it did talk about the Oklahoma City situation. You know, there's domestic attacks, but then it had the first World Trade Center attack in it.
[21:35.000 --> 21:46.000]  And the World Trade Center attack in 1993, and just how terrible it was and how Al Qaeda hit us then.
[21:46.000 --> 21:57.000]  You see, there's a problem with that. It's in the New York Times and CBS News that the FBI cooked the bomb, trained the drivers, protected them, and let the bombing go forward,
[21:57.000 --> 22:07.000]  and then tried to frame Ahmad Salam, the Egyptian security agent, from their CIA that was hired to do it, but then he knew they were setting him up, so he recorded the FBI.
[22:07.000 --> 22:13.000]  He said, you told me to build a fake bomb. Then you said build a real bomb. Then you said build a fake detonator. Then you said build a real detonator.
[22:13.000 --> 22:18.000]  You're going to let the bombing go forward? They're like, yes, we're going to do that.
[22:18.000 --> 22:28.000]  So see, there you have a bunch of low-grade moron patsies. Both the guys were close to retarded. They were both on New York City welfare.
[22:28.000 --> 22:39.000]  One had a 75 IQ, the other an 80 IQ, and they went out and found these morons and cooked the bomb, trained them, tried to make the entire tower collapse,
[22:39.000 --> 22:45.000]  but they didn't park it up against the main pillar like they were supposed to, and so the rest is history.
[22:45.000 --> 22:50.000]  It didn't kill that many people, thank God. Most of them did die from smoke inhalation.
[22:50.000 --> 23:02.000]  But see, that's the problem. I open a magazine up promoting the fear of terror and telling me to give all my rights up or Al Qaeda will get me,
[23:02.000 --> 23:10.000]  and the first thing I read I know is a complete lie, and so is the whole magazine, the entire thing.
[23:10.000 --> 23:16.000]  And this is not my opinion. This is a fact.
[23:16.000 --> 23:26.000]  Now, what else is a fact? It's a fact that and we're all a-locking the number one Al Qaeda operative running U.S. operations,
[23:26.000 --> 23:33.000]  born in the U.S., trained by the CIA, just like with some of Bin Laden, it's all on record, magically running Major Hassan at Fort Hood,
[23:33.000 --> 23:42.000]  magically running the underwear bomber, the Christmas Day bomber, the shoe bomber that thought you lit, that you light plastic explosives,
[23:42.000 --> 23:50.000]  the Times Square bomber, and I interviewed the witnesses months before it was mainstream news who were on the plane.
[23:50.000 --> 23:57.000]  They saw Mutalib and Amsterdam be gotten on the plane, looked drugged and disheveled, U.S. security, sharp dressed,
[23:57.000 --> 24:04.000]  helping him get on without his ID, without his passport. I mean, that takes power.
[24:04.000 --> 24:14.000]  They put some drugged up idiot on a plane with a firecracker in his pants, right as the billions of dollars of scanners were set to go in the next month.
[24:14.000 --> 24:25.000]  See, it's all scripted, and it's 100% that in every case, these guys are recruited, protected, and run by this double-agent,
[24:25.000 --> 24:31.000]  Amur Aulaki, Fox News headline, Aulaki dying at Pentagon, two weeks after 9-11.
[24:31.000 --> 24:37.000]  While he was on the news as most wanted, he's secretly hanging out at the Pentagon with the Secretary of the Army.
[24:37.000 --> 24:45.000]  Now, see, there's my problem. I have one, two, three, four, five, six, seven, eight, nine, ten, eleven stacks.
[24:45.000 --> 24:50.000]  I'm not even getting into the first article here, because I can't even read you this article and make you just think,
[24:50.000 --> 24:53.000]  oh, that Alex Jones guy is saying something without giving you background.
[24:53.000 --> 24:57.000]  The problem is, I've got thousands of pieces of evidence just on this next story.
[24:57.000 --> 25:03.000]  Now, who is Adam Gadon? Because of the top four Al-Qaeda guys, three of them are from the U.S.
[25:03.000 --> 25:10.000]  Aulaki Gadon was at the top five four from the U.S.
[25:10.000 --> 25:21.000]  Now, here's ABC News. Now, how many times have I told you that they're going to get your guns by shooting up a bunch of police stations and shopping malls,
[25:21.000 --> 25:28.000]  and they're going to roll the TSA out in America on the streets, and that they're going to be groping you and your family,
[25:28.000 --> 25:34.000]  and literally putting us under martial law under another name after these mass shootings?
[25:34.000 --> 25:39.000]  Now, how do I know that? Well, I happen to have gotten the secret documents from law enforcement across the country,
[25:39.000 --> 25:43.000]  where they've been training for at least five years that this is imminent and coming,
[25:43.000 --> 25:47.000]  and claiming that militia and Ron Paul supporters work with Al-Qaeda.
[25:47.000 --> 25:54.000]  That's like saying the Easter Bunny works with Toucan Sam. None of it's true.
[25:54.000 --> 25:59.000]  So, they've already got this under-the-radar brainwashing going on of government,
[25:59.000 --> 26:05.000]  so I already know what they're going to roll out. I've interviewed the emergency managers from Indiana and others
[26:05.000 --> 26:14.000]  who have been trained in every police department hardening itself against attack from the American people.
[26:14.000 --> 26:24.000]  I have the whole backstory. I told you over a year and a half ago that the BATFE, the Bureau of Alcohol, Tobacco, Farms and Explosives,
[26:24.000 --> 26:33.000]  was helping ship arms to Mexico. I told you seven years ago with Sally Castillo, former top DE agent in Latin America,
[26:33.000 --> 26:39.000]  that there was going to be a huge war over drugs in Mexico and that Los Zetas was being funded by the Pentagon.
[26:39.000 --> 26:46.000]  That came out last week. The point is, I knew this was coming. Now, what's been on CBS News?
[26:46.000 --> 26:53.000]  White House orders ATF to ship tens of thousands of guns into Mexico.
[26:53.000 --> 26:58.000]  And I told you they're going to have increased shootings with guns from the U.S.
[26:58.000 --> 27:04.000]  They're going to send the guns in to track them, and they're going to use that to go out for a second amendment.
[27:04.000 --> 27:09.000]  And sure enough, years after I tell you, they come out. The Justice Department has a press conference.
[27:09.000 --> 27:14.000]  Even when they got caught a few months ago doing this, they still are pushing to restrict the Second Amendment
[27:14.000 --> 27:22.000]  and repass the assault weapons ban and all the rest of it in the name of protecting America from its own guns
[27:22.000 --> 27:26.000]  that are going into Mexico and coming back in.
[27:26.000 --> 27:31.000]  That's a false flag terror attack, and that's confirmed, and that's been all over the news.
[27:31.000 --> 27:35.000]  Now, what else have I told you is coming?
[27:35.000 --> 27:40.000]  I told you the TSA would start showing up at bus stations, train stations, and highway checkpoints
[27:40.000 --> 27:44.000]  and would have mobile trucks that they would force you into. How did I know that?
[27:44.000 --> 27:51.000]  Three years ago, Homeland Security did the purchase orders to buy a score of these big mobile trucks
[27:51.000 --> 27:57.000]  with not just naked body scanners, but brain scanners.
[27:57.000 --> 28:06.000]  Oh, what's Fox News? DHS now testing new thought crime detection technology with giant mobile trucks
[28:06.000 --> 28:11.000]  that TSA are going to have on the streets. Remember, how are they going to roll all this sound?
[28:11.000 --> 28:16.000]  Right as they collapse the economy. They're going to tell you it's for Al Qaeda, but it's for you and your family.
[28:16.000 --> 28:23.000]  Just like they now admit, nine out of ten of Patriot Act prosecutions are non-terror related.
[28:23.000 --> 28:28.000]  Well, we don't have a Bill of Rights Constitution anymore, but only for Al Qaeda. Oops, it's for you too.
[28:28.000 --> 28:33.000]  Oh, we're only spying on foreigners. No, we're spying on all of you without warrants.
[28:33.000 --> 28:39.000]  Now, here's the big news when we come back, because I've told you all this is coming.
[28:39.000 --> 28:43.000]  Now, and I've also warned you that behind the scenes they were laying the groundwork
[28:43.000 --> 28:50.000]  were staged shootings at malls, you name it, that will then be blamed on Al C.I.A. to Al Qaeda
[28:50.000 --> 28:53.000]  and then move to take the Second Amendment down.
[28:53.000 --> 28:57.000]  Well, now they're hyping it, which means they're thinking about doing it.
[29:02.000 --> 29:06.000]  Hi, folks. This is Alex Jones. I want to tell you about the Silver Lungs Generator.
[29:06.000 --> 29:12.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream
[29:12.000 --> 29:15.000]  by breathing the solution through the lungs.
[29:15.000 --> 29:19.000]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[29:19.000 --> 29:26.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nanosilver solutions
[29:26.000 --> 29:31.000]  and also delivers the silver nanoparticles instantly into the bloodstream
[29:31.000 --> 29:35.000]  with continued legislation threatening the sale of nanosilver products.
[29:35.000 --> 29:40.000]  You can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[29:40.000 --> 29:46.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[29:46.000 --> 29:53.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[29:53.000 --> 29:57.000]  That's www.silverlungs.com.
[30:01.000 --> 30:05.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[30:05.000 --> 30:08.000]  This is our last chance to not relive history.
[30:08.000 --> 30:14.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[30:14.000 --> 30:20.000]  We have tremendous influence on our president in Congress, and they really are calling the shots.
[30:20.000 --> 30:25.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[30:25.000 --> 30:30.000]  For the Republic identifies the enemies of our nation, the criminal offshore cartel
[30:30.000 --> 30:35.000]  held bent on destroying sovereignty and on its ashes constructing world government.
[30:35.000 --> 30:39.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches.
[30:39.000 --> 30:42.000]  And the Congress is saying, who do we make the check out to?
[30:42.000 --> 30:44.000]  It seems like nobody does care.
[30:44.000 --> 30:49.000]  And right now in Washington, D.C., we have seen a fall of the Republic.
[30:49.000 --> 30:54.000]  Get your copy of A Fall of the Republic on DVD at infowars.com.
[30:54.000 --> 31:00.000]  We're watching online right now in super high quality at prisonplanet.tv.
[31:00.000 --> 31:05.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[31:05.000 --> 31:09.000]  Number one, new climate legislation could easily double or triple your electric bill.
[31:09.000 --> 31:14.000]  Two, our new energies are wants to control how much power your electric company allows you to have.
[31:14.000 --> 31:20.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[31:20.000 --> 31:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[31:24.000 --> 31:28.000]  And now new socialist legislation is only compounding the problem.
[31:28.000 --> 31:32.000]  Number four, dangerous weather is always a threat to local grids.
[31:32.000 --> 31:35.000]  Every year, thousands of families lose their power from weather related onages.
[31:35.000 --> 31:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[31:40.000 --> 31:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[31:45.000 --> 31:49.000]  You can get more information at www.mysolarbackup.com.
[31:49.000 --> 31:51.000]  That's mysolarbackup.com.
[31:51.000 --> 31:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[31:59.000 --> 32:03.000]  A very wealthy U.S. citizen is predicting that in 2011,
[32:03.000 --> 32:07.000]  we will witness the most important day in America in more than 50 years.
[32:07.000 --> 32:10.000]  He says it will change everything about our lives.
[32:10.000 --> 32:15.000]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[32:15.000 --> 32:18.000]  Now, this man has made some outrageous predictions over the years.
[32:18.000 --> 32:20.000]  The crazy part is, he's usually right.
[32:20.000 --> 32:24.000]  You see, he predicted the collapse of GM, Panny May, Freddie Mac,
[32:24.000 --> 32:27.000]  and America's biggest mall owner, General Growth Properties.
[32:27.000 --> 32:30.000]  In fact, Barron's called his work a dire prophecy.
[32:30.000 --> 32:36.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet,
[32:36.000 --> 32:38.000]  and it's a real eye-opener.
[32:38.000 --> 32:39.000]  I can't stress this enough.
[32:39.000 --> 32:42.000]  You should at least watch this free video online today.
[32:42.000 --> 32:46.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[32:46.000 --> 32:51.000]  You can find the video at www.endofamerica3.com.
[32:51.000 --> 32:53.000]  That's End of America, the number 3.com.
[32:53.000 --> 32:57.000]  Watch the free video at www.endofamerica3.com.
[32:57.000 --> 33:01.000]  That's End of America 3.com.
[33:01.000 --> 33:04.000]  Coast to coast, direct from Austin.
[33:04.000 --> 33:08.000]  You're listening to the Alex Jones Broadcasting Network.
[33:08.000 --> 33:10.000]  Network.
[33:10.000 --> 33:28.000]  All right, my friends, we are back live on this Sunday Transmission.
[33:28.000 --> 33:29.000]  Thank you for joining us.
