[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[09:21.000 --> 09:29.000]  Headline, government orders stop to H1N1 shots after 10-fold increase in seizures and under 5-year-olds.
[09:29.000 --> 09:32.000]  Well, I mean, we've always known what these vaccines do.
[09:32.000 --> 09:41.000]  Certain amount of kids have an autoimmune response, their brain swells up, and a lot of times after they go into the convulsions, they don't ever come back.
[09:41.000 --> 09:46.000]  I mean, they sit in the corner and are hardcore brain damage. They call it autistic.
[09:46.000 --> 09:56.000]  There's a full spectrum. Every person is different, but we know that males absorb through the blood-brain barrier toxins worse than women.
[09:56.000 --> 10:00.000]  But we got Dr. Andrew Wakefield joining us.
[10:00.000 --> 10:10.000]  Dr. Wakefield demands retractions from BMJ after documents prove innocence from allegations of vaccine autism data fraud.
[10:10.000 --> 10:17.000]  Oh, it turns out there were a bunch of other scientists, including government scientists, that had already found exactly what he found.
[10:17.000 --> 10:20.000]  Of course, Wakefield was in here a few weeks ago, and I said that on air.
[10:20.000 --> 10:25.000]  I said, Dr. Wakefield, you know that they've since the 30s knew about this.
[10:25.000 --> 10:27.000]  And he goes, well, yes, there is some research to that.
[10:27.000 --> 10:33.000]  And I said, no, specifically, I'm sorry to have to tell you this, you didn't really discover this stuff.
[10:33.000 --> 10:39.000]  You just found what countless other scientists had found. It's just the media never really promotes it or pushes it.
[10:39.000 --> 10:47.000]  And again, they've chosen him because he's well-spoken and because he became very successful exposing it to try to destroy him.
[10:47.000 --> 10:51.000]  And as I said a few weeks ago here on air, I said, this is the secret.
[10:51.000 --> 10:54.000]  And now, of course, the research has been done and there it is.
[10:54.000 --> 10:59.000]  And again, I'm no rocket scientist. I'm no gastroenterologist.
[10:59.000 --> 11:09.000]  I've just interviewed quite a few over the years and countless brain surgeons and neurologists and endocrinologists and virologists.
[11:09.000 --> 11:17.000]  And I also know about the Rockefeller Brothers Foundation funding in the 30s and 40s dealing with vaccines that are given for one reason,
[11:17.000 --> 11:21.000]  but really manipulate the gut flora and then cause brain damage.
[11:21.000 --> 11:32.000]  So many of them are heavily invested in that now. The treatments to help you from the scourge of it, just like they're heavily invested in weather modification.
[11:32.000 --> 11:37.000]  And so again, I'm just a collector of news and data.
[11:37.000 --> 11:39.000]  And so I'm fully aware of all this.
[11:39.000 --> 11:45.000]  He'll be joining us coming up in the next hour live in studio.
[11:45.000 --> 11:58.000]  It's another big hoax just like there was the hoax that global warming was real or the hoax that the H1N1 was deadly last year or all these other hoaxes about WMDs.
[11:58.000 --> 12:00.000]  It's another corporate media hoax.
[12:00.000 --> 12:10.000]  And that's why they're losing all of their credibility because now we have the alternative media to challenge the dinosaur dying corporate government paid for media.
[12:10.000 --> 12:25.000]  What came out three months ago that over $10 billion in just the previous year had been funneled to U.S. media, namely NBC, NBC and others for fake news.
[12:25.000 --> 12:30.000]  Your bailout money, your tax money goes to Rachel Maddow.
[12:30.000 --> 12:46.000]  Now, of course, under Bush, it came out and the media is expert only focusing on a few cases. They focus on Armstrong Williams and a quarter million bucks that he was given by Bush to go out and push the federalization of child education.
[12:46.000 --> 12:49.000]  But it turns out billions was spent.
[12:49.000 --> 12:51.000]  Why did the media focus on Armstrong Williams?
[12:51.000 --> 13:02.000]  Because if they can burn a little guy, then nobody looks at the big guys and the buying of news on radio, TV, print media is just off the charts.
[13:02.000 --> 13:09.000]  I can honestly tell you that I am the only media outlet I know of that does not take this money.
[13:09.000 --> 13:20.000]  I am the only media outlet that I know of. There may be others, but my radio show is the only place that when something is a sponsor, I tell you it is a sponsor.
[13:20.000 --> 13:29.000]  I would say half the news you listen to, radio, TV, print, half of it was completely paid for as a propaganda placement.
[13:29.000 --> 13:37.000]  I coined that term 12 years ago and the last two, MSNBC and others and ABC as they knew that this was starting to come out.
[13:37.000 --> 13:44.000]  They said, oh, we are paid by the government and private corporations for messages in the sitcoms, in the dramas, in the news.
[13:44.000 --> 13:54.000]  We call it behavior placement, but it is for your own good. It is for your own good, America.
[13:54.000 --> 13:59.000]  Now, you say, well, great, the alternative media is growing by leaps and bounds.
[13:59.000 --> 14:10.000]  Two years ago we passed the Rubicon, Gallup and others put out major studies showing that, again, two years ago we passed the line where the alternative media,
[14:10.000 --> 14:16.000]  three to one is more respected than mainstream media and has a larger audience in the aggregate.
[14:16.000 --> 14:21.000]  And it is an exponential growth curve, so the system is panicking.
[14:21.000 --> 14:30.000]  Now, what is seeing as alternative media by the dinosaur propaganda media, Fox, CNN, MSNBC, people like that.
[14:30.000 --> 14:39.000]  Meet the press, all those different programs, your old dinosaur newspapers that are dying because nobody wants to read their propaganda.
[14:39.000 --> 14:46.000]  What they're doing is they've got a, quote, Internet kill switch that's been announced where they can shut off the web whenever they want.
[14:46.000 --> 14:50.000]  Under the Cyber Security Act, it makes ISPs with 100 or more customers.
[14:50.000 --> 14:53.000]  That's basically any Internet service provider out there.
[14:53.000 --> 14:57.000]  To go under federal control, you're not paid to do this.
[14:57.000 --> 15:00.000]  It's indentured servitude. It's unconstitutional.
[15:00.000 --> 15:05.000]  But you've got to put government hardware in line, and this is now being implemented.
[15:05.000 --> 15:10.000]  We're trying to implement it right now in your ISP where everything runs over a government switch.
[15:10.000 --> 15:17.000]  Just like in 96, they put government takeover boxes and all broadcast TV and radio, the EAS system.
[15:17.000 --> 15:23.000]  The last thing that a broadcast system's wired through is a government shortwave control computer.
[15:23.000 --> 15:26.000]  But it's activated and given commands by shortwave.
[15:26.000 --> 15:32.000]  That means you can hack the wires off this thing. It's still, you know, is getting government transmissions.
[15:32.000 --> 15:40.000]  And so I wanted to segue from that into what happened in Egypt and our own media.
[15:40.000 --> 15:49.000]  MSNBC, AOL News, Time Warner, calling for our own Internet kill switch, saying it's good.
[15:49.000 --> 15:53.000]  And we'll look at Egypt exactly what's behind that.
[15:53.000 --> 15:57.000]  We had hoped it was just a real revolution, as usual, it's George Soros.
[15:57.000 --> 16:00.000]  And he's not even denying it.
[16:00.000 --> 16:04.000]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about Soap.
[16:04.000 --> 16:08.000]  Not detergents, but good old fashioned pure soap made by the Calvin Soap Company,
[16:08.000 --> 16:11.000]  a family owned and operated American company.
[16:11.000 --> 16:18.000]  My family, staff, friends and radio listeners are constantly telling me how much they love these products for bath, air, laundry and dishes.
[16:18.000 --> 16:23.000]  There is nothing like these factory direct, big money saving triple concentrated soaps anywhere.
[16:23.000 --> 16:32.000]  Get a free, detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[16:32.000 --> 16:36.000]  Let's talk to the owner of 5 Star Soap, Marty Schachter, and see what he has to say.
[16:36.000 --> 16:43.000]  As founder and owner for over 63 years, people keep asking me, how's business?
[16:43.000 --> 16:53.000]  I'm happy to say our business is going down the drain. Call us at 1-800-340-7091,
[16:53.000 --> 17:14.000]  5starsoap.com for buying a 1-2 month soap sampler. Thank you.
[17:23.000 --> 17:30.000]  Today on Ted's Show, I'm doing a list of GM, Panty Me, Freddie Mack and America's Biggest 말 Owner, General Growth Properties.
[17:30.000 --> 17:34.000]  In fact, Barons called his work a dire prophecy. Recently, he created a video which you can watch online for free,
[17:34.000 --> 17:38.000]  detailing his biggest and most important prediction yet, and it's a real eye-opener.
[17:38.000 --> 17:42.000]  I can't stress this enough. You should at least watch this free video online today.
[17:42.000 --> 17:46.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[17:46.000 --> 17:53.440]  you can find the video at www.EndofAmerica3.com that's End of America, the number three dot
[17:53.440 --> 18:00.160]  com, watch the free video at www.EndofAmerica3.com that's End of America three dot com.
[18:00.160 --> 18:04.640]  Alex told you the government announced recently that the recession is over. It ended on June
[18:04.640 --> 18:09.860]  of 2009. The millions of Americans unable to find work might not agree. Perhaps the
[18:09.860 --> 18:14.240]  recession ended for the bankers and government employees but for the rest of us things seemed
[18:14.240 --> 18:18.300]  to be getting worse. Gold and silver haven't heard the news either. They've begun their
[18:18.300 --> 18:22.840]  long expected journey to the moon. In addition to converting your shrinking dollars into
[18:22.840 --> 18:27.360]  gold and silver, you should consider a food savings account from eFoodsDirect. They both
[18:27.360 --> 18:32.560]  make fabulous investments. Food is our greatest dependency and we know it will be more precious
[18:32.560 --> 18:37.480]  than any financial resource. You and your family need food to survive a crisis and you
[18:37.480 --> 18:42.480]  can't eat paper, stocks or metals. Alex has been urging you to invest in delicious easy
[18:42.480 --> 18:47.160]  fix meals to enjoy now or save for long term. This will freeze the cost of your food while
[18:47.160 --> 18:54.400]  you can still afford it. Visit eFoodsDirect.com on the internet or call 800-409-5633 that's
[18:54.400 --> 19:03.020]  eFoodsDirect.com or 800-409-5633. Hundreds of nations have fallen to tyranny
[19:03.020 --> 19:08.640]  in the last century alone. This is our last chance to not relive history. As we're finishing
[19:08.640 --> 19:13.720]  off this agenda, they'll be pulling the rug from underneath Americans at home. I've
[19:13.720 --> 19:18.640]  turned a tremendous influence on our president in Congress and they really are calling the
[19:18.640 --> 19:24.720]  shots. I think it's incumbent upon all of us as American citizens to pay attention. Full
[19:24.720 --> 19:30.240]  of the Republic identifies the enemies of our nation. The criminal offshore cartel held
[19:30.240 --> 19:35.440]  bent on destroying sovereignty and on its ashes constructing world government. Tim Geithner,
[19:35.440 --> 19:39.600]  Bernanke, their arsonists, they're asking for more matches and the Congress is saying,
[19:39.600 --> 19:44.280]  who do we make the checkout to? Today seems like nobody does care and right now in Washington
[19:44.280 --> 19:51.360]  D.C. we have seen a fall of the Republic. Get your copy of Fall of the Republic on DVD
[19:51.360 --> 20:01.360]  at infowars.com or watch it online right now in super high quality at prisonplanet.tv.
[20:01.360 --> 20:13.240]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:13.240 --> 20:20.720]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[20:20.720 --> 20:27.320]  Thank you for joining us on this live and Sunday edition. All right, I want to calmly
[20:27.320 --> 20:34.720]  now walk through the situation in Egypt, but on the subject of the internet shutdown that
[20:34.720 --> 20:40.960]  began Friday morning, Egypt time and has been almost complete. Egypt shutdown, worse internet
[20:40.960 --> 20:48.840]  history experts report this out of the AFP. Here's AOL saying internet kill switch should
[20:48.840 --> 20:55.360]  the United States emulate Egypt. You got to love how they just push incredible tyranny
[20:55.360 --> 21:01.000]  like it's a good thing in our media. And the federal government is setting up a kill switch
[21:01.000 --> 21:07.280]  over the internet. New bill gives Obama kill switch to shut down the internet. That's
[21:07.280 --> 21:11.760]  another headline. Here's another headline out of the Sunday morning Herald. Obama internet
[21:11.760 --> 21:20.240]  kill switch bill approved as it moves forward. Here's another one. CNBC host Aaron Burnett
[21:20.240 --> 21:27.040]  implies America should support foreign dictators to keep flow of cheap oil. They always love
[21:27.040 --> 21:36.240]  to sell us that tyranny is good. Here's MSNBC. So how do you shut off a whole nation's internet?
[21:36.240 --> 21:41.600]  MIT experts say it depends on ISP ownership and doubt it could happen in the US unless
[21:41.600 --> 21:46.560]  they pass the Cybersecurity Act where all the ISPs have a piece of government equipment
[21:46.560 --> 21:52.640]  in their chain by law and the internet has to be basically redesigned to follow that
[21:52.640 --> 21:57.800]  edict. That's what's in the Cybersecurity Act. That's the internet shut off switch.
[21:57.800 --> 22:03.480]  That's these giant NSA snooping bases. They're building with our taxpayer dollars everywhere.
[22:03.480 --> 22:08.280]  All right. So I'm done talking about that. Let me get into the big news here. As this
[22:08.280 --> 22:13.080]  started throughout the week, I had a lot of listeners calling in saying, oh, I bet it's
[22:13.080 --> 22:18.320]  George Soros. I bet it's our government overthrowing another country because the CIA admits they've
[22:18.320 --> 22:25.120]  overthrown well over 100 countries in the last 65 years since they've been around. And
[22:25.120 --> 22:30.400]  before that, the OSS and a lot of times they do it to democracies. They do it to tyrannies.
[22:30.400 --> 22:35.160]  They do it to dictatorships. They do it to leftist regimes, right wing regimes. If the
[22:35.160 --> 22:40.360]  dictator doesn't just basically sign their entire country over to the globalist doesn't
[22:40.360 --> 22:45.720]  accept their entire agenda, then they're overthrown. And a lot of times, even though
[22:45.720 --> 22:53.200]  they serve them, they're overthrown. Saddam Hussein put into power in the early 1970s.
[22:53.200 --> 22:58.160]  The US government basically funded the Iraqi government to make him the head of Bathis
[22:58.160 --> 23:03.680]  security. He then overthrew the Bathis and 79 became the full dictator. US government
[23:03.680 --> 23:08.680]  gave him over $30 billion on record and said, go ahead and attack Iran. The CIA was there
[23:08.680 --> 23:14.480]  as advisors on the ground. US satellite images were given to him. And then he said, I'm going
[23:14.480 --> 23:19.200]  to invade Kuwait. They're stealing my oil in 1990. And April Gillespie, the US ambassador
[23:19.200 --> 23:23.720]  said, go ahead. We're not going to get involved. Just like they basically wink, wink for him
[23:23.720 --> 23:29.120]  with Iran. Then they basically invaded wreck the country, put it under sanctions over a
[23:29.120 --> 23:34.960]  million Iraqis died. Then they invaded again in 2003 lied about WMDs. I mean, this is the
[23:34.960 --> 23:40.520]  history of what happened. And it's declassified that Saddam Hussein in 1948 was hired by the
[23:40.520 --> 23:46.840]  CIA for two years, trained in Cairo, Egypt on how to commit assassinations. And then
[23:46.840 --> 23:51.760]  later, of course, brought to power by our government. But this is not our government.
[23:51.760 --> 23:57.080]  This is the private intelligence agency of the big private central banks represented
[23:57.080 --> 24:02.160]  by the Davos Switzerland group, the Bilderberg group. These are the major meeting houses and
[24:02.160 --> 24:08.080]  confabs where they openly want world government run by private corporate interests that remove
[24:08.080 --> 24:14.240]  your bill of rights or constitution, your sovereignty and then bring in a paramilitary
[24:14.240 --> 24:20.240]  police state grid so they can carry out their policies against you. Now, Hosni Mubarak in
[24:20.240 --> 24:28.400]  power for 30 years, a dictator for 29, but really in power technically for 31. He gets
[24:28.400 --> 24:34.080]  13 billion plus every year, a U.S. taxpayer money. He a lot of the U.S. torture centers
[24:34.080 --> 24:41.640]  are there, the ghost sites, the black sites. He's been the angel of Israel, the angel of
[24:41.640 --> 24:45.840]  the United States. He's done everything they want, brutally murdering people, torturing
[24:45.840 --> 24:51.400]  pure death, just absolutely barbarous to the huge population of Egypt. Then you've got
[24:51.400 --> 24:57.120]  the Arab Brotherhood going back to British intelligence. And then after they lost control,
[24:57.120 --> 25:03.240]  Middle Eastern World War II under Hitler, and then under CIA control after that, this
[25:03.240 --> 25:09.880]  is not even my opinion. I mean, we reserve judgment until Friday night on this, but we
[25:09.880 --> 25:14.440]  did have guests on who said this could be the case, where they're flushing another one
[25:14.440 --> 25:22.600]  of their minions down the toilet. Hosni Mubarak to put on and to put into power Muhammad El
[25:22.600 --> 25:32.120]  Barati, who they admit is a United Nations, George Soros Minyan, who's the former head
[25:32.120 --> 25:40.720]  of the IAEA at the UN, the Nuclear Weapons Regulatory Group. And I've got the whole
[25:40.720 --> 25:45.440]  breakdown on him, Director General of the International Atomic Energy Agency, New York
[25:45.440 --> 25:54.960]  Law School, CIA trained. I mean, his whole background is public. And he shows back up
[25:54.960 --> 25:59.520]  the week before all this starts in Egypt and starts going around saying, I'm ready to be
[25:59.520 --> 26:05.360]  your leader. And it turns out the Egyptian military is bought and paid for by the U.S.
[26:05.360 --> 26:13.920]  and Israel. This is on record and is basically standing down unless they try to burn some
[26:13.920 --> 26:19.640]  of the museums are standing down while the people run around in loot. And here's the
[26:19.640 --> 26:26.400]  London Telegraph, Egypt protest, America's secret backing for rebel leaders behind uprising.
[26:26.400 --> 26:34.160]  It continues. Egyptian opposition leader calls on Mubarak to leave today. And who is that?
[26:34.160 --> 26:39.600]  This is the new puppet, the UN puppet. There's one thing Mubarak hadn't done. He refuses
[26:39.600 --> 26:45.920]  to force sterilize people. And they've had UN population summits. He's been criticized.
[26:45.920 --> 26:53.680]  He refuses to sterilize and bring an abortion. Now, you better believe that Elberide will.
[26:53.680 --> 26:58.640]  So Mubarak loves to torture, kill, slaughter, total dictator. Our government's got its torture
[26:58.640 --> 27:04.680]  sites there. Loves him, but he isn't good enough. He isn't good enough. He doesn't hate his
[27:04.680 --> 27:11.000]  people enough. And so Mohammed Elberide, the Pied Piper of Egyptian revolt, Paul Joseph
[27:11.000 --> 27:18.200]  Watson, that's from Friday, his report up there. And of course, on Friday, he also reported
[27:18.200 --> 27:25.680]  on the George Soros connection. But now Axelrod's bragging that Elberide is their man. We've
[27:25.680 --> 27:31.960]  got another report by the LRC blog, Egypt's Rose Revolution, similar to what happened
[27:31.960 --> 27:38.080]  in Georgia. There's another report here. Egypt is another Soros color revolution. Soros,
[27:38.080 --> 27:44.640]  of course, funded rebellions and takeovers all over Eastern Europe and into Central Asia
[27:44.640 --> 27:52.080]  on the belly of Russia. And it's just hard to believe until you look at the evidence
[27:52.080 --> 27:58.560]  and that it's just admitted that our government is so illegitimate. But you can learn a lot
[27:58.560 --> 28:04.360]  from what's happened with this situation. And you could see what's going to happen
[28:04.360 --> 28:10.200]  here in the U.S. Remember a few years ago, I told you that Google is an NSA front. That's
[28:10.200 --> 28:14.680]  now been mainstream news and the Associated Press in the last few weeks that it basically
[28:14.680 --> 28:21.000]  is the NSA. It's not part of it. It is the NSA. It is NSA software, keyword software.
[28:21.000 --> 28:24.520]  That's how they listen to your phones and read your faxes in your email is a keyword
[28:24.520 --> 28:29.480]  search. They grab all the data of the quote Internet, but your private faxes, emails,
[28:29.480 --> 28:33.320]  phone calls are recorded, putting a database, and then they run a Google search on it. It's
[28:33.320 --> 28:40.200]  called echelon. Been around for 30 years at least. That's what Google is. But it's
[28:40.200 --> 28:44.280]  worse. In fact, I'll print this during the break and go back over it. Google admits they
[28:44.280 --> 28:48.520]  can now predict the future to a great extent. So they know when there's about to be a real
[28:48.520 --> 28:54.280]  rebellion in Egypt, they just activate their takeover. See, that way they can ride the
[28:54.280 --> 28:57.720]  wave. That's what's hard to beat about the New World Order. They've got artificial
[28:57.720 --> 29:03.480]  intelligence. Hello, friends. This is Alex Jones. You've heard me talk about Calden
[29:03.480 --> 29:08.720]  five star soaps for years. This is an American made product of the highest quality and compares
[29:08.720 --> 29:13.440]  to nothing you will find in stores. You can buy factory direct shipped via UPS right to
[29:13.440 --> 29:21.200]  your door. Check them out on the web at fivestarsoap.com or call 800-340-7091. Take my word
[29:21.200 --> 29:26.000]  for it. Once you've used pure soap, you won't buy anything else. Since 1947, Calden soap
[29:26.000 --> 29:30.960]  company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[29:30.960 --> 29:35.760]  Buy American and stay clean. As well as support info wars, visit fivestarsoap.com today or
[29:35.760 --> 29:42.640]  call 1-800-340-7091. Well, Marty, what do you have to say? As founder and owner for over
[29:42.640 --> 29:53.960]  63 years, satisfaction is guaranteed on W. Dirtback. Call us at 1-800-340-7091 for a free
[29:53.960 --> 30:01.560]  catalog or visit our website fivestarsoap.com. Thank you. This is Alex Jones with five good
[30:01.560 --> 30:06.600]  reasons you should consider buying a solar power generator. Number one, new climate legislation
[30:06.600 --> 30:11.120]  could easily double or triple your electric bill. Number two, our new energy czar wants
[30:11.120 --> 30:16.080]  to control how much power your electric company allows you to have. It's true. Total government
[30:16.080 --> 30:21.120]  control of electricity in the name of smart grid technology is coming. Number three, in
[30:21.120 --> 30:25.920]  some areas of the country, the power grid is dangerously overloaded. And now new socialist
[30:25.920 --> 30:30.680]  legislation is only compounding the problem. Number four, dangerous weather is always a
[30:30.680 --> 30:35.080]  threat to local grids. Every year, thousands of families lose their power from weather-related
[30:35.080 --> 30:40.020]  onages. Number five, a solar power generator provides powerful backup insurance and peace
[30:40.020 --> 30:43.720]  of mind. Folks, I really believe in the solar power generators offered by Solutions from
[30:43.720 --> 30:50.120]  Science, one of my oldest sponsors. You can get more information at www.mysolarbackup.com.
[30:50.120 --> 30:55.920]  That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com
[30:55.920 --> 31:03.080]  or call 1-877-327-0365. Diamond Gusset is proud to announce the anthem of the Patriot
[31:03.080 --> 31:08.000]  Movement. They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[31:08.000 --> 31:13.000]  Diamond Gusset offers great products at great prices while keeping Americans working.
[31:13.000 --> 31:21.000]  I'm looking for a factory where a man can feed his family. Not worried about them moving
[31:21.000 --> 31:34.000]  itself, closing the doors and shutting her down tomorrow. I'm looking for America.
[31:34.000 --> 31:40.000]  If you're American and be proud, go to gusset.com forward slash America.
[31:40.000 --> 31:52.000]  Land on the fray in the home of the brave. Seems like I just woke up one day and it was gone. Long gone.
[31:52.000 --> 32:00.000]  But I know in my heart it's still a little late. Again, go to gusset.com forward slash America today.
[32:00.000 --> 32:06.000]  Alex told you the government announced recently that the recession is over. It ended on June of 2009.
[32:06.000 --> 32:11.000]  The millions of Americans unable to find work might not agree. Perhaps the recession ended
[32:11.000 --> 32:15.000]  for the bankers and government employees, but for the rest of us, things seem to be getting worse.
