[00:00.000 --> 00:02.000]  You
[05:18.520 --> 05:21.160]  Your people are beginning to awaken
[05:21.680 --> 05:26.640]  That's why Cobra is launching operations to trigger race war
[05:27.520 --> 05:32.840]  Machines and bombings, which will be blamed on those loyal to America
[05:32.840 --> 05:42.000]  Anyone wants me stage these attacks that does not blame it on Trump. We'll also be targeted by Cobra in the future
[05:43.400 --> 05:47.720]  You see when you expose our false flags and fake media
[05:47.720 --> 05:54.080]  I will carry out attacks and then blame you like we've done with Alex Jones
[05:54.080 --> 06:03.640]  Blaming in for mass shootings. We committed
[06:17.080 --> 06:21.480]  If you are receiving this transmission you are the resistance
[06:21.480 --> 06:27.600]  Love from the info wars.com studios. It's Alex Jones
[06:30.160 --> 06:32.000]  It is
[06:32.000 --> 06:37.400]  February 9th, 2020 on this live Sunday original global transmission
[06:37.400 --> 06:43.560]  I am your host Alex Jones coming to you live in defiance of the leftist bully
[06:43.560 --> 06:51.280]  Censorship mobs that have done everything in their disgusting anti-American anti-god anti-family
[06:51.960 --> 06:56.360]  Pedophile powered system to stop us, but thanks to you
[06:57.000 --> 07:00.640]  We have stood in defiance to them
[07:02.240 --> 07:07.640]  All right, let's lay it out when I'm covering today open phones second hour of the Sunday show
[07:08.640 --> 07:10.640]  then
[07:10.640 --> 07:17.120]  I'm gonna go home and see my children and then I'm gonna come back tomorrow into the 11 a.m. To 3 p.m. Broadcast
[07:17.680 --> 07:21.600]  That goes up against the poor rush limbaugh with his lung cancer
[07:21.600 --> 07:24.360]  And I gotta tell you you know trumps
[07:25.000 --> 07:29.720]  The phone before said stuff like you know, you're gonna be the next rush limbaugh
[07:29.720 --> 07:33.400]  They say and I'm like well actually I'm more popular than rush limbaugh
[07:33.560 --> 07:36.560]  But on threshold radio you can say is a lot bigger
[07:36.560 --> 07:44.200]  But I don't really fancy myself as the next rush limbaugh kind of rush limbaugh has become what I talk about a patriot nationalist
[07:44.520 --> 07:48.680]  Anti-New World Order guy 30 years ago. He wouldn't even say the CFR existed
[07:48.680 --> 07:54.040]  But I gotta tell you we will probably get a lot of stations when rush limbaugh makes the jump into hyperspace
[07:54.040 --> 07:58.960]  And I do not have a good feeling about that, but rush is pretty much said looks like he's terminal
[07:58.960 --> 08:04.840]  He might be able to stall in a while. We hope he has a miracle and I sure as hell don't like the omen of rush limbaugh
[08:04.840 --> 08:11.160]  dying right before the 2020 election because he definitely helped Trump get elected the big way and
[08:11.840 --> 08:16.360]  So it just makes me sick and I don't know why I'm going back to rush limbaugh right now
[08:16.360 --> 08:18.840]  It's just that there's so much serious news here
[08:18.840 --> 08:24.240]  And it's a bummer because rush limbaugh is a really smart guy and I like listening to him and
[08:25.040 --> 08:30.120]  Then I'm so closely interconnected to him. Yeah, I got a lot of phone calls
[08:30.120 --> 08:36.440]  From people saying yeah, I got friends and family calling me saying, oh, you know rush limbaugh. He's got
[08:37.120 --> 08:41.680]  Lung cancer. How's your and in fact crew members got calls a bunch of them did
[08:42.280 --> 08:48.560]  Including our head security guy saying hey, your boss got lung cancer. He's like really and he went and checked and wait
[08:48.560 --> 08:53.960]  You're talking about rush limbaugh. Let's see even these people are smart. They're just not paying attention
[08:54.520 --> 08:57.520]  And that's how the media goes. Oh
[08:57.520 --> 08:59.520]  President Trump
[09:00.720 --> 09:07.800]  He got he got impeached that means he's out of office and remember we went out and did man on the street and so everybody else and
[09:08.320 --> 09:16.520]  Every person you talk to almost every person. We're not cherry picking and be like, yeah, I'm glad he's out of office next week and Obama's in or Hillary's
[09:16.520 --> 09:18.920]  But yeah, yeah, Obama's taken over. Yeah, yeah
[09:19.920 --> 09:24.520]  They didn't even know what impeachment was. It's indictment in the house. We tried the Senate and found
[09:24.520 --> 09:31.520]  Not guilty acquitted but don't worry the Democrats have come out now and and unanimously they had the whole house managers on
[09:31.520 --> 09:34.520]  That was an ABC news and and and they said that
[09:36.520 --> 09:38.520]  Oh, you didn't know
[09:39.520 --> 09:45.520]  Actually made the rounds there on NBC CBS. They all said the same thing. He was not exonerated. He's not innocent
[09:46.520 --> 09:48.520]  That's right when you're found not guilty folks
[09:48.520 --> 09:50.520]  Democratic Party says you're still
[09:51.520 --> 09:53.520]  Guilty
[09:53.520 --> 09:55.520]  They aren't CNN. They were on CNN too. I mean, it's just
[09:56.520 --> 10:00.520]  Unbelievable that creatures like this
[10:02.520 --> 10:08.520]  Creatures like this still have a chance at defeating this country and literally taking control of our children's minds
[10:08.520 --> 10:12.520]  Okay, let me just what in the time I left the segment tell you what I'm gonna get you today
[10:12.520 --> 10:19.520]  First up we have the quarantine center set up at US military bases DOD reports
[10:20.520 --> 10:23.520]  That's Miami Herald. We broke this almost two weeks ago
[10:24.520 --> 10:28.520]  And I said they were establishing these and specifically where they were doing it
[10:29.520 --> 10:33.520]  And of course we got a call fake news, but we have that directly from White House sources
[10:34.520 --> 10:38.520]  Like Adams had one in Homeland Security and we can find out more about that
[10:38.520 --> 10:43.520]  For you so next week's news today. It's not hard to know that's going on. It's not like a big prediction
[10:43.520 --> 10:46.520]  It wasn't a prediction. It was a confirmation and and
[10:47.520 --> 10:51.520]  They're thinking it's gonna get quite bad and yet I'm not here to panic people
[10:51.520 --> 10:55.520]  I know why Trump doesn't want to panic people it can hurt the stock market and what does a panic do
[10:56.520 --> 11:00.520]  But to our listeners and people it's good to obviously know the truth and be prepared and kind of
[11:01.520 --> 11:04.520]  Slowly and quietly get the info out to everybody else
[11:04.520 --> 11:08.520]  Because we don't want to be caught flat-footed. That's not the business. We're in here a coronavirus
[11:09.520 --> 11:14.520]  Is this the virus that didn't cry wolf special report up on it for us calm?
[11:14.520 --> 11:17.520]  That's the question. I'm gonna post a listeners in the second hour
[11:17.520 --> 11:21.520]  What do you really think's behind it and is it the virus that cried wolf or is it the real deal?
[11:21.520 --> 11:25.520]  Well, it's certainly real. It certainly spreads easy. It's certainly manufactured certainly has killed some people
[11:25.520 --> 11:27.520]  But why the hysterical response?
[11:27.520 --> 11:30.520]  This is probably a lot worse than it is. It's probably a lot worse than it is
[11:30.520 --> 11:35.520]  That's my view is the 2019 in CoV bio weapon the black swan event destroyed globalism many people are saying so
[11:36.520 --> 11:39.520]  Excellent report by Greg Reese. We'll be covering that next segment
[11:41.520 --> 11:48.520]  Continuing coronavirus evacuees arrive at Lackland Air Force Base again. That's all coming up next segment
[11:49.520 --> 11:51.520]  Let me tell you what else
[11:52.520 --> 11:54.520]  We have that we're going to do
[11:54.520 --> 11:59.520]  This is quite interesting MSNBC's Chris Matthew suggest Bernie Sanders could assassinate political opponents of president
[12:01.520 --> 12:02.520]  Now
[12:02.520 --> 12:06.520]  Hillary has a bunch of people around her dead in incredibly suspicious circumstances
[12:06.520 --> 12:08.520]  I mean, you know Air Force Kirk
[12:08.520 --> 12:11.520]  Coroners say that Ron Brown was shot through the head
[12:11.520 --> 12:14.520]  If you read that on the air, they say it's a conspiracy
[12:14.520 --> 12:15.520]  It's a conspiracy
[12:15.520 --> 12:16.520]  It's a conspiracy
[12:16.520 --> 12:24.520]  They had a coroner in Arkansas called family mallet that would rule that people were found with their arms legs and heads cut off
[12:24.520 --> 12:30.520]  In plastic bags in a dump and they said the person committed suicide multiple times
[12:31.520 --> 12:36.520]  Who did he couldn't cut to his head arms legs off put himself in a bag and throw himself in a landfill
[12:36.520 --> 12:38.520]  It's ridiculous
[12:38.520 --> 12:40.520]  It's ridiculous
[12:40.520 --> 12:46.520]  But that's what they do but meanwhile hundreds of people have been sued by DNC lawyers
[12:46.520 --> 12:51.520]  For just questioning Seth Rich's death as a possible governmental or political hit
[12:52.520 --> 12:57.520]  FBI lying about murder of Seth Rich attorney claims
[12:58.520 --> 13:00.520]  What America News is a story about
[13:00.520 --> 13:10.520]  They talk to the lawyer, the lawyer says it goes all the way to the top Hillary Clinton. We're going to be getting to that news as well
[13:10.520 --> 13:16.520]  But you see, oh, you can say Bernie Sanders might kill people because a bunch of his staffers drool their communists
[13:16.520 --> 13:21.520]  That's what communists do. They come and kill you and take your wife and children and put them in a forced labor camp
[13:21.520 --> 13:23.520]  But but
[13:23.520 --> 13:33.520]  It's legitimate to say he might do that. I mean something true out of Chris Matthews mouth, but can we say Hillary might have had Seth Rich killed
[13:33.520 --> 13:35.520]  They certainly don't want you
[13:35.520 --> 13:38.520]  Asking that question. That's all
[13:38.520 --> 13:44.520]  Coming up also reparations in New York theater charges whites
[13:44.520 --> 13:46.520]  47% more
[13:46.520 --> 13:48.520]  And a bunch of money
[13:48.520 --> 13:53.520]  And a bunch of other restaurants are charging whites more
[13:53.520 --> 13:55.520]  It's not
[13:55.520 --> 13:59.520]  Black folks doing that though. It's weirdo white people trying to create
[13:59.520 --> 14:01.520]  Communist division and societal collapse
[14:01.520 --> 14:09.520]  And that's why they've had starbucks doing it. It's it's it's hurt their bottom line billions of dollars Gillette's lost like 15 billion I was 8 billion
[14:09.520 --> 14:12.520]  Telling men it's bad to ask a woman out
[14:12.520 --> 14:20.520]  That but but but of a convicted pedophile was to dress up and it is a drag queen to come have time with your children at public school unannounced sometimes to the parents
[14:20.520 --> 14:24.520]  That's completely normal bounce on that pedophile's knee. Just do not ask a girl out at the bar. That's right
[14:24.520 --> 14:26.520]  But sorry I digress
[14:26.520 --> 14:31.520]  But we actually found some black folks that did want to tell white people they were bad. That's coming up out of the arm
[14:31.520 --> 14:36.520]  It's up on enforce calm crazy white liberals get on their knees and get out of there
[14:36.520 --> 14:44.520]  That's coming up out of the arm. It's up on enforce calm crazy white liberals get on their knees and kiss boots of black israelite
[14:44.520 --> 14:49.520]  Man, this is funny then clap their hands
[14:49.520 --> 14:52.520]  So this is this is awesome
[14:52.520 --> 14:55.520]  This is hilarious
[14:55.520 --> 15:02.520]  I would do it too. I'd say am I am I a white devil still they're like absolutely you are the seed of the devil because you're white
[15:02.520 --> 15:07.520]  Which is all just the same thing the Nazis were saying just reversed. I mean, it's just cuckoo
[15:07.520 --> 15:09.520]  But but who's crazier
[15:09.520 --> 15:18.520]  The white people are the crazy black people and let me tell you the black israelites I've run into they are hilarious man
[15:18.520 --> 15:24.520]  Remember they were the ones bullying in the poor Catholic kids that the media said they were bullying at them
[15:24.520 --> 15:29.520]  Man, I've seen it all at this point though. I love it. So that's all coming up
[15:29.520 --> 15:32.520]  It's gonna get a lot worse though before it peaks
[15:32.520 --> 15:39.520]  So don't worry. Oh, you know, they're wanting to arrest me for talking about the Roger Stones for all they say in America
[15:39.520 --> 15:44.520]  You can't do that, you know, the Supreme Court's totally clear you can last time I checked we're not in North Korea
[15:44.520 --> 15:50.520]  I don't need to live in a trash can to know it's a trash can won't need to live in North Korea to know that's North Korea with his judge
[15:50.520 --> 15:56.520]  Well, now they're saying they may throw him in prison longer because he called for a pardon and I talked about it
[15:56.520 --> 15:59.520]  I mean, yeah, it's all coming up
[16:26.520 --> 16:37.520]  Drink fluoridated water just like the loving kiss of a king cobra pumping deadly, I mean loving, helpful nutrients in their body
[16:37.520 --> 16:50.520]  Hug the cobra, love the cobra, kiss the cobra, but never, never go to info wars.com or info wars store.com
[16:50.520 --> 16:56.520]  Do not order those products. Silence, Jones, no!
[16:59.520 --> 17:03.520]  Almost all the other big storeable food companies are sold out of food
[17:03.520 --> 17:09.520]  But I know for a fact from sources to tell them people, oh, we've got it. Get your order in two weeks for delivery
[17:09.520 --> 17:14.520]  We follow this pattern over and over again. I've been already for 25 years. I've had storeable food for a long time
[17:14.520 --> 17:20.520]  And I learned very quickly a lot of these companies they're fine during normal times during a crisis
[17:20.520 --> 17:23.520]  They don't keep a bunch of food on hand because of inventory. They'll still take your orders
[17:23.520 --> 17:30.520]  That's why about 11 years ago I found my Patriot supply now the biggest most trusted company out there and I became a private labeler for them
[17:30.520 --> 17:33.520]  Because they actually have it on hand. They actually give it delivered to you on time
[17:33.520 --> 17:38.520]  They do what they're gonna say they're gonna do because they want you as a customer over and over again and they're good people
[17:38.520 --> 17:43.520]  Now they were saying seven to ten days before shipping because they've got the food but they got a package at record level orders
[17:43.520 --> 17:48.520]  Now it's 10 to 14 because it's only intensifying with the coronavirus
[17:48.520 --> 17:52.520]  So get your orders at an infowarstore.com get the best deals, get it delivered first
[17:52.520 --> 17:55.520]  They're in our system, it goes right to them, then it funds the info as well
[17:55.520 --> 17:59.520]  So get prepared infowarstore.com with storeable foods
[17:59.520 --> 18:03.520]  I love watching David Knight in the morning. I love tuning in to Owen Schreuer
[18:03.520 --> 18:07.520]  I love all the other shows we do here, but I'll be honest with you
[18:07.520 --> 18:12.520]  We run during the breaks a lot of news reports because I'm sick of hearing the ads
[18:12.520 --> 18:15.520]  So you think you don't want to hear an ad? I don't want to hear an ad
[18:15.520 --> 18:17.520]  But here's the bottom line
[18:17.520 --> 18:21.520]  We're barely paying the bills here and I want to expand the face the globalists not contract
[18:21.520 --> 18:25.520]  I don't want them to win. So listen, you got this guarantee from me
[18:25.520 --> 18:32.520]  We sell enough product, we'll have less ads and less plugs and we'll expand and really give the globalists run for their money
[18:32.520 --> 18:37.520]  But we've got products you already really need like DNA Force Plus, X2, these will change your life
[18:37.520 --> 18:41.520]  Go check out the turmeric products, check out the water filtration, air filtration
[18:41.520 --> 18:45.520]  Check it all out, whatever you do, take action and know, be part of the Second American Revolution
[18:45.520 --> 18:48.520]  Be part of Crush the Globalist and get great products at the same time
[18:48.520 --> 18:51.520]  Infowarstore.com is the umbrella site
[18:51.520 --> 18:53.520]  InfoWarsLife.com is the supplements
[18:53.520 --> 18:56.520]  Take action now and fund the info war for your own future
[19:00.520 --> 19:04.520]  I wanted to talk about super silver whitening toothpaste because I hadn't tried it
[19:04.520 --> 19:09.520]  Except for maybe the last week and a half and I told Alex, I said man this is the best toothpaste I've ever tried
[19:09.520 --> 19:13.520]  He's like, well, what are you doing just sitting in here telling me? You got to get up there and tell people
[19:13.520 --> 19:21.520]  So here I am telling people, super silver whitening toothpaste is by far the best toothpaste I've ever tried
[19:21.520 --> 19:26.520]  And I'm 45 years old and I've tried a lot of different toothpaste and it's fluoride free
[19:26.520 --> 19:31.520]  I think the big difference, the game changer in this is the coral calcium because after I brush my teeth with this
[19:31.520 --> 19:37.520]  They feel so clean and the toothpaste, I don't even like rinse out my mouth after I brush my teeth with this
[19:37.520 --> 19:43.520]  It feels so good. It feels like it feels like good things are happening in my mouth
[19:43.520 --> 19:49.520]  In fact, I find myself brushing my teeth three to four times a day rather than just twice a day now
[19:49.520 --> 20:10.520]  Because I like the way it feels
[20:20.520 --> 20:29.520]  Live from Austin, Texas broadcasting worldwide, it's Alex Jones
[20:29.520 --> 20:35.520]  So this is the broadcast that they do not want you to hear
[20:35.520 --> 20:44.520]  We had the author of the US biological weapons conventions that was adopted into planetary rule on
[20:44.520 --> 20:50.520]  He also has the top Harvard PhD in this whole globalist system
[20:50.520 --> 20:55.520]  They only give it about one a year. He has the same one Kissinger has
[20:55.520 --> 20:59.520]  He was a mole in their system
[20:59.520 --> 21:03.520]  Francis Boyle, he did an hour and a half with us
[21:03.520 --> 21:09.520]  I went back yesterday, Bing and I watched that interview and I took notes and I checked in a lot of what he was saying
[21:09.520 --> 21:17.520]  I knew almost all of it. He was going over history, but it just blew me away
[21:17.520 --> 21:23.520]  We know this is man-made, it's admitted
[21:23.520 --> 21:27.520]  And we know it's got a high kill rate
[21:27.520 --> 21:34.520]  And he laid out the best case analysis scenario is it's a bio weapon or a vaccine they were working on for a bio weapon that got out
[21:34.520 --> 21:37.520]  And that's why people are so concerned
[21:37.520 --> 21:43.520]  The real action is this is serious. The action we're seeing by governments is this is the worst thing ever
[21:43.520 --> 21:48.520]  The PR is, oh, it's no big deal. Relax. That's the perfect storm
[21:48.520 --> 21:54.520]  And we have all these videos pouring out. Video shows officials in protective suits dragging suspected coronavirus
[21:54.520 --> 22:03.520]  Carriers from their homes, mass arrest, Miami Herald quarantine centers set up at US military bases, DOD
[22:03.520 --> 22:09.520]  Is it the virus that cried wolf? Is it the black swan event?
[22:09.520 --> 22:14.520]  More coronavirus evacuees arrive at Lackland Air Force Base in San Antonio, Texas
[22:14.520 --> 22:19.520]  Where they've got the level 4 bio weapons lab here in Texas
[22:19.520 --> 22:25.520]  That's just some of the things that are unfolding. All of the cremation vans running
[22:25.520 --> 22:31.520]  24-7 is China orders door-to-door mass roundups of infected citizens
[22:31.520 --> 22:37.520]  But that's an article on infowars.com for Mike Adams and naturalnews.com from three days ago
[22:37.520 --> 22:46.520]  Now that's all in mainstream news today. I'm just telling you, we're about seven to three days, three to seven days ahead of everybody else
[22:46.520 --> 22:51.520]  And we're just dead on, dead on, dead on, dead on, dead on
[22:51.520 --> 22:55.520]  And I'm not saying that to go, oh look, aren't we great?
[22:55.520 --> 23:03.520]  I'm not saying that to go, wow, why are we being censored? Why are we being blocked? Because the establishment knows all this
[23:03.520 --> 23:09.520]  But see, we've got an establishment called the American people that put a president in that's actually trying to get control again
[23:09.520 --> 23:16.520]  That means the government's going to be perfect, but it means it'll be directed for we the people, at least if it's an operating statement
[23:16.520 --> 23:23.520]  Not against the people, and America sucks, and Christianity sucks, and we're going to have a race war, and communism's the answer
[23:23.520 --> 23:28.520]  Go somewhere else where they already have tried it and failed, don't try it here with us
[23:28.520 --> 23:32.520]  But Gregory's father's powerful report, it's up on infowars.com
[23:32.520 --> 23:37.520]  I suggest you share it, it's in the Gregory's area of band.video, just click the top left hand link
[23:37.520 --> 23:42.520]  Find the Gregory's area of all his incredible reports, and please share it, because you are the resistance
[23:42.520 --> 23:47.520]  We put out the report to the research, you contribute to it, when you share it, that completes the circuit
[23:47.520 --> 23:56.520]  That's how the engine turns, that's how it roars, you are infowars. Please share this Black Swan report, here it is
[23:56.520 --> 24:03.520]  Is the new coronavirus a Black Swan event? We know that the coronavirus is man-made
[24:03.520 --> 24:08.520]  It is known as 2019-NCOV
[24:08.520 --> 24:14.520]  And while its evolution remains a mystery, we know that it did not come from eating bats
[24:14.520 --> 24:24.520]  SARS itself is already a biological warfare weapon, and then they super-dupered it, super-charged it
[24:24.520 --> 24:31.520]  Again, with DNA genetic engineering, maybe synthetic biology, to add into SARS
[24:31.520 --> 24:42.520]  HIV, as Alex correctly pointed out, that Indian study, and the flu virus, and then they gave it these gain of function activities
[24:42.520 --> 24:52.520]  We have seen videos of Chinese authorities announcing how the quarantine facilities will provide no care
[24:52.520 --> 24:58.520]  And once you are in, you can never escape
[24:58.520 --> 25:09.520]  Videos from inside the quarantine show the infected all kept together in open areas
[25:09.520 --> 25:16.520]  People are being dragged off the streets
[25:16.520 --> 25:23.520]  Locked into small boxes like stray dogs
[25:23.520 --> 25:27.520]  And everyone seems to be holding their phones out, recording it all
[25:27.520 --> 25:35.520]  In this video, Chinese police appear to wrestle a woman out of her automobile
[25:35.520 --> 25:50.520]  They force her to the ground
[25:50.520 --> 26:02.520]  And after moments of trying to restrain her, she goes limp and lifeless, as if she is dead
[26:02.520 --> 26:10.520]  Maybe unconscious? Either way, it looks terrible
[26:10.520 --> 26:17.520]  And yet the person filming it is within arms reach of the police involved, and no one ever acknowledges them
[26:17.520 --> 26:21.520]  Is it strange?
[26:21.520 --> 26:25.520]  Does the Chinese government want the world to see these images?
[26:25.520 --> 26:30.520]  Or is an all-powerful Chinese government just an illusion?
[26:30.520 --> 26:38.520]  That is falling apart before our eyes
[26:38.520 --> 26:47.520]  If 2019 NCOV is the pandemic it is feared to be, the world has already failed to shut it down
[26:47.520 --> 26:51.520]  And it won't be long until we know for sure
[26:51.520 --> 27:03.520]  Meanwhile, Philippine Senate President showed a video suggesting that BioWeapon 2019 NCOV was a product of Bill Gates and the CIA
[27:03.520 --> 27:08.520]  The corporate media attacked him as a conspiracy theorist
[27:08.520 --> 27:19.520]  And in the US, Secretary of State Pompeo made it publicly known that there is a list of US state governors who have been doing business with the communist Chinese
[27:19.520 --> 27:31.520]  Indeed, last year, a Chinese government-backed think tank in Beijing produced a report that assessed all 50 of America's governors on their attitudes towards China
[27:31.520 --> 27:38.520]  They labeled each of you friendly, hardline, or ambiguous
[27:38.520 --> 27:44.520]  I'll let you decide where you think you belong, someone in China already has
[27:44.520 --> 27:49.520]  Many of you indeed, in that report, are referenced by name
[27:49.520 --> 27:53.520]  For infowars.com, this is Greg Ries
[27:58.520 --> 28:04.520]  Very important report, it's on infowars.com, and I want to be clear if you just tuned in
[28:04.520 --> 28:15.520]  We had Dr. Francis Boyle on twice last week saying the White House needs to investigate this as a man-made BioWeapon because the Indian universities and others have scanned it, it is
[28:15.520 --> 28:24.520]  There's no doubt, it's multiple virus families, the injection points, the signature when you merge them with the gene splicing, it's there
[28:24.520 --> 28:29.520]  These things are tiny, and so when you splice something on, it's really obvious
[28:29.520 --> 28:32.520]  It's like anything in the world, it has a signature
[28:32.520 --> 28:39.520]  It is unmistakable, it's not even debatable, and the White House announced Friday night they're investigating it as a BioWeapon
[28:39.520 --> 28:48.520]  I mean, this is big stuff, folks, so I don't know how bad it's gonna get, but I can tell you right now, it's man-made
[28:48.520 --> 28:54.520]  And all hell's breaking loose in China, and folks are dying all over the world outside China, and this could be the big one
[28:54.520 --> 28:56.520]  Stay with us, we'll be back
[28:56.520 --> 29:09.520]  The demand for food has not let up, we are selling record amounts of it, everybody else is basically already sold out, or they have a giant wait list
[29:09.520 --> 29:17.520]  Our suppliers have it in-house, mistaken 7-10 days to deliver, because again, they have to package it, they're running 24 hours a day
[29:17.520 --> 29:22.520]  But in a few days, they're telling me it may go to a longer wait if you haven't gotten your order in
[29:22.520 --> 29:29.520]  So I wouldn't procrastinate, we wanted this virus to be peering out, we wanted it to just be hype, looks like it is really really bad
[29:29.520 --> 29:33.520]  And it is man-made, and so that's why we're seeing the huge freak out
[29:33.520 --> 29:40.520]  So get your storeable food at infowarsestore.com, that helps funder operation, it's insurance, you can eat a total 360 win
[29:40.520 --> 29:48.520]  Again, get your food and actually get it delivered at infowarsestore.com, get your order in, it's locked in, guaranteed 7-10 days
[29:48.520 --> 29:52.520]  So get your food at infowarsestore.com, and regardless, it funds the operation
[29:52.520 --> 29:59.520]  We also have the immune gargle at 40% off, we are going to sell out of that, but I'm just keeping it at that sales price at infowarsestore.com
[30:01.520 --> 30:07.520]  It's Friday evening when I'm cutting this one-minute unscripted ad, I'm just telling you what's going on, straight shooting you
[30:07.520 --> 30:15.520]  We've sold out of the 16 ounce immune gargle with the patented nano silver that's known to take out SARS, even Homeland Security reports, and A&M reports
[30:15.520 --> 30:20.520]  Now, we've almost sold out of the 1 ounces, we've got 3 ounces for the next week and a half at current sales rates
[30:20.520 --> 30:29.520]  This is just great to have, regardless, and it's really good for you, and it targets bacteria and viruses across the board, and it funds the M4 war
[30:29.520 --> 30:41.520]  But if you want to get prepared, get your immune gargle silver at infowarsestore.com, it's also in our tooth whitening, toothpaste, and in our super blue toothpaste as well
[30:41.520 --> 30:45.520]  We've got plenty of that still, but at current rates it'll sell out in about 3 weeks
[30:45.520 --> 30:53.520]  So all these great silver products are the very best you're going to find are at 1 place, infowarsestore.com, and it funds the M4 war, a 360 win
[31:01.520 --> 31:04.520]  This should really be easier than it is
[31:04.520 --> 31:08.520]  I'm not here giving you a sales pitch, I'm pointing out the way forward
[31:08.520 --> 31:17.520]  Things that I've discovered that I absolutely know work that if you listen to me and try them out for yourself, you will see how amazing it is
[31:17.520 --> 31:25.520]  And then your support of the product we're selling will help you and will help us, and it's symbiotic
[31:25.520 --> 31:32.520]  My friends, I harp and harp and harp about iodine because it's the good halogen, fluoride's the bad halogen
[31:32.520 --> 31:40.520]  And people told me about it for years and I didn't listen and I'm so thankful that finally I listened to Dr. Grip like 8 years ago
[31:40.520 --> 31:44.520]  It started taking true iodine, atomic iodine
[31:44.520 --> 31:53.520]  We've got it back in stock X2, 40% off right now at infowarsestore.com and I'm telling you folks, get it, it's amazing
[31:53.520 --> 31:58.520]  Discover the benefits and it funds the M4 war, a 360 win, you can't lose unless you don't take action
[31:58.520 --> 32:05.520]  I spend a lot of time reminding the M4 wars, the family of listeners and viewers
[32:05.520 --> 32:10.520]  That without you we won't be on the air and I spend a lot of time thanking you
[32:10.520 --> 32:18.520]  But I really think you should thank yourself for keeping us on the air and really changing the world for the better and raising the alarm as modern ball reveres
[32:18.520 --> 32:25.520]  But something I should spend more time on is just reminding you that these products are really amazing
