[00:00.000 --> 00:25.900]  Infowars, tomorrow's news, today.
[05:36.880 --> 05:40.520]  These people are coming for your birthright, they're coming for your First Amendment, they
[05:40.520 --> 05:43.800]  admit once they've silenced us, they're coming for you.
[05:43.800 --> 05:47.800]  I am in your hands, and I'm asking of your support now, who have my commitment to never
[05:47.800 --> 05:51.160]  give up or back down, but I could give out without your support.
[05:51.160 --> 05:54.600]  Thank you for all your past support, and I'm encouraging you now to redouble your efforts
[05:54.600 --> 06:00.600]  at infowarsstore.com with promo code 1776 for additional 10% off on the already big sales.
[06:24.600 --> 06:29.680]  Ladies and gentlemen, if you thought that speech five weeks ago was Biden with a red
[06:29.680 --> 06:34.120]  background on the Marines, deterring war on their political opposition, saying we want
[06:34.120 --> 06:38.320]  to arrest all of us as bad, last night was even worse.
[06:38.320 --> 06:49.720]  His Hail Mary to say, hey, I'm the most properly elected person ever, my election was the cleanest
[06:49.720 --> 06:56.280]  election that we've basically ever seen, but oh, in these key battleground states, the
[06:56.280 --> 07:00.280]  same ones they stole last time, we're not going to know for a few days who really won,
[07:00.280 --> 07:03.040]  and we'll explain how that scam works.
[07:03.040 --> 07:07.840]  I mean, it went on and on, and that, you know, Democrats don't handle things by violence
[07:07.840 --> 07:12.480]  or burning things down, that's the Republicans.
[07:12.480 --> 07:15.680]  Everything he said was upside down world.
[07:15.680 --> 07:24.680]  And now, the Pelosi's don't want the footage from their surveillance cameras that the Congressional
[07:24.680 --> 07:30.600]  Capitol Police, they've expanded offices around the country, turns out they've got HD video
[07:30.600 --> 07:35.040]  of all this, but they don't want the footage released, ladies and gentlemen, they just don't
[07:35.040 --> 07:40.320]  want to talk about two men in their underwear with hammers in a bedroom, it just gets crazier
[07:40.320 --> 07:41.320]  and crazier.
[07:41.320 --> 07:46.080]  We're going to open the phones up throughout the broadcast today, all three hours, we're
[07:46.080 --> 07:53.840]  going to be taking your phone calls on all these issues, so let's go ahead now and plow
[07:53.840 --> 08:00.400]  directly into the outrageous speech last night, Biden sends a stark warning about political
[08:00.400 --> 08:06.640]  violence ahead of midterms, we can't take democracy for granted any longer.
[08:06.640 --> 08:11.920]  This is the Democratic Party that said that Russians got Trump elected by fraud and had
[08:11.920 --> 08:18.400]  fake impeachments and fake dossiers and we now know the FBI and DHS interfaced with big
[08:18.400 --> 08:22.880]  tech and corporate media censoring stories and censoring the American people and having
[08:22.880 --> 08:28.120]  meetings with major banks about taking bank accounts away from anybody that criticizes
[08:28.120 --> 08:33.280]  the Afghan withdrawal or forced inoculations or open borders by the list grows all the
[08:33.280 --> 08:43.400]  time, don't question transgenderism, spying on us, government illegally working with corporations
[08:43.400 --> 08:47.360]  and think tanks all in their own documents saying we can't let the public know about
[08:47.360 --> 08:52.840]  this, it's illegal, that's why we work through the ADL and the Southern Primary Law Center
[08:52.840 --> 09:00.080]  and Kyrie Irving just paid a $500,000 fee fine to the ADL and announced he will quote
[09:00.080 --> 09:06.200]  be reeducated by the head of the ADL, you know that's what the gun grabbers, Democratic
[09:06.200 --> 09:10.960]  Party groups that sued me in these kangaroo courts told me in mediation, they said we
[09:10.960 --> 09:17.760]  want you to come out against the Second Amendment, we'll drop all this, oh I can be sitting
[09:17.760 --> 09:25.760]  in your lap and then you'll be nice to me, you oily, gross lawyers, I am happier and
[09:25.760 --> 09:34.600]  more alive than I've ever been being under savage attack by the scum of the earth, you
[09:34.600 --> 09:42.760]  can put a gun to my head you filth and I wouldn't back down one inch and I'll never back down
[09:42.760 --> 09:48.960]  as long as God keeps me alive and God works through our listeners to support us ladies
[09:48.960 --> 09:54.480]  and gentlemen, all Kyrie Irving did was put a link up talking about how a bunch of Africans
[09:54.480 --> 10:00.720]  in North Africa are related to Jews, that's in the Old Testament, Ethiopia was founded
[10:00.720 --> 10:09.360]  by black Jews and then it talks about how many of the Jews that lived in Portugal and
[10:09.360 --> 10:20.440]  Spain, not Ashkenazi but Sephardic, actual Jews, brown skinned Jews, friends that are
[10:20.440 --> 10:30.600]  Sephardic Jews, great people, Rousseau was a Sephardic Jew but the whole point is that
[10:30.600 --> 10:38.560]  it's on record that many of the slave ships were indeed owned by rich European Jews, they
[10:38.560 --> 10:44.760]  were owned by a lot of the folks too but it's just ridiculous, look own the fact that most
[10:44.760 --> 10:49.520]  white people that are European had some ancestor that had slaves, I'm sure I had some ancestor
[10:49.520 --> 10:55.160]  back 300, 400 years ago that probably worked on a slave ship, I mean they had the press
[10:55.160 --> 11:01.960]  gangs in England and France where they would go to country boys' houses, teenagers' houses,
[11:01.960 --> 11:06.240]  in the country and literally conk you on the head, put a bag over your head so you didn't
[11:06.240 --> 11:10.360]  know where you went to get home because most of the farm boys never left their house or
[11:10.360 --> 11:16.640]  their farm and then take you to the coast 500, 300 miles away and load you on an impressment
[11:16.640 --> 11:22.480]  ship, I'll guarantee you I bet I had ancestors that were pressed on the British ships that
[11:22.480 --> 11:27.800]  were loading up black slaves, I don't know that but I bet money and if somebody wrote
[11:27.800 --> 11:34.800]  a book about England or Spain or Portugal, because Spain and Portugal were the real
[11:34.800 --> 11:40.600]  slaving countries that were the first to do it on the European angle on the Gold Coast
[11:40.600 --> 11:44.440]  of Africa, they weren't the first to have slaves, the Arabs kind of started the black
[11:44.440 --> 11:48.480]  slave market but the point is the whites sure got involved, I mean if somebody said hey
[11:48.480 --> 11:54.000]  we traced back your lineage 20 generations back and you had a great great great great
[11:54.000 --> 11:58.800]  great great great great great grandfather that was a captain of a slave ship, I wouldn't
[11:58.800 --> 12:06.000]  go I'm banning you, I want you to pay me $500,000, you're going to be taken off the air, you
[12:06.000 --> 12:14.440]  are a criminal and you hate all Jews, what? The vice president of the Confederacy was
[12:14.440 --> 12:24.360]  Jewish in the civil war, does that mean all Jews supported slavery then or today? No,
[12:24.360 --> 12:34.120]  but the bar for criticizing anything that the left is doing is just over the top and
[12:34.120 --> 12:41.240]  I didn't mean to go off on a jag about that, it's just anybody that studies history knows
[12:41.240 --> 12:53.360]  that Jewish publications brag how they basically ran the Confederacy, I mean it's a fact that
[12:53.360 --> 12:58.040]  though one of the largest contingents in the southern government of Jefferson Davis was
[12:58.040 --> 13:04.200]  Jewish, I mean that's in the Washington Post, does that mean Jews are bad? No it doesn't,
[13:04.200 --> 13:10.720]  Budzy Siegel was a Jewish gangster that killed people, does that mean Jews are bad? No, I
[13:10.720 --> 13:15.200]  mean you got the Gambino crime family out, killing people, does that mean Italians are
[13:15.200 --> 13:21.600]  all gangster murderers? It's an insane benchmark but it's the same thing, you support freedom,
[13:21.600 --> 13:24.520]  you're a terrorist and the ADL you question an election they're going to say you're a
[13:24.520 --> 13:28.520]  Nazi and then now the government's going to come after you and the government's spying
[13:28.520 --> 13:35.360]  on you and it's ridiculous, it's absolutely preposterous and I'm going to go to break here
[13:35.360 --> 13:42.360]  about three minutes and oh my gosh Wikipedia better gets shut down if Kyrie Irving had
[13:42.360 --> 13:51.520]  to pay $500,000 the ADL for putting the link out a documentary of black folks documenting
[13:51.520 --> 13:59.440]  Jews involved in the slave trade, well then put it up there, I want Wikipedia taken down,
[13:59.440 --> 14:06.080]  the Jewish Confederates, what is Wikipedia doing promoting a bestselling book about the
[14:06.080 --> 14:15.560]  Jewish Confederates? See this is this is idiocy ladies and gentlemen, this is absolute total
[14:15.560 --> 14:25.200]  and complete moronic idiocy. If Kyrie Irving put out an Instagram talking about Britain
[14:25.200 --> 14:31.120]  and the slave trade and I've got British ancestors, do I get mad at Kyrie Irving? No, it's history
[14:31.120 --> 14:36.120]  I'm interested in that, it's important to understand that. I've sat up here and talked
[14:36.120 --> 14:39.520]  about how blacks were enslaving blacks and selling them the slave trade, does that mean
[14:39.520 --> 14:46.640]  all black people are bad? So it's just absolutely insane ladies and gentlemen and the wheels
[14:46.640 --> 14:51.040]  are coming off, we're going to go to break, the new sale is here and we need the funds
[14:51.040 --> 14:57.600]  to stay on here plus these are great products. Black Friday comes early every year and we
[14:57.600 --> 15:06.720]  have 50% off store wide across the board and additional 10% off with 1776, 1776. Now we
[15:06.720 --> 15:10.560]  had to take a few things off sale like X3 is about to sell out and some other things
[15:10.560 --> 15:15.520]  are about to get taken off the sale list but everything that X3 right now is still 50%
[15:15.520 --> 15:21.760]  off with promo code 1776 it's 60 so the sale actually in a way got better except that once
[15:21.760 --> 15:25.560]  I do all the counting today and look at all the numbers I was already doing this morning
[15:25.560 --> 15:29.040]  we're going to pull a couple things off the sale list right now all the supplements are
[15:29.040 --> 15:37.240]  50% off, additional 10% off with 1776 at checkout and that is Black Friday comes early, oh oh
[15:37.240 --> 15:45.320]  oh I almost forgot. Our number one super high quality multivitamin mineral one and done
[15:45.320 --> 15:50.920]  vitamin for immune system your whole body it is back in stock, our multivitamin that's
[15:50.920 --> 16:00.920]  so high quality organic based is back in stock 60% off with promo code 1776. I am extremely
[16:00.920 --> 16:07.280]  honored to be seen by the globalists as their number one enemy. I am blessed to know that
[16:07.280 --> 16:15.240]  our information is so hardcore that the enemies of humanity are obsessed with silencing us.
[16:15.240 --> 16:19.640]  They know the truth about their globalist operations is exposed, it's came over and
[16:19.640 --> 16:25.680]  all over the planet humanity is awakening and peacefully fighting back and our main
[16:25.680 --> 16:30.560]  tool is free speech and the truth we promote using free speech. That's why when you share
[16:30.560 --> 16:36.720]  articles and videos from man.video or infowars.com or newswars.com it changes the world and that's
[16:36.720 --> 16:41.560]  why when you go to infowarsstore.com and get amazing products that empower you and your
[16:41.560 --> 16:46.280]  body and your immune system and that of your family you're also empowering the tip of the
[16:46.280 --> 16:51.960]  spear in the fight against the globalist. The fight starts at infowars.com and the support
[16:51.960 --> 16:59.960]  of the fight starts at infowarsstore.com. God bless and thank you all for your support.
[16:59.960 --> 17:04.360]  Everybody says they want people to stand up and fight tyranny but when you fight tyranny
[17:04.360 --> 17:09.600]  the new world order comes after you. Now I knew that and for 28 years I've been on air
[17:09.600 --> 17:14.320]  exposing these people and together we've had a great effect but listen they're coming after
[17:14.320 --> 17:18.280]  us right now they're trying to shut us down but they can't beat the power of we the people
[17:18.280 --> 17:24.720]  of you and I together. So please visit infowarsstore.com and get incredible game changing products
[17:24.720 --> 17:28.720]  all at the same time keeping us on air. We have the biggest sell of the year running
[17:28.720 --> 17:34.000]  right now at infowarsstore.com and you get an additional 10% off on the deals that are
[17:34.000 --> 17:40.600]  at least 40% off many are 50% off on vitamin mineral fusion x3 DNA force plus you name
[17:40.600 --> 17:49.280]  it. So on top of 50% off at checkout with promo code 1776 or 1776 an additional 10% off
[17:49.280 --> 17:53.280]  and no pay for your points. This is by far the biggest sell of the year keeps us on air
[17:53.280 --> 17:59.680]  plus they're great products check them out at infowarsstore.com with promo code 1776.
[17:59.680 --> 18:04.480]  Look it's not hype that info wars has changed the world. It's not hype that your support
[18:04.480 --> 18:09.040]  of info wars is the reason we were able to do this so I salute you and I thank you. Now
[18:09.040 --> 18:14.080]  you know about fluoride the bad halogen on the periodic table. Well high quality iodine
[18:14.080 --> 18:17.560]  is the good halogen and does the opposite of fluoride and when you've got it in your
[18:17.560 --> 18:20.840]  body it doesn't just supercharge yourselves does just give you more energy doesn't just
[18:20.840 --> 18:27.000]  boost your immune system but it also blocks the bad halogens in the fluoride chlorine bromide
[18:27.000 --> 18:31.920]  bromine family. So ladies and gentlemen it takes about two weeks for x3 to kick in on
[18:31.920 --> 18:37.320]  average take a few drops every day and almost everyone has dramatic results plus it funds
[18:37.320 --> 18:44.280]  the info war so what do you have to lose but taking action experience x3 finally back in
[18:44.280 --> 18:52.120]  stock at infowarstore.com right now for 50% off experience try iodine learn about the
[18:52.120 --> 18:57.440]  iodine fluoride conspiracy learn how to counter the fluoride and fund the info war and empower
[18:57.440 --> 19:08.520]  your life at infowarstore.com. I have been in a 28 year marathon battle with a globalist.
[19:08.520 --> 19:12.400]  I have come from nowhere to the very heights of politics not just in America but the world.
[19:12.400 --> 19:18.200]  We are engaging the globalist at point-blank range in the information war but I don't deserve
[19:18.200 --> 19:23.720]  the credit. Yes I've persevered but the listeners and viewers who support info wars for the
[19:23.720 --> 19:29.520]  real reason we've had the success. We're having now the greatest victories in the fight against
[19:29.520 --> 19:36.400]  the new war we've ever had. We are now entering the final mile of the marathon and that's
[19:36.400 --> 19:40.640]  why today it's more important than ever to realize how important you've been in this
[19:40.640 --> 19:45.480]  fight and to continue in the efforts you've been tearing out and to intensify them. God
[19:45.480 --> 19:51.040]  bless you all I salute you I thank you and I beg you to intensify what you're doing
[19:51.040 --> 19:56.120]  now because we are over the target and this grief is happening. The fight is my fight
[19:56.120 --> 20:00.600]  it's your fight it's our fight God bless you all.
[20:00.600 --> 20:27.400]  Well Joe Biden really showed his hand last night while I'm the most legitimate elected
[20:27.400 --> 20:32.800]  person in US history don't question elections. The Republicans are going to try to steal
[20:32.800 --> 20:38.360]  it don't question elections but they're trying to steal it and in these key battleground
[20:38.360 --> 20:43.680]  states where we stole it last time well it's going to take a few days to decide who the
[20:43.680 --> 20:49.800]  winners are because they rattle all the dead people that they have ballots filled out for
[20:49.800 --> 20:53.920]  folks that moved out of the state they have computer programs that Facebook and others
[20:53.920 --> 20:58.640]  paid $300 million to give them databases of they just sit there and fill them in and have
[20:58.640 --> 21:04.720]  their mules go deliver them right there to the drop boxes ladies and gentlemen that's
[21:04.720 --> 21:09.760]  how they operate so let's go ahead and go to Biden we know that more and more ballots
[21:09.760 --> 21:14.400]  are cast by early voting or by mail in America that means in some cases we don't know the
[21:14.400 --> 21:18.480]  winner of the election for a few days then they go on to list the states which are the
[21:18.480 --> 21:25.640]  key battleground states we know that more and more ballots are cast in early voting
[21:25.640 --> 21:32.440]  or by mail in America we know that many states don't start counting those ballots so after
[21:32.440 --> 21:37.720]  the polls close on November 8th that means in some cases we won't know the winner of
[21:37.720 --> 21:44.480]  the election for a few days until after few days after the election takes time to count
[21:44.480 --> 21:51.440]  all legitimate ballots in a legal and orderly manner it's always been important for citizens
[21:51.440 --> 21:57.000]  in democracy to be informed and engaged now it's important for citizens to be patient
[21:57.000 --> 22:04.920]  as well that's how it's supposed to work so back when we only had paper ballots until
[22:04.920 --> 22:09.160]  the 80s they had the precincts count them up everybody looked and made sure it was accurate
[22:09.160 --> 22:13.640]  and it was pretty hard to steal they'd still have a few people vote repeatedly the democrats
[22:13.640 --> 22:17.880]  are famous for running scams it's their bag it's it's their bailiwick it's it's their
[22:17.880 --> 22:23.560]  wheelhouse it's their arena it's their mo it's their signature it's what they do okay
[22:23.560 --> 22:28.960]  like ducks quack and have feathers well and you know wolves got long hair and like to eat
[22:28.960 --> 22:33.160]  sheep and pedophiles like to rape children democrats like to steal elections they've been
[22:33.160 --> 22:37.480]  doing it forever I think they own the country they launch a civil war it's who they are
[22:37.480 --> 22:45.840]  we're scum and what the leadership of these people so then we have Biden saying that the
[22:45.840 --> 22:54.040]  great irony of 2020 election is just the most attacked election in our history and yet it
[22:54.040 --> 23:00.840]  was no election our history that can be more certain of its results so he's saying his
[23:00.840 --> 23:07.240]  election was absolutely without question but but but again now with all the computers
[23:07.240 --> 23:11.720]  they just can't tell you when somebody won though because they got to bring in the inputs
[23:11.720 --> 23:19.440]  that are the fake ballots here it is party the great irony about the two twenty election
[23:19.440 --> 23:24.960]  is that it's the most attacked election in our history and yet and yet there's no election
[23:24.960 --> 23:31.720]  in our history that we can be more certain of its results every legal challenge that
[23:31.720 --> 23:38.280]  could have been brought was brought no the Senate could add a 10-day investigation the
[23:38.280 --> 23:44.440]  courts would not look at the evidence and that's all on record so let's go ahead now
[23:44.440 --> 23:49.400]  and go to Biden accuses extreme manga Republicans are trying to suppress the right of voters
[23:49.400 --> 23:54.360]  so there's no such thing as election fraud but Republicans are all doing it here it is
[23:54.360 --> 24:02.600]  trying to succeed where they failed in 2020 to suppress the right of voters and subvert
[24:02.600 --> 24:09.760]  the electoral system itself that means denying your right to vote and deciding whether your
[24:09.760 --> 24:16.600]  vote even counts instead of waiting until the election is over they're starting well
[24:16.600 --> 24:24.920]  before it they're starting now they've emboldened violence and intimidation of voters and election
[24:24.920 --> 24:31.840]  officials it's estimated that there are more than 300 election deniers on the ballot all
[24:31.840 --> 24:41.200]  across America this year so you talk about trying to suppress the vote alias Hillary
[24:41.200 --> 24:45.240]  Clinton's Democrat Party lawyer has tried to block more than 30 people being able to
[24:45.240 --> 24:52.800]  run for office like MTG and others because she did question the 2020 election so we're
[24:52.800 --> 24:57.960]  not trying to take your vote we're just trying to not even let you vote for incumbents or
[24:57.960 --> 25:02.760]  people you're supporting if they question the election and they're trying to disqualify
[25:02.760 --> 25:06.760]  Trump for running again so they're trying to disqualify our popular candidates but they're
[25:06.760 --> 25:12.480]  not election meddling at all in no way then he spent a lot of time about Nancy Pelosi
[25:12.480 --> 25:16.760]  who doesn't want the surveillance footage that it turns out Homeland Security and the
[25:16.760 --> 25:22.000]  Department of the Capitol Police that's now nationwide they don't want that footage released
[25:22.000 --> 25:25.560]  they say it's a conspiracy theory we're not releasing why there were two naked men or
[25:25.560 --> 25:30.800]  men in underwear with hammers in a bedroom that Paul Pelosi said he knew him was a friend
[25:30.800 --> 25:38.880]  named David so here's a Biden on the Paul Pelosi attack he woke him up he wanted to tie him
[25:38.880 --> 25:48.520]  up the Salem ended up using a hammer to smash Paul's skull thankfully by the grace of God
[25:48.520 --> 25:57.440]  Paul survived all this happened after the assault and it just I thought it's hard to
[25:57.440 --> 26:05.120]  even say it's hard to even say after the Salem entered the home asking where's Nancy where's
[26:05.120 --> 26:10.600]  Nancy those are the very same words used by the mob when they stormed the United States
[26:10.600 --> 26:18.840]  Capitol on January the 6th release the footage all this is so scripted you'd have to be a
[26:18.840 --> 26:26.880]  moron not to see that I mean I'd give it a 95% chance that they had that guy drugged
[26:26.880 --> 26:30.640]  up didn't even know who he was turns out he's part of a hallucinogenic cult he's all connected
[26:30.640 --> 26:37.200]  to pedophilia his girlfriend's in prison for pedophile behavior and he's all over the place
[26:37.200 --> 26:42.040]  with the Democrats turns out that state senator in California that tries to legalize pedophilia
[26:42.040 --> 26:46.880]  and everything says oh he knows he knows who the attacker is doing for a long time today
[26:46.880 --> 26:54.640]  get this leftist wacko space cadet loony with pedo credentials all over the place literally
[26:54.640 --> 27:00.560]  showing up and and then no we're not releasing the footage here's Biden says we don't settle
[27:00.560 --> 27:06.000]  our differences with a riot we settle them peacefully at the ballot box oh with billions
[27:06.000 --> 27:12.720]  in damage and hundreds of dead dozens of shot police and citizens mostly peaceful protest
[27:12.720 --> 27:16.840]  I mean everything they say it and Scalise shot and trying to kill the baseball team the
[27:16.840 --> 27:24.000]  Republican baseball team here it is we don't settle our differences America with a riot
[27:24.000 --> 27:31.960]  a mob or a bullet or a hammer we settle them peacefully at the battle at the battle box
[27:31.960 --> 27:37.880]  ballot box I love how Obama's been doing this to everywhere he gets heckled by his own supporters
[27:37.880 --> 27:43.040]  from being a warmonger he says hey wait a minute you get your speech you'll get to talk later
[27:43.040 --> 27:47.680]  have your own rally yeah build your own internet build your own banking is that he platform
[27:47.680 --> 27:52.840]  us but they tell their people to go out and take over events but when we go and bring
[27:52.840 --> 28:02.800]  up points oh we're trying to deny democracy by having our voices heard and they do it over
[28:02.800 --> 28:08.160]  and over again and then they've got DHS illegally surveilling and spying to manipulate elections
[28:08.160 --> 28:12.280]  in their own words or any Americans didn't like the way the Afghan withdrawal was done
[28:12.280 --> 28:16.160]  or Americans don't like open borders or Americans that don't like lockdowns or Americans don't
[28:16.160 --> 28:20.120]  like force injections or Americans don't like censorship or Americans don't like Biden's
[28:20.120 --> 28:25.680]  health health you'll think it's a lie those are the big list we've got in this DHS data
[28:25.680 --> 28:30.360]  dump where they're trying to block you and intimidate you and manipulate elections and
[28:30.360 --> 28:33.480]  then he's got the nerve to sit up there and tell you he'd never do that while they're
[28:33.480 --> 28:40.200]  trying to disqualify the candidates he mentioned cool they can't run I mean they questioned
[28:40.200 --> 28:49.480]  elections I mean you do that you you go straight to the gulag all right we've got a bunch of
[28:49.480 --> 28:53.280]  other big news to hit when we come back stay with us and we're going to take your calls
[28:53.280 --> 29:04.400]  as well it's our best seller we first came out with it five years ago and it was a moderate
[29:04.400 --> 29:10.080]  seller but as folks tried vitamin mineral fusion and experienced who it made him feel
[29:10.080 --> 29:14.640]  and how healthy it made him it has become our number one overall best seller and it's
[29:14.640 --> 29:18.520]  been sold out for a while but it's finally back at stock vitamin mineral fusion doesn't
[29:18.520 --> 29:23.680]  just supercharge your immune system but it helps every cellular function of the body
[29:23.680 --> 29:28.680]  it has all the minerals all the key amino acids all of the essential vitamins that you
[29:28.680 --> 29:34.080]  need to live and be healthy essential means without these things you die and so much the
[29:34.080 --> 29:39.000]  food is debased there's so many chemicals the environment it is critical to bolster
[29:39.000 --> 29:43.000]  our body defenses with a product like this now there are other great vitamin mineral
[29:43.000 --> 29:47.520]  products out there but this is amongst the very best and it's a low price and it funds
[29:47.520 --> 29:51.680]  the info work so the only way you lose is not taking action today getting vitamin mineral
[29:51.680 --> 29:57.080]  fusion finally back in stock at info work store.com for 50% off vitamin mineral fusion
[29:57.080 --> 30:03.920]  back in stock info work store.com once a tragedy reaches a level of national significance American
