[00:00.000 --> 00:02.000]  We've got it.
[05:28.000 --> 05:34.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[05:34.000 --> 05:41.000]  Or save big with a one to two year supply of soaps for all your cleaning needs. This is an amazing deal.
[05:41.000 --> 05:46.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[05:46.000 --> 05:54.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[05:54.000 --> 06:01.000]  He aligns himself with the truth. It's time for you to choose a side. You're listening to Alex Jones.
[06:25.000 --> 06:30.000]  Monday through Friday from 11am until 2pm Central Standard Time.
[06:30.000 --> 06:36.000]  We're here on the radio and then I come back Sundays 4 to 6pm Central Standard Time as well.
[06:36.000 --> 06:39.000]  Blasting out across the United States and worldwide.
[06:39.000 --> 06:44.000]  I am your host Alex Jones. Thank you so much for joining us here today.
[06:44.000 --> 06:48.000]  I know we have a lot of new listeners this week and on this Sunday broadcast.
[06:48.000 --> 06:54.000]  Because of the Piers Morgan interview that I was part of Monday night.
[06:54.000 --> 07:01.000]  Normally Piers Morgan is literally a small pothole on the road to tyranny.
[07:01.000 --> 07:07.000]  He is really not someone even worth mentioning because he only has about a half million viewers.
[07:07.000 --> 07:11.000]  His viewership basically doubled last week after I was on.
[07:11.000 --> 07:21.000]  Because it's one of the first times in decades someone hasn't been in a total and complete brain dead coma during those interviews.
[07:21.000 --> 07:26.000]  And I had a lot of advertising executives, high level media people.
[07:26.000 --> 07:34.000]  A lot of them send me emails and texts saying you did exactly the right thing trying to break people out of their trance.
[07:34.000 --> 07:42.000]  And point out that if there is an attempt to confiscate semi-auto firearms, now they're expanding into basically even bolt action.
[07:42.000 --> 07:46.000]  They're trial ballooning that and I'll go over some of those reports here in a moment.
[07:46.000 --> 07:52.000]  That there will be organized resistance to it and you're going to be called a terrorist when you don't turn your guns in.
[07:52.000 --> 07:56.000]  And it's an excuse to have a purge against American gun owners.
[07:56.000 --> 08:01.000]  And I had Ron Paul on Wednesday about a day and a half after I was on CNN.
[08:01.000 --> 08:08.000]  And he concurred, he said, I've always said guns are the line in the sand and it will cause a civil war in this country.
[08:08.000 --> 08:11.000]  Former Congressman Ron Paul concurs with my analysis.
[08:11.000 --> 08:20.000]  The media tried to spin it, the old dinosaur media, that I was calling for a revolution.
[08:20.000 --> 08:22.000]  No, I want a restoration.
[08:22.000 --> 08:28.000]  The globalists, the collectivists, they are the revolutionaries overthrowing our republic.
[08:28.000 --> 08:35.000]  They call us, the heirs and the other communists that have advised Obama over the years have written books.
[08:35.000 --> 08:42.000]  Bill heirs and the rest of them calling us counter revolutionaries.
[08:42.000 --> 08:45.000]  They see themselves as the revolutionaries.
[08:45.000 --> 08:47.000]  I'm a restorationist.
[08:47.000 --> 08:52.000]  I want the republic, the Bill of Rights, the Constitution, what made us so great back.
[08:52.000 --> 08:55.000]  Instead, the revolutionaries have seized control of government.
[08:55.000 --> 09:00.000]  They're demonizing the Bill of Rights, Constitution, free market capitalism for all our problems.
[09:00.000 --> 09:10.000]  We have problems because we've gone away from that and are being bankrupted, being made poor, being made dependent on the state by design.
[09:10.000 --> 09:15.000]  And again, the very same players that have hijacked our nation, they brag about that.
[09:15.000 --> 09:24.000]  And the big problem that we face here is that the Republican Party at the top has been bought and paid for by the very same political interest.
[09:24.000 --> 09:37.000]  The globalist, Goldman Sachs, JP Morgan, Bank of America, Wells Fargo and a handful of other mega banks that control the issuance of over a thousand trillion in fiat money that they've bought up the governments with.
[09:37.000 --> 09:51.000]  And the exact same policies that are being put in place in Australia are being put in place in Africa, are being put in place in Asia, are being put in place in Western Europe and Eastern Europe, are being put in place in Latin America.
[09:51.000 --> 09:58.000]  And the United States and other areas of North America like Mexico and Canada, it is the exact same program.
[09:58.000 --> 10:02.000]  Did you know Europe under an EU law just had their health premiums doubled?
[10:02.000 --> 10:05.000]  I have the London Telegraph article on that.
[10:05.000 --> 10:09.000]  You notice they've announced the average premium is now doubling.
[10:09.000 --> 10:18.000]  People on top of the premiums doubling are going in and learning that on average the different fees and things have doubled.
[10:18.000 --> 10:26.000]  And you're also learning that they're taking 3.8% now out of your paycheck on top of all the other taxes that are taken out.
[10:26.000 --> 10:30.000]  The average person out there is losing about $200 a month on their paycheck.
[10:30.000 --> 10:34.000]  People are freaking out going, I thought I would get something free.
[10:34.000 --> 10:38.000]  No suckers, you're not gonna get anything free.
[10:38.000 --> 10:42.000]  In fact, here are some of those articles right here.
[10:42.000 --> 10:47.000]  This is not a town hall report, Obamacare triggering double digit premium increases.
[10:47.000 --> 10:52.000]  Here's another one, CNBC, Obamacare double healthcare premiums.
[10:52.000 --> 10:54.000]  There's that report.
[10:54.000 --> 11:01.000]  And then here is another one, London Telegraph, young women to see insurance premiums double.
[11:01.000 --> 11:05.000]  Because it showed that young women are some of the safest drivers.
[11:05.000 --> 11:07.000]  Well, that was discriminatory.
[11:07.000 --> 11:09.000]  You're not allowed to have lower prices.
[11:09.000 --> 11:12.000]  Your prices are gonna double, but don't worry.
[11:12.000 --> 11:14.000]  Everyone's are gonna increase, yours just double.
[11:14.000 --> 11:17.000]  That's under new EU rules.
[11:17.000 --> 11:21.000]  See how that works?
[11:21.000 --> 11:25.000]  The poor Obama phone lady, nice lady.
[11:25.000 --> 11:28.000]  She goes Obama gave us a free phone, he's gonna do more.
[11:28.000 --> 11:33.000]  Poor people that are living hand to mouth, working with jobs.
[11:33.000 --> 11:38.000]  Yeah, we did some research, the Obama phone lady has a job.
[11:38.000 --> 11:42.000]  They're called the working poor who just dream of having a phone.
[11:42.000 --> 11:46.000]  So the government has to take money from other people and give them one.
[11:46.000 --> 11:52.000]  Where if they would just not take 14% out of their paycheck, not counting all the other taxes.
[11:52.000 --> 11:59.000]  The social security taxes now increased, it was 10%, 13.8%.
[11:59.000 --> 12:02.000]  13.8%, and they're just gonna keep raising it.
[12:02.000 --> 12:05.000]  Democratic Party came out this week, that guy's typed it in.
[12:05.000 --> 12:08.000]  I wanna show people watching at prisonplanet.tv.
[12:08.000 --> 12:11.000]  For radio listeners, just type it into a search engine.
[12:11.000 --> 12:15.000]  For anybody that wants to look this up for themselves.
[12:15.000 --> 12:22.000]  The Democratic Party is now announcing, we're gonna go off the cliff again if we don't raise payroll taxes again.
[12:22.000 --> 12:24.000]  And a whole bunch of other taxes.
[12:24.000 --> 12:31.000]  And again, they know it's going to put the country into a cardiac arrest.
[12:31.000 --> 12:34.000]  They know California is bankrupting the general public.
[12:34.000 --> 12:38.000]  That's how the big mega banks come in and buy up all the stuff for pennies on the dollar.
[12:38.000 --> 12:47.000]  The same mega banks on record, who all have publicly been caught trafficking in hundreds of billions of dollars a year.
[12:47.000 --> 12:52.000]  You heard me, hundreds of billions a year, a piece in narcotics money.
[12:52.000 --> 12:55.000]  And owning the aircraft that fly the drugs.
[12:55.000 --> 13:01.000]  And when they get caught, most police and feds are told to stand down and come out in Vanity Fair, Esquire, you name it.
[13:01.000 --> 13:06.000]  Over the years, reports of where the police will go ahead and bust a truck or a plane landing full of cocaine.
[13:06.000 --> 13:11.000]  And national security badges get flashed and they sometimes still arrest them so there's a record.
[13:11.000 --> 13:15.000]  And then the FBI shows up and says stand down, stand down.
[13:15.000 --> 13:19.000]  That money is then laundered through these big banks.
[13:19.000 --> 13:21.000]  And the aircraft are owned by them.
[13:21.000 --> 13:25.000]  And even that comes out in court and no one gets in trouble.
[13:25.000 --> 13:30.000]  And that's what I want to get across to you today before I get into all the big news here.
[13:30.000 --> 13:35.000]  We have a mafia running our country and running the world.
[13:35.000 --> 13:39.000]  And they call themselves an organized crime syndicate.
[13:39.000 --> 13:41.000]  They brag about it.
[13:41.000 --> 13:43.000]  They brag in financial times of London.
[13:43.000 --> 13:45.000]  You name it, I've read the quotes here.
[13:45.000 --> 13:49.000]  We've written an article called Banks Declare that they've conquered the US and Europe.
[13:49.000 --> 13:57.000]  Dozens of links, video clips of world leaders saying we're going into an authoritarian world government run by six private mega banks.
[13:57.000 --> 14:01.000]  We're going to bankrupt everybody and collectivize them at the grassroots.
[14:01.000 --> 14:06.000]  Where you are living off of government contracts even if you have a private job.
[14:06.000 --> 14:12.000]  But then a handful of banks and corporations are exempt from the law globally.
[14:12.000 --> 14:16.000]  They're offshore.
[14:16.000 --> 14:21.000]  They found the article in the Washington Post about the next fiscal cliff debates begun and they want to raise the taxes.
[14:21.000 --> 14:27.000]  So this is how they maneuver your country towards economic destruction.
[14:27.000 --> 14:33.000]  Everybody remembers when you were in college and living in a dormitory and had no money and had two jobs.
[14:33.000 --> 14:38.000]  Those of us that put ourselves through college.
[14:38.000 --> 14:46.000]  And you remember how every day in the mailbox you would get a credit card instantly authorized for a thousand dollars.
[14:46.000 --> 14:52.000]  And how your friends all had credit cards for a while and suddenly had all this money to go to the shopping mall and buy all this junk.
[14:52.000 --> 14:53.000]  I wasn't stupid.
[14:53.000 --> 14:54.000]  I knew what it was for.
[14:54.000 --> 14:59.000]  I had credit cards to get gas and stuff like that for emergencies and I never used them.
[14:59.000 --> 15:06.000]  And I remember them calling and raising my rate because I wasn't using my credit cards enough at a couple of them.
[15:06.000 --> 15:09.000]  And I wasn't even some big, you know, spin thrift person.
[15:09.000 --> 15:14.000]  I just knew because my parents explained to me that credit cards were a scam.
[15:14.000 --> 15:28.000]  Now, by the time I was 23 years old and had made a few films and was already syndicated on 10 stations or so and started having money come in.
[15:28.000 --> 15:29.000]  Guess what happened?
[15:29.000 --> 15:32.000]  They stopped sending me credit cards.
[15:32.000 --> 15:38.000]  Now that I'm a big syndicated radio host, one of the biggest in the country, I don't get any of them in the mail.
[15:38.000 --> 15:43.000]  But everybody I know that doesn't have a pot to pee in, they get credit cards every week in the mail.
[15:43.000 --> 15:49.000]  That's the globalist because they're giving you credit cards backed up by the taxpayer.
[15:49.000 --> 15:51.000]  So they don't care if you don't pay.
[15:51.000 --> 15:52.000]  They'll just get bailed out.
[15:52.000 --> 15:55.000]  But if you do pay, they're going to sucker you and sucker you.
[15:55.000 --> 15:57.000]  That's the new world order.
[15:57.000 --> 15:59.000]  Government by loan sharks.
[16:00.000 --> 16:03.000]  Alex Jones here with a message to fellow freedom lovers.
[16:03.000 --> 16:08.000]  The prognosis for the entire planetary economic system runs from bad to worse.
[16:08.000 --> 16:15.000]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[16:15.000 --> 16:21.000]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[16:21.000 --> 16:25.000]  These are items that I did research on that I personally use.
[16:25.000 --> 16:30.000]  You've got the life straw so you can turn fetid water into safe water anywhere you go.
[16:30.000 --> 16:35.000]  The Ktor hand crank generator to charge up key equipment during power outages or out in the field.
[16:35.000 --> 16:38.000]  Strategic relocation third edition by Joel Skousen.
[16:38.000 --> 16:41.000]  When disaster strikes by Matthew Stein.
[16:41.000 --> 16:45.000]  TheraSafe used by Homeland Security to protect yourself during any radiological event.
[16:45.000 --> 16:48.000]  Hand crank shortwave AM-FM radios.
[16:48.000 --> 16:53.000]  Everything that we've researched and found to be the best is available at InfoWarsShop.com.
[16:53.000 --> 16:56.000]  And your purchase makes our InfoWar possible.
[16:56.000 --> 16:57.000]  We're getting prepared.
[16:57.000 --> 17:00.000]  Are you? InfoWarsShop.com.
[17:00.000 --> 17:04.000]  Millions of people are going to get sick this winter from colds, flu and other illnesses.
[17:04.000 --> 17:05.000]  Don't be one of them.
[17:05.000 --> 17:11.000]  Protect yourself with Supernatural Silver, a revolutionary new broad spectrum antibacterial solution.
[17:11.000 --> 17:17.000]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria,
[17:17.000 --> 17:21.000]  viruses, mold and food poisoning and help improve wound healing.
[17:21.000 --> 17:27.000]  Supernatural Silver is safe enough to consume every day while powerful enough to destroy the causes of many serious diseases
[17:27.000 --> 17:32.000]  such as strep, staph, pneumonia, colds, flus and other harmful pathogens.
[17:32.000 --> 17:36.000]  This new technology has the ability to terminate entire colonies of harmful bacteria
[17:36.000 --> 17:41.000]  at several hundred times the effectiveness of colloidal or ionic silver solutions.
[17:41.000 --> 17:44.000]  The Science Digest Journal says silver is our mightiest germ fighter.
[17:44.000 --> 17:48.000]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[17:48.000 --> 17:55.000]  Go to SupernaturalSilver.com today and use the promo code silver2012 for 20% off.
[17:55.000 --> 17:59.000]  That's SupernaturalSilver.com and like us on Facebook.
[17:59.000 --> 18:05.000]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[18:05.000 --> 18:07.000]  Start purifying your water with ProPure.
[18:07.000 --> 18:13.000]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure
[18:13.000 --> 18:16.000]  and it's available discounted at Infowars.com.
[18:16.000 --> 18:20.000]  Its filters are silver impregnated to prevent bacterial growth.
[18:20.000 --> 18:21.000]  There's no priming required.
[18:21.000 --> 18:24.000]  It's NSF 42 certified.
[18:24.000 --> 18:27.000]  Optional fluoride filters can reduce fluoride up to 95%.
[18:27.000 --> 18:29.000]  Easy to set up and use.
[18:29.000 --> 18:31.000]  Doesn't require electricity.
[18:31.000 --> 18:34.000]  Purify water from lakes, streams, ponds and wells.
[18:34.000 --> 18:37.000]  This filter system leaves in beneficial minerals which is key.
[18:37.000 --> 18:41.000]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[18:41.000 --> 18:44.000]  ProPure is the best gravity fed filter out there.
[18:44.000 --> 18:46.000]  It's what my family uses.
[18:46.000 --> 18:49.000]  Infowars.com already has the lowest price on ProPure.
[18:49.000 --> 18:55.000]  But if you add the promo code water at checkout, you get an additional 10% off at Infowars.com.
[18:55.000 --> 19:02.000]  You can also call to order 888-253-3139.
[19:02.000 --> 19:07.000]  If you want an American company with American products made by Americans,
[19:07.000 --> 19:10.000]  here is the Cal-Bend Soap Company.
[19:10.000 --> 19:14.000]  Alex and his staff have used these pure soap products for years.
[19:14.000 --> 19:19.000]  These all natural soaps are made from the highest quality vegetable and coconut oils
[19:19.000 --> 19:21.000]  that are earth friendly and safe.
[19:21.000 --> 19:29.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[19:29.000 --> 19:35.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[19:35.000 --> 19:40.000]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[19:40.000 --> 19:42.000]  This is an amazing deal.
[19:42.000 --> 19:47.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[19:47.000 --> 19:55.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[20:01.000 --> 20:04.000]  Coast to Coast, direct from Austin.
[20:04.000 --> 20:18.000]  You're listening to the Alex Jones Broadcasting Network.
[20:18.000 --> 20:28.000]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones on the GCN Radio Network.
[20:28.000 --> 20:33.000]  Again, thank you for joining us on this 13th day of January 2013.
[20:33.000 --> 20:35.000]  I am your host, Alex Jones.
[20:35.000 --> 20:39.000]  You know, I don't hype things up that don't deserve to be hyped, you know that?
[20:39.000 --> 20:45.000]  I didn't make a big deal out of the Piers Morgan situation before I flew to New York to confront him face to face.
[20:45.000 --> 20:50.000]  Even though I had a good idea what was going to happen, it was the biggest story in the country,
[20:50.000 --> 20:54.000]  as rated by Google and a bunch of other sites that do that.
[20:54.000 --> 20:55.000]  You can just look it up.
[20:55.000 --> 21:03.000]  Number one story on Twitter for two days worldwide, not just here in the United States.
[21:03.000 --> 21:07.000]  So one of the biggest stories in the world, and I didn't hype it up beforehand,
[21:07.000 --> 21:11.000]  I'm going to talk about that some here in a moment and how it ties in to the battle for the Second Amendment.
[21:11.000 --> 21:14.000]  And why are they coming after the guns right now?
[21:14.000 --> 21:15.000]  What does that signify?
[21:15.000 --> 21:17.000]  But I will say this.
[21:17.000 --> 21:22.000]  If we get this fish in the boat, tomorrow is a show you're not going to want to miss.
[21:22.000 --> 21:25.000]  And I don't count my chickens before they're hatched.
[21:25.000 --> 21:29.000]  It looks like the fish, knock on wood, is in the boat already.
[21:29.000 --> 21:38.000]  But until I am back at home base on dry land, I am not going to celebrate this until the fish,
[21:38.000 --> 21:41.000]  very nice fish, by the way, is in studio with us.
[21:41.000 --> 21:47.000]  So tomorrow, 11 a.m. to 2 p.m., you do not want to miss the broadcast.
[21:47.000 --> 21:49.000]  I will just say that.
[21:49.000 --> 21:52.000]  And the eagle has landed.
[21:52.000 --> 22:02.000]  The catch is here in Texas, making their way here right now, ladies and gentlemen.
[22:02.000 --> 22:08.000]  So you'll want to tune in tomorrow, 11 a.m. Central.
[22:08.000 --> 22:14.000]  If you don't have a local amaranth in your area, infowars.com or prisonplanet.com.
[22:14.000 --> 22:18.000]  Anyways, getting back to what I was saying.
[22:18.000 --> 22:25.000]  I intended to get mad and get in his face and put him on notice, Piers Morgan, if he deceived me in any way.
[22:25.000 --> 22:27.000]  They promised not to have victims on before me.
[22:27.000 --> 22:28.000]  I just knew they'd do it.
[22:28.000 --> 22:30.000]  I said, you're going to have victims on before me.
[22:30.000 --> 22:31.000]  They go, of course not.
[22:31.000 --> 22:33.000]  I said, well, I just want you to know I know you are.
[22:33.000 --> 22:35.000]  Of course they did.
[22:35.000 --> 22:37.000]  And I said, I'm not going to go over factoids.
[22:37.000 --> 22:38.000]  I know how you work.
[22:38.000 --> 22:42.000]  You're going to ask me how many people got killed here, how many people got killed there.
[22:42.000 --> 22:45.000]  I said, I'll debate that some, but I want to get into other issues.
[22:45.000 --> 22:51.000]  So I had my FBI statistics that showed, and again, I'm incorrect.
[22:51.000 --> 22:55.000]  I keep showing violent crime down 21 percent in the last 15 years, roughly.
[22:55.000 --> 22:59.000]  And more than 11 points of that since 2007, it's accelerating.
[22:59.000 --> 23:05.000]  And it's fbi.gov, and I've shown those here on air to radio listeners.
[23:05.000 --> 23:07.000]  I've posted it in infowars.com at nauseum.
[23:07.000 --> 23:09.000]  In fact, here it is.
[23:09.000 --> 23:11.000]  We'll document cam it again and show it to people.
[23:11.000 --> 23:14.000]  Violent crime, fbi.gov.
[23:14.000 --> 23:20.000]  Okay, and you can go right in here, and it shows just since 2007, the 11 point plus percent drop.
[23:20.000 --> 23:26.000]  Now, I've been getting calls from listeners, and I finally saw it on Fox News, saying, hey, why are you whitewashing this?
[23:26.000 --> 23:28.000]  It's better than you say.
[23:28.000 --> 23:32.000]  So I finally went and looked it up, and I'm doing a piece later next week.
[23:32.000 --> 23:36.000]  I apologize.
[23:36.000 --> 23:46.000]  Gun violence is down, general violent crime with guns, a whopping 49 percent nationwide in the last decade.
[23:46.000 --> 23:49.000]  People are like, hey, man, why are you saying it's only 20?
[23:49.000 --> 23:51.000]  That's violent crime, period.
[23:51.000 --> 23:56.000]  Stabbings, baseball bats, bricks, stomping people's brains out with steel toe boots.
[23:56.000 --> 23:59.000]  That's down 20 something percent.
[23:59.000 --> 24:02.000]  Okay, 49 for gun crime.
[24:02.000 --> 24:05.000]  And I've been hearing this, and people are getting in my face about it.
[24:05.000 --> 24:08.000]  To be honest, I spent hours, multiple days on the FBI site.
[24:08.000 --> 24:10.000]  There's thousands of pages there.
[24:10.000 --> 24:18.000]  And then I was on Opie and Anthony's show, one of the biggest shows on XM, and they were like, okay, Alex, we like your show.
[24:18.000 --> 24:20.000]  We know that you use a lot of statistics.
[24:20.000 --> 24:24.000]  Why are you using FBI statistics when you say you can't trust the government?
[24:24.000 --> 24:26.000]  And that's a good question.
[24:26.000 --> 24:30.000]  And I want to answer that question now here to the full audience.
[24:30.000 --> 24:33.000]  Those numbers, you have to know where the numbers come from.
[24:33.000 --> 24:38.000]  Those are compiled for more than 60 years at the local level.
[24:38.000 --> 24:47.000]  And there's some of the most accurate numbers out there because every murder, every suicide, every stabbing, every carjacking gets recorded.
[24:47.000 --> 24:53.000]  And they're very accurate numbers because they're diversified, they're wide spectrum, there's county, there's city.
[24:53.000 --> 24:56.000]  There are state review boards that oversee it.
[24:56.000 --> 25:02.000]  Whenever something's diverse or spread out, that's when it's more easily trusted historically.
[25:02.000 --> 25:12.000]  When something's centralized, I don't trust the FBI crime lab because I've interviewed Dr. Frederick Whitehurst, the former head of the FBI crime lab,
[25:12.000 --> 25:20.000]  who went public back in, what, 1997, that they were framing people en masse at the FBI crime lab.
[25:20.000 --> 25:24.000]  So, see, I happen to have done my research, even on different regions.
[25:24.000 --> 25:28.000]  I even know the histories of most big crime labs.
[25:28.000 --> 25:31.000]  So you have to know the type of statistics you're looking at.
[25:31.000 --> 25:32.000]  Here's a great example.
[25:32.000 --> 25:33.000]  Unemployment numbers.
[25:33.000 --> 25:44.000]  I've had, no exaggeration, probably 30 top economists on from the former head of policy at the Treasury, Dr. Roberts, to Mark Faber, to, I mean, you name it,
[25:44.000 --> 25:46.000]  we've had them on to break down those numbers.
[25:46.000 --> 25:49.000]  John Williams years ago, we were able to get him on one time.
[25:49.000 --> 25:50.000]  Shadow stats.
[25:50.000 --> 25:55.000]  These are recognized top guys, top, I'd say women, but none of them are women.
[25:55.000 --> 26:02.000]  I mean, Joseph Stichlitz, Nobel Prize winner, William K. Black, just, I mean, go look it up.
[26:02.000 --> 26:03.000]  I've interviewed them.
[26:03.000 --> 26:08.000]  They all agree unemployment's above 20% the last five years.
[26:08.000 --> 26:11.000]  The television tells you it's 8.6, 8.7.
[26:11.000 --> 26:19.000]  So, yes, they had old numbers 20, 30 years ago that were still skewed a little bit pretty much accurate.
[26:19.000 --> 26:22.000]  Now they've got fraudulent numbers on that front.
[26:22.000 --> 26:29.000]  But I don't want to spend the entire broadcast here just getting off into statistics with people.
[26:29.000 --> 26:34.000]  The point is, Switzerland, you can look this up, has the lowest crime rate in Europe.
[26:34.000 --> 26:36.000]  Everyone by law has to own automatic weapons.
[26:36.000 --> 26:44.000]  They have local weapons caches of grenade launchers, hand grenade launchers, missiles, bombs, you name it.
[26:44.000 --> 26:47.000]  Anybody who doesn't know, just look up gun laws of Switzerland.
[26:47.000 --> 26:56.000]  It's not just that you've got to have full auto hidden in your house and they come by and you get fined if the police can find your guns.
[26:56.000 --> 26:57.000]  Did you know that?
[26:57.000 --> 26:58.000]  You get a fine.
[26:58.000 --> 27:00.000]  They do yearly inspections.
[27:00.000 --> 27:03.000]  Switzerland's not been invaded in 300 years.
[27:03.000 --> 27:04.000]  No one dare invade them.
[27:04.000 --> 27:08.000]  Our Constitution on the Second Amendment is based off the Swiss.
[27:08.000 --> 27:12.000]  And they've got redoubts built on all the roads, all the highways.
[27:12.000 --> 27:17.000]  The message goes out on radio, TV, or on a loudspeaker.
[27:17.000 --> 27:26.000]  You are to grab your weapons and run to the local base that you've got keys to that's full of grenade launchers and howitzers, you name it.
[27:26.000 --> 27:29.000]  And the whole country's trained to kill.
