[00:00:01.627 --> 00:00:02.367]  I don't know.
[00:07:34.318 --> 00:07:39.300]  They're obsessed with knocking it out.
[00:07:39.300 --> 00:07:42.981]  And they want to set the precedent to be able to shut everyone else down.
[00:07:42.981 --> 00:07:44.922]  It's also the fact that we have a spirit
[00:07:47.535 --> 00:07:52.202]  Of fighting back.
[00:07:52.202 --> 00:07:55.046]  And we have a spirit of victory.
[00:07:55.046 --> 00:07:59.993]  That those that wish to break the will of free peoples everywhere hate Infowars.
[00:08:01.877 --> 00:08:19.352]  If you looked at the amount of demonization attacks on Infowars in the last 23 years, it starts out at a trickle, and then just exponentially goes up by 2016, and then goes into stratospheric, straight-up convulsions in the last six months.
[00:08:19.352 --> 00:08:27.940]  And now, tens of thousands of articles, news programs, local shows, fake letters to the editor,
[00:08:31.328 --> 00:08:48.457]  The entire leftist deep state, the entire foundation combine, is launching attacks on Infowars, the likes of which you only see before the country is tricked into invading some third world country.
[00:08:48.457 --> 00:08:52.480]  It's war level propaganda.
[00:08:52.480 --> 00:08:59.924]  But see, Infowars has been chosen as the test case for everybody else's speech to be taken.
[00:09:00.985 --> 00:09:03.066]  And we've worked really hard.
[00:09:03.066 --> 00:09:13.513]  The listeners have pushed really hard to get information into Congress's hands.
[00:09:13.513 --> 00:09:19.397]  And Congress has now seen the reports that we and others have put together detailing all of this.
[00:09:19.397 --> 00:09:21.619]  So we have a real fighting chance.
[00:09:23.530 --> 00:09:38.418]  To get them educated about algorithms and shadow bans and community guidelines that are really run by the Southern Poverty Law Center, where they can say very, very subjectively, just up to them, what they say is offensive and what isn't.
[00:09:38.418 --> 00:09:46.882]  And then the key is, misrepresent what you've said or done and not even show what you say or do that they claim is wrong.
[00:09:48.095 --> 00:10:00.521]  I mean, clearly you're covered under the First Amendment already, but then they misrepresent what you say, remove it, and then never show you what it is you supposedly said.
[00:10:00.521 --> 00:10:08.244]  Over 10,000 articles in the last four days in a Google search with the headline, Alex Jones bullying.
[00:10:08.244 --> 00:10:09.845]  Alex Jones child endangerment.
[00:10:11.172 --> 00:10:13.493]  They never tell you what it is.
[00:10:13.493 --> 00:10:15.353]  They never tell you what I did.
[00:10:15.353 --> 00:10:17.234]  They never have a police report.
[00:10:17.234 --> 00:10:18.715]  They don't have a screenshot.
[00:10:18.715 --> 00:10:19.515]  Nothing.
[00:10:19.515 --> 00:10:27.298]  Now, the first day they did, Forbes and others said that in a video, I push a child to the ground.
[00:10:27.298 --> 00:10:34.160]  No, it was video from ABC News a month and 15 days ago in early June.
[00:10:36.004 --> 00:10:42.527]  When a ten-year-old, the police have been called but they're not there yet, is beating up adults and punching people in the face.
[00:10:42.527 --> 00:10:47.130]  He starts punching one adult four times in the face, the adult pushes him to the ground.
[00:10:47.130 --> 00:10:48.510]  We showed that video.
[00:10:48.510 --> 00:10:49.811]  It was national news.
[00:10:49.811 --> 00:10:53.653]  Thousands of other publications and groups did.
[00:10:53.653 --> 00:10:59.616]  They then misrepresented it to say Jones needs to be completely banned
[00:11:00.615 --> 00:11:05.299]  YouTube and Facebook have only banned him live streaming and blocked his pages.
[00:11:05.299 --> 00:11:06.319]  That's not enough.
[00:11:06.319 --> 00:11:09.382]  We cannot, I will not though, show you the video.
[00:11:12.182 --> 00:11:21.068]  Because even on other streaming services we're using, the Southern Poverty Law Center has been signed up as judge, jury, and executioner, and they will go do the same fraud again.
[00:11:21.068 --> 00:11:22.969]  I've been on the phone with lawyers.
[00:11:22.969 --> 00:11:26.412]  They're forcing me to sue them, to sue Time Warner.
[00:11:26.412 --> 00:11:28.453]  They've got me fighting their other fake suits.
[00:11:28.453 --> 00:11:29.434]  But it has to be done.
[00:11:29.434 --> 00:11:31.295]  This is all of our fights.
[00:11:31.295 --> 00:11:32.616]  This is for the First Amendment.
[00:11:32.616 --> 00:11:36.999]  Because they don't just censor you, they lie about you when they do it.
[00:11:38.228 --> 00:11:45.513]  We posted on InfoWars.com the videos on our own servers, if you want to go see them.
[00:11:45.513 --> 00:11:50.416]  But now the New York Daily News, the New York Times, the Washington Post are celebrating.
[00:11:50.416 --> 00:11:57.461]  Facebook and YouTube said yesterday, OK, we're set to totally ban Jones forever off our platforms.
[00:11:57.461 --> 00:12:01.004]  They just had to act like they did due process first.
[00:12:01.004 --> 00:12:01.784]  That's all this is.
[00:12:01.784 --> 00:12:05.827]  Because Americans still believe in the First Amendment, so it's got to be, oh, he beat up a kid.
[00:12:08.798 --> 00:12:11.799]  Oh, okay.
[00:12:11.799 --> 00:12:15.199]  But imagine when a jury sees that.
[00:12:15.199 --> 00:12:17.900]  What Forbes and others said, I beat up a kid and it's not true.
[00:12:17.900 --> 00:12:21.220]  And then I show the jury all the other publications that ran the video.
[00:12:21.220 --> 00:12:23.361]  That they're allowed to have it up, but I can't.
[00:12:23.361 --> 00:12:23.861]  See?
[00:12:23.861 --> 00:12:27.442]  And that CNN and all of you knowingly lie about it to your viewers.
[00:12:27.442 --> 00:12:28.842]  What, what, what venom?
[00:12:28.842 --> 00:12:30.622]  What evil?
[00:12:30.622 --> 00:12:34.763]  But it's like they do a lot about WMDs in a country and they go kill a couple million innocent people.
[00:12:36.035 --> 00:12:38.097]  Our military just has to do the fighting.
[00:12:38.097 --> 00:12:42.402]  They do the lying.
[00:12:42.402 --> 00:12:45.866]  So that's what they do, ladies and gentlemen.
[00:12:45.866 --> 00:12:47.027]  That's how they kill the truth.
[00:12:47.027 --> 00:12:47.888]  That's how they murder it.
[00:12:47.888 --> 00:12:54.575]  But beyond InfoWars, they're getting ready to make their big move.
[00:12:54.575 --> 00:12:56.998]  It's a very small part of what we do streaming on YouTube or Facebook.
[00:12:58.049 --> 00:13:05.432]  But they want the precedent for all the thousands of other channels that grab clips of the show and do things that that's not allowed, period.
[00:13:05.432 --> 00:13:12.855]  To set that precedent, just like they shadow banned a bunch of members of Congress last week where they couldn't even, no one could see their tweets.
[00:13:12.855 --> 00:13:16.016]  They could tweet, but it went into a black hole.
[00:13:16.016 --> 00:13:24.800]  Just like they've done to all these members of Congress, runnin' again, and they're not allowed to put their campaign ads up on their Facebook or Twitter or YouTube, but the Democrats all can.
[00:13:26.118 --> 00:13:32.379]  There are now criminal Federal Elections Commission investigations launched by Nunes and others into this.
[00:13:32.379 --> 00:13:33.559]  And it is criminal.
[00:13:33.559 --> 00:13:37.300]  Just as the President said on Thursday.
[00:13:37.300 --> 00:13:41.781]  He said, this shadow banning is discriminatory and it's illegal.
[00:13:41.781 --> 00:13:42.841]  We've got a lot of complaints.
[00:13:42.841 --> 00:13:43.881]  We're looking into it.
[00:13:43.881 --> 00:13:45.201]  And we've got reports.
[00:13:45.201 --> 00:13:53.983]  Just like Nunes has come out and said, we've got a report detailing how all this banning works, that I got to a week and a half before.
[00:13:55.031 --> 00:14:13.926]  Mike Adams report that I commissioned and then right in live time they went from 90% banning the conservative Republicans in Congress to total shadow ban where they went for having thousands of retweets already constricted 89% to zero.
[00:14:13.926 --> 00:14:15.927]  Zero.
[00:14:15.927 --> 00:14:19.450]  We're talking maybe five tweets because only their office could see it.
[00:14:21.684 --> 00:14:23.525]  Perfect timing!
[00:14:23.525 --> 00:14:37.349]  We got them the report, the next week they had the hearings, said banned conservatives off the web, told a bunch of lies, and then the next day they went to 100% shadow ban of hundreds of members of Congress.
[00:14:37.349 --> 00:14:41.330]  Here's chairman of the committee talking about it.
[00:14:41.330 --> 00:14:42.531]  Here's Chairman Nunes.
[00:14:43.539 --> 00:14:59.809]  And then you had a report that came out where in fact there were four people in the House of Representatives, and the only four politicians in the country, the elected officials that were being quote-unquote, well they don't call it shadow banning, but effectively we were getting caught up in some type of trap to where people couldn't see our Twitter feed.
[00:14:59.809 --> 00:15:04.052]  That was Mr. Gates, Mr. Meadows, Mr. Jordan, and myself.
[00:15:04.272 --> 00:15:04.692]  Okay.
[00:15:04.692 --> 00:15:07.115]  So, I don't know what Twitter's up to.
[00:15:07.115 --> 00:15:15.923]  It sure looks to me like they're censoring people, and they ought to stop it, and we're looking at any legal remedies that we can go through.
[00:15:15.923 --> 00:15:18.865]  Now, why do they want him full war shutdown?
[00:15:18.865 --> 00:15:24.631]  Because nine times out of ten, and by the way, I don't say that with pleasure, because I don't want to be the only one that gets it, along with Matt Drudge.
[00:15:25.563 --> 00:15:27.884]  We're the first people to report it.
[00:15:27.884 --> 00:15:29.765]  We push it for months.
[00:15:29.765 --> 00:15:34.008]  I explain to audience, hey, sometimes I repeat stuff over and over again because it's not even for you.
[00:15:34.008 --> 00:15:37.930]  It's to finally get through to Congress and others to get what's happening.
[00:15:37.930 --> 00:15:41.892]  And now we've gone from the president not knowing he's been shadow banned for years on Twitter.
[00:15:42.432 --> 00:15:44.033]  You're like, well he still gets hundreds of thousands.
[00:15:44.033 --> 00:15:46.055]  That's who go to his page.
[00:15:46.055 --> 00:15:47.876]  He should be getting hundreds of millions.
[00:15:47.876 --> 00:15:49.658]  So now he knows about it.
[00:15:49.658 --> 00:15:50.499]  Nunes knows about it.
[00:15:50.499 --> 00:15:51.940]  We've triggered the debate.
[00:15:51.940 --> 00:15:55.182]  And that's why they're trying to totally ban us off the internet.
[00:15:55.182 --> 00:15:57.905]  Because they're tired of us being the one that raised the alarm.
[00:15:59.517 --> 00:16:05.038]  You know, if I tried to sit here and tell you about the 60-plus products, we have it in four's life.
[00:16:05.038 --> 00:16:05.958]  They take hours.
[00:16:05.958 --> 00:16:08.399]  Michael's ZX Plus now has a lower price.
[00:16:08.399 --> 00:16:09.579]  It's stronger.
[00:16:09.579 --> 00:16:11.199]  It's the other equation in probiotics.
[00:16:11.199 --> 00:16:14.420]  It knocks out the yeast, the mold, the candida.
[00:16:14.420 --> 00:16:15.540]  It's back in stock.
[00:16:15.540 --> 00:16:18.720]  The Real Red Pill, it's been sold out for months.
[00:16:18.720 --> 00:16:22.481]  It's got the preglanone that's the precursor to all the natural hormones in your body.
[00:16:22.481 --> 00:16:25.602]  Then it's got all the minerals and the vitamins, the amino acids.
[00:16:25.602 --> 00:16:26.482]  So you can upload it.
[00:16:26.482 --> 00:16:27.922]  And our latest product, it goes great.
[00:16:28.382 --> 00:16:31.143]  Thank you so much for being part of the Second American Revolution.
[00:16:59.884 --> 00:17:04.469]  Patrick, in the great nation of Australia, you're on the air worldwide.
[00:17:04.469 --> 00:17:05.030]  Thanks for calling.
[00:17:05.030 --> 00:17:06.451]  Hey Alex, mate.
[00:17:06.451 --> 00:17:10.075]  I've been following you since I was 14 and I'm 32 now.
[00:17:10.075 --> 00:17:18.825]  I remember back when InfoWars and Prison Planet, it was just blue text on a white screen and I had to load down the page on my dial-up internet and I thought it was
[00:17:18.945 --> 00:17:35.087]  Pretty cool and read all the books and seen all the DVDs and followed all your guests and I've been using your products since the first iteration of Survival Shield and since then I'm on the X2, the Super Male Vitality, the Caveman, the Real Red Pill, Micro ZX, Body, it's all amazing.
[00:17:35.587 --> 00:17:44.194]  Yeah, and I wanted to say that by following you so much, it's like you're just detoxing the mind, you're detoxing the body, you're detoxing the spirit.
[00:17:44.194 --> 00:17:49.098]  And it's just the more you know God, the more you fear God, but the more you chase God.
[00:17:49.098 --> 00:17:54.702]  And I wanted to say that it's an honor to stand side by side with you, the crew, and the listeners out there, 1776 worldwide.
[00:18:00.225 --> 00:18:03.809]  InfoWars Life is bringing you a breakthrough in modern medicine.
[00:18:03.809 --> 00:18:05.591]  Introducing Pollen Block.
[00:18:05.591 --> 00:18:16.862]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[00:18:17.643 --> 00:18:26.806]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[00:18:26.806 --> 00:18:32.768]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[00:18:32.768 --> 00:18:37.350]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[00:18:37.870 --> 00:18:40.492]  Pollen Block is natural and effective.
[00:18:40.492 --> 00:18:42.213]  It is not an antihistamine.
[00:18:42.213 --> 00:18:52.218]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:18:52.218 --> 00:18:54.860]  Go outside and enjoy the air you breathe.
[00:18:54.860 --> 00:18:59.563]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[00:19:00.051 --> 00:19:06.555]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now.
[00:19:06.555 --> 00:19:13.360]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[00:19:13.360 --> 00:19:28.911]  $25, $50, $100, $250, or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
[00:19:30.054 --> 00:19:33.897]  Hey, how would you like to take InfoWars with you wherever you go?
[00:19:33.897 --> 00:19:39.121]  Well, now you can do just that with the new official InfoWars app.
[00:19:39.121 --> 00:19:40.442]  And here's the best part.
[00:19:40.442 --> 00:19:42.263]  It is absolutely free.
[00:19:42.263 --> 00:19:47.487]  At the Apple Store and Google Play, you can join the InfoWars today.
[00:19:47.487 --> 00:19:51.430]  Check it out right now at InfoWars.com forward slash app.
[00:19:51.430 --> 00:19:55.554]  It's the InfoWars official app, taken on the globalist at point-blank range.
[00:19:55.554 --> 00:19:59.657]  And with your help spreading it, and with your help downloading it, we are unstoppable.
[00:20:02.822 --> 00:20:05.433]  You're listening to The Alex Jones Show.
[00:20:28.192 --> 00:20:29.973]  All right, Alex Jones here back live.
[00:20:29.973 --> 00:20:37.716]  I want to get to all the other big news that we haven't gotten to the last few days because I've been focused on the fallout assault of the First Amendment.
[00:20:37.716 --> 00:20:40.557]  We're gonna be looking at all of that.
[00:20:40.557 --> 00:20:46.639]  The websites are newswars.com, infowars.com, prisonplanet.com.
[00:20:46.639 --> 00:20:48.160]  Those are more important than ever because
[00:20:49.509 --> 00:20:56.670]  The globalists tried to take the internet over the last 10 years with social media and these big giant sites like Google, YouTube, Facebook, Twitter.
[00:20:56.670 --> 00:21:11.953]  And they let everybody build up these big systems on there and to advertise and to push our big audiences off TV, talk radio, billions of people advertise in local papers and local TV to promote their Facebook pages.
[00:21:11.953 --> 00:21:17.914]  They got the power of billions of people to build their combines.
[00:21:17.914 --> 00:21:18.374]  But now,
[00:21:19.974 --> 00:21:21.634]  They're rolling it up.
[00:21:21.634 --> 00:21:25.135]  They're not just doing it to Christians or Conservatives or Libertarians.
[00:21:25.135 --> 00:21:29.256]  They're just 100% banning us ahead of the elections in the midterms.
[00:21:29.256 --> 00:21:37.257]  They're doing it to bands, hip-hop, rock and roll, people that aren't part of the big labels, Christian groups.
[00:21:37.257 --> 00:21:45.019]  Anything successful that they don't control, they won't even let you buy advertising for now on many of these platforms.
[00:21:46.738 --> 00:21:58.804]  Because the big corporations have weighed in and said, listen, just like how the record companies created a monopoly the last 50 years, they want one on all information.
[00:21:58.804 --> 00:22:02.026]  And so YouTube is becoming Hollywood Tube.
[00:22:02.026 --> 00:22:06.528]  Google is becoming BeEvil.
[00:22:06.528 --> 00:22:08.629]  Twitter.
[00:22:08.629 --> 00:22:15.653]  Jack Dorsey at CEO said six months ago, we will crush conservatives.
[00:22:17.540 --> 00:22:19.181]  We will win the midterms.
[00:22:19.181 --> 00:22:20.442]  We will crush them.
[00:22:20.442 --> 00:22:21.703]  We will isolate them.
[00:22:21.703 --> 00:22:22.484]  We will block them.
[00:22:22.484 --> 00:22:23.385]  We will stop them.
[00:22:23.385 --> 00:22:26.948]  He didn't say we're going to stop hate speech and all their cover stories.
[00:22:26.948 --> 00:22:29.670]  He said we're going to crush conservatism.
[00:22:29.670 --> 00:22:37.917]  We're going to absolutely shut it off and humiliate it and not let them communicate and break their will.
[00:22:37.917 --> 00:22:38.457]  Well, guess what?
[00:22:38.457 --> 00:22:41.180]  That hasn't happened yet.
[00:22:41.180 --> 00:22:42.621]  People understand what's happening.
[00:22:43.953 --> 00:22:47.037]  But then they're going after drugs with the Federal Elections Commission.
[00:22:47.037 --> 00:22:48.018]  They're going after us.
[00:22:48.018 --> 00:22:49.760]  They're going after World Debt Daily.
[00:22:49.760 --> 00:22:53.585]  They're going after Fox News with internal battles trying to take it over.
[00:22:53.585 --> 00:22:57.570]  The globalists are going after anything that's pro-America, anything that's free market.
[00:22:59.394 --> 00:23:03.615]  So that's why I'm talking about this so much, is because it's about the midterms.
[00:23:03.615 --> 00:23:05.255]  And it's about the future of the country.
[00:23:05.255 --> 00:23:07.216]  And it's about their attempt to impeach Trump.
[00:23:07.216 --> 00:23:15.717]  And it's about their attempt, once they get us kicked off Facebook, YouTube, and Twitter, and all the rest of it, they admit they're going after everybody's servers.
[00:23:15.717 --> 00:23:18.798]  They're going after their credit card providers.
[00:23:18.798 --> 00:23:20.638]  They're going after their merchants.
[00:23:20.638 --> 00:23:22.659]  That's why I call it the mark of the beast.
[00:23:22.659 --> 00:23:24.599]  Even if you don't believe in God and the devil,
[00:23:25.279 --> 00:23:49.586]  If you read Revelation, a world government with a mark on the hand, the forehead, where you can't buy or sell unless you serve this world system, and a one-world religion that's anti-family, anti-God, with big giant talking machines, standing so the beast can talk, worldwide, in these huge temples it describes, with these hundred foot tall images of the beast, and everyone can see him.
[00:23:49.586 --> 00:23:50.186]  It's a hologram!
[00:23:51.843 --> 00:24:01.946]  I mean, somebody was time-traveling, somebody got revelation from God, whether you believe it or not, it's manifesting!
[00:24:01.946 --> 00:24:14.210]  A world planetary government, and it's anti-God, it's anti-family, it's targeting children, they just caught that top cardinal, and the US had to step down for pedophilia.
[00:24:14.210 --> 00:24:16.491]  The top cardinal in Australia had to step down.
[00:24:16.491 --> 00:24:18.872]  I mean, it's every week, but it barely gets coverage.
[00:24:20.762 --> 00:24:25.143]  And again, it's a global pedophile ring.
[00:24:25.143 --> 00:24:30.485]  It's not a global Catholic ring, or a global Hollywood ring, or a global... It's a global pedophile ring.
[00:24:30.485 --> 00:24:31.185]  And what do they want?
[00:24:31.185 --> 00:24:35.046]  The innocence of the children.
[00:24:35.046 --> 00:24:35.586]  Reuters!
[00:24:35.586 --> 00:24:35.906]  U.S.
[00:24:35.906 --> 00:24:39.267]  Cardinal steps down amid mushrooming sex abuse scandal.
[00:24:39.267 --> 00:24:42.788]  What did we tell you was going to happen when Trump got in?
[00:24:42.788 --> 00:24:45.769]  There is a eight-fold, according to the Uniform
[00:24:47.315 --> 00:24:50.018]  Crime statistics put up by the FBI just last month.
[00:24:50.018 --> 00:24:56.666]  An eight-fold in arrest and indictment of pedophiles.
[00:24:56.666 --> 00:24:59.028]  But the courts are just now jam-packed.
[00:24:59.028 --> 00:25:02.412]  And it's not just pedophiles with some child porn on their computer.
[00:25:02.412 --> 00:25:04.355]  It's people with little kids in cages.
[00:25:05.666 --> 00:25:08.528]  And then it gets shut down in the news.
[00:25:08.528 --> 00:25:17.674]  But from Australia, to Russia, to Germany, to Mexico, to the US, to Chile, to South Africa, to Nigeria, they are rolling these gangs up.
[00:25:17.674 --> 00:25:19.475]  And you go, why is it pedophiles?
[00:25:19.475 --> 00:25:23.458]  Because if you'll rape kids, you'll do anything.
[00:25:27.250 --> 00:25:40.337]  And you notice there's 400,000 signatures, last time I checked, let's see what it is now, for James Gunn, who made thousands of jokes about raping little girls and little boys, and how much he enjoyed doing it, and how, you know, leave Nambla alone.
[00:25:40.337 --> 00:25:47.201]  And a bunch of people came out and defended him and said, let kids love, let them have free will, let them do what they want.
[00:25:47.201 --> 00:25:50.383]  That's actual Nambla speak.
[00:25:56.488 --> 00:25:57.669]  Yeah, so it's 332,000.
[00:25:57.669 --> 00:26:00.330]  I guess there's another one with a couple hundred thousand.
[00:26:00.330 --> 00:26:02.251]  They want 500,000 signatures.
[00:26:02.251 --> 00:26:03.992]  And look, it's going up.
[00:26:03.992 --> 00:26:14.096]  Our petition has 50,000 signatures at change.org to save the internet and stop shadow banning.
[00:26:14.096 --> 00:26:20.039]  They want 500,000 to deliver to Trump to say, let this pedo apologist get his job back.
[00:26:24.518 --> 00:26:26.119]  Unbelievable.
[00:26:26.119 --> 00:26:29.060]  He looks just like the subway founder, doesn't he?
[00:26:29.060 --> 00:26:32.141]  They got the look.
[00:26:32.141 --> 00:26:34.662]  It's a look.
[00:26:34.662 --> 00:26:37.623]  And it's also their own words and their own actions.
[00:26:37.623 --> 00:26:42.065]  So it's just like Christ is being tried by Pilate.
[00:26:42.065 --> 00:26:44.846]  Pilate says, I find no guilt in this man.
[00:26:44.846 --> 00:26:47.847]  I find no sin in him.
[00:26:47.847 --> 00:26:49.428]  And he says, it's the Jewish holy day.
[00:26:49.428 --> 00:26:52.669]  You're allowed to have one person go free who's scheduled to be executed.
[00:26:54.272 --> 00:26:56.313]  I suggest it be Jesus Christ.
[00:26:56.313 --> 00:26:58.895]  And they said, who else is there that can be executed?
[00:26:58.895 --> 00:27:06.561]  Only one more man, a rapist, a killer, a thief, one of the most hated people in Jerusalem, named Barabbas.
[00:27:06.561 --> 00:27:09.623]  And they began to howl, give us Barabbas.
