[00:00:01.275 --> 00:00:02.839]  Welcome, ladies and gentlemen.
[00:02:56.816 --> 00:02:59.777]  It is on the front page of Dig.
[00:02:59.777 --> 00:03:01.598]  It has gotten massive attention.
[00:03:01.598 --> 00:03:02.838]  Go to PrisonPlanet.com.
[00:03:02.838 --> 00:03:04.259]  Go to JonesReport.com.
[00:03:04.259 --> 00:03:11.942]  We stayed up here until 2 in the morning writing this article and expanding it and putting it out last night about the incredible tyranny that everyone's witnessing.
[00:03:14.093 --> 00:03:17.055]  And I haven't discovered who put the video up on the web yet.
[00:03:17.055 --> 00:03:22.957]  I was thinking it would take, you know, until today to get somebody with all these cameras to get the video up.
[00:03:22.957 --> 00:03:33.042]  It is somebody uploaded it and it is up on the Drudge Report all over the place right now.
[00:03:33.042 --> 00:03:37.764]  So we're going to be breaking all this down coming up in the
[00:03:39.153 --> 00:03:40.094]  Next segment.
[00:03:40.094 --> 00:03:41.615]  This is huge news.
[00:03:41.615 --> 00:03:44.676]  We also have Ron Paul's campaign popping in.
[00:03:44.676 --> 00:03:51.981]  At the first debate, and this has been timed out, one candidate got 16 minutes, but another candidate only got five and a half.
[00:03:51.981 --> 00:03:53.602]  Last night it was the same thing.
[00:03:53.602 --> 00:03:59.265]  The first half of the debate was just three of the ten people.
[00:03:59.265 --> 00:04:00.246]  These are staged debates.
[00:04:00.246 --> 00:04:01.586]  This has never happened before.
[00:04:01.586 --> 00:04:03.948]  That's huge news.
[00:04:03.948 --> 00:04:06.629]  We've got open talk of strikes on Iran.
[00:04:06.629 --> 00:04:07.710]  Wall-to-wall bedlam.
[00:04:08.911 --> 00:04:21.495]  We'll be right back with Matt Lepacek, Luke Rudowsky, and the rest of the WeAreChangeInfoWars.com team.
[00:04:21.495 --> 00:04:22.196]  It's here.
[00:04:22.196 --> 00:04:27.337]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:04:27.337 --> 00:04:34.980]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:04:35.689 --> 00:04:43.132]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:04:43.132 --> 00:04:54.856]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:04:54.856 --> 00:04:58.837]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:04:58.837 --> 00:05:01.098]  It's an anthology of government crimes.
[00:05:01.098 --> 00:05:04.939]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:05:05.519 --> 00:05:12.530]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:05:18.797 --> 00:05:27.325]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[00:05:27.325 --> 00:05:37.394]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[00:05:37.874 --> 00:05:43.918]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[00:05:43.918 --> 00:05:48.581]  Find out everything from where to get water in an emergency to geographic income levels.
[00:05:48.581 --> 00:05:54.826]  Housing prices, complete with over 3 gigabytes of detailed information on the 3,000 plus counties in the U.S.
[00:05:54.826 --> 00:06:01.570]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[00:06:01.570 --> 00:06:06.914]  Order Prudent Places USA now for only $29, plus shipping by calling New Millennium at
[00:06:06.954 --> 00:06:09.660]  Call us at 888-803-4438 and tell them Alex Jones sent you.
[00:06:09.660 --> 00:06:12.467]  That's 888-803-4438 or order online at Berkeywater.com.
[00:06:19.409 --> 00:06:22.090]  Do you know the truth about cancer treatments?
[00:06:22.090 --> 00:06:31.552]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:06:31.552 --> 00:06:38.634]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:06:39.381 --> 00:06:45.366]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:06:45.366 --> 00:06:56.936]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:06:56.936 --> 00:06:59.519]  Laser technology at its best.
[00:06:59.519 --> 00:07:01.140]  For more information, call 702-953-ZERO.
[00:07:03.442 --> 00:07:11.630]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:07:11.630 --> 00:07:14.392]  It's Alex Jones and the GCN Radio Network.
[00:07:30.433 --> 00:07:38.499]  We've got the Ron Paul campaign popping in today in the aftermath of another stage debate that he still won in every major poll.
[00:07:38.499 --> 00:07:41.481]  I've looked and it's got to be more than 20, including the CNN poll.
[00:07:41.481 --> 00:07:43.102]  He's winning right now at 56%.
[00:07:43.102 --> 00:07:48.306]  It is Wednesday, the 6th day of June 2007.
[00:07:48.306 --> 00:07:53.970]  Senator Sessions releases a list of 20 loopholes in the Senate Immigration Bill.
[00:07:53.970 --> 00:07:54.971]  Huge news.
[00:07:54.971 --> 00:07:56.592]  It's worse than we even thought.
[00:07:57.475 --> 00:07:59.776]  It's worse than I even reported.
[00:07:59.776 --> 00:08:02.857]  You know, I get accused all the time of exaggerating.
[00:08:02.857 --> 00:08:04.298]  No, I do my homework.
[00:08:04.298 --> 00:08:06.959]  We happen to know how dire the straits are.
[00:08:06.959 --> 00:08:11.281]  Frankly, in almost every case, I underestimate or I under-report.
[00:08:11.281 --> 00:08:14.222]  Okay?
[00:08:14.222 --> 00:08:15.903]  Truth is stranger than fiction.
[00:08:15.903 --> 00:08:18.204]  So that's coming up.
[00:08:18.204 --> 00:08:20.465]  Let me just read part of this article, then we're going to go to him.
[00:08:20.465 --> 00:08:23.046]  Reporter arrested on orders of Giuliani Press Secretary.
[00:08:24.384 --> 00:08:27.786]  Now, again, we know that his head press people were there.
[00:08:27.786 --> 00:08:36.031]  They were Matt Lepesek and others, Luke Rudowsky and others were questioning, and even mainline media was going, those are good questions, and were bringing up Ron Paul to him first.
[00:08:36.031 --> 00:08:44.936]  They, of course, then accused some older gentleman who was with a major publication of being with our people.
[00:08:44.936 --> 00:08:46.737]  If anybody brought up Ron Paul, they got mad.
[00:08:46.737 --> 00:08:48.758]  This went on and on and on and on.
[00:08:48.758 --> 00:08:51.440]  I was watching it on the live link at WeAreChanged.org.
[00:08:53.054 --> 00:08:57.735]  I'd get to watch a minute, then it would cut out for a minute because so many people were hitting it.
[00:08:57.735 --> 00:09:05.457]  But a reporter arrested on orders of Giuliani, and then Matt Lepacek says, you know, we've questioned Giuliani twice in the last few weeks.
[00:09:05.457 --> 00:09:17.081]  He says he didn't say that the towers, that he got word that they were going to fall before they did, but he told Peter Jennings, he told C-SPAN, we're going to play this audio later after our guests are gone, but it's up on PrisonPlanet.com right now if you want to see it.
[00:09:20.814 --> 00:09:25.097]  Then he says, back off, and starts walking away.
[00:09:25.097 --> 00:09:29.280]  But they were just asking him the questions.
[00:09:29.280 --> 00:09:33.022]  And by then, his people had already scurried off to get the state police.
[00:09:33.022 --> 00:09:38.466]  They came over and grabbed Luke, grabbed Matt, grabbed some other people, dug them outside.
[00:09:38.466 --> 00:09:42.869]  Now, Matt, I talked to people that were in the line with Matt when he went up and said who he was with.
[00:09:44.183 --> 00:09:46.305]  And they gave them CNN press passes.
[00:09:46.305 --> 00:09:47.365]  Everybody got those.
[00:09:47.365 --> 00:09:50.027]  It took special passers to get into the debate hall.
[00:09:50.027 --> 00:09:53.029]  This was outside of an auditorium across the street.
[00:09:53.029 --> 00:09:57.331]  This was a big facility with hundreds and hundreds of reporters.
[00:09:57.331 --> 00:09:59.093]  This was a big overflow.
[00:09:59.093 --> 00:10:02.255]  I mean, if you were writing for the local Five and Dime, you could get in.
[00:10:02.255 --> 00:10:04.296]  You know, the local Green Sheet.
[00:10:04.296 --> 00:10:06.057]  Anybody who said they were media got in.
[00:10:08.775 --> 00:10:19.782]  They got CNN press passes, and they ran up to him and CNN, to their credit, went outside and said, don't arrest Luke, don't arrest Matt, don't arrest these people, we issued press passes.
[00:10:19.782 --> 00:10:22.043]  And the state police said, we don't care.
[00:10:22.043 --> 00:10:27.426]  The complaint was made by Giuliani's people, he's going to jail, we're putting charges on him.
[00:10:27.426 --> 00:10:34.851]  Now, they've gotten so cavalier about these false charges, they then went on to say, we may charge you with espionage,
[00:10:35.640 --> 00:10:38.061]  We may charge you for having a hidden camera.
[00:10:38.061 --> 00:10:39.381]  Nothing hidden about it.
[00:10:39.381 --> 00:10:44.243]  They have the microphone in their hand, they have another handheld camera, and they have the other camera as backup to the laptop.
[00:10:44.243 --> 00:10:48.844]  In fact, he's up there in their face saying, we're transmitting this live over the internet.
[00:10:48.844 --> 00:10:51.425]  There's other live cameras there for national television.
[00:10:51.425 --> 00:10:55.746]  It's a building filled with hundreds, and I mean, there probably was 500 press there.
[00:10:55.746 --> 00:10:57.527]  Just giant throngs.
[00:10:57.527 --> 00:11:04.009]  This is the Republican debates, the third, in New Hampshire, the key battleground state.
[00:11:04.009 --> 00:11:05.309]  All of this is going on.
[00:11:07.532 --> 00:11:21.461]  And then the sickest thing on Dig, and on my message board, and on 9-11 blogger, I was looking and there are people on there saying, good, arrest them all, I'm sick of these 9-11 truthers, they deserve it, Alex Jones deserves to be arrested.
[00:11:21.461 --> 00:11:24.023]  Talking about when I asked Bush a question and he had me arrested.
[00:11:24.023 --> 00:11:26.945]  Almost broke my arm off, the state police did.
[00:11:26.945 --> 00:11:29.707]  I mean, this is the new America!
[00:11:29.707 --> 00:11:32.368]  Alright, I'm going to shut up and go to Matt Lepacek.
[00:11:32.368 --> 00:11:35.671]  They didn't charge him with espionage, as if he worked for a foreign government.
[00:11:35.671 --> 00:11:36.111]  No, he works for
[00:11:36.764 --> 00:11:38.745]  The American people.
[00:11:38.745 --> 00:11:45.367]  And they told him that we could charge you for having a hidden camera.
[00:11:45.367 --> 00:11:54.009]  No, that's if you had a hidden camera in a bathroom, or a hidden camera in somebody's house, or a hidden camera that isn't in a public place, okay?
[00:11:54.009 --> 00:11:58.531]  I've read the laws, federal and state, and international as well, and let me just give it to you.
[00:11:58.531 --> 00:12:02.592]  If you're in an area which does not have a reasonable expectation of privacy,
[00:12:03.633 --> 00:12:08.054]  Those laws don't apply, you lying pieces of trash.
[00:12:08.054 --> 00:12:14.256]  You don't go to a football game and say if somebody's got a camera and you're not allowed to tape them.
[00:12:14.256 --> 00:12:23.439]  You don't go to a gigantic press circus with huge TV cameras everywhere and say you're not allowed to videotape me.
[00:12:23.439 --> 00:12:28.121]  And all over the nation, I've had cops walk up to me and say, you're not allowed to tape me, that's eavesdropping, I'm gonna arrest you.
[00:12:28.121 --> 00:12:30.421]  I go, go ahead, it's First Amendment, I'm gonna sue you.
[00:12:30.421 --> 00:12:32.462]  You may beat the rep, you're not gonna beat the ride, pal.
[00:12:34.056 --> 00:12:40.685]  And I'm going to sue them, and they know it, they look right in my eyes, and they decide I'm going to leave this person alone.
[00:12:40.685 --> 00:12:47.293]  You think you're... and I watched this big state trooper shoving them down, they were physically attacked, Luke and Matt.
[00:12:47.293 --> 00:12:51.899]  It was supposedly even worse once they got outside, this big thug in his Marine Corps drill sergeant hat.
[00:12:52.839 --> 00:12:54.720]  You know, they love killing America.
[00:12:54.720 --> 00:12:56.521]  They love hating this country.
[00:12:56.521 --> 00:12:59.744]  They love shoving us around and working for the New World Order.
[00:12:59.744 --> 00:13:01.004]  They enjoy it.
[00:13:01.004 --> 00:13:03.646]  And don't think for a minute they won't man the FEMA camps.
[00:13:03.646 --> 00:13:06.008]  Don't think for a minute they won't come and take your guns.
[00:13:06.008 --> 00:13:10.330]  Don't think for a minute they don't want to play Jack Bauer on you and your family.
[00:13:10.330 --> 00:13:11.291]  Alright, Matt LePacek!
[00:13:11.912 --> 00:13:13.713]  Thank you for coming on with us, sir.
[00:13:13.713 --> 00:13:20.217]  By the way, let's call Ron Paul's press secretary and let's see if we can get him on at about 40 after to the 30 after, so I have time with these guys.
[00:13:20.217 --> 00:13:23.899]  If not, I'll just hold them for five minutes when their guy comes on and hold them in the next hour.
[00:13:23.899 --> 00:13:25.900]  Matt Lepacek, thanks for coming on with us.
[00:13:25.900 --> 00:13:26.940]  Hello, Super Patriot.
[00:13:26.940 --> 00:13:28.001]  Alex Jones, how you doing, sir?
[00:13:28.001 --> 00:13:36.106]  No, you are the Super Patriot, and you guys are on just an absolute rampage of liberty and freedom engaging these people.
[00:13:36.106 --> 00:13:36.706]  Al Gore,
[00:13:37.581 --> 00:13:47.169]  John Edwards, Rudy Giuliani twice, Hillary Clinton, one of our reporters, just two days ago, got physically assaulted and thrown out for asking Hillary a question.
[00:13:47.169 --> 00:13:48.610]  We haven't even done a report on that.
[00:13:48.610 --> 00:13:49.731]  You guys have done so much.
[00:13:49.731 --> 00:13:52.053]  David Rockefeller, confronted.
[00:13:52.053 --> 00:13:58.778]  Police walking up to you guys and saying, we're going to say you've got bombs on you, if you don't leave and stop protesting at Ground Zero.
[00:13:58.778 --> 00:14:02.401]  Open frame-ups, total wickedness, all on video.
[00:14:02.401 --> 00:14:04.843]  You are incredible, but listen, I'm excited, I'm going to try to shut up.
[00:14:05.343 --> 00:14:14.050]  Describe exactly what happened last night, because obviously your eyes and ears and other people that witness things can describe it even better than the video, which is riveting.
[00:14:14.050 --> 00:14:15.211]  Alright, I'm trying to bear with me here.
[00:14:15.211 --> 00:14:16.692]  We're going on a bit of sleep.
[00:14:16.692 --> 00:14:21.215]  We had a four-hour trip back here from New Hampshire yesterday evening, but here we go.
[00:14:21.215 --> 00:14:23.637]  As you said earlier, we were there.
[00:14:23.637 --> 00:14:26.179]  We had CNN press pass, CNN credentials.
[00:14:26.179 --> 00:14:28.581]  We went to the press pass office.
[00:14:28.581 --> 00:14:33.825]  We spoke to the woman in person on the Sunday when we were there for a Democratic debate, and we received contacts.
[00:14:34.440 --> 00:14:40.703]  We then later contacted that person on the, um, Tuesday morning and secured our press passes.
[00:14:40.703 --> 00:14:55.571]  Went down to CNN, went down to, um, I think it was Saint, I forget the name of the college over there, Saint Anselm College, where they were holding debates over there, and, um, what they call Manchester, New Hampshire, which is really, uh, Gofftown, New Hampshire.
[00:14:55.571 --> 00:15:02.374]  Anyhow, so we're inside the spin room, as they appropriately have named it, and
[00:15:03.223 --> 00:15:04.003]  We're waiting around.
[00:15:04.003 --> 00:15:09.364]  We've got Sam and we've got Jason Bermes and a couple other guys out there who's changed people.
[00:15:09.364 --> 00:15:11.044]  Luke Podolsky, myself.
[00:15:11.044 --> 00:15:12.565]  We've got our guys Mike Barr.
[00:15:12.565 --> 00:15:23.867]  We've got Mir and Brian and Oscar and a whole bunch of other guys sitting in the Truth Mobile 1 over there in the RV that we had taken up there with us.
[00:15:23.867 --> 00:15:29.948]  And we're inside, waiting around, and all of a sudden we're expecting the candidates to come out.
[00:15:30.737 --> 00:15:44.184]  Now, we have been there over there on Sunday, covering the Democratic debate, and we've got some excellent footage on that, which I don't know if you guys have talked about yet, but we were aware that the big candidates aren't really coming into the spin room.
[00:15:44.184 --> 00:15:50.747]  They're either being flown immediately out, or they're going to their private parties, and we had actually RSVP'd that evening for Rudy Giuliani's party.
[00:15:50.747 --> 00:15:53.989]  We didn't have an opportunity to make it over there, as it seems.
[00:15:53.989 --> 00:15:59.592]  So we were well prepared for the event that the main candidate, you know, Giuliani,
[00:16:00.351 --> 00:16:18.226]  And some of the other frontrunners over there around me, we're not going to actually... And let's get into what actually happened to you and when they took you to jail, and I heard you were pretty concerned when you got your one phone call out to the guys at Truth One, back to the RV, that they were talking about moving you, other charges.
[00:16:18.226 --> 00:16:18.926]  Let's get into it.
[00:16:20.174 --> 00:16:22.155]  So basically, we have a representative come out there.
[00:16:22.155 --> 00:16:23.195]  I don't even know his name.
[00:16:23.195 --> 00:16:24.796]  He represented Rudy Giuliani.
[00:16:24.796 --> 00:16:26.016]  Two or three questions get asked.
[00:16:26.016 --> 00:16:27.917]  The question right before me was Sam Matero.
[00:16:27.917 --> 00:16:29.317]  It's his pollster.
[00:16:29.317 --> 00:16:30.478]  It's a national pollster.
[00:16:30.478 --> 00:16:32.218]  But his press secretary was there in the crowd.
[00:16:32.218 --> 00:16:34.819]  We've got witnesses that ran off and made the report.
[00:16:34.819 --> 00:16:36.540]  Or it was his acting press secretary.
[00:16:36.540 --> 00:16:37.340]  But go ahead.
[00:16:37.340 --> 00:16:40.501]  Well, there was a question that there was prior to mine, which I can't even recount.
[00:16:40.501 --> 00:16:42.402]  You'll have to look at the video to see it.
[00:16:42.402 --> 00:16:44.782]  And they spun it, and they would not answer the question.
[00:16:44.782 --> 00:16:47.403]  And we were interjecting, saying, sir, please answer the question.
[00:16:47.403 --> 00:16:48.884]  All of a sudden, here it is, my opportunity.
[00:16:49.384 --> 00:16:51.787]  You guys are looking at me directly in the face.
[00:16:51.787 --> 00:16:54.429]  And we did the same thing, which you guys keep hearing the same question.
[00:16:54.429 --> 00:16:58.073]  You know, we confronted him on Tuesday at Seashore Restaurant.
[00:16:58.073 --> 00:17:01.777]  He appeared on an ABC video interview with Peter Jennings.
[00:17:01.777 --> 00:17:05.761]  Giuliani admitted that the World Trade Center said he had foreknowns they were going to collapse.
[00:17:05.761 --> 00:17:09.345]  Then that Tuesday morning, when we went there at Seashore Restaurant,
[00:17:10.054 --> 00:17:15.337]  He told us that he never made such a statement, and that he did not have $4.
[00:17:15.337 --> 00:17:23.561]  The gentleman said that, you know, I would like to see that video, or something to that effect, and I said, sir, I have it open right here in my bag, if you'd like, we can go sit down and take a look at it right now.
[00:17:23.561 --> 00:17:29.644]  He was acknowledging me for the fact that he was... And then he yells, back off, and you start backing off, and the police come and arrest you.
[00:17:30.217 --> 00:17:30.557]  Indeed.
[00:17:30.557 --> 00:17:33.659]  And I can't even recount because I haven't watched the video myself.
[00:17:33.659 --> 00:17:36.561]  And of course he says back off and you see his people run.
[00:17:36.561 --> 00:17:37.122]  They're behind him.
[00:17:37.122 --> 00:17:38.903]  You can see them suddenly move away.
[00:17:38.903 --> 00:17:41.024]  They run and go, Oh my God!
[00:17:41.024 --> 00:17:42.345]  It's one of them!
[00:17:42.345 --> 00:17:46.748]  And the state police big ol' guy comes over and just, you're a pretty tall guy yourself, and just, Rah!
[00:17:46.748 --> 00:17:47.208]  Pushes you.
[00:17:47.208 --> 00:17:48.729]  Get out of here, boy!
[00:17:48.729 --> 00:17:49.970]  Yeah, they were warning me in advance.
[00:17:49.970 --> 00:17:51.491]  They were saying, Oh, if that's enough, that's enough.
[00:17:51.491 --> 00:17:54.493]  And all we're doing is we're pressing the question because he's still engaging us, okay?
[00:17:54.986 --> 00:18:00.734]  We were in the middle of engaging a question, when I had gentlemen put their hands on me, three of them, and drag me out.
[00:18:00.734 --> 00:18:05.401]  And I was later told that Luke Brodowski, who later said, Hey, what are you doing?
[00:18:05.401 --> 00:18:06.503]  He didn't do anything.
[00:18:06.503 --> 00:18:08.466]  He was later dragged out by Mirror Association.
[00:18:09.033 --> 00:18:15.177]  So, um, it was a wink and a nod, it happened for the press secretary, and that's when I was outside, I tried to clarify, who kicked me out?
[00:18:15.177 --> 00:18:16.658]  If it was CNN!
[00:18:16.658 --> 00:18:25.263]  You've gotta, and let me explain law, we actually, I have it in front of me, we actually pulled up New Hampshire law, we pulled up the code, I have it here in front of me, it's the same as Texas or any other state.
[00:18:25.863 --> 00:18:26.224]  Yes, I do.
[00:18:46.005 --> 00:18:52.126]  Then you have to be warned to leave if you were first invited, and then if you don't leave, they can get you on trespass.
[00:18:52.126 --> 00:18:53.366]  They didn't do this!
[00:18:53.366 --> 00:18:58.927]  Those police are criminals, and I call for their indictment on official oppression!
[00:18:58.927 --> 00:19:00.988]  I want them arrested!
[00:19:00.988 --> 00:19:03.888]  They are enemies of the Republic!
[00:19:03.888 --> 00:19:06.629]  They are treasonous demons!
[00:19:06.629 --> 00:19:10.169]  They are enemies of the very soul of this Republic!
[00:19:10.169 --> 00:19:14.110]  And all of our veterans, all of our founding fathers are spinning in their graves.
[00:19:14.110 --> 00:19:14.990]  Stay with me, Matt!
[00:19:18.798 --> 00:19:24.061]  Now you can bring Berkey Purification Power anywhere with the Sport Berkey Filtration Bottle.
[00:19:24.061 --> 00:19:29.525]  Ideal for sporting games, camping or boating, or Sport Berkey is small enough to store in your glove box.
[00:19:29.525 --> 00:19:34.168]  So it's ideal backup for unexpected emergencies like blackouts, floods or earthquakes.
[00:19:34.168 --> 00:19:37.490]  It's simply the best personal water filtration system available.
[00:19:37.490 --> 00:19:40.932]  So effective you can drink raw, untreated water from lakes, rivers and streams.
[00:19:41.252 --> 00:19:50.859]  Unlike other sport bottles, the Sport Berkey's patented filter formulation is so powerful it removes cysts, parasites, harmful bacteria, and chemicals like herbicides and pesticides.
[00:19:50.859 --> 00:19:54.602]  It even reduces radon-222, lead, and other heavy metals.
[00:19:54.602 --> 00:20:01.968]  This lightweight, rugged 22-ounce filter is small enough to go everywhere, so take one to work and keep another in your glove box for emergencies.
[00:20:01.968 --> 00:20:03.389]  Get the Berkey Sport for only $39.
[00:20:03.389 --> 00:20:05.050]  Get two for $70 by calling New Millennium at 888-803-4438.
[00:20:10.054 --> 00:20:10.714]  We're good to go.
[00:20:33.049 --> 00:20:39.172]  Percent of China's 1 trillion reserves are in dollar now purchasing 250,000 barrels of oil per day from Iran in euro.
[00:20:39.172 --> 00:20:42.893]  Japanese refiners buy 550,000 barrels switching dollar to yen.
[00:20:42.893 --> 00:20:44.574]  Bad news for US currency.
[00:20:44.574 --> 00:20:46.895]  China and Japan hold large positions in dollar.
[00:20:46.895 --> 00:20:48.296]  Trading equals permanent loss.
[00:20:48.576 --> 00:20:50.797]  Dollars fall into 65% of Euro.
[00:20:50.797 --> 00:20:52.057]  Erosion accelerates.
[00:20:52.057 --> 00:20:54.778]  Countries despise imperialistic policy of U.S.
[00:20:54.778 --> 00:20:56.859]  Loss of confidence causing more selling.
[00:20:56.859 --> 00:20:59.559]  GAO is warning about the debt spiraling out of control.
[00:20:59.559 --> 00:21:00.640]  Why attack Iran?
[00:21:00.640 --> 00:21:03.681]  Jerome O. Corsi's Iran leads attack against the U.S.
[00:21:03.681 --> 00:21:05.261]  dollar document spells it out.
[00:21:05.261 --> 00:21:07.762]  Call 800-686-2237.
[00:21:07.762 --> 00:21:11.423]  The value of your hard earned money is being destroyed in a global game of chess.
[00:21:11.423 --> 00:21:13.124]  Call 800-686-2237 for Corsi's report today.
[00:21:13.124 --> 00:21:13.404]  That's 800-686-2237.
[00:21:18.032 --> 00:21:23.016]  We at The Bible Says want to alert the world to the topic of the Mark of the Beast.
[00:21:23.016 --> 00:21:26.259]  Soon it will be upon us as an overwhelming surprise.
[00:21:26.259 --> 00:21:29.202]  The world is pressing toward a forced one-world religion.
[00:21:29.202 --> 00:21:34.406]  The real issue behind this is the union of church and state nullifying our First Amendment.
[00:21:34.406 --> 00:21:40.071]  Americans will have to give up their peculiar beliefs and accept what the new world religious leaders prescribe.
[00:21:40.071 --> 00:21:43.034]  In 2005, President Bush signed the Real ID Act.
[00:21:43.214 --> 00:21:43.794]  We're good to go.
[00:22:06.624 --> 00:22:11.987]  For a better understanding of this very important topic and to receive your three free books and a free DVD, call 1-888-211-1715.
[00:22:11.987 --> 00:22:12.207]  That's 1-888-211-1715.
[00:22:12.207 --> 00:22:13.928]  I need to get my feet in shape for summer!
[00:22:13.928 --> 00:22:16.089]  But every time I get a pedicure, my feet look great.
[00:22:25.965 --> 00:22:27.606]  For a while, anyway.
[00:22:27.606 --> 00:22:31.388]  Then I have to go right back again because they get dry so quickly.
[00:22:31.388 --> 00:22:34.029]  Listen, haven't you heard about CalX ointment?
[00:22:34.029 --> 00:22:37.871]  I use it regularly on my heels and they stay looking great.
[00:22:37.871 --> 00:22:40.692]  And my feet feel as good as they look.
[00:22:40.692 --> 00:22:41.793]  What's the name again?
[00:22:41.793 --> 00:22:43.194]  Wait, I'm getting my pen out.
[00:22:43.194 --> 00:22:44.354]  It's CalX.
[00:22:44.354 --> 00:22:45.295]  C-A-L-L-E-X.
[00:22:46.861 --> 00:22:48.742]  What makes Cal-X ointment so different?
