[00:00.000 --> 00:17.000]  Music
[02:26.000 --> 02:28.000]  We've got them all saying it on CNN, you name it.
[02:28.000 --> 02:34.000]  Again, just like F. Lee Bailey saying the N-word over and over and over and over again.
[02:34.000 --> 02:39.000]  You can't use it, but if a liberal, fraudulent, corrupt lawyer in my view,
[02:39.000 --> 02:44.000]  has to use it to manipulate a jury and let it can clearly a guilty man go free,
[02:44.000 --> 02:53.000]  as we now know, if you want to do that, you are a bad person if you're not the establishment.
[02:53.000 --> 02:55.000]  But if you're the establishment, you can.
[02:55.000 --> 03:00.000]  So CNN to inflame emotions, ABC, NBC, CBS, MSNBC,
[03:00.000 --> 03:06.000]  they're all quoting the president as saying this and saying it to get people out of their comfort zone
[03:06.000 --> 03:10.000]  on mainstream TV to suddenly hear them cussing.
[03:10.000 --> 03:15.000]  If I cuss or a caller slips through, our stations complain.
[03:15.000 --> 03:21.000]  We've lost affiliates before because the FCC will selectively find them
[03:21.000 --> 03:26.000]  or Howard Stern, if he wants to say SHIT, he had to leave terrestrial radio
[03:26.000 --> 03:28.000]  because sometimes it would slip through.
[03:28.000 --> 03:32.000]  But now mainstream media, they can all do it
[03:32.000 --> 03:38.000]  because the executives are saying go full bore, do whatever you want, take them out.
[03:38.000 --> 03:45.000]  That's why they've got former Democrat governors on infowars.com saying they will punch out the president.
[03:45.000 --> 03:47.000]  Hashtag hunt Republicans.
[03:47.000 --> 03:48.000]  They'll kill Republicans.
[03:48.000 --> 03:49.000]  This is what they say.
[03:49.000 --> 03:50.000]  And people are getting attacked.
[03:50.000 --> 03:52.000]  Hot coffee is getting thrown on them.
[03:52.000 --> 03:53.000]  They're getting shot.
[03:53.000 --> 03:54.000]  They're getting beat up.
[03:54.000 --> 03:56.000]  They're getting their families assaulted.
[03:56.000 --> 04:00.000]  And they think it's funny as they usher this country towards civil war.
[04:00.000 --> 04:05.000]  And notice the left hadn't come out that I've seen and denied the new documents that came out from the Soros group
[04:05.000 --> 04:11.000]  trying to trigger martial law and race riots when Obama had only a year left in office.
[04:11.000 --> 04:12.000]  See?
[04:12.000 --> 04:14.000]  That story up on infowars.com.
[04:14.000 --> 04:17.000]  Incredible.
[04:17.000 --> 04:21.000]  I believe the president that he didn't say it, but we've seen them lie about him over and over again.
[04:21.000 --> 04:28.000]  I could say that sources say the president snorts methamphetamine in the White House off hooker's rear ends.
[04:28.000 --> 04:36.000]  Not true, but if I shed it on CNN, they would all parrot it to give it credibility.
[04:36.000 --> 04:38.000]  Think about that.
[04:38.000 --> 04:47.000]  But we're also going to discuss the difference between free countries and OACs of liberty versus crap holes and hell holes.
[04:47.000 --> 04:49.000]  Because there's things even worse than crap holes.
[04:49.000 --> 04:53.000]  And yes, ladies and gentlemen, Haiti is a hell hole.
[04:53.000 --> 04:55.000]  That's why everybody's trying to get out of the crap hole.
[04:55.000 --> 04:56.000]  It's a fact.
[04:56.000 --> 04:58.000]  I think the president's just go with it.
[05:26.000 --> 05:38.000]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms,
[05:38.000 --> 05:44.000]  including uricoma longifolia, originally from Malaysia, makaroo from Peru,
[05:44.000 --> 05:49.000]  horny goatweed from China, and tribulus from India.
[05:49.000 --> 05:53.000]  Reach your alpha male potential with alpha power.
[05:53.000 --> 05:59.000]  Get alpha power now at 50% off and secure your bottle today.
[06:23.000 --> 06:28.000]  Ladies and gentlemen, two weeks ago, we had more fake news out of the fake news globalist media.
[06:28.000 --> 06:32.000]  They reported unnamed sources saying the president had said,
[06:32.000 --> 06:34.000]  I don't want Haitians in America.
[06:34.000 --> 06:37.000]  They've all got AIDS.
[06:37.000 --> 06:39.000]  But nobody ever comes forward.
[06:39.000 --> 06:40.000]  There's no recordings.
[06:40.000 --> 06:43.000]  There's over 50 people in the room, but nobody's got a recording of it.
[06:43.000 --> 06:50.000]  Well, the same thing yet again, an anonymous source that Trump calls Haiti and other third world countries,
[06:50.000 --> 06:53.000]  SH, you know what he holds.
[06:53.000 --> 07:01.000]  And then CNN, MSNBC, NBC, they're all including broadcast TV, not just cable art saying that unedited.
[07:01.000 --> 07:07.000]  Just like F. Lee Bailey and the O.J. Simpson trial 41 times said the N-word.
[07:07.000 --> 07:13.000]  They had a white guy do it to make it worse, to have that emotional response of a white guy to black people's faces calling him the N-word.
[07:13.000 --> 07:15.000]  Not a black man, not a black woman.
[07:15.000 --> 07:17.000]  They made the decision to do it.
[07:17.000 --> 07:21.000]  They got it in their face and then they transmuted that onto the police department.
[07:21.000 --> 07:22.000]  The black jury did.
[07:22.000 --> 07:23.000]  They admitted it later.
[07:23.000 --> 07:30.000]  Some of them said they were conned onto the police department and onto the prosecution.
[07:30.000 --> 07:31.000]  And it's the same thing.
[07:31.000 --> 07:34.000]  You never hear them say those things on television.
[07:34.000 --> 07:44.000]  They're not supposed to under the FCC, but they're doing it because they want to stick the knife in, turn the edge and then put salt in the wound.
[07:44.000 --> 07:46.000]  Total manipulation.
[07:46.000 --> 07:53.000]  Separately, Trump has said he didn't say it, but no matter how many times they put out fake news and get caught, they're getting more desperate.
[07:53.000 --> 07:58.000]  They've got governors on TV, Democrats saying, I'm going to physically assault the president.
[07:58.000 --> 08:01.000]  They're trying to start uprisings in the country.
[08:01.000 --> 08:03.000]  Hashtag hunt Republicans.
[08:03.000 --> 08:05.000]  They see the prosperity coming back.
[08:05.000 --> 08:07.000]  They see the dependency folding.
[08:07.000 --> 08:09.000]  They see black unemployment.
[08:09.000 --> 08:14.000]  The lowest it's ever been since they had the Bureau of Labor Statistics for over 70-plus years.
[08:14.000 --> 08:16.000]  They're in full panic mode.
[08:16.000 --> 08:19.000]  They want to domesticate and control everybody.
[08:19.000 --> 08:23.000]  And that's why they're so angry right now, the poverty pimps that want to control these people.
[08:23.000 --> 08:24.000]  But let's talk about facts.
[08:24.000 --> 08:25.000]  I don't brag about it.
[08:25.000 --> 08:27.000]  I don't make a big issue out of it.
[08:27.000 --> 08:32.000]  But I've bought hospital beds for people in Latin America and for groups.
[08:32.000 --> 08:38.000]  And I've bought hundreds of wells and hundreds of cows for people in four different African nations.
[08:38.000 --> 08:43.000]  But I picked countries that are somewhat half-stable where you have poor people who can actually help like Kenya and other areas.
[08:43.000 --> 08:45.000]  I never made a big deal about that.
[08:45.000 --> 08:50.000]  My grandmother, I tried to give her some money.
[08:50.000 --> 08:55.000]  She insisted on living in a very, very humble house and clipping coupons and all that.
[08:55.000 --> 09:01.000]  I tried to help her and she would say, no, just give money to this Latin American group or give money to this African group.
[09:01.000 --> 09:05.000]  And I've given hundreds of thousands of dollars to that.
[09:05.000 --> 09:10.000]  Hundreds of thousands to investigating pedophile rings that we're not going to brag about our successes here on air.
[09:10.000 --> 09:11.000]  I mean, that's what I do.
[09:11.000 --> 09:18.000]  But since we're going to get out here and say, calling Haiti or other third world crap holes, crap holes is what they are.
[09:18.000 --> 09:19.000]  It's the name for them.
[09:19.000 --> 09:20.000]  I mean, they're hell holes.
[09:20.000 --> 09:22.000]  Go move there, Don Lemon.
[09:22.000 --> 09:23.000]  Go move there, Al Sharpton.
[09:23.000 --> 09:24.000]  Go move there, Hillary Clinton.
[09:24.000 --> 09:29.000]  Oh, but Hillary just has her people caught smuggling kids out of Haiti, Associated Press.
[09:29.000 --> 09:30.000]  They get convicted.
[09:30.000 --> 09:35.000]  You just have them stealing $2 billion of the $2.1 billion that got donated from the Haitians.
[09:35.000 --> 09:37.000]  But it's okay to actually steal from them.
[09:37.000 --> 09:43.000]  I've sent food shipments into Haiti, I have finance and supported multiple groups that have done it.
[09:43.000 --> 09:52.000]  I've sent my reporters in to the risk of their lives and I'm not tooting my horn, but I'm actually there helping people in the beyond of crap hole.
[09:52.000 --> 09:53.000]  It's a hell hole.
[09:53.000 --> 09:56.000]  We have transported the dead and dying.
[09:56.000 --> 09:57.000]  We have funded it.
[09:57.000 --> 09:59.000]  The Clintons stole all the money.
[09:59.000 --> 10:02.000]  I have done more than the Clintons did for Haiti.
[10:02.000 --> 10:09.000]  But they're going to sit up there like Oprah sticking her tongue in Weinstein's ear and taking Weinstein, you know, to setting women up for Weinstein.
[10:09.000 --> 10:17.000]  Seal, who I've always really liked, has come out and said she's a monster and that she's supporting the evil and that she's exactly what she claims she's fighting.
[10:17.000 --> 10:19.000]  And that's the truth.
[10:19.000 --> 10:21.000]  God bless Seal, great artist.
[10:21.000 --> 10:22.000]  Love all his music.
[10:22.000 --> 10:25.000]  The point is, is you got to have a soul to sing like that and you got to be smart.
[10:25.000 --> 10:28.000]  The point is, is that that's a real human being.
[10:28.000 --> 10:29.000]  Seal.
[10:29.000 --> 10:30.000]  Don't care if he's black or white.
[10:30.000 --> 10:32.000]  I love his truth and his justice.
[10:32.000 --> 10:36.000]  Oprah's a pig and a lying creature.
[10:36.000 --> 10:41.000]  And the media sits there and covers it up and it's sick because they know she's sold out.
[10:41.000 --> 10:45.000]  Two plus billion dollars stolen.
[10:45.000 --> 10:54.000]  And all these women are coming out that Oprah, who was always a pimp, a little girl, she admits it, was bringing women to Weinstein for him to rape them.
[10:54.000 --> 11:00.000]  You notice the media won't pick up that when I cover it. They'll just misrepresent what I'm saying and say I don't like her because she's black.
[11:00.000 --> 11:01.000]  That's the headline.
[11:01.000 --> 11:03.000]  Alex attacks Oprah for being black.
[11:03.000 --> 11:04.000]  That was the headline though last week.
[11:04.000 --> 11:05.000]  Total lie.
[11:05.000 --> 11:07.000]  Just like they're lying about the president.
[11:07.000 --> 11:12.000]  But Seal sees through it the 10 time or whatever platinum winner.
[11:12.000 --> 11:16.000]  He sees through their lies and he's going against Hollywood and the whole thing.
[11:16.000 --> 11:18.000]  If you know they'll have repercussions against him.
[11:18.000 --> 11:20.000]  So that's why I'm angry.
[11:20.000 --> 11:23.000]  I don't care if you're black, white or whatever.
[11:23.000 --> 11:25.000]  If you're dying, I want to try to help you.
[11:25.000 --> 11:29.000]  And I know some Haitians that are beautiful, smart, wonderful people that live in America.
[11:29.000 --> 11:31.000]  But it's been a colony of slavery.
[11:31.000 --> 11:32.000]  Never got out from under it.
[11:32.000 --> 11:34.000]  Voodoo, the occult.
[11:34.000 --> 11:39.000]  It is a very, very wicked system there in Haiti, ladies and gentlemen.
[11:39.000 --> 11:44.000]  And I've been involved with groups trying to stabilize the country and actually help it with Bob Barr and others.
[11:44.000 --> 11:46.000]  But this is the reality.
[11:46.000 --> 11:51.000]  I don't get off on seeing Haiti so fallen and broke back and falling apart.
[11:51.000 --> 11:59.000]  It makes me feel bad as a human that they're in such bad situations and seem to be cursed with tsunamis and earthquakes and just...
[11:59.000 --> 12:02.000]  I'd actually tried to do something.
[12:02.000 --> 12:06.000]  And so as President Trump, he sent more aid to Haiti than the Clintons ever did.
[12:06.000 --> 12:12.000]  But if he even made the comment of why don't we ever bring people from productive countries to build up our nation?
[12:12.000 --> 12:15.000]  Why do we only bring people here from crap holes?
[12:15.000 --> 12:16.000]  Which he didn't even say.
[12:16.000 --> 12:18.000]  But did he steal the money?
[12:18.000 --> 12:20.000]  No.
[12:20.000 --> 12:25.000]  See, robbing them, killing them and taking their children, kidnapping their children.
[12:25.000 --> 12:28.000]  That's okay.
[12:28.000 --> 12:33.000]  But the media then puts out a fake statement on the President and are now calling for his impeachment.
[12:33.000 --> 12:35.000]  And they're calling for physical assaults.
[12:35.000 --> 12:36.000]  And they're calling him a racist.
[12:36.000 --> 12:41.000]  And they're playing it unedited with the low English.
[12:41.000 --> 12:42.000]  That's really all it is.
[12:42.000 --> 12:46.000]  The Norman took over England 900 years ago.
[12:46.000 --> 12:51.000]  And they said, your language is illegal.
[12:51.000 --> 12:53.000]  So that's the last few words left of it.
[12:53.000 --> 12:57.000]  And they're still illegal today.
[12:57.000 --> 13:01.000]  But if you expand on that, ladies and gentlemen, that's what political correctness is.
[13:01.000 --> 13:04.000]  When you conquer a people, you get rid of their language.
[13:04.000 --> 13:06.000]  George Arwell wrote about that.
[13:06.000 --> 13:08.000]  So it's documented the Clintons did this.
[13:08.000 --> 13:09.000]  It's on record.
[13:09.000 --> 13:11.000]  The mainstream corporate media will not cover it.
[13:11.000 --> 13:13.000]  We're covering it.
[13:13.000 --> 13:19.000]  And there's so many angles to learn from this event, this teachable moment of the type of committed fraud they're involved in.
[13:19.000 --> 13:25.000]  It shows you even the economy coming back and even Trump really at 60% in real polls, they're not going to give up.
[13:25.000 --> 13:29.000]  They're never going to stop ever because they've taken control of this country.
[13:29.000 --> 13:31.000]  The globalists had run it in the ground.
[13:31.000 --> 13:37.000]  They were setting up racial and cultural divisions to control everybody and complete our journey into third world serfdom.
[13:37.000 --> 13:40.000]  And Trump's trying to stop that while really helping people.
[13:40.000 --> 13:41.000]  And they hit him at every angle.
[13:41.000 --> 13:43.000]  Oh, he's betraying you on DACA.
[13:43.000 --> 13:44.000]  Didn't do it, did he?
[13:44.000 --> 13:47.000]  They got all the fake conservative bots out still saying he betrayed us.
[13:47.000 --> 13:48.000]  He's over.
[13:48.000 --> 13:54.000]  They're trying that tactic with bots everywhere when he didn't betray you again.
[13:54.000 --> 13:56.000]  They preach you like you're an idiot.
[13:56.000 --> 13:58.000]  They hope you're an idiot.
[13:58.000 --> 14:00.000]  So he doesn't go with their bad DACA deal.
[14:00.000 --> 14:08.000]  He wants a reasonable one for real people that are law abiding, been here for a long time since they were little and can prove that they are vetted in a good part of society.
[14:08.000 --> 14:14.000]  You can stay and I'm all for that. And that's what he said three years ago and two years ago and the media lied about that.
[14:14.000 --> 14:17.000]  And then they use their lies and he said he hates all the Mexicans.
[14:17.000 --> 14:18.000]  Now he says he loves them.
[14:18.000 --> 14:19.000]  He flip flopped.
[14:19.000 --> 14:21.000]  He never said that.
[14:21.000 --> 14:24.000]  They're preying on you like you don't have a memory.
[14:24.000 --> 14:27.000]  Like they think you're stupid and it isn't about defending Trump.
[14:27.000 --> 14:31.000]  It's about defending the truth.
[14:31.000 --> 14:35.000]  We would be in so much trouble.
[14:35.000 --> 14:38.000]  And now they go, oh, he betrayed it again.
[14:38.000 --> 14:40.000]  Trump may have paved the way for a DACA deal.
[14:40.000 --> 14:41.000]  Will he now sabotage it?
[14:41.000 --> 14:49.000]  See, he just wants a reasonable thing for 800,000 we think are vetted and deport people that are three, four, five time felons.
[14:49.000 --> 14:52.000]  And they just keep misrepresenting, misrepresenting.
[14:52.000 --> 14:55.000]  And that's why they hate this broadcast because you're getting really what's going on here.
[14:55.000 --> 14:56.000]  We really do our homework.
[14:56.000 --> 14:59.000]  Here, let's play CIA officer, mentally CIA.
[14:59.000 --> 15:02.000]  They make jokes with Jones fake news as he's CIA.
[15:02.000 --> 15:04.000]  He was CIA, but now he's not.
[15:04.000 --> 15:06.000]  And you know, same guy that tells you all this other crap.
[15:06.000 --> 15:07.000]  We'll get to him in a minute.
[15:07.000 --> 15:08.000]  Let's play Jim Acosta.
[15:08.000 --> 15:15.000]  First, a guy that's always in the White House with fake news, fake tweets, you know, saying that he didn't really visit Congressman Scalise.
[15:15.000 --> 15:18.000]  Then there's video of it.
[15:18.000 --> 15:20.000]  He thinks you don't remember that he lies to you every day.
[15:20.000 --> 15:24.000]  Here is one of the worst liars of a group of horrible liars.
[15:24.000 --> 15:25.000]  Here's Jim Acosta.
[15:25.000 --> 15:30.000]  Jim Shudo was saying with the president talking about immigrants coming from Mexico being rapists and criminals.
[15:30.000 --> 15:35.000]  And now this comment, the president referring to Haiti and countries in Africa as being,
[15:35.000 --> 15:38.000]  and I noticed you, Wolf, you hesitated to use that word.
[15:38.000 --> 15:46.000]  I hesitate to use it myself as an S-hole or as what the word that the Washington Post is quoting the president is saying.
[15:46.000 --> 15:52.000]  I think, Wolf, what we have to come to grips with, and I almost have to think back to the day when we were at Trump Tower.
[15:52.000 --> 15:53.000]  We'll be back.
[15:53.000 --> 15:54.000]  Stay with us.
[15:54.000 --> 15:55.000]  We'll be back with the truth.
[15:55.000 --> 15:56.000]  In total lies there.
[15:56.000 --> 15:58.000]  Remember, he said there's some criminals coming from Mexico.
[15:58.000 --> 16:00.000]  Hello, I'm Mike Lindell, the inventor of my pillow.
[16:00.000 --> 16:02.000]  And like all of you out there, I had problems sleeping.
[16:02.000 --> 16:04.000]  Pillows would go flat.
[16:04.000 --> 16:05.000]  I would flip flop all night long.
[16:05.000 --> 16:10.000]  I would wake up with a sore neck, maybe a headache or feel like I needed a nap even though I slept eight hours.
[16:10.000 --> 16:18.000]  When I invented my pillow, I wanted it to where you can move the patent and fill to give you the exact support you need as an individual regardless of sleep position.
[16:18.000 --> 16:22.000]  My pillow will get you into that deep REM sleep faster and you will stay there longer.
[16:22.000 --> 16:24.000]  It's not about how much time we spend in bed.
[16:24.000 --> 16:27.000]  It's about how much of that quality sleep we get.
[16:27.000 --> 16:30.000]  I do all of my own manufacturing right here in the United States.
[16:30.000 --> 16:31.000]  I have a 10-year warranty.
[16:31.000 --> 16:37.000]  You can wash and dry my pillow and I give you a 60-day money back guarantee so you have nothing to lose.
[16:37.000 --> 16:39.000]  And here's my best opera ever.
[16:39.000 --> 16:42.000]  You can buy one of my pillows and get one absolutely free.
[16:42.000 --> 16:49.000]  Go to MyPillow.com or call 800-870-0305 and use promo code GCN.
[16:49.000 --> 16:57.000]  That's MyPillow.com or 800-870-0305 with promo code GCN.
[17:19.000 --> 17:21.000]  People's lives across America.
[17:21.000 --> 17:25.000]  My blood pressure has normalized. My diabetes has totally improved.
[17:25.000 --> 17:29.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[17:29.000 --> 17:31.000]  I recommend heart and body extract to everyone.
[17:31.000 --> 17:39.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[17:39.000 --> 17:50.000]  Order your two-month supply today by calling 866-295-5305. That's 866-295-5305 or order online hbextract.com.
[17:50.000 --> 18:10.000]  Heart and Body Extract 866-295-5305 or hbextract.com.
[18:21.000 --> 18:28.000]  Discover and try a bag of the Patriot Blend 100% organic coffee at infowarslife.com.
[18:28.000 --> 18:35.000]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[18:35.000 --> 18:42.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[18:42.000 --> 18:50.000]  Drop by the site today, order a bag or two and I don't think you're going to be disappointed. Available in original or with our immune support infusion blend.
[18:50.000 --> 18:56.000]  You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[18:56.000 --> 18:59.000]  Available at infowarslife.com.
[18:59.000 --> 19:01.000]  I want to plow into all of this.
[19:01.000 --> 19:19.000]  I'm going to spend a few minutes here first just encouraging listeners to understand that when you buy t-shirts or water filtration systems or books or videos or other material from infowarstore.com, you are funding the revolution.
[19:19.000 --> 19:21.000]  I cannot say it any clearer.
[19:21.000 --> 19:32.000]  So it is essential that you purchase the products at infowarstore.com. I don't want to thank everybody that has, but we've got the best fluoride-free toothpaste with colloidal silver and with high quality atomic iodine in it.
[19:32.000 --> 19:40.000]  You cannot beat that for children and adults. We've got the best mouthwash designed by Dr. Jones. That's my dad with colloidal silver and iodine as well.
[19:40.000 --> 19:52.000]  Available at infowarslife.com or AAA-253-3139. And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[19:52.000 --> 20:20.000]  Who they are, and they know we know who they are, and they're coming back against us so we need your support.
[20:20.000 --> 20:44.000]  Infowars.com is tomorrow's news. Today, you're listening to the Alex Jones show.
[20:44.000 --> 20:55.000]  Ladies and gentlemen, we are back live broadcasting worldwide, and this makes me so angry at mainstream media. They are just such globalist liars.
[20:55.000 --> 21:03.000]  Just like they said weeks ago, what the president said, oh, we don't want anybody from Haiti. They've all got AIDS. Turns out that's not true.
[21:03.000 --> 21:09.000]  Now you've got this quote. The president says he didn't say it. The media is saying it over and over again like he said it.
[21:09.000 --> 21:14.000]  Really never even saying when I've been watching what he denied it. Like they'll go for 20 minutes and say, oh, by the way, he denies it.
[21:14.000 --> 21:29.000]  But S-hole, S-hole, S-hole, S-hole. Meanwhile, the Clintons literally raped Haiti and Rwanda and other areas and carried out and backed UN extermination programs that killed 800,000 Christians in one country.
[21:29.000 --> 21:45.000]  But that's okay to fund the Arab Spring and take over four countries and kill close to a half million and put over 100,000 women and children into sex slavery and have Lyndon Sorcer marching with a hajib on leading women in America teaching them to wearing hajibs and Islam as feminist.
[21:45.000 --> 21:58.000]  But the president with a fake quote calling a third world nation's crap holes. That's the number one story in the world. And what was it really all about?
[21:58.000 --> 22:05.000]  What was the whole point of the entire situation from the beginning?
[22:05.000 --> 22:22.000]  What was the point to distract from the number one news story, not a mainstream media, but the number one story on the Internet yesterday, Veritas, Project Veritas, James O'Keefe with eight different executives of Twitter saying we're engaged in censorship against Christians and conservatives.
[22:22.000 --> 22:37.000]  If you support Trump, you're just banned. But you don't even know you're banned. No one can ever see what you say or do again. And the smirking, sickening, anti-American control freaks, it's the number one story.
[22:37.000 --> 22:46.000]  And what do they do? They go, all right, first we're going to say the whole thing about how they've all got AIDS. Then to make it sound congruent, even though it's fake, whenever we're ready, whenever we need it.
[22:46.000 --> 23:01.000]  This is key in crisis management. To cover up a real story, you use a fake story. And this is the mother of distractions. The Moab's the mother of bombs that's conventional. This is the Moab of distractions.
[23:01.000 --> 23:09.000]  And they build it. And then you'll hear more quotes. Yeah, he said he rapes Haitian babies. Yeah, he eats them. Yeah, and well, we just keep hearing about Haitians. It must be true.
[23:09.000 --> 23:18.000]  And they always pick a subject that Clintons are weak on. If they're on board the Jerry Epstein-Lelita Express pedophile airplane. If they're involved with a bunch of pedophiles.
[23:18.000 --> 23:26.000]  If they're on people got caught shipping hundreds of kids out of Haiti for sex slavery and people get convicted for it that worked directly for the Clintons. What do you do?
[23:26.000 --> 23:36.000]  You fake fake, you file fake lawsuits with Jane Doe's who don't even show up saying Trump was with Jerry Epstein raping them on the airplane. And then it later turns out it's not true.
[23:36.000 --> 23:48.000]  That's what you do. If you're Russian agents on the Russian payroll, like Mueller, like Comey, like the Clintons, like all these people, you just say Trump is.
[23:48.000 --> 24:03.000]  If you're a race-baiting Nazi collaborator like George Soros, who said he's proud of what he did working for Nazi Germany. What do you do? You have the Southern Poverty Law Center in ADL, you funds say Alex Jones is a Nazi.
[24:03.000 --> 24:14.000]  See how that works? See how they get that done? See how they manipulate everybody and they do it over and over and over and over and over again.
[24:14.000 --> 24:20.000]  And next you're going to hear more and more and more and then you're going to have governors, the clip's coming up next segment.
[24:20.000 --> 24:33.000]  See if I see Trump, I'm going to assault him. Democrat. I'm going to physically attack him along with the hashtag hunt Republicans in the full page ads saying rise up, drive him from power.
[24:33.000 --> 24:46.000]  Antifa and Antifa out with guns, not even letting conservatives march in Austin and holding guns up center. You scared, violating their civil rights, just not just like you don't let a little black girl in 1959 into an Arkansas school
[24:46.000 --> 25:01.000]  and Eisenhower the Republican sends in federal troops to let that little girl in school. It's the same thing not letting reporters and families go to the Capitol with men with armed guns telling our reporters you're not going in there and bumping into them.
[25:01.000 --> 25:13.000]  But it's okay because Austin's blue and they're going to teach us with their armed thugs in the streets. They run things now, period. And you're going to learn and you're going to take it.
[25:13.000 --> 25:28.000]  We put that graphic up that we've compiled of the Justice Department, the FBI, not the whole FBI, people at the top, the Democrat people that were put in by the Clinton ground machine with Obama and Lynch and coming at the top with Sally Yates and Hillary and Andrew McCabe and
[25:28.000 --> 25:45.000]  Warren, Carl and the Justice Department and Lisa Page and Peter Strock and Baker and Price Trap and then right down there putting out the fusion GPS with their own wives and husbands getting the contract for two million dollars.
[25:45.000 --> 25:57.000]  Hell, you don't just put out lies against the guy elected by the people to frustrate the voters and to stop the restoration of the Republic. You get two million dollars while you do it.
[25:57.000 --> 26:11.000]  For a 40-something page piece of fiction, proven absolutely to be filled with garbage with the main author of it, Mr. Steele, admitting it's baloney in desperate attempt not to go to prison.
[26:11.000 --> 26:24.000]  And now criminal investigations by the Justice Department have been opened. Now, that isn't exciting. I don't know what it is. People ask me why I get so upset, why I get so excited.
[26:24.000 --> 26:37.000]  Because man, this is the second American Revolution. It's 21st century. It's information war. We've got the truth. They've got pure lies and pure garbage hammering us with it 24-7 and it's going to get more weaponized.
[26:37.000 --> 26:53.000]  I've been told by high level Justice Department and Defense Department sources that if you think the program they've got with Adobe that they released last year and then pulled off the market where you can take 10 seconds to somebody's voice and then completely have a voice print novel.
[26:53.000 --> 27:02.000]  That would pass voice print of saying whatever you want to hear from that person and the word is they've got tapes ready on the president.
[27:02.000 --> 27:11.000]  But the good news is so many women have been approached to bear false witness that now more than 40 women was a few dozen a few weeks ago.
[27:11.000 --> 27:24.000]  More than 40 women have signed affidavits about top Democrat officials, lobbyists and others offering them as much as $2 million to say the president sexually assaulted them.
[27:24.000 --> 27:31.000]  Got to have a little ace in the hole, little something that nobody knows to quote the great George straight.
[27:31.000 --> 27:45.000]  So that's where we are right now and we come back. I'm going to play in the next segment could be chopped full clip after clip after clip after clip of them with the same unified message on every major corporate globalist enemy media that's captured this country.
