[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[06:46.000 --> 07:00.000]  and who they really work for and what this full spectrum of leaks means. The head of WikiLeaks, Julian Assange, is now saying that if anybody arrest him or if anything happens to him physically,
[07:00.000 --> 07:16.000]  that he's going to release a giant insurance file that's already been given to tens of thousands of people that he has a secret encryption code to and then it will dwarf all the previous leaks if anything happens to him.
[07:16.000 --> 07:30.000]  And then you've got Bill O'Reilly and others saying he should be executed. Well, we're going to talk about who he supposedly works for. So why don't we discuss executing who he works for?
[07:30.000 --> 07:46.000]  And Glenn Beck in the last week has been basically mirroring and repeating what this show has talked about for more than a year, intensely for six months. The clear connections from Julian Assange to George Soros,
[07:46.000 --> 08:00.000]  and so Webster Griffin Tarpley will be talking about that coming up again in about 27 minutes from now. Then we'll get into Fed created conflicts in improvising $3.3 trillion financial system rescue bill,
[08:00.000 --> 08:18.000]  and that's Bloomberg reporting on the $3.3 trillion. Again, just a week ago, it was $1 trillion. Now it's $3.3 trillion that the private Federal Reserve gave to people like MSNBC.
[08:18.000 --> 08:30.000]  Your tax money and MSNBC admits they kept that secret. There's a reason MSNBC is cartoonish as they pose as liberals. They're not liberals.
[08:30.000 --> 08:41.000]  That's General Electric Pentagon operation playing the part of liberals to make liberals look like complete buffoons. And it's the same thing with Fox.
[08:41.000 --> 08:56.000]  They're meant to make conservatives look like complete fools and to keep people in the left-right paradigm while discrediting both wings of the same bird of prey and controlling the opposition.
[08:56.000 --> 09:04.000]  So we're going to be discussing that today as well. You know, you go back 110 years ago, there weren't discussions about left and right in this country.
[09:04.000 --> 09:15.000]  There were discussions about right and wrong. There were discussions about the corrupt mega rich trying to suppress and dominate and rob the general population.
[09:15.000 --> 09:25.000]  That's what the talks were about in 1776, in the 1830s, in the 1860s, in 1913, Americans knew who their enemy was.
[09:25.000 --> 09:35.000]  The mega rich that are bigger than any corporation, that are bigger than any government, that are bigger with their combined forces than any major empire.
[09:35.000 --> 09:51.000]  That is what societies have been facing for so long throughout history. You see, it's the mega corporations that lobby for socialism on record at the grassroots to then transfer your wealth into their hands through government.
[09:51.000 --> 10:01.000]  And they can use government to shut down their competition. As much fun as it is to hate communist and hate Obama and say he's a communist when he's financed by Wall Street.
[10:01.000 --> 10:14.000]  The facts are, this is even the Wall Street Journal of all places, big insurance wrote the health care plan to make you buy health insurance, to rip you off and to raise the prices on record.
[10:14.000 --> 10:28.000]  And there is no preexisting coverage. The feds can now deny people coverage. They can lower the standards of quality. It takes the medical system away from doctors and gives it to government.
[10:28.000 --> 10:39.000]  The TSA has meant to destroy the Tenth Amendment and seize control of all infrastructure and transportation. It's on record, 12 million given just in the last month.
[10:39.000 --> 10:48.000]  Caller called in about it last week. I looked it up. It was true. 12 million given in November to the Senate alone by mega agra.
[10:48.000 --> 11:03.000]  The giant big agra business cartels to pass the quote food safety act. Almost all the big violations of the food quality on record have been the big mega agra business.
[11:03.000 --> 11:12.000]  And you see it in the news all the time. Tyson can have a thousand violations at one plant. A smaller outfit can have one violation. They're shut down.
[11:12.000 --> 11:22.000]  That's how this works. And so big agra business, they gave 12 million just in the last month to the Senate to pass the bill.
[11:22.000 --> 11:28.000]  Now, the Senate was so arrogant, they knew the big rule. No spending bill can be created in the Senate.
[11:28.000 --> 11:33.000]  That's be created in the house. It has to originate there. So now it's going back to the Senate.
[11:33.000 --> 11:39.000]  But look at how the insurance takeover with the government health care written by the big insurance companies.
[11:39.000 --> 11:44.000]  Look at how the takeover of the farms and ranches written by big mega agra business.
[11:44.000 --> 11:51.000]  Look at how the big mainline dinosaur media supporting internet takeover by the government.
[11:51.000 --> 12:03.000]  Look at how on every front this stuff is written by the government for the big mega corporations that are waging war against the free market.
[12:03.000 --> 12:10.000]  Now, I've got a bunch of examples of this today and people need to shift their paradigm.
[12:10.000 --> 12:18.000]  Just like you can program a computer wrong or you can brainwash a child from birth and program their brain wrong.
[12:18.000 --> 12:28.000]  We have literally been given false political roadmaps and that's why you can't have an educated discussion with the average American or European for that matter.
[12:28.000 --> 12:44.000]  Because they're so disconnected from reality, so tied in to the distractions and the pageantry and the way the media hypes it up that the buck stops with the president when presidents have been puppets in this country for a very, very long time.
[12:44.000 --> 12:54.000]  We have to look past all the political distractions and really get to the meat and potatoes of how this world actually operates.
[12:54.000 --> 12:59.000]  And here's an example of that today that I've been harping on quite a bit.
[12:59.000 --> 13:01.000]  This is an AP Fox, you name it.
[13:01.000 --> 13:10.000]  Obama administration grants health care waivers to big companies unions.
[13:10.000 --> 13:18.000]  McDonald's got a break as did 341,000 members of United Federation of Teachers and it just goes on and on and on.
[13:18.000 --> 13:22.000]  And he's issuing every week or two hundreds of new waivers.
[13:22.000 --> 13:24.000]  Obama the puppet is.
[13:24.000 --> 13:37.000]  So the insurance company's right law that allows them to cut back the quality of care that you get and control what doctors and nurses and medical practitioners are engaged in.
[13:37.000 --> 13:47.000]  And they then go in and make 30 plus million people if this goes ahead and gets implemented this coming year by insurance that's overpriced.
[13:47.000 --> 13:51.000]  Just like the insurance lobby lobbies you've all got to have car insurance.
[13:51.000 --> 13:54.000]  Just like you're trying to lobby you've got to have more insurance on your house.
[13:54.000 --> 13:59.000]  This is a great business model just like the vaccine makers they've got hundreds of new vaccines.
[13:59.000 --> 14:02.000]  They want the government to try to make it mandatory for you to take them.
[14:02.000 --> 14:11.000]  It's a really simple business model. The Ritalin and Prozac makers are on record spending tens of millions a year in some cases per state.
[14:11.000 --> 14:18.000]  But billions over the years lobbying to have schools promote Ritalin, Prozac and other drugs on school kids.
[14:18.000 --> 14:19.000]  It's real simple.
[14:19.000 --> 14:23.000]  They have the authority figures paid off to tell you to take their drugs.
[14:23.000 --> 14:26.000]  I mean this is the real business model in this country and worldwide.
[14:26.000 --> 14:28.000]  That's what globalism is.
[14:28.000 --> 14:30.000]  A bunch of insiders doing this.
[14:30.000 --> 14:39.000]  Big insurance comes in and openly rides the bill.
[14:39.000 --> 14:42.000]  But they don't have to worry because they can just blame the commies.
[14:42.000 --> 14:45.000]  The commies are just their little street soldiers.
[14:45.000 --> 14:49.000]  They're little renamob to say, see the general public wants socialism.
[14:49.000 --> 14:53.000]  And you notice all the government funded big universities promote communism and socialism.
[14:53.000 --> 14:56.000]  Because that's what the robber barons want.
[14:56.000 --> 15:04.000]  They want a big domesticated, dumb-down, drooling herd of dependent people that if they don't get their welfare check, they'll riot.
[15:04.000 --> 15:11.000]  So they can take their welfare check away, they'll riot, and the middle class will say, okay, take my guns, take my liberty, take my taxes.
[15:11.000 --> 15:16.000]  You know, stick a lollipop in the welfare people's mouths, keep them off my back.
[15:16.000 --> 15:23.000]  See, the renamob welfare zombie horde works for the big globalist.
[15:23.000 --> 15:27.000]  So on record, the insurance companies write this.
[15:27.000 --> 15:31.000]  They tell you a commie under a rock with some dirty sandals did it.
[15:31.000 --> 15:34.000]  Yeah, yeah, yeah, they run things.
[15:34.000 --> 15:36.000]  Okay, now they come out.
[15:36.000 --> 15:40.000]  Did you think the Fortune 100 was going to get anybody insurance?
[15:40.000 --> 15:45.000]  No, they don't have to get insurance, but your company does, which will further shut you down.
[15:45.000 --> 15:47.000]  Just like globalism.
[15:47.000 --> 15:51.000]  With NAFTA and Gatt and China, you can't compete with that when they got tariffs on us.
[15:51.000 --> 15:54.000]  It's a one-way street designed to consolidate power.
[15:54.000 --> 15:56.000]  It's economic warfare.
[15:56.000 --> 16:22.000]  We'll talk about paradigm shifting when we get back, stay with me.
[16:26.000 --> 16:34.000]  I'm looking for America.
[16:34.000 --> 16:36.000]  Wear American and be proud.
[16:36.000 --> 16:39.000]  Go to gusset.com forward slash America.
[16:39.000 --> 16:43.000]  Land on the free and my home of the brave.
[16:43.000 --> 16:52.000]  Seems like I just woke up one day and it was long, long gone.
[16:52.000 --> 17:02.000]  Again, go to gusset.com forward slash America today.
[17:02.000 --> 17:04.000]  Hi, this is Alex Jones.
[17:04.000 --> 17:09.000]  You've heard me talk about the delicious, easy to fix and very storable foods from eFoodsDirect.com.
[17:09.000 --> 17:14.000]  I've told you for years that eFoodsDirect has the best storable food on the planet.
[17:14.000 --> 17:18.000]  Now it's that time of year again, and their holiday special is here.
[17:18.000 --> 17:25.000]  They have two holiday price packs for you to put into your reserves for a secure future or to share with others.
[17:25.000 --> 17:32.000]  The first is a six-month bulk supply and 10 cans, and the second is a five-week supply of quick and easy to fix meals,
[17:32.000 --> 17:36.000]  including delicious bakery items, shipped in heavy tote bags.
[17:36.000 --> 17:41.000]  Now for a limited time, when you order two or more of these special holiday packs,
[17:41.000 --> 17:43.000]  you'll get free shipping on your entire order.
[17:43.000 --> 17:50.000]  Call now 800-409-5633 or visit them at eFoodsDirect.com forward slash Alex.
[17:50.000 --> 17:59.000]  That's 800-409-5633 or eFoodsDirect.com forward slash Alex.
[17:59.000 --> 18:04.000]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[18:04.000 --> 18:10.000]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[18:10.000 --> 18:14.000]  Go to HomeGain.com and see what I'm talking about.
[18:14.000 --> 18:21.000]  All you need to do is type in your home address, and you will get an instant free estimate of your home's value online.
[18:21.000 --> 18:26.000]  This is a great way to be able to monitor the value of your home, and again, it's absolutely free.
[18:26.000 --> 18:28.000]  There are tons of tools to help you.
[18:28.000 --> 18:32.000]  For instance, if you want to remodel your home, go to HomeGain.com.
[18:32.000 --> 18:39.000]  Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[18:39.000 --> 18:42.000]  For 10 years, these folks have been helping home sellers and buyers.
[18:42.000 --> 18:45.000]  Visit their link at infowars.com.
[18:45.000 --> 18:50.000]  Look for Max, the orange home-gain gorilla, to help you with any real estate needs you might have.
[18:50.000 --> 18:56.000]  You'll love this site, it's homegain.com.
[18:56.000 --> 18:59.000]  Check them out today.
[18:59.000 --> 19:04.000]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[19:04.000 --> 19:10.000]  It's a detergent, but good old-fashioned pure soap made by the Calvin Soap Company, a family-owned and operated American company.
[19:10.000 --> 19:17.000]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, air, laundry, and dishes.
[19:17.000 --> 19:22.000]  There is nothing like these factory-direct, big-money-saving triple-concentrated soaps anywhere.
[19:22.000 --> 19:31.000]  Get a free, detailed catalog by calling 800-340-7091, or see them online at 5starsoap.com or infowars.com.
[19:31.000 --> 19:35.000]  Let's talk to the owner of Five Star Soap, Marty Schachter, and see what he has to say.
[19:35.000 --> 19:42.000]  As founder and owner for over 63 years, people keep asking me, how's business?
[19:42.000 --> 19:46.000]  I'm happy to say our business is going down the drain.
[19:46.000 --> 19:51.000]  Call us at 1-800-340-7091.
[19:51.000 --> 20:01.000]  Please, visit our website, 5starsoap.com, for buying a one-to-two-month soap sampler. Thank you.
[20:01.000 --> 20:10.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:10.000 --> 20:20.000]  From the front lines of the Information War, it's Alex Jones.
[20:20.000 --> 20:26.000]  Alright, I'm going to try to calm down and go through this very slowly, because I know we have a lot of new listeners.
[20:26.000 --> 20:32.000]  Conservatives, on average, are taught. Big corporations, big banks, never do wrong.
[20:32.000 --> 20:36.000]  They just want to help you and they love you.
[20:36.000 --> 20:40.000]  And that government is bad.
[20:40.000 --> 20:45.000]  Liberals are taught, government is loving and good, and everything in the world that's good.
[20:45.000 --> 20:50.000]  The grass growing, the birds singing, the sun shining comes from government.
[20:50.000 --> 20:57.000]  Now, if you study the last 200 years in Europe and the United States, and what the founding fathers explained to us,
[20:57.000 --> 21:07.000]  and what history shows, big government is financed and grown by elite organizations and families to go out and consolidate power.
[21:07.000 --> 21:15.000]  Now, the takeover of farms and ranches, that legislation, written by big agribusiness.
[21:15.000 --> 21:21.000]  The media tells you it's to stop big agribusiness giving you poison eggs. It's amazing.
[21:21.000 --> 21:29.000]  The takeover of our health care, and of what doctors can treat you, and the standard of care.
[21:29.000 --> 21:36.000]  And now Bill Gates says, yeah, they are. Death panels, and that that's good.
[21:36.000 --> 21:44.000]  That's about getting all of our wealth socialized into a collective so that government can start to sample that person's living an unhealthy life.
[21:44.000 --> 21:49.000]  You're having to pay for it. You know, let's go stop them from that, or let's put an extra tax on them.
[21:49.000 --> 21:57.000]  It literally makes you like a child again at the daycare center, and the daycare manager is the government.
[21:57.000 --> 22:05.000]  So let's get that straight here today. That's the important point that I want to get out to everybody here, and then I want to hammer home.
[22:05.000 --> 22:10.000]  Is that we've been given false paradigms. What's a paradigm?
[22:10.000 --> 22:16.000]  A paradigm is water is wet, the sky is blue.
[22:16.000 --> 22:24.000]  A paradigm is something that is just accepted. Well, I'll tell you, it's a true paradigm that water is wet and the sky is blue.
[22:24.000 --> 22:31.000]  But it is not a true paradigm that the Republicans and Democrats are actually fighting with each other.
[22:31.000 --> 22:39.000]  Oh, they're fighting with each other over who's got the power over the system, but they're bought and paid for by the very same interest.
[22:39.000 --> 22:46.000]  In fact, here's the definition of paradigm.
[22:46.000 --> 22:52.000]  A standard or typical example, he is the prototype of good breeding.
[22:52.000 --> 22:57.000]  He provided America with an image of the good father.
[22:57.000 --> 23:05.000]  I guess Mr. Cleaver from Leave It to Beaver would be the paradigm of a good father.
[23:05.000 --> 23:12.000]  A representative form or pattern, a concentrated example of something.
[23:12.000 --> 23:18.000]  You know, we're told that we are the paradigm of liberty, land the free home of the brave.
[23:18.000 --> 23:24.000]  But if you actually study all the real indicators of a free nation, we're not it.
[23:24.000 --> 23:37.000]  And not only are we leaving the paradigm of liberty and freedom, we are leading the way towards a new paradigm of high-tech enslavement and control.
[23:37.000 --> 23:48.000]  So every few weeks, Obama issues hundreds of new companies from McDonald's to Walmart that aren't going to have to buy insurance for their employees.
[23:48.000 --> 24:01.000]  They just get an imperial waiver. But let me tell you, with my 23 employees and then I've got six or seven contractors, I'm not going to get that waiver.
[24:01.000 --> 24:10.000]  And I'm going to have to lay some people off and cut people's pay to then give them their quote insurance.
[24:10.000 --> 24:14.000]  This had nothing to do with helping poor people.
[24:14.000 --> 24:22.000]  You know, doctors until about 20 years ago were taught in medical school, you've got to give about a third of your treatment away for free.
[24:22.000 --> 24:31.000]  And if somebody needs a prosthetic or medicine, local charities pick that up. But see, they've gotten rid of that.
[24:31.000 --> 24:36.000]  And now, if you read the fine print, you will not get covered for a preexisting condition.
[24:36.000 --> 24:40.000]  You just won't get that eye surgery.
[24:40.000 --> 24:45.000]  And what did Bill Gates get up and tell those teachers a few months ago in that televised press conference?
[24:45.000 --> 24:52.000]  He said, if we cut the funding of one old lady and don't give her health care, we can hire 10 teachers.
[24:52.000 --> 24:59.000]  And the teachers were rubbing their hands together. See, now the idea is if we kill somebody, we'll get money.
[24:59.000 --> 25:04.000]  See, they've got this domesticated horde of dumbed-down animals.
[25:04.000 --> 25:11.000]  And now as the government cuts the size of the general trough, the taxes go up, more money's paid in,
[25:11.000 --> 25:17.000]  but almost all of it goes to service the debt which was made up by the offshore banks to begin with.
[25:17.000 --> 25:25.000]  The same ones taking 3.3 trillion we now learn and giving it to offshore banks and U.S. media.
[25:25.000 --> 25:31.000]  You wonder why your local newspaper is so corrupt and lies? They're paid off by the government, folks.
[25:31.000 --> 25:35.000]  You wonder why NBC and CBS and ABC are doing that?
[25:35.000 --> 25:42.000]  I told you 15 years ago they're on the government payroll. They had congressional studies 30 years ago about it.
[25:42.000 --> 25:49.000]  Our mainline media is like Pravda. You understand that? You're not in as free a country as you think.
[25:49.000 --> 25:55.000]  They've built the control grid up. There's still some freedom, so I'm on the air and other people like me are on the air,
[25:55.000 --> 26:00.000]  but now they're coming in saying they want to censor talk radio. They want to censor the web.
[26:00.000 --> 26:05.000]  Look, folks, I got authorization Friday talking to former Minnesota Governor Jesse Ventura to tell you about this.
[26:05.000 --> 26:10.000]  I can't tell you the full story yet because they're still fleshing it all out, and they hope they can fix it behind the scenes.
[26:10.000 --> 26:16.000]  But did you know the U.S. government, an element of the U.S. government, shut down Jesse Ventura's TV show,
[26:16.000 --> 26:21.000]  the police state episode that showed the real FEMA camps and showed how they tied together with the fusion centers?
[26:21.000 --> 26:27.000]  Oh, yeah, and we got secret documents. That's the equivalent of WikiLeaks on the FEMA camps,
[26:27.000 --> 26:30.000]  and the government just called up and got it shut down.
[26:30.000 --> 26:33.000]  Isn't going to air again, though, all the other episodes are.
[26:33.000 --> 26:38.000]  I mean, I am living as an example of this, ladies and gentlemen.
[26:38.000 --> 26:44.000]  I'm in that episode. I consulted on it. They went and confronted two congressmen who said there's no such bill,
[26:44.000 --> 26:48.000]  and then they showed them the bill and they all freaked out and said, okay, yeah, I do know about it,
[26:48.000 --> 26:53.000]  but I'm not going to talk about it with you.
[26:53.000 --> 27:01.000]  Homeland secure. Look, I'm not going to go any further. The point is,
[27:01.000 --> 27:05.000]  we'll probably get a statement from Ventura next week. I'm living this.
[27:05.000 --> 27:11.000]  I've been sent secret Homeland Security documents. Remember what we broke last year?
[27:11.000 --> 27:17.000]  And under what Bill O'Reilly and others are saying, I should be executed.
[27:17.000 --> 27:20.000]  I should be executed.
[27:20.000 --> 27:29.000]  Think about that because law enforcement sent me documents proving that none of Homeland Security is for foreign men with turbines.
[27:29.000 --> 27:33.000]  It's all for gun owners, conservatives, libertarians, returning veterans.
[27:33.000 --> 27:37.000]  Now, what type of government spends all its time doing that? And I got news for you.
[27:37.000 --> 27:41.000]  This was going on under Bush. It just came out under Obama.
[27:41.000 --> 27:45.000]  Those guys are puppets. You better get wise.
[27:45.000 --> 27:53.000]  The foreign banks raping this country have put a police state grid in to make sure that we can't take the country back legally and lawfully.
[27:53.000 --> 27:58.000]  Now, under this new system of total discrimination, where's the NAACP?
[27:58.000 --> 28:03.000]  Where are all the big mavens of stopping discrimination?
[28:03.000 --> 28:07.000]  Where are the pundits pointing out this is discrimination?
[28:07.000 --> 28:14.000]  That if you weren't a Democratic contributor, you would lose your General Motors dealership because you didn't give to Obama
[28:14.000 --> 28:17.000]  when the government took it over last year.
[28:17.000 --> 28:19.000]  Where's the debate on that front?
[28:19.000 --> 28:30.000]  Where is the debate about the CNBC article Obama Administration wants secret blacklist for Pentagon contractors according to American Small Business League?
[28:30.000 --> 28:37.000]  The blacklisting allowed under 815 could result in de facto debarments of federal contractors across the federal government
[28:37.000 --> 28:49.000]  and not even let you know you've been barred and already 97% of the stimulus money went to offshore corporations in Fortune 500, not to small businesses.
[28:49.000 --> 28:55.000]  See, you pay the taxes in and then you don't even get any of the government largesse back.
[28:55.000 --> 29:00.000]  But that's my point. This whole government's here to rape us, period.
[29:00.000 --> 29:05.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[29:05.000 --> 29:09.000]  Number one, new climate legislation could easily double or triple your electric bill.
[29:09.000 --> 29:15.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[29:15.000 --> 29:20.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[29:20.000 --> 29:25.000]  Number three, in some areas of the country, the power grid is dangerously overloaded
[29:25.000 --> 29:29.000]  and now new socialist legislation is only compounding the problem.
[29:29.000 --> 29:32.000]  Number four, dangerous weather is always a threat to local grids.
[29:32.000 --> 29:36.000]  Every year, thousands of families lose their power from weather-related onages.
[29:36.000 --> 29:41.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[29:41.000 --> 29:46.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[29:46.000 --> 29:52.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[29:52.000 --> 30:01.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[30:01.000 --> 30:05.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[30:05.000 --> 30:08.000]  This is our last chance to not relive history.
[30:08.000 --> 30:13.000]  As we're finishing off this agenda, we're pulling the rug from underneath the Americans at home.
[30:13.000 --> 30:19.000]  I've turned the members' influence on our president in Congress and they really are calling the shots.
[30:19.000 --> 30:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[30:24.000 --> 30:34.000]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[30:34.000 --> 30:41.000]  Tim Geithner, Bernanke, the arsonists, they're asking for more matches and the Congress is saying, who do we make the check out to?
[30:41.000 --> 30:48.000]  Today seems like nobody does care and right now in Washington, D.C., we have seen a fall of the Republic.
[30:48.000 --> 30:59.000]  Get your copy of Fall of the Republic on DVD at infowars.com or watch it online right now in super high quality at prisonplanet.tv.
[31:01.000 --> 31:05.000]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[31:05.000 --> 31:14.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[31:14.000 --> 31:19.000]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[31:19.000 --> 31:30.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[31:30.000 --> 31:40.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[31:40.000 --> 31:45.000]  Very easy to follow, step-by-step instructions are provided, making production fast and simple.
[31:45.000 --> 31:53.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[31:53.000 --> 31:56.000]  That's www.silverlungs.com.
[31:59.000 --> 32:03.000]  You may be arrested and or subject to other police action.
[32:03.000 --> 32:09.000]  tyranny is here. The grim future foretold in 1984 has become reality.
[32:09.000 --> 32:12.000]  It really says that the state is God.
[32:12.000 --> 32:17.000]  The United States is now recognized globally as one of the most oppressive police states on earth.
[32:17.000 --> 32:24.000]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[32:24.000 --> 32:30.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[32:30.000 --> 32:38.000]  State 4 chronicles the sickening depths to which our republic has fallen. Prepare to enter the secretive world of emergency dictatorship.
[32:38.000 --> 32:44.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[32:44.000 --> 32:50.000]  It's only the beginning of the New World Order's hellish plan. The police state isn't coming. It's here.
[32:50.000 --> 33:01.000]  Secure your copy today at infowars.com or see it online in the highest quality at prismplanet.tv.
[33:01.000 --> 33:09.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[33:09.000 --> 33:28.000]  I am a shotgun rider for the San Jacinto line. The desert is my brother. My skin is cracked and dry.
[33:28.000 --> 33:37.000]  We have been given false information about how the world works. We have been played off against each other through the left-right paradigm.
[33:37.000 --> 33:49.000]  And if we don't start to realize this and understand what's really happening, there is nothing to stop the special interest from robbing everything.
[33:49.000 --> 33:58.000]  Bloomberg reported earlier in the year that over $28 trillion has been stolen by the private Federal Reserve, all of which we've got to supposedly pay back in tax money.
