[00:00:03.211 --> 00:00:04.712]  You have the power.
[00:05:45.319 --> 00:05:51.461]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:05:51.461 --> 00:05:55.302]  Don't miss out on the chance to fuel your body and support recovery.
[00:05:55.302 --> 00:06:04.465]  Try the InfoWars Life Daily Digestive Pack today!
[00:06:04.465 --> 00:06:08.446]  You are listening to an InfoWars.com Frontline Report.
[00:06:11.062 --> 00:06:22.585]  If you are receiving this transmission, you are the resistance.
[00:06:22.585 --> 00:06:30.767]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:40.990 --> 00:06:42.952]  Well, it's official.
[00:06:42.952 --> 00:07:02.731]  The DOJ has confirmed that the Inspector General is probing in a criminal investigation the Obama administration, the Hillary campaign, the head of the National Office of Security, the head of the CIA,
[00:07:04.295 --> 00:07:30.980]  The Director of National Intelligence, all of them are being criminally probed for the illegal spying on the Trump campaign, when the President was just a candidate, when he was a nominee, when he was the President-elect, and they kept doing it even after he was President, with their stay-behind networks inside the 17 agencies.
[00:07:30.980 --> 00:07:33.240]  And they also
[00:07:34.605 --> 00:07:48.551]  Had human intelligence on the ground, not just the professor we exposed five days before anybody else, Halperin, but others.
[00:07:48.551 --> 00:08:01.936]  Going in and bringing up Russians and Russian influence at all these different public events when President Trump was a candidate, the nominee, president-elect, and then president.
[00:08:03.581 --> 00:08:16.772]  And over and over again, it comes out in all these meetings, they were rebuffed on being approached by the so-called Russian state, or by people that claimed that they wanted to talk to them about the Russians.
[00:08:16.772 --> 00:08:19.694]  They followed everything by the book.
[00:08:19.694 --> 00:08:31.064]  So then they took the President-elect's National Security Advisor, who it's customary on January 20th, right after the President's sworn in, is handed the football,
[00:08:32.136 --> 00:08:33.756]  That's what you do.
[00:08:33.756 --> 00:08:39.057]  You reach out to Russia and China and Britain and Germany and Mexico and Canada and Australia and Japan.
[00:08:39.057 --> 00:08:40.618]  That's what you do default.
[00:08:59.454 --> 00:09:12.860]  And the media turned all that into a circus and tried to get Flynn to give a false statement to the FBI about something, even though there's nothing illegal there, but just trip him up and make him make a mistake.
[00:09:12.860 --> 00:09:21.224]  And so they ended up getting him, folks, with threats of not having his paperwork filled out on Turkey lobbying.
[00:09:21.224 --> 00:09:22.705]  That's really why Flynn just pled guilty.
[00:09:22.705 --> 00:09:24.145]  He said, fine, I'm not going to defend any of this.
[00:09:24.145 --> 00:09:25.366]  I haven't done anything wrong.
[00:09:25.366 --> 00:09:26.786]  You want to put me in prison for something?
[00:09:26.786 --> 00:09:27.787]  Just make it up and do it.
[00:09:29.793 --> 00:09:31.314]  That's what happened.
[00:09:31.314 --> 00:09:37.200]  In the four years since he was the head of the Defense Intelligence Agency, he did lobbying.
[00:09:37.200 --> 00:09:38.521]  He went out and was a consultant.
[00:09:38.521 --> 00:09:41.904]  That's what retired generals do.
[00:09:41.904 --> 00:09:51.212]  And they went, oh, you might not have filled out an exact lobbying form right on this new regulation that came up in 2016.
[00:09:51.212 --> 00:09:55.496]  And he went, okay, no one's ever been charged with it.
[00:09:55.496 --> 00:09:56.817]  You don't even get fines for it.
[00:10:00.290 --> 00:10:02.031]  That's the type of stuff they've got on Flynn.
[00:10:02.031 --> 00:10:27.868]  So, if you go to CNN, it's just all these crazy articles about how dare President Trump meanly call for a criminal investigation of Obama, and then now the Justice Department announced today that indeed it's a criminal investigation, and the mainstream corporate media has now gone into convulsions of fear.
[00:10:27.868 --> 00:10:28.629]  Because here's the deal.
[00:10:33.362 --> 00:10:41.527]  Clapper, the very arrogant criminal that told Congress twice under oath that the NSA spies on no one in the U.S.
[00:10:41.527 --> 00:10:44.409]  ever.
[00:10:44.409 --> 00:10:50.933]  Turns out Obama was already spying on Trump five years ago when Clapper made that statement.
[00:10:50.933 --> 00:10:52.134]  Trump was under full surveillance.
[00:10:52.134 --> 00:10:53.995]  This has all come out in the FISA Court.
[00:10:53.995 --> 00:10:59.439]  And the FISA Court's put out an emergency report last year to the president that's public that we covered.
[00:11:01.943 --> 00:11:06.607]  Remember Nunes called it the FISA memo and then he put out his report based on that?
[00:11:06.607 --> 00:11:26.423]  And the FISA memo lays out three instances where they illegally lied to get fake warrants to cover previous criminal investigations that were going on without warrants illegally.
[00:11:26.423 --> 00:11:27.704]  It's called parallel construction.
[00:11:29.036 --> 00:11:38.679]  Why do you think Mueller's subpoenaing now eight different Trump associates just last week and grabbing them off the street and interrogating them and then demanding all their emails and correspondence?
[00:11:38.679 --> 00:11:42.761]  They already have it from the Senate committee that investigated Stone.
[00:11:42.761 --> 00:11:49.043]  They already have it from the House committee, but they're having to parallel construct it because they already illegally have it.
[00:11:50.441 --> 00:11:57.323]  That's all been confirmed, so they have to now act like they got it from somebody else to try to use that in court against Stone.
[00:11:57.323 --> 00:12:05.745]  Even though there's nothing illegal there, they just want to try to find something that doesn't 100% match up.
[00:12:05.745 --> 00:12:18.989]  So, that is the point that we have gotten to in this country, where there is a criminal investigation that has been opened up
[00:12:20.154 --> 00:12:38.299]  Rightfully so, by the Office of the Inspector General, not under the control of the President of the country, Rosenstein, and his deputy, the most dangerous man in America, the rogue Attorney General, who is completely compromised and involved in a dereliction of duty.
[00:12:38.299 --> 00:12:48.882]  But the Inspector General is doing his job and following the President's directive, and has now launched a criminal investigation of Obama and of the Hillary campaign,
[00:12:50.003 --> 00:12:51.363]  And we already have them.
[00:12:51.363 --> 00:13:02.107]  We already have Obama to the New York Times on January 8th, 9th, and 10th of 2017 saying, don't worry, we're going to bring Trump down.
[00:13:02.107 --> 00:13:03.768]  We've got the data.
[00:13:03.768 --> 00:13:06.509]  We've been monitoring him and his campaign.
[00:13:06.509 --> 00:13:08.289]  We know they did wrong.
[00:13:08.289 --> 00:13:12.250]  We know they're in bed with the Russians and others, and we're going to bring Trump down.
[00:13:12.250 --> 00:13:16.172]  That was put in the New York Times to go, look, the president, still sitting.
[00:13:17.268 --> 00:13:20.429]  Says, Trump's a criminal, he's a Russian.
[00:13:20.429 --> 00:13:28.733]  So that people in the CIA, the FBI, the NSA would go, okay, we'll keep spying on him, we'll stay where we are, we'll refuse his orders.
[00:13:28.733 --> 00:13:33.655]  And they came to him, this was even in the news, and said, do not follow the President's orders if he gets in.
[00:13:33.655 --> 00:13:35.516]  He'll be gone within a few months.
[00:13:35.516 --> 00:13:37.437]  Then a few months passed, he wasn't gone.
[00:13:37.437 --> 00:13:44.540]  Then Brennan and Clapper go on CNN and say, he will be gone by November, guaranteed.
[00:13:44.540 --> 00:13:46.061]  And then Wolf Blitzer goes, you mean impeachment?
[00:13:46.932 --> 00:13:50.395]  They said, no, extrajudicially.
[00:13:50.395 --> 00:13:58.141]  And Blitzer goes, wow, because this is the former head of the CIA and former head of national intelligence.
[00:13:58.141 --> 00:14:02.185]  And so they know this is speaking for the shadow government that Obama and John McCain were heading up.
[00:14:03.191 --> 00:14:05.212]  And so he took it like, wow, this is amazing.
[00:14:05.212 --> 00:14:07.113]  Just hold on, hold on to your places.
[00:14:07.113 --> 00:14:08.454]  We're going to beat them.
[00:14:08.454 --> 00:14:09.275]  Hold on, hold on.
[00:14:09.275 --> 00:14:10.435]  Everything's PR.
[00:14:10.435 --> 00:14:27.506]  Suing Trump, suing me, saying Trump's a liar, saying the economy's falling apart, saying all of this, saying that mainstream media's winning is meant to make their people hold on in an impossible situation while they try to dig something up to remove Trump.
[00:14:27.506 --> 00:14:28.947]  But then they came up empty handed.
[00:14:28.947 --> 00:14:32.189]  So they are now in one trillion percent panic mode.
[00:14:33.291 --> 00:14:38.613]  And when Trump keeps saying this is bigger than Watergate, it's true.
[00:14:38.613 --> 00:14:47.175]  That's why Clapper, famous perjurer, is saying that Trump's tweets are disturbing assault on Justice Department's independence.
[00:14:47.175 --> 00:14:50.837]  The Justice Department is under the executive and the president.
[00:14:50.837 --> 00:14:55.338]  The Justice Department has become rogue to the globalists.
[00:14:58.442 --> 00:15:27.228]  The Justice Department is running around with only a few people, Clinton and Obama stay-behinds, that are acting outside of their authority, and have the mainstream media saying it'll be this giant faux pas, this giant era of justice, this mafia criminal activity, if Trump does anything to these people who are completely rogue, raiding his lawyer, leaking everything to the media, telling all these lies, going on TV saying the President better watch his mouth,
[00:15:28.732 --> 00:15:33.079]  But you can see the megalomania is draining out of their faces.
[00:15:33.079 --> 00:15:35.143]  They're now white as ghosts.
[00:15:35.143 --> 00:15:37.827]  They're now white as a sheet.
[00:15:37.827 --> 00:15:41.614]  As all of their criminal activity and the fact that Trump knew even
[00:15:42.591 --> 00:15:57.501]  During the campaign, when he wasn't doing illegal spying, he was doing counter-surveillance, legal surveillance of his communications and his systems, and they knew they were being followed, tracked, watched, and attempted infiltrating.
[00:15:57.501 --> 00:15:58.582]  You've been set up, Obama!
[00:15:59.755 --> 00:16:00.555]  This is Dan Pilla.
[00:16:00.555 --> 00:16:02.375]  Do you have the IRS money you can't pay?
[00:16:02.375 --> 00:16:04.016]  Are tax debts crippling you?
[00:16:04.016 --> 00:16:06.836]  I've defended people from the IRS for over 30 years.
[00:16:06.836 --> 00:16:09.137]  I've helped thousands and I can help you too.
[00:16:09.137 --> 00:16:13.637]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[00:16:13.637 --> 00:16:17.578]  Call 800-34-NO-TAX to finally get free of IRS debt.
[00:16:17.578 --> 00:16:21.359]  With the IRS's new programs, there's never been a better time to solve your problem.
[00:16:21.359 --> 00:16:21.779]  Call 800-34-NO-TAX.
[00:16:21.779 --> 00:16:23.419]  That's 800-34-NO-TAX or my website, danpilla.com.
[00:16:29.238 --> 00:16:31.039]  Healthcare reform is confusing.
[00:16:31.039 --> 00:16:39.643]  But whether it's finding an affordable insurance plan, keeping your doctor, or being able to afford needed prescriptions, navigating the healthcare system has become a challenge.
[00:16:39.643 --> 00:16:43.324]  Control your own healthcare costs and choices with Liberty HealthShare.
[00:16:43.324 --> 00:16:45.285]  Liberty HealthShare is not insurance.
[00:16:45.285 --> 00:16:51.328]  It is an association of self-paid patients who unite with like-minded people to share the cost of each other's medical needs.
[00:16:51.328 --> 00:16:52.829]  Neighbor helping neighbor.
[00:16:52.829 --> 00:16:55.390]  Learn more now by going to libertyoncall.org.
[00:16:55.390 --> 00:16:57.271]  That's libertyoncall.org.
[00:16:58.573 --> 00:17:02.096]  Stocks and options trading involves financial risk and is not suitable for all investors.
[00:17:02.096 --> 00:17:04.318]  Fire your stockbroker and hire yourself.
[00:17:04.318 --> 00:17:08.321]  I'm Scott Bauer and I've been a professional trader for over 25 years.
[00:17:08.321 --> 00:17:13.646]  I've traded for Goldman Sachs and was the first Amazon market maker at the Chicago Board Options Exchange.
[00:17:13.646 --> 00:17:20.332]  I'm also the CEO here at Prosper Trading Academy, the leading educational firm teaching people how to trade the markets.
[00:17:20.652 --> 00:17:28.997]  For a limited time, I'm giving away one of my favorite secret trading techniques used by thousands of our students every day to help build their financial future.
[00:17:28.997 --> 00:17:34.481]  To learn this technique right now, call my 24-7 voicemail and just leave your email address.
[00:17:34.481 --> 00:17:37.463]  I'll email you my free trading technique right away.
[00:17:37.463 --> 00:17:38.043]  Just call 1-800-228-2155.
[00:17:40.865 --> 00:17:46.007]  This is the very information my students use every day to invest in their financial future.
[00:17:46.007 --> 00:17:52.870]  Again, call 1-800-228-2155 in the next 30 minutes and leave your email address on my voicemail.
[00:17:52.870 --> 00:17:53.210]  That's 1-800-228-2155.
[00:17:53.210 --> 00:17:53.370]  Call 1-800-228-2155.
[00:18:00.222 --> 00:18:08.944]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[00:18:08.944 --> 00:18:09.485]  That's right.
[00:18:09.485 --> 00:18:14.746]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[00:18:14.746 --> 00:18:21.448]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[00:18:21.448 --> 00:18:28.690]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[00:18:29.070 --> 00:18:29.250]  Woo!
[00:18:29.250 --> 00:18:30.291]  That's what I'm talking about.
[00:18:30.291 --> 00:18:39.038]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[00:18:39.038 --> 00:18:48.626]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[00:18:48.626 --> 00:18:52.069]  Now that's what I call the miracle of food preservation.
[00:18:52.069 --> 00:18:56.192]  Harvest Right is truly the world's best, most affordable freeze dryer.
[00:18:56.192 --> 00:18:57.033]  So what are you waiting for?
[00:18:57.253 --> 00:18:59.409]  Check it out right now at InfoWarsStore.com!
[00:19:00.253 --> 00:19:03.915]  Guaranteeing your food independence is a crucial part of prepping.
[00:19:03.915 --> 00:19:11.939]  Between debt crises, natural disasters, or even simple power outages, having a supply of storable meals is crucial.
[00:19:11.939 --> 00:19:18.622]  With InfoWars Life Select Storable Food, you can make sure you and your family are ready for any emergency.
[00:19:18.622 --> 00:19:27.847]  With drinks, snacks, and meals in amounts ranging from 72 hours to a full year, there's no better place to look for healthy, easy, and incredible meals.
[00:19:28.547 --> 00:19:35.689]  Including meals such as Traveler Stew, Homestyle Potato Soup, and a variety of other meals for breakfast, lunch, and dinner.
[00:19:35.689 --> 00:19:40.771]  InfoWars Life Select storable food will help you eat comfortably in a time of need.
[00:19:40.771 --> 00:19:42.732]  They even work great for camping!
[00:19:42.732 --> 00:19:48.994]  Simply pack a 72-hour kit to go and you have easy-to-cook and transport food for you and your loved ones trip.
[00:19:49.474 --> 00:19:51.996]  Don't be caught surprised by an emergency.
[00:19:51.996 --> 00:20:03.283]  Make sure you're stocked up today with all the food you need for an affordable price with InfoWars Life Select storable foods.
[00:20:03.283 --> 00:20:05.984]  You're listening to the Alex Jones Show.
[00:20:22.088 --> 00:20:42.221]  Coming to you from the former United States of America, from deep in the heart of Texas, it's Alex Jones.
[00:20:42.221 --> 00:20:46.344]  A lot has gone on in the last year and a half since President Trump got into office.
[00:20:50.017 --> 00:21:08.554]  When Trump talks about this being a scandal bigger than Watergate, a second-rate failed burglary spying on the psychiatrist of the Democrat nominee that Nixon was never even proven to have been running brought him down.
[00:21:08.554 --> 00:21:09.495]  On the case of
[00:21:10.762 --> 00:21:13.664]  This whole Russiagate situation.
[00:21:13.664 --> 00:21:21.570]  Obama was illegally spying on Trump and Hillary was illegal spying on Trump throughout the campaign.
[00:21:21.570 --> 00:21:27.835]  Trump was under NSA surveillance since 2010.
[00:21:27.835 --> 00:21:30.737]  The FBI is now admitting all of this.
[00:21:30.737 --> 00:21:32.018]  So that's the big takeaway.
[00:21:33.700 --> 00:22:02.750]  Quantifying this, the FBI is now confirming there was illegal spying, monitoring, whatever you want to call it, the old terms wiretapping, but also physical infiltration, physical spying to track what the Trump campaign was doing, and to know what their next move would be politically, and they use the Russia investigation as the smokescreen for the major criminal political meddling
[00:22:03.669 --> 00:22:10.254]  That dwarfs anything we've ever seen in a fascist country or a third world banana republic.
[00:22:10.254 --> 00:22:21.343]  And that's the big takeaway here, that Obama and Hillary and all the... Clapper and Brennan were so arrogant, they thought they'd spy on him illegally and beat him.
[00:22:21.343 --> 00:22:23.085]  Then when they failed, they panicked.
[00:22:24.963 --> 00:22:32.146]  So they went public with their fake Russia investigation and hoped to find something that the public would buy.
[00:22:32.146 --> 00:22:41.030]  They came up empty-handed and the whole time Trump knew what was going on and was giving them rope when they testified before Congress.
[00:22:41.030 --> 00:22:48.253]  Mueller, Comey, Clapper, Brennan, Hayden.
[00:22:48.253 --> 00:22:50.934]  They are in deep, deep trouble and so now
[00:22:52.756 --> 00:23:04.065]  The FBI, the Justice Department are like, okay, there was an operation going back into the early days of the campaign, Operation Crossfire Hurricane.
[00:23:04.065 --> 00:23:12.311]  And they're saying national security, you cannot release it to the House and Senate Intelligence Committees, who have the highest security clearances.
[00:23:12.311 --> 00:23:17.395]  They're saying Rosenstein and all the rest of these people are saying,
[00:23:18.493 --> 00:23:19.414]  Do.
[00:23:19.414 --> 00:23:20.214]  Not.
[00:23:20.214 --> 00:23:21.115]  Give.
[00:23:21.115 --> 00:23:21.875]  This.
[00:23:21.875 --> 00:23:22.636]  To.
[00:23:22.636 --> 00:23:23.176]  Congress.
[00:23:23.176 --> 00:23:26.779]  And so Trump says, checkmate!
[00:23:26.779 --> 00:23:30.862]  The President is the final arbiter of what is classified and what isn't.
[00:23:30.862 --> 00:23:37.747]  Under the Constitution, the President can go meet with the Russians, the Chinese, anybody, and give them the launch codes.
[00:23:37.747 --> 00:23:42.751]  Now, it'd be up to Congress to impeach him over that, but the point is, they've got the power to at least execute that.
[00:23:42.751 --> 00:23:44.632]  That's how Obama sold us out to foreign powers.
[00:23:44.632 --> 00:23:45.593]  That's how he opened the borders.
[00:23:48.772 --> 00:23:52.153]  So we first reported on Operation Crossfire Hurricane.
[00:23:52.153 --> 00:23:56.014]  We first reported on Professor Halperin, Stefan Halperin.
[00:23:56.014 --> 00:23:58.475]  We first reported on all of it.
[00:23:58.475 --> 00:24:02.516]  We first reported on eight Trump associates grabbed last week.
[00:24:02.516 --> 00:24:12.119]  You won't hear about it for days, because the media is so dutiful, they've got to wait till they hear from John Podesta and Hillary and Mueller, who are so in charge of the media.
[00:24:12.119 --> 00:24:17.081]  And when they decide what to do, you will then hear the new talking point.
[00:24:17.895 --> 00:24:19.735]  There's no filter here, folks.
[00:24:19.735 --> 00:24:20.856]  There's no filter here.
[00:24:20.856 --> 00:24:24.296]  By the way, Roger Stone talked to a high-level economist in the White House.
[00:24:24.296 --> 00:24:36.358]  I'm sure a lot of you can guess, a high-level economist that Roger was very supportive of for the new job of the economic head, economic czar.
[00:24:36.358 --> 00:24:41.940]  And guess, ladies and gentlemen, what an individual told Roger last week.
[00:24:41.940 --> 00:24:44.240]  When the new quarterly numbers come out,
[00:24:49.278 --> 00:24:55.779]  Right now, it's estimated to be at 4 to 4.1.
[00:24:55.779 --> 00:24:58.440]  What are the Democrats going to do when that comes out?
[00:24:58.440 --> 00:25:05.581]  They are going to crap their collective big boy pants.
[00:25:05.581 --> 00:25:07.862]  You can feel the tide turn, folks.
[00:25:07.862 --> 00:25:09.862]  It's turned.
[00:25:09.862 --> 00:25:10.602]  Trump's winning.
[00:25:10.602 --> 00:25:11.423]  America's winning.
[00:25:11.423 --> 00:25:11.983]  We're winning.
[00:25:11.983 --> 00:25:14.703]  Here's the problem.
[00:25:14.703 --> 00:25:17.244]  For those of us on the front lines, like myself,
[00:25:18.433 --> 00:25:20.654]  They are coming for us.
[00:25:20.654 --> 00:25:22.835]  But it's a necessary sacrifice.
[00:25:22.835 --> 00:25:24.455]  Pawn sacrifice is what it's all about.
[00:25:24.455 --> 00:25:26.516]  It's called a gambit.
[00:25:26.516 --> 00:25:27.877]  It's called stratagem.
[00:25:27.877 --> 00:25:29.377]  It's called victory.
[00:25:29.377 --> 00:25:32.298]  And I believe InfoWars will make it through this even stronger.
[00:25:32.298 --> 00:25:34.699]  But know this.
[00:25:34.699 --> 00:25:37.300]  It's the path I've chosen.
[00:25:37.300 --> 00:25:38.921]  And so I'm a winner one way or the other.
[00:25:38.921 --> 00:25:39.581]  I want that clear.
[00:25:40.538 --> 00:25:47.082]  They're not taking my victory away from me if they kill me, or set me up, or put me in prison, or bankrupt us, or whatever, and then going, oh look, we beat him.
[00:25:47.082 --> 00:25:48.082]  No!
[00:25:48.082 --> 00:25:50.203]  I'm taking you down!
[00:25:50.203 --> 00:25:53.405]  I have chosen this kamikaze attack.
[00:25:53.405 --> 00:25:54.706]  So let's get that straight, globalist.
[00:25:57.264 --> 00:25:58.725]  These people are such sociopaths though.
[00:25:58.725 --> 00:26:00.447]  They're so self-centered.
[00:26:00.447 --> 00:26:01.748]  They think I'm like them.
[00:26:01.748 --> 00:26:03.469]  I'll never be like you.
[00:26:03.469 --> 00:26:04.570]  I'm about destiny.
[00:26:04.570 --> 00:26:06.291]  I'm about changing the world.
[00:26:06.291 --> 00:26:09.734]  I'm about my life really meaning something for good.
[00:26:09.734 --> 00:26:12.396]  That's the value.
[00:26:12.396 --> 00:26:14.918]  That's what I want.
[00:26:14.918 --> 00:26:17.080]  So, why are we under attack?
[00:26:17.080 --> 00:26:19.262]  I've got to get more crew in here just to be archivist.
[00:26:19.262 --> 00:26:21.344]  We probably said, I'm not going to exaggerate,
[00:26:22.823 --> 00:26:33.352]  Let's be honest, 500 times that it was illegal spying, laid it all out, who did it, how they ran it, and that it was totally illegal, and it's all come out now exactly as we said.
[00:26:33.352 --> 00:26:36.234]  Roger Stone, myself, everybody else.
[00:26:36.234 --> 00:26:40.718]  Roger has personally told the President over and over and over and over and over again
[00:26:42.373 --> 00:26:43.473]  I've told him several times.
[00:26:43.473 --> 00:26:45.994]  Mr. President, they illegally spied on you during the campaign.
[00:26:45.994 --> 00:26:48.014]  They've been caught lying and perjuring themselves.
[00:26:48.014 --> 00:26:49.854]  Brennan has perjured himself.
[00:26:49.854 --> 00:26:52.035]  Clapper has done it before Congress.
[00:26:52.035 --> 00:26:53.435]  So has Comey.
[00:26:53.435 --> 00:26:55.236]  All of them have committed massive crimes.
[00:26:55.236 --> 00:26:56.896]  You've got to go after them.
[00:26:56.896 --> 00:26:58.196]  You've got to go after them.
[00:26:58.196 --> 00:27:00.397]  This is the key.
[00:27:00.397 --> 00:27:07.698]  Why do you think you then saw probably 10,000 news articles saying, we've got to keep Alex Jones away from the president?
[00:27:09.264 --> 00:27:10.745]  In fact, can we pull that up?
[00:27:10.745 --> 00:27:11.766]  It's even in an article.
