[00:00:05.410 --> 00:00:10.254]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:11:10.471 --> 00:11:21.057]  And this is the whole point, and that is governments that want to take over and undermine our liberties and have more power always use the fear factor.
[00:11:21.057 --> 00:11:23.879]  They did this leading up to the war in Iraq.
[00:11:23.879 --> 00:11:28.441]  Remember how they said, you know, if we don't go in there, such and such is going to happen.
[00:11:28.441 --> 00:11:31.523]  So they build up the fear, and they do it on foreign policy.
[00:11:31.523 --> 00:11:37.767]  Now they're doing it on economic, monetary, and financial problems, and yet
[00:11:38.672 --> 00:11:41.953]  The dilemma that we have is that we're scared, too.
[00:11:41.953 --> 00:11:44.313]  There should be a lot of fear.
[00:11:44.313 --> 00:11:46.473]  It's knowing the truth that counts.
[00:11:46.473 --> 00:11:55.395]  They use the weapon of fear dishonestly, but in many ways, we have to talk about the dangers, too.
[00:11:55.395 --> 00:12:04.657]  And we should think, I guess, of us telling people the truth and being more realistic rather than just beating the drums of fear so that people capitulate and do anything the government wants.
[00:12:05.262 --> 00:12:07.344]  But it is very dangerous.
[00:12:07.344 --> 00:12:10.628]  The big question is, do they have any possible answer to this?
[00:12:10.628 --> 00:12:12.029]  They scare everybody.
[00:12:12.029 --> 00:12:15.032]  Here they've committed $8.5 trillion.
[00:12:15.032 --> 00:12:16.274]  They're stealing from the people.
[00:12:16.274 --> 00:12:17.395]  They're destroying the dollar.
[00:12:17.395 --> 00:12:20.298]  The dollar went down 7% last week.
[00:12:20.298 --> 00:12:25.904]  And they're just making problems so much worse than the ultimate threat to us.
[00:12:26.364 --> 00:12:29.025]  It's not only the loss of wealth and destruction of dollars.
[00:12:29.025 --> 00:12:31.086]  The ultimate threat is the loss of our liberties.
[00:12:31.086 --> 00:12:42.091]  I've always said that if we lost everything tomorrow, if we had our liberty and got rid of the IRS and had found money, I think we could all go back to work and realizing that everything we earn we can keep.
[00:12:42.091 --> 00:12:50.275]  I mean, we've become so wealthy so quick we could overcome this mess, but unfortunately it's an uphill struggle, but we have to fight it.
[00:12:51.335 --> 00:13:03.205]  Congressman, specifically, I mean you are the worldwide leader or the standard-bearer for exposing the international banking cartel.
[00:13:03.205 --> 00:13:19.599]  Specifically, is this economic terrorism to say we're going to have a depression if you don't give us tens of trillions of dollars and then basically take on these omnipotent powers as Congressman Kucinich in committee a few weeks ago called it
[00:13:20.479 --> 00:13:23.622]  I mean, is this not hardcore criminality?
[00:13:23.622 --> 00:13:26.924]  Don't we need to point out that these are criminals?
[00:13:26.924 --> 00:13:33.709]  Just like Madoff, the former head of the Nasdaq, running his own Ponzi scheme with the brokerage firms.
[00:13:33.709 --> 00:13:35.831]  It's now coming out that it's system-wide.
[00:13:35.831 --> 00:13:42.355]  I mean, don't we need to call for grand juries to do investigations and indict some of these people?
[00:13:42.355 --> 00:13:45.678]  Because if we don't do that, they're still going to continue to pose as our saviors.
[00:13:46.803 --> 00:13:52.034]  Yeah, and we should, but some are more culpable than others.
[00:13:52.034 --> 00:13:56.945]  Because some know exactly what they're doing, but there's so many people that still exist.
[00:13:57.443 --> 00:14:07.832]  That do get talked in, just like very, very good people were talked into voting to give the President power to go to war, and they were just too naive and went along with it.
[00:14:07.832 --> 00:14:10.595]  A lot of people are doing that now.
[00:14:10.595 --> 00:14:16.660]  They didn't want to vote for the bailout, and they heard those threats, and they thought, oh my God, I don't want to be on record of doing this.
[00:14:16.660 --> 00:14:18.542]  So they are terrorized by this.
[00:14:19.122 --> 00:14:27.389]  But, you know, if we go after Madoff, which we should, we don't need, you know, more regulatory agencies.
[00:14:27.389 --> 00:14:32.053]  What we need is just the enforcement of fraud law to point it out and go after these guys.
[00:14:32.053 --> 00:14:34.595]  But, you know, in a way, this is small potatoes.
[00:14:34.595 --> 00:14:37.918]  He's small potatoes compared to the fraud of the Federal Reserve.
[00:14:37.918 --> 00:14:39.159]  What about the fraud?
[00:14:39.159 --> 00:14:41.781]  What about the Ponzi scheme called Social Security?
[00:14:41.781 --> 00:14:43.302]  Who are you going to indict for him?
[00:14:43.891 --> 00:14:45.152]  Let me ask you this question.
[00:14:45.152 --> 00:14:55.021]  Now Congress is talking about taking over even private IRAs in hearings, and then sending the money back to the people as a government check, but taxing it.
[00:14:55.021 --> 00:14:59.305]  I mean, they're clearly getting ready to raid the pension funds and Social Security.
[00:14:59.305 --> 00:15:00.106]  How do we stop that?
[00:15:01.448 --> 00:15:14.814]  Well, we have to, you know, be aware of it, and as an approach we have to get the people organized, but the question will be, are there more people that want the money, or more people holding the IRA and the 401k?
[00:15:14.814 --> 00:15:20.456]  And unfortunately, there's far more people on the dole, and they might just not want to fight it.
[00:15:20.456 --> 00:15:30.641]  You know, with the crowd moving in as bad as the last administration was, when it comes to economic matters and tax matters, I mean, we have even a tougher road ahead of us.
[00:15:31.421 --> 00:15:33.402]  Uh, you know, from here on out.
[00:15:33.402 --> 00:15:48.811]  So, um, yeah, that one will be hard to fight, but I think what'll happen is, before they do that, I think the crisis will build to such a point and the dollar collapse will come, because I think it would take them a year or so to do that, and then it would just add more fuel to the fire.
[00:15:48.811 --> 00:15:59.217]  But, uh, right now, things are moving rather rapidly, and, uh, who knows what will come even in the next three... Congressman, did we lose your phone?
[00:16:02.259 --> 00:16:03.839]  Okay, he'll be calling back in.
[00:16:03.839 --> 00:16:11.441]  He was going to be at his home today, but then he had to go somewhere, so I believe we lost the Congressman's cell number.
[00:16:11.441 --> 00:16:15.742]  He's probably taking his wife to the doctor or something.
[00:16:15.742 --> 00:16:20.963]  We will get the Congressman back on with us right now.
[00:16:20.963 --> 00:16:25.644]  Guys, go ahead and call Jesse Benton.
[00:16:25.644 --> 00:16:26.064]  Hey guys?
[00:16:27.725 --> 00:16:43.063]  Go ahead and call Jesse Benton and uh... thank you and uh... make sure that the congressman's able to call back and he'll uh... do that because i i i have the next big question for him dealing with the fact
[00:16:44.289 --> 00:16:46.210]  That they engaged in economic terrorism.
[00:16:46.210 --> 00:16:54.554]  They came out and the President and the Democrats and Barack Obama, so Bush and Obama, said that if you don't pass this we're going to have a depression.
[00:16:54.554 --> 00:17:02.337]  And that was the first time they uttered those words and that's when the market plunged, if you remember, a thousand points in one afternoon.
[00:17:02.637 --> 00:17:06.619]  And that was economic terrorism, plain and simple.
[00:17:06.619 --> 00:17:08.641]  Congressman, we lost you there on your cell phone.
[00:17:08.641 --> 00:17:12.083]  And John, to catch that time back up, I'm going to skip this network break.
[00:17:12.083 --> 00:17:15.285]  This is a network break, so for stations out there, we're skipping this break.
[00:17:15.285 --> 00:17:17.046]  You'll get your break at the bottom of the hour.
[00:17:17.046 --> 00:17:18.346]  Congressman, good to have you back.
[00:17:18.346 --> 00:17:27.752]  Specifically, sir, on record from you on the Banking Committee, was it not economic terrorism to have the President and the President-elect at the time, Barack Obama, and others saying,
[00:17:28.192 --> 00:17:29.173]  Before he was even elected.
[00:17:29.173 --> 00:17:32.034]  If you don't pass this, we're going to have a depression.
[00:17:32.034 --> 00:17:38.757]  That then introduced this idea to people and accelerated the markets dropping a thousand points the day they said that.
[00:17:38.757 --> 00:17:41.578]  Was that not economic terrorism?
[00:17:41.578 --> 00:17:48.722]  Obviously it was, and they should be held responsible for this, but like I mentioned, they do that all the time.
[00:17:48.722 --> 00:17:53.284]  That's their technique, is always to build the tremendous fear up in the hearts
[00:17:53.740 --> 00:17:54.521]  Of the people.
[00:17:54.521 --> 00:17:58.848]  It has to do with foreign policy and the reason we have to go to war now on economic matters.
[00:17:58.848 --> 00:18:02.994]  Terrorize the people and say that we are your saviors and we're the only ones that can take care of you.
[00:18:03.365 --> 00:18:15.228]  The only thing that can counteract this is a different philosophy, a convincing argument that free markets and sound money and no Federal Reserve and limited taxes are the things that made America great.
[00:18:15.228 --> 00:18:24.530]  We have to get more people and endorse our views, and I think the opportunity is coming because the system that they're trying to patch together right now will not work.
[00:18:25.643 --> 00:18:32.787]  Well, specifically, they promised this would fix things, but it only gets worse the more the bailouts continue.
[00:18:32.787 --> 00:18:36.650]  And now they're talking about, quote, bailing out the auto industry, but that's not even what it is.
[00:18:36.650 --> 00:18:47.096]  They're going to nationalize it and have Obama's cabinet cronies in there controlling that as a political tool and literally taking over the unions?
[00:18:47.096 --> 00:18:48.357]  I mean, how dangerous is that, sir?
[00:18:49.608 --> 00:18:57.291]  Well, it's tremendously dangerous because, although we've been creeping in that direction, this is an endorsement of nationalization.
[00:18:57.291 --> 00:19:02.952]  If they keep token ownership with the corporations, which they probably will, then it's called fascism.
[00:19:02.952 --> 00:19:05.953]  And it's building up on this so-called partnership.
[00:19:05.953 --> 00:19:07.394]  This morning, I went to the business station.
[00:19:07.394 --> 00:19:10.795]  They were bragging about how great Bernanke was, and he should be called the man of the year.
[00:19:11.395 --> 00:19:17.258]  Because he understands business, and he's a good businessman, and he knows how to invest his money.
[00:19:17.258 --> 00:19:20.199]  And I thought, that is the most dangerous statement in the world.
[00:19:20.199 --> 00:19:28.183]  It's a confession that now the Federal Reserve and the government and Treasury, they're bosom buddies of corporations.
[00:19:28.183 --> 00:19:30.904]  And that, to me, is about as close to fascism as you can get.
[00:19:32.216 --> 00:19:41.844]  It is as close to fascism as you can get classically, and I think the public's starting to recognize this.
[00:19:41.844 --> 00:19:49.730]  We have the Prime Minister of Canada right now, Stephen Harper, saying that it looks like we're going into a depression.
[00:19:49.730 --> 00:19:55.715]  We have one of the, well, the Chief of the IMF saying we're probably going to have riots worldwide.
[00:19:56.255 --> 00:19:57.897]  Well, not clearly because I don't know if that's true.
[00:19:57.897 --> 00:19:58.097]  I suspect
[00:20:17.566 --> 00:20:26.720]  That it might be, but I also think that this is such a big bubble that even those with a lot of money, you know, get a little bit nervous about what's happening.
[00:20:26.720 --> 00:20:28.743]  The one thing for sure is they're pretty...
[00:20:30.563 --> 00:20:40.187]  Pretty capable of shifting, so if it goes sour, worse than they expect, because I don't think they have perfect control, but they're always available, and they do have cash.
[00:20:40.187 --> 00:20:43.509]  They're not arguing there's a little bit of cash, and just think of all this new credit.
[00:20:43.509 --> 00:20:50.872]  So there's a lot of money sitting there ready to be bought up, and it won't be the average guy on the street that, you know, lost everything in the stock market.
[00:20:50.872 --> 00:21:00.176]  It's going to be these people who got out a little sooner, they've got new credit from the Fed, Goldman Sachs will be around for a while, and the money market accounts have trillions of dollars,
[00:21:00.456 --> 00:21:07.164]  Well, somebody is going to buy this stuff, but it's not going to be a return to the market economy at the rate we're going.
[00:21:07.164 --> 00:21:11.329]  Well, I mean the basic fundamental, and I'd like to get your take on this, Congressman.
[00:21:11.329 --> 00:21:14.112]  We're again talking to Congressman Ron Paul from Texas.
[00:21:15.799 --> 00:21:29.332]  Dealing with this, I mean clearly the authors of the economic collapse we're witnessing and the worldwide depression that this whole crisis is spiraling into are now posing and positioning themselves as the saviors.
[00:21:29.332 --> 00:21:37.300]  And the mainstream media, Fox News, CNN, MSNBC, every time I'm watching a banking committee, the House Banking, Senate Banking,
[00:21:37.720 --> 00:21:45.505]  Every time I'm watching one of the subcommittees, they will show Kashkari, they will show Paulson, they will show other operatives of the system.
[00:21:45.505 --> 00:21:53.229]  They will show their propaganda, but as soon as it cuts to the chairman, or to yourself, or to any other member of the committees, they cut away.
[00:21:53.229 --> 00:21:58.372]  So clearly, the big banking cartels are controlling and owning much of the media.
[00:21:58.372 --> 00:22:02.535]  So how do we get around that when they won't let the public understand what's really happening?
[00:22:03.424 --> 00:22:10.546]  Well, you have to recognize it, and you have to do your best to get around it, although I complain just as you are complaining.
[00:22:10.546 --> 00:22:20.788]  I'm still getting a lot more interviews now than I did a year ago on this issue, so I'm not completely blocked out, but there's a lot of what you say that goes on.
[00:22:20.788 --> 00:22:23.829]  But then, we have to go around them, if nothing else.
[00:22:23.829 --> 00:22:26.529]  What I fear is them closing down the Internet.
[00:22:26.529 --> 00:22:30.050]  That, to me, would be the big problem, you know, if they take that away from us.
[00:22:30.510 --> 00:22:34.554]  So we've been able to reach millions of people through the internet and you reach a lot of people on the radio.
[00:22:34.554 --> 00:22:42.682]  So if they start cracking down on radios and internet and shortwave and all these things, then that's when we're really in big trouble.
[00:22:45.725 --> 00:22:47.006]  We're going back to the full audience.
[00:22:47.006 --> 00:22:47.967]  Here we go.
[00:23:14.088 --> 00:23:19.239]  Okay, Congressman Ron Paul, and we've only got about five minutes left with you right now, sir.
[00:23:19.239 --> 00:23:20.080]  Specifically...
[00:23:22.000 --> 00:23:29.487]  There is an Army War College report out, and you know about NORTHCOM announcing 20,000 combat troops for the streets of America.
[00:23:29.487 --> 00:23:33.551]  They're openly stating it is for civil unrest and rioting.
[00:23:33.551 --> 00:23:38.816]  The new report's called The Knows and Unknowns, Unconventional Strategic Shock and Defense Strategy Development.
[00:23:38.816 --> 00:23:45.442]  The Army openly says in here, on the Army War College, that they are preparing to engage the American people.
[00:23:45.442 --> 00:23:47.183]  Posse Comitatus has not been fully
[00:23:48.024 --> 00:23:58.812]  I mean, we're now seeing open martial law being discussed and being debated as if it is the solution to the financial crisis.
[00:23:58.812 --> 00:24:09.399]  And under the new Defense Department directive put out the 24th by Gates, sir, they're saying that governors will be under the control of the President and will serve at his pleasure.
[00:24:09.399 --> 00:24:10.160]  Can you speak to that?
[00:24:11.550 --> 00:24:32.120]  Well, I think what you're doing is just pointing out the danger of using the fear factor for our foreign policy and our financial problems, and now they do it for your physical safety, which to me is just a continuation of the 9-11, post-9-11 attitude, because that was when they started passing, getting past all the legislation that they had proposed for so many years.
[00:24:32.120 --> 00:24:33.281]  Now, they're saying, well,
[00:24:33.661 --> 00:24:35.362]  We're going to have chaos in the streets.
[00:24:35.362 --> 00:24:38.545]  The terrorists aren't going to be people coming from outside.
[00:24:38.545 --> 00:24:40.086]  The terrorists are going to be our own people.
[00:24:40.086 --> 00:24:44.829]  There's going to be chaos here in the streets as a consequence of the financial crisis.
[00:24:44.829 --> 00:24:47.351]  So therefore, we have to militarize our community.
[00:24:48.036 --> 00:24:54.917]  And once again, it's that attitude that government is our savior, and they can't save us.
[00:24:54.917 --> 00:25:05.440]  I mean, all the SEC and all the regulations can't protect us against fraud, and all the policemen in the world can't protect us in our homes.
[00:25:05.440 --> 00:25:13.941]  Congressman, continuing in the time we have left, specifically, they are saying they're preparing to engage the American people.
[00:25:13.941 --> 00:25:15.462]  Is this unconstitutional?
[00:25:15.462 --> 00:25:16.162]  Is this treason?
[00:25:17.563 --> 00:25:28.399]  Well, it's obviously not constitutional, and depending on how it comes about, it could very well be treasonous, but on how the confrontation comes.
[00:25:28.399 --> 00:25:33.086]  Of course, they would never say that they're confronting, they might use those terms, but
[00:25:33.306 --> 00:25:36.869]  They might say, we're confronting violence, and we're going there to save you.
[00:25:36.869 --> 00:25:41.552]  We don't want your cities burnt out, so therefore, we're going to put our troops in there to prevent these problems.
[00:25:41.552 --> 00:25:47.217]  So, you know, just think of all the harm that they've done over these last, especially last hundred years.
[00:25:47.217 --> 00:25:49.859]  How often do they really get hauled into the court?
[00:25:49.859 --> 00:25:52.801]  And what about the illegality of the whole monetary system?
[00:25:52.801 --> 00:25:54.362]  Nothing really happens.
[00:25:54.362 --> 00:26:02.829]  So, it depends on what the people understand and believe in that really counts, though we cannot depend on the Congress or our courts to save us.
[00:26:03.089 --> 00:26:14.487]  Well, sir, going back, over the last 20 years, as you know, they've been covertly getting rid of Posse Comitatus, merging the military and police, and now they're acting like they just set this up last week.
[00:26:14.487 --> 00:26:17.232]  This is part of a larger strategic plan.
[00:26:18.345 --> 00:26:30.521]  Yeah, as a matter of fact, they did pass a couple years ago, I think it was in 96, in the supplemental serious erosion of Posse Comitatus, and it was finally exposed, and then it was in a way reversed.
[00:26:30.521 --> 00:26:32.203]  But that's just tokenism.
[00:26:32.203 --> 00:26:35.588]  I mean, if they feel like doing something wrong, they just go ahead and do it.
[00:26:35.988 --> 00:26:49.959]  So, uh, the fact that they reversed that in a token way, it shouldn't reassure us, uh, because when push comes to shove, they're going to ignore it, but they would change the law when they get the opportunity, and this new administration, I'm sure, would be quite capable of doing it, even without the Congress!
[00:26:49.959 --> 00:26:52.021]  You know about executive orders!
