[00:00.000 --> 00:19.000]  Infowars, tomorrow's news, today.
[06:59.000 --> 07:01.000]  And the world is awakening.
[07:01.000 --> 07:03.000]  We have two different futures.
[07:03.000 --> 07:07.000]  The great reset or the great awakening.
[07:07.000 --> 07:14.000]  Snowden says UFO hysteria is engineered distraction from Nord Stream Pipeline bombshell.
[07:14.000 --> 07:20.000]  Yes, that's what we said last week and Pulitzer Prize winner,
[07:20.000 --> 07:22.000]  said the same thing.
[07:22.000 --> 07:25.000]  A lot of comedians are saying the same thing.
[07:25.000 --> 07:29.000]  In fact, let's play clip one first before we get to the Pentagon spokesperson,
[07:29.000 --> 07:38.000]  John Kirby and his clown world, pointing out what the so-called UFO shoot downs are really all about.
[07:38.000 --> 07:47.000]  Hi, I'm Tom Green and forgot to mention the other reason this UFO information is coming out now
[07:47.000 --> 07:55.000]  is because they're trying to distract us all from the fact that we're about to get released the Epstein Island list
[07:55.000 --> 08:03.000]  as well as what's going on in Palestine, Ohio with the train derailment and the chemical release of chemicals into the air,
[08:03.000 --> 08:06.000]  which is being called possibly as bad as Chernobyl.
[08:06.000 --> 08:13.000]  And the fact that World War III might be about to start in the Ukraine war between USA, Russia and China.
[08:13.000 --> 08:15.000]  So that's what's going on. Good to see you guys.
[08:15.000 --> 08:17.000]  Hope you guys are having a great day.
[08:17.000 --> 08:19.000]  There's UFOs.
[08:19.000 --> 08:24.000]  Bingo, Tom Green.
[08:24.000 --> 08:28.000]  Snowden says UFO is engineered distraction from Nord Stream Pipeline.
[08:28.000 --> 08:30.000]  We can put his tweet up on screen.
[08:30.000 --> 08:32.000]  He says it's not aliens.
[08:32.000 --> 08:34.000]  I wish it were aliens, but it's not aliens.
[08:34.000 --> 08:44.000]  It's just the old engineered panic and attractive nuisance ensuring that these servile reporters get assigned
[08:44.000 --> 08:54.000]  to investigate balloon BS rather than budgets or bombings a la Nord Stream.
[08:54.000 --> 08:58.000]  But don't worry, the Biden administration has come out and told us that it's not aliens
[08:58.000 --> 09:03.000]  after their people said it could be aliens, including the head of NORAD.
[09:03.000 --> 09:10.000]  Biden administration forming team to study unidentified aerial objects.
[09:10.000 --> 09:19.000]  U.S. doesn't know what shot down Lake Huron object is and doesn't rule out a UFO.
[09:19.000 --> 09:21.000]  What is a UFO? It's unidentified.
[09:21.000 --> 09:24.000]  So they still have it identified and it is a UFO.
[09:24.000 --> 09:26.000]  That has a connotation of aliens. It's not.
[09:26.000 --> 09:28.000]  Here's an interesting factoid.
[09:28.000 --> 09:37.000]  First, Seinweider missile targeting object over Lake Huron missed at a cost of $400,000.
[09:37.000 --> 09:44.000]  So it took two of them to hit it. That's $800,000 to blow up a little craft.
[09:44.000 --> 09:48.000]  Don't let balloons distract you from the global economic collapse.
[09:48.000 --> 09:52.000]  This is Tyler Durden over at Zero Hedge.
[09:52.000 --> 09:56.000]  Big article and interview with Cy Hur speaks out.
[09:56.000 --> 10:02.000]  You have to hold the president to account for blowing up Nord Stream and not be distracted.
[10:02.000 --> 10:09.000]  You have to seriously and completely agree with those statements.
[10:09.000 --> 10:17.000]  Now before we move into two more trains to derail, on top of the Ohio catastrophe
[10:17.000 --> 10:25.000]  and the latest weaponized virus news and then what's happening with the economy and more.
[10:25.000 --> 10:30.000]  Let's go ahead and look at this report out of U.S. today,
[10:30.000 --> 10:32.120]  published in Yahoo News.
[10:32.120 --> 10:35.760]  Little by little, they are winning.
[10:35.760 --> 10:38.520]  Tide turns in key Ukraine city,
[10:38.520 --> 10:40.800]  which is the Stalingrad type of battle
[10:41.800 --> 10:43.700]  that we saw in World War II happening,
[10:43.700 --> 10:45.340]  repeating in Ukraine,
[10:45.340 --> 10:49.100]  updates as Russian offensive begins.
[10:50.080 --> 10:54.920]  So, the USA Today is about as CIA as it gets.
[10:54.920 --> 10:58.680]  I'd say the thoroughbreds, obviously the Washington Post,
[10:58.680 --> 11:02.640]  but when you look at this,
[11:02.640 --> 11:05.160]  what did I tell you three days ago?
[11:05.160 --> 11:07.840]  What did I tell you two days ago?
[11:07.840 --> 11:09.540]  What did I say yesterday?
[11:11.120 --> 11:12.920]  I said about three weeks ago,
[11:12.920 --> 11:16.920]  I believe that they will launch,
[11:16.920 --> 11:21.440]  the Russians will launch their second big offensive
[11:21.440 --> 11:22.720]  of the last year,
[11:22.720 --> 11:25.840]  a much larger offensive with 500,000 troops,
[11:25.840 --> 11:28.600]  2,000 plus tanks and armored vehicles
[11:28.600 --> 11:31.840]  before the anniversary on the 24th,
[11:33.240 --> 11:34.520]  just for researching things
[11:34.520 --> 11:37.480]  and making my dead reckoning assumption.
[11:37.480 --> 11:41.520]  And then I said that I believe the offensive
[11:41.520 --> 11:46.020]  has already begun and that Putin is not going to announce it
[11:48.160 --> 11:49.840]  because of political fallout.
[11:50.880 --> 11:54.480]  That's how you would up the ante in an invasion,
[11:54.480 --> 11:58.800]  but not try to up the threat continuum
[11:58.800 --> 12:01.080]  to the next room on the ladder.
[12:01.960 --> 12:06.680]  And now mainstream press from CNN to ABC News
[12:06.680 --> 12:08.240]  to USA Today, you name it,
[12:08.240 --> 12:10.960]  are saying that the invasion,
[12:10.960 --> 12:13.720]  the second big offensive has begun.
[12:15.080 --> 12:16.680]  Just like I told you last October,
[12:16.680 --> 12:18.440]  I believe the Russians would invade
[12:18.440 --> 12:20.240]  by the end of February,
[12:20.240 --> 12:21.840]  and of course that happened,
[12:21.840 --> 12:25.760]  again just pointing out that God gave us
[12:25.760 --> 12:27.920]  interesting minds, didn't he?
[12:27.920 --> 12:30.400]  When I just go with my deep research
[12:30.400 --> 12:32.800]  and then just lean back and say,
[12:32.800 --> 12:35.320]  I believe the invasion has already begun,
[12:35.320 --> 12:37.160]  the second invasion has begun.
[12:39.840 --> 12:41.640]  The answer is correct, isn't it?
[12:41.640 --> 12:43.320]  That's not being grabbed out of the air,
[12:43.320 --> 12:46.160]  that's called knowledge and wisdom
[12:46.160 --> 12:49.120]  to be able to then make that analysis.
[12:49.120 --> 12:51.400]  And all of you obviously have that
[12:51.400 --> 12:53.480]  to some degree, many of you more than I do.
[12:53.480 --> 12:54.520]  That's why it's important for you
[12:54.520 --> 12:56.400]  to stand up and be leaders in your area,
[12:56.400 --> 12:58.720]  whether it's to 10 people or 1,000 or a million,
[12:58.720 --> 13:00.560]  because that's how we change the world.
[13:00.560 --> 13:02.760]  The globalists are all about making you feel stupid
[13:02.760 --> 13:07.680]  and ineffectual so you won't be on the field of reality
[13:07.680 --> 13:09.560]  and on the battlefield of minds.
[13:12.040 --> 13:14.920]  And again, this is pretty much purely a ground war now.
[13:14.920 --> 13:16.560]  The Russians have been using missiles
[13:16.560 --> 13:22.200]  to take out Ukrainian infrastructure and weapons.
[13:22.200 --> 13:23.880]  But because they got hurt so badly
[13:23.880 --> 13:27.840]  by the giant stockpile of Western high-tech ground
[13:27.840 --> 13:33.360]  to ground to air missiles, you're not
[13:33.360 --> 13:35.160]  seeing a bunch of Russian aircraft
[13:35.160 --> 13:38.320]  and helicopters flood in like you saw last time.
[13:38.320 --> 13:41.240]  This is about as close to a ground war
[13:41.240 --> 13:44.880]  as a pure ground war as you're going to get.
[13:44.880 --> 13:47.280]  And now they're just going to take the last few cities
[13:47.280 --> 13:50.560]  and towns that was Putin's original goal
[13:50.560 --> 13:55.520]  in the east of Ukraine as a buffer zone controlling
[13:55.520 --> 13:58.480]  the east and the south of Crimea.
[13:58.480 --> 14:00.800]  And then he will harden those points
[14:00.800 --> 14:04.040]  and declare that the war is over, but don't think
[14:04.040 --> 14:08.040]  for a minute that the West and Zelensky are going to stop.
[14:08.040 --> 14:10.920]  So all Putin's done is move the front lines
[14:10.920 --> 14:13.960]  of the war that's been going on for nine years, the proxy war,
[14:13.960 --> 14:16.400]  then a hybrid war, now a pure hot war,
[14:16.400 --> 14:19.400]  leading to possible nuclear war.
[14:19.400 --> 14:25.360]  All he's done is driven those lines 50 to 100 miles,
[14:25.360 --> 14:29.600]  to the case of Crimea, 200 miles in the south,
[14:29.600 --> 14:31.720]  into Ukraine proper.
[14:31.720 --> 14:35.160]  And so the war is not going to end anytime soon,
[14:35.160 --> 14:39.440]  and Putin has boxed himself into a corner.
[14:39.440 --> 14:41.640]  But so has the West, because we're
[14:41.640 --> 14:44.360]  going to get to articles where Europe has spent hundreds
[14:44.360 --> 14:47.960]  of millions of dollars trying to hide the real costs of energy
[14:47.960 --> 14:50.760]  and things from the population, bring them deeper into debt,
[14:50.760 --> 14:52.800]  but they still can't hide it.
[14:52.800 --> 14:55.640]  And then as the West pumps in more and more heavy weapons,
[14:55.640 --> 14:58.800]  this is just going to continue to escalate and only ends bad
[14:58.800 --> 15:00.920]  if it doesn't stop now.
[15:00.920 --> 15:03.360]  This is called a stalemate, and nobody
[15:03.360 --> 15:07.200]  wins but the central banks that consolidate power and control
[15:07.200 --> 15:09.480]  and give people a deeper debt.
[15:09.480 --> 15:10.800]  Russia has already begun.
[15:10.800 --> 15:12.960]  It's expected spring offensive in Ukraine,
[15:12.960 --> 15:15.240]  sending thousands of additional troops
[15:15.240 --> 15:17.160]  in an attempt to overwhelm Ukraine's defenses.
[15:17.160 --> 15:24.200]  NATO, Secretary General said yesterday evening.
[15:27.640 --> 15:35.440]  So there you have the head of NATO saying the new offensive
[15:35.440 --> 15:38.320]  began yesterday.
[15:38.320 --> 15:39.960]  We did call that one.
[15:39.960 --> 15:42.760]  I think that's called nailing it.
[15:42.760 --> 15:44.400]  I'm not bragging or anything.
[15:44.400 --> 15:46.000]  It's just I really think God with the brains
[15:46.000 --> 15:46.800]  we've been given.
[15:46.800 --> 15:48.480]  I know a lot of you got good brains, too.
[15:48.480 --> 15:50.000]  Why don't we use them?
[15:50.000 --> 15:52.080]  We'll leave the rest of the story when we come back
[15:52.080 --> 15:55.200]  and make some more predictions here
[15:55.200 --> 15:59.880]  that could happen depending on different probable.
[15:59.880 --> 16:02.160]  The cavalry has arrived.
[16:02.160 --> 16:07.080]  Ultimate bone broth is the strongest, highest quality
[16:07.080 --> 16:08.320]  chicken-based bone broth they're
[16:08.320 --> 16:10.920]  going to find with all of the effects of your joints,
[16:10.920 --> 16:13.280]  your bones, your muscles, your heart,
[16:13.280 --> 16:15.600]  but more importantly, your immune system.
[16:15.600 --> 16:17.920]  Everybody knows about grandma and chicken broth.
[16:17.920 --> 16:20.200]  Well, this is concentrated chicken broth,
[16:20.200 --> 16:22.720]  the strongest out there with chocolate mushroom,
[16:22.720 --> 16:26.000]  and a whole bunch of other ingredients, like turmeric.
[16:26.000 --> 16:27.040]  The list goes on and on.
[16:27.040 --> 16:31.200]  This is definitely the strongest, best bone broth out there,
[16:31.200 --> 16:34.200]  and your purchase supports the M4, a 360 win.
[16:34.200 --> 16:37.120]  If you've not experienced bone broth and even the regular ones
[16:37.120 --> 16:39.320]  have great effects, believe me, you
[16:39.320 --> 16:43.360]  want to get M4's life, ultimate bone broth, at m4store.com.
[16:43.360 --> 16:44.640]  Now, it'll take an hour to tell you
[16:44.640 --> 16:45.800]  all the great stuff about it.
[16:45.800 --> 16:48.280]  Just go to m4store.com, read the facts there,
[16:48.280 --> 16:50.280]  and then order some, and you can't lose.
[16:50.280 --> 16:52.320]  It's nutritive, it empowers your body,
[16:52.320 --> 16:54.160]  it's great for your immune system, bones and joints,
[16:54.160 --> 16:55.320]  and it funds the M4.
[16:55.320 --> 16:56.480]  So ultimate bone broth.
[16:56.480 --> 16:59.880]  Now, back at stock at m4store.com for 25% off.
[16:59.880 --> 17:03.080]  Introducing our new incredible supplement line,
[17:03.080 --> 17:04.480]  M4's MD.
[17:04.480 --> 17:06.600]  Now, in 60 seconds, it's hard to tell you
[17:06.600 --> 17:08.320]  how incredible these products are.
[17:08.320 --> 17:11.160]  But all of these products are already
[17:11.160 --> 17:14.080]  sold on store shelves under other brand names
[17:14.080 --> 17:16.880]  for up to twice the cost we're selling it to you.
[17:16.880 --> 17:19.480]  These are high-end, these are the very best.
[17:19.480 --> 17:21.960]  You know our body's ultimate tumor formula is amazing?
[17:21.960 --> 17:24.360]  Well, guess what, we now have Turmeric 95
[17:24.360 --> 17:28.120]  that's basically the same formula for a lower price.
[17:28.120 --> 17:32.880]  CBD oil of the highest quality, up to 50% less
[17:32.880 --> 17:36.080]  than major competitors selling the exact high quality
[17:36.080 --> 17:37.760]  full spectrum CBD.
[17:37.760 --> 17:41.440]  And it goes on for all the new M4Wars MD products
[17:41.440 --> 17:44.240]  at m4warsstore.com, the highest quality,
[17:44.240 --> 17:47.360]  directly from the manufacturer to your door
[17:47.360 --> 17:51.480]  at prices up to 50%, in some cases 100% lower
[17:51.480 --> 17:52.960]  than what they're sold for in stores.
[17:52.960 --> 17:55.320]  M4Wars MD at m4warsstore.com.
[17:59.720 --> 18:01.400]  You wanna beat the new world order?
[18:01.400 --> 18:03.240]  You wanna stop their globalist agenda?
[18:03.240 --> 18:04.640]  Well, so do I.
[18:04.640 --> 18:07.040]  And I've been the most affected individual
[18:07.040 --> 18:08.600]  in the fight against the globalist
[18:08.600 --> 18:11.440]  and I've got their number and I know how to bring them down.
[18:11.440 --> 18:13.720]  But ladies and gentlemen, I can't do it
[18:13.720 --> 18:15.400]  without your support.
[18:15.400 --> 18:17.680]  And the good news is we're only under
[18:17.680 --> 18:20.040]  about $200,000 a month.
[18:20.040 --> 18:22.640]  The bad news is the enemy is intensifying their attacks
[18:22.640 --> 18:24.680]  on every front but I'm not gonna back down
[18:24.680 --> 18:26.680]  and I'll never give up but I could give out.
[18:26.680 --> 18:28.480]  So please keep me on the field,
[18:28.480 --> 18:30.160]  keep me on the front lines against the enemy
[18:30.160 --> 18:31.920]  while getting great products at the same time
[18:31.920 --> 18:33.640]  that will empower you and your family.
[18:33.640 --> 18:36.600]  M4Warsstore.com for the best supplements and more
[18:36.600 --> 18:38.440]  or just make a straight donation,
[18:38.440 --> 18:40.880]  big red banner at the top of m4warsstore.com
[18:40.880 --> 18:43.240]  and that way all the money goes towards the fight,
[18:43.240 --> 18:45.200]  not part of it going towards product cost.
[18:45.200 --> 18:46.680]  But I thank you all for your support.
[18:46.680 --> 18:49.200]  Please commit now to go to m4warsstore.com
[18:49.200 --> 18:51.080]  to get great products and make donations.
[18:51.080 --> 18:53.240]  I thank you for your support, now take action.
[18:53.240 --> 18:56.280]  The globalists are counting on you, not taking action.
[18:56.280 --> 19:01.280]  I have been in a 28 year marathon battle with the globalist.
[19:01.880 --> 19:05.880]  I have come from nowhere to the very heights of politics,
[19:05.880 --> 19:08.440]  not just in America but in the world.
[19:08.440 --> 19:11.880]  We are engaging the globalists at point-blank range
[19:11.880 --> 19:15.320]  in the information war but I don't deserve the credit.
[19:15.320 --> 19:18.320]  Yes, I've persevered but the listeners and viewers
[19:18.320 --> 19:20.800]  who support m4wars for the real reason
[19:20.800 --> 19:22.800]  we've had the success.
[19:22.800 --> 19:26.320]  We're having now the greatest victories in the fight
[19:26.320 --> 19:28.480]  against the new order we've ever had.
[19:28.480 --> 19:32.480]  We are now entering the final mile of the marathon
[19:32.480 --> 19:35.680]  and that's why today it's more important than ever
[19:35.680 --> 19:38.080]  to realize how important you've been in this fight
[19:38.080 --> 19:40.640]  and to continue in the efforts you've been tearing out
[19:40.640 --> 19:42.000]  and to intensify them.
[19:42.000 --> 19:45.280]  God bless you all, I salute you, I thank you
[19:45.280 --> 19:48.440]  and I beg you to intensify what you're doing now
[19:48.440 --> 19:50.000]  because we are over the target.
[19:50.000 --> 19:53.680]  The fight is my fight, it's your fight, it's our fight.
[19:53.680 --> 20:20.680]  God bless you all.
[20:23.680 --> 20:41.560]  I want to go through the rest of the World War III stack
[20:41.560 --> 20:45.680]  in this segment and the next segment we're going to look at
[20:45.680 --> 20:52.240]  the three massive train derailments of the last week
[20:52.240 --> 20:54.960]  and the government response to that
[20:54.960 --> 20:58.960]  and a point that a US Senator made on Tucker's show last night
[20:58.960 --> 21:01.800]  how they keep us distracted with the black national anthem
[21:01.800 --> 21:05.320]  and all the race garbage while our infrastructure
[21:05.320 --> 21:11.240]  is undoubtedly falling apart around us.
[21:11.240 --> 21:15.920]  And I've had quite a lot of family that worked for the railroad
[21:15.920 --> 21:17.560]  and dad worked for the railroad when he was going
[21:17.560 --> 21:23.000]  through medical school for four years
[21:23.000 --> 21:24.320]  and he knows quite a bit about it
[21:24.320 --> 21:26.360]  and anybody that knows anything about it
[21:26.360 --> 21:30.560]  knows that we have the worst railroads in the modern world.
[21:30.560 --> 21:32.360]  I'll explain what's really going on coming up
[21:32.360 --> 21:34.920]  but it's just one more example of how this country has been
[21:34.920 --> 21:39.320]  allowed to rot for 50 years.
[21:39.320 --> 21:41.480]  That's coming up, then we're going to look at again
[21:41.480 --> 21:43.880]  the big developments with new weaponized viruses
[21:43.880 --> 21:45.760]  they're getting ready could not be more important,
[21:45.760 --> 21:47.960]  the economy and more.
[21:47.960 --> 21:51.320]  But Harrison Smith will be with us the next few segments
[21:51.320 --> 21:53.360]  because he's been really digging into this
[21:53.360 --> 21:56.520]  to talk about it with me.
[21:56.520 --> 21:58.880]  But let me make a very exciting announcement.
[21:58.880 --> 22:02.400]  It's been sold out for almost a year
[22:02.400 --> 22:03.680]  and it was a very popular product.
[22:03.680 --> 22:06.640]  I can tell you that I've been upset that it was not there
[22:06.640 --> 22:11.560]  because I got dramatic results in my gut health
[22:11.560 --> 22:13.320]  from this product.
[22:13.320 --> 22:16.560]  Restocked for the first time in,
[22:16.560 --> 22:18.320]  I guess they put in my notes, over a year.
[22:18.320 --> 22:19.760]  I thought it was less than that.
[22:19.760 --> 22:26.120]  InfoWarsLife prebiotic fiber is back and 40% off.
[22:26.120 --> 22:30.600]  And I'm not going to go over the entire right up on this
[22:30.600 --> 22:33.120]  but you absolutely need to get it.
[22:33.120 --> 22:38.960]  It's in a new container but it's the same amazing formula.
[22:38.960 --> 22:41.800]  They couldn't get the previous container it was in
[22:41.800 --> 22:43.480]  so we have it in another container.
[22:43.480 --> 22:45.760]  That's part of the supply chain breakdowns.
[22:45.760 --> 22:50.480]  It's got organic acacia fiber of the highest quality,
[22:50.480 --> 22:53.600]  unbleached and unmodified by chemicals,
[22:53.600 --> 22:56.320]  clinically studied for its prebiotic benefits.
[22:56.320 --> 22:58.040]  We could buy a similar formula to this
[22:58.040 --> 23:00.400]  for about a third the price but it's all bleached.
[23:00.400 --> 23:02.400]  It's inorganic.
[23:02.400 --> 23:05.400]  That is, it's not organic, it's from an organic base
[23:05.400 --> 23:08.640]  but not certified organic and it's not the same quality.
[23:08.640 --> 23:11.840]  Organic apple fruit fiber, a mixture of soluble,
[23:11.840 --> 23:16.000]  prebiotic fiber and insoluble bulk forming fiber.
[23:16.000 --> 23:20.400]  Organic flax seed is known for its soluble fiber ability
[23:20.400 --> 23:22.800]  to absorb water and increase its size
[23:22.800 --> 23:25.080]  to create a feeling of fullness.
[23:25.080 --> 23:26.840]  It's also good for dieting.
[23:26.840 --> 23:29.640]  Organic blueberry and fruit fiber,
[23:29.640 --> 23:31.000]  it's the equivalent of each little scoop
[23:31.000 --> 23:33.320]  of a whole package of blueberries,
[23:33.320 --> 23:36.120]  is known for containing antioxidants,
[23:36.120 --> 23:39.720]  good for, from the skin of the blueberry as well
[23:39.720 --> 23:43.040]  as providing a high quality fiber.
[23:43.040 --> 23:45.240]  Organic cranberry fruit fiber,
[23:45.240 --> 23:46.240]  it's not just good for your guts,
[23:46.240 --> 23:48.560]  but very good for your kidneys and bladder.
[23:48.560 --> 23:51.560]  Dried, unsweetened cranberry fruit is high in fiber
[23:51.560 --> 23:53.360]  as well as vitamin C antioxidants,
[23:53.360 --> 23:56.480]  vitamin E and vitamin K.
[23:56.480 --> 24:01.480]  This is a great formula and at $23 you're not gonna find
[24:02.320 --> 24:05.840]  anything of this quality near that price.
[24:05.840 --> 24:09.440]  It's a high end product for about 30, 40% off
[24:09.440 --> 24:12.280]  what you would find it in stores for
[24:12.280 --> 24:13.920]  and that's when it's not discounted.
[24:13.920 --> 24:16.600]  When it's discounted, it is an insanely good deal.
[24:16.600 --> 24:19.600]  Show the prebiotic fiber back in stock
[24:19.600 --> 24:22.840]  at infowarstore.com.
[24:22.840 --> 24:26.160]  There's a big prebiotic fiber summary at infowarstore.com.
[24:26.160 --> 24:27.360]  I suggest you go read it.
[24:27.360 --> 24:30.680]  And I suggest you just take it to month supply,
[24:30.680 --> 24:32.280]  take a scoop every day in your water,
[24:32.280 --> 24:34.160]  doesn't taste bad, just gulp it down.
[24:34.160 --> 24:38.080]  And you're gonna see dramatic effects.
[24:38.080 --> 24:40.360]  Everybody that takes it does.
[24:40.360 --> 24:42.640]  Also take your focus a little clearer the next level.
[24:42.640 --> 24:45.320]  Brainforce Ultra and Brainforce Plus,
[24:45.320 --> 24:49.920]  two different Neutropics are both 50% off as well.
[24:49.920 --> 24:51.600]  They're both amazing.
[24:51.600 --> 24:55.520]  Ultra is my favorite because I've got to work late at night
[24:56.600 --> 24:58.560]  or my wife wants to go out to dinner with friends
[24:58.560 --> 25:01.200]  or something and we got a babysitter at seven o'clock
[25:01.200 --> 25:03.240]  at night and I wanna go to bed at eight o'clock.
[25:03.240 --> 25:05.800]  I just take a half dropper under the tongue.
[25:05.800 --> 25:07.840]  It hits really quick, 10 to 15 minutes
[25:07.840 --> 25:09.280]  and goes away in two to three hours.
[25:09.280 --> 25:11.640]  It's a very interesting formula
[25:11.640 --> 25:15.720]  and it's my favorite combination
[25:15.720 --> 25:17.400]  of natural stimulants out there.
[25:17.400 --> 25:18.920]  Brainforce Plus is great.
[25:18.920 --> 25:19.880]  That's five to six hours.
[25:19.880 --> 25:22.680]  It's a good, strong, clean energy boost as well
[25:22.680 --> 25:23.960]  and helps focus the mind.
[25:23.960 --> 25:26.840]  Those are 50% off at infowarstore.com.
[25:26.840 --> 25:31.840]  And Ultimate Krill Oil and Ultimate Fish Oil are 50% off.
[25:31.840 --> 25:34.880]  They're really good for your body as well.
[25:34.880 --> 25:38.400]  All of this at infowarstore.com.
[25:38.400 --> 25:41.240]  And that is what keeps the broadcast on the air
[25:41.240 --> 25:46.080]  and I thank you for supporting us as we support you.
