[00:00.000 --> 00:28.840]  Infowars, tomorrow's news, today.
[07:24.200 --> 07:32.720]  And there he is, yes, that was President Zelensky dressed in his traditional fatigues.
[07:32.720 --> 07:38.920]  What we see him wearing when we see him appearing on television frequently from Ukraine, there
[07:38.920 --> 07:39.920]  he is.
[07:39.920 --> 07:45.400]  You can see a number of members of Congress, again, Senate Majority Leader Chuck Schumer,
[07:45.400 --> 07:49.640]  the Republican Leader Mitch McConnell, there seated on opposite sides of the aisle.
[07:49.640 --> 07:53.960]  And as we say, you can't stress enough, it's one of the rare moments when the two sides
[07:53.960 --> 07:56.040]  are in some agreement.
[07:56.040 --> 07:57.040]  So here he is.
[07:57.040 --> 08:06.280]  He's greeting Vice President Kamala Harris and House Speaker Nancy Pelosi.
[08:06.280 --> 08:14.120]  And receiving what is clearly a warm welcome from both sides of the aisle in the House.
[08:14.120 --> 08:18.640]  And again, they're in the House chamber, these are House members, but also members of the
[08:18.640 --> 08:19.640]  Senate.
[08:19.640 --> 08:26.480]  And like trained seals, they gave him over a two-minute standing ovation at the first
[08:26.480 --> 08:30.600]  of it, and then continued to give standing ovations, like they were about to be thrown
[08:30.600 --> 08:37.120]  rotten fish out of a bucket that they were performing at SeaWorld.
[08:37.120 --> 08:40.440]  Over the top, creepy.
[08:40.440 --> 08:52.240]  There is a linty, says PBS anchor woman, wearing the traditional olive fatigues.
[08:52.240 --> 08:57.760]  So foreign leaders that have outlawed all political opposition, including liberals and
[08:57.760 --> 09:04.560]  supporting, taking total control of the media, torturing people to death, started the war
[09:04.560 --> 09:12.080]  with Russia, with massive NATO backing, firing missiles into Russia, and now, oh, he's wearing
[09:12.080 --> 09:25.560]  his traditional fatigues, like Fidel Castro, or Adolf Hitler, or Kim Jong-un.
[09:25.560 --> 09:33.960]  Yes, folks, when you have people strutting around in military uniforms, you got a problem.
[09:33.960 --> 09:43.200]  And by the way, just like Hitler, he is only wearing one symbol on his military uniform.
[09:43.200 --> 09:51.240]  In a dictator tradition, had dictators, their adjuncts, their minions, will have a whole
[09:51.240 --> 10:00.080]  bunch of fruit salad on their chest, but he only has one symbol, the symbol of Ukraine
[10:00.080 --> 10:08.000]  on his chest, strutting around being worshipped and addressing Congress.
[10:08.000 --> 10:14.800]  And I guess, kissy kissing, Pelosi, when Pelosi turns around during a speech, like she's
[10:14.800 --> 10:25.600]  an eighth grader at the middle school football teams, homecoming rally.
[10:25.600 --> 10:30.520]  This is simply insane, ladies and gentlemen.
[10:30.520 --> 10:41.640]  And the clock ticks faster and faster, tick-tock, tick-tock, towards thermal, nuclear war.
[10:41.640 --> 10:47.120]  But the corrupt criminal political establishment loves to hide behind the latest thing that's
[10:47.120 --> 10:53.360]  Ukraine, the latest thing that can destroy human civilization and most life on the surface
[10:53.360 --> 10:55.960]  of the planet overnight.
[10:55.960 --> 11:01.640]  Even Henry Kissinger says we've never been in such danger of nuclear war, and no one
[11:01.640 --> 11:04.520]  is supposed to question what Ukraine is doing.
[11:04.520 --> 11:10.360]  Everyone is supposed to get behind the nine-year program of George Soros, who bragged on Faridzikaria's
[11:10.360 --> 11:14.640]  show four years ago that he got $5 billion of state-department money to overthrow the
[11:14.640 --> 11:20.000]  government there and start the ongoing civil war and the ethnic cleansing of the Russians
[11:20.000 --> 11:28.800]  in the East, leading to the manipulation of Putin's disastrous blunder to go into Ukraine
[11:28.800 --> 11:36.120]  into the jaws of a NATO, deep state trap.
[11:36.120 --> 11:46.160]  And that is exactly where we are right now, and Russia is only doubling down in the face
[11:46.160 --> 11:53.520]  of tens of millions of dollars of high-tech U.S. weapons every month being shipped in and
[11:53.520 --> 11:57.240]  billions of dollars of other high-tech weapons being shipped in by other nations.
[11:57.240 --> 12:05.560]  But the United States is giving more military aid than all other countries combined.
[12:05.560 --> 12:12.160]  I want to open the phones up again today specifically on this war that's not just a proxy war.
[12:12.160 --> 12:19.000]  The United States isn't just a proxy war with Russia now, U.S. troops are on the ground,
[12:19.000 --> 12:25.120]  U.S. troops are advising, U.S. troops are targeting weapons, U.S. troops are identifying
[12:25.120 --> 12:30.000]  where the missile attacks are going to go and artillery attacks, and U.S. soldiers are
[12:30.000 --> 12:36.040]  again dying in this conflict, and they're having a party over it.
[12:36.040 --> 12:37.040]  It's so exciting.
[12:37.040 --> 12:44.080]  It's so much fun in all the Hollywood trash, like Sean Penn travels to make homage and
[12:44.080 --> 12:52.640]  to make pilgrimage to Zelensky, who's an actor and who was installed and who has declared
[12:52.640 --> 13:02.400]  dictatorial powers in our addresses, our dictatorial Congress in a military outfit.
[13:02.400 --> 13:13.120]  So that is what Armageddon looks like.
[13:13.120 --> 13:20.600]  That's what the prelude or the eave of destruction looks like, and if you can't feel the danger,
[13:20.600 --> 13:25.120]  not just politically analyze it, then you're dead.
[13:25.120 --> 13:27.520]  Everybody I know says, man, I don't know why I'm having so much anxiety.
[13:27.520 --> 13:28.720]  I've never had this much anxiety.
[13:28.720 --> 13:30.280]  Well, we're losing all our rights.
[13:30.280 --> 13:33.800]  We know we have a government that's a rogue, but starting massive wars with the second
[13:33.800 --> 13:40.440]  most powerful nuclear state in the world, we know that many Americans have been converted
[13:40.440 --> 13:47.720]  into criminal operatives of the New World Order working hard to bring this country down
[13:47.720 --> 13:49.360]  and the world down.
[13:49.360 --> 13:53.360]  And I've got more clips of Bill Gates and others calling for depopulation.
[13:53.360 --> 13:55.560]  We're going to be getting to do that.
[13:55.560 --> 13:57.720]  We have the January 6th Committee.
[13:57.720 --> 13:59.800]  Guess what they did this morning?
[13:59.800 --> 14:06.120]  They released select parts they wanted to, like my deposition, but they didn't release
[14:06.120 --> 14:09.240]  the whole report or their research or data.
[14:09.240 --> 14:12.480]  In fact, it's sealed for 20 years.
[14:12.480 --> 14:17.640]  And they say they may seal it like the JFK files for 50 or 60 years.
[14:17.640 --> 14:22.400]  And that includes the 14,000 hours, that's how many cameras they had in the Capitol,
[14:22.400 --> 14:25.000]  the 14,000 hours of footage.
[14:25.000 --> 14:29.000]  But just the footage we have, we know there were provocateur groups stirring people up,
[14:29.000 --> 14:30.640]  helping lead people in.
[14:30.640 --> 14:32.640]  They undermanned the building that day.
[14:32.640 --> 14:37.200]  They refused Trump's security request for an additional guard.
[14:37.200 --> 14:41.000]  And now documents have come out showing that Pelosi was working my policies to make sure
[14:41.000 --> 14:42.000]  that happened.
[14:42.000 --> 14:46.280]  Her daughter and a film crew were there that day so they could hype up what happened.
[14:46.280 --> 14:51.280]  They wish it had been a lot worse, but myself and others were able to stop most of the crowd
[14:51.280 --> 14:53.160]  from getting in.
[14:53.160 --> 14:56.800]  I got there once, already 300, 400 had gotten in.
[14:56.800 --> 15:00.600]  I was able to stop thousands, and thousands, and thousands, and thousands, and thousands
[15:00.600 --> 15:05.280]  more from getting in.
[15:05.280 --> 15:10.480]  And for that, the corporate media has continually pushed for my indictment.
[15:10.480 --> 15:16.040]  When Shroyer has been arrested, other members of our crew have been arrested and are still
[15:16.040 --> 15:27.440]  facing trial for being on the Capitol grounds and trying to stop what happened that day.
[15:27.440 --> 15:30.760]  What we did is out in the open.
[15:30.760 --> 15:35.760]  But what Pelosi did and what the deep state did and what the globalists did is secret.
[15:35.760 --> 15:38.280]  So remember that.
[15:38.280 --> 15:43.560]  They have sealed their investigation.
[15:43.560 --> 15:46.400]  Why would you do that?
[15:46.400 --> 15:49.120]  Infowars.com is jam packed with critical news.
[15:49.120 --> 15:50.120]  You won't get anywhere else.
[15:50.120 --> 15:53.720]  Please share those links until folks tune in now, the most forbidden broadcasts in the
[15:53.720 --> 15:54.720]  world.
[15:54.720 --> 15:58.240]  Infowars.com, forward slash show, and on the local stations listening to you, we'll be
[15:58.240 --> 15:59.240]  right back.
[15:59.240 --> 16:03.000]  There's a war against our masculinity.
[16:03.000 --> 16:07.600]  There's a war in the environment, the food, the water, the air, the electromagnetics,
[16:07.600 --> 16:13.360]  the injections to really cut us off from what God designed us to be.
[16:13.360 --> 16:19.200]  But through Mother Nature, the creator gave us compounds that can counteract what the
[16:19.200 --> 16:20.200]  globalists have done.
[16:20.200 --> 16:24.960]  And I've got to tell you, all our supplements are great, but we've got a real game changer
[16:24.960 --> 16:25.960]  now.
[16:25.960 --> 16:28.240]  We've never put anything out this powerful.
[16:28.240 --> 16:34.360]  It's Infowars Platinum, now exclusively available at 40% off at Infowars.com.
[16:34.360 --> 16:38.480]  This is private labeled, three of the top best sellers in the country right now, but
[16:38.480 --> 16:43.840]  it's exclusively available under the brand name and private label of Infowars Platinum
[16:43.840 --> 16:45.920]  at Infowarsstore.com.
[16:45.920 --> 16:48.240]  It's HGH Boost Max.
[16:48.240 --> 16:53.040]  It's Pain MD, and it's 1776 testosterone boost.
[16:53.040 --> 16:57.480]  Yield it to yourself and your way of life and your well-being to try these out and fund
[16:57.480 --> 16:59.480]  the Infowars.
[16:59.480 --> 17:02.560]  Infowars MD is finally here.
[17:02.560 --> 17:06.880]  It's the very same high quality products you've been getting through Infowars Life, but an
[17:06.880 --> 17:13.000]  expanded catalog, and in some cases the prices are lower because we're going directly to
[17:13.000 --> 17:18.240]  the source that was supplying the supplement companies that we were buying our high quality
[17:18.240 --> 17:19.240]  products from.
[17:19.240 --> 17:25.680]  So we're able to lower prices and bring you more products via the Infowars MD line.
[17:25.680 --> 17:28.320]  The highest quality, triple tested.
[17:28.320 --> 17:32.240]  Many of these products are sold on store shelves for more than twice the cost.
[17:32.240 --> 17:36.760]  You'll get them at Infowarsstore.com under our exclusive label.
[17:36.760 --> 17:40.800]  We're bringing you the highest quality supplements directly from the factory, right here in the
[17:40.800 --> 17:42.280]  USA, to your door.
[17:42.280 --> 17:46.920]  It'll make your life healthy, better, boost your immune system, and it keeps Infowars
[17:46.920 --> 17:48.520]  store on the air.
[17:48.520 --> 17:54.640]  So again, introducing Infowars MD, now exclusively available at Infowarsstore.com with massive,
[17:54.640 --> 17:59.920]  massive savings.
[17:59.920 --> 18:05.720]  Why does the establishment spend so much time demonizing Infowars, attacking myself and
[18:05.720 --> 18:07.760]  the crew and our other hosts?
[18:07.760 --> 18:09.600]  Because they know we're pro-human.
[18:09.600 --> 18:11.320]  They know we're telling the truth.
[18:11.320 --> 18:12.880]  They know we've got their number.
[18:12.880 --> 18:19.120]  They know everything we do is about empowering humanity, and God gave us through Mother Nature
[18:19.120 --> 18:24.440]  incredible compounds that will supercharge our body's stamina, libido, energy, and immune
[18:24.440 --> 18:25.440]  systems.
[18:25.440 --> 18:31.520]  And we came out many years ago with Real Red Pill Plus that has all the documented compounds
[18:31.520 --> 18:40.200]  like preglonone and so much more to supercharge your body and to give your body the key elements
[18:40.200 --> 18:44.160]  and the key ingredients it needs to function at a proper level.
[18:44.160 --> 18:47.160]  This is the answer to the New World Order's tyranny.
[18:47.160 --> 18:55.560]  This is Real Red Pill Plus sold out for two years, 50% off at Infowarsstore.com.
[18:55.560 --> 18:59.280]  Get the Red Pill Plus exclusively, Infowarsstore.com.
[18:59.280 --> 19:04.760]  I'm Dr. Peter McCullough, and it's an absolute pleasure to introduce to you the Wellness
[19:04.760 --> 19:11.640]  Company, an alternative healthcare system for this COVID and post-COVID world where
[19:11.640 --> 19:17.200]  trust has been lost in doctors and healthcare systems.
[19:17.200 --> 19:26.280]  This new online virtual platform is nationwide providing uncensored content, virtual appointments,
[19:26.280 --> 19:34.640]  laboratory testing, diagnostics, prescriptions, treatment packages specifically for COVID,
[19:34.640 --> 19:40.280]  post-COVID, vaccine injury syndromes, and all the usual things that are seen in primary
[19:40.280 --> 19:42.080]  care.
[19:42.080 --> 19:49.040]  And then we have an entire array of holistic products, an online store, media, and health
[19:49.040 --> 19:57.360]  advice come see the Wellness Company and go to onlinehealthnow.com as a conduit to the
[19:57.360 --> 20:00.400]  Wellness Company.
[20:00.400 --> 20:27.160]  Meeting of frontal assault on the lies of the New World Order, it's Alex Jones.
[20:30.720 --> 20:36.120]  Through Friday, from 11 AM, 3 PM, I'm right here on the Infowars network, with a lot of
[20:36.120 --> 20:39.500]  the great shows, as well as Harrison Smith, Owen Stroyer, and more.
[20:39.500 --> 20:46.000]  Find them all at Band-I Video at Infowars.com, share the information, that's what globalist
[20:46.000 --> 20:48.060]  hope you won't do.
[20:48.060 --> 20:50.920]  You are the Resistance, you are the Power.
[20:50.920 --> 20:51.920]  Let me do this.
[20:51.920 --> 20:52.920]  I went off on Zalinski.
[20:52.920 --> 20:55.720]  But let me just tell you what's coming up, and I'm gonna get the number out.
[20:55.720 --> 20:57.040]  We're gonna take a ton of calls again today.
[20:57.040 --> 20:58.040]  Folks really liked that.
[20:58.040 --> 20:59.040]  I liked that.
[20:59.040 --> 21:00.040]  A lot of different angles.
[21:00.040 --> 21:04.280]  We're going to hit the Zelensky stack with more detail.
[21:04.280 --> 21:11.040]  We're going to hit the January 6 so-called conclusion as well because, again, they're
[21:11.040 --> 21:18.120]  saying we're going to minimum seal 99% of it for 20 years.
[21:18.120 --> 21:19.320]  Why would you do that?
[21:19.320 --> 21:25.240]  Well, including the 14,000 hours of surveillance footage because they did provocateur.
[21:25.240 --> 21:29.920]  It was a provocateur false flag, period.
[21:29.920 --> 21:33.680]  They'll also look at what the left is doing around the U.S. and in Europe.
[21:33.680 --> 21:40.680]  Church erases Jesus and Nativity and Christmas Carol, replaces them with queer people.
[21:40.680 --> 21:46.120]  We're also going to be looking at the FBI's latest response to the new Twitter files where
[21:46.120 --> 21:50.280]  they were paying millions of dollars to Twitter to censor and control and giving them actual
[21:50.280 --> 21:51.560]  security clearances.
[21:51.560 --> 21:57.760]  The FBI says it's all a conspiracy, none of it's true, even though it's all on record.
[21:57.760 --> 22:01.360]  It's like Biden's saying, I never said I'm getting rid of Title 42, I never said search
[22:01.360 --> 22:02.360]  the border.
[22:02.360 --> 22:04.240]  We're not getting rid of Title 42.
[22:04.240 --> 22:05.560]  It's the courts doing it, not me.
[22:05.560 --> 22:10.280]  No, you just filed the court cases in jurisdictions you control with an Obama judge.
[22:10.280 --> 22:18.240]  I mean, it's like saying, like Hitler saying, I don't know who the Nazi party is or a Christian
[22:18.240 --> 22:19.760]  saying they don't know who Jesus is.
[22:19.760 --> 22:26.240]  I mean, the level of the ridiculousness, it'd be like if Biden got up and said, traffic
[22:26.240 --> 22:30.120]  lights in the United States are not red, green, and yellow.
[22:30.120 --> 22:32.920]  He'd say, that's a ridiculous lie.
[22:32.920 --> 22:36.480]  Stop signs are not red in the United States.
[22:36.480 --> 22:38.640]  Yield signs are not yellow.
[22:38.640 --> 22:40.880]  The sun is not yellow.
[22:40.880 --> 22:42.960]  Grass is not green.
[22:42.960 --> 22:44.440]  Birds do not fly.
[22:44.440 --> 22:46.240]  Fish do not swim.
[22:46.240 --> 22:47.480]  Black is not black.
[22:47.480 --> 22:48.480]  White is not white.
[22:48.480 --> 22:53.800]  And if you read 1984, written by the number one propagandist for British intelligence
[22:53.800 --> 22:57.360]  explaining what they wanted to do and why he decided they were authoritarian and went
[22:57.360 --> 23:02.200]  against them, George Irwell, because he wrote nonfiction essays about it, suggests you read
[23:02.200 --> 23:03.200]  them.
[23:03.200 --> 23:05.120]  There's whole book compendiums of them.
[23:05.120 --> 23:06.680]  He wrote before he died.
[23:06.680 --> 23:11.680]  He explained that they want to train you to hear asinine BS and then punish you if you
[23:11.680 --> 23:12.680]  don't go along with it.
[23:12.680 --> 23:16.360]  It's like, we want a world government and you're going to own nothing and have nothing
[23:16.360 --> 23:19.280]  and we're going to forcibly inject you to sterilize you.
[23:19.280 --> 23:22.360]  You're like, well, here's the clips and here's the documents with the very people running
[23:22.360 --> 23:27.800]  this program admit the plan and they have headlines, Jones is insane, claims there's
[23:27.800 --> 23:35.400]  a world government and a plan to forcibly inject you and it goes on and on and on and
[23:35.400 --> 23:36.400]  on.
[23:36.400 --> 23:41.440]  So we've got those clips of the FBI and then more of what's in the files and this is exactly
[23:41.440 --> 23:49.480]  what we knew was going on from operations they ran overseas before that they found were
[23:49.480 --> 23:55.800]  so evil, this came out on OAN last year, they had a former high level CIA, operative go
[23:55.800 --> 24:03.880]  public, how he wrote the algorithm program to run total disinformation in Afghanistan
[24:03.880 --> 24:08.240]  and it was decided that it was just too criminal to do.
[24:08.240 --> 24:10.920]  It was just, it was so deceptive and so evil.
[24:10.920 --> 24:16.800]  So they're using that same program here and it's very complex but the first thing it
[24:16.800 --> 24:24.160]  is, it's just two men can have a baby, pedophilia is good, just absolute upside down world,
[24:24.160 --> 24:29.320]  we're going to ban your cows to save the earth, it's just flooding you with total attacks
[24:29.320 --> 24:35.680]  everywhere and then weaponizing the media to just lie about everything until people
[24:35.680 --> 24:41.160]  just give up and basically tune out instead of analyzing the lies and I see examples of
[24:41.160 --> 24:43.440]  this of own personal life every day.
[24:43.440 --> 24:50.160]  We filed a motion Monday to suspend the stay in my bankruptcy both corporate for free
[24:50.160 --> 24:55.960]  speech systems and for Alex Jones, you're surely, we filed it, the other side agreed
[24:55.960 --> 25:00.280]  so we can go ahead with our appeals but the bankruptcy is going on, headlines everywhere,
[25:00.280 --> 25:07.440]  judge strips Jones of bankruptcy, Jones's bankruptcy fails, just total 180 lie and friends
[25:07.440 --> 25:10.880]  and family call up and say man really sorry to hear that happen to you and I'm just sitting
[25:10.880 --> 25:17.360]  there going folks, the media didn't lie that bad five, ten years ago, they lied a lot but
[25:17.360 --> 25:22.440]  it was on key stories, now they lie almost about everything and if you don't know the
[25:22.440 --> 25:28.320]  back story then you can't analyze it and that's really why this show is so important because
[25:28.320 --> 25:33.760]  I'm so immersed in the news for 30 years, 28 years on air almost more now that I just
[25:33.760 --> 25:39.320]  had the background, the inside, I know the ongoing programs and I know the lies that
[25:39.320 --> 25:43.520]  they use to cover up those programs but I know the specifics, how they operate, how
[25:43.520 --> 25:50.000]  the spy networks operate and you know I've got contacts and people that have run these
[25:50.000 --> 25:54.080]  programs that give us information because they don't like what's happening and they
[25:54.080 --> 25:59.240]  resigned out of this and people always say oh you had that whistleblower on that exposed
[25:59.240 --> 26:04.440]  Wuhan, he had a top secret security clearance and ran these projects, why he's a deep state
[26:04.440 --> 26:10.520]  and Dr. Huff said yeah I am deep state and I'm an army veteran and I'm a patriot and
[26:10.520 --> 26:17.200]  I'm going public, what do you expect him to do, well we've got a lot of other whistleblowers
[26:17.200 --> 26:23.720]  and a lot of other people, I mean I've got one source who on record super highly decorated
[26:23.720 --> 26:28.760]  came up all the way through the military from the lowest levels to the highest levels and
[26:28.760 --> 26:34.200]  used to run major scyop campaigns and he doesn't give me the tales of those super secret
[26:34.200 --> 26:38.080]  scyop campaigns, I talked to people that know and they're like I ran major operations, he
[26:38.080 --> 26:41.560]  just sits there and says you're dead on here, you're dead on there, you're dead on here
[26:41.560 --> 26:45.800]  and he says we don't know how you know all this, you know something that only like top
[26:45.800 --> 26:51.880]  people know because that's all I do is study this and so what I'm telling the public is
[26:51.880 --> 26:57.280]  I don't need these sources, okay they can just verify my information because I'm already
[26:57.280 --> 27:02.440]  so immersed in it, I know the enemy battle plan and when you hear some of the callers,
[27:02.440 --> 27:06.480]  almost all the callers are amazing and teach me a lot, some callers a little bit goofy,
[27:06.480 --> 27:10.880]  nobody's perfect but you hear the callers and they know what's going on because you
[27:10.880 --> 27:16.120]  are immersed in this as well and what I'm saying is it's like becoming street wise,
[27:16.120 --> 27:20.160]  once you understand this there's no going back, once you've taken the red pill there's
[27:20.160 --> 27:24.320]  no going back so let me tell you what else is coming up, we've got the big giant budget
[27:24.320 --> 27:33.680]  in the fight between McConnell and with the Republican leader of the House as well, we're
[27:33.680 --> 27:40.960]  going to be breaking all of that down, we also have a lot of other news on this big
[27:40.960 --> 27:51.000]  super winter storm or what they're calling this winter vortex bomb which we're going
[27:51.000 --> 27:58.280]  to be going over quite a bit here today as well but I wanted before I get into all that
[27:58.280 --> 28:02.160]  and also clips of Trump, boy did he predict what would happen, they were able to throw
[28:02.160 --> 28:06.640]  him out of office, right before he left office we're going to play some of those clips coming
[28:06.640 --> 28:12.040]  up in the last segment of this hour and so much more but before I do that we're going
[28:12.040 --> 28:18.520]  to go to break and I'm going to come back and play a very important clip of a very respected
[28:18.520 --> 28:28.520]  scientist and medical doctor and pathologist, pathologist again decide how people live,
[28:28.520 --> 28:34.960]  how people die and they track what affects the body, coroners you name it, Dr. Ryan
[28:34.960 --> 28:42.280]  Cole and Dale Big Tree on what live blood does when the so called Pfizer and Moderna
