[00:00.000 --> 00:19.000]  Music
[20:53.340 --> 21:01.780]  can kill 15,000 people. A tsunami in the Pacific Ocean can kill 50,000 people. But
[21:01.780 --> 21:06.620]  then we just see the report and we move on a week later. With this event and this
[21:06.620 --> 21:12.280]  attack the leftists, the globalists, the social engineers are going to use those
[21:12.280 --> 21:20.200]  dear lives of those poor people who were snuffed out to try to wound what's left
[21:20.200 --> 21:27.560]  of our Republic and complete our journey into disarmament. And that's why we
[21:27.560 --> 21:36.020]  can't let this tragedy be used to destroy the country. You see the late
[21:36.020 --> 21:42.480]  night talk show host posing as news reporters, the Colbert's, the Kimmels,
[21:42.480 --> 21:49.600]  all of them, radicalize the alt-left. Then the alt-left goes out and kills
[21:49.600 --> 21:56.360]  you. Then their answer is gun control and they try to disarm you. It's really
[21:56.360 --> 22:00.480]  that simple. But if you just joined us we're gonna go through in the next
[22:00.480 --> 22:06.000]  segment all the eyewitness reports and more and we're gonna have clips of the
[22:06.000 --> 22:12.560]  experts going through what the best minds have put together on this. And that's
[22:12.560 --> 22:17.160]  that you had a bunch of people helping the shooter, if he was indeed the
[22:17.160 --> 22:22.560]  shooter, that he was not acting alone. That much we know. We have hotel
[22:22.560 --> 22:30.160]  receipts now that have been posted to infowars.com via Laura Loomer, the
[22:30.160 --> 22:34.960]  incredible investigative journalist who's in there via Twitter talking to the
[22:34.960 --> 22:39.960]  hotel employees and she's getting the whole scoop on how their SJWs, how
[22:39.960 --> 22:43.960]  they're anti-Trump, how they're working with the Southern Poverty Law Center, how
[22:43.960 --> 22:47.280]  they're doing fundraisers, how they're working with the Arab American groups. I
[22:47.280 --> 22:53.240]  mean this is official. This is their main push and how this guy was able to do
[22:53.240 --> 22:57.560]  whatever he wanted with 20-plus guns inside the building, 40-plus total.
[22:57.560 --> 23:02.440]  Explosives were now learning. Cameras inside the room, outside the room. Oh and
[23:02.440 --> 23:07.880]  they didn't call hotel security. Every major hotel's got cameras hidden in the
[23:07.880 --> 23:13.360]  hallways. A lot of casinos they've caught them with bugs in the rooms just to see
[23:13.360 --> 23:16.760]  what you're doing if they want to tune in and hear. That's come out. I mean they're
[23:16.760 --> 23:22.720]  the most surveilled place in the world other than say an NSA base. They're more
[23:22.720 --> 23:26.760]  surveilled than an airport. And this guy waltzes in. And what do we tell you
[23:26.760 --> 23:32.600]  Monday morning? I'd already gotten the calls Monday morning but then I confirmed
[23:32.600 --> 23:39.360]  directly with the source. With the hostage rescue team of the FBI. I wouldn't be
[23:39.360 --> 23:42.480]  surprised if they don't send the FBI over here to try to shake me down and give
[23:42.480 --> 23:45.480]  up my source, which I'm not gonna do. I'm protecting under the First Amendment.
[23:45.480 --> 23:49.480]  Despite what Obama tried to pull for eight years in prisoning people, you'll
[23:49.480 --> 23:55.560]  never get my source. But they know it's real. They know. They know our Secret
[23:55.560 --> 23:59.600]  Service sources are real. They know our information is real. That's why they hate
[23:59.600 --> 24:03.760]  us. Because we're a danger to the globalist. We'll report what good sources
[24:03.760 --> 24:08.840]  give us. We've gotten great info from this particular HRT source two other
[24:08.840 --> 24:15.120]  times, even though I know the source through other sources to be a good person.
[24:15.120 --> 24:18.640]  And there's other good people in there because they're the folks that actually do
[24:18.640 --> 24:22.480]  the killing, that actually do the rescuing, that actually do the work.
[24:22.480 --> 24:29.280]  They're not the little pinhead, pencil-pushing SJWs up above them. And they
[24:29.280 --> 24:34.720]  said they went in there and that guy was shooting at them and they shot him dead.
[24:34.720 --> 24:39.720]  That he didn't kill himself and that he'd wounded two cops. That later came out in
[24:39.720 --> 24:45.360]  the news. You heard it here first. He'd shot the cops going in first. Both of them
[24:45.360 --> 24:51.480]  wounded. Now the transcript tapes, you hear the shots and they say are those
[24:51.480 --> 24:57.040]  more shots fired. But the key is they said there was antifa literature all over
[24:57.040 --> 25:06.240]  the place. So much of it, it was almost like it was planted. And then there was
[25:06.240 --> 25:10.840]  photos of trips to the Middle East. And that's all I got. And then while it was
[25:10.840 --> 25:16.800]  on air, I got a text confirming the information yet again. And I told you
[25:16.800 --> 25:22.000]  that, that we need to have the police talk about was he radicalized. Because it
[25:22.000 --> 25:26.360]  took them three days after San Bernardino and later the FBI said we were
[25:26.360 --> 25:30.240]  ordered to say it was an Islamic and we're sick of it. Two years before we
[25:30.240 --> 25:35.040]  were watching the couple, she was going to Saudi Arabia. She was going to Pakistan.
[25:35.040 --> 25:39.120]  They were going and getting radicalized. She wasn't even born here. She wasn't
[25:39.120 --> 25:47.440]  even a citizen. He was a citizen. Wasn't born here. The memory serves. And we
[25:47.440 --> 25:51.160]  were ordered to cover that up. And when we wouldn't, they started a criminal
[25:51.160 --> 25:57.040]  DOJ, civil rights investigation of two federal marshals and an FBI agent. So
[25:57.040 --> 26:00.600]  they were watching this mosque because it was a radicalization center and you
[26:00.600 --> 26:04.000]  saw what happened. The neighbors wouldn't even report the bombs and the
[26:04.000 --> 26:07.000]  guns because they thought it was politically incorrect to do so. Plus
[26:07.000 --> 26:11.160]  they were probably scared. Major Hassan at Fort Hood, they wouldn't say it was
[26:11.160 --> 26:16.000]  an Islamic attack for almost four years. Same thing with all these other Army,
[26:16.000 --> 26:20.440]  Navy, Marine Corps, Recruiting Center attacks and the Pulse Night Club. It
[26:20.440 --> 26:25.760]  took them years in the case of Hassan and days and weeks in other cases. So
[26:25.760 --> 26:31.080]  we're not just going to sit here while he's attacking a group of Trump
[26:31.080 --> 26:35.440]  supporters as the left sees it. And the left celebrated this. They see country
[26:35.440 --> 26:39.080]  music folks as one monolithic grip of white people that like Trump, even though
[26:39.080 --> 26:42.360]  that's not even the case. Just like they said, Houston's all white and they hope
[26:42.360 --> 26:47.320]  everybody dies in mainstream news, even though it's 70% minority. That's how
[26:47.320 --> 26:58.560]  ignorant and racist and dumb with stereotypes the left is. And so you've
[26:58.560 --> 27:01.880]  got the target. That's your motive. Number one, then you got ISIS taking
[27:01.880 --> 27:05.040]  responsibility. They normally only take responsibility if they've done it.
[27:05.040 --> 27:10.760]  Even AP admits that. AP said it's rare for them to take credit for something
[27:10.760 --> 27:17.080]  they haven't done. And it all builds up and it looks just like him a few months
[27:17.080 --> 27:25.080]  before and an Antifa women's rally, women's March rally against Trump. And man,
[27:25.080 --> 27:28.440]  you look at that video from the side, you're not sure. But when they have a
[27:28.440 --> 27:33.240]  dead on shot of him, if it's not him, it's his twin brother. I mean, his brother
[27:33.240 --> 27:37.200]  doesn't look as much like him as this guy does. And his brother looks just like
[27:37.200 --> 27:40.760]  him just younger. Oh, by the way, the brother said he'd never do this. He's a
[27:40.760 --> 27:45.440]  great guy. He's wonderful. He's worked for, you know, clandestine type groups and
[27:45.440 --> 27:50.000]  stuff. Lockheed the skunk works. Oh, yeah, he's got all this money. He's traveled
[27:50.000 --> 27:57.120]  all over the world to either organize crime or a spook. And ladies and gentlemen,
[27:57.120 --> 28:01.680]  now his brother says, Oh, he did it. He acted alone. It's him. It's him. There's
[28:01.680 --> 28:05.280]  video of his brother. We'll play it when we come back. Oh, it's him. Of course he
[28:05.280 --> 28:12.320]  did it. Absolutely. His brother's done a 180 overnight. It's him. Shut it down. No
[28:12.320 --> 28:17.920]  more investigations. And you've got his brother, the one that's dead, wiring the
[28:17.920 --> 28:22.200]  money all over the place. The Philippines, you name it. This thing stinks to the
[28:22.200 --> 28:26.360]  heavens. We told you he'd probably be on drugs. We told you there'd be
[28:26.360 --> 28:32.320]  intelligence agency cutouts. We told you that they look for signs of radicalization.
[28:32.320 --> 28:36.400]  We told you look for other folks inside the rooms that it was really two rooms.
[28:36.400 --> 28:40.920]  All of it confirmed. How do you think we knew this? We didn't get it out of a
[28:40.920 --> 28:47.280]  crystal ball, folks. We have the sources. Choose to take control of your chemistry
[28:47.280 --> 28:53.480]  with survival shield X two and bio true selenium. This powerful combo is perfect
[28:53.480 --> 28:58.280]  for supporting your thyroid and health bio true selenium formula is far from
[28:58.280 --> 29:03.720]  synthetic and is made from a source of 100% organic mustard seed. Our super
[29:03.720 --> 29:08.760]  high quality nascent iodine is an essential mineral sourced of 99.99%
[29:08.760 --> 29:14.040]  ultra pure deep earth iodine crystals. This essential mineral is necessary in
[29:14.040 --> 29:18.920]  order to produce thyroid hormones which influence every cell tissue and organ in
[29:18.920 --> 29:23.200]  the body. With inadequate thyroid hormones you may experience slow metabolism,
[29:23.200 --> 29:29.640]  lethargy, weight gain, and overall brain fog. Survival shield X two and bio true
[29:29.640 --> 29:34.000]  selenium work together to support the systems in your body. Take control of
[29:34.000 --> 29:38.920]  your chemistry today with this super combo. Discover the power of survival
[29:38.920 --> 29:47.400]  shield X two and bio true selenium at info wars life.com enjoy all natural
[29:47.400 --> 29:51.360]  bath and beauty products with Emmerich's essentials. We are proud to bring you a
[29:51.360 --> 29:55.480]  collection of organic based household products at infowarstore.com
[29:55.480 --> 30:02.160]  including non-nano SPF 30 zinc oxide sunscreen, deat free herbal bug spray,
[30:02.160 --> 30:07.600]  concentrated peppermint mouthwash, unscented body wash, tea tree shampoo, and
[30:07.600 --> 30:12.000]  long lasting natural deodorant. Emmerich's essentials is free of chemicals and
[30:12.000 --> 30:15.720]  toxins that may harm your body. We carefully select pure and simple
[30:15.720 --> 30:20.640]  ingredients to create formulas that are certified USDA made with organic. Our
[30:20.640 --> 30:25.040]  mission is to offer you everyday organic household products to enhance your life.
[30:25.040 --> 30:29.800]  Truly feel the difference by going organic natural without compromising on
[30:29.800 --> 30:34.280]  quality. Feel good about using Emmerich's essentials. Start saving money and stop
[30:34.280 --> 30:38.960]  exposing yourself and your family to toxic ingredients. Visit infowarstore.com
[30:38.960 --> 30:42.920]  and learn more about the new Emmerich's essentials line of organic products.
[30:42.920 --> 30:48.040]  That's infowarstore.com. As most of you already know I am a voracious
[30:48.040 --> 30:52.720]  consumer of news and information and in the last four or five years doing more
[30:52.720 --> 30:56.880]  and more research I came across the fact that the elite establishment is
[30:56.880 --> 31:01.320]  fully aware of the fact that our ancient ancestors in many cases had much
[31:01.320 --> 31:05.840]  better nutrition than we do today and our ancient ancestors sought out the
[31:05.840 --> 31:10.160]  bones of the animals that they were hunting killing and then processing and
[31:10.160 --> 31:15.360]  so I set out to develop caveman but to not just have concentrated bone broth
[31:15.360 --> 31:21.200]  from chicken but seven other superfood ingredients known for cleansing and
[31:21.200 --> 31:25.840]  supercharging the body at the same time. Info wars isn't just fighting the
[31:25.840 --> 31:30.160]  globalist we're getting results and we're expanding in the face of the
[31:30.160 --> 31:35.440]  complete media assault and winning because of your support caveman is back
[31:35.440 --> 31:39.840]  in stock people absolutely love it so please secure your caveman today at
[31:39.840 --> 31:46.080]  infowarslife.com or by calling toll free triple a 2533139. It's not just our
[31:46.080 --> 31:49.560]  water we need to filter it's not just our food that needs to be cleaned it's the
[31:49.560 --> 31:53.760]  air we're breathing especially for our children. The artificial particulates
[31:53.760 --> 31:59.000]  of the chemicals is absolutely weighing down our immune systems. The same team
[31:59.000 --> 32:03.300]  based right here in America that brought you the Alexa pure groundbreaking
[32:03.300 --> 32:07.600]  water filtration systems have now developed Alexa pure breeze whether
[32:07.600 --> 32:11.760]  it's your home or office you owe it to yourself your co-workers your family your
[32:11.760 --> 32:16.160]  children to the best job you can to purify your air. The elite are masters
[32:16.160 --> 32:19.920]  at poisoning our environment while themselves doing things that mitigate
[32:19.920 --> 32:24.640]  or avoid most the toxic effects for themselves. The general public doesn't.
[32:24.640 --> 32:30.160]  The Alexa pure breeze would be a steal at $300, $400, $500. One of these systems can
[32:30.160 --> 32:34.280]  keep 800 square feet incredibly clean. This is a system I'm personally putting
[32:34.280 --> 32:38.400]  in throughout my house replacing older more expensive filters that didn't do as
[32:38.400 --> 32:45.560]  good a job. Find out why this system is so revolutionary today at infowarstore.com
[32:45.560 --> 33:04.240]  You're listening to the Alex Jones show.
[33:06.240 --> 33:12.600]  Big Brother mainstream media government cover-ups you want to stop
[33:12.600 --> 33:21.600]  tyranny? Well so does he. Live from the infowar.com studios it's Alex Jones.
[33:22.160 --> 33:28.320]  Now I want to just tell listeners and viewers something obviously everybody
[33:28.320 --> 33:33.880]  now recognizes that info wars broke the fact that the police are looking at
