[00:00:00.555 --> 00:00:01.135]  You've got it.
[00:02:11.358 --> 00:02:17.683]  Will airstrikes now be called in in England because the government resisted those protesters?
[00:02:17.683 --> 00:02:21.526]  Is that the new humanitarian move that we're going to see?
[00:02:22.867 --> 00:02:23.948]  Here's a headline, U.S.
[00:02:23.948 --> 00:02:33.215]  officials, Libyan operation could last for months, but when Gates was asked today on ABC's This Week, they said, will you say we'll be out by the end of the year?
[00:02:33.215 --> 00:02:35.877]  And he said, no, I can't say that.
[00:02:35.877 --> 00:02:38.019]  So we're going to be breaking all of that down.
[00:02:38.019 --> 00:02:44.483]  Also, Yemen militants seize control of weapons factory, but Yemen is a globalist ally.
[00:02:44.483 --> 00:02:46.625]  Will there be a bombardment there?
[00:02:46.625 --> 00:02:50.048]  Also, Hillary saying there won't be a strike on
[00:02:51.380 --> 00:03:12.718]  Damascus in Syria because they've got Western backed rebels there burning and blowing things up in the south of the country and they're saying no there won't be a bombardment of course they said a month ago there wouldn't be a bombardment of Libya so that probably means they're at least moving towards a bombardment normally they lie even when the truth would serve
[00:03:13.541 --> 00:03:13.861]  I think?
[00:03:42.099 --> 00:03:49.205]  That they will accept a humanitarian force when the UN comes in or NATO comes in and enslaves you.
[00:03:49.205 --> 00:03:50.646]  It's a humanitarian force.
[00:03:50.646 --> 00:03:53.069]  It's not a military force.
[00:03:53.069 --> 00:04:01.556]  Also, obviously, first when we come back in the next long segment, I'm going to be getting into the latest on Fukushima and the admitted cover up there.
[00:04:01.556 --> 00:04:05.900]  They were reporting 1,600 times safe levels earlier in the week.
[00:04:06.380 --> 00:04:20.752]  By Friday, it was 10,000 times safe levels confirmed, and then 10 million times safe levels was reported by the BBC, CNN, and a few hours later, the Japanese said, we're gonna retest and make sure that's right.
[00:04:20.752 --> 00:04:22.654]  They didn't really say that that was wrong.
[00:04:22.654 --> 00:04:26.617]  They just said, we're not sure about the number of 10 million.
[00:04:26.617 --> 00:04:28.619]  I'm a little skeptical of that too.
[00:04:28.619 --> 00:04:33.063]  This is not like it's a neutron star or something with 10 million times.
[00:04:35.125 --> 00:04:43.474]  I don't even believe that, but that's the type of stuff that their detectors are picking up, and they've been very secretive about that so far, and there's a lot of criticism on that front.
[00:04:43.474 --> 00:04:44.955]  Pray for the folks in Japan.
[00:04:44.955 --> 00:04:52.944]  And they are reporting radiation's made its way to Boston, Massachusetts, Las Vegas, Nevada, the whole U.S., and it's hit Europe.
[00:04:52.944 --> 00:04:53.805]  We'll be right back.
[00:04:53.805 --> 00:04:55.266]  Stay with us for more on that front.
[00:05:01.035 --> 00:05:04.996]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:05:04.996 --> 00:05:13.859]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:05:13.859 --> 00:05:18.480]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:05:18.480 --> 00:05:29.304]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:05:29.944 --> 00:05:39.446]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:05:39.446 --> 00:05:44.888]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:05:44.888 --> 00:05:52.369]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:05:52.369 --> 00:05:55.110]  That's www.silverlungs.com.
[00:06:00.239 --> 00:06:05.652]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:06:05.652 --> 00:06:07.938]  Because there's a war on for your mind.
[00:06:11.966 --> 00:06:16.809]  I want to turn to Japan now, where we have new developments this morning from that Fukushima power plant.
[00:06:16.809 --> 00:06:19.830]  Officials say the radiation level in contaminated water at the No.
[00:06:19.830 --> 00:06:25.293]  2 reactor is, get this, 10 million times higher than normal.
[00:06:25.293 --> 00:06:27.474]  Workers evacuated the building.
[00:06:27.474 --> 00:06:29.595]  Their work had to be put on hold.
[00:06:29.595 --> 00:06:36.699]  Also, officials are still trying to determine the relationship between contaminated water inside the plant and in seawater just offshore.
[00:06:37.555 --> 00:06:38.936]  Okay.
[00:06:38.936 --> 00:06:40.918]  Thank you for joining us, ladies and gentlemen.
[00:06:40.918 --> 00:06:59.015]  That was a clip from CNN this morning reporting 10 million times normal levels of radiation coming out of the destroyed and wrecked six-reactor facility at Fukushima in northeast Japan.
[00:06:59.958 --> 00:07:15.772]  BBC, Associated Press, Russia Today, they all reported 10 million times normal background radiation levels as put out by TEPCO, the Tokyo Power and Electric.
[00:07:15.772 --> 00:07:17.393]  Now let's go back.
[00:07:17.393 --> 00:07:20.035]  On Wednesday of last week, it was reported 1,600 times
[00:07:23.610 --> 00:07:23.790]  Say
[00:07:43.291 --> 00:07:44.272]  We're good to go.
[00:08:04.795 --> 00:08:23.102]  And we've also learned, and the Japanese have admitted they've been involved in a two week plus, we're now 16 days into this disaster, two plus weeks, that they have been covering up the real levels and only giving the public models, randomized models of what they think the radiation level might be.
[00:08:24.022 --> 00:08:36.005]  Now specifically, Geiger counters only pick up the base radioactivity, not the dozens and dozens of different deadly isotopes.
[00:08:36.005 --> 00:08:44.527]  The cesium, the different uranium, plutonium isotopes, the plutonium meltdown is so bad inside Reactor 3.
[00:08:45.427 --> 00:08:53.963]  That last week it's been blasting ion beams that can be read on spectrographs more than 10 miles away.
[00:08:55.447 --> 00:09:00.212]  And so they're just giving you basic background radiation levels, not rolling out all the data.
[00:09:00.212 --> 00:09:01.793]  We know the Japanese, the U.S.
[00:09:01.793 --> 00:09:03.975]  government, many other governments have.
[00:09:03.975 --> 00:09:05.837]  You have the big Pacific Fleet in the area.
[00:09:05.837 --> 00:09:06.978]  You have massive U.S.
[00:09:06.978 --> 00:09:12.683]  military, Army, Navy, Marine Corps bases in Japan, the huge bases in South Korea.
[00:09:12.683 --> 00:09:15.486]  You've got submarines, nuclear submarines all equipped.
[00:09:15.866 --> 00:09:16.727]  I don't think so.
[00:09:37.739 --> 00:09:43.103]  Sixteen days in, they will not give us a spectrograph of the radiation levels.
[00:09:43.103 --> 00:09:46.205]  They will not give us the specific isotopes.
[00:09:46.205 --> 00:09:48.566]  They just tell us, don't worry about it.
[00:09:48.566 --> 00:10:00.975]  And now it turns out more than half of the radiation monitoring systems have been turned off on the West Coast, and the federal government is in control of the others, basically whitewashing what's going on.
[00:10:00.975 --> 00:10:07.459]  And here's what people need to know in England, in the continent of Europe, in Iceland, where a week ago radiation hit.
[00:10:07.899 --> 00:10:16.490]  Already blown from Northeast Japan, across the Pacific, across North America, already reached Europe a week ago.
[00:10:16.490 --> 00:10:19.374]  And here are some of the headlines today.
[00:10:19.374 --> 00:10:26.003]  Boston Herald, low-level radiation found in Bay State rainwater, including in Boston.
[00:10:27.520 --> 00:10:29.142]  Here's another one.
[00:10:29.142 --> 00:10:31.965]  This is WRAL-TV.
[00:10:31.965 --> 00:10:33.046]  Progress Energy.
[00:10:33.046 --> 00:10:35.990]  Low levels of radiation detected in U.S.
[00:10:35.990 --> 00:10:37.832]  So they've got the power plants reporting.
[00:10:37.832 --> 00:10:42.677]  Very low levels of radioactive iodine-131 have been detected in the air throughout the U.S.
[00:10:42.677 --> 00:10:45.801]  as a result of nuclear leaks at Fukushima plant in Japan.
[00:10:45.801 --> 00:10:48.224]  Progress Energy officials said yesterday
[00:10:48.764 --> 00:10:53.029]  Iodine-131 is a form of radiation typically released in the air by nuclear reactors.
[00:10:53.029 --> 00:10:53.910]  Yeah, when they melt down.
[00:10:53.910 --> 00:10:56.332]  And it goes on from there.
[00:10:56.332 --> 00:10:57.093]  Here's another one.
[00:10:57.093 --> 00:10:59.075]  This is out of the Associated Press.
[00:10:59.075 --> 00:11:03.860]  Tiny amounts of radiation from Japan reach Nevada, but it's minuscule.
[00:11:03.860 --> 00:11:04.861]  Nothing to worry about.
[00:11:04.861 --> 00:11:07.644]  Yeah, the general background radiation is only up a little bit.
[00:11:08.044 --> 00:11:21.128]  But according to physicist after physicist after physicist, including the BBC's expert, Dr. Busby, a chemical physicist who studies specifically radiation danger, is on the big board for the European government.
[00:11:22.335 --> 00:11:22.555]  That's
[00:11:42.148 --> 00:11:49.671]  Red dirt that blows in from Mongolia out of China, across Japan, across the Pacific, comes in in Texas.
[00:11:49.671 --> 00:12:04.037]  We know that the dirty burning coal plants in China have been a big bone of contention with the EPA because we have clean coal systems, they don't, and the lead, the mercury, the arsenic blows in.
[00:12:04.037 --> 00:12:04.618]  It's all one world.
[00:12:05.698 --> 00:12:05.778]  And
[00:12:18.888 --> 00:12:19.428]  The coastline
[00:12:39.443 --> 00:12:50.312]  We're pushing one-child policies, global government, like Mombiot, come out and say that he's decided he likes nuclear power because of this disaster.
[00:12:50.312 --> 00:12:54.415]  Just in your face, throwing it in your face, telling you it's good for you.
[00:12:54.415 --> 00:13:03.362]  Obviously, a week after the 1986 Chernobyl disaster, yellow rain fell, in some cases 500 miles away or more.
[00:13:05.143 --> 00:13:10.005]  And the Russian government told the population that it was good for them and that it was pollen.
[00:13:10.005 --> 00:13:16.868]  The same yellow rain's been following in many areas of Japan and around Fukushima as far south as Tokyo.
[00:13:16.868 --> 00:13:20.670]  And again, they've been told it is good for them, that it is pollen.
[00:13:21.670 --> 00:13:35.067]  Even though it's not even that season in Japan so the same story just a different country that we see that happening yet again I want to get your take on this but
[00:13:36.212 --> 00:13:41.397]  Look, they confirmed 1,600 times Wednesday, safe levels.
[00:13:41.397 --> 00:13:44.921]  Friday, it was 10,000 times confirmed.
[00:13:44.921 --> 00:13:48.445]  10 million times, CNN, AP.
[00:13:48.445 --> 00:13:53.830]  I'm going to tell you that, you know, first they announced that, the Japanese government, and then via
[00:13:54.771 --> 00:14:04.873]  A communique they were given by Tokyo Power and Electric, and we've had a bunch of their engineers go public, that's in my stack of news, saying, yes, we covered this up, yes, it's been a cover-up.
[00:14:04.873 --> 00:14:16.076]  You've had the head of the plant now, nine days ago, Friday before last, go public and said there was a cover-up and break down crying.
[00:14:16.076 --> 00:14:23.118]  But I have to say, look, 10,000 times safe levels is enough to kill you, according to the nuclear physicists and other people we've interviewed.
[00:14:23.900 --> 00:14:27.441]  And again, the chemical physicist we've interviewed.
[00:14:27.441 --> 00:14:33.742]  10 million times, I did some checking, and it looks like that's what comes out of a neutron star.
[00:14:33.742 --> 00:14:44.184]  And if you were flying by in a spaceship past a standard neutron star and got within just a million miles of it or so, no matter what shielding you had, the neutrons would go right through it and kill you deader than a hammer.
[00:14:44.184 --> 00:14:50.726]  So I have a big problem believing that the radiation coming out of Fukushima is 10 million times.
[00:14:52.133 --> 00:14:56.616]  I don't think that's possible, but I'm going to get some nuclear physicists on in the next few days to ask them about that.
[00:14:56.616 --> 00:14:59.598]  Now, they haven't fully retracted it.
[00:14:59.598 --> 00:15:02.680]  They put that out Saturday in Japan.
[00:15:02.680 --> 00:15:04.161]  Today, our media ran with it.
[00:15:04.161 --> 00:15:13.948]  A few hours later, the LA Times was the first to get the news out of the Kyoto paper that, well, they're not retracting it, but they don't believe that's right, and they're going to retest.
[00:15:14.943 --> 00:15:27.625]  Well, the problem is, the Japanese on Thursday of last week, the Japanese government admitted that they hadn't been issuing in the two states or prefectures in and around Fukushima.
[00:15:27.625 --> 00:15:34.206]  And we noticed this on their official government maps, a week and a half in, they would never put out the radiation numbers in those two key areas.
[00:15:34.206 --> 00:15:38.187]  Oh, they'd show it to the south in Tokyo, or they'd show it to the north.
[00:15:38.187 --> 00:15:41.388]  But they would never, which were very high levels, but they wouldn't show it there.
[00:15:41.388 --> 00:15:43.528]  They kept saying, we're collating, we're still gathering.
[00:15:44.631 --> 00:15:51.805]  So, they now admit it was much higher than they first said, but 10,000 times 10 million, whatever.
[00:15:51.805 --> 00:15:53.428]  It'll all kill you.
[00:15:53.428 --> 00:15:56.894]  Many experts think a lot of these folks that have been in the plant will die within a few months.
[00:16:01.713 --> 00:16:05.737]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:16:05.737 --> 00:16:08.981]  This is our last chance to not relive history.
[00:16:08.981 --> 00:16:13.766]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:16:13.766 --> 00:16:20.172]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:16:20.172 --> 00:16:22.395]  I think it's incumbent upon all of us
[00:16:22.935 --> 00:16:23.235]  Tim Geithner?
[00:16:23.235 --> 00:16:23.756]  Bernanke?
[00:16:23.756 --> 00:16:24.416]  They're arsonists!
[00:16:24.416 --> 00:16:25.697]  They're asking for more matches!
[00:16:25.697 --> 00:16:27.939]  And the Congress is saying, who do we make the check out to?
[00:16:41.829 --> 00:16:49.111]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the republic.
[00:16:49.111 --> 00:16:58.214]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[00:17:00.216 --> 00:17:04.779]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:17:04.779 --> 00:17:05.680]  Number 1.
[00:17:05.680 --> 00:17:09.102]  New climate legislation could easily double or triple your electric bill.
[00:17:09.102 --> 00:17:09.963]  Number 2.
[00:17:09.963 --> 00:17:14.866]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:17:14.866 --> 00:17:15.606]  It's true.
[00:17:15.606 --> 00:17:20.470]  Total government control of electricity in the name of smart grid technology is coming.
[00:17:20.470 --> 00:17:21.310]  Number 3.
[00:17:21.310 --> 00:17:24.892]  In some areas of the country, the power grid is dangerously overloaded.
[00:17:24.892 --> 00:17:28.595]  And now, new socialist legislation is only compounding the problem.
[00:17:28.795 --> 00:17:29.596]  Number 4.
[00:17:29.596 --> 00:17:32.358]  Dangerous weather is always a threat to local grids.
[00:17:32.358 --> 00:17:36.041]  Every year, thousands of families lose their power from weather-related outages.
[00:17:36.041 --> 00:17:36.822]  Number 5.
[00:17:36.822 --> 00:17:40.966]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:17:40.966 --> 00:17:45.730]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:17:46.010 --> 00:17:50.194]  You can get more information at www.mysolarbackup.com.
[00:17:50.194 --> 00:17:51.976]  That's mysolarbackup.com.
[00:17:51.976 --> 00:17:54.218]  Remember, the government doesn't own the sun.
[00:17:54.218 --> 00:17:56.740]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:17:56.740 --> 00:17:57.200]  A very wealthy U.S.
[00:17:57.200 --> 00:18:00.463]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:18:08.190 --> 00:18:10.752]  He says it will change everything about our lives.
[00:18:10.752 --> 00:18:16.135]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:18:16.135 --> 00:18:19.177]  Now, this man has made some outrageous predictions over the years.
[00:18:19.177 --> 00:18:21.478]  The crazy part is, he's usually right.
[00:18:21.478 --> 00:18:27.742]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:18:27.742 --> 00:18:31.124]  In fact, Barron's called his work a dire prophecy.
[00:18:31.124 --> 00:18:32.505]  Recently, he created a video
[00:18:32.645 --> 00:18:32.885]  We're good.
[00:19:01.132 --> 00:19:08.176]  Alex has told you that the Mideast uprisings over food prices and shortages caused by fuel costs are spreading worldwide.
[00:19:08.176 --> 00:19:10.837]  We're seeing the impact right here in the United States.
[00:19:10.837 --> 00:19:19.882]  Ethanol that was supposed to reduce petroleum use and fuel prices hit a 30-month high in February, and pump prices are expected to reach $5 a gallon.
[00:19:19.882 --> 00:19:28.146]  Because of shipping costs, food is being priced out of the reach of millions of Americans, with an expected 35% jump in the next 60 days.
[00:19:28.146 --> 00:19:28.746]  Move quickly!
[00:19:28.766 --> 00:19:29.086]  I think so.
[00:20:01.365 --> 00:20:04.976]  Coast to Coast, direct from Austin.
[00:20:04.976 --> 00:20:08.186]  You're listening to the Alex Jones Broadcasting Network.
[00:20:13.544 --> 00:20:18.507]  Defending the Republic from enemies foreign and domestic.
[00:20:18.507 --> 00:20:21.389]  It's Alex Jones.
[00:20:21.389 --> 00:20:25.551]  That's right my friends, thank you for joining us on this Sunday edition.
[00:20:25.551 --> 00:20:27.752]  We're here every Sunday 4 to 6 p.m.
[00:20:27.752 --> 00:20:30.854]  all time central back Monday through Friday 11 a.m.
[00:20:30.854 --> 00:20:31.494]  to 2 p.m.
[00:20:31.494 --> 00:20:33.896]  again all time central standard time.
[00:20:34.676 --> 00:20:36.957]  Here's the toll-free number to join us today.
[00:20:36.957 --> 00:20:45.680]  Obviously, I want to get into the economy, what's happening in Libya right now, and it's now admitted that the West basically stirred this up.
[00:20:45.680 --> 00:20:50.001]  I'm no fan of Muammar Gaddafi, but now it's all over the news.
[00:20:50.001 --> 00:20:54.242]  New York Times, London Telegraph, Fox News.
[00:20:54.242 --> 00:20:56.063]  Why are we helping al-Qaeda?
[00:20:56.063 --> 00:21:01.385]  Because it is al-Qaeda, out of Saudi Arabia, on record,
[00:21:02.489 --> 00:21:18.596]  That is inside the east of Libya running these attacks and they're now taking more cities from Muammar Gaddafi who in the last six years signed peace deals with the US, with Europe, with England and has been caught you know in public events hugging Obama
[00:21:19.156 --> 00:21:32.726]  Hugging Nicolas Sarkozy of France, hanging out with Merkel, hanging out with the Italian President, hanging out with the last two British Prime Ministers who sold him these weapons.
[00:21:32.726 --> 00:21:36.889]  The point is, he made a deal with them, and you see how he gets treated for that.
[00:21:36.889 --> 00:21:40.852]  And they lied about him running to Venezuela, they lied about him strafing crowds.
[00:21:40.852 --> 00:21:42.913]  The point is, they've lied about all this.
[00:21:42.913 --> 00:21:47.917]  And so some people are cheering this and very excited about it, but it sets a precedent
[00:21:48.686 --> 00:21:49.547]  We're good to go.
[00:22:10.051 --> 00:22:13.134]  Over $2 trillion of oil conservatively in Libya.
[00:22:13.134 --> 00:22:20.079]  And that's a big part of it, but it's also part of a larger destabilization campaign that we warned you about years ago.
[00:22:20.079 --> 00:22:24.303]  And so we've been manipulated into this situation.
[00:22:24.303 --> 00:22:28.426]  Obama didn't ask the Congress for approval, even though that's the law.
[00:22:28.426 --> 00:22:31.909]  It is an impeachable offense, as Ron Paul and others have rightly said.
[00:22:31.909 --> 00:22:38.035]  I mean, I was no fan of what George Bush did with those illegal wars, but he at least went to Congress and got a resolution for force.
[00:22:38.735 --> 00:22:42.700]  Obama didn't even consult back two weeks ago.
[00:22:42.700 --> 00:22:50.509]  He didn't even consult when they had that UN resolution, and within less than 48 hours, within a day and a half, the bombardment began.
[00:22:50.509 --> 00:22:54.533]  So the UN says, do it, and Obama says, you said jump, how high?
[00:22:55.154 --> 00:22:59.855]  And that's basically what happened, and now he's briefing Congress.
[00:22:59.855 --> 00:23:19.819]  Well, George Bush put an executive order on the books, Obama reauthorized it, one of his first acts when he got into power two years ago, to allow the suspension of Congress and the entire suspension of government for any emergency including economic or any other designated by the President, and for six months the Congress has no authority.
[00:23:20.399 --> 00:23:22.060]  Now that is tyranny.
[00:23:22.060 --> 00:23:23.801]  That's what a tyrant does.
[00:23:23.801 --> 00:23:25.541]  And it was widely covered.
[00:23:25.541 --> 00:23:27.422]  And it's still ongoing.
[00:23:27.422 --> 00:23:30.984]  And so, just like a year and a half ago when he became the first sitting U.S.
[00:23:30.984 --> 00:23:32.565]  President to be the head of the U.N.
[00:23:32.565 --> 00:23:36.207]  Security Council, violating Article 1, Section 9 of the Constitution.
[00:23:36.207 --> 00:23:38.848]  See, I said I would get into Libya later.
[00:23:38.848 --> 00:23:40.188]  I'm already doing it.
[00:23:40.188 --> 00:23:43.430]  But I've got a big stack of reports here I want to go over.
[00:23:43.430 --> 00:23:45.171]  And I want to get your take on the Fukushima
[00:23:45.791 --> 00:23:46.672]  I don't know.
[00:24:00.760 --> 00:24:02.882]  I mean, if it was putting out that, we'd all be dead.
[00:24:02.882 --> 00:24:04.744]  I mean, it just, it's not true.
[00:24:04.744 --> 00:24:06.145]  I don't believe it.
[00:24:06.145 --> 00:24:20.319]  But confirmed, confirmed 10,000 times safe levels up from 1,600 on Wednesday, 10,000 times on Friday, and then Saturday they said 10 million times.
[00:24:20.319 --> 00:24:22.420]  But the point is, we know there's been a cover-up.
[00:24:23.081 --> 00:24:30.967]  We know the radiation has reached Europe, blowing over the entire Pacific, over North America, and coming to the United States.
[00:24:30.967 --> 00:24:40.434]  Also, they're now reporting that the MOX plutonium-based reactor that blew up spectacularly three days into the disaster two weeks ago,
[00:24:41.355 --> 00:24:52.000]  Or right at two weeks ago, two weeks ago tomorrow, that blew up on Monday morning with that big black mushroom cloud spraying spent fuel rods everywhere that were stored on top of the building.
[00:24:52.000 --> 00:24:59.603]  We know that now that did, they admit, damaged the reactor seal with a really nasty live plutonium and uranium, and that is leaking out.
[00:25:00.043 --> 00:25:01.685]  And it is melting down.
[00:25:01.685 --> 00:25:07.690]  And three of the other reactors, that's a total of four, have melted down or partially melted down and are smoking.
[00:25:07.690 --> 00:25:08.951]  And it's getting worse and worse.
[00:25:08.951 --> 00:25:14.636]  And the Japanese are all over the news admitting total meltdown could occur at one or more reactors.
[00:25:14.636 --> 00:25:20.101]  And they keep having to pull the emergency personnel back because the radiation is so high it's a suicide mission.
[00:25:20.882 --> 00:25:22.844]  And so this thing is far from over.
[00:25:22.844 --> 00:25:27.470]  In fact, it's deteriorating very, very quickly, and the cover-up has imploded.
[00:25:27.470 --> 00:25:33.617]  Now going back nine days ago, when the head of the plant broke down crying and said, we covered up.
[00:25:33.617 --> 00:25:34.618]  This is going to kill people.
[00:25:35.999 --> 00:25:43.042]  But the average American cares about the NCAA, I guess, and that's why the globalists think that they're allowed to get away with this.
[00:25:43.042 --> 00:25:51.006]  But I want to open the phones up with a smattering of key news throughout the rest of the broadcast in the hour and 35 minutes we've got left here.
[00:25:51.006 --> 00:25:52.567]  The toll-free number to join us is 877-789-ALEX.
[00:25:52.567 --> 00:25:52.647]  877-789-2539.
[00:25:52.647 --> 00:25:53.207]  And you know what?
[00:25:53.207 --> 00:25:54.808]  I'm doing something today different.
[00:25:54.808 --> 00:25:56.368]  First-time callers only.
[00:26:05.033 --> 00:26:08.233]  If you're calling from anywhere in the world but Japan.
[00:26:10.029 --> 00:26:23.253]  First-time callers only, unless you're calling from Japan, or if you're calling from Libya, or if you're calling from Egypt, and you've called before, you're welcome to try to get in.
[00:26:23.253 --> 00:26:27.475]  877-789-2539, just put in your country code, you should be able.
[00:26:27.475 --> 00:26:31.056]  Actually, they can't usually get in unless they're calling on Skype on the toll-free number.
[00:26:31.056 --> 00:26:37.338]  Will you guys later give me the toll line so folks are able to get in from overseas, or is it one of those on the screen there?
[00:26:38.654 --> 00:26:52.358]  So that number okay your country code and then dial 5 1 2 6 4 6 1776 that's for folks in the Middle East North Africa or from Japan Oh Radiations also hit China.
[00:26:52.358 --> 00:26:57.479]  I forgot to mention that the winds not even blowing that way, but they've got higher levels of radiation hitting them there 5 1
[00:26:59.480 --> 00:26:59.820]  to you.
[00:27:23.443 --> 00:27:26.824]  Radiation spreads as crisis likely to continue for a long time.
[00:27:26.824 --> 00:27:29.826]  That's out of Tokyo, being reported on in China.
[00:27:29.826 --> 00:27:38.789]  Low levels of radioactive material, iodine-131, were detected Saturday in the Heilongjiang province, north of Beijing.
[00:27:38.789 --> 00:27:47.813]  China's National Nuclear Emergency Coordination Committee said the radioactive material was likely to have come from the tsunami-damaged Fukushima nuclear plant in Japan.
[00:27:47.813 --> 00:27:48.373]  Really, you think so?
[00:27:49.710 --> 00:27:55.992]  And of course, we never hear anything about what happened two weeks ago, just a couple days into the Fukushima situation.
[00:27:55.992 --> 00:28:04.954]  A big plant up in Canada, bordering one of the big Great Lakes, released a bunch of radioactive isotopes into the lake, but said, don't worry about it.
[00:28:04.954 --> 00:28:05.854]  Don't worry about it.
[00:28:05.854 --> 00:28:07.455]  It's no big deal.
[00:28:07.455 --> 00:28:10.735]  You know, radiation's good for you.
[00:28:10.735 --> 00:28:16.637]  The reason I said Egyptians are welcome to call in, I have the Financial Times of London and Associated Press here.
[00:28:18.639 --> 00:28:23.182]  And they report Egyptian government bans protest.
[00:28:23.182 --> 00:28:31.947]  Oh, the people that run our country, who care less about our free market, or the average American's interests, but wrap all their police state wars in the flag.
[00:28:31.947 --> 00:28:37.050]  They told us they were overthrowing their formerly backed dictator, Hussein Mubarak.
[00:28:37.050 --> 00:28:39.271]  By the way, he was against attacking Iran or Libya.
[00:28:39.271 --> 00:28:42.293]  Had to get that duck lined up, bordering Libya.
[00:28:42.293 --> 00:28:47.556]  Now they've banned all protests, but it's confirmed they are beating and raping the women and killing the men.
[00:28:48.616 --> 00:28:55.406]  Will there be an invasion of our little ally with the new puppets of Egypt?
[00:28:55.406 --> 00:28:56.788]  Don't hold your breath.
[00:28:56.788 --> 00:28:58.811]  We'll be back with your calls and a lot more.
[00:29:04.654 --> 00:29:05.914]  Tyranny is here.
[00:29:05.914 --> 00:29:09.776]  The grim future foretold in 1984 has become reality.
[00:29:09.776 --> 00:29:12.076]  It really says that the state is God.
[00:29:12.076 --> 00:29:17.938]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:29:17.938 --> 00:29:24.180]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:29:24.600 --> 00:29:30.585]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:29:30.585 --> 00:29:34.768]  Police State 4 chronicles the sickening depth to which our republic has fallen.
