[00:00.000 --> 00:11.000]  Waging War on Corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[06:07.000 --> 06:16.000]  I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors, in many cases, had much better nutrition than we do today.
[06:16.000 --> 06:23.000]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[06:23.000 --> 06:36.000]  And so I set out to develop Caveman, but to not just have concentrated bone broth from chicken, but seven other superfood ingredients known for cleansing and supercharging the body at the same time.
[06:36.000 --> 06:47.000]  Info wars isn't just fighting the globalist. We're getting results and we're expanding in the face of the complete media assault and winning because of your support.
[06:47.000 --> 06:59.000]  Caveman is finally back at the info war store. You can get 25% off the regular price for a limited time only at infowarslife.com or by calling toll free triple A, two, five, three, three, one, three, nine.
[06:59.000 --> 07:10.000]  A new shipment of bio truth selenium is now available at infowarslife.com. We've been sold out for months. Our one of a kind info wars life bio truth selenium formula is now back in stock at infowarslife.com.
[07:10.000 --> 07:18.000]  This is the true selenium formula that has rocked the nutraceutical industry to its core. Nearly every other selenium supplement on the market is produced with synthetic selenium.
[07:18.000 --> 07:31.000]  The bio truth selenium is made from a source of 100% organic mustard seed. The effects of the essential trace mineral selenium are well known from supporting the thyroid plan and immune system to DNA production and eyesight.
[07:31.000 --> 07:39.000]  Bio truth selenium is also the perfect supercharger to survival shield X2 nascent iodine as both help support a healthy thyroid and many other systems.
[07:39.000 --> 07:53.000]  Visit infowarslife.com to order your bottle of bio truth selenium before we sell out again. That's infowarslife.com to secure your selenium and other key products that don't only help yourself and your family but also fund our operation against the globalist A360 wind.
[07:53.000 --> 08:09.000]  We didn't ask for this fight but we're in this fight. This is the time to support info wars. That's infowarslife.com.
[08:23.000 --> 08:52.000]  The gravity of where this country and this world is. I don't think I'd tell anybody watching or listening that we are in a group of cascading crises globally that are only intensifying and the special interest running our world
[08:52.000 --> 09:03.000]  seem to be asleep at the switch just busily stealing as much resources as they can and then arrogantly walking around talking about how powerful and invincible they are.
[09:03.000 --> 09:11.000]  The stuff that failure is made of pride goes before a fall.
[09:11.000 --> 09:32.000]  A fool is set in his heart. There is no God but me paraphrase the Bible. Let me just get right to it. We have watched and chronicled most prominent rock stars hip hop people.
[09:32.000 --> 09:48.000]  Hollywood types making vicious anti-Trump statements, anti-conservative statements, anti-American statements, cheerleading our economy falling apart, cheerleading the agenda to restart the economy fail,
[09:48.000 --> 10:10.000]  attacking Trump's children, grandchildren, and calling for his death and then having articles every time I cover it in the same publications that call for rioting and call for the president's death Newsweek time.
[10:10.000 --> 10:18.000]  They will then say I'm insane. No one has said that and then not show where they said it a month or two before.
[10:18.000 --> 10:27.000]  Now think of how they sit there as known inverters of logic and truth and lie to you just last week.
[10:27.000 --> 10:40.000]  August 4th, deep state is going to kill the president. Alex Jones claims it goes on to say with no proof, Jones says that there is a plan to kill the president.
[10:40.000 --> 10:50.000]  But then they linked articles saying Jones actually says kill Democrats with no video, no proof. Just total lies. Just in Newsweek, Jones is a liar.
[10:50.000 --> 11:04.000]  He says kill Democrats, kill more Democrats is the quote. And it's a group of authors that then linked to each other stories.
[11:04.000 --> 11:18.000]  It's incredible. Now the reason I raise this is you had two weeks ago, Brennan coming out and saying, you know, there's already a plot going, not impeachment, but to suddenly remove the president.
[11:18.000 --> 11:25.000]  And then you've got Al Gore on Late Late Show three days later saying, oh, we're just going to remove him by part of something that's all work together.
[11:25.000 --> 11:32.000]  Same thing Brennan said, former head of the CIA, the guy that arrogantly said, watch your mouth.
[11:32.000 --> 11:44.000]  And there's Clapper, former head of all intelligence who illegally spied and lied to Congress and all this agreeing with him saying, yes, yes, this is happening and Blitzer's totally freaked out.
[11:44.000 --> 11:51.000]  Because I mean, he's been an Israeli intelligence for 40 something years. I mean, he's a spy. He's a leftist Israeli operative.
[11:51.000 --> 12:00.000]  He knows how serious it is to be discussing coup plans in public. He just he doesn't even know how to speak. He tries to correct them.
[12:00.000 --> 12:06.000]  And they say, no, no, Wolf, we're doing this. We're moving now outside of law.
[12:06.000 --> 12:11.000]  We are going to ignore his orders and we're going to remove it. And the plan is already in motion in the next few months.
[12:11.000 --> 12:18.000]  I'm not going to play the clip again. I've already played it like 10 times. I'm going to play the new clip right now.
[12:18.000 --> 12:30.000]  Because there's so many of these. I've got a compilation and we're going to play a little bit later where they have not your average CIA person, but Philip Mudd.
[12:30.000 --> 12:47.000]  You want to go down a rabbit trail? There's all sorts of investigations and criminal investigations and lawsuits. This guy is the guy that ran the CIA torture operations.
[12:47.000 --> 12:51.000]  The mind control operations, all of it.
[12:51.000 --> 12:56.000]  When I say ran a liaison in the middle of all of it.
[12:56.000 --> 13:04.000]  Just type in his name. It's all over the news. A huge scandal on and on and on.
[13:04.000 --> 13:17.000]  Then he sent in by Obama to take over the FBI and to put the CIA in every department and start running operations against the FBI.
[13:17.000 --> 13:25.000]  Oh, but they spin that that he was the director of their counterterrorism division.
[13:25.000 --> 13:34.000]  And it goes on and on. So this guy goes on CNN and says the deep state is going to kill this guy.
[13:34.000 --> 13:40.000]  The quote is the government's going to kill this guy.
[13:40.000 --> 13:49.000]  I mean the incredible arrogance of Brennan saying you better watch your mouth to President-elect and then couldn't believe it.
[13:49.000 --> 13:56.000]  When Trump fired him, he said I can't believe it. He said I thought it was a joke.
[13:56.000 --> 14:07.000]  Clapper, all these guys are are arrogant because they own America. They run America. They get money from Saudi Arabia.
[14:07.000 --> 14:13.000]  They open the borders. They take Muslims off the terror list and don't let the FBI investigate them under Mueller.
[14:13.000 --> 14:19.000]  And it's still basically that way. And Trump's trying to change it. And Schumer says, oh, Trump's going to get in trouble.
[14:19.000 --> 14:23.000]  We've been spying on him. The intelligence community has seven ways this Sunday to bring you down.
[14:23.000 --> 14:31.000]  Oh, but nobody's planning to bring the president down. Now they've got.
[14:31.000 --> 14:38.000]  They've got one of the real nasties. Again, he doesn't torture people to death.
[14:38.000 --> 14:48.000]  He doesn't bury people alive. He has people do it. And they have CIA psychiatrists that then carry it out.
[14:48.000 --> 14:53.000]  I wonder what Dr. Pocena can tell us about stuff like that.
[14:53.000 --> 14:57.000]  But he'd tell you there's much better ways to get things out of people than doing that.
[14:57.000 --> 15:06.000]  But see, it's so much fun, though, and it's so powerful when you're somebody like Mr. Mudd.
[15:06.000 --> 15:10.000]  I need to say your name is Mudd with us, sir.
[15:10.000 --> 15:17.000]  I mean, you people are crazy. You're on television saying there's a plot to kill the president.
[15:17.000 --> 15:24.000]  We're going to play the clip. And then I started searching. You're all over the place as a CNN employee.
[15:24.000 --> 15:40.000]  Open your mouth off about how you're going to physically assault Congressman Gotti.
[15:40.000 --> 15:45.000]  It's incredible. It's amazing. It's over the top.
[15:45.000 --> 15:54.000]  The Secret Service visited Pastor Brown after he met with the president and senior members of Congress that told him there is a plan to kill the president.
[15:54.000 --> 15:58.000]  When he first came on, they just said remove him suddenly. He talked to his congressional source.
[15:58.000 --> 16:05.000]  They said, no, no, no, no, they mean kill. Yes, when they say suddenly without warning, neutralize is the word they use.
[16:05.000 --> 16:10.000]  Yes, neutralize means kill. I want to get him back on Sunday if we can.
[16:10.000 --> 16:19.000]  The Sunday broadcast. They send the Secret Service to him and kind of acted like maybe he was bad.
[16:19.000 --> 16:30.000]  The Secret Service isn't going to go talk to Mr. Mudd because this is the new deep state royalty.
[16:30.000 --> 16:35.000]  I mean, he can go on CNN. We're getting ready to kill the president.
[16:35.000 --> 16:44.000]  I'm going to be honest with you. I'm so upset by this, but as an American, my brain instantly when I saw this went into modes.
[16:44.000 --> 16:50.000]  It's never even been into. I mean, I was it was like understanding. I'm not even angry at this guy.
[16:50.000 --> 16:53.000]  I was realizing something has to be done to these people.
[16:53.000 --> 16:58.000]  And now I mean, they need to be getting swat teamed today.
[16:58.000 --> 17:04.000]  They need to get their ass hauled up in front of a grand jury indicted and sent to Leavenworth.
[17:04.000 --> 17:13.000]  I mean, this is a third world countries don't act like this. This is this is crazy.
[17:13.000 --> 17:22.000]  The hubris, the arrogance, the bravada, the danger of a senior CIA guy controlled by the Clintons and Mueller.
[17:22.000 --> 17:29.000]  And they are so incensed and so getting ready and plotting to kill the president that they probably trying to kill him every day.
[17:29.000 --> 17:31.000]  They're trying to poison his food. You know it.
[17:31.000 --> 17:37.000]  And they're on television with the ongoing coup plan build up to it.
[17:37.000 --> 17:45.000]  And by the way, the Americans think you're going to sit around and eat popcorn when all this goes down.
[17:45.000 --> 17:50.000]  It's going to implode the economy and they're going to go for broke. You can't just say you're going to kill the president.
[17:50.000 --> 17:54.000]  Here's the takeaway. They're saying they're going to kill the president in the open.
[17:54.000 --> 18:02.000]  This was all staged because they need to get it green lighted because they're getting in trouble getting it lined up inside the government because there's a civil war going on.
[18:02.000 --> 18:11.000]  Like on the deck of the ship mutiny on the bounty people decide on which side of the ship they're going to go to.
[18:11.000 --> 18:27.000]  Well, I know which side the Constitution, the Bill of Rights, the election we had, the honor and the duty and the courage of Trump to absolutely bulldogedly ignore the attacks and the lies and the disinformation and the death threats.
[18:27.000 --> 18:33.000]  I am not just going to continue to pledge that I'm standing with Donald Trump in this Republic.
[18:33.000 --> 18:43.000]  I am honored and just embarrassed of myself that a few times I thought, should I a little bit halfway hedge my bet?
[18:43.000 --> 18:50.000]  Because who knows what's going on in this whole operation. They could dig something up or make something up and then it'll fall back and look bad on me.
[18:50.000 --> 18:55.000]  And I'm like, no, I'm 100% totally in. This is what we're made for.
[18:55.000 --> 19:13.000]  Skip the spring. We are designed to have clear cut decisions of good versus evil like this. And if folks don't pick the right side, it is so dishonorable, but you're also missing out on being able to really be involved in the retaking of this country.
[19:13.000 --> 19:28.000]  Because let me give you the big news, folks. We are winning. They could kill Trump. They can kill me. And believe me, if they take Trump out, they're going to come after everybody.
[19:28.000 --> 19:37.000]  Everybody's got to be ready. And I'll tell you, we don't need to go on the run. That's all I'm going to say.
[19:37.000 --> 19:44.000]  I'm not going to have to come looking for me to kill the president. And I'm mean it. I'm done.
[19:44.000 --> 19:52.000]  So that's what it is right now with you people.
[19:52.000 --> 19:59.000]  These people are unbelievable criminals. I mean, my God, they are on TV saying they're going to beat up Gowdy.
[19:59.000 --> 20:10.000]  Clinton thugs. And so many people they've killed in the investigations. So many people that are just little people that saw something or heard something.
[20:10.000 --> 20:17.000]  Just to make sure that it's clean, they kill them. Mothers, fathers, young people, children.
[20:17.000 --> 20:24.000]  Oh, you see a CIA plane come in with drugs, kill the 12 and 13-year-old boys, put their bodies on the railroad tracks. Why? They didn't do anything.
[20:24.000 --> 20:32.000]  You ran the whole sheriff's department, the whole police department. You just killed them because you got people on staff that just want to kill a couple little kids.
[20:32.000 --> 20:43.000]  That's who you are. And as we all know in this life, when things come to this type of level, we're going to find out who everybody is.
[20:43.000 --> 21:05.000]  And notice you reap what you sow. Hillary Clinton, Philip Mudd, a disgrace to this country.
[21:05.000 --> 21:16.000]  And our media, which is globalist, run complete fake news, is siding with North Korea on CNN, the Washington Post, like Trump is ratcheting things up.
[21:16.000 --> 21:20.000]  And Trump just said he's locked and loaded and may primitively strike.
[21:20.000 --> 21:27.000]  Trump's quote was if they do anything unwise and attack us.
[21:27.000 --> 21:37.000]  But again, everything is misrepresented because we've got globalists that are so corrupt and so evil and so out of control and so bad that they instinctively side with North Korea.
[21:37.000 --> 21:53.000]  Just like 1994, when they gave nuclear reactors and the missile secrets, and Jimmy Carter went over and delivered it to them for Bill Clinton, and then our media turns around and blames our president
[21:53.000 --> 21:58.000]  and says he's endangering us with North Korea and Russia, so he needs to die.
[21:58.000 --> 22:03.000]  That's what Mudd's saying in the context.
[22:03.000 --> 22:10.000]  You people presided over the Arab Spring. You presided over empowering North Korea. You presided over imploding our borders.
[22:10.000 --> 22:26.000]  You presided over all of this, over sabotaging the nationalists, Shankar Shek, and putting mouse, a tongue in power to kill 80 million of his own people.
[22:26.000 --> 22:38.000]  And now that big giant slave-powered superpower is over there with nuclear weapons and just arrogantly thumbing it in our face, infiltrating all the agencies, the government, the bureaucracies.
[22:38.000 --> 22:53.000]  In just that cold, soulless, communist, robotic way, communist meets capitalist way.
[22:53.000 --> 22:59.000]  And then we get Mr. Mudd spinning it.
[22:59.000 --> 23:12.000]  Oh, we shut down these Russian embassies and buildings, diplomatic buildings, and so they've shut down the equal number and mainly just kicked out their Russian employees that are their typists and stuff like that.
[23:12.000 --> 23:17.000]  And Mudd then spins it around that our CIA people are being kicked out.
[23:17.000 --> 23:23.000]  I mean, you're not even supposed to say it's CIA people at the State Department, and he knows that, but see, none of that matters.
[23:23.000 --> 23:34.000]  They spy on us illegally, they control the economy, they give themselves all the plump jobs, they shut down their competition, they perch on us like Kim Jong-un does North Korea.
[23:34.000 --> 23:44.000]  It's just that America was so great and so rich and so much more free that they've gotten away with so much more, and we haven't noticed all the parasitic stuff as bad.
[23:44.000 --> 23:53.000]  They're eating through the resources and putting us all in debt and then admitting under Obama internment camp plans for 50 million Americans.
[23:53.000 --> 24:00.000]  I mean, that was real Army manuals that were declassified in 2010.
[24:00.000 --> 24:10.000]  Army.mil how to process your social security numbers and they use the Soviet term reeducation camp.
[24:10.000 --> 24:18.000]  That's like saying, and we send you to, you know, Dachau.
[24:18.000 --> 24:21.000]  I mean, why even put Dachau on the name of it?
[24:21.000 --> 24:28.000]  It's all just meant to completely normalize it and just say we're going to implode the economy.
[24:28.000 --> 24:30.000]  We're going to have the haves and haves nods.
[24:30.000 --> 24:31.000]  We're going to have ration cards.
[24:31.000 --> 24:36.000]  We're going to throw people through food so they want you all dependent on them and they're going to have social engineering.
[24:36.000 --> 24:42.000]  You think the collectivism and the communism and the wordsmithing and the brainwashing and the political correctness is bad now.
[24:42.000 --> 24:44.000]  This is nothing.
[24:44.000 --> 24:52.000]  And then all the raging universities swollen to the busting point for their malice revolution that was already supposed to be happening with Hillary in right now.
[24:52.000 --> 24:56.000]  They're contained and they've been promised jobs and power.
[24:56.000 --> 24:57.000]  I mean, we go to these malice meetings.
[24:57.000 --> 24:59.000]  We've infiltrated them.
[24:59.000 --> 25:05.000]  I mean, they're quasi public and they're talking up there with professors and city officials and they get government money.
[25:05.000 --> 25:07.000]  How they're going to be running this department?
[25:07.000 --> 25:08.000]  How they're going to be running that department?
[25:08.000 --> 25:11.000]  And they do run things here in Austin.
[25:11.000 --> 25:13.000]  They do run things in San Francisco.
[25:13.000 --> 25:15.000]  They're not well-meaning liberals.
[25:15.000 --> 25:24.000]  They are hardcore, vicious authoritarians that read books about authoritarianism and thought, I want that job.
[25:24.000 --> 25:25.000]  Well, you know what?
[25:25.000 --> 25:27.000]  I read those same books and you know what I want?
[25:27.000 --> 25:29.000]  I'm going to stop you.
[25:29.000 --> 25:34.000]  Our listeners are going to stop you cold and stop you dead.
[25:34.000 --> 25:45.000]  And you know, I've got to get over the fact that whatever happens to me or my family now or you or anybody else in this is, we didn't ask for this.
[25:45.000 --> 25:46.000]  We didn't do this.
[25:46.000 --> 25:54.000]  When you kiss your children goodbye, when you go to school or when they put them to bed at night, don't think that, oh, if you stay on the sidelines, they'll be safe.
[25:54.000 --> 26:00.000]  You're going to kiss their whole future and their whole world goodbye if you don't put it on the line right now.
[26:00.000 --> 26:04.000]  And just say, I am committed, you want to bang heads?
[26:04.000 --> 26:05.000]  You want to play chicken?
[26:05.000 --> 26:13.000]  I'm pressing the accelerator down and I'm bracing and I'm ready to go to Nirvana.
[26:13.000 --> 26:17.000]  Because our children shouldn't have to play chicken.
[26:17.000 --> 26:25.000]  Some of us are going to have to bang heads to make sure they've got a future because the tree of liberty is watered with the blood of patriots and tyrants.
[26:25.000 --> 26:28.000]  That's Thomas Jefferson, my friends.
[26:28.000 --> 26:30.000]  I don't have a death wish.
[26:30.000 --> 26:31.000]  I don't have any of that.
[26:31.000 --> 26:34.000]  I existentially know these people are evil.
[26:34.000 --> 26:35.000]  They're authoritarian.
[26:35.000 --> 26:37.000]  They're oppressors.
[26:37.000 --> 26:41.000]  They are the filth of the earth.
[26:41.000 --> 26:46.000]  And they have sided with radical Islam that they use to set up their police state.
[26:46.000 --> 26:47.000]  And now they're going to flip that around.
[26:47.000 --> 26:55.000]  It's even in their own documents and go after Christians and conservatives and libertarians and patriots and patriots and our own government, our own media and our own systems.
[26:55.000 --> 27:04.000]  Turned this around, desperately fought in the election, stopped Hillary, who thought it was going to be given to her, did steal five states, failed to steal six.
[27:04.000 --> 27:10.000]  They are hopping mad because they were ready to go with the plan you're already seeing.
[27:10.000 --> 27:12.000]  Don't you understand?
[27:12.000 --> 27:16.000]  I know what they're going to do because I already knew what the plan was.
[27:16.000 --> 27:19.000]  Most of it's public.
[27:19.000 --> 27:25.000]  The only thing new is they want to kill Trump, but first they've got to kill him in your minds.
[27:25.000 --> 27:35.000]  If they really get his poll numbers down, then they've got to kill him using a right-winger or some nut that the claim was mad at Trump for something.
[27:35.000 --> 27:41.000]  You can see how it can be scripted or they're going to poison him and see how to stroke.
[27:41.000 --> 27:51.000]  So they can fight over the power. They'll, oh, we don't know how he was going to come out of it or not. They just got him at the Naval Center where we're drugged up.
[27:51.000 --> 27:53.000]  This is happening now.
[27:53.000 --> 27:56.000]  And of course, you know the President's security people are watching.
[27:56.000 --> 27:57.000]  They know.
[27:57.000 --> 27:58.000]  They're not getting this from me.
[27:58.000 --> 28:00.000]  They know.
[28:00.000 --> 28:04.000]  They just tune in because it's the one place you can really get what's going on.
[28:04.000 --> 28:12.000]  That's why suddenly Sean Hannity's saying the exact words, the exact facts because they create transcripts, patriots in the government go, this is dead on.
[28:12.000 --> 28:15.000]  Hannity's never had people fill his teleprompter.
[28:15.000 --> 28:19.000]  He's working with high-level folks because people now know this is real.
[28:19.000 --> 28:20.000]  And it's not about me getting credit.
[28:20.000 --> 28:27.000]  If you want to understand why they're coming after us, it's because we are directly over the enemy command base, dropping 10,000-pound bombs on them.
[28:27.000 --> 28:30.000]  Boom, boom, boom politically.
[28:30.000 --> 28:34.000]  And they are just freaking out because we've got their whole operation.
[28:34.000 --> 28:38.000]  So now they're flipping it around and going, okay, we'll hide it in plain view and act like it's a good thing.
[28:38.000 --> 28:42.000]  We're going to kill him when he's popular.
[28:42.000 --> 28:48.000]  Man, you people are crazy.
[28:48.000 --> 28:52.000]  I'm going to tell the police and everybody else you better choose which side you're on right now.
[28:52.000 --> 28:56.000]  And you better think about who is in command in your departments and who they are.
[28:56.000 --> 29:00.000]  And you better do your search engines on them and find out who they work for and who they've been with.
[29:00.000 --> 29:08.000]  And if they've been deep state with the Democrats, these big foundations or been rhinos, they're basically enemy soldiers when they pull the trigger on this.
[29:08.000 --> 29:10.000]  You have to choose sides now.
[29:10.000 --> 29:14.000]  Are you with George Washington?
[29:14.000 --> 29:16.000]  Or are you with Hillary Clinton?
[29:16.000 --> 29:22.000]  It's God's making this so cut and dry.
[29:22.000 --> 29:26.000]  All right, I'm going to play the clips of this guy when we come back and we put this video out from the live show.
[29:26.000 --> 29:28.000]  We'll obviously put it on the front.
[29:28.000 --> 29:37.000]  But these are the times that try our souls and they're now on CNN saying they're preparing with high level CIA people to kill the president.
[29:37.000 --> 29:40.000]  Then they're going to come after everybody else.
[29:40.000 --> 29:41.000]  They want to break this country.
[29:41.000 --> 29:42.000]  They want to break your children.
[29:42.000 --> 29:44.000]  They want to sexualize your children.
[29:44.000 --> 29:46.000]  That's their main mission.
[29:46.000 --> 29:48.000]  Hillary, by the way, just got caught more sex.
[29:48.000 --> 29:49.000]  We're on the march.
[29:49.000 --> 29:51.000]  The empire's on the run.
[29:51.000 --> 29:55.000]  Alex Jones and the GCN Radio Network.
[30:21.000 --> 30:23.000]  It's available at mforestore.com.
[30:23.000 --> 30:24.000]  We also have free shipping.
[30:24.000 --> 30:26.000]  Order $50 or more and 10% off.
[30:26.000 --> 30:29.000]  We sign up for auto-ship additionally on top of that.
[30:29.000 --> 30:32.000]  Please, we only have a limited supply of this.
[30:32.000 --> 30:33.000]  I want to get your reviews.
[30:33.000 --> 30:34.000]  I want to hear what you have to say for me.
[30:34.000 --> 30:35.000]  It's been a crow.
[30:35.000 --> 30:39.000]  Mycozx, antifungal, antifungus, antiease.
[30:39.000 --> 30:40.000]  Get it today.
[30:40.000 --> 30:41.000]  Limited around.
[30:41.000 --> 30:42.000]  We'll be monthly.
[30:42.000 --> 30:43.000]  Get more.
[30:43.000 --> 30:44.000]  mforestore.com.
[30:44.000 --> 30:45.000]  mforeslife.com.
[30:45.000 --> 30:47.000]  Our triple A, two, five, three, three, one, three, nine.
[30:47.000 --> 30:50.000]  I cannot sell something unless it helps somebody.
[30:50.000 --> 30:52.000]  And you can't support an organization that didn't fight
[30:52.000 --> 30:53.000]  in order.
[30:53.000 --> 30:54.000]  Look at the response we're getting.
[30:54.000 --> 30:56.000]  Whoever changed the world together.
[30:56.000 --> 30:57.000]  You are the info war.
[30:57.000 --> 30:59.000]  God bless you all.
[30:59.000 --> 31:01.000]  It's not just our water we need to filter.
[31:01.000 --> 31:03.000]  It's not just our food that needs to be cleaned.
[31:03.000 --> 31:06.000]  It's the air we're breathing, especially for our children.
[31:06.000 --> 31:10.000]  The artificial particulates of the chemicals is absolutely
[31:10.000 --> 31:12.000]  weighing down our immune systems.
[31:12.000 --> 31:15.000]  The same team based right here in America that brought you
[31:15.000 --> 31:18.000]  the Alexa Pure groundbreaking water filtration systems
[31:18.000 --> 31:21.000]  have now developed Alexa Pure Breeze.
[31:21.000 --> 31:23.000]  Whether it's your home or office, you owe it to yourself,
[31:23.000 --> 31:26.000]  your coworkers, your family, your children,
[31:26.000 --> 31:28.000]  to the best job you can to purify your air.
[31:28.000 --> 31:31.000]  The elite are masters at poisoning our environment,
[31:31.000 --> 31:34.000]  while themselves doing things that mitigate or avoid
[31:34.000 --> 31:36.000]  most toxic effects for themselves.
[31:36.000 --> 31:38.000]  The general public doesn't.
[31:38.000 --> 31:42.000]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[31:42.000 --> 31:46.000]  One of these systems can keep 800 square feet incredibly clean.
[31:46.000 --> 31:49.000]  This is a system I'm personally putting in throughout my house,
[31:49.000 --> 31:53.000]  replacing older, more expensive filters that didn't do as good a job.
[31:53.000 --> 31:56.000]  Find out why this system is so revolutionary today
[31:56.000 --> 31:58.000]  at infowarstore.com.
[32:00.000 --> 32:05.000]  You deserve a deep restful sleep with knockout by Info Wars Life.
[32:05.000 --> 32:09.000]  Our organic formula is made from high quality natural ingredients
[32:09.000 --> 32:13.000]  such as Valerian root extract, L-tryptophan,
[32:13.000 --> 32:16.000]  lemon balm leaf extract, and melatonin.
[32:16.000 --> 32:19.000]  Knockout packs a powerful punch to get you through the night
[32:19.000 --> 32:21.000]  and achieve proper sleep.
[32:21.000 --> 32:25.000]  Millions of people around the world experience daytime drowsiness,
[32:25.000 --> 32:29.000]  but with the rapid speed of life, we need to be able to keep up the pace.
[32:29.000 --> 32:33.000]  Our natural mixture harnesses the power of ten known ingredients
[32:33.000 --> 32:37.000]  to let your body relax and get the sleep you need.
[32:37.000 --> 32:39.000]  Wake up refreshed and take on the day.
