whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:02:01.320 --> 00:02:01.840]   Is that true?
[00:02:01.840 --> 00:02:02.760]   I believe so.
[00:02:02.760 --> 00:02:05.120]   And we are very lucky to actually have one.
[00:02:05.120 --> 00:02:07.360]   And this is a great centerpiece.
[00:02:07.360 --> 00:02:09.480]   I mean, it's a beautiful piece of machinery when you really look at it.
[00:02:09.480 --> 00:02:15.360]   I mean, you got to really appreciate the construction of it and how it works and the ingenuity of that time period.
[00:02:15.360 --> 00:02:15.960]   It's amazing.
[00:02:15.960 --> 00:02:18.120]   So this is the Gatling gun from Civil War.
[00:02:18.120 --> 00:02:18.840]   Yeah, pretty much.
[00:02:18.840 --> 00:02:22.760]   Now we've got the modern day version of this bad boy on the other side of the park.
[00:02:23.520 --> 00:02:24.520]   Oh, let's go look at that.
[00:02:24.520 --> 00:02:25.840]   Wow.
[00:02:25.840 --> 00:02:30.080]   Yeah, because on Pawn Stars, they were debating whether it's like 10 or 15.
[00:02:30.080 --> 00:02:32.440]   And like authentic one.
[00:02:32.440 --> 00:02:33.000]   Yeah.
[00:02:33.000 --> 00:02:35.200]   Now, so that's an authentic one.
[00:02:35.200 --> 00:02:35.760]   Yes.
[00:02:35.760 --> 00:02:36.280]   Amazing.
[00:02:36.280 --> 00:02:37.360]   This is a modern day.
[00:02:37.360 --> 00:02:37.960]   Wow.
[00:02:37.960 --> 00:02:38.640]   Yes.
[00:02:38.640 --> 00:02:39.280]   Take a look at that.
[00:02:39.280 --> 00:02:41.600]   This is what Jesse Ventura supposedly walks around with.
[00:02:41.600 --> 00:02:43.680]   I would say that's a pretty beefy gun.
[00:02:43.680 --> 00:02:45.560]   Yeah, get ready for real backache.
[00:02:45.560 --> 00:02:47.960]   So what is this bad boy?
[00:02:47.960 --> 00:02:49.600]   So this is a 7.62 minigun.
[00:02:49.600 --> 00:02:52.400]   This is what you typically see in most of our special operations birds.
[00:02:52.760 --> 00:02:54.920]   You see these mounted on most of our vehicles.
[00:02:54.920 --> 00:02:56.200]   They're outside of our birds now.
[00:02:56.200 --> 00:02:58.880]   Just lay down a tremendous amount of firepower.
[00:02:58.880 --> 00:03:03.040]   So one trigger is going to activate a cyclic rate of about 750 rounds per minute,
[00:03:03.040 --> 00:03:04.080]   which is pretty significant.
[00:03:04.080 --> 00:03:06.240]   You typically would use that to get on target.
[00:03:06.240 --> 00:03:10.120]   And then with the flip of the switch, you go to 1100 rounds per minute, which is just
[00:03:10.120 --> 00:03:12.960]   a huge amount of increased firepower at that point.
[00:03:12.960 --> 00:03:14.640]   So you use the lower rate just to target.
[00:03:14.640 --> 00:03:15.240]   Yeah, kind of.
[00:03:15.240 --> 00:03:17.120]   You know, when you're just kind of, you know, messing around.
[00:03:17.120 --> 00:03:19.120]   But then when you're when it's all business and serious.
[00:03:19.120 --> 00:03:19.480]   Oh, yeah.
[00:03:19.480 --> 00:03:20.440]   And you go right into that second.
[00:03:20.440 --> 00:03:21.840]   Beautiful.
[00:03:22.080 --> 00:03:24.040]   And I mean, it's a minigun.
[00:03:24.040 --> 00:03:25.960]   Shoot it this way while he talks over that way.
[00:03:25.960 --> 00:03:26.640]   It looks amazing.
[00:03:26.640 --> 00:03:29.960]   Yeah, that is a pretty, pretty intimidating look when you're looking at the business
[00:03:29.960 --> 00:03:30.440]   end of this thing.
[00:03:30.440 --> 00:03:32.840]   I would not ever want to be on the receiving end of this bad boy.
[00:03:32.840 --> 00:03:34.200]   It's just it's a death zone.
[00:03:34.200 --> 00:03:36.200]   There's nothing you can really do.
[00:03:36.200 --> 00:03:37.440]   There's nothing you can hide behind.
[00:03:37.440 --> 00:03:38.720]   There's nothing you can hide from.
[00:03:38.720 --> 00:03:40.080]   You can't outrun this thing.
[00:03:40.080 --> 00:03:41.920]   You're pretty much toast.
[00:03:42.480 --> 00:03:42.760]   Oh,
[00:03:42.760 --> 00:04:11.040]   when I was growing up as a child, I heard my grandfather and other
[00:04:11.280 --> 00:04:14.480]   World War Two vets talk about we've got our Second Amendment.
[00:04:14.480 --> 00:04:18.360]   We've got our First Amendment and we've got free market.
[00:04:18.360 --> 00:04:22.720]   And I thought, oh, quit harping all day about how great America is.
[00:04:22.720 --> 00:04:28.240]   And it wasn't until I got older that I realized how much attack it was under.
[00:04:28.240 --> 00:04:31.360]   So I love handguns.
[00:04:31.360 --> 00:04:32.480]   I love revolvers.
[00:04:32.480 --> 00:04:34.600]   I love semi-auto, full auto.
[00:04:34.600 --> 00:04:35.320]   I've shot it all.
[00:04:35.320 --> 00:04:42.120]   But there's something as an American rifleman about a 308 Remington 700
[00:04:42.120 --> 00:04:47.840]   within just a few shots out at the range to be able to hit bullseye 400 plus
[00:04:47.840 --> 00:04:53.560]   yards that is magic that my friends is the equalization of power against the
[00:04:53.560 --> 00:04:56.680]   globalists that my friends is Americana.
[00:04:56.680 --> 00:05:04.680]   Choose to take control of your chemistry with Survival Shield X2 and BioTrue
[00:05:04.680 --> 00:05:09.680]   Selenium. This powerful combo is perfect for supporting your thyroid and health.
[00:05:09.680 --> 00:05:14.480]   BioTrue Selenium's formula is far from synthetic and is made from a source of
[00:05:14.480 --> 00:05:16.840]   100% organic mustard seed.
[00:05:16.840 --> 00:05:23.080]   Our super high quality nascent iodine is an essential mineral sourced of 99.99%
[00:05:23.080 --> 00:05:25.680]   ultra pure deep earth iodine crystals.
[00:05:25.680 --> 00:05:30.160]   This essential mineral is necessary in order to produce thyroid hormones, which
[00:05:30.160 --> 00:05:33.360]   influence every cell, tissue and organ in the body.
[00:05:33.480 --> 00:05:37.960]   With inadequate thyroid hormones, you may experience slow metabolism, lethargy,
[00:05:37.960 --> 00:05:40.600]   weight gain and overall brain fog.
[00:05:40.600 --> 00:05:46.280]   Survival Shield X2 and BioTrue Selenium work together to support the systems in
[00:05:46.280 --> 00:05:50.800]   your body. Take control of your chemistry today with this super combo.
[00:05:50.800 --> 00:05:58.080]   Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com.
[00:06:00.080 --> 00:06:06.080]   [Explosion]
[00:06:06.080 --> 00:06:13.080]   Crashing through the lies and disinformation, it's Alex Jones coming to you live from the
[00:06:13.080 --> 00:06:15.080]   front lines of the InfoWars.
[00:06:15.080 --> 00:06:23.080]   Here we are yet again, another global live transmission.
[00:06:23.080 --> 00:06:30.080]   Monday, October 16, 2017. Owen Schroer is coming up with a lot of breaking news and
[00:06:30.080 --> 00:06:33.080]   we'll be riding shotgun with me off and on today.
[00:06:33.080 --> 00:06:37.080]   I'll also be working behind the scenes on some big developing stories as well.
[00:06:37.080 --> 00:06:44.080]   So keep your eyes on InfoWars.com and NewsWars.com because we are entering the
[00:06:44.080 --> 00:06:45.080]   thick of the battle.
[00:06:45.080 --> 00:06:49.080]   Again, thank you so much for joining us on this Monday edition.
[00:06:49.080 --> 00:06:55.080]   Well, it's official. The Democratic Party and the Republican establishment are openly
[00:06:55.080 --> 00:07:00.080]   saying they're preparing to move in the next month or so with the 25th Amendment
[00:07:00.080 --> 00:07:03.080]   declaring the president to be mentally unfit.
[00:07:03.080 --> 00:07:08.080]   Now, if you go back two months ago, former Vice President Al Gore, former head of the
[00:07:08.080 --> 00:07:16.080]   CIA Brennan, former deputy director of the CIA, Mr. Mudd, his name is Mudd, no joking,
[00:07:16.080 --> 00:07:21.080]   did come out and say within a couple months the president will be removed and it will
[00:07:21.080 --> 00:07:27.080]   be non-legislative. And then many on Capitol Hill were told it would be violent.
[00:07:27.080 --> 00:07:31.080]   In fact, Mudd said we're going to quote, kill the president.
[00:07:31.080 --> 00:07:35.080]   But more and more we see they're going to go with the 25th Amendment route claiming
[00:07:35.080 --> 00:07:40.080]   that he's mentally ill and that he's damaging the country.
[00:07:40.080 --> 00:07:48.080]   Now, why are they panicking so bad? We just saw a young 31-year-old populist libertarian
[00:07:48.080 --> 00:07:57.080]   style Trump leader, Sebastian Kurz, in Austria defeat the liberal Democrat parties there
[00:07:57.080 --> 00:07:59.080]   in a big election.
[00:07:59.080 --> 00:08:05.080]   You're seeing nationalism spread from Brazil to Austria to Australia to Russia to the United
[00:08:05.080 --> 00:08:13.080]   States to Canada. And communism and socialism is increasingly seen as the failed ideologies
[00:08:13.080 --> 00:08:15.080]   that they indeed are.
[00:08:15.080 --> 00:08:23.080]   So now we have Senator Bob Corker, the disgraced individual under criminal investigation,
[00:08:23.080 --> 00:08:27.080]   preparing to resign from the Senate and announcing he's not going to run again.
[00:08:27.080 --> 00:08:34.080]   And he is the figurehead now. He is the leader, they believe, that can bring down Trump.
[00:08:34.080 --> 00:08:40.080]   It shows you how pathetic they are. And the fact that they are panicking that the economy
[00:08:40.080 --> 00:08:49.080]   is coming back. The Dow Jones Industrial Average, an all-time high of 23,000 today.
[00:08:49.080 --> 00:08:54.080]   And so we have this former Bush aide, Michael Gerson, that means the mouth of the Bush crime
[00:08:54.080 --> 00:09:00.080]   syndicate, the folks that voted 3% for Jeb Bush, they still think the public is going
[00:09:00.080 --> 00:09:05.080]   to accept them, tells GOP establishment it's time to panic about Trump.
[00:09:05.080 --> 00:09:10.080]   This is in the Wall Street Journal. This is in the Washington Post. This is being pushed
[00:09:10.080 --> 00:09:17.080]   everywhere, saying he's going to start World War III because of North Korea, when it was
[00:09:17.080 --> 00:09:22.080]   the system of appeasement and of, quote, strategic patience under the Clintons that gave the
[00:09:22.080 --> 00:09:26.080]   reactors and the missiles to North Korea.
[00:09:26.080 --> 00:09:32.080]   So now, he's insane because he's listening to his military advisors on the policies there.
[00:09:32.080 --> 00:09:38.080]   Tillerson plays good cop, Trump plays bad cop. And again, CNN and others try to deceive
[00:09:38.080 --> 00:09:45.080]   the public, acting like there isn't congruent strategy and stratagems going on inside the
[00:09:45.080 --> 00:09:46.080]   Trump White House.
[00:09:46.080 --> 00:09:52.080]   The truth is, internationally, we've seen win after win against the EU, against ISIS,
[00:09:52.080 --> 00:09:57.080]   against NATO, against the globalists, and getting all these countries from South Korea
[00:09:57.080 --> 00:10:04.080]   to Japan to Germany to France to pay their share of operations like NATO. And what's
[00:10:04.080 --> 00:10:08.080]   going on there in the partnership in the South China Sea.
[00:10:08.080 --> 00:10:14.080]   People respect Trump. They know he's strong. The economy shows that. The new jobs show
[00:10:14.080 --> 00:10:19.080]   that. But they are intensifying their massive panic.
[00:10:19.080 --> 00:10:27.080]   Gerson urges Republicans to join, again, their failed champion, Senator Bob Corker, to publicly
[00:10:27.080 --> 00:10:32.080]   raising two questions. Is Trump psychologically and morally equipped? And that, of course,
[00:10:32.080 --> 00:10:35.080]   will be mainstream media and Congress that decides to be president.
[00:10:35.080 --> 00:10:40.080]   And could his unfitness cause permanent damage to the country? Globalism was killing the
[00:10:40.080 --> 00:10:46.080]   country and strangling the economy by design. Though Gerson does not explicitly state how
[00:10:46.080 --> 00:10:50.080]   he would like them to act, The Washington Post offers a clue. At the very end of Gerson's
[00:10:50.080 --> 00:10:55.080]   column, the Post has embedded a video made by one of their staffers titled, How's 25th
[00:10:55.080 --> 00:10:56.080]   Amendment Work?
[00:10:56.080 --> 00:11:00.580]   The video's caption reads, The 25th Amendment sets forth a procedure to removing a president
[00:11:00.580 --> 00:11:05.080]   from office. Here's how it's enacted. Well, you've got all these Democrats pushing it.
[00:11:05.080 --> 00:11:11.080]   You've got all these Republicans pushing it. Because they're losing. They're losing primaries.
[00:11:11.080 --> 00:11:18.080]   They're losing runoffs. They're losing every special election from Colorado to Alabama.
[00:11:18.080 --> 00:11:24.080]   They don't know what to do. Globally, there's an awakening against the technocracy, against
[00:11:24.080 --> 00:11:27.080]   the private corporate megabanks, against the Davos Group.
[00:11:27.080 --> 00:11:32.080]   Even former heads of the Davos Group have come on this show and gone public about the
[00:11:32.080 --> 00:11:39.080]   fact that it's dead on arrival, that globalism is authoritarianism, and that people are rejecting
[00:11:39.080 --> 00:11:45.680]   it. So what are they gonna do? I said this last Monday. We laid it out in detail here
[00:11:45.680 --> 00:11:47.920]   because it was crystal clear what was happening.
[00:11:47.920 --> 00:11:53.360]   And Roger Stone's gonna be joining us later with Owen Schroer to break all of this down.
[00:11:53.360 --> 00:11:59.000]   They tried to have Hillary and Bill Clinton bring out women with connections to the Democratic
[00:11:59.000 --> 00:12:05.200]   Party and women with John Doe or Jane Doe names with no proof, with fake court filings,
[00:12:05.200 --> 00:12:10.920]   claiming that Trump grabbed them or Trump did this or Trump did that, when the allegations
[00:12:10.920 --> 00:12:12.080]   were over a decade old.
[00:12:12.080 --> 00:12:17.360]   There'd never been any proof. And they'd only recently brought them up politically. They
[00:12:17.360 --> 00:12:22.040]   were going after Trump on their weak points to change the subject. They even had two fake
[00:12:22.040 --> 00:12:27.800]   filings in Texas and in New York, saying that Trump had had 15-year-old girls grabbed at
[00:12:27.800 --> 00:12:32.480]   bus stops 20-something years ago, and that he and Jerry Epstein had raped them, even
[00:12:32.480 --> 00:12:38.280]   though Trump knew Epstein had been at public events with him and once to his house in Florida.
[00:12:38.280 --> 00:12:41.600]   And we talked to Trump about it. He gets there. There's a bunch of looks like 15-year-old
[00:12:41.600 --> 00:12:45.560]   girls in the pool. And Trump says, I'm getting the hell out of here.
[00:12:45.560 --> 00:12:49.120]   We told that story back during the campaign. That's directly from Roger Stone, who talked
[00:12:49.120 --> 00:12:54.720]   to the president about it. He didn't make 20-plus flights on Jerry Epstein's plane to
[00:12:54.720 --> 00:12:58.840]   the Alita Express torture island. He didn't fly to the Middle East with known sheiks or
[00:12:58.840 --> 00:13:04.520]   known pedophiles. He never flew with Jerry Epstein one time. He wasn't associated with
[00:13:04.520 --> 00:13:09.560]   Weiner. He didn't represent as a young lawyer like Hillary did pedophiles.
[00:13:09.560 --> 00:13:13.440]   He wasn't associated with the Arab Spring, mass raping and killing Christians and women
[00:13:13.440 --> 00:13:20.080]   and throwing priests off buildings and gays off buildings. No. So outcomes from the midst
[00:13:20.080 --> 00:13:27.280]   of this summer servos with Gloria Allred, the usual suspect who also brought forward
[00:13:27.280 --> 00:13:32.360]   previous women and those lawsuits blew up in Allred's face and disappeared like phantoms
[00:13:32.360 --> 00:13:33.760]   at dawn.
[00:13:33.760 --> 00:13:37.520]   So now they're back again. And what did I say? It was very, very clear. You can see
[00:13:37.520 --> 00:13:42.560]   it coming a few weeks ago. I remember specifically last Monday, I laid it out just to show you
[00:13:42.560 --> 00:13:46.560]   that we understand the model of how these people operate. And you can discover how they
[00:13:46.560 --> 00:13:51.040]   operate by getting inside their heads and bring them down.
[00:13:51.040 --> 00:13:58.120]   First you've got them trying to have Hillary and Bill, the known sex abusers and sex abuse
[00:13:58.120 --> 00:14:02.640]   enablers, the lady that first called women that talked about Bill, bimbo eruptions, even
[00:14:02.640 --> 00:14:07.160]   though he brutally raped him and he settled many of the cases. So they try to turn around
[00:14:07.160 --> 00:14:11.720]   against Trump. It didn't work. The media tried to sell it against Trump. People saw the hypocrisy.
[00:14:11.720 --> 00:14:15.400]   So the establishment went, well, you know what? The problem is we shouldn't have used
[00:14:15.400 --> 00:14:21.000]   the Clintons as the example against Trump. It was too hypocritical. It was too ridiculous.
[00:14:21.000 --> 00:14:25.440]   It was too one-sided. People saw right through it. So what do we do?
[00:14:25.440 --> 00:14:30.720]   We know that there's all these cases coming out with Harvey Weinstein and that they just
[00:14:30.720 --> 00:14:35.240]   changed his contract recently to protect themselves from all the sex assault reports that are
[00:14:35.240 --> 00:14:39.240]   already coming. They've been suppressing these reports since the late 1990s with him with
[00:14:39.240 --> 00:14:43.720]   underage girls who've come forward. We're talking 17-year-olds he tried to grab, tried
[00:14:43.720 --> 00:14:50.800]   to go after. They really covered it up in 2004, again, using Matt Damon, Ben Affleck,
[00:14:50.800 --> 00:14:54.480]   George Clooney, and the usual suspects, The New York Times and NBC.
[00:14:54.480 --> 00:15:00.280]   They all covered that up in mess. So what were they going to do? Well, wait, go ahead
[00:15:00.280 --> 00:15:05.680]   and burn Weinstein, as it's already coming out. Bring that into the media, give the media
[00:15:05.680 --> 00:15:11.200]   a facelift with them actually going after a real abuser and a big Hollywood dirtbag
[00:15:11.200 --> 00:15:17.320]   that everybody hates. As America turns against Hollywood, you see MSNBC, CNN, and the mainstream
[00:15:17.320 --> 00:15:23.880]   dinosaur media turning against its own allied corrupt system, hoping if they throw it to
[00:15:23.880 --> 00:15:27.760]   the wolves, the public will have some type of credit with them and it will give them
[00:15:27.760 --> 00:15:29.440]   some type of credibility.
[00:15:29.440 --> 00:15:35.680]   This is desperation to remain pertinent and to look like you're staying in the ballgame
[00:15:35.680 --> 00:15:41.960]   at some level. Then once they've done the media facelift by going after Harvey Weinstein,
[00:15:41.960 --> 00:15:45.920]   they then turn against Trump. They already had this set up weeks ago, you can tell, and
[00:15:45.920 --> 00:15:51.840]   roll out Gloria Allred's latest minion. We'll be back with a clip of her so-called testimony
[00:15:51.840 --> 00:15:55.360]   and more straight ahead. I'm Alex Jones.
[00:15:55.360 --> 00:16:02.880]   >> Fully cooked, ready to eat bacon. I'm talking thick, meaty, center cut, presidential bacon,
[00:16:02.880 --> 00:16:09.200]   savory and delicious. I buy some, I use some, I store some, awesome. No refrigeration needed
[00:16:09.200 --> 00:16:15.360]   with a 10 year shelf life. NASA pack technology, bacon, fully cooked, fully hydrated, ready
[00:16:15.360 --> 00:16:21.120]   to eat right from the pack bacon, or warm and served. Life saving, ready to eat bacon.
[00:16:21.120 --> 00:16:27.640]   Ten year shelf life bacon. Ships free at fullycookedbacon.com, fullycookedbacon.com.
[00:16:27.640 --> 00:16:33.040]   >> The answer to being in control of your own health care is freedom from insurance.
[00:16:33.040 --> 00:16:37.120]   Become part of a group of self-pay patients that come together to share in each other's
[00:16:37.120 --> 00:16:43.600]   medical expenses. Individual share amounts begin at $107 a month and $347 for families.
[00:16:43.600 --> 00:16:47.880]   Choose from three health sharing programs. Holistic treatments may be eligible for sharing.
[00:16:47.880 --> 00:16:54.320]   See guidelines. Discount programs available for dental, vision, and pharmacy. Go to libertyoncall.org.
[00:16:54.320 --> 00:16:56.320]   That's libertyoncall.org.
[00:16:57.800 --> 00:17:01.720]   >> North Korea openly threatens the U.S. and launches a new missile every other week. Their
[00:17:01.720 --> 00:17:06.000]   warhead of choice? Electromagnetic pulse. Such an event would cripple the U.S. power
[00:17:06.000 --> 00:17:11.000]   grid for years and leave millions in the dark. Are you ready? You can be with a Solarc EMP
[00:17:11.000 --> 00:17:15.640]   hardened solar generator. Solarc works day in and day out to keep your essentials protected.
[00:17:15.640 --> 00:17:19.520]   You can have peace of mind knowing your power will be there when you most need it. Visit
[00:17:19.520 --> 00:17:25.800]   PortableSolarLLC.com to see EMP testing. That's PortableSolarLLC.com. Energy insurance for
[00:17:25.800 --> 00:17:26.800]   your family.
[00:17:26.800 --> 00:17:32.000]   >> KatiArmor.com is your one-stop shop for the highest quality body armor, period. Why
[00:17:32.000 --> 00:17:37.280]   would you go anywhere else? Go to KatiArmor.com and get your body armor today while you still
[00:17:37.280 --> 00:17:41.800]   can. Go to KatiArmor.com. That's KatiArmor.com.
[00:17:41.800 --> 00:17:47.800]   >> ProPure water filters, most trusted, most tested. Right now you can save 25% on the
[00:17:47.800 --> 00:17:54.800]   ProPure Nomad Gravity System. Visit an authorized ProPure dealer for details. That's P-R-O-P-U-R.
[00:17:55.800 --> 00:18:02.800]   >> Alex Jones here to tell you about how you can help spread liberty worldwide while also
[00:18:02.800 --> 00:18:08.280]   enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:18:08.280 --> 00:18:12.320]   For more than a decade, my favorite coffee has come from the high mountains of southern
[00:18:12.320 --> 00:18:16.840]   Mexico where the Chiapas farmers grow their unique shade-grown Arabica beans. We have
[00:18:16.840 --> 00:18:22.260]   now managed to secure the sought-after beans in a highly customized blend. Discover and
[00:18:22.260 --> 00:18:29.080]   try a bag of the Patriot Blend 100% organic coffee at Infowarslife.com. This coffee gives
[00:18:29.080 --> 00:18:34.140]   you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other
[00:18:34.140 --> 00:18:38.600]   coffees give me personally. Hands down, this is my favorite coffee, and it's taken us years
[00:18:38.600 --> 00:18:44.120]   to secure connections directly to the Chiapas Mexican farmers. Drop by the site today, order
[00:18:44.120 --> 00:18:48.100]   a bag or two, and I don't think you're going to be disappointed. Available in original
[00:18:48.100 --> 00:18:52.460]   or with our immune support infusion blend. You will be supporting a free press, all the
[00:18:52.460 --> 00:18:59.460]   while enjoying a truly great tasting cup of my favorite coffee. Available at Infowarslife.com.
[00:18:59.460 --> 00:19:04.660]   >> Support good oral health with our one-of-a-kind super blue fluoride-free products. Infowarslife
[00:19:04.660 --> 00:19:09.980]   brings you a revolutionary toothpaste blend with iodine and nano-silver designed to deliver
[00:19:09.980 --> 00:19:14.940]   a powerful clean. Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum
[00:19:14.940 --> 00:19:19.860]   flavor. Pair this groundbreaking toothpaste with a super blue fluoride-free mouthwash
[00:19:19.860 --> 00:19:25.020]   and supercharge your oral health. Our amazing mouthwash features natural oils and ancient
[00:19:25.020 --> 00:19:30.100]   ingredients used since aboriginal and biblical times. Instead of containing fluoride, our
[00:19:30.100 --> 00:19:35.780]   super blue line is loaded with the good halogen iodine and an array of other beneficial compounds
[00:19:35.780 --> 00:19:39.980]   that have been hand-selected for their oral health benefits. Super blue fluoride-free
[00:19:39.980 --> 00:19:45.460]   mouthwash and toothpaste are the first and only to contain all of these natural ingredients.
[00:19:45.460 --> 00:19:51.140]   Xylitol, nano-silver, and iodine. Notice the difference with our super blue fluoride-free
[00:19:51.140 --> 00:19:57.140]   products. Refresh your breath and invigorate your oral health routine at Infowarsstore.com.
[00:19:57.140 --> 00:19:58.140]   That's Infowarsstore.com.
[00:19:58.140 --> 00:20:04.140]   >> You're listening to The Alex Jones Show.
[00:20:05.300 --> 00:20:12.300]   >> You're listening to Infowars Live. Your host, Alex Jones. Yours truly. Thank you so
[00:20:12.300 --> 00:20:19.300]   much for joining us on this global transmission, this live Monday broadcast. Now coming up,
[00:20:40.740 --> 00:20:46.140]   the Las Vegas massacre has completely come off the rails.
[00:20:46.140 --> 00:20:51.700]   The wheels have come off the official story. The sheriff is acting like someone who is
[00:20:51.700 --> 00:20:56.020]   a deer in the headlights and really changing his story. It's dramatic footage. We've got
[00:20:56.020 --> 00:21:01.500]   a compilation of that coming up later in the next hour that I put together with Rob Duke.
[00:21:01.500 --> 00:21:06.700]   But right now, let's get back to the big story here. You've got the Republican and Democratic
[00:21:06.700 --> 00:21:12.300]   party leadership hanging on by their fingernails as a global populist movement explodes against
[00:21:12.300 --> 00:21:17.620]   unelected corporate world government that has bought and sold our politicians for at
[00:21:17.620 --> 00:21:20.060]   least 50 years.
[00:21:20.060 --> 00:21:26.740]   They're moving ahead with the 25th Amendment challenge against the president. Now enter
[00:21:26.740 --> 00:21:33.740]   into that Summer Zervos, who is being handled by Gloria Allred, who already brought forward
[00:21:36.120 --> 00:21:41.240]   other suits that got thrown out of court. Now she's claiming that while on the host
[00:21:41.240 --> 00:21:46.360]   of The Apprentice, more than a decade ago, Trump grabbed her, kissed on her, and tried
[00:21:46.360 --> 00:21:51.880]   to pick her up. But just a year ago, and again, two years ago and three years ago, she was
[00:21:51.880 --> 00:21:56.500]   always trying to get jobs from Trump or getting Trump to come into her business, come into
[00:21:56.500 --> 00:21:58.960]   her restaurant and give her attention.
[00:21:58.960 --> 00:22:02.480]   And if you look at the body language and her behavior and who she's working for and the
[00:22:02.480 --> 00:22:08.240]   timing and the mainstream media and all of this, it's as funny as a $3 bill in my book.
[00:22:08.240 --> 00:22:13.160]   And remember, we saw the PR rollout of this two weeks ago. I said, when they're done with
[00:22:13.160 --> 00:22:19.240]   Weinstein, they're going after Trump. That's what this whole buildup is. And that's because
[00:22:19.240 --> 00:22:25.720]   the Clintons tried to do this, and that's the pot calling the kettle black big time.
[00:22:25.720 --> 00:22:30.620]   That's like Lucifer telling somebody that took a drink of whiskey that they were actually
[00:22:30.620 --> 00:22:35.800]   the head devil. I mean, it's just, or it's like a child molester telling somebody that
[00:22:35.800 --> 00:22:39.800]   had a crooked toenail that the guy with the crooked toenail was really the bad guy. Trump
[00:22:39.800 --> 00:22:44.200]   never had any of these reports, never had any of these problems, never had any history
[00:22:44.200 --> 00:22:47.600]   of this until he was running for president.
[00:22:47.600 --> 00:22:53.880]   And all the other cases were proven to be frauds. So now, why is this happening? The
[00:22:53.880 --> 00:22:59.680]   media needs a facelift. They tried to run the sex abuser and the sex abuse enabler,
[00:22:59.680 --> 00:23:08.280]   Hillary, the Clinton combine, Billary, against Trump. It didn't work, the public saw through
