[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[02:54.000 --> 03:00.000]  I want to bring this into focus exactly what we're talking about, and how it ties in with the latest revelations,
[03:00.000 --> 03:08.000]  Hillary Rodham Clinton apologizing for the United States government injecting people with syphilis and Guatemala.
[03:08.000 --> 03:13.000]  That stuff that went on 50 years ago, this is ongoing today.
[03:13.000 --> 03:24.000]  And why are so many of you trusting of the government and the big pharma, big pharma and collogical companies that are pushing and promoting these vaccines
[03:24.000 --> 03:33.000]  when we have the Bill and Melinda Gates Foundation, the Ford Foundation, the Rockefeller Foundation, all on record saying this is about population reduction.
[03:33.000 --> 03:38.000]  So that's going to be coming up after the break. Obviously, we're going to cover the top story first.
[03:38.000 --> 03:46.000]  Exclusive ABC News says concern that terror teams have selected targets ready to strike.
[03:46.000 --> 03:54.000]  This is just one of the myriad October surprises ahead of the election.
[03:54.000 --> 04:04.000]  And I wanted to go back and look at the last few elections where the Republicans admittedly used the fake threat of terrorism as a pretext for control.
[04:04.000 --> 04:12.000]  And I'm also going to get that article dealing with spy talk three months ago in the Washington Post.
[04:12.000 --> 04:17.000]  You can pull up the headline, CIA admits they put out fake bin Laden videos.
[04:17.000 --> 04:24.000]  Remember all of that? So they are back pushing this and back promoting it right now.
[04:24.000 --> 04:29.000]  And are they just hyping a fake terror attack or do they know something we don't know?
[04:29.000 --> 04:32.000]  Are they going to let groups attack? Are they going to stage attacks?
[04:32.000 --> 04:40.000]  That is all coming up here in the broadcast today right after this quick one minute break as we joined some stations.
[04:40.000 --> 04:42.000]  And we're also going to open the phones up later.
[04:42.000 --> 04:51.000]  We've also got economic news, police state news, world news, Middle East news, Israeli spy news this time out in Utah.
[04:51.000 --> 04:58.000]  We'll be right back. Stay with us.
[04:58.000 --> 05:03.000]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[05:03.000 --> 05:09.000]  Not detergents, but good old fashioned pure soap made by the Calvin soap company, a family owned and operated American company.
[05:09.000 --> 05:17.000]  My family, staff, friends and radio listeners are constantly telling me how much they love these products for bath, air, laundry and dishes.
[05:17.000 --> 05:22.000]  There is nothing like these factory direct big money saving triple concentrated soaps anywhere.
[05:22.000 --> 05:31.000]  You can find free detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[05:31.000 --> 05:35.000]  Let's talk to the owner of 5 Star Soap, Marty Schachter, and see what he has to say.
[05:35.000 --> 05:42.000]  As founder and owner for over 63 years, people keep asking me, how's business?
[05:42.000 --> 05:58.000]  I say, our business is going down the drain. Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying a one to two month soap sampler. Thank you.
[06:13.000 --> 06:20.000]  We are live, ladies and gentlemen. It is Sunday, the third day of October 2010.
[06:20.000 --> 06:24.000]  We're going to be live here for the next two hours.
[06:24.000 --> 06:37.000]  Okay, we're going to get into environmental groups running TV ads where they show the simulated murder of children by exploding them with bombs.
[06:37.000 --> 06:46.000]  If they don't promise to cut their carbon footprint, headline climate cult and doctorating our kids with depraved death wish.
[06:46.000 --> 06:51.000]  Climate film depicts children assassinated for not reducing carbon footprint.
[06:51.000 --> 06:59.000]  And this is not some aberrant group putting us out. This is the global 1010 UN George Soros backed group.
[06:59.000 --> 07:09.000]  So we're going to be discussing that coming up a little bit later in the hour today because that's what the modern environmental movement is about.
[07:09.000 --> 07:13.000]  It's about forcibly reducing world population.
[07:13.000 --> 07:18.000]  What did Bill Gates say three weeks ago on national television? He said, we don't give grandma treatment.
[07:18.000 --> 07:21.000]  We take that money and we hire 10 teachers.
[07:21.000 --> 07:24.000]  So they're also playing the population off against each other.
[07:24.000 --> 07:36.000]  Once they collectivize us, once we have socialist healthcare, then they can micromanage all your behavior, track what you're doing, control what you can eat, put taxes on soft drinks or salt or red meter ice cream.
[07:36.000 --> 07:47.000]  And they're saying they're going to do this. You've seen that in the news because once everything is communalized, once everything is socialized, at least at the grassroots level, then, oh, well, you're paying.
[07:47.000 --> 08:00.000]  Somebody who runs five miles a day and only eats wheatgrass, they can say they're paying for somebody who likes to go to the barbecue joint once a week and eat some ribs.
[08:00.000 --> 08:05.000]  And this is the perfect excuse for the nanny state to come in and control society.
[08:05.000 --> 08:07.000]  And Bill Gates is also back in the news.
[08:07.000 --> 08:21.000]  And we have those articles from mainstream media upon infowars.com saying that they want to reduce world population to cut our carbon footprint, to cut our carbon footprint.
[08:21.000 --> 08:26.000]  And humans exhale carbon dioxide, hence we must cut our carbon footprint.
[08:26.000 --> 08:27.000]  This is incredible.
[08:27.000 --> 08:45.000]  But meanwhile, the Obama administration wants to tax carbon dioxide that plants breathe, but they want to put on the shelves of stores a GMO cross species salmon that has been mixed with insects and eel genes and not let it even be labeled.
[08:45.000 --> 08:55.000]  CC real things that could really endanger the environment, according to all the real science that can create mutagenic viruses, bacteria, cross species problems, you name it.
[08:55.000 --> 08:57.000]  That's all OK.
[08:57.000 --> 09:02.000]  No, Al Gore and the UN, they just want to tax literally the air you breathe.
[09:02.000 --> 09:06.000]  So that is coming up later in the hour.
[09:06.000 --> 09:12.000]  But first, let's get into this stack of reports.
[09:12.000 --> 09:18.000]  We are now hearing that any time now we may be hit by terrorist al Qaeda may hit the U.S.
[09:18.000 --> 09:29.000]  Al Caeda may hit Europe. Here's the ABC headline exclusive concern that terror teams have selected targets ready to strike.
[09:29.000 --> 09:34.000]  And I told you two weeks ago when Obama said we could absorb another strike and only made it stronger.
[09:34.000 --> 09:37.000]  He's tried to protect us, but don't blame him when we get hit.
[09:37.000 --> 09:49.000]  I said that's them trial ballooning staging a terror attack or allowing some group of lunatics that the globalist have been funding to attack as a pretext to further clamp down on the American people.
[09:49.000 --> 10:03.000]  And remember, Homeland Security, the Mike reports, all these new reports coming out from Pennsylvania, where the federal government and Israeli groups are spying on tea parties, members of the legislature, mainline gun groups and listing them as terrorists.
[10:03.000 --> 10:11.000]  This whole Homeland Security system is set up for we the people if we don't like globalism and socialist healthcare and the rest of it.
[10:11.000 --> 10:27.000]  So strong concerns that terrorist teams in Europe have selected their targets, completed their surveillance, eluded capture and are now ready to strike at airports and tourist attractions have prompted the State Department to ready a highly unusual travel advisory for Europe.
[10:27.000 --> 10:32.000]  Multiple law enforcement and intelligence sources tell ABC News.
[10:32.000 --> 10:37.000]  So they're really trying to hype the fear now, and they've gone to the orange threat level.
[10:37.000 --> 10:50.000]  Intelligence and law enforcement officials have information that the teams could at any time launch a Mumbai style terror attack that targets civilians for death and hostage taking.
[10:50.000 --> 11:01.000]  Funny, the 2008 Mumbai attacks at the time, the head of Indian intelligence went public and said the United States, Israel and England were about to attack and stage it.
[11:01.000 --> 11:04.000]  To blame it on Pakistan, he was killed in those attacks.
[11:04.000 --> 11:06.000]  He wasn't a Muslim, by the way.
[11:06.000 --> 11:15.000]  And then it came out three months ago, Chicago Tribune headline, head of Mumbai attack was US government agent.
[11:15.000 --> 11:22.000]  In fact, search that head of Mumbai attack was US government agent and they'll get Chicago Tribune and other major papers.
[11:22.000 --> 11:31.000]  And it's simple, they send in a team, they machine gun some crowds, then they shoot a couple of patsies, grab one guy, hop him up on drugs, they tested his blood.
[11:31.000 --> 11:35.000]  He was on peyote, LSD, PCP, couldn't even talk.
[11:35.000 --> 11:37.000]  They just drug somebody up.
[11:37.000 --> 11:43.000]  They give him basically a amount of hallucinogens that would fry anybody's brain permanently.
[11:43.000 --> 11:45.000]  And then that's the one, you know, bad guy.
[11:45.000 --> 11:47.000]  And it ended up that that came out.
[11:47.000 --> 11:50.000]  What we told you a year and a half ago, it turned out was the case.
[11:50.000 --> 11:52.000]  Let me continue here.
[11:52.000 --> 11:55.000]  US issues, terrorism alert for travel to Europe.
[11:55.000 --> 11:56.000]  New York Times.
[11:56.000 --> 11:59.000]  US warns America to be vigilant when in Europe.
[11:59.000 --> 12:01.000]  Associated press.
[12:01.000 --> 12:06.000]  Here's Kurt Nemo's article, infowars.com, boiling down the history of these being staged events.
[12:06.000 --> 12:11.000]  Absurd terror threat arises in midterm home stretch.
[12:11.000 --> 12:13.000]  Excellent article breaking all of that down.
[12:13.000 --> 12:14.000]  Here's one.
[12:14.000 --> 12:19.000]  It says US tax money goes to the Taliban.
[12:19.000 --> 12:21.000]  Very interesting report.
[12:21.000 --> 12:25.000]  The US government has said that they're funding the Taliban.
[12:25.000 --> 12:33.000]  That's in this key report from foreign policy review.
[12:33.000 --> 12:35.000]  But oh, guess who else is reared his ugly head?
[12:35.000 --> 12:42.000]  He said, you're not cutting your carbon so you deserve to die mirroring the globalist propaganda about carbon taxes.
[12:42.000 --> 12:51.000]  Bin Laden is back with an audio tape and so many times you read on a message board, someone believed Bin Laden said this.
[12:51.000 --> 12:56.000]  I mean, it could be Mickey Mouse doing it for all we know, but oh, he's back.
[12:56.000 --> 13:07.000]  And this is CBS News counterterrorism officials think Al Qaeda leader has roll in latest multi-pronged terror attack.
[13:07.000 --> 13:09.000]  And he's going to hit Europe.
[13:09.000 --> 13:10.000]  And what else does he say?
[13:10.000 --> 13:14.000]  You better cut your carbon or he's going to bomb you.
[13:14.000 --> 13:18.000]  I mean, what will people not buy?
[13:18.000 --> 13:20.000]  In fact, here's a headline.
[13:20.000 --> 13:24.000]  Environmentalist to some of Bin Laden demands green economy.
[13:24.000 --> 13:30.000]  Continuing in second tape Bin Laden urges Pakistan flood relief.
[13:30.000 --> 13:33.000]  We hear Prince Harry's the number one terror target in Europe.
[13:33.000 --> 13:35.000]  Oh, what a good little young hero.
[13:35.000 --> 13:38.000]  He's got Al Qaeda after him.
[13:38.000 --> 13:41.000]  Now that brings me to this point.
[13:41.000 --> 13:44.000]  Here is MSNBC headline.
[13:44.000 --> 13:48.000]  Ridge says he was pressured to raise terror alert in new book.
[13:48.000 --> 13:58.000]  He says that they issued fake terror alerts ahead of the November 2004 election.
[13:58.000 --> 13:59.000]  Now that's MSNBC.
[13:59.000 --> 14:00.000]  Remember that?
[14:00.000 --> 14:01.000]  He wrote the book about it.
[14:01.000 --> 14:05.000]  Now here is the Financial Times of London July 14th.
[14:05.000 --> 14:08.000]  We wrote a story about it at prisonplanet.com.
[14:08.000 --> 14:14.000]  Top Clinton official only a terror attack can save Obama.
[14:14.000 --> 14:24.000]  And then we go through all these different world leaders and Democrats and Republicans saying they need another terror attack in America to make people love the government again.
[14:24.000 --> 14:27.000]  Oh, the Republicans wanted to so they can teach you to love them.
[14:27.000 --> 14:34.000]  Oh, but they'd shoot up people in Guatemala with syphilis and they'd release bio weapons in New York and 68 and kill people.
[14:34.000 --> 14:43.000]  And they deny the firefighters in police medical care from 9 11 and and they have the troops use DU that is a walking death sentence.
[14:43.000 --> 14:48.000]  But they would never stage an attack, even though they stage the Gulf of Tonkin to get us into Vietnam.
[14:48.000 --> 14:49.000]  No, the government's loving.
[14:49.000 --> 14:51.000]  It's not run by offshore banks.
[14:51.000 --> 14:53.000]  No, no, we can trust the government.
[14:53.000 --> 15:00.000]  Let me read you the line here from Robert Shapiro, Clinton and Obama advisor speaking in the Financial Times of London.
[15:00.000 --> 15:09.000]  The bottom line here is that Americans don't believe in President Obama's leadership said Shapiro adding quote he has to find some way between now and November.
[15:09.000 --> 15:20.000]  We're in October now quote he has to find some way between now and November of demonstrating that he is a leader who can command confidence and short of a new 9 11 event or an Oklahoma City bombing.
[15:20.000 --> 15:22.000]  Well, they'd love to do that and blame the Tea Party.
[15:22.000 --> 15:26.000]  I can't think of how he could do that.
[15:26.000 --> 15:30.000]  See, I'm supposed to just ignore statements like that.
[15:30.000 --> 15:38.000]  And we have statements by Gary Hart saying similar things in the article with links to video of it and a speech he gave and a letter he wrote.
[15:38.000 --> 15:41.000]  We have links to Rumsfeld saying it.
[15:41.000 --> 15:43.000]  We have links to all those neocon riders.
[15:43.000 --> 15:46.000]  Remember they got in trouble saying, man, G 9 11 sure was good.
[15:46.000 --> 15:48.000]  We did another one of those.
[15:48.000 --> 15:50.000]  I mean, they tell you what they're doing.
[15:50.000 --> 15:56.000]  I'm supposed to just go, oh, no, it doesn't matter if it comes out the head of the moon by attack with CIA.
[15:56.000 --> 16:21.000]  I should just, you know, get my rights up.
[16:21.000 --> 16:26.000]  Not only does the silver lung system produce endless colloidal and ionic silver solutions.
[16:26.000 --> 16:34.000]  It also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[16:34.000 --> 16:42.000]  This includes the eyes, ears, nose, lungs, topically to the skin and orally for the digestive system.
[16:42.000 --> 16:52.000]  Be sure to watch our new seven minute video tour of the silver lung system at www.silverlungs.com to learn more about how the silver lung system works.
[16:52.000 --> 16:56.000]  As well, we are always ready to answer any questions you may have.
[16:56.000 --> 17:20.000]  That's www.silverlungs.com.
[17:20.000 --> 17:28.000]  Number three, in some areas of the country, the power grid is dangerously overloaded and now new socialist legislation is only compounding the problem.
[17:28.000 --> 17:32.000]  Number four, dangerous weather is always a threat to local grids.
[17:32.000 --> 17:36.000]  Every year, thousands of families lose their power from weather related onages.
[17:36.000 --> 17:41.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[17:41.000 --> 17:46.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[17:46.000 --> 17:51.000]  To get more information at www.mysolarbackup.com, that's mysolarbackup.com.
[17:51.000 --> 17:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[17:59.000 --> 18:02.000]  Listen up friends, this is Alex Jones with key information.
[18:02.000 --> 18:06.000]  The mainstream media is now admitting that we're going into a depression.
[18:06.000 --> 18:09.000]  Don't be dependent on the government for you and your family.
[18:09.000 --> 18:14.000]  You need to get your own supply of high quality, storable foods from eFoodsDirect.com.
[18:14.000 --> 18:20.000]  They're the best company out there, the longest continually operating with a ton of great food to choose from.
[18:20.000 --> 18:26.000]  It's all fresh and made on a monthly basis, not some old cruddy food they're selling you like some of the other guys.
[18:26.000 --> 18:30.000]  Try their new evacuation pack, a two week supply of delicious, easy to fix food.
[18:30.000 --> 18:36.000]  It comes with all the equipment you need to prepare it with open talk of a strike on Iran the next three months.
[18:36.000 --> 18:41.000]  The crisis in the Gulf and possible evacuations, get yourself and your family ready today.
[18:41.000 --> 18:44.000]  The place to go is eFoodsDirect.com.
[18:44.000 --> 18:51.000]  Go to their website online right now eFoodsDirect.com forward slash Alex or call 800-409-5633.
[18:51.000 --> 18:59.000]  Again on the web eFoodsDirect.com forward slash Alex or give them a call at 800-409-5633.
[18:59.000 --> 19:06.000]  When you're out on the road, the last place you want to be is on the road.
[19:06.000 --> 19:12.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[19:12.000 --> 19:20.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[19:20.000 --> 19:28.000]  They so pride in every stitch guarantee you love the way they fit.
[19:28.000 --> 19:38.000]  They put a diamond gusset in the crotch where you need it most. Blue diamond gussets got it, others don't.
[19:38.000 --> 19:45.000]  We turn jeans inside out, diamond gusset jeans made in the USA with unparalleled quality.
[19:45.000 --> 19:52.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[19:52.000 --> 20:01.000]  Order yours at gusset.com. Diamond gusset jeans got it, others don't.
[20:01.000 --> 20:10.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:10.000 --> 20:25.000]  We now take you live to the Central Texas Command Center and the heart of the Resistance.
[20:25.000 --> 20:31.000]  Rallying Patriots worldwide.
[20:31.000 --> 20:38.000]  You're listening to the Alex Jones Show.
[20:38.000 --> 20:52.000]  In George R. Wells' fictional account of a high-tech police state, the government is spying on people inside their homes, tracking their every move.
[20:52.000 --> 20:59.000]  They are launching constant wars as a pretext to enslave their domestic populations.
[20:59.000 --> 21:11.000]  The government stages terror attacks as an excuse to further crack down and surveil the population, and there is a bearded, turbaned bad guy named Goldstein, a manual Goldstein,
[21:11.000 --> 21:17.000]  who issues statements taunting the people of Oceania, England, Airstrip 1.
[21:17.000 --> 21:20.000]  And that's what Bin Laden is today.
[21:20.000 --> 21:26.000]  I mean, we have Governor Ridge, the former head of Homeland Security, last year admitting they would issue fake terror alerts.
[21:26.000 --> 21:31.000]  Ari Fleischer, the former press secretary, admitted that he was the first to do it.
[21:31.000 --> 21:39.000]  And under the Patriot Act, that's a felony to issue a fake terror alert for a citizen or the government, but they just do it.
[21:39.000 --> 21:47.000]  And now you've got all these Obama people saying, we need a 9-11 event or Oklahoma City event bombing.
[21:47.000 --> 22:00.000]  And all of you conservatives, fake conservatives out there who think the Republican Party is going to save you and who love the Defense Department and love the trillions of missing dollars
[22:00.000 --> 22:13.000]  and all the corruption, and you don't like regular welfare, but you love corporate welfare, are you going to be happy if the Obama people stage a terror attack in this country
[22:13.000 --> 22:17.000]  as a pretext to demonize the American people further?
[22:17.000 --> 22:28.000]  I mean, almost all the anti-terror training is for gun owners, returning veterans, conservatives, libertarians, people that want to get us out of the Federal Reserve or get us out of the United Nations.
[22:28.000 --> 22:32.000]  I mean, that's all over the news, again, in the last two weeks.
[22:32.000 --> 22:41.000]  Who did the federal and state government hire in Pennsylvania to spy on conservatives and Second Amendment groups and Israeli company?
[22:41.000 --> 22:45.000]  To put them on a terror list? I mean, that's what's going on.
[22:45.000 --> 22:57.000]  And big sis, Napolitano, the head of Homeland Security, she has said on record that the main threat is domestic groups.
[22:57.000 --> 22:59.000]  And so this is the reality.
[22:59.000 --> 23:03.000]  So, well, you're raw, raw. Let's kill some Muslims. Let's invade some countries.
[23:03.000 --> 23:07.000]  You know, let's get these people. You need to understand that's manufactured.
[23:07.000 --> 23:20.000]  And now, an unproven tape, bin Laden says you better go along with cutting your carbon emissions, you better go along with the carbon taxes, or I'm going to bomb you.
[23:20.000 --> 23:29.000]  I mean, will they be telling our grandkids, you know, give your rights up to the government, tattle on your parents, do whatever you're told, turn your guns in, or bin Laden will get you.
[23:29.000 --> 23:31.000]  Bin Laden's hiding under your bed at night.
[23:31.000 --> 23:41.000]  I mean, I just read you a quote from the Financial Times of London of Robert Shapiro saying the bottom line here is that Americans don't believe in President Obama's leadership.
[23:41.000 --> 23:51.000]  Quote, he has defined some way between now and November, here we are, of demonstrating that he is a leader who can command confidence and short of a new 9-11 event or Oklahoma City bombing.
[23:51.000 --> 23:53.000]  I can't think of how he could do that.
[23:53.000 --> 23:58.000]  You know, those of you that say, Alex, why would the government ever stage an attack or let terrorist attack?
[23:58.000 --> 24:02.000]  In the case of the moron Christmas bomber, it came out.
[24:02.000 --> 24:24.000]  The deputy secretary of state admitted two months after we broke the news with two eyewitnesses on the plane from Amsterdam, Kurt Haskell and his wife, and later other witnesses came out and co-operated it, that a sharp-dressed US government agent type argued with him and got him on the plane without a passport or a visa.
[24:24.000 --> 24:28.000]  And the FBI said, that's ridiculous, that didn't happen, turned out it was all true.
[24:28.000 --> 24:31.000]  It's the same every time.
[24:31.000 --> 24:41.000]  It's the same thing every, all these recent stings in New York, New Jersey, other places of, you know, Muslim extremists completely off their rocker, normally have like 80 IQs.
[24:41.000 --> 24:45.000]  The feds created the group, commanded the group.
[24:45.000 --> 24:47.000]  Their spiritual leader is a fed.
[24:47.000 --> 24:57.000]  Remember 1993, New York Times, CBS News had to admit, came out in federal court, they hired Ahmad Salam, a former CIA operative from Egypt, to go build a fake bomb.
[24:57.000 --> 25:00.000]  Then they told Ahmad Salam, build a real bomb.
[25:00.000 --> 25:04.000]  Then Ahmad Salam comes to him two days before and says, look, let's go bust him.
[25:04.000 --> 25:05.000]  I built the real bomb.
[25:05.000 --> 25:07.000]  And they said, no, we're going to let it go forward.
[25:07.000 --> 25:11.000]  Salam figured out the FBI was setting him up and recorded them.
[25:11.000 --> 25:14.000]  Those recordings were now declassified last year.
[25:14.000 --> 25:20.000]  We put clips of it in the new film I produced, Invisible Empire, available on DVD at infowars.com.
[25:20.000 --> 25:22.000]  I mean, here's the FBI.
[25:22.000 --> 25:25.000]  They go out and find some lunatic extremist.
[25:25.000 --> 25:36.000]  I mean, I could probably go out hypothetically in a few months and find schizophrenic homeless people that I'd promised them all the drugs and money if they would just, you know, go shoot up something.
[25:36.000 --> 25:38.000]  I mean, anybody could do this.
[25:38.000 --> 25:39.000]  Who's guilty?
[25:39.000 --> 25:42.000]  The lunatics or the people that go and hire them?
[25:42.000 --> 25:44.000]  You could go out and do this.
[25:44.000 --> 25:48.000]  I remember a Bum Steer Award, Texas Monthly in 98, gave to the FBI.
[25:48.000 --> 25:50.000]  It's a big insult.
[25:50.000 --> 25:59.000]  You know, it's like the Darwin Awards or something, where the FBI created a clan group out of nothing and tried to get them to blow up a chemical plant in Fort Worth.
[25:59.000 --> 26:08.000]  And two years later, they couldn't get them to do it, so they went ahead and still busted them, giving them money, booze, drugs, whatever they wanted, weapons.
[26:08.000 --> 26:14.000]  Please just blow something up so the government can play the part of our savior.
[26:14.000 --> 26:17.000]  Or you've got other events like Gulf of Tonkin where nothing happened.
[26:17.000 --> 26:25.000]  The ships weren't attacked and they just said they were and launched a war that killed 58,000 Americans, wounded over 200,000 and killed over a million Vietnamese on both sides.
[26:25.000 --> 26:35.000]  And I got called a conspiracy terrorist 10, 12, 13, 14 years ago saying that was staged, even though we had the eyewitnesses from the ships that came back to California at San Diego.
[26:35.000 --> 26:40.000]  And now it was declassified five years ago that it was a staged event.
[26:40.000 --> 26:45.000]  So for those of you that say the government couldn't keep something like this secret, they did.
[26:45.000 --> 26:54.000]  For 40 years, they declassified it in 2004, I guess six years ago now, on the 40th anniversary of the Gulf of Tonkin.
[26:54.000 --> 26:56.000]  Okay, put that in your pipe and smoke it.
[26:56.000 --> 27:03.000]  Did Hitler blow up his own Reichstag, February 27th, 1933 as a pretext to clamp down with a police state?
[27:03.000 --> 27:08.000]  Did Hitler find an unpopular minority to get the Germans to go along with it?
[27:08.000 --> 27:10.000]  Oh, we're just going to take their rights.
[27:10.000 --> 27:17.000]  You know, some communists or some Jews or some Seventh Day Adventists or some people that some folks don't like.
[27:17.000 --> 27:19.000]  And then next, it was everybody.
[27:19.000 --> 27:30.000]  Well, over 95% of all the real training, and this is admitted now, is for gun owners, libertarians, conservatives, but number one, returning veterans.
[27:30.000 --> 27:33.000]  That's on record. We broke that a year and a half ago.
[27:33.000 --> 27:39.000]  We broke that national story and we broke other major reports on this before that that never got the same attention.
[27:39.000 --> 27:41.000]  This was going on under Bush.
[27:41.000 --> 27:46.000]  He didn't have the FBI training to go after, you know, supposed Muslim extremists from caves.
[27:46.000 --> 27:48.000]  It was for the American people.
[27:48.000 --> 27:54.000]  And this report from July by Paul Joseph Watson lists all these different pundits saying,
[27:54.000 --> 28:07.000]  gee, we need a terror attack in America to set up the police state and launch new wars, not just Robert Shapiro, not just Gary Hart.
[28:07.000 --> 28:12.000]  It's all listed here and I challenge everyone to go read this because we wrote this three months ago.
[28:12.000 --> 28:17.000]  And now what do you see in the headlines today?
[28:17.000 --> 28:20.000]  Oh, my gosh, there's terrorists are about to strike.
[28:20.000 --> 28:23.000]  What did I say back in July over and over again?
[28:23.000 --> 28:25.000]  What did I say before July?
[28:25.000 --> 28:38.000]  I should look for terror attacks or the threat of terror attacks by quote, right wing groups to demonize the realty party and look for threats of terror attacks by Muslims to expand the war into Pakistan.
[28:38.000 --> 28:48.000]  And now right ahead of the election, just a month out from the election, you now see them saying terrorists are about to strike.
[28:48.000 --> 28:50.000]  You better learn to love and worship the government.
[28:50.000 --> 28:54.000]  What did Ridge tell MSNBC last year?
[28:54.000 --> 28:56.000]  He said, yeah, we issued fake terror alerts.
[28:56.000 --> 29:22.000]  They're caught red handed.
[29:22.000 --> 29:27.000]  It's a great way to be able to monitor the value of your home. And again, it's absolutely free.
[29:27.000 --> 29:29.000]  There are tons of tools to help you.
[29:29.000 --> 29:33.000]  For instance, if you want to remodel your home, go to homegain.com.
[29:33.000 --> 29:40.000]  Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[29:40.000 --> 29:43.000]  For 10 years, these folks have been helping home sellers and buyers.
[29:43.000 --> 29:45.000]  Visit their link at infowars.com.
[29:45.000 --> 29:51.000]  Look for Max the orange home game gorilla to help you with any real estate needs you might have.
[29:51.000 --> 29:54.000]  If you love this site, it's homegain.com.
[29:54.000 --> 30:00.000]  H-O-M-E-G-A-I-N.com. Check them out today.
[30:00.000 --> 30:02.000]  Hello friends, this is Alex Jones.
[30:02.000 --> 30:05.000]  You've heard me talk about Kalben 5 Star Soaps for years.
[30:05.000 --> 30:10.000]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[30:10.000 --> 30:14.000]  You can buy factory direct shipped via UPS right to your door.
[30:14.000 --> 30:20.000]  Check them out on the web at 5starsoap.com or call 800-340-7091.
[30:20.000 --> 30:24.000]  Take my word for it. Once you've used pure soap, you won't buy anything else.
[30:24.000 --> 30:30.000]  Since 1947, Kalben Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[30:30.000 --> 30:32.000]  Buy American and stay clean.
[30:32.000 --> 30:38.000]  As well as support infowars, visit 5starsoap.com today or call 1-800-340-7091.
[30:38.000 --> 30:40.000]  Well Marty, what do you have to say?
[30:40.000 --> 30:48.000]  As founder and owner for over 63 years, satisfaction is guaranteed on double your dirt back.
[30:48.000 --> 30:59.000]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com. Thank you.
