[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[03:08.000 --> 03:18.000]  And it's working well. But they also point their cameras always at Foundation-funded communists and say, oh, it's communist against capitalism protesting the banks.
[03:18.000 --> 03:24.000]  The big central banks promote communism for the general public's wealth, which then goes offshore to them.
[03:24.000 --> 03:32.000]  They promote collectivism at the lower level. And this is not capitalism having central banks stealing trillions of dollars from us.
[03:32.000 --> 03:41.000]  But this is all part of the semantical deception where the lies are just in the basic terms and the rules of the political game we're given are lies.
[03:41.000 --> 03:45.000]  So that is coming up as well today.
[03:45.000 --> 03:50.000]  Also, Salon asked the question, how many Americans are targeted for assassination?
[03:50.000 --> 03:55.000]  Because first we heard it was just a few in foreign battlefields, and now we hear Americans anywhere.
[03:55.000 --> 04:05.000]  Pentagon wants to kill an American in Austin, Texas, or Detroit, Michigan, or Albuquerque, New Mexico, or Tampa, Florida, or Paris, France.
[04:05.000 --> 04:15.000]  Kill, kill, kill. And so they're just quietly setting the precedent so when they give their private contractors or government killers the order,
[04:15.000 --> 04:21.000]  they've heard about it on the news and, man, you've heard about our new powers. You've seen it in the news. You're authorized to do this.
[04:21.000 --> 04:24.000]  And go forward and kill.
[04:24.000 --> 04:32.000]  Of course, six years ago Israel bragged in United Press International and AP that they've got hit teams in the U.S. killing whoever they want when they want.
[04:32.000 --> 04:34.000]  So that's coming up.
[04:34.000 --> 04:41.000]  But I talked to some police officers about an hour ago, a little over an hour ago, before I got down here to the office.
[04:41.000 --> 04:46.000]  I saw some police officers and I felt the urge to go speak to them. I'll tell you about that when we come back.
[04:46.000 --> 04:52.000]  Then we'll get into the end of the Internet, the end of our national sovereignty, what's happening with the economy,
[04:52.000 --> 05:00.000]  and how we can fight back against these tyrants if we ever choose to want to remove these criminals, these illegitimate criminals.
[05:00.000 --> 05:04.000]  Hi, folks. This is Alex Jones, and I want to tell you about the Silver Lungs Generator.
[05:04.000 --> 05:13.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[05:13.000 --> 05:18.000]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[05:18.000 --> 05:29.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream
[05:29.000 --> 05:39.000]  with continued legislation threatening the sale of nano-silver products. You can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[05:39.000 --> 05:44.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[05:44.000 --> 05:52.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[05:52.000 --> 06:00.000]  That's www.silverlungs.com.
[06:23.000 --> 06:38.000]  Welcome, my friends. It is Sunday, the 27th day of June, 2010. We're going to be live here for the next two hours as we are every Sunday with the abbreviated Sunday broadcast
[06:38.000 --> 06:47.000]  transmission against tyranny in a desperate attempt to wake up our fellow humans around the planet to the illegitimate criminal corporate takeover
[06:47.000 --> 06:58.000]  known as the New World Order that is happening all over the planet as our governments fall, as legitimate corporations and private companies are taken over
[06:58.000 --> 07:05.000]  by these mega-corporations that are now bigger than any one government. So that is all coming up today.
[07:05.000 --> 07:12.000]  I want to get into the economy. The latest on the hurricane forming in the Gulf and what will that do to all the oil in the Gulf?
[07:12.000 --> 07:22.000]  Will that blow that oil into the shorelines? I'll just tell you right now the good news is Hurricane Alex or the tropical storm, they say that will become a hurricane.
[07:22.000 --> 07:32.000]  The meteorologists are now saying is not aimed at the northern and eastern areas of the Gulf, so they're predicting it's not going to blow all that oil.
[07:32.000 --> 07:38.000]  The majority of the oil is out in the Gulf into the shorelines, thus causing an evacuation now.
[07:38.000 --> 07:48.000]  But we've been talking to military personnel and others for about a month about the fact that they are being trained for massed force evacuation in the Gulf.
[07:48.000 --> 08:00.000]  And we've seen the EPA a few weeks ago say there may be evacuations in areas of the Gulf and when the big storms come in in the next two months and form and when the
[08:00.000 --> 08:10.000]  hurricanes come into the Gulf they will blow these 50 to 100 million, no one knows, barrels of oil, gallons of oil.
[08:10.000 --> 08:22.000]  It's over 50 million gallons and some reports are over 100 million because BP's been so deceptive and I don't think BP even really knows.
[08:22.000 --> 08:31.000]  The point is there's a lot of oil out there and a hurricane, no doubt, because their tracks are from the south towards the north will blow that oil into land.
[08:31.000 --> 08:37.000]  And it's off-gassing, really toxic chemicals, so people are really bracing for that.
[08:37.000 --> 08:44.000]  And this is going to be even more devastating to the economy on the Gulf and to the rest of the nation as well.
[08:44.000 --> 08:53.000]  We ain't seen nothing yet. And then I saw a headline by Curt Nimmo at infowars.com on Friday.
[08:53.000 --> 09:02.000]  Oil industry insider and CFR member predicts Gulf evacuation and the Washington Post promoted this back on Thursday and Friday.
[09:02.000 --> 09:13.000]  So we'll be discussing that a little bit later in the radio show slash TV show because we are simulcasting this radio broadcast.
[09:13.000 --> 09:18.000]  So at prisonplanet.tv today.
[09:18.000 --> 09:27.000]  But before I get into all of the news and your phone calls, I want to tell you a little story of what happened about an hour and 15 minutes ago.
[09:27.000 --> 09:36.000]  I was driving in to the office to do this radio show and I pulled into a barbecue place called Poke Joes to eat a late lunch.
[09:36.000 --> 09:47.000]  So I wouldn't have low blood sugar on the air and I went in, got my food, sat down in the corner of their main dining room that looks into their back dining room.
[09:47.000 --> 09:55.000]  And then I noticed four police officers walking in to go in and have something to eat.
[09:55.000 --> 10:09.000]  And I watched the body language of the families that were eating in the establishment and I noticed their body language going from one of being happy and laughing and talking to everyone being quiet for about 10 minutes.
[10:09.000 --> 10:16.000]  I've been there about 20 minutes eating. The police got there and then I was there about another 10 minutes and I watched everyone's body language because I always watch people.
[10:16.000 --> 10:26.000]  I wasn't watching the televisions they had hanging up in the dining room. I was watching people while I was eating and thinking about societal engineering and how the globalists are operating.
[10:26.000 --> 10:40.000]  And I was writing notes for a voiceover that I'm going to cut tonight on a new film I'm working on that deals with eugenics and deals with genetically modified crops and weather modification and toxins in the water.
[10:40.000 --> 10:59.000]  And how we're sending crews off in the next few weeks to interview top EPA scientists about how deadly sodium fluoride is in the water and how the government knows this and purposefully puts it in the water to cause cumulative bone cancer, organ failure, and reductions in fertility.
[10:59.000 --> 11:02.000]  And that's all admitted mainline science.
[11:02.000 --> 11:19.000]  And so I'm sitting there looking at these poor people wanting to warn them they're drinking the tap water and drinking the iced tea that's made out of tap water and thinking about should I go up and just start warning everyone at their tables that this poison is being put in their water under international rules.
[11:19.000 --> 11:37.000]  Sure, they'll laugh at me and think I'm a cook, but some of them will still go check into the scientific facts kind of like for 15 years I've been warning you about how your blood's taken at birth in the entire western world and putting secret Pentagon DNA bio weapons databases.
[11:37.000 --> 11:45.000]  And that's been declassified the last two years and they admit it is in the Pentagon and Cold Springs Harbor eugenics IBM laboratory Cold Springs, New York.
[11:45.000 --> 11:49.000]  I mean, sure, truth is strange with the fiction.
[11:49.000 --> 11:52.000]  But I thought, you know what, I'm just going to save it for the radio.
[11:52.000 --> 11:59.000]  I'm not going to do what I do more and more in grocery store lines at shopping malls at gas station checkout counters.
[11:59.000 --> 12:08.000]  I will just start preaching and warning people and holding up the bubble gum and saying, look, you can't find one type of gum in here that doesn't have aspartame, even though it's sugar gum.
[12:08.000 --> 12:17.000]  This is a chemical toxin on record. It was developed by the Pentagon as a sweet tasting chemical weapon.
[12:17.000 --> 12:23.000]  It's highly addictive. Many poisons are you need to understand it's a neurotoxin.
[12:23.000 --> 12:29.000]  I've interviewed scores of top brain surgeons, neurologist, toxicologist.
[12:29.000 --> 12:40.000]  But today I didn't do it. I just shut up because it's a normal human instinct to warn people. If you saw somebody 3,000 years ago, you know, let's say you lived somewhere in Central Asia,
[12:40.000 --> 12:47.000]  and you saw someone in your village eating a berry that was poisoned, you would run over and say, don't eat that berry.
[12:47.000 --> 12:51.000]  That's poisonous if you were older and had that knowledge and understood it.
[12:51.000 --> 13:01.000]  Or if your people had basically been enslaved by a ruling tribe and you knew that that ruling tribe was putting a poison in your water to make your people weak,
[13:01.000 --> 13:09.000]  you would, you know, hunch down at the well and say, you know, the Boonga tribe is poising the water of the Chamumbi tribe.
[13:09.000 --> 13:18.000]  And you should be aware of that and we should sneak to the river at night and get our own water and, you know, get our people strong enough mentally and physically to be able to, you know, try to escape bondage.
[13:18.000 --> 13:23.000]  But see, today under this mind control auspice, I'm not supposed to want to warn people.
[13:23.000 --> 13:31.000]  So the police come in and I watch everyone and land the free home of the brave for whatever reason. Everyone gets uncomfortable.
[13:31.000 --> 13:37.000]  Everyone starts looking down. Basically, everybody stops talking. These are good American slaves.
[13:37.000 --> 13:41.000]  By the media, by the culture, they've been taught to keep their mouths shut.
[13:41.000 --> 13:47.000]  They've all been made to feel guilty by the media that they're all criminals somehow. They better all keep their mouths shut in the Poke Joes.
[13:47.000 --> 13:54.000]  And the cops realize that the public is scared of them. So they go in the back little dining room by themselves in a corner.
[13:54.000 --> 14:00.000]  They want to be left alone. But everybody's looking at them through the dining room doors. There's two doors, open doors there to the back.
[14:00.000 --> 14:07.000]  And I see the families all kind of looking scared. Everybody's whispering now because the authority of the states there, the states put out the messages.
[14:07.000 --> 14:14.000]  I just saw a report of the police report admits a woman that they called the ambulance to come get. She was 86 years old.
[14:14.000 --> 14:23.000]  10 cops came in her house, took her oxygen mask off. So she argued with them. And so they said they felt threatened by her posture in the in the bed.
[14:23.000 --> 14:29.000]  So they tasered her and everybody sees those images, whether they're fair or not. That's how people see cops.
[14:29.000 --> 14:37.000]  So everybody was being quiet in the Poke Joes. So it's kind of like an old Western movie where the bad guys come in. Everybody gets quiet in the saloon.
[14:37.000 --> 14:44.000]  Okay, so I'm sitting there basically in the modern saloon and I've got my notebooks out and I've got all these government documents in front of me.
[14:44.000 --> 14:49.000]  Some of the latest put out even by the EPA admitting that sodium fluoride is deadly poison.
[14:49.000 --> 14:57.000]  And I'm on the verge of already standing up and giving a speech and warning people, breaking my conditioning to not be ashamed of being a true leader.
[14:57.000 --> 15:09.000]  Getting out of my comfort zone to stand up and warn people as a natural, healthy human would do as a natural guardian. I mean, as a male, as a fighting age male,
[15:09.000 --> 15:15.000]  I'm not just meant to be a tough guy. I meant to be informed and knowledgeable and warning my fellow humans about things.
[15:15.000 --> 15:22.000]  That's the position of a healthy male. That's what we're supposed to do in that guardian position genetically, historically.
[15:22.000 --> 15:27.000]  That's through anthropology and sociology. That's who we are.
[15:27.000 --> 15:34.000]  So I'm there thinking about doing this and the cops come in. I go into total analyzing mode. I'm watching everything.
[15:34.000 --> 15:40.000]  I see everyone suddenly not talking. They're intimidated and I look at these police officers. They look intimidated.
[15:40.000 --> 15:44.000]  They look upset. They're all being quiet while they're eating. They look really uptight.
[15:44.000 --> 15:52.000]  And so I decide to talk to them. I decide to go over and talk to the police officers, four of them, three males and a female.
[15:52.000 --> 16:00.000]  And I went over and talked to them and I'll tell you what happened when we get back. And I went over and I told them.
[16:00.000 --> 16:28.000]  Alex Jones here with urgent information concerning trendsresearch.com.
[16:28.000 --> 16:36.000]  Individual readers from every walk of life can put the Trends Journal Trends forecast and Trends analysis to practical use.
[16:36.000 --> 16:39.000]  Extra information to keep you well informed throughout the year.
[16:39.000 --> 16:46.000]  When any current event of major social economic or political significance occurs, Trends Journal notifies its subscribers of their implications.
[16:46.000 --> 16:59.000]  When you subscribe to the Trends Journal, you'll also receive Trends Alerts. Visit TrendsResearch.com today. That's TrendsResearch.com. Subscribe to the Trends Journal. This information is too important to wait.
[16:59.000 --> 17:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[17:04.000 --> 17:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[17:08.000 --> 17:14.000]  Number two, our new energies are wants to control how much power your electric company allows you to have.
[17:14.000 --> 17:19.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[17:19.000 --> 17:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[17:24.000 --> 17:28.000]  And now, new socialist legislation is only compounding the problem.
[17:28.000 --> 17:31.000]  Number four, dangerous weather is always a threat to local grids.
[17:31.000 --> 17:35.000]  Every year, thousands of families lose their power from weather-related onages.
[17:35.000 --> 17:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[17:40.000 --> 17:45.000]  Folks, I really believe in the solar power generators offered by Solutions From Science, one of my oldest sponsors.
[17:45.000 --> 17:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[17:51.000 --> 17:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[17:59.000 --> 18:03.000]  Hi, folks. This is Alex Jones asking you for a minute of your time to tell you about soap.
[18:03.000 --> 18:09.000]  Not detergents, but good old-fashioned pure soap made by the Calvin Soap Company, a family-owned and operated American company.
[18:09.000 --> 18:17.000]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, air, laundry, and dishes.
[18:17.000 --> 18:22.000]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[18:22.000 --> 18:31.000]  Get a free, detailed catalog by calling 800-340-7091 or see them online at fivestarsope.com or infowars.com.
[18:31.000 --> 18:35.000]  Let's talk to the owner of Five Star Soap, Marty Schachter, and see what he has to say.
[18:35.000 --> 18:42.000]  As founder and owner for over 63 years, people keep asking me, how's business?
[18:42.000 --> 18:46.000]  I'm happy to say our business is going down the drain.
[18:46.000 --> 18:59.000]  Call us at 1-800-340-7091 or visit our website, fivestarsope.com, for buying a one-to-two-month soap sampler. Thank you.
[18:59.000 --> 19:03.000]  You may be arrested and or subject to other police action.
[19:03.000 --> 19:08.000]  Tyranny is here. The grim future foretold in 1984 has become reality.
[19:08.000 --> 19:11.000]  It really says that the state is God.
[19:11.000 --> 19:16.000]  The United States has now recognized globally as one of the most oppressive police states on Earth.
[19:16.000 --> 19:23.000]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[19:23.000 --> 19:29.000]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[19:29.000 --> 19:33.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[19:33.000 --> 19:38.000]  Prepare to enter the secret of world of emergency dictatorship.
[19:38.000 --> 19:44.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[19:44.000 --> 19:47.000]  It's only the beginning of the New World Order's hellish plan.
[19:47.000 --> 19:50.000]  The police state isn't coming. It's here.
[19:50.000 --> 20:01.000]  Secure your copy today at infowars.com or see it online in the highest quality at prisonplanet.tv.
[20:01.000 --> 20:10.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:10.000 --> 20:20.000]  The websites are infowars.com and prisonplanet.com.
[20:20.000 --> 20:29.000]  I got up this morning at about 7 a.m., went in and fired up the laptop at the kitchen table while I was drinking hot coffee.
[20:29.000 --> 20:36.000]  And there was the Drudge Report. Never had the giant headline at the top.
[20:36.000 --> 20:42.000]  Senate Committee passes internet kill switch bill.
[20:42.000 --> 20:47.000]  And I clicked on it thinking, hey, that looks like a prisonplanet.com headline.
[20:47.000 --> 20:49.000]  And sure enough, it was.
[20:49.000 --> 20:56.000]  And then he had some other links to ABC News, to Tech World, all reporting the same thing.
[20:56.000 --> 21:01.000]  And it'll be a tax on alternative media to be paid to the mainstream media.
[21:01.000 --> 21:08.000]  You can't make up something that evil. Not only does it violate the First Amendment, but it's discriminatory and makes you fund establishment propaganda.
[21:08.000 --> 21:16.000]  And it allows the federal government to selectively or in its entirety shut the internet off completely for four months.
[21:16.000 --> 21:19.000]  So we'll be covering that coming up.
[21:19.000 --> 21:25.000]  But the good news is it is finally being covered and is being picked up by newspapers everywhere.
[21:25.000 --> 21:31.000]  And I commend the Drudge Report for giving us the top link this morning. It's now on the right-hand side of the Drudge Report.
[21:31.000 --> 21:34.000]  One of the top stories on the right-hand column.
[21:34.000 --> 21:35.000]  You can read our headlines.
[21:35.000 --> 21:40.000]  Obama Internet Kill Switch Plan approved by U.S. Senate. That's Tech World.
[21:40.000 --> 21:42.000]  Here's the prisonplanet.com headline.
[21:42.000 --> 21:44.000]  Paul Joseph Watson article from Friday.
[21:44.000 --> 21:48.000]  Obama could shut down internet for four months under new emergency powers.
[21:48.000 --> 21:52.000]  Kill Switch Bill approved, moves to full Senate floor.
[21:52.000 --> 21:55.000]  So we're going to be going over that.
[21:55.000 --> 21:57.000]  You're not in Kansas anymore.
[21:57.000 --> 21:58.000]  Neither am I.
[21:58.000 --> 22:01.000]  This is bonafide real tyranny.
[22:01.000 --> 22:04.000]  And a lot of people say, well, I don't care if we live under tyranny.
[22:04.000 --> 22:06.000]  I go along. I got my job.
[22:06.000 --> 22:08.000]  I go along with what the government says.
[22:08.000 --> 22:14.000]  I submit to checkpoints and corruption and naked body scanners at the airports.
[22:14.000 --> 22:16.000]  And the tax is always going up.
[22:16.000 --> 22:17.000]  I'm going to bend over.
[22:17.000 --> 22:19.000]  Well, they know you are.
[22:19.000 --> 22:21.000]  And that's why they're going to hurt you real bad.
[22:21.000 --> 22:28.000]  As Thomas Jefferson said, as history shows, the level of tyranny you will live under is the exact level you'll put up with.
[22:28.000 --> 22:29.000]  They will not stop.
[22:29.000 --> 22:35.000]  The type of individuals in power worldwide throughout history are the types that always want more power.
[22:35.000 --> 22:42.000]  If you lay down to them completely like the Russians did to Stalin, they'll just kill 20, 30% of you for fine.
[22:42.000 --> 22:45.000]  Because they've got a bunch of murdering control freaks that work for them.
[22:45.000 --> 22:56.000]  They're enforcers who want to dominate you, who want to rape you, who want to steal from you, who want to arrest you so they can extract fines out of you or take your farmer ranch.
[22:56.000 --> 22:59.000]  Listen, people say that cops can do no wrong in America.
[22:59.000 --> 23:01.000]  The media told us so.
[23:01.000 --> 23:08.000]  But did the Russian cops under Stalin and Lenin before him, were they bad?
[23:08.000 --> 23:11.000]  Were Hitler's police, the Gestapo, were they bad?
[23:11.000 --> 23:15.000]  Are Pol Potts' troops, were they bad?
[23:15.000 --> 23:17.000]  Was Pol Potts' police, were they oppressive?
[23:17.000 --> 23:18.000]  What about Fidel Castro?
[23:18.000 --> 23:19.000]  What about Mao Zedong?
[23:19.000 --> 23:21.000]  What about Julius Caesar?
[23:21.000 --> 23:23.000]  What about Attila the Hun?
[23:23.000 --> 23:25.000]  Oh, he had enforcers.
[23:25.000 --> 23:29.000]  The truth is, nine times out of ten, I mean, have you ever been to Latin America?
[23:29.000 --> 23:35.000]  Have you ever been to a third-world country where most of the people are living homeless and there's cops in black uniforms walking around on power trips?
[23:35.000 --> 23:41.000]  People that enjoy abusing people, staring down the public, staring you down if you look them in the eyes?
[23:41.000 --> 23:44.000]  Maybe beating you up and taking you to jail if you look at them wrong?
[23:44.000 --> 23:50.000]  Maybe if they want your wife, maybe they're going to take you to jail and shake you down and rape your wife in the cell next to you.
[23:50.000 --> 23:59.000]  That happens all the time to dumb, chump Americans that go to Latin America, that go to Guatemala, that go to the wrong area of Mexico, okay?
[23:59.000 --> 24:04.000]  So I'm here trying to keep our police from being turned into that historically.
[24:04.000 --> 24:06.000]  Why did our founding fathers fight the Redcoats?
[24:06.000 --> 24:08.000]  They became oppressive police.
[24:08.000 --> 24:10.000]  Have you read the Declaration of Independence?
[24:10.000 --> 24:17.000]  Read what the government was doing then and ask yourself, ask yourself, is that what's starting to happen now?
[24:17.000 --> 24:19.000]  And the answer is yes in spades.
[24:19.000 --> 24:23.000]  Now, let me just finish the story quickly and then we're going to go to break and come back and get into all the news.
[24:23.000 --> 24:29.000]  And boy, I mean, just every show, I keep saying it gets more important, more pertinent, more insane, more crazy.
[24:29.000 --> 24:31.000]  Things are moving faster and faster.
[24:31.000 --> 24:34.000]  So I met the Poke Joes about an hour and a half ago.
[24:34.000 --> 24:36.000]  I'm eating real fast.
[24:36.000 --> 24:38.000]  Everybody's talking, having a good time.
[24:38.000 --> 24:39.000]  Families are in there.
[24:39.000 --> 24:40.000]  Cops come in.
[24:40.000 --> 24:41.000]  Four of them.
[24:41.000 --> 24:42.000]  Everybody gets quiet.
[24:42.000 --> 24:44.000]  Everybody stops talking.
[24:44.000 --> 24:46.000]  And I look at the cops and I analyze them.
[24:46.000 --> 24:49.000]  They look like hard-working, smart, good people.
[24:49.000 --> 24:53.000]  They look like salt of the earth, good-looking people.
[24:53.000 --> 24:55.000]  I got a good vibe off of them.
[24:55.000 --> 24:57.000]  They look like they were insecure.
[24:57.000 --> 24:59.000]  They look like they were hardly talking.
[24:59.000 --> 25:02.000]  They looked humble.
[25:02.000 --> 25:05.000]  Now, you see a thug steroid head cop.
[25:05.000 --> 25:08.000]  People I'd see 10 years ago was bouncers and now are cops downtown.
[25:08.000 --> 25:10.000]  I won't go down there because of it.
[25:10.000 --> 25:14.000]  And you can see the power trip, the craziness, the thuggishness.
[25:14.000 --> 25:17.000]  You can see somebody who's a thug cop real fast.
[25:17.000 --> 25:19.000]  You go to New York City, about half of them are.
[25:19.000 --> 25:21.000]  I mean, it's scary.
[25:21.000 --> 25:24.000]  You can go to Chicago and the cops are scary.
[25:24.000 --> 25:28.000]  I mean, you can sit around and watch them and you see the news footage all the time where they see a good-looking woman.
[25:28.000 --> 25:30.000]  They just beat her up.
[25:30.000 --> 25:34.000]  Somebody talks back to them when they're even off duty and they don't get a free beer.
[25:34.000 --> 25:35.000]  They beat them up.
[25:35.000 --> 25:36.000]  I mean, they're crazy thugs.
[25:36.000 --> 25:40.000]  I'm here fighting so that doesn't happen in other parts of the nation.
[25:40.000 --> 25:46.000]  And so we can take back places that are run by big city mafia like Chicago and New York.
[25:46.000 --> 25:49.000]  And LA to a certain extent, but I haven't had problems in LA.
[25:49.000 --> 25:52.000]  I've actually had cops come up everywhere and say they're listeners.
[25:52.000 --> 25:56.000]  But whatever the issue is, police have a tough job.
[25:56.000 --> 26:01.000]  So I'm sitting there with all these government documents because I'm sitting there writing a voiceover by hand because I'm going to come in tonight.
[26:01.000 --> 26:07.000]  And after the show, I'm going to write a voiceover that was handwriting notes off government documents.
[26:07.000 --> 26:11.000]  Full spectrum dominance, soft kill weapons.
[26:11.000 --> 26:14.000]  I'm reading these Pentagon documents by Colonel Alexander.
[26:14.000 --> 26:15.000]  It's freaking me out.
[26:15.000 --> 26:17.000]  I'm looking at these families with kids.
[26:17.000 --> 26:18.000]  I'm watching them drink tap water.
[26:18.000 --> 26:20.000]  I'm wishing I could walk over and warn them.
[26:20.000 --> 26:21.000]  I'm looking at the cops.
[26:21.000 --> 26:23.000]  They're drinking tap water.
[26:23.000 --> 26:26.000]  I want to go tell the Poke Joe people to filter their water.
[26:26.000 --> 26:28.000]  I know it's a chemical weapon.
[26:28.000 --> 26:30.000]  I've had all the EPA scientists on.
[26:30.000 --> 26:32.000]  I know the Nazis put it in the water.
[26:32.000 --> 26:39.000]  Pulitzer Prize winning author who worked in Nuremberg wrote crime and punishment, IG Farben, or IG Farben crime and punishment.
[26:39.000 --> 26:42.000]  I mean, I know it's a declassified fact.
[26:42.000 --> 26:46.000]  And so all of this is happening and I see the cops.
[26:46.000 --> 26:52.000]  And I didn't even think to record on my iPhone the audio because it was a private exchange.
[26:52.000 --> 26:57.000]  Because when I got in and told the guys the story, they said, well, you should have recorded that.
[26:57.000 --> 26:59.000]  It's time for me to go.
[26:59.000 --> 27:13.000]  So I just get up and I walk over to them just like we need to get past the comfort zone of talking to our neighbors and then talking to people at grocery store lines and then talking to people at church or at work about more than just the baseball scores, basketball scores or the weather.
[27:13.000 --> 27:15.000]  We're taught by the media only talk about that.
[27:15.000 --> 27:18.000]  Don't talk to each other like little prisoners.
[27:18.000 --> 27:23.000]  And I walk over and I say, you guys get getting a little bit of, you know, air conditioning out there in the heat.
[27:23.000 --> 27:25.000]  They were look like motorcycle cops.
[27:25.000 --> 27:33.000]  I wasn't sure of their point is I go over and I talked to him and I said, boy, I bet you're hot out there.
[27:33.000 --> 27:34.000]  And I said, yeah.
[27:34.000 --> 27:38.000]  And I looked at one of them who looked me in the eyes and I said, do you know about the world government?
[27:38.000 --> 27:41.000]  And he said, yeah, I know about it because now it's all over the news.
[27:41.000 --> 27:48.000]  And I said, well, well, I'm just here to warn you about the world government, what it really means, it means eugenics.
[27:48.000 --> 27:51.000]  And I said, you see your tap water, you see your ice tea.
[27:51.000 --> 27:54.000]  I said, there is a binary chemical weapon in there.
[27:54.000 --> 27:57.000]  And I said, you need to research what sodium fluoride does.
[27:57.000 --> 28:00.000]  I said, just Google sodium fluoride cancer.
[28:00.000 --> 28:01.000]  I said, please.
[28:01.000 --> 28:04.000]  And three of them were looking at me serious.
[28:04.000 --> 28:06.000]  One of them was kind of looking at me like I was crazy.
[28:06.000 --> 28:08.000]  And I said, I know it sounds crazy.
[28:08.000 --> 28:11.000]  And they, it's so horrible, they think you won't look it up.
[28:11.000 --> 28:13.000]  But I said, they think you're weak minded.
[28:13.000 --> 28:14.000]  Look it up.
[28:14.000 --> 28:17.000]  And I said, you've got a choice to make what side you're on.
[28:17.000 --> 28:19.000]  And there's a storm coming.
[28:19.000 --> 28:21.000]  It's, it's, you know, please search these terms.
[28:21.000 --> 28:28.000]  And I told them full spectrum dominance, Neo, modern eugenics, and a few other points I made.
