[00:00.000 --> 00:21.000]  Infowars, the most banned network in the world.
[18:49.000 --> 19:07.000]  So again, introducing InfoWare's MD now exclusively available at InfoWareStore.com with massive, massive sales.
[19:19.000 --> 19:25.000]  It shows signs such as fatigue, low energy, low sex drive and muscle loss.
[19:25.000 --> 19:31.000]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[19:31.000 --> 19:35.000]  The secret is in the synergistic blend of ancient ingredients
[19:35.000 --> 19:40.000]  that have been concentrated into their most potent forms including
[19:40.000 --> 19:50.000]  Uricoma Longifolia, originally from Malaysia, Makaroo from Peru, Horny Goatweed from China and Tribulus from India.
[19:50.000 --> 19:54.000]  Reach your alpha male potential with Alpha Power.
[19:54.000 --> 20:11.000]  Head to InfoWareStore.com and secure your bottle today.
[20:24.000 --> 20:29.000]  11 a.m. to 3 p.m. Central, you found the most centered broadcast in the world.
[20:29.000 --> 20:36.000]  The Alex Jones Show, hosted by, yes me, the man who must not be named.
[20:36.000 --> 20:44.000]  All right, ladies and gentlemen, there's a lot of facets and a lot of angles to this Bolsonaro situation, this Brazil crisis.
[20:44.000 --> 20:48.000]  Then the latest developments in Ukraine that are off the chart dangerous.
[20:48.000 --> 20:50.000]  We're going to be hitting that first.
[20:50.000 --> 20:55.000]  Also, gigantic. It just gets bigger every day.
[20:55.000 --> 20:58.000]  New revelations on the poison shots, not distributed worldwide.
[20:58.000 --> 21:01.000]  There has now been an FDA advisory meeting.
[21:01.000 --> 21:03.000]  We have video of it being broken down.
[21:03.000 --> 21:06.000]  FDA and their virtual meeting yesterday.
[21:06.000 --> 21:11.000]  We were falsely misled by Pfizer about the safety of the vaccine.
[21:11.000 --> 21:16.000]  Heart attacks are 71 times higher than other vaccines.
[21:16.000 --> 21:20.000]  Because any vaccine can cause a heart attack and autoimmune response.
[21:20.000 --> 21:24.000]  The vaccines are killing two people for every one life saved.
[21:24.000 --> 21:27.000]  We're going to be getting to that.
[21:27.000 --> 21:29.000]  I mean, it's just the amount of news.
[21:29.000 --> 21:30.000]  He is incredible.
[21:30.000 --> 21:38.000]  But before we go any further, the only way we're able to operate stay on air is listeners like you buying products at InfoWareStore.com.
[21:38.000 --> 21:40.000]  I'm very thankful for all your past support.
[21:40.000 --> 21:45.000]  We got to catch 22 with supply chain problems and other issues the last few years
[21:45.000 --> 21:48.000]  and we couldn't get enough product to supply the audience with what you wanted
[21:48.000 --> 21:54.000]  that normally gave us enough money to operate in the black in a healthy way.
[21:54.000 --> 21:59.000]  And we've gotten to catch 22 where if we had enough X2 and enough X3, you always buy it.
[21:59.000 --> 22:02.000]  You love it. We would not be in the red right now a little bit.
[22:02.000 --> 22:03.000]  More than a little bit.
[22:03.000 --> 22:05.000]  More of it's coming in in a couple months.
[22:05.000 --> 22:07.000]  We're trying to budget the money.
[22:07.000 --> 22:10.000]  We've almost saved the money to put the 50% down to reorder it.
[22:10.000 --> 22:12.000]  So we just need to get out of this rut.
[22:12.000 --> 22:13.000]  We're almost there.
[22:13.000 --> 22:18.000]  We have about a quarter million dollar deficit a little under that the last six months running.
[22:18.000 --> 22:22.000]  And I've exhausted all my funds to prop M4s up.
[22:22.000 --> 22:25.000]  I had like $40,000 in the bank now.
[22:25.000 --> 22:26.000]  Not to pay my bills, okay?
[22:26.000 --> 22:29.000]  I mean, and I'm proud of that because I mean, nothing wrong with having money.
[22:29.000 --> 22:36.000]  But when it going gets tough, keeping the fight going and believing in God and just being completely committed is where we're at.
[22:36.000 --> 22:38.000]  And we have a plan to stay on air indefinitely.
[22:38.000 --> 22:41.000]  That's why we're in a reorganization bankruptcy.
[22:41.000 --> 22:47.000]  We've got, you know, good news from the court, but we've got to stay in the black if just a little.
[22:47.000 --> 22:48.000]  And it's easy to do.
[22:48.000 --> 22:51.000]  You just go to m4works.com and get the great products we do have.
[22:51.000 --> 22:53.000]  But again, it's a catch 22.
[22:53.000 --> 23:02.000]  We are down to a couple thousand bottles of DNA force and a couple thousand bottles of vitaminal fusion or canisters.
[23:02.000 --> 23:09.000]  If we had enough of this, we'd have plenty of funds, but we're not going to know when we're going to have money to order more of it.
[23:09.000 --> 23:14.000]  Now, I've got a few things going on where it looks like we've got some sponsors coming on board and a few other things.
[23:14.000 --> 23:18.000]  And I'll just take the sponsorship money and buy the products to be able to continue on the future.
[23:18.000 --> 23:20.000]  Everything we're selling, we have in stock.
[23:20.000 --> 23:28.000]  But it'll be months and months till more vitaminal fusion and DNA force plus two key amazing products for your whole body, your cells, your telomeres, your DNA.
[23:28.000 --> 23:33.000]  It is just what the doctor ordered in the types of attacks and crises we're all under.
[23:33.000 --> 23:37.000]  So I told everybody we're going to have to end this sale today.
[23:37.000 --> 23:39.000]  But we're going to catch 22.
[23:39.000 --> 23:42.000]  We need the funds, even though it's going to sell out.
[23:42.000 --> 23:44.000]  It'd be better to have it go back to full price.
[23:44.000 --> 23:47.000]  Sell out what we've got left in the next few months, but we need the funds right now.
[23:47.000 --> 23:51.000]  So I'm going to keep them at 50% off until tomorrow night.
[23:51.000 --> 23:53.000]  And then that's it.
[23:53.000 --> 24:01.000]  100% vitaminal fusion DNA force plus will go to full price instead of 50% off tomorrow night at midnight.
[24:01.000 --> 24:02.000]  And that's it.
[24:02.000 --> 24:03.000]  You need vitaminal fusion.
[24:03.000 --> 24:04.000]  You need DNA force plus.
[24:04.000 --> 24:11.000]  They're incredible products and you're not going to get any product close to this good for your body and the great organic ingredients it has.
[24:11.000 --> 24:15.000]  Then you're going to get with DNA force plus and vitaminal fusion.
[24:15.000 --> 24:21.000]  So please go there and take care of yourself, take care of your family and keep the broadcast on the air separately.
[24:21.000 --> 24:23.000]  Sold out for five months.
[24:23.000 --> 24:26.000]  It's the strongest sleep aid we've got.
[24:26.000 --> 24:28.000]  Knockouts great.
[24:28.000 --> 24:29.000]  Rocket rest is great.
[24:29.000 --> 24:30.000]  That's my dad's product.
[24:30.000 --> 24:32.000]  But down and out is way stronger than both.
[24:32.000 --> 24:34.000]  In fact, too strong for some people.
[24:34.000 --> 24:36.000]  When I tell you folks, be careful with this.
[24:36.000 --> 24:39.000]  People go, my God, I took a whole dropper full and couldn't get out of bed for 14 hours.
[24:39.000 --> 24:40.000]  Listen to me.
[24:40.000 --> 24:41.000]  This is real.
[24:41.000 --> 24:42.000]  Okay.
[24:42.000 --> 24:44.000]  Big dose of high quality melatonin.
[24:44.000 --> 24:48.000]  Big dose of valerian root.
[24:48.000 --> 24:54.000]  Liquid pressed, organically based, super high quality only take a few drops the first time.
[24:54.000 --> 24:55.000]  Okay.
[24:55.000 --> 24:57.000]  Because we get calls the customer service line.
[24:57.000 --> 24:59.000]  My God, that stuff's incredibly strong.
[24:59.000 --> 25:00.000]  Why didn't you tell me?
[25:00.000 --> 25:01.000]  We did tell you.
[25:01.000 --> 25:02.000]  We're selling crap.
[25:02.000 --> 25:06.000]  If you've never taken a natural sleep aid, why don't you take knockout first?
[25:06.000 --> 25:08.000]  It's got eight different great ingredients.
[25:08.000 --> 25:09.000]  It's strong.
[25:09.000 --> 25:19.000]  But it's like Lloyd, way, way, mother punching you versus Mike Tyson.
[25:19.000 --> 25:20.000]  Okay.
[25:20.000 --> 25:22.000]  One of them is a lightweight still knocked your head off.
[25:22.000 --> 25:24.000]  One of them is a heavyweight champion.
[25:24.000 --> 25:32.000]  So if you want, down and out, it's back in stock for 50% off at infowarstore.com.
[25:32.000 --> 25:35.000]  Down and out, back in stock, we got a big shipment of it.
[25:35.000 --> 25:38.000]  Now here's the good news and here's the bad news.
[25:38.000 --> 25:42.000]  Real Red Pill Plus has been sold out for over two years because we couldn't get the proprietary
[25:42.000 --> 25:43.000]  ingredients.
[25:43.000 --> 25:44.000]  We weren't going to cut the quality.
[25:44.000 --> 25:46.000]  It's got preglinone, everything else in it.
[25:46.000 --> 25:48.000]  This is a very special proprietary.
[25:48.000 --> 25:54.000]  That a very well known medical scientist helped us develop.
[25:54.000 --> 25:58.000]  Basically a souped up version of what's already sold in medical clinics.
[25:58.000 --> 25:59.000]  This is the fountain of youth.
[25:59.000 --> 26:00.000]  It's got everything in it.
[26:00.000 --> 26:05.000]  You need trace elements, vitamins, minerals, preglinone, a bunch of other compounds.
[26:05.000 --> 26:09.000]  Preglinone is not produced in the body at the level that should be after 40.
[26:09.000 --> 26:13.000]  You have to have preglinone to produce the normal hormones you're supposed to have.
[26:13.000 --> 26:15.000]  This is a really powerful formula.
[26:15.000 --> 26:16.000]  Real Red Pill Plus.
[26:16.000 --> 26:20.000]  The good news is it's been a best seller since it came back in three weeks ago.
[26:20.000 --> 26:24.000]  The bad news is that we got a limited order in.
[26:24.000 --> 26:28.000]  So at current sales rates, it's going to be sold out in two weeks.
[26:28.000 --> 26:34.000]  Despite that, despite the fact that's happening, we need all the funds we can get now.
[26:34.000 --> 26:37.000]  And then hopefully we'll get more in in a few months if we get the funds.
[26:37.000 --> 26:43.000]  But if you want Real Red Pill Plus right now, here is your chance to get it at infowarstore.com
[26:43.000 --> 26:47.000]  or by calling toll-free, triple-eight, two-five, three-three-one, three-nine.
[26:47.000 --> 26:48.000]  Experience it.
[26:48.000 --> 26:50.000]  Keep the show on the air.
[26:50.000 --> 26:52.000]  And I thank you for your support.
[26:52.000 --> 26:56.000]  If you want to make a straight donation on the front of infowarstore.com, there's a big red banner with a bullhorn.
[26:56.000 --> 27:00.000]  Make a $5, $10 one-time donation, $20 or a recurring donation.
[27:00.000 --> 27:01.000]  Cancel anytime.
[27:01.000 --> 27:03.000]  Please keep us on air.
[27:03.000 --> 27:07.000]  There isn't an organization more effective at exposing the new order's master plan.
[27:07.000 --> 27:11.000]  All right, I'm done plugging.
