[00:00.000 --> 00:14.200]  Certainly, for some, Alex Jones can be scary and abrasive, but if you can get through all
[05:25.240 --> 05:27.240]  Alkalinity and pH.
[05:27.240 --> 05:33.240]  What we learned was that there was, in fact, unhealthy levels of heavy metals and acidity in the rainwater.
[05:33.240 --> 05:37.240]  Next, we tested the water from our Alexa Pure gravity filter.
[05:37.240 --> 05:44.240]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[05:44.240 --> 05:49.240]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[05:49.240 --> 05:55.240]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[05:55.240 --> 06:03.240]  But more importantly, a good water filtration system will purify it.
[06:03.240 --> 06:07.240]  I'm standing in this briefing room right now. There is no government official here.
[06:07.240 --> 06:11.240]  But I'll say that the press is not the enemy of the people.
[06:11.240 --> 06:26.240]  But I'll say that the press is not the enemy of the people.
[06:26.240 --> 06:32.240]  The press is not the enemy of the people.
[06:32.240 --> 06:52.240]  It came in peace.
[06:52.240 --> 07:15.240]  Maybe we should go out on Pennsylvania Avenue and chant, we're not the enemy of the people.
[07:15.240 --> 07:27.240]  We're not the enemy of the people, we're not the enemy of the people, we're not the enemy of the people.
[07:27.240 --> 07:33.240]  This is CNN.
[07:33.240 --> 07:43.240]  Watching war on corruption, it's Alex Jones coming to you live from the front lines of the Info War.
[07:43.240 --> 07:50.240]  Well, we're getting close to two years of El Presidente being in office a little over a year and a half.
[07:50.240 --> 07:56.240]  You see the country coming back from the dead by the Crip Keepers.
[07:56.240 --> 07:59.240]  They're not about to let the country come back. It's theirs.
[07:59.240 --> 08:05.240]  It belongs to them and the bureaucracy and the intelligence agencies and the corrupt bureaucrats.
[08:05.240 --> 08:15.240]  The swamp from D.C. and the swamp from New York and a double hydra-penser attack are moving against the president.
[08:15.240 --> 08:19.240]  And we see the headlines, the Hill, Spiro-Agnu lawyer.
[08:19.240 --> 08:24.240]  Trump should resign to keep Mueller from prosecuting his family.
[08:24.240 --> 08:27.240]  Oh, they're never going to give him any quarter.
[08:27.240 --> 08:33.240]  National Enquirer reportedly kept Trump hush money info in a safe.
[08:33.240 --> 08:40.240]  And now they've been given immunity to begin to roll on the president.
[08:40.240 --> 08:48.240]  Meanwhile, Dan Rather, what Mueller knows will make Cohen Manafort pale by comparison.
[08:48.240 --> 08:52.240]  What, like your fake George W. Bush Air National Guard records?
[08:52.240 --> 08:57.240]  Or maybe Ryan Williams saying he got shot on a helicopter?
[08:57.240 --> 08:59.240]  Real, real clear politics there.
[08:59.240 --> 09:04.240]  Trump organization could face criminal charges from Manhattan D.A.
[09:04.240 --> 09:10.240]  Yes, yes, the cesspool of corruption, New York.
[09:10.240 --> 09:15.240]  And now they're trying to tie that in to local government and go after the president himself.
[09:15.240 --> 09:18.240]  And why does the president have immunity?
[09:18.240 --> 09:22.240]  Except from impeachment. That's the other branch of government.
[09:22.240 --> 09:30.240]  He has that because any little two-bit jurisdiction would then start engaging in witch hunt prosecutions against the political enemy.
[09:30.240 --> 09:33.240]  But I want to know why the Republicans don't ever act like this.
[09:33.240 --> 09:35.240]  And that's the big issue.
[09:35.240 --> 09:41.240]  Is that you have dead to rights, the Clintons, Obama, Brennan, Clapper, Lyon to Congress.
[09:41.240 --> 09:44.240]  You have Benghazi. You have the looting of Haiti.
[09:44.240 --> 09:46.240]  You have the illegal servers.
[09:46.240 --> 09:51.240]  You have the $4 billion in the Clinton Foundation, uranium one.
[09:51.240 --> 09:58.240]  Fast and furious, the funding and founding of Al Qaeda and ISIS, on and on and on.
[09:58.240 --> 10:02.240]  But Jeff Sessions will not move against it.
[10:02.240 --> 10:20.240]  And that's what Trump keeps asking that we're going to cover coming up in the next segment is the way you just know there's complete total admitted massive corruption.
[10:20.240 --> 10:27.240]  Obama got fined $374,000 for $84 million that wasn't accounted for right.
[10:27.240 --> 10:31.240]  And the millions and millions that they found that was definitely illegal.
[10:31.240 --> 10:35.240]  But oh, you get a little fine from the campaign money.
[10:35.240 --> 10:48.240]  But then Congress from from California buys a bunch of dinners for his staff and drinks and flies his daughter and pet rabbit around with him and buys him a couple thousand dollars in video games.
[10:48.240 --> 10:53.240]  Literally, some of the charges are for cheeseburgers campaign money.
[10:53.240 --> 10:56.240]  The public's so dumb that as Democrats, I see headlines.
[10:56.240 --> 11:04.240]  Well, he stole from taxpayers campaign finance money when it's raised directly from donors is not sure low level candidates get matching funds.
[11:04.240 --> 11:06.240]  Sometimes that's different.
[11:06.240 --> 11:07.240]  So they conflate all this.
[11:07.240 --> 11:12.240]  It's just crazy to see the total and complete hypocrisy of all this.
[11:12.240 --> 11:21.240]  So know this, I told everybody they're not waiting for 2020.
[11:21.240 --> 11:23.240]  They're not waiting for impeachment.
[11:23.240 --> 11:36.240]  They are going to target and prosecute Don Jr, which we broke three days ago that is now in Esquire and other publications yesterday.
[11:36.240 --> 11:43.240]  And they are going to go after everyone in his organization and find something were smited and pay taxes.
[11:43.240 --> 11:44.240]  Right.
[11:44.240 --> 11:46.240]  Or the FBI interviews him and the FBI says they lied.
[11:46.240 --> 12:01.240]  So they get indicted until enough people, namely the cabinet around Trump, get scared and agree to remove him so that they don't get indicted.
[12:01.240 --> 12:13.240]  If you looked at Brennan and Clapper and others last year, last October, they were on with Wolf Blitzer on the Aspen Institute's program.
[12:13.240 --> 12:15.240]  You played the clip here probably a hundred times or more.
[12:15.240 --> 12:19.240]  And they said, don't worry, he'll be gone soon by December.
[12:19.240 --> 12:20.240]  That was last year.
[12:20.240 --> 12:23.240]  That was nine months ago.
[12:23.240 --> 12:25.240]  He'll be gone.
[12:25.240 --> 12:26.240]  And they go, oh, impeachment.
[12:26.240 --> 12:28.240]  They go, no, extra judicial.
[12:28.240 --> 12:32.240]  So that doesn't even really mean 25th Amendment.
[12:32.240 --> 12:34.240]  I guess you could argue it's legislative.
[12:34.240 --> 12:42.240]  So it's 25th Amendment having the majority of his cabinet say we believe he's insane.
[12:42.240 --> 12:53.240]  So this is pure mafia tactics by Mueller, by the Clintons and all these people who themselves are in Russian companies and Chinese companies who themselves deliver uranium on tarmacs.
[12:53.240 --> 13:01.240]  The richness of this is incredible.
[13:01.240 --> 13:06.240]  It'd be like a judge having you in a jaywalking hearing and the judge comes in with their mask on and a bag of cash.
[13:06.240 --> 13:09.240]  It says, sorry, I just robbed a bank during lunch.
[13:09.240 --> 13:13.240]  Can the bailouts help me with the cash?
[13:13.240 --> 13:18.240]  Now we're going to put you in jail for the jaywalking.
[13:18.240 --> 13:25.240]  Trump's Ring of Fire.
[13:25.240 --> 13:31.240]  Trump's Ring of Fire national inquire boss has immunity and Cohen probe.
[13:31.240 --> 13:36.240]  And that means, oh, we're going to charge you even though this isn't illegal.
[13:36.240 --> 13:40.240]  And a bunch of companies and groups do this where they catch and kill these stories.
[13:40.240 --> 13:41.240]  People come with the story.
[13:41.240 --> 13:43.240]  They're wanting money anyways.
[13:43.240 --> 13:44.240]  Okay, here you want the money.
[13:44.240 --> 13:45.240]  That's a transaction.
[13:45.240 --> 13:47.240]  They're the one blackmailing you.
[13:47.240 --> 13:50.240]  Is paying blackmail illegal?
[13:50.240 --> 13:52.240]  None of you haven't committed a crime.
[13:52.240 --> 13:54.240]  It's only illegal if you're doing it to cover up a crime.
[13:54.240 --> 13:55.240]  And that's all admitted.
[13:55.240 --> 14:00.240]  And they've had the former heads of the Justice Department come out and say that and they don't know what Sessions is doing.
[14:00.240 --> 14:05.240]  I can tell you what Sessions is doing.
[14:05.240 --> 14:10.240]  They came in and they intimidated him and they threatened him and they did that day one.
[14:10.240 --> 14:12.240]  And he took that job.
[14:12.240 --> 14:17.240]  And he needs to be fired right now and so does Mueller and every one of these people down 10, 15 deep.
[14:17.240 --> 14:20.240]  And there needs to be giant prosecutions of the deep state.
[14:20.240 --> 14:28.240]  And Trump has to move on these people or politically or they're going to go all out, ladies and gentlemen.
[14:28.240 --> 14:29.240]  But there are a lot of cowards in D.C.
[14:29.240 --> 14:31.240]  Not everybody's like Donald Trump.
[14:31.240 --> 14:32.240]  Very few are.
[14:32.240 --> 14:34.240]  All right, I'm going to go to break here in a moment.
[14:34.240 --> 14:38.240]  Please don't forget we are running a new big special right now.
[14:38.240 --> 14:44.240]  40% off our best selling new tropic brain force plus now a 20% more in each bottle.
[14:44.240 --> 14:49.240]  It's an amazing product and 40% off on knockout as well.
[14:49.240 --> 14:57.240]  The amazing sleep aid that has nine ingredients at the same price as a bottle of.
[14:57.240 --> 15:03.240]  Melatonin has the same regular dose of melatonin with eight other ingredients on top of that.
[15:03.240 --> 15:09.240]  The chamomile, the L trip to fan, the valerian route.
[15:09.240 --> 15:18.240]  Look at all those thousands of five star reviews, 91% review, all high quality organic in fours life knockout.
[15:18.240 --> 15:24.240]  And it is really amazing and it's all natural and it really helps you get a deeper healthy sleep.
[15:24.240 --> 15:26.240]  It's $17 right now.
[15:26.240 --> 15:29.240]  You cannot beat that deal is normally $29.
[15:29.240 --> 15:33.240]  So be sure and take advantage of that in fourslife.com in four store.com.
[15:33.240 --> 15:35.240]  And we have some other specials as well.
[15:35.240 --> 15:44.240]  1995 ultimate bone broth formula with the amazing other ingredients in it that are just blowing people away.
[15:44.240 --> 15:45.240]  It's 1995.
[15:45.240 --> 15:51.240]  That price is totally insane with the turmeric root, chaga mushroom, bee pollen, goji berry and even more.
[15:51.240 --> 15:54.240]  No one can get close to that price and funding us is vital.
[15:54.240 --> 15:59.240]  Thank you for your support in fourslife.com.
[15:59.240 --> 16:01.240]  Let's talk tough.
[16:01.240 --> 16:03.240]  Let's talk comfort.
[16:03.240 --> 16:10.240]  Let's talk about down home value made in the USA blue jeans like you wore as a kid.
[16:10.240 --> 16:19.240]  Remember, there's a place down in Tennessee where they make blue diamond gusset jeans.
[16:19.240 --> 16:28.240]  They so frightened every stitch, guarantee you love the way they fit.
[16:28.240 --> 16:33.240]  They put a diamond gusset in the crotch where you need it most.
[16:33.240 --> 16:38.240]  Blue diamond gussets got it, others don't.
[16:38.240 --> 16:41.240]  For good old fashioned comfort, get diamond gusset jeans.
[16:41.240 --> 16:43.240]  Every stitch guaranteed.
[16:43.240 --> 16:46.240]  And our Defender motorcycle jean comes cavilar reinforced.
[16:46.240 --> 16:53.240]  Get them at gusset.com or call 888-848-7738.
[16:53.240 --> 16:56.240]  That's 888-848-7738.
[16:56.240 --> 17:22.240]  Diamond gusset jeans got it, others don't.
[17:22.240 --> 17:28.240]  Thank you for your support in fourslife.com.
[17:52.240 --> 18:02.240]  Thank you for watching.
[18:22.240 --> 18:32.240]  Thank you for watching.
[18:52.240 --> 19:02.240]  Thank you for watching.
[19:22.240 --> 19:32.240]  Thank you for watching.
[19:52.240 --> 20:21.240]  You're listening to the Alex Jones show.
[20:21.240 --> 20:36.240]  Coming up next segment.
[20:36.240 --> 20:41.240]  From the very folks that brought us the fake PP gate dossier, Buzzfeed.
[20:41.240 --> 20:46.240]  Tech companies are gathering for a secret meeting to prepare a 2018 election strategy.
[20:46.240 --> 20:51.240]  They've already had these meetings. Tim Cook runs them, that's even leaked.
[20:51.240 --> 20:55.240]  And it's how to censor everyone.
[20:55.240 --> 20:59.240]  They're gathering at Twitter's headquarters in downtown San Francisco,
[20:59.240 --> 21:05.240]  according to an email obtained by Buzzfeed News.
[21:05.240 --> 21:06.240]  This is the strategy.
[21:06.240 --> 21:11.240]  Meanwhile, Facebook censors articles from conservative news outlets about Manafort and Cohen.
[21:11.240 --> 21:13.240]  They're making their move.
[21:13.240 --> 21:16.240]  And next segment, I'm going to break that down.
[21:16.240 --> 21:21.240]  So America, they're going to try to steal this election from you in front of God and country.
[21:21.240 --> 21:26.240]  And then once they've done that, Obama signed an executive order that Trump hasn't rescinded,
[21:26.240 --> 21:28.240]  because he can't do everything.
[21:28.240 --> 21:33.240]  So they try to keep him isolated to federalize all elections after this.
[21:33.240 --> 21:38.240]  And they're coming after info wars, so we won't be a voice to the people during all of this.
[21:38.240 --> 21:42.240]  But you already know what's going on. You already knew what happened.
[21:42.240 --> 21:45.240]  But these are dire straits for this country.
[21:45.240 --> 21:48.240]  Now I'm going to give you the big secret right now.
[21:48.240 --> 21:50.240]  I'm going to give you the big secret.
[21:50.240 --> 21:55.240]  Trump made a secret vet.
[21:55.240 --> 22:00.240]  It turns out Trump is a gambler.
[22:00.240 --> 22:03.240]  That's right. Trump has a gambling problem.
[22:03.240 --> 22:05.240]  A really bad one.
[22:05.240 --> 22:09.240]  I'm about to tell you about exclusively right now.
[22:09.240 --> 22:12.240]  You see, Trump is very, very stubborn.
[22:12.240 --> 22:14.240]  Trump is a loner.
[22:14.240 --> 22:19.240]  When it comes to his ideas and what he stands for, he believes in himself.
[22:19.240 --> 22:27.240]  He listens to others, but he's an island unto himself, as many leaders are.
[22:27.240 --> 22:31.240]  And he believes in the underdog and he believes in America.
[22:31.240 --> 22:35.240]  And he believes in pragmatic business, but he doesn't like seeing America
[22:35.240 --> 22:43.240]  for some globalist dominance game being put into a cultural prison,
[22:43.240 --> 22:47.240]  being demoralized, being made poor, being broken down.
[22:47.240 --> 22:50.240]  He sees it as a great asset.
[22:50.240 --> 22:54.240]  Just like he takes old buildings and rehabilitates them and turns them into beautiful new buildings
[22:54.240 --> 22:56.240]  like his D.C. National Post Office.
[22:56.240 --> 22:59.240]  It's an amazing, beautiful hotel.
[22:59.240 --> 23:02.240]  Never been in a hotel with that type of beautiful architecture
[23:02.240 --> 23:05.240]  and the blue and the silver and the gold.
[23:05.240 --> 23:10.240]  It wasn't gaudy. It was very heavenly-like.
[23:10.240 --> 23:13.240]  Trump likes nice things. He likes you being happy.
[23:13.240 --> 23:18.240]  He likes seeing you successful.
[23:18.240 --> 23:23.240]  But he doesn't like big globalist alpha dogs trying to run his life or run your life.
[23:23.240 --> 23:28.240]  So he likes like a real alpha to take on other alphas, twisted alphas.
[23:28.240 --> 23:33.240]  And so Trump made a bet. He knew that with the tariffs being totally one-sided for 50 years
[23:33.240 --> 23:36.240]  and he knew with the demoralization of the people and he knew with the Federal Reserve
[23:36.240 --> 23:41.240]  doing all it could to suppress real growth and only giving big banks money and credit.
[23:41.240 --> 23:46.240]  He knew that if he could get in there and even partially right the ship, at least he thought,
[23:46.240 --> 23:51.240]  folks would say, oh my God, no matter the attacks, no matter what happens, we want this.
[23:51.240 --> 23:54.240]  This proves we were being artificially suppressed.
[23:54.240 --> 23:59.240]  So he got in and before he even got into office when he was president-elect,
[23:59.240 --> 24:04.240]  just the fact that the world knew that the whole globalist strategy wasn't being adopted
[24:04.240 --> 24:07.240]  like it had been before of shutting down America.
[24:07.240 --> 24:14.240]  The fact that America was open for business again, the fact that that was going on,
[24:14.240 --> 24:17.240]  the fact that that was unfolding, the fact that that was happening,
[24:17.240 --> 24:22.240]  meant all this investment rushed back in because until the 60s we were half the world's wealth,
[24:22.240 --> 24:25.240]  only 4% of the population.
[24:25.240 --> 24:29.240]  So Trump bet on America.
[24:29.240 --> 24:32.240]  He doesn't go betting at casinos that he owns.
[24:32.240 --> 24:34.240]  He doesn't go really betting on golf.
[24:34.240 --> 24:37.240]  It's well known that he's not a big wager,
[24:37.240 --> 24:42.240]  but when it comes to business and standing up to tyrants and buying Mar-Lago
[24:42.240 --> 24:48.240]  where no Jews or no blacks were allowed,
[24:48.240 --> 24:52.240]  he thought I'll buy this old thing that fell apart because he's dumbass racist.
[24:52.240 --> 24:54.240]  They all died and I'll fix it up.
[24:54.240 --> 24:57.240]  I'll make it open to everybody.
[24:57.240 --> 24:58.240]  And he did.
[24:58.240 --> 25:02.240]  I'll bring in black entertainers, you name it.
[25:02.240 --> 25:06.240]  And it's one of the most successful private clubs in the country.
[25:06.240 --> 25:13.240]  So see, he bets on you because he bets on himself,
[25:13.240 --> 25:16.240]  but has Trump bit off something bigger than he can chew?
[25:16.240 --> 25:17.240]  The answer is up to you.
[25:17.240 --> 25:18.240]  What are you going to do?
[25:18.240 --> 25:19.240]  What am I going to do?
[25:19.240 --> 25:22.240]  I'm not going to abandon him when they've got the FBI
[25:22.240 --> 25:24.240]  and the New York Times, the Washington Post,
[25:24.240 --> 25:29.240]  literally trying to find ways to indict me right now,
[25:29.240 --> 25:32.240]  even though I get threats people couldn't imagine every hour.
[25:32.240 --> 25:33.240]  And I'm not whining.
[25:33.240 --> 25:36.240]  I asked for this.
[25:36.240 --> 25:39.240]  Because see, I'm just like Donald Trump.
[25:39.240 --> 25:40.240]  I am.
[25:40.240 --> 25:41.240]  I'm a maverick.
[25:41.240 --> 25:42.240]  I'm my own person.
[25:42.240 --> 25:44.240]  I don't like bullies and big tough guys,
[25:44.240 --> 25:47.240]  but I don't want to dominate little people.
[25:47.240 --> 25:50.240]  And I've got the sheepdog mentality.
[25:50.240 --> 25:55.240]  And I see our country and our world being bullied.
[25:55.240 --> 25:58.240]  And I see the left creating global racism against the West.
[25:58.240 --> 26:00.240]  And I see all this cold-blooded garbage going on.
[26:00.240 --> 26:03.240]  And I see in Trump somebody who sees the world just like I do,
[26:03.240 --> 26:06.240]  just through real eyes and who tries to do the best he can
[26:06.240 --> 26:08.240]  to have a better world for everybody.
[26:08.240 --> 26:10.240]  And I see a patriot.
[26:10.240 --> 26:13.240]  And I see a real man.
[26:13.240 --> 26:16.240]  And I just ask this America, so far gone, we don't deserve it.
[26:16.240 --> 26:17.240]  That question's up to you.
[26:17.240 --> 26:19.240]  But this isn't the election.
[26:19.240 --> 26:21.240]  This is 10 times more serious.
[26:21.240 --> 26:23.240]  This is do or die time.
[26:23.240 --> 26:27.240]  And the swamp from D.C. and New York and L.A. is making its move.
[26:27.240 --> 26:33.240]  And from Beijing and from Brussels, Belgium
[26:33.240 --> 26:35.240]  is making its move on a real president.
[26:35.240 --> 26:38.240]  He's not perfect, but he's looking out for us.
[26:38.240 --> 26:39.240]  He believes in the stewardship.
[26:39.240 --> 26:42.240]  He believes his family name will be submitted forever
[26:42.240 --> 26:44.240]  above George Washington's.
[26:44.240 --> 26:46.240]  If he can defeat the globalists to turn America around,
[26:46.240 --> 26:48.240]  he is the alpha male of the planet.
[26:48.240 --> 26:50.240]  It's the challenge.
[26:50.240 --> 26:51.240]  He's got the money.
[26:51.240 --> 26:52.240]  He's got the women.
[26:52.240 --> 26:53.240]  He's got the power.
[26:53.240 --> 26:55.240]  He's not into kids like the other globalists.
[26:55.240 --> 26:57.240]  He wants to defeat the globalists.
[26:57.240 --> 26:58.240]  That's real leadership.
[26:58.240 --> 26:59.240]  And they know it.
[26:59.240 --> 27:00.240]  And it's why they're scared.
[27:00.240 --> 27:03.240]  Do we deserve that?
[27:03.240 --> 27:05.240]  I think it's up to us.
[27:05.240 --> 27:07.240]  Do we deserve it?
[27:07.240 --> 27:09.240]  Because you just got the real deal, folks.
[27:09.240 --> 27:10.240]  You just saw it.
[27:10.240 --> 27:12.240]  You just come back in, you saw it all.
[27:12.240 --> 27:14.240]  You're seeing the secret technologies,
[27:14.240 --> 27:16.240]  the cures and things being released.
[27:16.240 --> 27:17.240]  It's all about to happen.
[27:17.240 --> 27:19.240]  He's only gotten 5% done.
[27:19.240 --> 27:22.240]  If you just let him go all the way, it's going to be incredible.
[27:22.240 --> 27:26.240]  Planetary victory.
[27:26.240 --> 27:28.240]  I want victory for the planet.
[27:28.240 --> 27:30.240]  Close quote.
[27:30.240 --> 27:33.240]  I want victory for the planet.
[27:33.240 --> 27:34.240]  Globalists don't want that.
[27:34.240 --> 27:35.240]  They hate the planet.
[27:35.240 --> 27:36.240]  They hate you.
[27:36.240 --> 27:37.240]  They think you're ugly.
[27:37.240 --> 27:38.240]  See, Trump thinks he's beautiful.
[27:38.240 --> 27:39.240]  He thinks you're beautiful.
[27:39.240 --> 27:41.240]  He doesn't like seeing America treated like this.
[27:41.240 --> 27:43.240]  He doesn't believe in that.
[27:43.240 --> 27:44.240]  Watch live.
[27:44.240 --> 27:47.240]  Trump tells sessions to look into dim corruption.
[27:47.240 --> 27:56.240]  Here's the tweets where Trump gets into all of it and breaks it all down.
[27:56.240 --> 28:01.240]  And how we've got this massive, incredible corruption of the Democratic Party
[28:01.240 --> 28:05.240]  that no one is doing anything about.
[28:05.240 --> 28:07.240]  Department of Justice will not be improperly imposed
[28:07.240 --> 28:08.240]  by political considerations.
[28:08.240 --> 28:09.240]  That's a close quote.
[28:09.240 --> 28:11.240]  Jeff, that's great.
[28:11.240 --> 28:12.240]  What everyone wants.
[28:12.240 --> 28:16.240]  So look into all the corruption of the other side, including deleted emails,
[28:16.240 --> 28:22.240]  coming lies and leaks, Mueller conflicts, McCabe, Strock, Page, FISA abuse,
[28:22.240 --> 28:24.240]  Christopher Steele and his phony and corrupt Ossie,
[28:24.240 --> 28:27.240]  the Clinton Foundation, legal servers of the Trump campaign,
[28:27.240 --> 28:30.240]  Russian closing by Dems and much more.
[28:30.240 --> 28:33.240]  Open up the papers and documents without redaction.
[28:33.240 --> 28:34.240]  Trump could do it.
[28:34.240 --> 28:35.240]  Come on, Jeff.
[28:35.240 --> 28:36.240]  You can do it.
[28:36.240 --> 28:37.240]  The country's waiting.
[28:37.240 --> 28:39.240]  The Russian witch hunt continues and he goes on.
[28:39.240 --> 28:41.240]  Trump's betting on you.
[28:41.240 --> 28:43.240]  That's the secret.
[28:43.240 --> 28:45.240]  The secret casino's you.
[28:45.240 --> 28:47.240]  It's you.
[28:47.240 --> 28:48.240]  It's like a fever vendetta.
[28:48.240 --> 28:50.240]  They say, why didn't you do something earlier?
[28:50.240 --> 28:52.240]  And he says, I was waiting for you, Inspector.
[28:52.240 --> 29:18.240]  I was waiting for you.
[29:22.240 --> 29:35.240]  I'm David Hall, founder of Diamond Gusset, where we're proud of our 100% grown and sown American made jeans.
[29:35.240 --> 29:38.240]  Whether you're out for dinner, working on the farm or on the road,
[29:38.240 --> 29:43.240]  Diamond Gusset jeans offers a full spectrum of styles and sizes for any occasion.
[29:43.240 --> 29:45.240]  To find yours, visit gusset.com.
[29:45.240 --> 29:48.240]  That's G-U-S-S-E-T dot com.
[29:48.240 --> 29:54.240]  Our loyal customers enable us to continue sponsoring Liberty Media outlets like the one you're listening to.
[29:54.240 --> 30:20.240]  In Liberty, David Hall, Diamond Gusset Jean Company.
[30:20.240 --> 30:24.240]  We're here to analyze for purity and D3 content.
[30:24.240 --> 30:26.240]  It's completely free of toxins and allergens.
[30:26.240 --> 30:29.240]  Simply put, if you want the best at an extremely low price, this is it.
[30:29.240 --> 30:34.240]  Winner's Sun is the result of our pursuit of the best source of vitamin D3.
[30:34.240 --> 30:36.240]  The research and development took over two years,
[30:36.240 --> 30:39.240]  but the result, as verified by independent laboratories,
[30:39.240 --> 30:42.240]  is the best vegan vitamin D3 product in the world.
[30:42.240 --> 30:47.240]  Read the facts at infowarslife.com about Winner's Sun vitamin D3.
[30:47.240 --> 30:52.240]  This vitamin D3 promote a healthy mood, but vitamin D supports our memory and brain function.
[30:52.240 --> 30:54.240]  Something the globalists are targeting.
[30:54.240 --> 31:00.240]  Visit infowars.com today or call 888-253-3139.
[31:00.240 --> 31:06.240]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing
[31:06.240 --> 31:10.240]  to find the very best systems that God gave us through Mother Nature to detoxify the body.
[31:10.240 --> 31:15.240]  That's why I'm introducing Z-Shield, Toxic Metal and Chemical Defense Support.
[31:15.240 --> 31:17.240]  It's made in the USA.
