[00:00:00.209 --> 00:00:04.612]  You want answers?
[00:03:18.262 --> 00:03:20.963]  Attack on Iran, trashed the Constitution, Ray McGovern.
[00:03:20.963 --> 00:03:23.865]  I want to get him on soon again.
[00:03:23.865 --> 00:03:26.546]  General Dynamics or Bilderberg Group.
[00:03:26.546 --> 00:03:33.850]  It is the Bilderberg Group that is reportedly going to be in Chantilly, Virginia, right outside D.C.
[00:03:33.850 --> 00:03:35.531]  That is confirmed by Jim Tucker now.
[00:03:35.531 --> 00:03:37.092]  It was a ruse that they were in Greece.
[00:03:37.092 --> 00:03:38.132]  I thought that was the case.
[00:03:38.132 --> 00:03:41.234]  Didn't want to be mean to our guest who was saying that.
[00:03:41.234 --> 00:03:42.575]  June 6th through 8th.
[00:03:43.986 --> 00:03:55.990]  And a caller, they made a call to General Dynamics and confirmed that they've rented it out, so I guess they're the front company to do that.
[00:03:55.990 --> 00:04:05.474]  And Jim Tucker, we have a detailed report up on PrisonPlanet.com, broke here yesterday, that Jim Tucker has triple confirmed through his source in Bilderberg, through the Dutch Embassy
[00:04:06.598 --> 00:04:14.220]  And through other sources, well really four sources, three individual sources and separately calling the hotel, they are booked out for that space.
[00:04:14.220 --> 00:04:18.661]  So he says he is 100% confirmed on that.
[00:04:18.661 --> 00:04:24.403]  Bilderberg confirmed, Westfields, Marriott, Chantilly, Virginia, June 5th through 8th.
[00:04:24.403 --> 00:04:28.224]  And I'm tentatively saying in the next two days I'm going to book passage.
[00:04:28.224 --> 00:04:30.865]  And yes, I'm going to go there.
[00:04:30.865 --> 00:04:34.206]  I will take no pleasure in being in the proximity of such evil, but it's my job.
[00:04:34.206 --> 00:04:34.766]  I've got to do it.
[00:04:35.769 --> 00:04:41.891]  It is my duty, and I'll be taking some of the boys with me.
[00:04:41.891 --> 00:04:46.753]  All right, we'll be right back after this quick break to plunge in all the vital news.
[00:04:46.753 --> 00:04:50.355]  I'll also tell you about the big guests we've got lined up for you today.
[00:04:50.355 --> 00:04:50.815]  Stay with me.
[00:04:54.824 --> 00:04:58.426]  Imagine, a firefly, simple and innocent.
[00:04:58.426 --> 00:05:01.288]  The ability to light the night sky.
[00:05:01.288 --> 00:05:04.550]  The ozone layer, unseen by the naked eye.
[00:05:04.550 --> 00:05:06.431]  Life-sustaining.
[00:05:06.431 --> 00:05:10.053]  Our ocean, primordial soup breathes life.
[00:05:10.053 --> 00:05:12.034]  Bring the wonders of nature home.
[00:05:12.694 --> 00:05:21.386]  Soleil Salt Lamps, handcrafted from million-year-old crystal salt, will gently ionize and purify your indoor air, helping you breathe easier.
[00:05:21.386 --> 00:05:29.017]  Nourish your mind and body with soothing colors for deep relaxation, and neutralize EMF radiation, protecting your family's health.
[00:05:29.881 --> 00:05:30.961]  It is a big idea.
[00:05:30.961 --> 00:05:32.682]  A new world order.
[00:05:32.682 --> 00:05:33.882]  In the near future.
[00:06:00.296 --> 00:06:03.357]  Earth is dominated by a powerful world government.
[00:06:03.357 --> 00:06:06.198]  It's known as the Bilderberg Group.
[00:06:06.198 --> 00:06:08.978]  Could their objective be world domination?
[00:06:08.978 --> 00:06:12.159]  For thousands of years, their dark order grew.
[00:06:12.159 --> 00:06:19.481]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:06:22.512 --> 00:06:27.976]  For the first time in history, the elite's plan for world government is blown wide open.
[00:06:27.976 --> 00:06:31.838]  You will learn the secret that drives the entire New World Order agenda.
[00:06:31.838 --> 00:06:34.400]  Build America is making great progress toward a world government.
[00:06:34.400 --> 00:06:35.561]  Most people have no idea.
[00:06:35.561 --> 00:06:36.341]  They're not after money.
[00:06:36.341 --> 00:06:37.622]  They have all the money they need.
[00:06:37.622 --> 00:06:38.623]  They're after power.
[00:06:38.623 --> 00:06:39.764]  That's their aphrodisiac.
[00:06:39.764 --> 00:06:44.527]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:06:44.527 --> 00:06:48.469]  Or watch it online right now at PrisonPlanet.tv.
[00:06:48.469 --> 00:06:49.250]  Endgame.
[00:06:49.250 --> 00:06:51.291]  Blueprint for global enslaving.
[00:06:51.291 --> 00:06:52.332]  You have been warned.
[00:06:53.273 --> 00:06:59.280]  Attention GCN listeners, would you like to watch uncensored, unregulated, even banned TV on your computer?
[00:06:59.280 --> 00:07:10.755]  Well now you can watch satellite TV on your PC with an extremely simple hookup that allows computer owners to pick up more channels than any sane person can even watch without paying monthly cable or satellite fees.
[00:07:11.155 --> 00:07:12.296]  Here's the story.
[00:07:12.296 --> 00:07:20.462]  New video feed technology lets anyone with a high-speed internet connection gain instant access to an endless list of underground channels from all over the globe.
[00:07:20.462 --> 00:07:21.602]  And here's the best part.
[00:07:21.602 --> 00:07:23.304]  It's 100% legal.
[00:07:23.304 --> 00:07:29.728]  And it works at home, the office, or even in other countries to grab television channels and video feeds at your command.
[00:07:29.728 --> 00:07:34.551]  GCN listeners can use it to watch hundreds of conspiracy videos absolutely free.
[00:07:34.551 --> 00:07:38.874]  Best of all, you could be watching free TV on your PC in five minutes or less.
[00:07:38.874 --> 00:07:39.675]  It's that simple.
[00:07:39.975 --> 00:07:43.616]  Just go to www.orderfreetv.com.
[00:07:43.616 --> 00:07:46.897]  That's www.orderfreetv.com.
[00:07:46.897 --> 00:07:53.359]  To watch unregulated TV on your PC, go to www.orderfreetv.com.
[00:07:53.359 --> 00:07:58.761]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:07:58.761 --> 00:08:01.042]  Because there's a war on for your mind.
[00:08:07.731 --> 00:08:12.493]  For those that don't know, let me give you the heads up.
[00:08:12.493 --> 00:08:23.278]  The federal government is completely signed over now to private foreign corporations who have their own private intelligence agencies, their own mercenary forces.
[00:08:23.278 --> 00:08:31.542]  They have fully dismantled the Bill of Rights and Constitution, even by legislation, which is null and void and a fraud.
[00:08:31.542 --> 00:08:35.664]  They are engaging in every form of crime imaginable on its face.
[00:08:36.573 --> 00:08:45.495]  They are arrogantly carrying out eugenics programs of sterilization and murder against the entire population.
[00:08:45.495 --> 00:08:49.356]  All of us are being sprayed, poisoned, the water's being poisoned.
[00:08:49.356 --> 00:08:52.417]  The vaccines have bioweapons in them.
[00:08:52.417 --> 00:08:53.697]  This is all documented.
[00:08:53.697 --> 00:08:56.358]  We are under red-level attack at every level.
[00:08:57.020 --> 00:09:10.968]  There is a false reality of TV and sports and supermodels and the general public thinking everything's fine kind of running forward in this controlled paradigm of the corporate controlled media.
[00:09:10.968 --> 00:09:22.955]  The SWAT teams are putting how many people they've killed on the sides of their tanks like kills from World War II on the side of a P-38 Lightning or P-38 Mustang I guess you'd say.
[00:09:22.955 --> 00:09:25.036]  It's just all insane and
[00:09:26.170 --> 00:09:33.673]  And to really face reality and see what it is and understand that they're just building hundreds of new prisons every year.
[00:09:33.673 --> 00:09:37.035]  We have more people in prison than any other country in the world.
[00:09:37.035 --> 00:09:44.638]  I've got reports, mainstream reports, where a student falls asleep at their desk because their mother went to the hospital the night before.
[00:09:44.638 --> 00:09:51.761]  And the policeman comes in, slams them up against the wall, puts them in handcuffs, and says, it's disorderly conduct.
[00:09:51.761 --> 00:09:55.463]  And then they're put on probation as criminals for falling asleep at their desk.
[00:09:56.407 --> 00:10:07.696]  Right here in Austin for ten years, anyone with more than three late tardies is fraudulently, there's not even a law, we expose this, sent to the principal.
[00:10:07.696 --> 00:10:11.680]  Then the police handcuff them, scare them, then give them a ticket.
[00:10:11.680 --> 00:10:16.964]  They then have special courts in all the elementary schools in Austin where it's all color of law.
[00:10:16.964 --> 00:10:21.507]  They threaten the parents to sign documents, signing the elementary student over to them.
[00:10:21.507 --> 00:10:23.409]  I mean, it's just hell on earth.
[00:10:26.306 --> 00:10:30.447]  Ten years in prison for speeding.
[00:10:30.447 --> 00:10:33.548]  Weeks in jail for no seatbelt.
[00:10:33.548 --> 00:10:36.789]  If you even talk back, they tase you, beat you, and then out of hand.
[00:10:36.789 --> 00:10:45.471]  It is policy to then charge you with resisting and assault with their own squad car video, where you don't even touch them, or they'll bump up against you.
[00:10:45.471 --> 00:10:49.912]  I mean, just reckless, total evil, everywhere, spreading at maximum speed.
[00:10:54.318 --> 00:10:57.300]  Every instinct I've got is to evacuate this country.
[00:10:57.300 --> 00:11:06.484]  I have to, every day, look at my children and decide that I'm putting liberty and freedom and defense of the republic ahead of them.
[00:11:06.484 --> 00:11:07.985]  Oh yeah.
[00:11:07.985 --> 00:11:12.327]  I'd be fleeing to a third world country right now, ladies and gentlemen, even though they're bad.
[00:11:12.327 --> 00:11:15.348]  It's not scientific like it is here and it'll come there later.
[00:11:15.348 --> 00:11:16.649]  I have to, every day, put down
[00:11:17.672 --> 00:11:46.646]  uh... my paternal and maternal instincts uh... for my beautiful wonderful angelic children i have to everyday control my animal instincts but then they also just re-express themselves through abject rage and disgust god help us they're going to turn millions of iraqi vets who've tortured murdered and killed and run checkpoints and violated rights and
[00:11:47.515 --> 00:11:49.156]  Taking people to camps loose on us.
[00:11:49.156 --> 00:11:49.956]  God help us.
[00:11:49.956 --> 00:11:50.816]  I mean, I'll never forget.
[00:11:50.816 --> 00:11:51.437]  I'll never forget.
[00:11:51.437 --> 00:11:53.157]  It's in Police State 2000.
[00:11:53.157 --> 00:11:55.818]  I was watching some clips of that this morning.
[00:11:55.818 --> 00:11:58.919]  Amazed I made this film in 1998-99.
[00:11:58.919 --> 00:12:00.240]  Took me a year.
[00:12:00.240 --> 00:12:01.881]  Amazed that I edited it.
[00:12:01.881 --> 00:12:02.361]  Voiced it.
[00:12:02.361 --> 00:12:05.262]  Did it all myself.
[00:12:05.262 --> 00:12:08.543]  With two other camera guys that shot video.
[00:12:08.543 --> 00:12:14.065]  And, um... I watched like 30 minutes of this morning at about 7am.
[00:12:14.065 --> 00:12:15.506]  And I was just blown away that, uh...
[00:12:18.120 --> 00:12:21.043]  The music, myself and my buddy Lance made on guitar for it.
[00:12:21.043 --> 00:12:25.247]  I'm not even a guitar player, you can hear the music I made for it.
[00:12:25.247 --> 00:12:28.270]  It's like... It sounds really evil.
[00:12:28.270 --> 00:12:37.218]  I was trying to show people how evil it was with the Marines training to put Americans in camps, take our guns, put us on our knees, blow our heads off.
[00:12:37.218 --> 00:12:38.619]  God, why did it have to happen?
[00:12:38.619 --> 00:12:40.261]  Why was the elite so evil?
[00:12:41.001 --> 00:12:44.903]  You know, the globalists with their mid-level minions think they're all a bunch of new agers.
[00:12:44.903 --> 00:12:52.106]  And it's all about the great age of Aquarius and love and light and the great work and the worshipful masters, the Masonic Order.
[00:12:52.106 --> 00:12:55.568]  And really, this morning, it really is the Masons.
[00:12:55.568 --> 00:13:00.610]  You know, people can talk about it's the Vatican, it's the Zionists, it's the this, it's the that.
[00:13:00.610 --> 00:13:05.733]  Everything, it's... You can say there's predominantly certain racial or religious groups that
[00:13:06.500 --> 00:13:10.322]  Dominate sectors of the New World Order, but at the end of it they are Masons.
[00:13:10.322 --> 00:13:12.864]  They are mystery school, mystery religion.
[00:13:12.864 --> 00:13:17.546]  That's why the all-seeing eye, the symbols, the signs.
[00:13:17.546 --> 00:13:23.970]  And then this morning I was reading over again the oath of the different degrees of Masons.
[00:13:23.970 --> 00:13:26.851]  The third degree of Master Mason and so on up to 33rd degree.
[00:13:26.851 --> 00:13:29.613]  Where they swear allegiance to Lucifer.
[00:13:31.334 --> 00:13:42.223]  And how they'll lie and kill and steal for other Masons, and how they'll bash each other's brains out, how they'll cut the skullcap off and bury you in the sun for the sun to roast your brain.
[00:13:42.223 --> 00:13:43.544]  Different degrees.
[00:13:43.544 --> 00:13:47.347]  How they'll slit throats, murder, kill, engage in treason.
[00:13:47.347 --> 00:13:50.189]  And you guys... I mean, that's the thing.
[00:13:50.189 --> 00:13:55.973]  Masons claim they're good, and the G's for God, and you're helping, and you're doing this great work, but look what you do!
[00:13:55.973 --> 00:13:57.715]  Most of your commanding cops are Masons.
[00:13:59.648 --> 00:14:02.530]  The top Catholics are all Masons.
[00:14:02.530 --> 00:14:06.092]  The top B'nai B'rith groups are all Masons.
[00:14:06.092 --> 00:14:06.892]  It's all Masonic.
[00:14:06.892 --> 00:14:12.155]  I mean, that's what the religion is.
[00:14:12.155 --> 00:14:13.936]  That's what they're into at Bohemian Grove.
[00:14:13.936 --> 00:14:15.537]  That's what Skull and Bones is.
[00:14:15.537 --> 00:14:17.738]  It's really disgusting.
[00:14:17.738 --> 00:14:20.920]  Really disgusting.
[00:14:20.920 --> 00:14:23.482]  And then I hear, well, the Founding Fathers were Masons.
[00:14:23.482 --> 00:14:25.503]  And I hear, well, Sam Houston was a Mason.
[00:14:27.074 --> 00:14:28.015]  And it's all true.
[00:14:28.015 --> 00:14:29.096]  They were porch masons.
[00:14:29.096 --> 00:14:30.138]  They were mid-level masons.
[00:14:30.138 --> 00:14:33.461]  When they were old men, they usually became higher level and freaked out and spoke out against it.
[00:14:33.461 --> 00:14:36.585]  That's how the globalists always get control.
[00:14:36.585 --> 00:14:46.536]  They let well-meaning people charge in and take over areas and take over land and take over empire, and then their people are in control.
[00:14:46.536 --> 00:14:47.698]  It's so sophisticated.
[00:14:49.082 --> 00:15:10.396]  But I look at the New World Order and all the evil things it does, how it scientifically admits that it is dumbing everybody down, how it scientifically admits that it is trying to make us all unhealthy and poisonous so they can control us, how it scientifically admits that it's starting all these wars and funding all sides and order out of chaos.
[00:15:10.396 --> 00:15:11.977]  I mean, that is really bad.
[00:15:16.246 --> 00:15:27.289]  That is so corrupt and evil and so ruthless and so manifestly wicked.
[00:15:27.289 --> 00:15:31.950]  Manifestly evil.
[00:15:31.950 --> 00:15:35.051]  To do that to people.
[00:15:35.051 --> 00:15:40.733]  I don't care what excuses you make or what bizarre mental alchemy and psychological gymnastics you engage in.
[00:15:44.156 --> 00:15:55.205]  It really just comes down to a bunch of people that like power, like control, like to dominate, like to hurt people, and malfunctioning, whatever you want to call it.
[00:15:55.205 --> 00:16:03.331]  And it goes back to good people, don't want power and control, they just want to live and be comfortable and happy and want to create.
[00:16:03.331 --> 00:16:10.997]  But the parasites, they want to dominate and control the creators, and they feed off of us and use us and manipulate us and misdirect us and control us.
[00:16:12.581 --> 00:16:24.192]  And they're turning us all into a bunch of wicked animals, and I see the public just evil, just spreading evil ideas, evil systems of thought are just running rampant.
[00:16:24.192 --> 00:16:29.777]  And I see my beloved humanity has cancer all over our body.
[00:16:29.777 --> 00:16:35.843]  If humanity's six and a half billion, or six billion, three hundred and eighty million, whatever our true number is, if we
[00:16:41.613 --> 00:17:05.531]  If we are a body, the body of humanity, we've got brain cancer, we've got lung cancer, we've got skin cancer, we've got pancreatic cancer, we've got liver cancer, bone cancer, testicular cancer, ovarian cancer, cancer of the optical nerve, the olfactory nerve.
[00:17:05.531 --> 00:17:07.833]  God, it's so painful for me to see this.
[00:17:09.472 --> 00:17:12.694]  I feel people's pain because I know I'm connected to all of this.
[00:17:12.694 --> 00:17:16.796]  I know the great evil growing is going to hurt me and my family.
[00:17:16.796 --> 00:17:33.625]  And so I am programmed by my humanity to understand that when wickedness happens, that when the White House writes memos saying they can sexually torture two-year-olds with pliers, that that is the pit of hell opened and hell released.
[00:17:34.731 --> 00:17:43.273]  And that if they are openly speaking, and they understand the power of those acts that they carry out, they talk about the power of stating their evil.
[00:17:43.273 --> 00:17:49.655]  I mean, that they are stating the ultimate evil, the sexual, brutal torture of children.
[00:17:49.655 --> 00:17:53.256]  And that then the public accepts it and defends it.
[00:17:53.256 --> 00:18:00.898]  And says, yes, torture is good, we're in a fight against radical Islam, when the globalists have fostered and pushed and protected radical Islam.
[00:18:00.898 --> 00:18:02.659]  And tried to make it the dominant force in Islam.
[00:18:06.337 --> 00:18:16.799]  And that they fund Al-Qaeda, admittedly, to attack Serbia and Iran right now, and Western Europe, and it's just to then scare the dumb population into submission.
[00:18:16.799 --> 00:18:20.740]  Your ignorance is going to destroy you.
[00:18:20.740 --> 00:18:22.760]  I want that to be clear to everybody listening.
[00:18:22.760 --> 00:18:26.301]  We are in grave danger.
[00:18:26.301 --> 00:18:33.762]  We have very aggressive, scientifically directed, scientifically developed, military, psychological, chemical, biological,
[00:18:34.890 --> 00:18:41.393]  Uh, operations being conducted against all of us right now.
[00:18:41.393 --> 00:19:01.822]  And I'm just an average guy from Texas who reads globalist documents where they talk about how they're going to take over our religion, how they talk about how they're poisoning us, how they talk about how they're sterilizing us, how they talk about how they're dumbing us down, how they laugh at us and say, well, is it not evidence that the public deserves to be poisoned and dumbed down and killed in an orderly fashion?
[00:19:02.708 --> 00:19:05.609]  Because they don't know our propaganda works on them.
[00:19:05.609 --> 00:19:07.169]  Isn't that evidence they deserve it?
[00:19:07.169 --> 00:19:09.650]  No, that's not evidence they deserve it.
[00:19:09.650 --> 00:19:20.493]  Just because you can trick a child with candy, or a puppy, or another child into your van, doesn't give you a right to sit there and torture the hell out of them.
[00:19:20.493 --> 00:19:21.774]  It makes you evil.
[00:19:21.774 --> 00:19:29.976]  You know, the bizarre thrill of power you get by some begging two-year-old, three-year-old, you sons of bitches.
[00:19:33.226 --> 00:19:37.927]  You are cancer, and I just want you to know that you're gonna be defeated.
[00:19:37.927 --> 00:19:38.868]  You're gonna be brought low.
[00:19:38.868 --> 00:19:40.508]  You're gonna be crushed.
[00:19:40.508 --> 00:19:50.931]  I want you to know that, and that's why anytime I waver in my heart and soul, I want you to know that I understand you must be defeated because you are pure darkness.
[00:19:55.322 --> 00:19:58.004]  Do you know the truth about cancer treatments?
[00:19:58.004 --> 00:20:07.471]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:07.471 --> 00:20:14.576]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:15.296 --> 00:20:21.259]  But now it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:21.259 --> 00:20:32.045]  Without cutting, bleeding, drugs or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:32.845 --> 00:20:33.165]  I think so.
[00:20:54.301 --> 00:20:57.163]  Terror Storm, a history of government-sponsored terror.
[00:20:57.163 --> 00:20:58.724]  Loose Change Final Cut.
[00:20:58.724 --> 00:21:00.865]  Endgame, blueprint for global enslavement.
[00:21:00.865 --> 00:21:02.766]  The True Story of the Bilderberg Group.
[00:21:02.766 --> 00:21:04.267]  The Late Great USA.
[00:21:04.267 --> 00:21:06.028]  America, freedom to fascism.
[00:21:06.028 --> 00:21:13.052]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:21:13.052 --> 00:21:17.134]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:21:17.134 --> 00:21:20.536]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:21:20.916 --> 00:21:23.678]  Or you would like a book on the history of the Federal Reserve.
[00:21:23.678 --> 00:21:26.760]  We've got the most well-researched and documented titles.
[00:21:26.760 --> 00:21:29.121]  All available at PrisonPlanet.com.
[00:21:29.121 --> 00:21:34.825]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[00:21:34.825 --> 00:21:39.768]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[00:21:40.829 --> 00:21:51.428]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:21:51.428 --> 00:21:52.910]  Join the info war today!
[00:21:55.410 --> 00:21:56.851]  Hi, this is Ted Anderson.
[00:21:56.851 --> 00:22:02.916]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[00:22:02.916 --> 00:22:03.717]  That's right.
[00:22:03.717 --> 00:22:06.579]  Gold has been available to be placed in IRAs since 1986.
[00:22:06.579 --> 00:22:13.505]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[00:22:14.045 --> 00:22:22.191]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds, and CDs, yet no word about IRAs.
[00:22:22.191 --> 00:22:27.676]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[00:22:27.676 --> 00:22:33.480]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[00:22:33.480 --> 00:22:38.004]  Don't get left behind by rising inflation and low return on your paper investments.
[00:22:38.004 --> 00:22:38.264]  Call 800-686-2237.
[00:22:38.264 --> 00:22:40.106]  Make sure that you secure your future.
[00:22:43.328 --> 00:22:43.629]  Call 800-686-2237.
[00:22:43.629 --> 00:22:43.829]  That's 1-800-686-2237.
[00:22:53.985 --> 00:22:57.246]  This is David J. Smith for Newswatch Magazine.
[00:22:57.246 --> 00:23:02.909]  Over the last 40 years, we've seen prayer and God thrown out of the schools by decisions of the U.S.
[00:23:02.909 --> 00:23:04.449]  Supreme Court.
[00:23:04.449 --> 00:23:08.771]  Yet on February 29, 1892, in a 9-0 decision of the U.S.
[00:23:08.771 --> 00:23:13.373]  Supreme Court, America was declared a Christian nation.
[00:23:13.373 --> 00:23:18.595]  There is an ongoing assault on your First Amendment right of freedom of religion and freedom of assembly.
[00:23:19.415 --> 00:23:27.683]  We'd like to help you understand why these things are happening by offering you an absolutely free one-year subscription to NewsWatch Magazine.
[00:23:29.284 --> 00:23:31.065]  Just call our toll-free number 1-800-516-8736.
[00:23:31.065 --> 00:23:31.445]  That's 1-800-516-8736.
[00:23:31.445 --> 00:23:31.665]  Call now.
[00:23:31.665 --> 00:23:37.668]  Operators are standing by to receive your call for a free one-year subscription to NewsWatch Magazine.
[00:23:56.590 --> 00:24:16.562]  We got Jake McGuigan, Director of the Government Relations for the National Shooting Sports Foundation.
[00:24:25.043 --> 00:24:32.269]  About a key court case against the Second Amendment, where the government's saying the Second Amendment is not admissible in a Second Amendment case.
[00:24:32.269 --> 00:24:39.095]  I've seen hundreds where the FBI goes to judges and says, don't allow the Bill of Rights into a court proceeding, and they say, yeah, it's not allowed, it's banned.
[00:24:39.095 --> 00:24:47.342]  Then Randy Kelton, who's been fighting and suing and getting police arrested and in trouble, and he'll be joining us in the studio, coming up in about an hour and a half.
[00:24:47.822 --> 00:24:48.423]  Two hours.
[00:24:48.423 --> 00:24:52.446]  And then Karen Johnson, the state senator who's been saying 9-11's an inside job.
[00:24:52.446 --> 00:24:55.448]  She'll join us for an hour, take your phone calls.
[00:24:55.448 --> 00:25:00.852]  Coming up today, I had her on for about 30 minutes a few weeks ago, and it was really interesting, so I want to have her back.
[00:25:00.852 --> 00:25:07.817]  Let me cover this first story up on PrisonPlanet.com right now from Drink Progress.
[00:25:09.446 --> 00:25:26.301]  It says, last year, former Deputy Attorney General James Comey revealed that in 2004 he refused to certify the legality, I'm gonna get him on, of certain aspects of the National Security Agency.
[00:25:26.301 --> 00:25:29.503]  And it goes on, a spy program.
[00:25:29.503 --> 00:25:35.809]  And it says, Comey witnessed Alberto Gonzalez and Andrew Card try to force a bedridden John Ashcroft to approve the program,
[00:25:36.460 --> 00:25:41.983]  Comey, however, did not publicly give specifics as to what the program he opposed.
[00:25:41.983 --> 00:25:51.327]  CAP's Peter Swern wrote to ThinkProgress at the time that Comey's testimony implied that other programs exist for domestic spying outside the NSA program.
[00:25:51.327 --> 00:25:57.130]  Radar's Christopher Ketchum suggests that another spy program does exist called Maine Corps.
[00:25:57.768 --> 00:25:58.529]  Doesn't suggest.
[00:25:58.529 --> 00:25:59.531]  We found it.
[00:25:59.531 --> 00:26:04.337]  A program that authorizes computer searches through massive, unspecified electronic databases.
[00:26:04.337 --> 00:26:06.180]  Those are all the major internet providers.
[00:26:06.180 --> 00:26:07.421]  Scan, record, everything.
[00:26:07.421 --> 00:26:08.964]  It doesn't go to the government.
[00:26:08.964 --> 00:26:09.705]  It is the government.
[00:26:09.705 --> 00:26:14.251]  They have echelons of equipment by law and everyone, fraudulently by regulatory systems.
[00:26:14.958 --> 00:26:18.959]  In order to discover potential threats in the event of a national emergency.
