[00:00.000 --> 00:25.000]  The
[06:54.000 --> 06:58.000]  and all of their sensors are trying to block this intel right now.
[06:58.000 --> 07:06.000]  An active war. Top scientists slash whistleblowers confirm China purposely released COVID-19.
[07:06.000 --> 07:15.000]  Communist China and its allies in Big Tech and Democratic Party are desperate in their damage control as total proof is put on the table.
[07:15.000 --> 07:18.000]  I will share the News Wars link.
[07:18.000 --> 07:24.000]  Info wars and news wars have been under now, 14 days of sustained communist Chinese attack,
[07:24.000 --> 07:33.000]  and it's even mainstream news. It's communist Chinese attack against every affiliated Trump website, including us.
[07:33.000 --> 07:36.000]  I'm proud of that, ladies and gentlemen, and I'm proud of you keeping us in the fight.
[07:36.000 --> 07:39.000]  Okay, let's plunge right into what's about to happen.
[07:39.000 --> 07:45.000]  Normally, something this important, I'd say, call your friends, call your neighbors, call your family, tell them, tune in.
[07:45.000 --> 07:50.000]  Still do that. When we're done breaking this down on this hour, we'll archive at demand.video.
[07:50.000 --> 07:54.000]  And I suggest you then research everything we say. I just got massive chills.
[07:54.000 --> 08:02.000]  And that you, whoa, and that you take action with this because I'm going to show you what they're scared of.
[08:02.000 --> 08:06.000]  I'm going to show you the facts. I'm going to show you the proof in their own words.
[08:06.000 --> 08:14.000]  I'm going to show you the purchase orders and the hundreds of millions of funding by Fauci and Gates with the Chinese government to create COVID-19.
[08:14.000 --> 08:19.000]  I'm going to show you the IMF World Bank documents confirming it two years ago that they produced it and funded it.
[08:19.000 --> 08:25.000]  They even put in their tax receipts for it because Gates gets money off his own charitable donations.
[08:25.000 --> 08:27.000]  That's how he runs the money laundering.
[08:27.000 --> 08:39.000]  And I'm going to show you the top scientists and whistleblowers from the U.S., Australia, Germany, England, Hong Kong, Taiwan, China, Russia.
[08:39.000 --> 08:45.000]  It was India that first exposed it, though. Their top research institute with a CRISPR's editing system.
[08:45.000 --> 08:54.000]  They were able to go right in and scan the RNA genome of COVID-5 viruses spliced together.
[08:54.000 --> 09:00.000]  And it's got surprises. It's a real virus. It does kill people, but a low number.
[09:00.000 --> 09:07.000]  Those are deficient and old. There's a key to this and we've decoded it. We've cracked the code.
[09:07.000 --> 09:13.000]  But first, I'm going to air the censored Tucker Carlson interview that Facebook and others are blocking.
[09:13.000 --> 09:17.000]  Tucker Carlson has tweeted about it. The video is posted on infoawards.com.
[09:17.000 --> 09:20.000]  Facebook is saying it's false information and trying to block it.
[09:20.000 --> 09:25.000]  Chinese whistleblower Dr. Li Mingyan. Everything she says is already documented.
[09:25.000 --> 09:30.000]  I have over 200 articles and government documents that I will show you proving it after we air the report.
[09:30.000 --> 09:36.000]  But here is the censored video that Big Tech is desperate that you don't see because it's an act of war about China.
[09:36.000 --> 09:44.000]  And we're going to do that again right now. Li Mingyan is the virologist who says she has evidence about where this pandemic actually came from.
[09:44.000 --> 09:47.000]  We're happy to have her on tonight. Doctor, thanks so much for coming on.
[09:47.000 --> 09:50.000]  Hi, Tucker. Hi, Tucker. Thank you.
[09:50.000 --> 09:54.000]  Thank you. I know that you've published some of your research. You're planning on publishing more soon.
[09:54.000 --> 10:02.000]  Give us, for a non-scientific audience, a summary of why you believe this virus came from a lab in Wuhan. Please.
[10:02.000 --> 10:18.000]  Okay. Briefly, from my first report, I can present the solid scientific evidence to our audience that this virus, COVID-19, SARS-CoV-2 virus, actually is not from nature.
[10:18.000 --> 10:33.000]  It is a man-made virus created in the lab based on the China military discover and owned the very unique bad coronavirus, which cannot affect people.
[10:33.000 --> 10:40.000]  But after the modification, become the very harmful virus at now.
[10:40.000 --> 10:50.000]  So I have evidence to show why they can do it. What they have done. How did they do it?
[10:50.000 --> 10:57.000]  So what you're saying is much more sinister even than we've suggested on this show than Tom Cotton's.
[10:57.000 --> 11:06.000]  Almost anyone suggested. You're saying that the Chinese government manufactured this virus, if I'm hearing you correctly. That's what you're saying?
[11:06.000 --> 11:12.000]  Yes, exactly. Based on the virus genome, it's basically like our fingerprint.
[11:12.000 --> 11:35.000]  So you can see the very unusual characters in their genome, which clearly, based on the other evidence they left during the modification, we can see finally this is exactly the one come from their own special bad coronavirus and then target human.
[11:35.000 --> 11:40.000]  What's your alleging is shocking more even than I anticipated when we invited you on?
[11:40.000 --> 11:50.000]  So I just want to ask the most obvious question, which is this genome presumably is in the possession of many researchers around the world. Why is nobody saying this if it's true?
[11:50.000 --> 12:03.000]  Yeah, why is there is nobody wants to say it is because of the big suppression come from the Chinese Communist Party government and also their friend in scientific world.
[12:03.000 --> 12:09.000]  So basically, this is very clearly that this virus is like Frankenstein.
[12:09.000 --> 12:18.000]  So he created those things like basically a cow has deer's head, has rabbit's ear and also have monkey's hand.
[12:18.000 --> 12:24.000]  So they can never get it from the nature and there were evidence left in the genome.
[12:24.000 --> 12:34.000]  But the scientific world also keep silence, work together with Chinese Communist Party. They don't want people to know this truth.
[12:34.000 --> 12:45.000]  Also, that's why I get suspended. I get suppression. I am the target that Chinese Communist Party won't be disappeared.
[12:45.000 --> 12:52.000]  You're a brave person. I'm giving you a better for the doubt and assuming you're not an anti-Chinese racist.
[12:52.000 --> 12:56.000]  So it's not clear why Twitter would shut you down or why you're being ignored by the rest of the US media.
[12:56.000 --> 13:05.000]  Let me ask you a couple of questions. Why would the Chinese government intentionally create a virus like this?
[13:05.000 --> 13:12.000]  Okay, if you want to know the exact motives, the exact idea, I think people have to come to ask them.
[13:12.000 --> 13:23.000]  Ask Communist Party, why did they do it? Because they are the one to do it. We cannot always understand their evil thinking.
[13:23.000 --> 13:30.000]  You have to come to ask them. But what we say already proved that they have done that.
[13:30.000 --> 13:37.000]  It harmed everyone in the world, lead to the historic pandemic. It involved everyone.
[13:37.000 --> 13:47.000]  How do you believe this virus made its way from the lab in Wuhan outside to the rest of the world?
[13:47.000 --> 13:59.000]  Okay, first, as I said, I have this kind of solid scientific evidence and also my next report will come out soon to make you fully understand it.
[13:59.000 --> 14:09.000]  The other thing is I work in the WHO reference lab, which is the top coronavirus lab in the world in the University of Hong Kong.
[14:09.000 --> 14:17.000]  And since I got deeply into such investigation in secret from the early beginning of this outbreak,
[14:17.000 --> 14:29.000]  I had my intelligence because I also got my own unique network in China involved in the hospital, institute, and also government.
[14:29.000 --> 14:40.000]  Also, I work with the top coronaviral oncologist in the world. So together with my experience, I can tell you this is created in the lab.
[14:40.000 --> 14:50.000]  This is from that template owned by China military. And also it is spread to the world to make such damage.
[14:50.000 --> 14:58.000]  To make such damage, do you believe the Chinese government released this intentionally on purpose? Did they do this?
[14:58.000 --> 15:12.000]  Yes, of course, it's intentionally. And even no need more evidence, you already can see what they tried to cover up from the early beginning as I reviewed in different medias before.
[15:12.000 --> 15:36.000]  And also what else they have done like making the fabricated virus to throw out the natural origin theory, censorship, everything that every evidence point to the lab origins, and also clearly try to make people like me want to talk about the truth, get disappeared.
[15:36.000 --> 15:46.000]  Ladies and gentlemen, the rest of the interview is on infowars.com, but I have the answers of why they did it and who they were working with. It wasn't just China.
[15:46.000 --> 15:57.000]  It was Big Tech, it was Bill Gates, it was the UN, and you see their agenda, but I will detail it all on the other side. Now, why is this so important? We'll explain it, but bring them down.
[15:57.000 --> 16:07.000]  I talk about all the horrible things that are happening, and I point out that the globalist story, eugenics death cult, because it's true. I don't say it to scare you. A lot of people say, man, this show is dark.
[16:07.000 --> 16:19.000]  Well, you've got to know you're dealing with evil if you're going to defeat it. And if we just listen to the surface of what the NWO propagandists are saying, they have reasons to sell this garbage to the general public.
[16:19.000 --> 16:28.000]  But if you just scratch the surface, they're so arrogant, they've all written detailed blueprints of this plan, and more and more are being honest about it.
[16:28.000 --> 16:39.000]  Because there comes a point where, as David Icke says, they have to stop hiding it and start selling it. So we're at the point of the emergence now, and it's coming out in the open.
[16:39.000 --> 16:51.000]  And some people, under Mass.com syndrome, are going to submit to any level of tyranny, but others are going to fight. This isn't like some old dictatorship that you could submit to it and join it and be okay.
[16:51.000 --> 16:57.000]  No, this thing is post-human and exterminism. Research what that is.
[16:57.000 --> 17:09.000]  A little more than a decade ago, it happened in Salt Lake City, Utah. The public came out on a very clear day and looked up more than 60,000 feet and saw what they thought was a giant UFO.
[17:09.000 --> 17:20.000]  It was actually a large DARPA government surveillance blimp. There were thousands of phone calls made in the police departments, newspapers, TV stations, thinking it was an alien craft.
[17:20.000 --> 17:29.000]  When the public was told that it was a blimp, they didn't want to believe it. You see, they had already told themselves it was a UFO, so they had cognitive distance.
[17:29.000 --> 17:38.000]  It's kind of like the fact that COVID-19 is hundreds of times weaker than the flu, but people still want to live in fear and wear a mask outside, even in their cars, even in their houses.
[17:38.000 --> 17:47.000]  Well, what happened again over New Jersey yesterday, the Goodyear blimp was out there with a big Jumbotron TV screen on the side of it and had flashing lights on it, just like an airplane.
[17:47.000 --> 17:56.000]  The public thought it was a UFO, and now the public still believes it was a UFO, and now they were told it wasn't. You see, that's called a highly suggestible group of slaves.
[18:17.000 --> 18:43.000]  Deng Xiaoping, who's followed the footsteps of Mao Zedong, famously said back in the 1980s that China was willing to absorb a nuclear attack from Russia or the U.S.
[18:43.000 --> 18:53.000]  People asked because they're the only country in the world, in his words, that would benefit from a nuclear war.
[18:53.000 --> 19:08.000]  Remember, it's China under him as well, that began the one-child policy where they would even come grab your six-month-old you've been hiding, and it was your second child, you were poor villager, they would drown it.
[19:08.000 --> 19:20.000]  Now, the elites could have five or six children if they wanted to, because they were in the Communist Party, but you were looked down on as a poor Chinese farmer, and you would have your daughter particularly taken and killed.
[19:20.000 --> 19:40.000]  It was a boy, they might take it and put it in a communist orphanage and raise it to serve the state like a robot. Alan shows here back live. So why did I just start the segment with that when I just showed you the censored Tucker Carlson interview with a top whistleblower, top scientist that worked in the W.H.O.
[19:40.000 --> 19:51.000]  Main Lab in Hong Kong, I mean her credentials, she's been out for six months, are spotless.
[19:51.000 --> 20:06.000]  And that's where they have the CRISPR editing systems, the only handful of facilities have, and they can scan right in and tell you exactly, not just that it's manufactured virus, but exactly who made it.
[20:06.000 --> 20:15.000]  The Blade Runner level technology, you know, we're Decker in the science fiction movie by P.K. Dick, goes in and says, is this a snakes scale?
[20:15.000 --> 20:25.000]  And he goes, yes, it's a snakescale made by this person, superior craftsmanship, extremely high quality. That was fiction, this is real.
[20:25.000 --> 20:43.000]  They can go right in with those CRISPR systems, electron microscopes, and they can tell you what virus it is, what bacteria it is, what gene it is, what sequence it is, what part of the genome it is, and they can edit it in live time.
[20:43.000 --> 20:49.000]  Not just tell you what it is, they can edit it with these little nanotech devices.
[20:49.000 --> 20:55.000]  This is super science stuff, okay? And this is what they admit they've got, you know their way ahead of that.
[20:55.000 --> 21:02.000]  And so, Tucker Carlson goes, well, why aren't others saying this if other facilities know how to read it?
[21:02.000 --> 21:07.000]  Of course, he's very smart, he's opening the chapters for the American people.
[21:07.000 --> 21:20.000]  I have a stack of infowars.com, gatewaypundit.com, zeroheads.com, articles from March, April, and May.
[21:20.000 --> 21:32.000]  In February, actually there's some from late January, excuse me, we have some from late January, where we first interviewed Dr. Francis Boyle and others, who was the author of the U.S. Biological Weapons Law that became World Treaty.
[21:32.000 --> 21:43.000]  He talked to his sources, and they said this is 100% manufactured. He said that before, the top Indian Institute that has a CRISPR system, but they don't even need the CRISPR, they can go in and see it's manufactured.
[21:43.000 --> 22:01.000]  The CRISPR just does the editing. And they said, oh my God, this is a horrible chimera, five viruses, including HIV delivery system.
[22:01.000 --> 22:14.000]  And then they threatened to pull all the funding of that Indian university, the most prestigious in India, and the Indians are way up there, barely behind the U.S. and China on genetic engineering.
[22:14.000 --> 22:27.000]  They got top scientists, they're in third place. And they said it's conclusive. Now, why is this so important? We know where it came from, we know who's behind it, we know who funded it, we know who laid it all out.
[22:27.000 --> 22:40.000]  And I'm going to do that next segment. For the public, for the FBI, for the military, because the military brass hole knows this. That's why General Milley comes out and goes, we can't prove it's China because he knows it's an act of war.
[22:40.000 --> 22:51.000]  He knows what's going on. And under law, we have to go to war with China if they have demonstratably launched a bio attack on us.
[22:51.000 --> 23:04.000]  And I haven't changed my view on this from the beginning, from the research we had, and we've been proven right. It's a real virus only kills people that are deficient in key vitamins and minerals, particularly old people.
[23:04.000 --> 23:14.000]  Then why is it engineered? Because it has incredible gain of function. Everyone will get it. And then they've already tested it in pigs for many, many years, these type of viruses for decades.
[23:14.000 --> 23:22.000]  Bill and Melinda Gates are obsessed with them. I believe, and now they're admitting this is the truth, that it's going to mutate into something really nasty down the road.
[23:22.000 --> 23:39.000]  So they've already war-gamed this. And I said, Gates is just releasing this as a drill to see if you'll lock things down and to make sure he's the savior so that you'll listen to what he says when the next version gets released,
[23:39.000 --> 23:48.000]  or with the CRISPR system, they can engineer it and test it to see how it's going to mutate later and then release an earlier version knowing how it's going to mutate.
[23:48.000 --> 23:54.000]  You understand? They can either release a new one under the COVID-19 name. This is a very complex virus, five different viruses.
[23:54.000 --> 24:02.000]  Or they can already know what the mutation is going to be in the future because all the pre-programming is the big, massive death is going to come later.
[24:02.000 --> 24:14.000]  And he later went on co-bear after I said that and said, terrorists will release a bio-weapon based on COVID-19 that will be much worse very soon.
[24:14.000 --> 24:19.000]  It began giggling and laughing like only a supervillain would do.
[24:19.000 --> 24:31.000]  So again, ladies and gentlemen, when we come back, I'm going to lay out all the evidence of who's behind it, why they did it, what the motive is, and then show you the proof.
[24:31.000 --> 24:42.000]  Humans have advanced intelligence and when we are faced with a life-threatening situation, we can work out all the angles and God will give us the discernment to be able to break the chains and defeat it.
[24:42.000 --> 24:47.000]  But you've got to listen and you've got to take this serious and you've got to research it.
[24:47.000 --> 24:53.000]  I used to tell people stuff like this and give them third, fourth, fifth, sixth-gen gen-level stuff.
[24:53.000 --> 24:59.000]  I used to break out into multi-dimensional analysis of things because I'm in the mind of the enemy.
[24:59.000 --> 25:05.000]  You heard the top scientist whistleblower and what did she say?
[25:05.000 --> 25:07.000]  What did she say?
[25:07.000 --> 25:10.000]  She said, we can't get in the minds of the evil Communist Party.
[25:10.000 --> 25:14.000]  Dr. Lee Min Yan said, we don't know why they did it.
[25:14.000 --> 25:16.000]  Well, sweetheart, I do.
[25:16.000 --> 25:17.000]  And that's my gift.
[25:17.000 --> 25:19.000]  I am inside the enemy's brain.
[25:19.000 --> 25:20.000]  Okay.
[25:20.000 --> 25:21.000]  I know what they're doing.
[25:21.000 --> 25:22.000]  I know their next plan.
[25:22.000 --> 25:23.000]  I just, I know them.
[25:23.000 --> 25:24.000]  I know them.
[25:24.000 --> 25:31.000]  I'm totally immersed in it and I'm able to dial into their satanic frequency and that's just what this is.
[25:31.000 --> 25:33.000]  Because God cheats, ladies and gentlemen.
[25:33.000 --> 25:34.000]  God gave us the Bible.
[25:34.000 --> 25:35.000]  The warrant was coming next.
[25:35.000 --> 25:41.000]  God gave us free will but gave us a blueprint to get out of it because he loves it so much.
[25:41.000 --> 25:42.000]  And I'm not the only one that knows this stuff.
[25:42.000 --> 25:45.000]  Oh, many of you have different gifts God gave you.
[25:45.000 --> 25:46.000]  You have to use it.
[25:46.000 --> 25:47.000]  You have discernment.
[25:47.000 --> 25:49.000]  It's why you're tuned into this show.
[25:49.000 --> 25:53.000]  So we're all actually superheroes spiritually, ladies and gentlemen.
[25:53.000 --> 25:59.000]  And you have to realize you have that power and that you can look at the evidence and then extrapolate what they're going to do next.
[25:59.000 --> 26:07.000]  If you have the discernment and if you're willing to dial into the enemy's broadcast, but it is not a nice spiritual broadcast.
[26:07.000 --> 26:08.000]  I can assure you.
[26:08.000 --> 26:15.000]  And it's very, very depressing and very, very horrifying and it will make you only want to be closer to God once you've dialed into this.
[26:15.000 --> 26:21.000]  But I'm done talking about the big metaphysical issue now and the eternal fight.
[26:21.000 --> 26:29.000]  When I come back, I'm going to systematically lay out who's behind it, the motive, why they did it, and then the evidence of it.
[26:29.000 --> 26:40.000]  And then I'm going to give you the coup de gras, the final blow in their gamble to launch this and to censor and try to control what they've done.
[26:40.000 --> 26:47.000]  They have sowed the seeds of their peer destruction if we simply take advantage of what they've done against them.
[26:47.000 --> 26:56.000]  They're done. They're done with this act of war if we're able to get this into the mass consciousness that America and the world is under globalist attack.
[26:56.000 --> 27:07.000]  I don't have to tell you that fish oil is known to be so good for your brain, so good for your heart, so good for your cells, your cardiovascular system, your lungs, your sleep.
[27:07.000 --> 27:08.000]  It's amazing.
[27:08.000 --> 27:18.000]  Well, we set out a few years ago to go out and develop with top manufacturers the strongest, highest quality, purest fish oil out there.
[27:18.000 --> 27:20.000]  And this blend is amazing.
[27:20.000 --> 27:42.000]  Ultimate Fish Oil back in stock at InfoWarsHore.com, wild anchovy purified fish oil, ultra pure archic krill oil, high quality, wild caught salmon oil, vitamin D, vitamin E, supports optimal heart health, supports optimal joint health, supports optimal cognitive health, supports immune function, supports vascular health, supports circulatory health.
[27:42.000 --> 27:43.000]  It goes on and on.
[27:43.000 --> 27:51.000]  Get your ultimate fish oil discounted with free shipping right now at InfoWarsHore.com and ultimate krill oil as well. InfoWarsHore.com.
[28:13.000 --> 28:16.000]  What we do is actually a twisted distortion of God's will.
[28:16.000 --> 28:21.000]  So when I tell you I'm telling you the truth, it's the best truth this fallen creature's got.
[28:21.000 --> 28:23.000]  But I'll tell you, it's all I got.
[28:23.000 --> 28:30.000]  And when I tell you, this country and the world is under major satanic threat, you don't need me to tell you that.
[28:30.000 --> 28:35.000]  You can look out the window, you can look into your own family, you can turn on the news, you can see it.
[28:35.000 --> 28:37.000]  But you've got this commitment.
[28:37.000 --> 28:39.000]  I do recognize the truth of God, so do you.
[28:39.000 --> 28:41.000]  We're going to win this fight, but it's going to be hard.
[28:41.000 --> 28:44.000]  And I want to keep InfoWars in the main position to fight.
[28:44.000 --> 28:47.000]  And it only happens when you support what you've been doing.
[28:47.000 --> 28:53.000]  So again, I thank you, but go to InfoWarsHore.com, buy the product, spread the word, because that's how we're going to win.
[28:53.000 --> 28:55.000]  Again, I thank you all.
[28:57.000 --> 28:59.000]  The party was not going to go on forever.
[28:59.000 --> 29:11.000]  All the welfare, all the entertainment, all the decadence was only designed to get people domesticated, dumbed down, selfish and, most importantly, isolated.
[29:11.000 --> 29:19.000]  And now that most of the population is selfish, isolated, and very, very dumbed down and ignorant, the New World Order is taking its move.
[29:19.000 --> 29:26.000]  And they are now going to weaponize the giant masses of foolish followers who believe they just follow orders.
[29:26.000 --> 29:30.000]  They're going to get another little piece of green like with the chicken pecs at the lever.
[29:30.000 --> 29:34.000]  And then all that they're really going to get is the noose tightening around their foolish neck.
[29:34.000 --> 29:42.000]  Those of us that are aware and informed can laugh at the massive slaves, but remember, they're a dangerous weapon appointed at our throats.
[29:42.000 --> 29:45.000]  And so we've got to save them to save ourselves.
[29:45.000 --> 29:47.000]  And to do that, we've got to expose the globalists.
[29:47.000 --> 29:53.000]  We've got to take it to them politically and absolutely annihilate them with the crimes that they've actually committed.
[29:53.000 --> 29:57.000]  We've got to expose the enemy now.
[30:24.000 --> 30:27.000]  Big Brother.
[30:27.000 --> 30:29.000]  Mainstream media.
[30:29.000 --> 30:31.000]  Government cover-ups.
[30:31.000 --> 30:33.000]  You want to stop tyranny?
[30:33.000 --> 30:35.000]  Well, so does he.
[30:35.000 --> 30:41.000]  Live from the Infowars.com studios, it's Alex Jones.
[30:41.000 --> 30:52.000]  Why is big tech? Why is mainstream media? Why is the Democratic Party so incredibly obsessed right now?
[30:52.000 --> 31:05.000]  With saying that Communist China had nothing to do with the Wuhan COVID-19 virus, the Chinese virus.
[31:05.000 --> 31:07.000]  Why are they doing this?
[31:07.000 --> 31:14.000]  Well, it's not just that they want to blame Trump and blame America and use the virus to selectively keep our industries and culture shut down.
[31:14.000 --> 31:28.000]  And then force us on to commuting from home and being under their AI surveillance with everything we say and do at work, where nothing's said personally, face to face, but everything's fed into AI for total control.
[31:28.000 --> 31:31.000]  It's not just for that.
[31:31.000 --> 31:43.000]  It's because Obama and the deep state and Fauci and Bill Gates on record funded hundreds and hundreds and hundreds and hundreds of millions.
[31:43.000 --> 31:49.000]  You know, I've tried to find out the last seven, eight months how many programs Bill Gates funded at Wuhan.
[31:49.000 --> 31:59.000]  And at about 20, it just all became a morass because I kept finding new programs he funded at Wuhan.
[31:59.000 --> 32:13.000]  Producing coronaviruses, including coronaviruses in 2018, patented, admitted to by the World Bank and IMF as COVID-19 as a chimera gain of function.
[32:13.000 --> 32:17.000]  The same virus produced under another name, 2015, Chapel Hill, North Carolina.
[32:17.000 --> 32:22.000]  US scientists got very upset that this should be illegal, so they had to shut the program down and they moved it to Wuhan.
[32:22.000 --> 32:28.000]  And I'm going to show you all the articles and all the admissions, not from 2020, but from back then.
[32:28.000 --> 32:41.000]  So when Tucker Carlson has her on, the whistleblower scientist who was at the WHO, the UN facility in Hong Kong monitoring all of Asia with these viruses that keep coming out,
[32:41.000 --> 32:55.000]  he says, well, why didn't other universities and other groups find that they did in India, in Australia, in the US, in Canada, in Germany, in the UK, in Russia, in Brazil?
[32:55.000 --> 33:04.000]  Because as more and more universities get these CRISPR gene editing systems and summer systems, they can go look at it and the computer prints out what it is.
[33:04.000 --> 33:12.000]  It's this virus, that virus, this piece of that virus, this virus, this virus, and it tells them it's this part of the HIV delivery system.
[33:12.000 --> 33:15.000]  It's this part of this particular BAT system.
[33:15.000 --> 33:25.000]  It says we have insertion points of the P-shuttle gene, showing this was delivered by such and such nanotech gene gun.
[33:25.000 --> 33:34.000]  I mean, these computers even know, like a diagnostic on your car you plug in, how they made it and who made it.
[33:34.000 --> 33:36.000]  It's got serial numbers.
[33:36.000 --> 33:44.000]  You know for like 30 years, the big secret of the printer companies is the Secret Service is worried about people printing counterfeit dollars,
[33:44.000 --> 33:53.000]  counterfeit money, so they all print little secret codes in the ink so they can tell where it was bought, you know, they can track it back to you.
[33:53.000 --> 33:55.000]  That's all 30-year-old stuff, folks.
[33:55.000 --> 33:59.000]  They've got it in the gene editing.
[33:59.000 --> 34:05.000]  So they thought everybody was so dumb that Bill Gates and Fauci have got this over there.
[34:05.000 --> 34:14.000]  It's been going on since Obama got in office, and I'm just blaming Obama, that's when this particular project started in about 2009.
[34:14.000 --> 34:22.000]  By 2010 it's going on at University of Texas, Galveston, Chapel Hill, North Carolina, and Fort Dietrich, Maryland.
[34:22.000 --> 34:24.000]  The military always wants to be part of it.
[34:24.000 --> 34:27.000]  And several other universities, people bitch about it.
[34:27.000 --> 34:31.000]  They say it's wrong to build a bio-weapon like this that has incredible gain of function.
