[00:00.000 --> 00:14.200]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[04:48.400 --> 05:00.400]  I'll try to just get some of the headlines you know I will just like a dog chasing a rabbit I'll go off down a rabbit trail but I'm going to try to come back mention headlines go to your phone calls eight hundred two five nine ninety three one
[05:00.400 --> 05:08.400]  let me ask you a question what does freedom mean to you the freedom to choose the freedom to vote the freedom to worship how about the freedom to take control of your own future
[05:08.400 --> 05:21.400]  my friends the foods director celebrating freedom this month while helping you take control of your greatest dependency food right now you receive one of their new patriot packs free with every two hundred eighty nine dollars you spend on their highly nutritious and great tasting food
[05:21.400 --> 05:33.400]  our patriot pack is a thirty day supply of e-foods quick fix easy to store food for example purchase a one year supplying it five patriot packs which is five months of food free use the extra food for everyday use and save hundreds off your grocery bill
[05:33.400 --> 05:45.400]  give your free patriot pack as a gift to a friend or relative or simply add more food to your long term supply for free call eight hundred four oh nine five six three three or with e-foods direct dot com four slash Alex and get your free patriot pack with purchase
[05:45.400 --> 05:59.400]  operators are standing by call eight hundred four oh nine five six three three our e-foods direct dot com four slash Alex e-foods is so affordable the more you store and eat the more you save with e-foods direct dot com four slash Alex call eight hundred four oh nine five six three three right now
[05:59.400 --> 06:07.400]  sick of the globalist eugenesis control freaks adding poison to your water and laughing as you get sick and die start purifying your water with pro pure
[06:07.400 --> 06:20.400]  my friends I've done a lot of research and the best gravity filter out there bar none is pro pure and it's available discounted at info wars dot com its filters are silver impregnated to prevent bacterial growth
[06:20.400 --> 06:33.400]  there's no priming required its NSF forty two certified optional fluoride filters can reduce fluoride up to ninety five percent easy to set up and use doesn't require electricity purify water from lake streams ponds and wells
[06:33.400 --> 06:48.400]  this filter system leaves in beneficial minerals which is key save money by not buying bottled water and avoid BPA that leaches from the plastic pro pure is the best gravity fed filter out there it's what my family uses info wars dot com already has the lowest price on pro pure
[06:48.400 --> 07:01.400]  but if you add the promo code water at checkout you get an additional ten percent off and info wars dot com you can also call the order eight eight eight two five three three one three nine
[07:01.400 --> 07:21.400]  if you want an american company with american products made by americans here is the calben soap company alex and his staff have used these pure so products for years these all natural soaps are made from the highest quality vegetable and coconut oils that are earth friendly and safe
[07:21.400 --> 07:42.400]  see them on the web at fivestar soap dot com or call eight hundred three four zero seven zero nine one for free catalog by the one to two months sample package and enjoy soaps that are twice as good as what you're using now or save big with a one to two year supply of soaps for all your cleaning needs this is an amazing deal
[07:42.400 --> 08:01.400]  you can save thousands of dollars and you will love the way real soap makes you feel see them on the web at fivestar soap dot com or call eight hundred three four zero seven zero nine one for a free catalog
[08:01.400 --> 08:16.400]  he's the t-rex of political talk alex jones on the gcm radio network
[08:16.400 --> 08:45.400]  today another edition of the alex jones broadcast i am alex jones your host we stream live video of this syndicated radio broadcast at prisonplanet.tv we are fighting the construction of the globalist prisonplanet via the info war hence our flagship capital ship info wars dot com and we wouldn't be here today wouldn't be able to be reaching millions of people right now if it wasn't for
[08:45.400 --> 09:04.400]  listeners like you spreading the word on facebook twitter person to person spreading the word about local am and fm affiliates that folks are listening to us on across the country as well as xm channel one sixty six if you're a new listener are saying what is this guy talking about
[09:04.400 --> 09:22.400]  what does this guy stand for i am an individual who is a constitutionalist i believe in the bill of rights and constitution i think it's the best system ever produced and deployed in a governmental system i am a staunch defender of our national sovereignty
[09:22.400 --> 09:40.400]  and i diametrically oppose everything that the new world order stands for what is the new world order well it's the same thing i said seventeen years ago on air that i say it is today it is a consortium of six private mega banks that have gotten governments
[09:40.400 --> 09:59.400]  in the western world in the last two hundred years here is only the last ninety nine to accept unlimited fiat currency they control so they literally control the issuance of currency and credit and are able to take over economies in an unfair trade advantage that's putting it lightly
[09:59.400 --> 10:20.400]  they are monopolistic and authoritarian in their every move they are anti human they are robber barons who have codified their dictatorial activities into a cosmology and world view system known as eugenics under modern names it is known as transhumanism
[10:20.400 --> 10:36.400]  and they are pushing a world soviet run by private interest so the communism you've been taught about is not the true communism it is a corporate fascism on top directing a compartmentalized
[10:36.400 --> 10:51.400]  soviet communitarian model on the bottom two different systems it is government for and by inbred scientific technocrats who openly in every one of their major tomes and
[10:51.400 --> 11:10.400]  and and and and treatises are announcing a planetary world government to shut off resources incrementally until you are disarmed and poor and have no way to resist then from high tech armored fortresses and underground keeps the globalist will launch drone and
[11:10.400 --> 11:25.400]  robot delivered bio and chem attacks reducing the world population by 99% at least publicly they say 80 to 90% but in their deeper writings they obviously don't tell their servant class they're going to kill everybody or almost everybody or they wouldn't be serving
[11:25.400 --> 11:41.400]  them but again ladies and gentlemen this is a mass total takeover program this is an emergency global transmission warning you we have reverse engineered their entire program 17 years ago now it is a public we the globalist openly
[11:41.400 --> 11:59.400]  announced that they've established world government over the entire planet they are mopping up a few isolated areas right now doesn't mean the countries they're mopping up or even good most governments are horrible and wicked but the larger scientific mechanized focused
[11:59.400 --> 12:15.400]  organized evil of the new world order it has got back room deals with China and it's pretty much absorbed the communist model there but there's still some infighting going on because the globalist balance power against each other Russia is a dictatorial
[12:15.400 --> 12:31.400]  authoritarian system but compared to the Anglo-American new world order variety is not eugenics based at this time so the globalist are contending with them infiltrating their country openly trying to overthrow it publicly the globalist are
[12:31.400 --> 12:45.400]  overthrowing the family they're overthrowing any religious system because the state has to be God has to be replaced with that they are rewriting the genetic code of humanity and almost every other major species of plant and animal publicly they are engaged in
[12:45.400 --> 13:01.400]  psychopathic power mad orgies of irrevocable damage to the planet itself in their mad lust and race for godhood and before I get a bunch of preachers sending me email saying they're not going to become gods they're not going to live forever I don't believe that
[13:01.400 --> 13:17.400]  that's what they believe that's what the globalists say I bibliographic it's all it what is the end game dot com what is the end game dot com a bit online building bibliography for my film in game and that was made five years ago we've made countless films
[13:17.400 --> 13:33.400]  countless reports countless articles every day reports with their admissions Rockefeller Foundation all of it how they're killing us how the operation works how they're killing the gut flora to then come and sell us new gut flora making us totally dependent on them those that are even
[13:33.400 --> 13:49.400]  allowed to live in the next phase before mass extermination absolute total psychopath playing God made a emergency worldwide this is what we're talking about okay that's it that's the basics and I want to know you think I'm crazy you
[13:49.400 --> 14:05.400]  think I'll just go shut up everything's fine or do you understand have you looked into what I've claimed have you found out it's true and then some and then some and then some again because believe me staring into this when you find out how public it is and the fact that it's hidden in plain view
[14:05.400 --> 14:25.400]  you can't go to a baseball game anymore you can't sit there and hear the preacher talk about worshiping government all day anymore you can't sit there and live in law land anymore because let me tell you something I have found reality the globalists think you're so stupid they've written all of this down over and over again
[14:25.400 --> 14:45.400]  and have implemented it and they're following their plan to the T we've got them six seven years behind they are in 2012 or they wanted to be in about 2005 but they are following it all exactly as they said they would so I sit here with horror announcing to you
[14:45.400 --> 14:57.400]  daily what the next phase will be and we fight them on certain issues and then we're able to analyze how they're going to try to go around us when we beat them I mean when you're really living this war I mean we're in a virtual and real
[14:57.400 --> 15:13.400]  battlefield here and humanity is in the crosshairs and we're I mean I said I'd go to your phone calls in this segment just out of the gates I am in fact I'm not even going to get to the off the chart news until I've taken 15 calls in fact John Harmon you're up there taking the calls
[15:13.400 --> 15:30.400]  I'm not allowed to go to news till I've taken 15 calls because I've somehow got a break the cycle of not covering the news and not taking calls and nobody's complaining but me I listen to the broadcast and and sometimes there's moments of genius there's other moments of
[15:30.400 --> 15:48.400]  overheating in my psychological engine blowing up so it's a long race here it's an indie 500 and it's we've got to be the tortoise not to hair but let me tell you the news is movie crazy let me just give you one little tidbit the last four days it's come out that three big
[15:48.400 --> 16:04.400]  psychological companies knowingly we're killing their customers and laughing about it with vaccines with with psychotropic and with asthma drugs knowing that it would kill people and wouldn't even help it's not like oh it helps some kills other
[16:04.400 --> 16:20.400]  no knowing their products are total crud giving you measles mumps rubella in the shot killing your child when they go to get asthma medication just it's all a giant joke it's all a giant huge
[16:20.400 --> 16:37.400]  in your face joke to the globalist and now they've got legislation that looks like it's going to pass to give themselves total immunity and not just immunity for drug companies they already have it for the vaccines
[16:37.400 --> 16:50.400]  and love was like we're gonna be killing people with this giving them cancer and stuff how brain damaging them and we got to have immunity and they and they've got immunity which is a fraud it's it's kind of like the Nazi saying they had immunity we'll see how much immunity you have at the end of a
[16:50.400 --> 17:03.400]  rope it's a mind game oh I have immunity oh yes now you have immunity it will see how much immunity you've got Nixon said he had immunity for chump change crimes compared to what's going on now
[17:03.400 --> 17:18.400]  I'm going to get into that because now big big agra with biotech once once liability protection from the federal government and the bills very close to passing she they want liability protection from food they're going to make you eat
[17:18.400 --> 17:37.400]  because it's so good for you and we've got all the documents and all the news articles going back 15 years where the Monsanto crew will not eat their own food and all their big biotech campuses you know behind armed guards and swipe cards and the rest of it
[17:37.400 --> 18:03.400]  at their at their at their really bioweapon facilities they call it food production they this this eugenics company their scientists have GMO free cafeterias I'm sorry let's let's go ahead and go to Kevin in Kentucky Kevin you're on the air welcome
[18:03.400 --> 18:08.400]  thank you for taking my call Alex.
[18:08.400 --> 18:18.400]  answer your question I guess no I don't think you're crazy and exaggerating if anything you're not going far enough but hey you're doing what you can do.
[18:18.400 --> 18:35.400]  I did want to say last night I was speaking with a friend of mine who is in the health care industry she's she's a nurse and we were just having a conversation I asked her what she thought about the new health care bill being passed.
[18:35.400 --> 18:55.400]  And before she she just started I just want to let people are waking up she says what in the world I am so sick of all these people complaining about Obama and the new health care law it's driving me crazy.
[18:55.400 --> 19:05.400]  So people are waking up.
[19:05.400 --> 19:10.400]  Another friend says that those kind of things will never happen in our lifetime they're not worried about it.
[19:10.400 --> 19:25.400]  Most of the people I've talked to that aren't awake don't have children they don't have any you know bills to pay per se you know they're getting their food stamps they're living just fine so they have no reason to worry about it.
[19:25.400 --> 19:36.400]  I have two children a family at home trying to live the American dream that my parents did me and you're the same age and it's tough it's really tough and it's hard to explain.
[19:36.400 --> 19:45.400]  But all these people on disability a lot of them you know need it I'm not saying they're even bad or you've got over 51% of the public on government dole one way or the other.
[19:45.400 --> 20:00.400]  And the rest of us are getting ready to have our backs break and the globalist answer is reeducation camps and labor camps and they now admit this this is not going to be like Russia where they get away with it there's 200 million guns in this country.
[20:00.400 --> 20:08.400]  Let me ask you a question what does freedom mean to you freedom to choose the freedom to vote the freedom to worship how about the freedom to take control of your own future.
[20:08.400 --> 20:21.400]  My friends the foods director celebrating freedom this month while helping you take control of your greatest dependency food right now you receive one of their new Patriot packs free with every $289 you spend on their highly nutritious and great tasting food.
[20:21.400 --> 20:30.400]  The Patriot pack is a 30 day supply of food quick fix easy store food for example purchase a one year supplying it five Patriot packs which is five months of food free.
[20:30.400 --> 20:34.400]  Use the extra food for everyday use and save hundreds off your grocery bill.
[20:34.400 --> 20:39.400]  Give your free Patriot pack as a gift to a friend or relative or simply add more food to your long term supply for free.
[20:39.400 --> 20:51.400]  Call 800-409-5633 or eat foods direct dot com four slash Alex and get your free Patriot pack with purchase operators are standing by call 800-409-5633 or eat foods direct dot com four slash Alex.
[20:51.400 --> 21:00.400]  Eat foods is so affordable the more you store and eat the more you save the food direct dot com four slash Alex call 800-409-5633 right now.
[21:00.400 --> 21:10.400]  You all know that Berkey water purification systems are the most trusted name in water filtration as an authorized Berkey dealer for over six years in serving thousands of satisfied customers.
[21:10.400 --> 21:14.400]  The Berkey guy offers amazing specials for Berkey water filtration systems.
[21:14.400 --> 21:29.400]  The Berkey light systems include a set of self sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non detectable levels and remove harmful chemicals such as herbicides and pesticides.
[21:29.400 --> 21:37.400]  The Berkey light system today complete with two black Berkey elements for only $231 and the Berkey guy will ship your order free of charge.
[21:37.400 --> 21:46.400]  With the purchase of a Berkey light the Berkey guy is also offering a set of fluoride and arsenic filters for only $39.99 that's over 30% off the retail price.
[21:46.400 --> 21:59.400]  Call the Berkey guy at 1-877-886-3653 that's 1-877-886-3653 or order online at goberkey.com that's goberkey.com today.
[22:29.400 --> 22:35.400]  Hi this is Ted Anderson. Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[22:35.400 --> 22:41.400]  They've been available since 1986 yet the financial industry won't recognize the value of gold for your retirement.
[22:41.400 --> 22:49.400]  Gold is outperform paper investments yet no word about IRAs. If you would like to have gold for your retirement call 800-686-2237.
[22:49.400 --> 22:55.400]  Don't get left behind by rising inflation and low returns call 800-686-2237.
[22:55.400 --> 23:11.400]  Secure your future and call 1-800-686-2237.
[23:25.400 --> 23:31.400]  Civil unrest, emergency responders, amber alerts, school or business closings, any need to know situation.
[23:31.400 --> 23:42.400]  CivilDispatch.com is an emergency dispatch communication system allowing anyone to quickly and easily send and instantaneously track emergency email and text alert notifications.
[23:42.400 --> 24:00.400]  CivilDispatch.com gives you the power of enterprise alerting without the enterprise cost. Don't find yourself unprepared. Learn more and become a member at civildispatch.com. That's civildispatch.com. Civilian Emergency Dispatch System. Peace through preparedness.
[24:17.400 --> 24:26.400]  Of course we reported this three months ago and then again another month ago there's a train of Russian ships pulling in to the port there.
[24:26.400 --> 24:33.400]  They're only Mediterranean port in the Mediterranean there in Syria. That's part of the news coming up.
[24:33.400 --> 24:42.400]  Now the New York Times has reported it. So we now know it's true. Again when the sun comes up in the morning the New York Times has to say so for us to then.
[24:42.400 --> 24:51.400]  Because they told us there was yellow cake from Niger in Saddam's garden. Remember they even said it was buried under a rose bush.
[24:51.400 --> 24:56.400]  But now they're saying ships are being sent so I have to question it. Maybe Russian ships aren't being sent.
[24:56.400 --> 25:04.400]  No the Russians confirmed a month ago they're sending in spetsnats you name it. That's coming up. That's the type of news we're going to be covering.
[25:04.400 --> 25:17.400]  And NATO is saying they want to start bombing in a humanitarian way Damascus with Russians in it. You know what that sounds like to me. Yeah it's not very good.
[25:17.400 --> 25:26.400]  You see the world is in more danger now than it's ever been. But they've got trash men all over the country busy looking at our trash cans for al-Qaeda.
[25:26.400 --> 25:35.400]  That's just the priming you. In fact they've already switched to oh and anything else that looks illegal. You smell marijuana in there. You see any marijuana seeds.
[25:35.400 --> 25:44.400]  They get you primed on. Here's al-Qaeda and then pretty soon did you see somebody spank your kid.
[25:44.400 --> 25:55.400]  That's why I'm creeped out ladies and gentlemen. The government is not the government anymore. I don't care if the average person in it isn't a bad person. It doesn't matter.
[25:55.400 --> 26:05.400]  The people driving the ship are super bad ombres and bending over to them and licking their boots isn't going to get us out of this.
[26:05.400 --> 26:14.400]  Let me just give everybody a news flash. I've got to shut up now and never get to my 15 calls. I get to the nose. John in New York. John you're on the air.
[26:14.400 --> 26:28.400]  Yeah Alex I wanted to share two points with you because I believe in everything that you're doing you've woken me up extremely and my first point it actually goes to television and film.
[26:28.400 --> 26:38.400]  There is so much new world order in television and film. At least I've been realizing in the last five years that is just no you're absolutely.
[26:38.400 --> 26:44.400]  That's why I'm hiring four or five more reporters if I can afford it is because I'll just give you inside baseball.
[26:44.400 --> 26:56.400]  I plan to put two of them on the media beat because every time I turn on a movie or TV show it's anti-family anti-gun pro-world government military checkpoints on the highways.
[26:56.400 --> 27:05.400]  I mean it's all anti-freedom messages because they know about 80% of people don't even watch the news. I mean you think the news is full of bull folks.
[27:05.400 --> 27:14.400]  You ought to try. Every movie I see is laced with it. I mean yes or you're right we're going to try to focus on that more. What kind of things are you noticing.
[27:14.400 --> 27:29.400]  Just corporations and world government that's a new show continuum that's airing in Canada is very famous and it's truly about the new world order that that is the plot it is about a officer who.
[27:29.400 --> 27:46.400]  Has finally woken up to the new world order and how corporations in the future in 2076 have bought all the people they bought all the land that they own you you don't own yourself they own you by the way.
[27:46.400 --> 28:00.400]  Do you know the psych warfare I know a lot of TV producers a lot of Hollywood people and a lot of directors and producers and I met so many of them and they described it this way they said look a lot of us know what's going on.
[28:00.400 --> 28:19.400]  But this stuff doesn't get approved by the big heads of the different corporations. It doesn't get approved by Fox or by universal or by the studio heads.
[28:19.400 --> 28:31.400]  Unless it fits in their agenda so they'll be anti new world order and you'll even get some shows out like Jericho on mainstream television or a merc group.
[28:31.400 --> 28:38.400]  In the government stages and a nuclear attack to get martial law going which is actually one of the real plans because it is the new order is a banker merc takeover of America.
[28:38.400 --> 28:49.400]  But see the reason they'll allow that on air and it was top rated and then somebody higher up said kill it is they only want a little of it to condition people like oh that's a movie.
[28:49.400 --> 29:02.400]  That's only a movie where the mercs nuke things or that's only a movie or it's 2075 when there's a global corporation and they've been taking blood for 40 years they've now ruled blood samples taken over 25 years ago.
[29:02.400 --> 29:11.400]  You just look this up court rules corporations own your DNA when they take your baby blood or you agree and sign forms for a blood test.
[29:11.400 --> 29:19.400]  You know you think it's a free blood test at college or whatever they say oh free HIV test or when everybody's scared of getting it because they're sexually active so you'll get the blood test.
[29:19.400 --> 29:26.400]  And it was free but the form said they could actually use it for research. You're like oh that's okay even if you read it.
[29:26.400 --> 29:33.400]  Now when you go in you have individual protein combos and things you go to get a genetic treatment.
[29:33.400 --> 29:37.400]  They go that's going to be a million dollars and you go what why a million dollars.
[29:37.400 --> 29:41.400]  They go we own your DNA now to give you your own DNA treatment.
[29:41.400 --> 29:42.400]  Great point.
[29:42.400 --> 29:43.400]  Stay there.
[29:43.400 --> 29:45.400]  I want to hear another comment from you John.
[29:45.400 --> 29:49.400]  We're going to go to Scott, Mark, Nick, Alan and others and the news is coming up.
[29:49.400 --> 29:56.400]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[30:23.400 --> 30:30.400]  They call it a survival seed bank and it can produce an endless supply of nutrient dense food for you and your family.
[30:30.400 --> 30:38.400]  And here's the best part these seeds have not been genetically modified in any way and you actually get enough seeds to plant a full acre crisis garden.
[30:38.400 --> 30:41.400]  So visit them today at survivalseedbank.com.
[30:41.400 --> 30:48.400]  That's survivalseedbank.com or give them a call at 877-327-0365.
[30:48.400 --> 30:53.400]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[30:53.400 --> 30:56.400]  This is Alex Jones for survivalseedbank.com.
[30:56.400 --> 31:04.400]  You've heard Alex explain how the silver lungs generator infuses the respiratory system with your self-produced colloidal silver solutions.
[31:04.400 --> 31:13.400]  Yet many are unaware of the entire function of the silver lung system and how it has been designed to deliver your silver solutions anywhere in or on the body.
[31:13.400 --> 31:18.400]  My name is Mario Safaldi and I'm the developer of the Silver Lungs Generator.
[31:18.400 --> 31:23.400]  Not only does the silver lung system produce endless colloidal and ionic silver solutions,
[31:23.400 --> 31:31.400]  it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[31:31.400 --> 31:39.400]  This includes the eyes, ears, nose, lungs, topically to the skin and orally for the digestive system.
[31:39.400 --> 31:49.400]  Be sure to watch our new 7-minute video tour of the silver lung system at www.silverlungs.com to learn more about how the silver lung system works.
[31:49.400 --> 32:11.400]  As well, we are always ready to answer any questions you may have. That's www.silverlungs.com.
[32:24.400 --> 32:29.400]  For example, purchase a one-year supply and get five Patriot Packs, which is five months of food free.
[32:29.400 --> 32:33.400]  Use the extra food for everyday use and save hundreds off your grocery bill.
[32:33.400 --> 32:38.400]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free.
[32:38.400 --> 32:45.400]  Call 800-409-5633 or with eFoodsDirect.com or slash Alex and get your free Patriot Pack with purchase.
[32:45.400 --> 32:51.400]  Operators are standing by. Call 800-409-5633 or eFoodsDirect.com or slash Alex.
[32:51.400 --> 32:54.400]  eFoods is so affordable, the more you store and eat, the more you save.
[32:54.400 --> 33:23.400]  Go to eFoodsDirect.com or slash Alex or call 800-409-5633 right now.
[33:23.400 --> 33:26.400]  Alright, we're going back to your calls here in a moment.
[33:26.400 --> 33:34.400]  And the last caller really hit one of my pet peeves, John in New York, and we're going back to him in a few minutes here.
[33:34.400 --> 33:42.400]  One of the areas I kick myself constantly is that I'm not following propaganda and entertainment enough.
[33:42.400 --> 33:47.400]  And I don't just mean Illuminati imagery. I don't just mean things like that.
[33:47.400 --> 33:58.400]  Any time my wife downloads mainline TV shows to watch when she's lifting weights at the house or running on the treadmill or whatever,
[33:58.400 --> 34:01.400]  she'll call me over and go, look at this, look at this.
[34:01.400 --> 34:07.400]  And the bad person that's got children kidnapped in a basement refuses to vaccinate their children.
[34:07.400 --> 34:12.400]  Or the person that refuses to vaccinate wants to secretly nerve gas New York City.
[34:12.400 --> 34:21.400]  It's every show. I know you're seeing it. I don't watch entertainment shows other than things like the Olympics.
[34:21.400 --> 34:28.400]  I will probably TVO it. I have cable. I don't have cable. I have dish or whatever it is.
[34:28.400 --> 34:31.400]  I have some system in my house. I don't even watch enough to know.
[34:31.400 --> 34:34.400]  I will watch some of the Olympic stuff.
[34:34.400 --> 34:42.400]  And again, I'll feel guilty the entire time because they'll be bombarding, New World Order, global government messages.
[34:42.400 --> 34:49.400]  I'll turn the television off or fast forward every time ads come on because of all the subliminals and things.
[34:49.400 --> 34:56.400]  But overall, it is good to see human potential and I like track and field the swimming and things like that.
[34:56.400 --> 35:02.400]  It's good for my children to see that because then it gives them role models to be into sports instead of into other things.
[35:02.400 --> 35:15.400]  So I get why people run the sports. It just becomes this totally overdone, you know, sick culture where we then idolize all these big professional athletes who've got the sorted background.
[35:15.400 --> 35:20.400]  But when it comes to just flat out straight up sports, it's one of the healthiest things out there.
[35:20.400 --> 35:24.400]  Certainly not saying I'm some sports aficionado.
[35:24.400 --> 35:28.400]  I just as I get older, realize how important sports is for children.
[35:28.400 --> 35:35.400]  But I'm going to digress at that point. I know I'm stating the obvious here and do two plugs here.
[35:35.400 --> 35:37.400]  One is just informational.
[35:37.400 --> 35:43.400]  We make videos all the time that we air here on the radio slash TV or on the nightly news.
[35:43.400 --> 35:53.400]  I can shoot one at my house for five minutes holding the camera myself with it shaking and it gets 800,000 views.
[35:53.400 --> 35:57.400]  I can produce a documentary that takes a year to make. It gets 5 million views.
[35:57.400 --> 36:02.400]  I can make a documentary that takes two days to make and it gets 4 million views.
[36:02.400 --> 36:11.400]  You never know what is going to hit the zeitgeist with people and I don't tailor what we produce to try to hit a zeitgeist.
[36:11.400 --> 36:20.400]  I believe that people should want to know what's going on in reality and know about threats to their future and they're present for that matter.
[36:20.400 --> 36:28.400]  So I produce things that I think are important and it's hit or miss but I still produce what I think is important.
[36:28.400 --> 36:40.400]  And we spent all of two and a half almost three weeks producing a 20 minute video titled Humanities Greatest Secret Dreams of the Universe.
[36:40.400 --> 36:48.400]  And it came out Saturday afternoon and it's only had 191,000 views.
[36:48.400 --> 36:57.400]  Now I've seen algorithms out there and reports that YouTube has gotten harder and harder because there are tens of millions of people posting stuff so it's so competitive.
[36:57.400 --> 37:01.400]  People that used to get millions of views every video, they're lucky to get 100,000 now.
[37:01.400 --> 37:11.400]  So I understand with one of our channels with 220 million views or whatever we have about 500 something million total in the last few years that we're dominating news and politics on YouTube.
[37:11.400 --> 37:15.400]  That's the quote genre of the box they put us in.
[37:15.400 --> 37:25.400]  We're dominating and it's an important area YouTube is because that's where we reach mainline people, young people and others who would never come across this information, who don't listen to talk radio.
[37:25.400 --> 37:30.400]  Our biggest sustained audience is now over 115 AM and FM stations.
[37:30.400 --> 37:38.400]  It's really getting scary how many stations we're getting because we're always gaining stations but then losing them as they sell or change formats or things like that.
[37:38.400 --> 37:52.400]  So normally we would have around 60, 70, 80 stations over the years. Now it's been well over 100 for a while and we're gaining three, four stations a week now and it's going to be like 150 of this keeps going in four, five, six weeks.
[37:52.400 --> 38:01.400]  And it really scares me because the fact that I'm becoming mainstream really shows I'm right.
[38:01.400 --> 38:10.400]  I mean I wish I was wrong every day I try to think of ways to be wrong. I try to think of ways that I'm over estimating the globalist.
[38:10.400 --> 38:19.400]  I try to think of ways that I'm wrong and it's not that bad and believe me folks I know a lot of you are in denial. I want to be in denial.
[38:19.400 --> 38:29.400]  I want to be in denial and the fact that we're breaking through on every front is very positive showing people are waking up.
[38:29.400 --> 38:38.400]  But then I hear the kind of stuff I say sometimes in the rebroadcasts I'll have it on at night or something and I'll go that just sounds crazy but I go but I have all those articles on it.
[38:38.400 --> 38:48.400]  I mean they, I just can't believe this is really happening but again the tyrants by increments have gotten us to this point.
[38:48.400 --> 38:55.400]  The tyrants by increments have just ratcheted up, ratcheted up, got a little more, a little more, a little more, a little more.
[38:55.400 --> 39:02.400]  And because we had a system of freedom it produced so much wealth that we've become decadent slobs.
[39:02.400 --> 39:16.400]  This is what every historian and philosopher and Christian religious leader has pointed out that where you have the blessings of God and where you have liberty you create unbelievable milk and honey.
[39:16.400 --> 39:27.400]  You produce wealth and then your kids become a little less hardworking, they become a little less hardworking and then they become decadent and they become evil and they become corrupt.
[39:27.400 --> 39:34.400]  So we're sitting here in the western world but also all over the planet with good hardworking pure people who are trying to be a pure of heart.
[39:34.400 --> 39:44.400]  Certainly sinful, certainly have problems but trying to be good and then there are those out there that could care less and would sell their mother out for to stick a bubblegum.
