[00:00:00.242 --> 00:00:00.722]  I don't know.
[00:03:01.280 --> 00:03:08.224]  That happened today in this wealthy neighborhood where homeowners had armed themselves to protect their mansions.
[00:03:08.224 --> 00:03:10.525]  Residents were handcuffed on the ground.
[00:03:10.525 --> 00:03:13.646]  In the end, police took their weapons but let them stay in their homes.
[00:03:14.312 --> 00:03:20.717]  For many of the police and guard troops, it is an uncomfortable job to do this in an American city.
[00:03:20.717 --> 00:03:24.080]  This guard unit occupied a church, using it as a base camp.
[00:03:24.080 --> 00:03:30.305]  All of a sudden, they were banging on the front door, the side door, and the back door.
[00:03:30.305 --> 00:03:34.409]  And they said, let us in.
[00:03:34.409 --> 00:03:36.771]  I said, it's not even loaded.
[00:03:36.771 --> 00:03:39.133]  I really thought they were going to kill me.
[00:03:39.133 --> 00:03:39.573]  They took him.
[00:03:41.047 --> 00:03:42.628]  And they didn't have a right to take them.
[00:03:42.628 --> 00:03:44.049]  They didn't have a reason to take them.
[00:03:44.049 --> 00:03:46.371]  You never expect to do this in your own country.
[00:03:46.371 --> 00:03:51.134]  Chris Montgomery says he'd rather be in Iraq than patrolling American neighborhoods.
[00:03:51.134 --> 00:03:56.919]  Walking up and down these streets, you don't want to think about the stuff you're going to have to do if somebody pops around the corner.
[00:03:56.919 --> 00:03:58.640]  Let me shoot an American.
[00:04:00.183 --> 00:04:03.344]  You know them by their fruits, as Christ said.
[00:04:03.344 --> 00:04:06.805]  A leopard never changes its spots.
[00:04:06.805 --> 00:04:12.186]  Here, in focus, is the treason of Honoré against the Second Amendment and America.
[00:04:12.186 --> 00:04:12.746]  InfoWars!
[00:04:12.746 --> 00:04:13.167]  InfoWars!
[00:04:13.167 --> 00:04:13.747]  InfoWars!
[00:04:13.747 --> 00:04:14.167]  InfoWars!
[00:04:14.167 --> 00:04:14.407]  InfoWars!
[00:04:14.407 --> 00:04:14.687]  InfoWars!
[00:04:14.687 --> 00:04:14.947]  InfoWars!
[00:04:14.947 --> 00:04:15.607]  InfoWars!
[00:04:15.607 --> 00:04:15.847]  InfoWars!
[00:04:15.847 --> 00:04:16.047]  InfoWars!
[00:04:16.047 --> 00:04:16.227]  InfoWars!
[00:04:16.227 --> 00:04:16.407]  InfoWars!
[00:04:16.407 --> 00:04:17.028]  InfoWars!
[00:04:17.028 --> 00:04:17.408]  InfoWars!
[00:04:17.408 --> 00:04:18.008]  InfoWars!
[00:04:18.008 --> 00:04:18.408]  InfoWars!
[00:04:18.408 --> 00:04:18.688]  InfoWars!
[00:04:18.688 --> 00:04:19.388]  InfoWars!
[00:04:19.388 --> 00:04:19.788]  InfoWars!
[00:04:19.788 --> 00:04:20.108]  InfoWars!
[00:04:20.108 --> 00:04:20.369]  InfoWars!
[00:04:20.369 --> 00:04:22.629]  InfoWars!
[00:04:22.629 --> 00:04:22.989]  InfoWars!
[00:04:22.989 --> 00:04:23.289]  InfoWars!
[00:04:23.289 --> 00:04:23.669]  InfoWars!
[00:04:23.669 --> 00:04:24.270]  InfoWars!
[00:04:24.270 --> 00:04:24.790]  InfoWars!
[00:04:24.790 --> 00:04:25.190]  InfoWars!
[00:04:25.190 --> 00:04:25.470]  InfoWars!
[00:04:25.470 --> 00:04:25.810]  InfoWars!
[00:04:25.810 --> 00:04:26.410]  InfoWars!
[00:04:26.410 --> 00:04:26.670]  InfoWars!
[00:04:26.670 --> 00:04:27.050]  InfoWars!
[00:04:27.050 --> 00:04:27.430]  InfoWars!
[00:04:27.430 --> 00:04:27.771]  InfoWars!
[00:04:27.771 --> 00:04:28.271]  InfoWars!
[00:04:28.271 --> 00:04:28.691]  InfoWars!
[00:04:28.691 --> 00:04:28.791]  Info
[00:04:30.653 --> 00:04:43.102]  And coming up on the other side is going to be Alex Jones down at the southern border and he tells me, we had brief conversations, the footage isn't coming now.
[00:04:43.102 --> 00:04:48.326]  He says, Owen, we have the most unbelievable footage that we've ever captured from the border.
[00:04:48.326 --> 00:04:49.767]  You're not going to believe it.
[00:04:49.767 --> 00:04:51.168]  He was breathless on the phone.
[00:04:52.014 --> 00:04:58.697]  And so, yeah, we've had half a million people come across the border illegally since Kamala Harris has been put in charge, and it's worse than that.
[00:04:58.697 --> 00:05:03.820]  The 4th of July Super Sale starts now, and at fourstore.com.
[00:05:03.820 --> 00:05:09.302]  July 4th, 2021 is now upon us, and that means our yearly big sale is here.
[00:05:09.302 --> 00:05:10.263]  Storewide free shipping.
[00:05:10.883 --> 00:05:15.426]  Double Patriot Points starts right now and runs through July 4th.
[00:05:15.426 --> 00:05:19.829]  Survival Shield X3 Tri-Iodine, the good halogen, 60% off.
[00:05:19.829 --> 00:05:23.111]  Bio-True Selenium, essential for your whole body, 50% off.
[00:05:23.111 --> 00:05:27.574]  Ultimate Krill Oil, 40% off with the free shipping and Double Patriot Points.
[00:05:27.574 --> 00:05:32.538]  All water filtration systems are 10% off and the list goes on and on.
[00:05:32.538 --> 00:05:40.343]  And while this sale runs, we're going to be adding new specials every day that are one-day specials alone because we don't have enough supplies to keep them on sale.
[00:05:40.683 --> 00:05:53.217]  So the stuff I just listed is going to be on sale through July 4th, but every day visit Infolwarestore.com because there's going to be new specials of select items with free shipping and double patriot points up to 60% off at Infolwarestore.com.
[00:05:53.217 --> 00:05:57.742]  The 4th of July Super Sale starts now at Infolwarestore.com.
[00:06:11.600 --> 00:06:17.008]  Ladies and gentlemen, it is Wednesday, June 30th, 2021.
[00:06:17.008 --> 00:06:21.976]  InfoWars is on the air, so the resistance is still alive, but...
[00:06:22.702 --> 00:06:39.132]  The globalist assault on America continues and our very own Alex Jones is down at the southern border witnessing it happening and Alex is on the line with us now with perhaps we're about to reveal the most unbelievable footage from the southern border that we've seen yet to this date.
[00:06:39.132 --> 00:06:41.073]  Alex Jones on the line.
[00:06:41.073 --> 00:06:47.277]  What have you witnessed in McAllen, Texas since your arrival at the border last evening?
[00:06:47.277 --> 00:06:49.839]  Well, Owen, I want to be calm here because
[00:06:51.676 --> 00:06:55.838]  This is the most insane thing I've ever seen.
[00:06:55.838 --> 00:07:01.281]  Way crazier than sneaking into Bohemian Grove and catching the only footage of the ritual.
[00:07:01.281 --> 00:07:09.164]  Way crazier than being behind the scenes with Trump, you know, with the RNC 2016.
[00:07:09.164 --> 00:07:11.906]  Crazier than watching my first children born.
[00:07:11.906 --> 00:07:21.290]  Because what I witnessed today, in 45 minutes, in 45 minutes, you have to understand something, we left
[00:07:22.060 --> 00:07:32.702]  After 45 minutes to come back to the hotel so that we would have better bandwidth to upload the raw footage that should be up on Bandai Video in the next 20 minutes or so.
[00:07:32.702 --> 00:07:36.483]  And it's just raw, unedited, just from one of our cameras.
[00:07:36.483 --> 00:07:40.663]  42-minute video.
[00:07:40.663 --> 00:07:45.884]  Let me just start here, okay?
[00:07:45.884 --> 00:07:48.765]  One of our great camera guys, Zach,
[00:07:51.351 --> 00:07:54.453]  Who's been here, I guess, eight years.
[00:07:54.453 --> 00:07:58.635]  He was with us here the last time we were here a couple months ago.
[00:07:58.635 --> 00:08:01.217]  And I looked over and he had tears in his eyes.
[00:08:01.217 --> 00:08:02.137]  And I said, what's going on?
[00:08:02.137 --> 00:08:03.238]  He's not a drama queen.
[00:08:03.238 --> 00:08:06.460]  He goes, I just caught on tape.
[00:08:06.460 --> 00:08:09.982]  One of the little kids was going around looking for somebody crying.
[00:08:09.982 --> 00:08:11.623]  They don't have a parent with them.
[00:08:11.623 --> 00:08:17.887]  And then I saw the child about 50 yards away inside the COVID testing center and they just disappeared.
[00:08:17.887 --> 00:08:18.167]  And then
[00:08:20.252 --> 00:08:22.754]  We just kind of glossed over that.
[00:08:22.754 --> 00:08:31.239]  And then I saw that over and over again, you know, at a mall or at an amusement park when a child's alone, scared for their mom or dad.
[00:08:31.239 --> 00:08:44.848]  Ladies and gentlemen, on the 42 minutes of video that's being uploaded, and understand, this is going on two miles from me right now, continually.
[00:08:44.848 --> 00:08:47.650]  We were there 42 minutes and I saw
[00:08:49.309 --> 00:08:50.991]  Three buses deliver people.
[00:08:50.991 --> 00:08:54.754]  I saw six or seven other buses dumping people off down the street.
[00:08:54.754 --> 00:08:57.396]  I saw dozens of vans.
[00:08:57.396 --> 00:09:02.701]  The Catholic Charity here in McAllen has at least seven big buildings.
[00:09:02.701 --> 00:09:05.123]  One of them is an 80 yards long warehouse.
[00:09:05.123 --> 00:09:10.547]  When the doors open, you just see hundreds of women and children inside.
[00:09:10.547 --> 00:09:14.070]  And I'm standing there as a bus pulls up.
[00:09:14.070 --> 00:09:16.993]  There's another bus around the corner dumping people off in the alleyway.
[00:09:17.935 --> 00:09:19.475]  With people in cages.
[00:09:19.475 --> 00:09:20.075]  Wait till I get to that.
[00:09:20.075 --> 00:09:22.356]  That's what I'm telling you, folks.
[00:09:22.356 --> 00:09:30.577]  People in cages with private mercenaries, wearing Catholic charity outfits, driving Border Patrol buses with guns on their sides.
[00:09:30.577 --> 00:09:35.838]  So Biden has deputized all these people, the child smugglers.
[00:09:35.838 --> 00:09:40.679]  We confronted them, by the way, and the Border Patrol came, because they are their enforcers.
[00:09:40.679 --> 00:09:46.400]  And then the Border Patrol has said, before they were even commanded, they now complete the smuggling process.
[00:09:46.400 --> 00:09:47.280]  But I'm standing there,
[00:09:48.914 --> 00:09:58.559]  About 30 minutes into this feed, again, that you're all going to see, being shot on an iPhone, because all the other cameras were fogged up in the rain.
[00:09:58.559 --> 00:10:05.923]  And I witnessed children looking around, carrying blankets, looking around like they don't know where they are, without mothers.
[00:10:05.923 --> 00:10:17.750]  And get this, blonde-haired, blue-eyed children, without their mothers, without their fathers, coming up to the security guard and saying, in English, I heard them saying,
[00:10:18.323 --> 00:10:19.984]  I want my mother.
[00:10:19.984 --> 00:10:23.405]  And I started screaming at my security guys, I go, call the police, call 911.
[00:10:23.405 --> 00:10:29.848]  And the kid gets into this spider hole, and the door closes with armed men smiling at us, the ones that didn't have masks on.
[00:10:29.848 --> 00:10:33.810]  This is beyond anything I have ever imagined.
[00:10:33.810 --> 00:10:44.595]  So you all know when you see a child that's lost at Target or Walmart, you all know when a child gets lost at church, you know, you take them to the front and then the PA says, you know, we have a small child here, his name's Corey or whatever.
[00:10:46.240 --> 00:10:47.480]  We have to come here.
[00:10:47.480 --> 00:10:51.542]  We have to have a permanent office, which is going to be dangerous, because they'll probably send cartels after us next.
[00:10:51.542 --> 00:10:56.845]  That's why we kind of hit and run here, because it's all cartel run.
[00:10:56.845 --> 00:11:01.087]  We have to come down here and stay in McAllen now, because this is human smuggling.
[00:11:01.087 --> 00:11:03.069]  These are kidnapped children.
[00:11:03.069 --> 00:11:08.732]  The Senate report said that thousands of children under Obama were knowingly placed with child rapists.
[00:11:08.732 --> 00:11:10.753]  And so this is just an expansion of that.
[00:11:10.753 --> 00:11:13.054]  This is tenfold conservatively
[00:11:13.789 --> 00:11:24.555]  The amount of activity we saw last time, and it was like a beehive of buses and of vans and of taxis, putting them on buses, putting them on planes, charter planes.
[00:11:24.555 --> 00:11:27.176]  Weird, creepy dudes.
[00:11:27.176 --> 00:11:29.837]  You know, they're picking up kids for themselves.
[00:11:29.837 --> 00:11:33.659]  No IDs, people wearing masks.
[00:11:33.659 --> 00:11:34.880]  But wait till you see the footage.
[00:11:36.056 --> 00:11:38.818]  It's being uploaded right now.
[00:11:38.818 --> 00:11:40.158]  In fact, Rob is in the room next to me.
[00:11:40.158 --> 00:11:45.822]  I should probably text him, guys, and tell him to send you guys a screenshot of the blonde-haired, blue-eyed kids.
[00:11:45.822 --> 00:11:49.244]  And again, I'm sitting there and I go, why am I staring at these kids?
[00:11:49.244 --> 00:11:51.425]  They were barefoot.
[00:11:51.425 --> 00:11:52.806]  Barefoot.
[00:11:52.806 --> 00:11:57.548]  Sitting there holding, all they had was a blanket in their hand with huge black circles around their eyes.
[00:11:57.548 --> 00:12:00.130]  Blonde-haired, blue-eyed children, ladies and gentlemen.
[00:12:00.563 --> 00:12:03.424]  But again, okay, maybe the woman married an Anglo guy.
[00:12:03.424 --> 00:12:05.045]  No, these kids were not with them.
[00:12:05.045 --> 00:12:08.587]  They were looking for an adult and saying, I want my mommy.
[00:12:08.587 --> 00:12:14.330]  In English, I heard them walk up to the security guard and said, I want my mommy.
[00:12:14.330 --> 00:12:21.673]  And I almost jumped over, they put a little fence up there now, almost jumped over and tackled the security guard and grabbed the kid, but I'd be in jail.
[00:12:21.673 --> 00:12:27.716]  Then we see another car cramming kids in it without safety seats.
[00:12:27.716 --> 00:12:29.177]  I walk over and I say, that's illegal.
[00:12:30.157 --> 00:12:31.018]  They call the police.
[00:12:31.018 --> 00:12:31.758]  The police come.
[00:12:31.758 --> 00:12:33.479]  I didn't block the car that time.
[00:12:33.479 --> 00:12:33.980]  Too long.
[00:12:33.980 --> 00:12:35.181]  The police say, well, you're right.
[00:12:35.181 --> 00:12:36.522]  I would have given them a ticket if that happened.
[00:12:36.522 --> 00:12:38.523]  Call me again.
[00:12:38.523 --> 00:12:39.564]  But this is all on tape.
[00:12:39.564 --> 00:12:44.748]  And then the left says what we shot back in April was fake, Owen, even though it's all real.
[00:12:44.748 --> 00:12:46.089]  And they said, surge the border.
[00:12:46.089 --> 00:12:55.796]  And you see children being thrown over, babies thrown over the 20 foot fence, bouncing at the bottom and then being sent back over and over again to smuggle humans in.
[00:12:55.796 --> 00:12:56.256]  But we know.
[00:12:57.889 --> 00:13:00.071]  Hundreds of thousands of children are kidnapped in the U.S.
[00:13:00.071 --> 00:13:00.512]  every year.
[00:13:00.512 --> 00:13:11.301]  We know the Amber Alert system is run by Laura Silsby, who changed her name, who was convicted for smuggling children for the Clintons out of Haiti, many of which ended up, by the way, never seen again or alive.
[00:13:11.301 --> 00:13:14.163]  She runs the tracking system for Amber Alert.
[00:13:14.163 --> 00:13:18.087]  I mean, ladies and gentlemen, ladies and gentlemen, we
[00:13:18.992 --> 00:13:20.093]  I'm just going to say it point-blank.
[00:13:20.093 --> 00:13:22.596]  We need people to donate at m4warstore.com.
[00:13:22.596 --> 00:13:24.397]  A purchase of a product is a donation.
[00:13:24.397 --> 00:13:25.358]  You can be our sponsor.
[00:13:25.358 --> 00:13:29.002]  Give a five-time gift, a one-time gift, a hundred-times gift.
[00:13:29.002 --> 00:13:30.063]  You can give $100, $5, $1.
[00:13:30.063 --> 00:13:38.591]  You can do recurring gifts, but we need money because I don't have the money to keep a team down here and to come down here myself at least a day a week.
[00:13:38.591 --> 00:13:40.373]  It's five and a half hours from Austin.
[00:13:40.373 --> 00:13:41.754]  We need the funds to do this.
[00:13:41.754 --> 00:13:43.896]  Oh, and here's the whole other area.
[00:13:45.123 --> 00:13:50.408]  There are tens of thousands of people, it's estimated, by the rest of my crew, because we've got the crew split.
[00:13:50.408 --> 00:14:00.937]  They're out at the airport where Trump is about to land at a DPS airport outside McAllen, and he's going to come to the DPS facility and have a press conference with Governor Abbott.
[00:14:00.937 --> 00:14:01.358]  Okay, great.
[00:14:02.060 --> 00:14:11.327]  And Governor Abbott has actually done something now, calling in foreign state police from outside Texas, and they are trying to arrest illegals for trespassing and breaking and entering into crimes they're already getting picked up for.
[00:14:11.327 --> 00:14:21.495]  But the counties locally have pulled out of the emergency declaration, and so they're now, as sanctuary counties, aiding and abetting the smugglers, the cartels.
[00:14:21.495 --> 00:14:26.239]  And Trump needs to come to downtown McAllen, where they have at least seven buildings,
[00:14:27.253 --> 00:14:30.235]  With buses and people and smuggling to the left and right.
[00:14:30.235 --> 00:14:33.617]  No Fox News, no CNN, nobody.
[00:14:33.617 --> 00:14:37.099]  No, instead they're going to have rallies and rah, rah, we're upset about what's happening at the border.
[00:14:37.099 --> 00:14:47.306]  That's fine and dandy, but it's the exposure of what's happening here that is the most important because you can go to downtown McAllen at the corner of 15th Street and Austin
[00:14:48.772 --> 00:14:49.833]  And you can see this for yourself.
[00:14:49.833 --> 00:14:50.874]  We're going to go back down there today.
[00:14:50.874 --> 00:14:53.496]  And there's towns like this all over the border.
[00:14:53.496 --> 00:14:54.236]  The same thing.
[00:14:54.236 --> 00:14:56.918]  They had hundreds, what, a hundred?
[00:14:56.918 --> 00:14:58.980]  Tim Inlow, my security guy, smart guy, is here.
[00:14:58.980 --> 00:15:00.181]  He's been following the news.
[00:15:00.181 --> 00:15:02.062]  How many people did one sector grab in the last few months?
[00:15:02.062 --> 00:15:03.804]  174,000 in Del Rio.
[00:15:03.804 --> 00:15:05.545]  174,000 in Del Rio sector.
[00:15:05.545 --> 00:15:07.767]  And Tim will come on next segment with you, Owen.
[00:15:07.767 --> 00:15:12.030]  But you have to understand, I could take just this 42-minute video
[00:15:12.719 --> 00:15:17.921]  And have Alex Jones try to block human smugglers again.
[00:15:17.921 --> 00:15:25.563]  Women and children transported in cages delivered by private mercenaries to alleyway.
[00:15:25.563 --> 00:15:26.483]  But it goes on and on.
[00:15:26.483 --> 00:15:32.345]  And imagine, that's me and my crew in 42 minutes.
[00:15:32.345 --> 00:15:35.626]  This is one non-stop deal.
[00:15:35.626 --> 00:15:36.967]  42 minutes.
[00:15:36.967 --> 00:15:39.628]  And we can't even digest all this.
[00:15:39.628 --> 00:15:40.368]  This is the level
[00:15:41.064 --> 00:15:42.844]  We'll be right back with Alex Jones at the border.
[00:15:42.844 --> 00:15:44.085]  Your voice counts.
[00:16:02.725 --> 00:16:07.768]  When you share information, be it over the internet or in person, it changes the world.
[00:16:07.768 --> 00:16:10.349]  The globalists know their agenda is unpopular.
[00:16:10.349 --> 00:16:11.850]  They know you're angry.
[00:16:11.850 --> 00:16:17.253]  And now to get around big tech, it's more important than ever that we use every tool we've got.
[00:16:17.253 --> 00:16:26.478]  Well, ladies and gentlemen, if you sign up for our free news and show alerts, you can then take those alerts, those articles and those live feeds, both the regular shows and special reports,
[00:16:26.698 --> 00:16:27.998]  And share them with everyone you know.
[00:16:27.998 --> 00:16:34.940]  Take action now by texting the word NEWS to 833-470-0438.
[00:16:34.940 --> 00:16:40.221]  That's 833-470-0438 for InfoWars Emergency News Alerts.
[00:16:40.221 --> 00:16:47.343]  Or, text the word SHOW to 833-470-0438 and receive live show notifications.
[00:16:47.343 --> 00:16:51.824]  Take action now, create the chain reaction, and tell others to share those texts.
[00:16:51.824 --> 00:16:52.744]  Get news alerts at 833-470-0438.
[00:17:00.618 --> 00:17:06.062]  The globalists are having their revolution, but free humanity has to have its revolution.
[00:17:06.062 --> 00:17:23.353]  We have to first recognize this anti-human takeovers trying to enslave the entire biological processes of humans and turn us into these artificial, corporate, controlled slaves.
[00:17:23.353 --> 00:17:26.976]  Worse than slaves, they're just property from cradle to grave of the system.
[00:17:28.152 --> 00:17:35.698]  Rendered down to be servile minions of a system and a ritual of dominance and satanic control.
[00:17:35.698 --> 00:17:45.725]  We have to recognize the great reset post-industrial world, which realizes a nightmare dystopia, and we have to promote liberty and freedom that is the opposite of their dystopia.
[00:17:45.725 --> 00:17:49.908]  It's that choice, it's that realization that's going to change the world.
[00:17:49.908 --> 00:17:52.090]  And it's the only choice we've got.
[00:17:52.090 --> 00:17:54.372]  Freedom or slavery, good or evil.
[00:17:54.372 --> 00:17:57.354]  It is a spiritual battle, and M4 is at the tip of the spear fighting it.
[00:17:58.400 --> 00:18:00.362]  Again, I don't like to lecture people.
[00:18:00.362 --> 00:18:11.429]  I'm a very private person, but because of the globalists and their attack on humanity, I've been forced the last 27 years to be a public figure, and we've given the globalists one hell of a run for their money because of God.
[00:18:11.429 --> 00:18:15.392]  And I know some of our listeners get mad when I talk about God all day, but just give me a break.
[00:18:15.392 --> 00:18:16.833]  The Satanism's out in the open.
[00:18:16.833 --> 00:18:21.877]  I've always been a Christian, but now the fact that it's a fight between good and evil is so clear.
[00:18:21.877 --> 00:18:22.297]  And I get it.
[00:18:22.297 --> 00:18:24.078]  A lot of you have been turned off by big churches.
[00:18:24.078 --> 00:18:26.200]  A lot of you have been turned off by the corrupt.
[00:18:27.128 --> 00:18:27.569]  We're good to go.
[00:18:42.564 --> 00:18:44.405]  And so that's what InfoWars is really all about.
[00:18:44.405 --> 00:18:46.425]  So thank you all for your word of mouth.
[00:18:46.425 --> 00:18:48.026]  Thank you for spreading the word about InfoWars.
[00:18:48.026 --> 00:18:51.887]  And thank you for supporting us to keep us on air by visiting InfoWarsStore.com.
[00:18:51.887 --> 00:18:55.888]  Because without your daily and weekly and monthly purchases, we'll be taken off the air.
[00:18:55.888 --> 00:18:56.869]  So thank you for the support.
[00:18:56.869 --> 00:19:00.990]  InfoWarsStore.com.
[00:19:00.990 --> 00:19:03.571]  You're listening to the Alex Jones Show.
[00:19:10.282 --> 00:19:10.362]  Yeah.
[00:19:21.784 --> 00:19:26.106]  Ladies and gentlemen, we are back live on the Alex Jones Show.
[00:19:26.106 --> 00:19:31.409]  And you know, it's just incredible to be witnessing this history and now to even be a part of it.
[00:19:31.409 --> 00:19:35.331]  Infowars breaking the news again at the southern border that nobody else will touch.
[00:19:35.331 --> 00:19:36.452]  We went down there last time.
[00:19:36.452 --> 00:19:39.073]  We exposed child sex trafficking happening.
[00:19:39.073 --> 00:19:43.595]  We showed you how the gang members, the cartel members, are there running the facilities.
[00:19:43.595 --> 00:19:46.036]  We showed you how the Biden administration is funding all of it.
[00:19:46.036 --> 00:19:48.938]  How their policy is completing the process using Border Patrol.
[00:19:49.619 --> 00:19:56.059]  And we go down there again, and it's worse than we've ever seen, and that is saying a lot.
[00:19:56.841 --> 00:20:02.583]  And so this is just one side of the coin of tyranny to collapse the West that we are witnessing right now.
[00:20:02.583 --> 00:20:12.266]  We're going to have more coming up later on the Alex Jones Show of the total process being used to subvert the United States of America into a third world nation of tyranny.
[00:20:12.266 --> 00:20:20.929]  And Alex Jones is on the phone with us right now just trying to, in a short 10 minute segment, explain everything that he's witnessed down at the border since his arrival last night.
[00:20:20.929 --> 00:20:23.330]  So Alex, pick it up where you left off.
[00:20:24.415 --> 00:20:44.976]  Okay, now I'm going to hand the phone over to Tim Inlow, who's been in basically, you know, law enforcement, federal, army, marines, Blackwater, you name it, and he's also been deployed to the border before when he was in the military, so he can really speak to this at an even better level than I can, but let me be very clear about this when I say these things.
[00:20:44.976 --> 00:20:48.219]  This is illegal under international, under federal, under state law.
[00:20:49.267 --> 00:20:56.690]  It is a giant organized crime operation and Biden is exercising his criminal will just like he did still in the election doing this.
[00:20:56.690 --> 00:21:01.612]  They still have a waiver that the Justice Department put in which they don't have the power to do under law.
[00:21:01.612 --> 00:21:05.494]  The Justice Department now makes law like the judges do.
[00:21:05.494 --> 00:21:12.777]  Saying four months ago that the people transporting these children and women do not have to have a criminal background check.
[00:21:12.777 --> 00:21:17.959]  We witnessed prison buses with women and children in cages
[00:21:20.373 --> 00:21:27.658]  Being loaded into an alleyway, into what looked like a dungeon door, with armed private security.
[00:21:27.658 --> 00:21:36.484]  We confronted the armed security, politely, but forcefully, and said, what is your authority to be transporting people in these Border Patrol vehicles with guns?
[00:21:36.484 --> 00:21:37.485]  Who are you?
[00:21:37.485 --> 00:21:39.726]  They were wearing masks, of course.
[00:21:39.726 --> 00:21:41.848]  And they said, we are emergency security.
[00:21:43.163 --> 00:21:45.185]  Then I said, you're not allowed to do this.
[00:21:45.185 --> 00:21:51.733]  And so then we made them sit there 20 minutes until the border patrol showed up and then they transported them in and would not say who they were.
[00:21:51.733 --> 00:21:54.296]  And again, the mask was a symbol of this criminal takeover.
[00:21:54.296 --> 00:22:00.623]  And then I saw unaccompanied, blonde haired, blue eyed children, not one, but three.
[00:22:00.623 --> 00:22:02.145]  And like, they're walking right by me.
[00:22:02.145 --> 00:22:03.006]  And then I turned, it's dawning.
[00:22:04.142 --> 00:22:08.563]  And they walk right around the corner of the little fence in front of the Catholic charity with armed men.
[00:22:08.563 --> 00:22:10.404]  They walk over and they go, I want my mama.
[00:22:10.404 --> 00:22:16.065]  And I was like standing about eight feet away over the fence and my mouth was hanging open.
[00:22:16.065 --> 00:22:20.967]  And see, when you're hit with something that's criminal, it's like, and then everybody's going along with it.
[00:22:20.967 --> 00:22:23.887]  It's like Nazi Germany or the Aztecs sacrificing children.
[00:22:23.887 --> 00:22:24.608]  What do you do?
[00:22:24.608 --> 00:22:27.748]  Or Jeffrey Dahmer, he learns eating his, you know, eating his neighbors or whatever.
[00:22:27.748 --> 00:22:29.729]  And he's got them in 50 gallon drums.
[00:22:30.891 --> 00:22:32.732]  Everybody's just standing around like it's normal.
[00:22:32.732 --> 00:22:37.273]  I start going, call 9-1-1, call 9-1-1, and my crew goes, they're not going to do anything.
[00:22:37.273 --> 00:22:45.156]  And so I almost ran through the door and just, because, I mean, I know, I'll grab the kid, they're kidnapped, they're here, we must force this.
[00:22:45.156 --> 00:22:47.717]  I mean, there are kidnapped children, ladies and gentlemen.
[00:22:47.717 --> 00:22:50.198]  The Senate report confirms it's happening on a massive scale.
[00:22:50.198 --> 00:22:51.919]  Literally, because look, if I saw
