[00:00.000 --> 00:21.880]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:52.880 --> 02:53.880]  Otto's father said...
[02:53.880 --> 02:57.880]  Dennis Rodman had nothing to do with Otto. It's a diversion.
[02:57.880 --> 03:10.880]  The Wall Street Journal reports in a statement released by North Korea's official Korean Central News Agency, a foreign ministry spokesman in Pyongyang said Mr. Trump was again exploiting the death of Otto Warmbier.
[03:10.880 --> 03:22.880]  North Korea then announced, according to USA Today, that 4.7 million of its citizens have volunteered to join or re-enlist in the military since leader Kim Jong-un threatened to, quote,
[03:22.880 --> 03:28.880]  tame, unquote, President Trump, quote, with fire, unquote, last week. North Korean state media reported.
[03:28.880 --> 03:39.880]  Pyongyang has previously claimed that North Koreans have volunteered to join the military as part of propaganda campaigns to boost solidarity, according to South Korean news agency, Yonhap.
[03:39.880 --> 03:47.880]  Whether they volunteered or not, the level of propaganda aimed at North Korea's citizens is massive.
[03:47.880 --> 03:58.880]  A shrine in North Korea three decades old and dedicated to the unverified and likely fabricated Sinchon massacre, where supposedly South Korean troops under U.S. guidance
[03:58.880 --> 04:10.880]  massacred 35,000 North Korean citizens in 52 days, including a claim that U.S. troops beheaded 300 with Samurai swords and the U.S. Air Force used bio warfare.
[04:10.880 --> 04:22.880]  The Daily Mail reports in 1989, Chicago Tribune journalist Uli Schmitzer summarized, if any truth about massacres in Sinchon ever existed, the evidence has long ago been obscured.
[04:22.880 --> 04:31.880]  However, the Onsang concentration camp was a very real threat to the humanitarian concerns of the North Korean people, where 5,000 prisoners,
[04:31.880 --> 04:44.880]  mainly those that simply criticized the government and subsequently their innocent families via guilt by association, were taken out with machine guns after a riot broke out according to two defectors.
[04:44.880 --> 05:02.880]  Onsang was closed in 1989 and the prisoners were relocated to Horyong concentration camp, whereas one defector described routine torture, human medical experiments, mandatory life sentences, and harsh and life torture.
[05:02.880 --> 05:14.880]  Today I want to talk to you about guns, why we have them, why the Bill of Rights guarantees that we can have them, and why my right to have a gun is more important than your right to rail against it in the press.
[05:14.880 --> 05:21.880]  I believe every good journalist needs to know why the Second Amendment must be considered more essential than the First Amendment.
[05:21.880 --> 05:32.880]  This may be a bitter pill to swallow, but the right to keep and bear arms is not an outdated, dusty idea some old dead white guys dreamed up in fear of the redcoats.
[05:32.880 --> 05:37.880]  No, it is just as essential to liberty today as it was in 1776.
[05:37.880 --> 05:44.880]  The original amendments we refer to as the Bill of Rights contain 10 of what the constitutional framers termed unalienable rights.
[05:44.880 --> 05:56.880]  The Bill of Rights came to us with blinders on. It doesn't recognize color or class or wealth. It protects not just the rights of actors or editors or reporters, but extends even to those we love to hate.
[05:56.880 --> 06:18.880]  This is a small excerpt from Tralton Heston.
[06:18.880 --> 06:37.880]  October 1st, 2017. It is Sunday. We are broadcasting worldwide. Thank you so much for joining us. I am your host, Alex Jones.
[06:37.880 --> 06:50.880]  We have an incredibly important jam packed, quite frankly, riveting, but also horrifying and at the same time exhilarating transmission here in the next 120 minutes or so.
[06:50.880 --> 06:53.880]  So again, thank you so much for joining us.
[06:53.880 --> 07:11.880]  Former Navy SEAL bestselling author and researcher is going to be joining us, Matt Bracken, who's been warning of Antifa actually turning into a weatherman style terror organization that's now been confirmed by undercover folks with some of our reporters,
[07:11.880 --> 07:27.880]  also with the Hagman report and their undercover people, and also the latter with Crowder with video all over the country inside the Antifa meetings and our own Millie Weaver and Gavin Wintz got footage inside their meetings as well,
[07:27.880 --> 07:36.880]  where they are calling for a violent revolution starting November 4th to coincide with the 100 years of the Bolshevik Revolution.
[07:36.880 --> 07:42.880]  Paul Watson wrote about it on Friday. It's linked up on DrudgeReport.com.
[07:42.880 --> 08:11.880]  Antifa plans civil war to overthrow the government. Violent far left group demands Trump regime be removed from power, and they're just the cover for the Democrats, the deep state, the big globalist corporations that are in major publications like the Financial Times, Atlantic Monthly and others, talking about a civil unrest event or a race war that could be triggered, using that as the cover to declare civil emergency outside of the president and remove him.
[08:11.880 --> 08:24.880]  Now notice this is happening all over the world, civil wars in Ukraine, civil wars all over Asia, civil wars all over Africa, civil wars all over the Middle East, civil wars all over South America, Central America.
[08:24.880 --> 08:46.880]  We're entering that global season. At the time that World War One kicked off, there were more than 10 different wars going on. World War Two, same story. Economic, cultural fault lines build up, and then when you see more political crises, you tend to see more wars unfold.
[08:46.880 --> 08:57.880]  All historians agree with that, and we are lined up right now for this. Look at Catalonia, that I'm going to cover first. Spain was always three kingdoms, going back before it was officially Spain.
[08:57.880 --> 09:20.880]  It was then invaded by the Muslim Moors during the jihad. The response to that was the Crusades, but our media teaches us that the Crusades were bad to defend Europe, and the crew was showing me some footage before we went live. We can roll that at the polling places of women being savagely beaten by police.
[09:20.880 --> 09:36.880]  Even once they're on their backs and bleeding, savagely dragging women around by their hair, savagely beating women, reportedly children are also being beaten. We're talking about police jump kicking off of stairs and curb stomping, trying to kill people.
[09:36.880 --> 09:54.880]  This is savage pure intimidation, because Catalonia is only 14% of the population of Spain, 40% of the GDP. It also adds that Catalonia is one of the only areas not to be fully taken over by the Muslims.
[09:54.880 --> 10:08.880]  So it's a little bit of a racist thing, because they're lighter skinned, they're the original Spaniards. They're in Catalonia, and so a lot of the rest of Spain kind of sees it as elitist, and there's some type of racial or cultural envy going on.
[10:08.880 --> 10:24.880]  But world leaders from the Pope, under you name it, have condemned it. It is martial law in Catalonia, Barcelona being the capital of that region of northeastern Spain. Beautiful architecture, amazing people.
[10:24.880 --> 10:42.880]  The food is my favorite, and I've been all over Europe. The food is unbelievable. It's like down home type cooking, but it's just, you know, in these little bitty corner, hole in the wall stores and literally mama comes out and makes the food, and it's very, very sad to see this happen to Catalonia.
[10:42.880 --> 11:04.880]  There's hours of this footage up on infowars.com. Spanish police storm polling station in Catalonia, independence vote. Spanish riot police smashed their way into the polling station in Catalonia on Sunday, and then it just goes on from there, firing rubber bullets, closing hundreds of polling stations, arresting thousands.
[11:04.880 --> 11:17.880]  Here's a Reuters headline, violence erupts. Catalans vote on the split from Spain, and the polls showed close to 90% wanting to get out of there between 80 and 90%. So they were going to pull out, but here's the good news.
[11:17.880 --> 11:24.880]  Just like they can try to block Brexit. Once you try to block what people already wanted, you'll never stop them.
[11:24.880 --> 11:35.880]  Word is, the Catalans aren't paying taxes now. They're not submitting. They're not, I mean, almost every window when you're in Barcelona has the Catalan flag hanging out of it.
[11:35.880 --> 11:49.880]  And when I say they're the original Spaniards, there were no Spaniards. Spain got unified in a response to the Islamic takeover. It was basically a Germanic slash Roman type amalgamation.
[11:49.880 --> 12:00.880]  And they got taken over. And finally, some of the Northern kingdoms got unified, help came out of Europe, north of them, out of what is France today in other areas.
[12:00.880 --> 12:18.880]  And then they came in kind of the proto or pre-cruciates was a response to the giant Islamic invasion of Spain, of Italy, of Poland, of Romania, of Hungary.
[12:18.880 --> 12:30.880]  And that's why in those Eastern European countries today, like Hungary and Romania, that they don't let any Muslims in, because they know they come to act nice at first, build their numbers, politically dig in,
[12:30.880 --> 12:38.880]  and then they start attacking locally in the neighborhood with certain members of the males going out to do it on purpose to drive you out of neighborhoods.
[12:38.880 --> 12:43.880]  Then they vote and take control of those, then out of cities, then regions, then they militarize.
[12:43.880 --> 12:49.880]  That's why, oh, we're so sorry that you got killed by another Muslim, or they never even really say sorry. They just go, oh, I'm not part of that.
[12:49.880 --> 12:53.880]  And then you get driven out. You get controlled. You get dominated.
[12:53.880 --> 12:58.880]  So we're going to be getting into that. Speaking of that, I mean, it's just the daily story. It's every day now.
[12:58.880 --> 13:03.880]  Like the mayor, the Islamic mayor of London said last year in this year, he said, look, just get used to terror.
[13:03.880 --> 13:13.880]  It's part of living in a major Islamic city. French soldiers shoot dead knife attacker who shot at Allah Akbar. He killed two in the Marisaville event.
[13:13.880 --> 13:21.880]  Two women. He chose two women to stab to death because the women of non-Islamic groups are seen as the military manufacturing centers.
[13:21.880 --> 13:28.880]  So killing a woman is a double bonus because they may not have any kids. Don't worry. Europeans don't have kids to begin with. They've got their guilt. They want to die.
[13:28.880 --> 13:32.880]  That's why they let you in. So there you have that. Allah Akbar and with an ISIS flag.
[13:32.880 --> 13:41.880]  Here's another one. Terror attack in Canada, driving over a bunch of people, trying to stab the police, finally getting killed, liberally ramming pedestrians.
[13:41.880 --> 13:48.880]  That's all. It had an ISIS flag in his vehicle. Terrorist attacks rock Canada and France being investigated as acts of terrorism.
[13:48.880 --> 13:53.880]  They now say there were acts of ISIS terror attack. So there you go.
[13:53.880 --> 14:01.880]  We'll be talking more about that with our guest Matt Bracken coming up in the next hour and taking your phone calls as well.
[14:01.880 --> 14:10.880]  But what you have going on in Catalonia there with the Catalans is truly shocking.
[14:10.880 --> 14:16.880]  And they've declared several emergency. That's a fancy name for martial law, ladies and gentlemen.
[14:16.880 --> 14:27.880]  But don't worry. Who needs to be banned from having speech to criticize this or to just politely say that the mayor of San Juan, Puerto Rico, is not telling the truth?
[14:27.880 --> 14:36.880]  Donald Trump, the former CEO of Reddit says Trump should be banned because Trump's a bully.
[14:36.880 --> 14:39.880]  Really, I'm going to play coming up clips of Saturday Night Live.
[14:39.880 --> 14:47.880]  I'm going to ask you what's the bullying versus his polite tweets saying, you know, the mayor was very nice to me until the Democrats sold her to be mean to me.
[14:47.880 --> 14:50.880]  And then we needed locals to work together to help us get the aid in.
[14:50.880 --> 14:58.880]  He knew three days ago when he said that the Army had already given him an intelligence report last week that the Teamsters have completely stood down.
[14:58.880 --> 15:03.880]  80% of the island's trucks are owned by the Teamsters Union or run by them.
[15:03.880 --> 15:10.880]  They're on TV. We have all the Spanish clips and some in English admitting we're not shipping anything to teach the governor and Trump a lesson.
[15:10.880 --> 15:21.880]  So I have clips coming up of the squawk box with video CMBC admitting there are thousands of containers, hundreds of ships lined up 20, 30 ships deep.
[15:21.880 --> 15:27.880]  They've been there for weeks and they will not take them on to the island.
[15:27.880 --> 15:36.880]  And so it's only non Teamsters. They're being physically attacked and they're just holding the island hostage to demonize Trump.
[15:36.880 --> 15:46.880]  And then teleprompter reading propaganda groups like Saturday Night Live come out and say the president's a racist and has blocked all aid.
[15:46.880 --> 15:52.880]  Even though there is more aid than the island could even use generators, fuel, food stacked up in more than 50 ports.
[15:52.880 --> 15:54.880]  We'll be right back. Stay with us.
[15:54.880 --> 16:04.880]  You deserve a deep restful sleep with knockout by InfoWarsLife.
[16:04.880 --> 16:15.880]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L tryptophan, lemon balm leaf extract and melatonin.
[16:15.880 --> 16:24.880]  Knockout packs a powerful punch to get you through the night and achieve proper sleep. Millions of people around the world experience daytime drowsiness.
[16:24.880 --> 16:28.880]  But with the rapid speed of life, we need to be able to keep up the pace.
[16:28.880 --> 16:36.880]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[16:36.880 --> 16:38.880]  Wake up refreshed and take on the day.
[16:38.880 --> 16:46.880]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[16:46.880 --> 16:50.880]  Get the sleep you deserve and experience the power of knockout.
[16:50.880 --> 17:09.880]  Head on over to InfoWarsLife.com and say goodbye to fatigue. That's InfoWarsLife.com.
[17:20.880 --> 17:33.880]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[17:33.880 --> 17:40.880]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[17:40.880 --> 17:46.880]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[17:46.880 --> 17:50.880]  Take control of your chemistry today with this super combo.
[17:50.880 --> 18:17.880]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com.
[18:21.880 --> 18:29.880]  It is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts and entire meals.
[18:29.880 --> 18:38.880]  When compared to traditional methods of preservation like canning or dehydrating, like what you get at the grocery store, there is no comparison.
[18:38.880 --> 18:48.880]  Harvest right freeze dryers retain 97% of the food's taste, color and nutritional value and have a shelf life of up to 25 years.
[18:48.880 --> 18:55.880]  That's what I call the miracle of food preservation. Harvest right is truly the world's best, most affordable freeze dryer.
[18:55.880 --> 19:19.880]  So what are you waiting for? Check it out right now at InfoWarsStore.com.
[19:26.880 --> 19:38.880]  For more information on the ingredients used since Aboriginal and Biblical times, instead of containing fluoride, our Super Blue Line is floated with the good halogen iodine and an array of other beneficial compounds that have been hand selected for their oral health benefits.
[19:38.880 --> 19:48.880]  Super Blue Fluoride Free Mouthwashing Toothpaste are the first and only to contain all of these natural ingredients, xylitol, nano silver and iodine.
[19:48.880 --> 19:59.880]  Notice the difference with our Super Blue Fluoride Free products. Refresh your breath and invigorate your oral health routine at InfoWarsStore.com.
[19:59.880 --> 20:16.880]  You're listening to the Alex Jones Show.
[20:29.880 --> 20:55.880]  If you are receiving this transmission, you are the resistance, live from Austin, Texas, broadcasting worldwide. It's Alex Jones.
[20:55.880 --> 21:12.880]  I want to be clear about something right now. What mainstream corporate media is doing, not just with their news programs, but with their entertainment shows, with their fiction programs, you name it, is unbelievable.
[21:12.880 --> 21:19.880]  I can't watch hardly any movie or TV show now that isn't filled with total propaganda and lies.
[21:19.880 --> 21:28.880]  I watched last night The Lost City of Z. I happened to have read real history books about all that and none of it was accurate.
[21:28.880 --> 21:39.880]  It was all about race and whites didn't believe that people in South America could build temples. They'd already found hundreds of them. Of course they knew that.
[21:39.880 --> 21:48.880]  There were temples from China to Africa. I mean, I've read the actual books about those real people and it was just none of it was true.
[21:48.880 --> 22:06.880]  But people watch that stuff and it's every movie you go see about the civil rights movement or about, you name it, it's just laced.
[22:06.880 --> 22:24.880]  It's the craziest thing I've ever seen and it's to create absolute anti-European sentiment everywhere. But you turn on Saturday Night Live about a month ago, quit being political for a while because their ratings were going down.
[22:24.880 --> 22:43.880]  People are sick of seeing Trump being made fun of. But they thought, wait, we get to go after him now because Hurricane Harvey and the other hurricane, Irma, that hit Florida, brought everybody together and we saw black people saving white people
[22:43.880 --> 23:03.880]  saving black people and Hispanic folks helping white folks and vice versa and most people were mixed anyways. We're all just humans with red blood and it was beautiful and Trump came down multiple visits and helped people and hugged all the folks and kissed the black babies and the white babies and we saw those images.
[23:03.880 --> 23:19.880]  Black guys on jet skis saving white families and white families on jet skis with rebel flags on them saving black families and Trump's ratings have gone way up despite all the manipulation spin and the big polls and the economy's coming back.
[23:19.880 --> 23:40.880]  So what do they do? Puerto Rico got hit two weeks ago, got hit again by another hurricane, been hit twice. The island is, power's still off in many areas. We've got correspondents there. And within a day of the hurricane, the last hurricane leaving, there were Navy ships there and engineer ships there.
[23:40.880 --> 23:55.880]  And now, weeks later, we have an article on infowars.com with links to the Huffington Post and the Army Times and to CNBC of all places with their reporters. It'd take hours to play all this, but I'm going to get to some of it.
[23:55.880 --> 24:14.880]  But first, I'm going to show you the lies. With so much aid piled up, they're now saying it looks like the island could live off this for six months. I mean, it's so overwhelming. The shots we've got from drones and helicopters are just the equivalents of hundreds of football fields piled with so much.
[24:14.880 --> 24:26.880]  But here's the problem. About a week ago, the mayor of San Juan, the capital city, went from saying, Trump's really great. Yeah, there's all these ships, all this food, to get in the word, no, no, no.
[24:26.880 --> 24:37.880]  And the teamsters came out and said, we're not delivering any of that food because we didn't get the raise at the state legislature. They're not a state of the U.S.
[24:37.880 --> 24:46.880]  But they're in their legislature, they're a protectorate of possession, as it's called. They have their own governor, they have their own state, not officially a state.
[24:46.880 --> 24:54.880]  We didn't get the raise we wanted for unions to have a minimum, so we're not going to deliver anything until we get the raise.
[24:54.880 --> 25:02.880]  The headline should be Democrats and unions hold island hostage. Because I mean, this is on CNBC, but only here and there.
[25:02.880 --> 25:09.880]  So I saw this yesterday and I went and looked and I looked at the Spanish translations of all the TV stations, the Puerto Ricans aren't buying it.
[25:09.880 --> 25:18.880]  They are pissed, man. They know who's keeping all the generators and all the fuel and all the diesel and all the food and all the medicine away from them.
[25:18.880 --> 25:27.880]  And you've got the Hispanic Puerto Rican colonel that's over a lot of the operations saying, my family lives here, there's food piled up 500 feet in the air.
[25:27.880 --> 25:40.880]  And the mayor is on TV in front of it, saying Trump hadn't done anything. The response to Puerto Rico per capita is bigger than the response to Florida.
[25:40.880 --> 25:47.880]  It's a smaller population and per capita there's more food, more medicine, more fuel. The numbers are right here, even the Associated Press.
[25:47.880 --> 25:51.880]  It's piled up like pyramids.
[25:51.880 --> 25:57.880]  But see, like Trump tweeted three days ago about the mayor, you know, mayor, you were really nice to me until Democrats told you to be mean.
[25:57.880 --> 26:05.880]  We need the locals to help us. This is a team effort just like Texas and just like Florida. You've got to have the locals. That's why Trump got back.
[26:05.880 --> 26:14.880]  FEMA blocked it with Bush. He was an idiot. Trump got back and had locals come in and help government. And that's why Texas did so much better.
[26:14.880 --> 26:26.880]  Trump's now lifting restrictions that block unions because the unions had rules in there, the Jones rule, so that they could load all that off called the Jones Act.
[26:26.880 --> 26:33.880]  So again, the Democrats are ordering stand down. They've been caught completely red handed.
[26:33.880 --> 26:40.880]  But if you watched Saturday Night Live last night, I watched it this morning. It was the entire time.
[26:40.880 --> 26:45.880]  Trump's an idiot. He's a racist. He doesn't even know that Puerto Rico is part of the U.S.
[26:45.880 --> 26:53.880]  He doesn't like Hispanics. He doesn't like anybody else. He doesn't like black people because Alex Jones told him, you know, that's from an earlier episode with Alec Baldwin.
[26:53.880 --> 27:07.880]  But the worst part was this Michael Shea, I guess an ode or a hat tip to Shea Guevara, viciously, savagely tearing into him at a level I've never seen it so vicious,
[27:07.880 --> 27:15.880]  calling him a coward, a piece of garbage, his family crap, calling him, you know, limp-wristed and saying he's a cracker.
[27:15.880 --> 27:22.880]  You dumb cracker. That's like saying to Obama, you dumb inward, you should have gone to that hurricane last year.
[27:22.880 --> 27:25.880]  I didn't say that. I'm saying it's like saying that. It'd be horrible.
[27:25.880 --> 27:34.880]  But since it's white people being run down, it's okay to have a teleprompter reader showing racism, lying about the president when it's the Teamsters Union
[27:34.880 --> 27:41.880]  and it's the Democrat cities have decided to sit there and do absolutely nothing because they know it'll get even bigger.
[27:41.880 --> 27:48.880]  Cash aid bonuses in that they'll control. They know there's enough food for half a year, enough medicine, enough fuel.
[27:48.880 --> 27:54.880]  They know if they sit there and make it worse, they'll line their stinking pockets while getting a win against Trump
[27:54.880 --> 28:00.880]  when the great unity, when they were trying to start a race war a month ago, of Harvey brought us together.
[28:00.880 --> 28:07.880]  Think about the evil of that. Think about the cold bloodedness of that and what's making me so mad is it's crystal clear.
[28:07.880 --> 28:14.880]  So we're going to go to break and I'm going to come back and play these clips.
[28:14.880 --> 28:18.880]  I'm going to play the clip of Michael Shea, fake name, I've ever heard it.
[28:18.880 --> 28:26.880]  And then I'm going to play the excerpts of the other one where CNN has clips of this celebrating it like it's so funny.
[28:26.880 --> 28:32.880]  It's not even funny. And when you hear what Shea says, it's so hateful.
[28:32.880 --> 28:42.880]  It's so venomous and he's sitting there reporting it like it's news and it's a black guy they're using to try to invoke racial tensions in this country
[28:42.880 --> 28:48.880]  and say that Trump wouldn't help Puerto Rico because it's not white when Houston's 70% non-white.
[28:48.880 --> 28:58.880]  It's a most diverse city in the U.S. But they think the viewers are stupid and that they only help Texas because it's white when it's not even white.
[28:58.880 --> 29:03.880]  Not a group you developed living defense for us. It took you over a year to do it. Why is this so good?
[29:03.880 --> 29:08.880]  Because people are actually waking up to the problem that pretty much scares me the most.
[29:08.880 --> 29:14.880]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system.
[29:14.880 --> 29:22.880]  Right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[29:22.880 --> 29:28.880]  Right now with all the refugees spreading disease around, we have biological warfare going on everywhere.
[29:28.880 --> 29:30.880]  These are all parasites.
[29:30.880 --> 29:32.880]  Tell us about all this episode. There's so many things that are in it.
[29:32.880 --> 29:36.880]  You have the neem in there. You have the organic clove bud, the organic wormwood.
[29:36.880 --> 29:40.880]  I recommend doing a parasite cleanse at least twice a year.
[29:40.880 --> 29:44.880]  All right, well, I'm glad we've got some back in because I'm going back on it today. It just came back in yesterday.
[29:44.880 --> 29:46.880]  Living Defense, infowarslife.com.
[29:46.880 --> 29:50.880]  And folks, you can't lose full of stuff that's great for your body, period.
[29:50.880 --> 29:55.880]  And you can support the broadcast, infowarslife.com. Thank you, Dr. Group, from the Global Healing Center.
[29:55.880 --> 30:11.880]  Thank you so much for all your work, sir, on this great product.
[30:25.880 --> 30:28.880]  We have chemicals and toxins that may harm your body.
[30:28.880 --> 30:34.880]  We carefully select pure and simple ingredients to create formulas that are certified USDA made with organic.
[30:34.880 --> 30:39.880]  Our mission is to offer you everyday organic household products to enhance your life.
[30:39.880 --> 30:44.880]  Truly feel the difference by going organic natural without compromising on quality.
[30:44.880 --> 30:46.880]  Feel good about using EmRick's Essentials.
[30:46.880 --> 30:51.880]  Start saving money and stop exposing yourself and your family to toxic ingredients.
[30:51.880 --> 30:57.880]  Visit infowarsstore.com and learn more about the new EmRick's Essentials line of organic products.
[30:57.880 --> 30:59.880]  That's infowarsstore.com.
[30:59.880 --> 31:04.880]  As most of you already know, I am a voracious consumer of news and information.
[31:04.880 --> 31:10.880]  And in the last four or five years doing more and more research, I came across the fact that the elite establishment
[31:10.880 --> 31:17.880]  is fully aware of the fact that our ancient ancestors, in many cases, had much better nutrition than we do today.
[31:17.880 --> 31:24.880]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[31:24.880 --> 31:30.880]  And so I set out to develop Caveman, but to not just have concentrated bone broth from chicken,
[31:30.880 --> 31:38.880]  but seven other superfood ingredients known for cleansing and supercharging the body at the same time.
[31:38.880 --> 31:40.880]  Infowars isn't just fighting the globalist.
[31:40.880 --> 31:48.880]  We're getting results and we're expanding in the face of the complete media assault and winning because of your support.
[31:48.880 --> 31:50.880]  Caveman is back in stock.
[31:50.880 --> 31:51.880]  People absolutely love it.
[31:51.880 --> 31:59.880]  So please secure your Caveman today at infowarslife.com or by calling toll-free, triple-A-253-3139.
[31:59.880 --> 32:01.880]  It's not just our water we need to filter.
[32:01.880 --> 32:03.880]  It's not just our food that needs to be cleaned.
[32:03.880 --> 32:06.880]  It's the air we're breathing, especially for our children.
[32:06.880 --> 32:12.880]  Artificial particulates of the chemicals is absolutely weighing down our immune systems.
[32:12.880 --> 32:18.880]  The same team based right here in America that brought you the Alexa Pure Groundbreaking Water Filtration Systems
[32:18.880 --> 32:21.880]  have now developed Alexa Pure Breeze.
[32:21.880 --> 32:26.880]  Whether it's your home or office, you owe it to yourself, your coworkers, your family, your children,
[32:26.880 --> 32:28.880]  to the best job you can to purify your air.
[32:28.880 --> 32:36.880]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[32:36.880 --> 32:38.880]  The general public doesn't.
[32:38.880 --> 32:42.880]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[32:42.880 --> 32:46.880]  One of these systems can keep 800 square feet incredibly clean.
[32:46.880 --> 32:53.880]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[32:53.880 --> 32:58.880]  Find out why this system is so revolutionary today and then fullwarstore.com.
[33:24.880 --> 33:30.880]  We're back live, ladies and gentlemen broadcasting worldwide.
[33:30.880 --> 33:32.880]  Have you just joined us?
[33:32.880 --> 33:38.880]  We have caught the Democrats 100% red-handed.
[33:38.880 --> 33:47.880]  Because what's crazy is the Teamsters Union has gone on CNBC and that's in English.
[33:47.880 --> 33:53.880]  And then on the Spanish channels in Puerto Rico, they have obviously Spanish and English.
[33:53.880 --> 33:58.880]  It's very bilingual, protectorate of the United States.
[33:58.880 --> 34:10.880]  And they're saying, yeah, we're the reason you're not getting the stuff that's been put on the docks here because we don't like the way the unions have been treated.
[34:10.880 --> 34:14.880]  And we're mad at the governor and we don't like Trump.
[34:14.880 --> 34:21.880]  And there's not even a connection in their mind that people will see this is wrong because to them, this is what unions do.
[34:21.880 --> 34:23.880]  They stop you from getting things.
[34:23.880 --> 34:26.880]  They hold you hostage until you give in.
[34:26.880 --> 34:28.880]  This is when they go wrong.
[34:28.880 --> 34:32.880]  We have an article on infowars.com that has the transcripts.
[34:32.880 --> 34:36.880]  There's another one at conservative treehouses, another one even at the Huffington Post.
[34:36.880 --> 34:37.880]  I can't believe it.
[34:37.880 --> 34:42.880]  They interviewed the Army Colonel who's Hispanic from Puerto Rico, who's running a bunch of the operations.
[34:42.880 --> 34:44.880]  He said, listen, my family lives in San Juan.
[34:44.880 --> 34:46.880]  We've been here for two weeks.
[34:46.880 --> 34:47.880]  It's all here.
[34:47.880 --> 34:52.880]  They will not come get the food.
[34:52.880 --> 34:57.880]  And then there's these rules that the Army is not supposed to deliver it again for the unions.
[34:57.880 --> 35:02.880]  And so Trump's having to sign orders to go around that.
[35:02.880 --> 35:07.880]  And what's crazy is this is 100% verifiable in five minutes.
[35:07.880 --> 35:09.880]  You go to infowars.com.
[35:09.880 --> 35:13.880]  We've got our article that's linked to the CNBC Huffington Post.
[35:13.880 --> 35:14.880]  This isn't even infowars.
[35:14.880 --> 35:18.880]  I'm surprised Huffington Post even tells the truth.
[35:18.880 --> 35:20.880]  They don't say Democrats ordering stand down.
[35:20.880 --> 35:26.880]  You just read the article and there it is ordering the stand down that they know they're not helping that the mayor of San Juan is working with the union.
[35:26.880 --> 35:34.880]  And they got the union head on TV going, I don't care what you say, until we get raises, we're not shipping the food.
[35:34.880 --> 35:37.880]  You say, well, why didn't Trump send ships with 18 wheelers on them?
[35:37.880 --> 35:43.880]  Because you never thought somebody wouldn't take the food, the medicine and the fuel.
