[00:00.000 --> 00:12.000]  Big Brother mainstream media government cover-ups you want answers well so does he
[05:30.000 --> 05:37.000]  greatest dependency and we know it will be more precious than any financial resource you and your family need food to survive a crisis
[05:37.000 --> 05:45.000]  and you can't eat paper stocks or metals Alex has been urging you to invest in delicious easy fix meals to enjoy now or save for long
[05:45.000 --> 05:54.000]  term this will freeze the cost your food while you can still afford it visit e-foods direct dot com on the internet or call 800 409 5633
[05:54.000 --> 06:06.000]  that's e-foods direct dot com or 800 409 5633 when you're out on the road the last place you want to be is on the road
[06:06.000 --> 06:16.000]  but if the unfortunate happens you'll be glad you were wearing diamond gussets there's a place down in Tennessee
[06:16.000 --> 06:29.000]  where they make blue diamond gusset jeans they so pride in every stitch guarantee you love the way they fit
[06:29.000 --> 06:39.000]  they put a diamond gusset in the crotch where you need it most blue diamond gussets got it others don't
[06:39.000 --> 06:47.000]  we turn jeans inside out diamond gusset jeans made in the USA with unparalleled quality our Defender motorcycle jeans
[06:47.000 --> 06:55.000]  combine gusset comfort with Kevlar protection so you can ride all day with confidence order yours at gusset.com
[06:55.000 --> 07:00.000]  diamond gusset jeans got it others don't
[07:26.000 --> 07:33.000]  there are tons of tools to help you for instance if you want to remodel your home go to homegain.com use their home sale maximizer
[07:33.000 --> 07:38.000]  to help you determine which home improvements can most increase your home's value before you put it on the market
[07:38.000 --> 07:44.000]  for 10 years these folks have been helping home sellers and buyers visit their link at info wars.com
[07:44.000 --> 07:51.000]  look for max the orange homegain gorilla to help you with any real estate needs you might have you'll love this site
[07:51.000 --> 07:57.000]  it's homegain.com H-O-M-E-G-A-I-N.com check them out today
[08:00.000 --> 08:08.000]  the genesis communications radio network proudly presents the alex jones show because there's a war on for your mind
[08:08.000 --> 08:23.000]  the all out revolt against the naked body scanners and the invasive molestation fondling grope downs is intensifying
[08:23.000 --> 08:29.000]  time magazine has a headline saying everybody hates the TSA
[08:29.000 --> 08:37.000]  well almost everyone had always hated it and I'm gonna get into the big new developments on that front here in a moment
[08:37.000 --> 08:44.000]  in fact I told the story many times of five years ago I was down at a local TV station visiting with a friend
[08:44.000 --> 08:55.000]  and his brother is a senior person in security at the Bergstrom International Airport here in Austin, Texas
[08:55.000 --> 09:03.000]  and his brother was there and they were in their office sitting around giggling and laughing
[09:03.000 --> 09:09.000]  he was in his brother's office saying wait wait it's about to come on and I said what's about to come on
[09:09.000 --> 09:18.000]  and he said news aid Austin he said he said we've added more security and everybody hates it
[09:18.000 --> 09:26.000]  but he said I had to lead the news aid crew around the airport today and they sat there and talked to more than 40 people
[09:26.000 --> 09:32.000]  who all said they hated the new security the pat downs and the rest of it this was five years ago when that had just started
[09:32.000 --> 09:38.000]  notice they're always intensifying it and he said but then they got one old lady who said she loved it
[09:38.000 --> 09:42.000]  and he said I've got to bet with my brother that that's all they're gonna show on the news
[09:42.000 --> 09:51.000]  sure enough news aid comes on they cut to the old lady how much she loves it and he won the $20 bet against his brother
[09:51.000 --> 10:00.000]  and that's how they do it I mean they've got these newscasts of how wonderful it is to have your wife or your child have their genitals grabbed
[10:00.000 --> 10:06.000]  how wonderful how everyone loves it to fight al-qaeda no one would put up with this anywhere in the world
[10:06.000 --> 10:12.000]  no one would put up with 500 mobile x-ray vans the feds have driving around looking through your walls
[10:12.000 --> 10:22.000]  no other governments except for Israel will use DU in warfare because it kills your own troops long term as well as the enemy
[10:22.000 --> 10:32.000]  but our government does it because they're completely out of control and completely lawless
[10:32.000 --> 10:40.000]  now there have been a bunch of big new developments here we do have john tiner who you know the famous quote of
[10:40.000 --> 10:46.000]  you can pat me down all you want but if you touch my junk I'm gonna call the police you're gonna get arrested
[10:46.000 --> 10:54.000]  you know if you or I went to a park and ran up and grabbed a woman or a man's genitals we'd be spending probably five ten years in prison
[10:54.000 --> 11:04.000]  and we should but TSA does it and it's supposedly to keep you safe from the terrorist now on that front and you can pull this up
[11:04.000 --> 11:18.000]  at the San Diego online newspaper the San Diego Herald Tribune Union Tribune they had a press conference yesterday
[11:18.000 --> 11:28.000]  and they said how dare Mr. Tiner leave the screening area unauthorized we're gonna charge him $11,000 and the guy says with pleasure
[11:28.000 --> 11:38.000]  it was 10,000 now it's 11,000 now it just so happens he has it all recorded on audio and video they told him fine leave get out of here
[11:38.000 --> 11:44.000]  you're not allowed to fly which is their standard operating procedure if you don't put up with the grope down then he's trying to leave
[11:44.000 --> 11:52.000]  and somebody when the suit runs out and says you're gonna be charged $10,000 for leaving a security area so they set him up
[11:52.000 --> 12:00.000]  and said leave but they're like oh you didn't submit to us on our power trip boom getting he left the security area
[12:00.000 --> 12:12.000]  this is part of this criminal bullying arrogant culture to send a message to everyone but every newspaper article about this
[12:12.000 --> 12:20.000]  mainstream news is calling it police state thuggery recrimination we'll put that headline back up for people
[12:20.000 --> 12:30.000]  TSA to investigate body scan resistor so this guy just wants to go hunting he wants to go pheasant hunting with his father-in-law
[12:30.000 --> 12:40.000]  who's a cop by the way doesn't matter you're all slaves and they want to touch his private parts and he says no
[12:40.000 --> 12:46.000]  and so they say then leave and he's trying to leave and they run over and say you left the security area
[12:46.000 --> 12:57.000]  you know the same thing happened to York's truly in 2006 I land in Ottawa Canada the capital of Canada
[12:57.000 --> 13:03.000]  and they pull us out of line they go you're Alex Jones you're here to cover the Bilderberg group conference aren't you
[13:03.000 --> 13:14.000]  and I said yeah I am and they said well you're not going anywhere and they said if we find any pornography on your laptop computers
[13:14.000 --> 13:22.000]  and we had three of them it was myself Aaron Dykes and Ryan Slickhuisen traveling they said if we find any porn on your
[13:22.000 --> 13:30.000]  computers you're going to go to prison and I said you mean illegal porn and they go no as much as a pin-up girl
[13:30.000 --> 13:37.000]  that is trafficking and pornography you're going to federal prison here in Canada they were laughing at us
[13:37.000 --> 13:44.000]  well I knew my computer didn't have any porn on it I crossed my fingers Aaron's Slickhuisen didn't have any and I don't know
[13:44.000 --> 13:49.000]  what office computer probably doesn't have some on it I mean you know that stuff pops up even when you're not looking for it
[13:49.000 --> 14:00.000]  and so they spent 15 hours 15 hours going through our computers yelling at us not letting us go to the bathroom
[14:00.000 --> 14:11.000]  and I'm sitting there in the bucket seats in front of the you know office area in between being taken into rooms and
[14:11.000 --> 14:17.000]  screamed at and interrogated and it was this you know guy on a complete power trip got with a French accent
[14:17.000 --> 14:25.000]  and they were intermittently yelling at us and then they'd find news articles on prisonplanet.com
[14:25.000 --> 14:31.000]  showing Canadian police beating up protesters and they would say what's this were you involved in this
[14:31.000 --> 14:36.000]  and I'm like no it's a news article like like we were criminals for having news articles about Canada
[14:36.000 --> 14:43.000]  so they were also reading prisonplanet.com and infowars.com and then Aaron looks over and says what are we going to do
[14:43.000 --> 14:50.000]  we've been here like 10 hours this is like 10 hours of the 15 plus hours it's about 16 and I said I don't know
[14:50.000 --> 14:57.000]  I guess we're just gonna fly us back to Texas and they come running around the corner going escape escape
[14:57.000 --> 15:03.000]  you're trying to escape we'll put you in prison for that listen to me you bleeping scumbag American
[15:03.000 --> 15:10.000]  the guys got spit flying cuss words we're tired of you filthy Americans you scum we're tired of you coming up here
[15:10.000 --> 15:16.000]  and bleeping all over us you filthy just like just hyperventilating all these other crazy guards behind him
[15:16.000 --> 15:21.000]  and he goes you're gonna go to prison in Toronto you just tried to escape
[15:21.000 --> 15:27.000]  I just laughed at him I said do whatever you want man you're trash I'm not putting up with you anymore you lunatic
[15:27.000 --> 15:34.000]  well little did they know they confiscated two of our cell phones but slick highs and have a small one
[15:34.000 --> 15:40.000]  and I was able to call and get Jim Tucker out of bed who'd already flown in at his hotel and he got the CBC
[15:40.000 --> 15:49.000]  and other TV there and they showed up five hours later or so and that guy went from being a power tripping thug
[15:49.000 --> 15:57.000]  to groveling and saying listen I have a daughter I could get fired over this please don't talk about this when I let you go
[15:57.000 --> 16:05.000]  I'm gonna let you go but remember you've got to go back through the airport when you leave so it was also the threat
[16:05.000 --> 16:15.000]  and we have the RMCP out there they're gonna be watching you so you don't talk to the media about this if you want to get out of Canada
[16:15.000 --> 16:28.000]  so it was intermittent threats but don't get me fired my daughter and they did have these two beautiful RMCP people following us around that day
[16:28.000 --> 16:35.000]  after we got out they would drive around a mustang convertible they followed us everywhere and they'd laugh at us and wave at us they were pretty nice
[16:35.000 --> 16:43.000]  then they had some other male cops come after us but then they had other people try to set us up but the point is it was crazy
[16:43.000 --> 16:51.000]  and he was trying to say that I was trying to escape I'm sitting there totally exhausted you know flew in at nine at night
[16:51.000 --> 16:57.000]  it had to be like five six in the morning by then we're like what are we gonna do I'm like I guess they're flying us back
[16:57.000 --> 17:03.000]  I guess we're going back to Texas ah you're trying to escape I caught you
[17:03.000 --> 17:15.000]  this is the lunacy this is the craziness of these people and it's the exact same system in England Canada many areas of Europe the United States
[17:15.000 --> 17:23.000]  Australia New Zealand it's the same continuity of agenda the same training this is the world government system
[17:23.000 --> 17:36.000]  now you think it's bad that through a Freedom of Information Act request Gizmodo was able to get 100 images of the naked body scans
[17:36.000 --> 17:44.000]  and they admittedly stored 35,000 in Florida at one federal courthouse see these are going in public schools everywhere you think that's bad
[17:44.000 --> 17:55.000]  that's nothing there's a show called This Week in Tech with Leo Laporte I've actually heard it but it's on Clear Channel isn't it
[17:55.000 --> 18:00.000]  I know it's big I know I hear it on local stations I know it has millions and millions of listeners
[18:00.000 --> 18:08.000]  Leo Laporte one of the his fill-in host you know who's a tech writer
[18:08.000 --> 18:25.000]  Owen J.J. Stone this is Sunday's video cast we're going to play a clip of this when we come back and he's joining us coming up in about an hour and 15 minutes from now after John Tyner comes on with us
[18:25.000 --> 18:39.000]  and I'd actually read about this but but but now it's not just enhanced pat downs for people that go don't go through scanners it's going to be enhanced pat downs for if you go through the scanners and enhance pat downs for everyone
[18:39.000 --> 18:57.000]  and so in the middle of this controversy they are now introducing something new and I didn't just believe Owen J.J. Stone even though he's a well respected tech writer and researcher
[18:57.000 --> 19:10.000]  no we did a search and found multiple newscast that are coming out simultaneously around the country where other people are complaining they now stick their hands down your pants
[19:10.000 --> 19:19.000]  they don't just run around the edge of your waistband they now stick their hands down your pants so they're now actually touching your skin
[19:19.000 --> 19:27.000]  it's not enough to grab your genitals through the pants and lift up let me make sure that in the bomb go ahead and give it a squeeze or grab your wife's breast and do it
[19:27.000 --> 19:41.000]  now they're announcing that well they're actually doing it that they're putting their hands down your pants physically touching your skin I mean they've got a blue glove on
[19:41.000 --> 19:55.000]  by the way they're not changing those blue gloves every time you talk of that's another issue the unsanitariness it's so it's horrible very unsanitary to make everybody take their shoes off and walk through the same area
[19:55.000 --> 20:11.000]  with all that athlete's foot and the rest of it it's disgusting we're right back
[20:26.000 --> 20:35.000]  and is great for camping and emergencies right now GCN listeners get 5% off all ceramic filter systems and free shipping on orders over $50
[20:35.000 --> 20:46.000]  purchase any filter system from bigberkeywaterfilters.com to get your choice of Berkey sport bottles a KDF shower filter a set of fluoride filters or the new sight glass spigot absolutely free
[20:46.000 --> 20:59.000]  visit bigberkeywaterfilters.com or call 877-99B-E-R-K-E-Y today that's 1-877-99B-E-R-K-E-Y give the gift of health at bigberkeywaterfilters.com today
[20:59.000 --> 21:06.000]  on the average Americans work between 45 to 50 years hoping to build up enough wealth to retire and live out their golden years
[21:06.000 --> 21:20.000]  unfortunately with taxation the rising cost of food, energy, housing and medical many retirees are forced to live below the poverty line is this a flaw for enterprise or is our monetary unit we call the Federal Reserve note forcing us into perpetual debt
[21:20.000 --> 21:27.000]  ensuring inflation and higher taxes these questions and more can be answered by reading G. Edward Griffin's book The Creature from Jekyll Island
[21:27.000 --> 21:37.000]  Congressman Ron Paul states it's what every American needs to know about central bank power a gripping adventure into the secret world of international banking cartel
[21:37.000 --> 21:50.000]  hi this is Ted Anderson I will give a silver dollar from the early 1900s to anyone who purchases this book call 1-800-686-2237 and order a copy today it's critical that the public be made aware of the system
[21:50.000 --> 21:58.000]  call and order your copy today at 1-800-686-2237 that's 1-800-686-2237
[21:58.000 --> 22:03.000]  you may be arrested and or subject to other police action
[22:03.000 --> 22:08.000]  tyranny is here the grim future foretold in 1984 has become reality
[22:08.000 --> 22:10.000]  it really says that the state is God
[22:10.000 --> 22:20.000]  the United States is now recognized globally as one of the most oppressive police states on earth this film conclusively proves the existence of a secret network of FEMA camps
[22:20.000 --> 22:28.000]  now being expanded nationwide this documentary exposes how the continuity of government program has established an old powerful shadow state
[22:28.000 --> 22:43.000]  police state 4 chronicles the sickening depths to which our republic has fallen prepare to enter the secret of world of emergency dictatorship body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner
[22:43.000 --> 22:46.000]  it's only the beginning of the new world order's hellish plan
[22:46.000 --> 22:49.000]  the police state isn't coming it's here
[22:49.000 --> 22:58.000]  secure your copy today at infowars.com or see it online in the highest quality at prismplanet.tv
[23:20.000 --> 23:29.000]  and the best part the food you dehydrate are free from excess additives salt and preservatives and that's something we can all do without
[23:29.000 --> 23:39.000]  to learn more and to order your very own x-caliber dehydrator visit drying123.com and see how the x-caliber dehydrator can help you preserve your favorite foods
[23:39.000 --> 23:44.000]  mention coupon code GCN and receive a free book on how to preserve your foods
[23:44.000 --> 23:53.000]  that's D-R-Y-I-N-G123.com drying123.com or call 1-800-875-4254
[23:53.000 --> 23:57.000]  that's 1-800-875-4254 today
[23:57.000 --> 24:17.000]  out in the control room during the break Matt RIT guy was making the point of couldn't this spread venereal diseases like crabs
[24:17.000 --> 24:27.000]  I mean now the TSA sticks their hand down your pants inside your pants to make sure it's not a bomb and I have multiple newscasts
[24:27.000 --> 24:33.000]  not just this talk show host Owen J.J. Stone on this weekend tech talking about it
[24:33.000 --> 24:41.000]  we have multiple newscasts it's about to go up on YouTube a boil down of some of these newscasts and this eyewitness report
[24:41.000 --> 24:48.000]  imagine if you or I didn't just run up and grab some lady at a park by her genitals are breast
[24:48.000 --> 24:54.000]  but imagine if you grab the TSA by their genitals when they're touching your genitals
[24:54.000 --> 25:01.000]  you're going to go to prison for sexual assault and none of this has to do with keeping you safe from bombs or terrorists
[25:01.000 --> 25:09.000]  it is about indoctrinating us to accept this tyranny now I want to go ahead and go to this clip from this weekend tech
[25:09.000 --> 25:17.000]  this was just this Sunday with Owen J.J. Stone he's coming up later in the next hour to break it down in more detail for us
[25:17.000 --> 25:21.000]  but here he recounts what happened to him
[25:21.000 --> 25:29.000]  the x-ray machines and in fact I don't know they had recently or is it coming up Wednesday November 24 2010 is national opt out day
[25:29.000 --> 25:36.000]  now most people don't know on the x-ray machines you can always opt out all you have to say is I opt out and then they give you a pat down search
[25:36.000 --> 25:39.000]  and then if we all did it I do that air traffic regardless
[25:39.000 --> 25:44.000]  well listen maybe I know when I just flew here this weekend I wore the same sweatpants I wore last week good LA
[25:44.000 --> 25:49.000]  this year this weekend when I came in he's like oh they just changed the rules this week do you want a private screening
[25:49.000 --> 25:54.000]  or do you want to patch it out here and I'm like what do you mean he's like well do you want us to take you in the back room
[25:54.000 --> 25:58.000]  or do you want to do it out here what does it entail I have to go in your waistband put my hand down your pants
[25:58.000 --> 26:02.000]  I'm like do it out here and I stood in front of everybody and he did it
[26:02.000 --> 26:04.000]  what's the alternative can I go through a machine
[26:04.000 --> 26:09.000]  no the alternative is for him to go in the back room and pat I had he's going to put his hands down your pants no matter what he did
[26:09.000 --> 26:14.000]  yes and I said I'd rather have him do it out here in public because just what Brian said he's he's already ashamed to do it
[26:14.000 --> 26:19.000]  and I feel like he's not going to go when did this happen this weekend they're required to put their hands down your pants
[26:19.000 --> 26:22.000]  just change the rule well I put his hands on it his hands
[26:22.000 --> 26:31.000]  wait a minute I'm not necessarily good this is the this is the new TSA is that you have to get if you're wearing sweatpants
[26:31.000 --> 26:36.000]  or baggy clothing oh baggy clothes I was wearing sweatpants they're not baggy they're sweatpants
[26:36.000 --> 26:40.000]  he put his hand this is my waistband because I gotta tell you if I have to get my somebody hand down my pants
[26:40.000 --> 26:45.000]  I'm not flying around the ring of my waistband and then pat at the front and then pat at my butt and then in my crotch
[26:45.000 --> 26:50.000]  and you know it's all security theater it does absolutely nothing that's the part that kills me is that is that for all of the
[26:50.000 --> 26:56.000]  federalization for all this giant bureaucracy for the five dollars that you have to pay for every single flight going and coming back
[26:56.000 --> 27:03.000]  everywhere you go we get not one percentage point bump and security and the guy was embarrassed to do it he says sorry like five times
[27:03.000 --> 27:09.000]  he's like well I'm sorry I'm sorry I'm sorry excuse me but would you like that job no horrible job all right you know it's funny
[27:09.000 --> 27:16.000]  is anyone who follows my Twitter feed all right we're gonna have him on the show coming up in about an hour that's
[27:16.000 --> 27:26.000]  oh and JJ stone and we're gonna get an article out at prisonplanet.com in the next 30 minutes on this subject
[27:26.000 --> 27:34.000]  the TSA ladies and gentlemen now sticks their hands inside your pants now notice they've just announced this in the last
[27:34.000 --> 27:41.000]  two weeks we found multiple newscasts separately from this due to the backlash they're like oh you don't like
[27:41.000 --> 27:47.000]  naked body scanners you don't like us touching your genitals on the outside we'll do it on the inside oh you don't
[27:47.000 --> 27:54.000]  like that we'll do a cavity search oh you don't like that we'll cut your head off you know it's just on and on and on
[27:54.000 --> 28:02.000]  pushing pushing pushing oh get out of here they told John tiner get out of here you don't get the fly then
[28:02.000 --> 28:08.000]  he's like okay he goes and gets his ticket refunded this is on record it's all recorded it's in the
[28:08.000 --> 28:15.000]  San Diego newspapers he gets his goes and gets a ticket refund he's about to leave and a goon runs up in a suit
[28:15.000 --> 28:21.000]  and says you're not allowed to leave you tried to escape the screening area that's a ten thousand dollar fine
[28:21.000 --> 28:27.000]  and he's like on the tape he's but you told me to go they're like it doesn't matter we're gonna get you now
[28:27.000 --> 28:36.000]  they set him up there it is TSA to investigate body scan resistor you don't like us trying to grab your crotch
[28:36.000 --> 28:41.000]  you don't like us sticking our hand down your pants you don't like the government doing this you don't like it
[28:41.000 --> 28:48.000]  and now they have a press conference last night where the head of the TSA in San Diego he's there on the screen
[28:48.000 --> 28:57.000]  in the lower photo he comes out and says oh I'm afraid it's not ten thousand you can watch the video
[28:57.000 --> 29:06.000]  it's eleven thousand he relishes and he goes mr. tiners in a lot of trouble we're gonna get you mr. tiner
[29:06.000 --> 29:14.000]  imagine they're caught framing tiner they tell him leave go go get your ticket refunded he goes gets it refunded
[29:14.000 --> 29:22.000]  he's walking out and a guy runs up and says we got you now you left the screening area
[29:22.000 --> 29:30.000]  I mean that's why the TSA lies and says they don't save the images that's why they lie just last week and said
[29:30.000 --> 29:34.000]  they don't touch your genitals when they put out the press release saying that they were doing it
[29:34.000 --> 29:41.000]  it's just a culture of disdaining us but America and the planet is waking up and getting angry and saying
[29:41.000 --> 29:50.000]  no no no this is the beginning of the end of the new world order you watch
[29:50.000 --> 30:00.000]  we're on the march the empires on the run Alex Jones and the GCN radio network
[30:00.000 --> 30:05.000]  hello friends this is Alex Jones you've heard me talk about Calden five star soaps for years
[30:05.000 --> 30:10.000]  this is an American made product of the highest quality and compares to nothing you will find in stores
[30:10.000 --> 30:16.000]  you can buy factory direct shipped via UPS right to your door check them out on the web at fivestarsoap.com
[30:16.000 --> 30:24.000]  or call 800-340-7091 take my word for it once you've used pure soap you won't buy anything else
[30:24.000 --> 30:30.000]  since 1947 Calden soap company has been showing consumers that soap can be tough on dirt and gentle on the environment
[30:30.000 --> 30:35.000]  buy American and stay clean as well as support info wars visit fivestar soap.com today
[30:35.000 --> 30:40.000]  or call 1-800-340-7091 well Marty what do you have to say
[30:40.000 --> 30:48.000]  as founder and owner for over 63 years satisfaction is guaranteed on double your dirt back
[30:48.000 --> 30:59.000]  call us at 1-800-340-7091 for free catalog or visit our website fivestarsoap.com thank you
[30:59.000 --> 31:04.000]  this is Alex Jones with five good reasons you should consider buying a solar power generator
[31:04.000 --> 31:10.000]  number one new climate legislation could easily double or triple your electric bill number two
[31:10.000 --> 31:14.000]  our new energies are wants to control how much power your electric company allows you to have
[31:14.000 --> 31:19.000]  it's true total government control of electricity in the name of smart grid technology is coming
[31:19.000 --> 31:24.000]  number three in some areas of the country the power grid is dangerously overloaded
[31:24.000 --> 31:29.000]  and now new socialist legislation is only compounding the problem number four dangerous
[31:29.000 --> 31:34.000]  weather is always a threat to local grids every year thousands of families lose their power
[31:34.000 --> 31:39.000]  from weather related onages number five a solar power generator provides powerful backup insurance
[31:39.000 --> 31:43.000]  and peace of mind folks I really believe in the solar power generators offered by solutions
[31:43.000 --> 31:49.000]  from science one of my oldest sponsors you can get more information at www.mysolarbackup.com
[31:49.000 --> 31:54.000]  that's mysolarbackup.com remember the government doesn't own the son so go to
[31:54.000 --> 32:01.000]  mysolarbackup.com or call 1-877-327-0365 Alex told you the government announced recently
[32:01.000 --> 32:07.000]  that the recession is over it ended on June of 2009 the millions of Americans unable to
[32:07.000 --> 32:12.000]  find work might not agree perhaps a recession ended for the bankers and government employees
[32:12.000 --> 32:16.000]  but for the rest of us things seem to be getting worse gold and silver haven't heard the news
[32:16.000 --> 32:21.000]  either they've begun their long expected journey to the moon in addition to converting your
[32:21.000 --> 32:25.000]  shrinking dollars into gold and silver you should consider a food savings account from
[32:25.000 --> 32:31.000]  eFoodsDirect they both make fabulous investments food is our greatest dependency and we know
[32:31.000 --> 32:35.000]  it will be more precious than any financial resource you and your family need food to
[32:35.000 --> 32:40.000]  survive a crisis and you can't eat paper stocks or metals Alex has been urging you to
[32:40.000 --> 32:45.000]  invest in delicious easy fix meals to enjoy now or save for long term this will freeze
[32:45.000 --> 32:51.000]  the cost your food while you can still afford it visit eFoodsDirect.com on the internet or
[32:51.000 --> 33:17.000]  call 800-409-5633 that's eFoodsDirect.com or 800-409-5633.
[33:22.000 --> 33:28.000]  There have been many triggers throughout history to corrupt regimes being overthrown
[33:28.000 --> 33:38.000]  and fiction follows reality in the movie V for Vendetta where the little girl is wearing
[33:38.000 --> 33:48.000]  the Guy Fox mask and she runs away from the police and they shoot her in the back and
[33:48.000 --> 33:53.000]  then the public starts rioting and taking over the government you know that's basically
[33:53.000 --> 33:59.000]  what happened with Chalcescu in Romanian they had this illusion that everybody liked the
[33:59.000 --> 34:04.000]  tyranny everybody liked the surveillance cameras everybody liked the checkpoints everybody
[34:04.000 --> 34:11.000]  liked the corruption but when people finally started standing up it was like wildfire the
[34:11.000 --> 34:19.000]  system imploded now the social engineers know this they understand that so they try to go
[34:19.000 --> 34:26.000]  provocateur violent groups to attack federal buildings or attack synagogues or attack
[34:26.000 --> 34:35.000]  children to then demonize any type of movement against tyranny so that when people organically
[34:35.000 --> 34:41.000]  stand up against oppression they could have already preemptively been painted as terrorists
[34:41.000 --> 34:47.000]  it basically may be like saying if somebody ran away from the plantation 200 years ago
[34:47.000 --> 34:54.000]  from Alabama that they were a terrorist did they as a human being have a right to run away
[34:54.000 --> 35:01.000]  from slavery now I don't want to have violent confrontations with the government the government
[35:01.000 --> 35:09.000]  is made up of we the people and our country has been taken over by foreign foreign corrupt
[35:09.000 --> 35:19.000]  interest and so I believe in info war and we are seeing a massive info war take place
[35:19.000 --> 35:27.000]  right now by the people all over the world where they have these invasive checkpoints
[35:27.000 --> 35:33.000]  that have been put in place but but focused here in the US saying no the pilots saying
[35:33.000 --> 35:49.000]  you let me fly the airplane you let me control the aircraft but I have to go through all
[35:49.000 --> 35:56.000]  these checkpoints the general public saying why don't you just profile people that you
[35:56.000 --> 36:12.000]  think are supposedly terrorists no people see through this in a big big way people understand
[36:12.000 --> 36:17.000]  this is a basic fraud and they're beginning to learn that the TSA has already expanded
[36:17.000 --> 36:22.000]  with viper teams to checkpoints on highways bus stations train stations now they want them
[36:22.000 --> 36:31.000]  in malls in community areas this is a federal power grab and the population is saying no
[36:31.000 --> 36:39.000]  and the polls and Reuters 96% it was 97 it's still running 96% say they won't fly because
[36:39.000 --> 36:46.000]  of this every other poll at 60 70 80% CBS news polls you name it of people saying they're
[36:46.000 --> 36:50.000]  against this and the government says we don't care we're doing it because we want to protect
[36:50.000 --> 36:56.000]  you this is a government for of and by the people if we don't want it that's the way
