[00:00:00.069 --> 00:00:01.591]  I don't think so.
[00:03:20.301 --> 00:03:32.990]  So, the mask or the symbol that we're dirty, the mask or the symbol we're bad, they're the symbol we're under a permanent emergency, and they're the symbol that these UN overlords, who died and made the United Nations God?
[00:03:32.990 --> 00:03:35.812]  Who died and put the United Nations in charge of our healthcare?
[00:03:35.812 --> 00:03:38.193]  Who put Bill Gates in charge of our healthcare?
[00:03:38.193 --> 00:03:40.935]  And the answer is, no one but themselves.
[00:03:40.935 --> 00:03:41.916]  They went out and bought up
[00:03:42.791 --> 00:03:50.677]  All the major governments, the advisory groups, the WHO, they're all on record owned by Big Pharma, and the consortium is led by Bill Gates.
[00:03:50.677 --> 00:03:52.099]  These are not doctors.
[00:03:52.099 --> 00:04:07.391]  These are genetic engineer companies that want to own the human genome, and want to put their products into our body, and want to set the precedent to have gene therapy not go through any type of animal or human trials, but go direct to market with the population.
[00:04:09.167 --> 00:04:12.909]  And I'm somebody that's always, hey, you let the FDA get out of the way of people in medicine.
[00:04:12.909 --> 00:04:17.190]  If folks want to gamble and they're adults, and want to do an experimental thing, I think that's fine.
[00:04:17.190 --> 00:04:32.076]  But you don't do it where it's mandated, and you don't do it where it's forced on children or babies, especially when all the studies show the drug they're pushing, the medical device, that is the mRNA vaccines, are not vaccines, do not protect you, and are deadly.
[00:04:32.076 --> 00:04:35.818]  And when we come back, I'll show you the current breaking mainstream news.
[00:04:37.563 --> 00:04:50.694]  You know, we transferred videos a few days ago of me covering this just to our own servers, but because the Wi-Fi wasn't working well, and the encoders were better on YouTube, we used YouTube to transfer videos, not even for publishing.
[00:04:50.694 --> 00:04:55.638]  They gave strikes to my crew and wouldn't let it even transfer over, because they scanned what was being said.
[00:04:55.638 --> 00:04:59.101]  And all I was doing was reading mainstream news articles, they wouldn't even let people know about that.
[00:04:59.101 --> 00:05:05.306]  Every product you hear me on air advertising, we have it stocked in our warehouse in Austin, Texas.
[00:05:05.306 --> 00:05:05.807]  Every product.
[00:05:06.428 --> 00:05:07.568]  So if you order it, we've got it.
[00:05:07.568 --> 00:05:10.469]  It ships out in a couple of days, sometimes the same day.
[00:05:10.469 --> 00:05:17.651]  Leisurers get confused when they hear me talk about the fact that the supply chain is breaking down and it's future orders.
[00:05:17.651 --> 00:05:22.372]  It's product we're trying to reorder to get back in that we're having trouble with.
[00:05:22.372 --> 00:05:26.814]  I mean, I'm talking about double, triple, quadruple delivery times.
[00:05:26.814 --> 00:05:30.515]  And it's across not just the supplement, vitamin, mineral industry.
[00:05:30.515 --> 00:05:31.555]  It's across every industry.
[00:05:31.555 --> 00:05:35.076]  So the globalists have successfully devastated the economy.
[00:05:36.269 --> 00:05:44.553]  That's why I'm saying you need to visit InfoWareStore.com today and get high-quality supplements while you still can, and storable food at InfoWareStore.com.
[00:05:44.553 --> 00:05:46.994]  Because we have it in stock, it's ready to ship.
[00:05:46.994 --> 00:05:53.076]  But with the supply chain breakdowns, prices are going up, availability is going down, and it's just crazy.
[00:05:53.076 --> 00:05:56.278]  So please get products while you still can, and support the InfoWare.
[00:05:56.278 --> 00:05:57.218]  InfoWareStore.com.
[00:06:00.288 --> 00:06:06.590]  From the front lines of the Information Ward, it's Alex Jones.
[00:06:06.590 --> 00:06:09.711]  Ladies and gentlemen, it is Wednesday.
[00:06:29.952 --> 00:06:31.413]  March 10th.
[00:06:31.413 --> 00:06:32.033]  The year is 2021.
[00:06:32.033 --> 00:06:38.796]  I'm your host, Alex Jones, coming to you live from southwestern Florida.
[00:06:38.796 --> 00:06:41.457]  Oak Farm, Seat at the Table, the greatest grocery store in the world.
[00:06:41.457 --> 00:06:50.681]  Not just super high quality, not just great people, not just a great human feeling and a great vibe, but also led by Alfie Oaks, the owner, who started it all by himself.
[00:06:50.681 --> 00:06:53.322]  He's got three great grocery stores in the last 30 years.
[00:06:53.322 --> 00:06:56.543]  He's saying, you don't have to wear a mask in my store.
[00:06:58.286 --> 00:07:01.127]  And now the phenomenon is sweeping not just the country, but the world.
[00:07:01.127 --> 00:07:20.495]  But let me hit this first, okay, because I mentioned this when I was hosting part of the American Journal earlier today with the great Harrison Smith, but here on the Alex Jones Show, I want to answer the question of Craig Timberg from the Washington Post.
[00:07:20.495 --> 00:07:26.637]  He said, I'm working on a story about QAnon, to paraphrase it, and you say QAnon's full of baloney, but
[00:07:27.601 --> 00:07:34.243]  But QAnon says vaccines are dangerous and that these are experimental, and so do you want to disavow that, basically?
[00:07:34.243 --> 00:07:36.563]  QAnon could say the sky's blue, I'd agree with them.
[00:07:36.563 --> 00:07:38.244]  A lot of the QAnon followers are good people.
[00:07:38.244 --> 00:07:52.547]  It was those that started it, wanted to discredit the anti-globalist movement by putting hard dates in, and then saying things like Tom Hanks is secretly in prison with Hillary Clinton, to then confuse the public to go, oh, there's no New World Order, there's no Jeffrey Epstein,
[00:07:53.689 --> 00:07:56.332]  There's no move to get rid of your borders and collapse your economy.
[00:07:56.332 --> 00:07:59.415]  There's no move to inject you with dangerous drugs, calling them vaccines.
[00:07:59.415 --> 00:08:00.957]  No, no, no, that's all QAnon.
[00:08:00.957 --> 00:08:07.204]  The whole global awakening to the New World Order just happened three years ago and QAnon owns it all.
[00:08:07.204 --> 00:08:08.446]  So, no.
[00:08:08.446 --> 00:08:09.567]  I don't endorse QAnon.
[00:08:10.683 --> 00:08:17.404]  But at the same time, yeah, people are going to take clips that I put out and put them on QAnon boards that anybody can anonymously put out.
[00:08:17.404 --> 00:08:31.828]  I think that's great, because I'll educate the QAnon crowd about what's real conspiracy and real globalism and real tyranny and what isn't, and I'll give you exhibits and real dates and real times to document it.
[00:08:31.828 --> 00:08:38.589]  They also, again, take out a context where I said, I am not for violence, do not go out, do not be violent, but as a father, as a human,
[00:08:39.517 --> 00:08:44.959]  I watch secret experimentation, the Tuskegee experiment giving tens of thousands of black syphilis, letting them die of it.
[00:08:44.959 --> 00:08:48.481]  I watch radiation experiments on poor white kids, poor black kids, you name it, by the U.S.
[00:08:48.481 --> 00:08:49.881]  government killing them.
[00:08:49.881 --> 00:09:01.906]  I see secret syphilis tests on children in Peru, and I think the people that did that deserve to be arrested, tried, put in prison, and if the jury said so, executed.
[00:09:01.906 --> 00:09:04.087]  And so that's the Nuremberg Code.
[00:09:04.087 --> 00:09:05.568]  That's the Geneva Convention.
[00:09:06.300 --> 00:09:14.030]  That's what we set out in law before World War II, but after World War II, because of the angel of death, Joseph Mengele.
[00:09:14.030 --> 00:09:18.956]  The aristocrat, nobility Nazi.
[00:09:18.956 --> 00:09:23.541]  And much of his ideas got picked up in Russia, they got picked up here, he picked up a lot of eugenics ideas.
[00:09:23.541 --> 00:09:24.683]  So yes, I believe
[00:09:25.310 --> 00:09:45.754]  That when governments and corporations, people like Bill Gates, behave like Joseph Mengele, and offensively attack us, and get governments to pass laws saying they have liability protection with experimental vaccines that have been directly linked to death and disease and collapse, and now they want to give it to foster children that are newborn, but they don't have a right to say no to an experimental vaccine.
[00:09:45.754 --> 00:09:47.394]  An experimental vaccine, the U.S.
[00:09:47.394 --> 00:09:50.335]  military won't even make the troops take, because they know it's so deadly!
[00:09:51.172 --> 00:10:02.214]  An experimental vaccine that one week after they started it two months ago in England, they said three groups shouldn't take it, above 75, under 16, and pregnant women, because it causes miscarriages.
[00:10:02.214 --> 00:10:08.116]  It causes the old to die at a disproportionate level, and that's coming out across the land.
[00:10:08.116 --> 00:10:19.438]  So yes, we do have a right to defend ourselves from someone coming with a poison needle, someone coming with a club, a gun, someone coming to starve us, to burn our farm,
[00:10:20.359 --> 00:10:33.803]  We have an inalienable right in the Declaration of Independence enshrined by common sense and by God's law to stand against the eugenicists and the sick, evil depopulationists that are controlling this whole takeover.
[00:10:33.803 --> 00:10:36.444]  To answer your question, Craig Kimberg.
[00:10:37.873 --> 00:10:55.683]  I'm talking about we have a right when we're being assaulted and the Nuremberg Code, the human convention is being violated and common sense is being violated and we're being censored that when you now say you're going to come for us one way or not and forcibly inject us or keep us in prison, you've now crossed the Rubicon, Mr. Timber!
[00:10:55.683 --> 00:10:56.844]  Mr. Gates!
[00:10:56.844 --> 00:11:03.427]  Mr. Klaus Schwab!
[00:11:03.427 --> 00:11:04.208]  So let me give you
[00:11:07.261 --> 00:11:08.342]  There are some folks clapping.
[00:11:08.342 --> 00:11:09.582]  You only hear some people clap down there.
[00:11:09.582 --> 00:11:13.363]  At least we tell you when it's fake clapping.
[00:11:13.363 --> 00:11:16.024]  Never done that before, it's a joke.
[00:11:16.024 --> 00:11:21.185]  Now, here's a few headlines for you from your all-powerful god-like mainstream media, where they're just normalizing it.
[00:11:21.185 --> 00:11:24.986]  I know some, like Bill Gates said, yeah, 700,000 will get sick or die.
[00:11:24.986 --> 00:11:26.747]  Yeah, 80% will have bad reactions.
[00:11:26.747 --> 00:11:28.587]  I quote that, and Instagram takes it down.
[00:11:28.587 --> 00:11:34.669]  Because it's fake news, only the Lord Bill Gates, who pays for the news, can quote him.
[00:11:36.269 --> 00:11:39.310]  Johnson & Johnson planned vaccine trials to include infants.
[00:11:39.310 --> 00:11:40.691]  Now approved.
[00:11:40.691 --> 00:11:43.633]  Turning heads of scientists saying this is experimental.
[00:11:43.633 --> 00:11:45.754]  They don't have informed consent.
[00:11:45.754 --> 00:11:46.494]  Well, don't tell the left.
[00:11:46.494 --> 00:11:49.275]  They want to cut three-year-old boys' genitals off.
[00:11:49.275 --> 00:11:49.515]  U.S.
[00:11:49.515 --> 00:11:50.476]  News & World Report.
[00:11:50.476 --> 00:11:52.677]  Your God!
[00:11:52.677 --> 00:11:55.098]  Mr. Timberg at the Washington Post.
[00:11:55.098 --> 00:12:00.120]  Austria suspends AstraZeneca COVID-19 vaccine after deaths.
[00:12:00.120 --> 00:12:01.001]  Now, it wasn't just one death.
[00:12:01.001 --> 00:12:01.461]  More deaths.
[00:12:03.208 --> 00:12:05.391]  Your God, Mr. Washington Post.
[00:12:05.391 --> 00:12:06.152]  Reuters.
[00:12:06.152 --> 00:12:06.752]  Exclusive.
[00:12:06.752 --> 00:12:11.859]  Pfizer withdraws application for emergency use of COVID-19 vaccine in India after India bans its use.
[00:12:12.935 --> 00:12:16.718]  But they had fact-checkers run by Bill Gates at NewsGuard say it's not true.
[00:12:16.718 --> 00:12:19.260]  Of course, it is true, but Bill Gates is God, right?
[00:12:19.260 --> 00:12:22.983]  Same guy says he wants to depopulate the Earth and get rid of old people, but now he wants you to take a shot?
[00:12:22.983 --> 00:12:26.646]  He's banned in 30-plus countries from giving kids polio inside his vaccines?
[00:12:26.646 --> 00:12:27.907]  That's your God, Reuters, too?
[00:12:27.907 --> 00:12:31.910]  It's all facts, but you can't admit it, because you're under Stockholm Syndrome, Washington Post!
[00:12:31.910 --> 00:12:33.912]  Because if you told the truth, you'd lose your job!
[00:12:35.282 --> 00:12:37.183]  And I say, no, we don't have a right!
[00:12:37.183 --> 00:12:39.884]  Everybody should be injected, sterilized, and killed!
[00:12:39.884 --> 00:12:44.826]  Bill Gates has a right to kill me, and I have no right to say no to him, and these babies have no right!
[00:12:44.826 --> 00:12:48.287]  They have a right to be injected, and be maimed, and die!
[00:12:48.287 --> 00:12:49.427]  Period!
[00:12:49.427 --> 00:12:49.908]  I agree!
[00:12:49.908 --> 00:12:51.408]  No, no Washington Post.
[00:12:51.408 --> 00:12:54.849]  No one has a right to ever say no, and ever resist in any way.
[00:12:54.849 --> 00:12:56.150]  We were wrong to fight Hitler.
[00:12:56.150 --> 00:12:58.711]  We were wrong to fight King George III.
[00:12:58.711 --> 00:13:02.712]  We should submit to your tyranny, and to Jeff Bezos's godhood!
[00:13:02.712 --> 00:13:04.333]  Jeff Bezos is God!
[00:13:06.078 --> 00:13:08.420]  Being sarcastic.
[00:13:08.420 --> 00:13:14.504]  Utah woman, 39, dies days after second dose of COVID-19 vaccine.
[00:13:14.504 --> 00:13:18.147]  Look, this is just a new article CBS today.
[00:13:18.147 --> 00:13:23.051]  Beautiful young mother, dead as a doornail after the second shot.
[00:13:23.051 --> 00:13:24.372]  People sometimes die within minutes.
[00:13:24.372 --> 00:13:27.274]  They're just like, well, you know, they got liability protections.
[00:13:27.274 --> 00:13:28.395]  They're allowed to kill us.
[00:13:28.395 --> 00:13:29.215]  That's civil.
[00:13:29.215 --> 00:13:30.096]  What about criminal?
[00:13:31.809 --> 00:13:33.330]  The House of Cards is going to come down.
[00:13:33.330 --> 00:13:38.614]  That's why Merck, two months ago, pulled out of it and said, the vaccines are dangerous and they don't protect you.
[00:13:38.614 --> 00:13:41.437]  Oh, and I've got articles on that.
[00:13:41.437 --> 00:13:49.683]  South Africa suspends use of AstraZeneca COVID-19 vaccine after it fails to clearly stop virus variant and makes a bunch of people sick.
[00:13:49.683 --> 00:13:54.527]  Don't panic if you see a lump on your armpit or your lung or your uterus, it goes on.
[00:13:54.527 --> 00:13:59.231]  After COVID-19 vaccination, doctors say, it just makes it look like you've got cancer.
[00:14:02.256 --> 00:14:03.517]  Don't worry about your lymph nodes getting upset.
[00:14:03.517 --> 00:14:04.598]  It's good for you.
[00:14:04.598 --> 00:14:07.020]  New outbreak of COVID-19 in British Columbia.
[00:14:07.020 --> 00:14:10.202]  Care home where residents and staff were already vaccinated.
[00:14:10.202 --> 00:14:14.045]  Your godlike CBC.
[00:14:14.045 --> 00:14:18.428]  West Liberty cancelled school due to COVID-19 vaccine side effects.
[00:14:18.428 --> 00:14:24.633]  They had to close the school because a large portion of the teachers are home sick.
[00:14:24.633 --> 00:14:26.835]  64% reported having some kind of side effect.
[00:14:26.835 --> 00:14:30.818]  28% of the side effects made them feel too poorly to go to work.
[00:14:32.031 --> 00:14:33.112]  But that's okay.
[00:14:33.112 --> 00:14:39.475]  Sacha Baron Cohen, who makes his living off satire, says you shouldn't be allowed to criticize Bill Gates in any way.
[00:14:39.475 --> 00:14:41.376]  What about this proud medical doctor?
[00:14:41.376 --> 00:14:42.817]  She was pregnant.
[00:14:42.817 --> 00:14:48.600]  Wasn't approved for pregnant women, but she took the shot and lost her baby.
[00:14:48.600 --> 00:14:52.602]  Ben Stein took the mRNA vaccine and almost died, but he said it's okay.
[00:14:52.602 --> 00:14:54.803]  He's proud of what he did, but he said, Abbott, actually, watch out.
[00:14:54.803 --> 00:15:00.066]  Because everybody knows the dice are loaded.
[00:15:00.066 --> 00:15:01.347]  Everybody knows the captain lied.
[00:15:02.444 --> 00:15:11.572]  Everybody knows, but people won't say, because you don't want to get censored, because the Washington Post, if you say, I don't want to take your vaccine, you're bad.
[00:15:11.572 --> 00:15:13.054]  If I don't want to wear your mask, you're bad.
[00:15:13.054 --> 00:15:20.380]  You say, hey, all these studies show on Japanese supercomputers, the masks don't make it better, they make it worse, with bacterial pneumonia and carbon monoxide poisoning.
[00:15:20.380 --> 00:15:21.741]  Carbon dioxide poisoning.
[00:15:21.741 --> 00:15:22.662]  But they don't care.
[00:15:22.662 --> 00:15:24.944]  They just want you to sit down and shut up.
[00:15:24.944 --> 00:15:27.747]  Because what they're doing is with fine print, admitting they're killing everybody.
[00:15:29.355 --> 00:15:39.981]  But then, if you try to share it on Facebook or Twitter, all these headlines, I've got thousands of these, all these countries banning it, they go, oh no, that's not a medical doctor, or that's not the U.N.
[00:15:39.981 --> 00:15:40.962]  Only the U.N.
[00:15:40.962 --> 00:15:43.644]  or Bill Gates can tell you about the vaccine.
[00:15:43.644 --> 00:15:50.588]  It's not a vaccine, it's a takeover, and the tide is turning, thanks to the great folks in Florida and other states, and thanks to Governor DeSantis.
[00:15:51.168 --> 00:15:58.734]  Oak Farm's Seed to Table are amazing folks, and we're here telling the truth about the poison, and telling the truth about the good stuff, the high quality produce.
[00:15:58.734 --> 00:16:01.956]  Hey everybody, confused about staying healthy and spreading COVID culture?
[00:16:01.956 --> 00:16:02.717]  Me too.
[00:16:02.717 --> 00:16:09.842]  But listen, after all the research, all the conflicting studies, after all the squabbling, there's one thing almost everyone agrees on.
[00:16:09.842 --> 00:16:13.825]  It's that immune system health can literally be the difference between life and death.
[00:16:14.225 --> 00:16:16.108]  You probably already believe that.
[00:16:16.108 --> 00:16:17.129]  I certainly do.
[00:16:17.129 --> 00:16:18.070]  So here's the thing.
[00:16:18.070 --> 00:16:26.401]  I wanted to get past the craziness and find out which plant-based substances actually have studies that demonstrate some efficacy in immune support.
[00:16:26.960 --> 00:16:32.386]  Now, you'll have to sign a waiver, but you can check out what I've discovered at StrongerDefense.com.
[00:16:32.386 --> 00:16:33.747]  No cures or treatments there.
[00:16:33.747 --> 00:16:42.956]  Instead, little known but shocking immune system research and a breakthrough immune support product based on that research called Immune 10X.
[00:16:42.956 --> 00:16:43.877]  And the best part?
[00:16:43.877 --> 00:16:50.144]  You can go to the Stronger Defense website right now and claim your own supply of Immune 10X without paying anything today.
[00:16:50.584 --> 00:16:51.426]  Crazy, right?
[00:16:51.426 --> 00:16:55.413]  Learn more about this unusual limited time offer at StrongerDefense.com.
[00:16:55.413 --> 00:16:56.896]  That's StrongerDefense.com.
[00:16:57.757 --> 00:17:04.099]  What if you could cut your heating bills this winter with your existing wood-burning fireplace and not spend thousands doing it?
[00:17:04.099 --> 00:17:07.080]  You can with Great Wall of Fire Fireplace Grates.
[00:17:07.080 --> 00:17:15.663]  Our U.S.-patented, made-in-America Wall of Fire Grates increase fireplace efficiency, eliminate fireplace smoke problems, and come with a 30-day money-back guarantee.
[00:17:15.663 --> 00:17:19.904]  See our grates in action and get free shipping from walloffire.com or call 800-274-7364.
[00:17:19.904 --> 00:17:21.524]  Fireplace heat without fireplace smoke.
[00:17:21.524 --> 00:17:21.964]  walloffire.com.
[00:17:31.127 --> 00:17:37.431]  Have you ever thought about turning your Glock, XD Family, or 1911 handgun into a semi-automatic carbine?
[00:17:37.431 --> 00:17:39.633]  It only takes about 30 seconds.
[00:17:39.633 --> 00:17:47.819]  The MECH-TECH carbine upper is classified as an accessory and can be delivered right to your doorstep with no FFL or background check required.
[00:17:47.819 --> 00:17:50.581]  It's the world's most versatile pistol accessory.
[00:17:50.581 --> 00:17:52.542]  Build your custom upper today.
[00:17:52.542 --> 00:17:54.984]  Simply go to handgunconversion.com.
[00:17:54.984 --> 00:17:56.445]  That's handgunconversion.com.
[00:17:58.948 --> 00:18:00.489]  The people are awakening.
[00:18:00.489 --> 00:18:03.212]  They're taking control of their own environment.
[00:18:03.212 --> 00:18:05.274]  Cell phones are an amazing tool.
[00:18:05.274 --> 00:18:07.616]  Really, they're a supercomputer that's hand-held.
[00:18:07.616 --> 00:18:21.428]  But big tech, large corporations, hackers, governments, foreign governments, the Chai comms especially, are using this to steal your data, to share your data, to be able to rig markets when they're able to scoop up billions of people's data.
[00:18:21.428 --> 00:18:25.372]  They can actually predict on record what's going to happen in mass movements.
[00:18:25.872 --> 00:18:32.555]  Cutting them out of that data stream absolutely devastates their AI takeover.
[00:18:32.555 --> 00:18:33.996]  In their own words, they admit it.
[00:18:33.996 --> 00:18:38.898]  Show, I've been selling privacy pouches and locket pockets and things like that for more than a decade.
[00:18:38.898 --> 00:18:40.839]  And now the units have gotten really lightweight.
[00:18:40.839 --> 00:18:41.919]  They're Faraday cages.
[00:18:41.919 --> 00:18:43.640]  They just look like a cloth envelope.
[00:18:43.640 --> 00:18:45.161]  They work absolutely great.
[00:18:45.721 --> 00:18:48.303]  Listeners ask me all the time, why do you have multiple multivitamins?
[00:18:48.303 --> 00:18:50.745]  Why do you have multiple high-quality iodines?
[00:18:50.745 --> 00:18:51.746]  Why do you do that?
[00:18:51.746 --> 00:18:53.007]  Because different strokes for different folks.
[00:18:53.007 --> 00:18:55.229]  If we're talking to researchers and scientists and they say,
[00:19:11.547 --> 00:19:20.354]  A lot of people love Deep Earth Pure Crystal Iodine, but you should put one out with Deep Earth Crystal Iodine and the two other types, because some people can't absorb pure iodine.
[00:19:20.354 --> 00:19:20.614]  Boom!
[00:19:20.614 --> 00:19:20.995]  We did it.
[00:19:20.995 --> 00:19:21.495]  It's popular.
[00:19:21.495 --> 00:19:22.256]  It's X3.
[00:19:22.256 --> 00:19:22.936]  Is it better than X2?
[00:19:22.936 --> 00:19:24.157]  You decide.
[00:19:24.157 --> 00:19:25.638]  It's different strokes for different folks.
[00:19:25.638 --> 00:19:32.844]  Well, now we have a compliment to knock out our very popular Powdered Pill Sleep Aid, and that is down and out.
[00:19:32.844 --> 00:19:37.528]  It's super strong, way stronger than knockout, but they don't compete with each other.
[00:19:37.528 --> 00:19:40.110]  Different strokes for different folks, different formulas.
[00:19:42.837 --> 00:19:44.359]  You're listening to the Alex Jones Show!
[00:20:16.821 --> 00:20:17.902]  All right.
[00:20:17.902 --> 00:20:18.542]  We are back.
[00:20:18.542 --> 00:20:28.490]  We are here at Oak Farm, seat-to-table, in resistance to the global megacorporations, the chi-coms, the EU, Hollywood trash, trying to dominate us and put us under a medical tyranny.
[00:20:28.490 --> 00:20:30.331]  They want to sterilize us.
[00:20:30.331 --> 00:20:31.312]  They want to dumb us down.
[00:20:31.312 --> 00:20:34.714]  That is their admitted eugenics goal.
[00:20:34.714 --> 00:20:39.518]  Klaus Schwab admits the Great Reset is about bankrupting the first world, collapsing the third world.
[00:20:40.234 --> 00:20:45.957]  Starving the third world and using the refugees of the third world to politically overtake and destroy the first world.
[00:20:45.957 --> 00:20:48.379]  This is modern warfare.
[00:20:48.379 --> 00:20:57.164]  And the sooner we realize this is modern warfare and we're under attack, the sooner we can turn the tide against this situation.
[00:20:57.164 --> 00:21:01.226]  I just want to say, all the great listeners that have flooded in here, I love you and I appreciate you.
[00:21:01.226 --> 00:21:03.928]  This is awesome!
[00:21:03.928 --> 00:21:05.029]  There's some wheelchair in there.
[00:21:06.409 --> 00:21:11.794]  So a lot of folks here, and I'm going to do an interview that got set up at the same time somewhere off-site, or maybe not an interview.
[00:21:11.794 --> 00:21:12.935]  I'm going to talk to somebody.
[00:21:12.935 --> 00:21:18.219]  And I'm going to come back in a couple hours and host the War Room.
[00:21:18.219 --> 00:21:25.025]  But seriously, I go back to this Tom Pappas is going to take over that Owen's on later.
[00:21:25.025 --> 00:21:27.467]  This Craig Timberg, he's not the worst of the mainstream media.
[00:21:27.467 --> 00:21:29.069]  He's quoted me a few times, actually quoted me.
[00:21:29.069 --> 00:21:31.791]  I mean the pieces are negative and skewed.
[00:21:31.791 --> 00:21:32.872]  And even his questions aren't
[00:21:33.695 --> 00:21:36.976]  Leaving in where I've said, do not be violent, do not go out and be offensive.
[00:21:36.976 --> 00:21:48.538]  It's like Martin Luther King, while he's being hit in the head with a billy club, he could say, hey, I feel like being violent back, but I'm being like Mahatma Gandhi or Jesus, I'm doing non-violent disobedience.
[00:21:48.538 --> 00:21:56.880]  But there comes a time, when you are being assaulted, when you are being attacked, that you have a right to resist yourself, especially when you've exhausted all the other means.
[00:21:56.880 --> 00:21:57.860]  So I'm just saying,
[00:21:58.436 --> 00:22:09.143]  We're being assaulted, we're being attacked by a eugenics borg who tell their adherents the end justifies the means, we're saving more people than we're losing by doing this.
[00:22:09.143 --> 00:22:10.224]  They admit that to them.
[00:22:10.224 --> 00:22:17.048]  I've talked to high-level federal and high-level state health department people that admit, okay Jones, they do admit the vaccines are causing autism and brain damage and all these problems.
[00:22:17.048 --> 00:22:26.114]  Well that came out in 2000 in ABC News with a whole CDC meeting where they leaked the meetings to Congress admitting that they caused tens of thousands of kids to be autistic.
[00:22:26.730 --> 00:22:30.753]  And all sorts of neurological disorders and all sorts of serious problems.
[00:22:30.753 --> 00:22:32.674]  This is real.
[00:22:32.674 --> 00:22:51.186]  And now they want to give these experimental vaccines, banned in all these different countries, to newborn babies that have authorized it because Dr. Biden signed an executive order last week for Johnson & Johnson that's a dangerous, called military virus vector, vector virus vaccine.
[00:22:51.186 --> 00:22:52.286]  No one takes these.
[00:22:52.286 --> 00:22:53.307]  They're super dangerous.
[00:22:54.139 --> 00:22:56.040]  It's beyond mRNA.
[00:22:56.040 --> 00:23:05.324]  It uses a virus to invade and reprogram the whole cell in the mitochondria and create this spike protein, quote, so your body resists the regular virus.
[00:23:05.324 --> 00:23:12.066]  But that regular virus is everywhere and in the placenta and all the medical literature says it's going to cause autoimmune response.
[00:23:12.066 --> 00:23:13.507]  That's lupus.
[00:23:13.507 --> 00:23:15.428]  That's when your body attacks its own organs.
[00:23:17.091 --> 00:23:26.459]  So they have a larger endgame here, to devastate us economically, to weigh us down medically, to collapse our free market civilization, by making so many of us sick.
