[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[08:15.000 --> 08:29.000]  Live from Austin, Texas broadcasting worldwide. It's Alex Jones.
[08:29.000 --> 08:52.000]  I'm a fire starter. You're a fire starter. Money through Friday from 11am to 2pm central. We're here.
[08:52.000 --> 09:07.000]  And then you've got of course the Sunday transmission 4-6pm central standard time as well. The news websites are infowars.com prisonplanet.com and prisonplanet.tv.
[09:07.000 --> 09:23.000]  There is so much news going on. We've got former congressman Bob Barr back on because I wanted to pick his brain about all the new scandals coming out and his move.
[09:23.000 --> 09:42.000]  He said he will move to impeach Obama if he's reelected to the congress from the district outside Atlanta. And he is about 30 points ahead of all his competition right now in an uncontested race with the Democrats.
[09:42.000 --> 09:53.000]  So barring them killing him or setting him up, he's going to get back in and people go, hey, Bob Barr was in Congress for a long time. What's the big deal? His time has now come.
[09:53.000 --> 10:01.000]  I can look at Rand Paul. I can look at Ted Cruz and their leadership that's absolutely delightful and booing and heartening.
[10:01.000 --> 10:12.000]  And then I look at somebody like Bob Barr. It's just going to be incredible. It's going to be absolutely incredible. And I see this as more major players in the fight for true libertarian constitutional ideas.
[10:12.000 --> 10:26.000]  We can beat the globalist. They're not invincible folks. We have to first understand we have the moral high ground. We have the history. We have the Americana. We have the way out of all the problems.
[10:26.000 --> 10:36.000]  The only problem is it will create so much prosperity that America will become so rich again that will become decadent slobs and become enslaved again.
[10:36.000 --> 10:47.000]  But we're kind of in that flux point right now. 4% of the world's population, half the world's wealth until the 1990s, and then they've drained about half that off now.
[10:47.000 --> 10:57.000]  We had the biggest middle class. In fact, the U.S. middle class by some metrics, you can look this up, was bigger than all other middle classes combined.
[10:57.000 --> 11:11.000]  Now until about the 1950s, Argentina had the biggest per capita middle class in the world. And there was a saying called, he's as rich as an Argentine.
[11:11.000 --> 11:18.000]  They got a corrupt kleptocratic government, devalued the currency, shut up combines monopolies. Argentina is a literal hell pit.
[11:18.000 --> 11:25.000]  I've talked to friends and family that have been there recently, countryside, beautiful country, major cities, hell pit.
[11:25.000 --> 11:34.000]  And you see, you can see this online, the photos and videos, good looking families. These are not drunks or mentally ill people living in doorways all over the place.
[11:34.000 --> 11:44.000]  People that were formerly doctors, lawyers, you name it, they have taken a country just like America was and literally, literally run it into the ground.
[11:44.000 --> 11:58.000]  Argentina had more money in 1900 per capita than the United States did in the 50s. And they have wrecked it. Absolutely, completely wrecked it.
[11:58.000 --> 12:08.000]  And that's a big bummer. There's not many places to go. I wish there were a bunch of free rich countries. I love America, but man, if it falls, I want somewhere to go.
[12:08.000 --> 12:22.000]  And there isn't except for Switzerland and a few northern European countries, maybe Iceland. And it really bums me out to see this happening, to say the least, obviously.
[12:22.000 --> 12:37.000]  And so the gatekeepers, they want to sit there while they kleptocratically divide and conquer and subdivide and strip mine like a corporate takeover and sell off of our country.
[12:37.000 --> 12:42.000]  That's what's happening in Greece. That's what's happening here now. They're announcing in the Economist. It's literally published by the Rothschilds.
[12:42.000 --> 12:54.000]  Controlled press that, oh, we're going to sell off all the infrastructure, all the public land, but not sell it off. They're going to give it to the big banks going, oh, because see, they sign us onto their debt and then turn it around and go, oh, we're in debt.
[12:54.000 --> 13:03.000]  But the big banks are going to emergency reorganize things. And now we're going to hand over all our infrastructure. I'm all for taking public lands, not so much the national parks. Keep those pristine.
[13:03.000 --> 13:17.000]  Need a mix of things. But the 80% of the West, roughly, that's federal land and opening it up to be literally given to people. How about you give veterans a thousand acres?
[13:17.000 --> 13:25.000]  They've got hundreds and hundreds and hundreds and hundreds of millions of acres. How about you give veterans a thousand acres, tax-free for life?
[13:25.000 --> 13:36.000]  How about you give, have a lottery program for people that have done good deeds that get nominated in every town and city to get state and federal land?
[13:36.000 --> 13:47.000]  Literally, folks, in most states, 60, 70, 80, 90% of the land is state or federal and a mix of those. Some states are 96% state or federal.
[13:47.000 --> 14:02.000]  So you want to have privatization? Go West, young man, haven't you been told California's full of whiskey, women and gold? That's what made this country great.
[14:02.000 --> 14:15.000]  That's why my ancestors came into Texas on both sides in 1829. Actually, one of them before that, William Ayres, David Ayres, and others.
[14:15.000 --> 14:30.000]  And when they came into Texas and the Joneses and the Johnsons and the Browns came into Texas, all the same areas, Texas where Texas was started, they came here and became Mexican citizens to get land at 3 cents an acre.
[14:30.000 --> 14:39.000]  And that's what it's all about, ladies and gentlemen. That's where the wealth is. But under agenda 21, they want to force us all into these compact cities.
[14:39.000 --> 14:49.000]  And when you realize that Bill Clinton and Barack Obama and Rahm Emanuel, I mean, think about each one of those people. These are actual gutter level thugs.
[14:49.000 --> 15:03.000]  I mean, Bill Clinton is an actual total co-kid, knows like a vacuum cleaner. Roger Clinton said, guy who settled with a bunch of women where he'd have them at a dinner and say, step in the cloakroom with me for a second.
[15:03.000 --> 15:14.000]  He'd get a woman in, punch her in the face, bloody her nose, and then bite her lip with blood dripping. That's a high tech rapist technique, by the way. Only real psychopaths know that.
[15:14.000 --> 15:22.000]  Hate to even talk about it. Get people ideas. And you bite while you talk to them. You say, you take your panties off right now. I'm going to bite your lip off.
[15:22.000 --> 15:41.000]  You understand. I hate to talk like that, but that's what came out in court that Bill Clinton would do. Start strangling a woman, bite their face, and then glorious stymium and all of them, when this came out in the, like, 1997, 98, right during the impeachment, they all came to his aid because they're there to ruin women.
[15:41.000 --> 15:57.000]  Hillary's humiliation, how she swept Bill Clinton's affair under the carpet, and they all made it about the affair of Monica Lewinsky and Paula Jones and all the rest of this. I mean, I've interviewed the people who've been tortured and beaten up by Bill Clinton's folks.
[15:57.000 --> 16:14.000]  And so I told it on Salazar to go dig up some of those names and people and, you know, who it happened to and put it in the article. There's a story up on Drudge that's from the Washington Times. Rand Paul demands Dems return money raved by sexual predator Bill Clinton.
[16:14.000 --> 16:28.000]  We're going to play the video in a moment. But that's it. Why always be on the defense while they arrest the next to Susie and while they arrest governors for no reason, who's a rising star against Hillary.
[16:28.000 --> 16:41.000]  And I don't like Chris Christie, but they're like obsessing over some bridge deal and all the rest of it while Democrats do stuff literally a thousand times worse. And again, I'm just, I'm a big critic of Republicans when they're on office as well and a bainter and all of them.
[16:41.000 --> 16:46.000]  My thing is the Democrats really are the gutter scum of the earth.
[16:46.000 --> 16:55.000]  I don't mean the well meaning camp followers. And they really are gangsters and Gloria Steinem and all these fake feminists do not have the moral high ground.
[16:55.000 --> 17:00.000]  They're not consistent about women's rights. They're not consistent about anybody's rights.
[17:00.000 --> 17:11.000]  Somebody like Camille Paglia is consistent. These people are not feminist. Okay, they don't want women owning guns. They don't want women empowered. I have two daughters.
[17:11.000 --> 17:23.000]  I want them to be the most informed, educated, healthy, smart, dynamic, armed, beautiful, vicious, 21st century caveman women.
[17:23.000 --> 17:34.000]  Because I'm a caveman too, folks. I'm natural. I've got my instincts. I want to be like that. And I want my son to be powerful and strong because I want to be free.
[17:34.000 --> 17:41.000]  And so the media is trying to act like it's outrageous. But the media is out of bullets, folks. They're out of political bullets.
[17:41.000 --> 17:48.000]  That's what I told Politico years ago when Rand Paul got elected. I said, listen, don't you get it? You need to endorse Rand Paul to destroy Rand Paul.
[17:48.000 --> 17:56.000]  Even if you don't like him, your endorsement will destroy him because the people run like the plague from the New York Times.
[17:56.000 --> 18:03.000]  And so they fence it out into Politico and then people run from that. They're running from you. We're sick of you.
[18:03.000 --> 18:14.000]  We know you're a bunch of con artists, globalist crooks and thugs and a gang using social engineering to sabotage society so you can rule the pile of crud.
[18:14.000 --> 18:22.000]  And the answer is Bob Barr saying if he gets back in, he's going to impeach Obama. He's the guy that introduced the Articles of Impeachment with shippers and the rest of them.
[18:22.000 --> 18:29.000]  The answer is have Ted Cruz go with the jugular. The answer is have Rand Paul go with the jugular. The answer is have Alex Jones go with the jugular.
[18:29.000 --> 18:36.000]  And Matt Drudge go with the jugular. And Joseph Farah go with the jugular. And Glenn Beck go with the jugular.
[18:36.000 --> 18:46.000]  Listen, we're not going to beat these people playing games and quarter measures. We've got to all in, move the Overton window back to reality.
[18:46.000 --> 18:53.000]  They've got it all extreme where if you criticize five-year-olds being taught how to be transvestites or transgender, you're a homophobe.
[18:53.000 --> 18:58.000]  Or, you know, if you don't want five-year-olds being taught how to have anal sex, you're a homophobe.
[18:58.000 --> 19:05.000]  Or if you don't want to give illegal aliens free everything, no other country does that. And we're going bankrupt, you hate Mexicans.
[19:05.000 --> 19:20.000]  It's all them with fake moral high ground. We have all the ammo Benghazi and NSA and IRS and just all the lying and the cheating and Obamacare and the fraud and all of it to totally destroy these people,
[19:20.000 --> 19:26.000]  overthrow the Republican establishment, have the libertarians take over and literally save the country.
[19:26.000 --> 19:36.000]  Or if they keep taking over and we lose this round, they'll all just get the blame, the globalist. And so we'll just win in the next round because resistance is victory.
[19:36.000 --> 19:43.000]  Never giving up is victory. We're just as good as the scum that runs the new world order. We're better. We just don't cheat like them.
[19:43.000 --> 19:53.000]  We've got the power. We've got the mouths like alligators. It's time to get aggressive and eat these people alive.
[19:53.000 --> 19:59.000]  It's time to get up and stomp. It's time to get aggressive. It's time to get back in their face.
[20:23.000 --> 20:41.000]  My name is Jessica Arman. I'm an activist, a GCN listener and mother of three. Our drinking water and food are filled with fluoride and other contaminants that harm our teeth and gums.
[20:41.000 --> 20:52.000]  To protect my family, I created My Magic Mud, an all natural teeth whitening and strengthening remedy. My Magic Mud is a soft powder that polishes your teeth, reduces sensitivity and removes harmful toxins from deep inside your mouth.
[20:52.000 --> 21:00.000]  You deserve a bright, healthy smile. Visit MyMagicMud.com and get yours today. That's MyMagicMud.com.
[21:22.000 --> 21:31.000]  MyPatreonSupply has never taken a loan or accepted outside funding. They now operate two distribution facilities and employ over 50 hard-working American men and women.
[21:31.000 --> 21:40.000]  It is rare to find companies who practice what they preach, and that's why I stock my pantry with high-quality storable foods from MyPatriotSupply.
[21:40.000 --> 21:57.000]  Visit MyPatriotSupply.com for slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927. That's 866-229-0927. Do business with someone who shares your values.
[21:57.000 --> 22:11.000]  Visit MyPatriotSupply.com slash Alex.
[22:28.000 --> 22:39.000]  And due to an overwhelming demand from our customers, we've recently restocked this remarkable solar workhorse. The power hub is easy to use. Just point, plug and power up, even better.
[22:39.000 --> 22:49.000]  With dramatic price reductions on the power hub, with bonuses worth thousands of dollars, there's never been a better time to get off the grid and generate your own private supply of electricity.
[22:49.000 --> 23:00.000]  Go to solargeneratorfreedom.com to learn more. That's solargeneratorfreedom.com. Get off the grid. Go to solargeneratorfreedom.com. That's solargeneratorfreedom.com.
[23:20.000 --> 23:34.000]  To a burglar, it looks like someone must be home watching TV, so they'll likely move on to an easier target.
[23:34.000 --> 23:46.000]  At only $29.95, fake TV costs less than a month of most alarm monitoring plans and comes with free shipping. Order your fake TV by calling 877-5-FAKE-TV.
[23:46.000 --> 24:00.000]  Or go to faketv.com. That's 877-532-5388 or faketv.com. Fake TV, the burglar deterrent.
[24:17.000 --> 24:38.000]  Look at how the Democrats are literally beyond Joseph McCarthy. We're 1,500 Hollywood people. The New York Times reported three weeks ago, are in a secret society of libertarians and conservatives.
[24:38.000 --> 24:49.000]  And now the IRS is trying to find out a list of names to persecute them. I knew about the secret society five years ago. They call it a secret society.
[24:49.000 --> 24:59.000]  All it is, is conservatives meeting in secret, talking about ways to try to put libertarian ideas, or really libertarians, into films, movies.
[24:59.000 --> 25:12.000]  I went and saw Nutjob with my children a few weeks ago, and I guarantee you that's a libertarian made that. It's all about agenda 21, all about the government controlling the food, all about food stamps.
[25:12.000 --> 25:28.000]  Really a good movie for your children to see, I think. And the fact is, if I was a liberal communist socialist, well-meaning person, not one of the social engineer types, I would be freaked out if libertarians and conservatives were being persecuted.
[25:28.000 --> 25:37.000]  When Bush did a little bit of persecution, I came out against him real hard. And I called for Bush's impeachment over the NSA spying.
[25:37.000 --> 25:44.000]  And things like that. It's just that now, who can deny that under Obama, it is just off the charts.
[25:44.000 --> 26:00.000]  And they want to have the moral high ground where they can run scam energy deals and bin Ghazi and persecute people with the NSA and the IRS, and now they're back with the IRS persecuting people and have this reign of terror.
[26:00.000 --> 26:09.000]  And be arresting filmmakers and persecuting people. This is real. This is real. They want to keep media on a short leash.
[26:09.000 --> 26:22.000]  And we have the article up on infowars.com where Jay Leno, Paul Watson asked the question, was Jay Leno canned by NBC for criticizing Obama?
[26:22.000 --> 26:35.000]  And I should call Watson, and I'll go ahead and talk about this. And we have the emails and the calls, and I can prove it if people want me to, but we were contacted by Jay Leno's people repeatedly a couple years ago and then late last year.
[26:35.000 --> 26:53.000]  And he was going to try to sneak me on there, try to get me on the schedule. He talked about me many times on the air over the years. Jay Leno was the first national person. I've been on a few national shows, but in 1999, he talked about some of the stuff I was doing.
[26:53.000 --> 27:13.000]  Very obscure, very weird. No one knew why I did it. No one knew who I was. Jay Leno, obviously, did it. And now I've learned the last few years that Jay Leno, again, in the, you know, will come back and visit people in the powder room in the, oh, what do you call it, the areas they haven't, and that's not the green rooms, the dressing rooms.
[27:13.000 --> 27:23.000]  And they walk around and say hi to the guests in the dressing room, in the dressing rooms, and then he's brought me up to quite a few people. And again, it's not like the show's even that big a deal anymore in media.
[27:23.000 --> 27:32.000]  It's just that the ratings were actually going up compared to other shows, and the word is they can name it, because again, he was not a total communist. He was not a total authoritarian.
[27:32.000 --> 27:46.000]  He was a free market guy, and they got rid of it. And this is what they do, just like James Woods said he's been told, since he criticized Obama, he'll never work again. This is a guy that made $15, $20, $30 million a year.
[27:46.000 --> 27:58.000]  This is a big deal. So when Rand Paul comes out and says Obama's a sexual predator, excuse me, Freudian slip, Clinton's a sexual predator, that's the type of rhetoric we need because it's true.
[27:58.000 --> 28:14.000]  And it gives us the offensive instead of just laying there and taking it from these crooks that sit there and lecture us. What about how Bill Clinton keeps half the money on record from the charities for his private jet fleet and his houses for kids in Haiti?
[28:14.000 --> 28:18.000]  He's a scumbag, call him out. Here's Rand Paul talking about it on C-SPAN.
[28:18.000 --> 28:32.000]  Senator, let me follow up on two final points. First of all, you made some headlines when you referred to former President Bill Clinton as, quote, a sexual predator, and one of your colleagues, Senator Claire McCaskill, said that your comments were, in her words, infuriating your reaction.
[28:32.000 --> 28:54.000]  Well, Senator McCaskill needs to remember what she had to say about Bill Clinton that she wouldn't want her daughter in the same room with him. So they can't have it both ways. The Democrats can't say, oh, we're the great defenders of women's rights in the workplace and we will defend you against some kind of abusive boss that uses their position of authority to take advantage of a young woman.
[28:54.000 --> 29:06.000]  But when the leader of their party, the leading fundraiser in the country, is Bill Clinton, who was a perpetrator of that kind of sexual harassment, you know, so they can't have it both ways.
[29:06.000 --> 29:15.000]  And so I really think that anybody who wants to take money from Bill Clinton or have a fundraiser has a lot of explaining to do. In fact, I think they should give the money back.
[29:15.000 --> 29:26.000]  If they want to take a position on women's rights, by all means do. But you can't do it and take it from a guy who is using his position of authority to take advantage of young women in the workplace.
[29:26.000 --> 29:38.000]  I mean, for goodness sakes, he paid an $800,000 fine for sexual harassment. So he admitted to it in one court case and really, I think, has been convicted in the public place for the other sexual harassment.
[29:38.000 --> 29:46.000]  And because his crimes are so outrageous, no one will even talk about what came out in the news, settling cases for raping women, biting them, beating them up, choking them.
[29:46.000 --> 29:50.000]  I mean, we're going to repost all those old articles from the 90s.
[29:50.000 --> 29:52.000]  We're on the march. The empire's on the run.
[29:52.000 --> 29:54.000]  Good job, Rand Paul. That's leadership, buddy.
[29:54.000 --> 29:56.000]  Alex Jones and the GCN radio never works.
[29:56.000 --> 30:00.000]  Let's give them hell. Let's go. Let's go. Go. Go. Go. Go. Go. Get aggressive.
[30:00.000 --> 30:11.000]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[30:11.000 --> 30:14.000]  Guess what else is in the halogen family? Fluoride.
[30:14.000 --> 30:16.000]  Ladies and gentlemen, Alex Jones here.
[30:16.000 --> 30:22.000]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[30:22.000 --> 30:33.000]  It's the good halogen on the periodic table, and the results are on record, reports documented, a 15-point IQ increase in areas that had previously been deficient in iodine.
[30:33.000 --> 30:35.000]  Bottom line, iodine is important.
[30:35.000 --> 30:42.000]  Unbound, clean, in a glycerin base, nascent iodine was the answer for myself and my family.
[30:42.000 --> 30:52.000]  You will find Survival Shield nascent iodine exclusively at InfoWarsLife.com. InfoWarsLife Survival Shield nascent iodine isn't just for emergencies.
[30:52.000 --> 31:00.000]  I take it every day. That's InfoWarsLife.com or call toll-free 888-253-3139.
[31:00.000 --> 31:03.000]  Alex Jones here with a message to fellow freedom lovers.
[31:03.000 --> 31:08.000]  A prognosis for the entire planetary economic system runs from bad to worse.
[31:08.000 --> 31:15.000]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[31:15.000 --> 31:21.000]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[31:21.000 --> 31:25.000]  These are items that I did research on, that I personally use.
[31:25.000 --> 31:30.000]  You've got the LifeStraw so you can turn fetid water into safe water anywhere you go.
[31:30.000 --> 31:35.000]  The K-Tor hand crank generator to charge up key equipment during power outages or out in the field.
[31:35.000 --> 31:38.000]  Strategic relocation third edition by Joel Scousum.
[31:38.000 --> 31:46.000]  When disaster strikes by Matthew Stein, they're a safe use by Homeland Security to protect yourself during any radiological event.
[31:46.000 --> 31:48.000]  Hand crank shortwave AMFM radios.
[31:48.000 --> 31:56.000]  Everything that we've researched and found to be the best is available at InfoWarsShop.com and your purchase makes our InfoWars possible.
[31:56.000 --> 32:00.000]  We're getting prepared. Are you InfoWarsShop.com?
[32:00.000 --> 32:05.000]  Introducing Pro 1. All of your filtration in one system, portable on the go.
[32:05.000 --> 32:10.000]  No more do you have two or three filters to just reduce sodium fluoride.
[32:10.000 --> 32:16.000]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosalic acid.
[32:16.000 --> 32:23.000]  Advanced manufacturing technology combines silver impregnated white ceramic with new aqua medics, advanced media,
[32:23.000 --> 32:27.000]  a removal of fluoride and other heavy metals all in one filter element.
[32:27.000 --> 32:30.000]  It is the only one that does it and out of the gates.
[32:30.000 --> 32:34.000]  We have it discounted at 10% off with promo code water.
[32:34.000 --> 32:41.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[32:41.000 --> 32:51.000]  ammonia and chlorine, hydrofluorosalic acid, the most common form of fluoride not covered by other fluoride filter brands and sodium hexafluorosilicate.
[32:51.000 --> 33:00.000]  Get your Pro Pure with the new Pro 1 filters today at infowarsstore.com or by calling 888-253-3139.
[33:02.000 --> 33:09.000]  This is an emergency transmission from FEMA Region 6 in occupied North America.
[33:14.000 --> 33:17.000]  There is a war. It's happening now.
[33:17.000 --> 33:22.000]  It will decide the fate of humanity. The time to choose sides has come.
[33:22.000 --> 33:26.000]  We are the resistance. We are the Info War.
[33:31.000 --> 33:42.000]  Ladies and gentlemen, again thank you so much for joining us on this live Friday, 7th day of February 2014.
[33:42.000 --> 33:49.000]  I'm going to be the big 40 next Tuesday. Wow, 40 years old, 40 years young.
[33:49.000 --> 33:53.000]  For a lot of people that is super young to even get into media by the time you're 40.
[33:53.000 --> 33:57.000]  I've been doing this since I was 21 years old.
[33:57.000 --> 34:04.000]  So I'm kind of long in the tooth when it comes to media careers coming up from the very, very grassroots bottom.
[34:04.000 --> 34:12.000]  The true American success story, promoting ideas of liberty, reporting muckraking news stories,
[34:12.000 --> 34:16.000]  that they call conspiracy theories that are now unfortunately all mainstream news.
[34:16.000 --> 34:18.000]  Simply amazing.
[34:18.000 --> 34:24.000]  Getting back though to Rand Paul and Bob Barr who's going to really be a dynamite watch once he gets into Congress.
[34:24.000 --> 34:32.000]  And of course I'm going to be encouraging him to be vicious because in the face of viciousness you've got to be vicious back.
[34:32.000 --> 34:42.000]  And the fake moral high ground of Bill Clinton and Obama and Michelle and just all of them, I'm sick of it.
[34:42.000 --> 34:47.000]  But oh, they're the liberals so they're allowed to keep half the money from the Haitian funds.
[34:47.000 --> 34:51.000]  So Bill Clinton can have a fleet of $40 million jets paid for.
[34:51.000 --> 34:54.000]  It's not a fleet. He has like three of them I was reading.
[34:54.000 --> 35:03.000]  A group they lease of three jets so he has whole entourages on wide body jets that are like $100,000 per leg basically.
[35:03.000 --> 35:05.000]  The most expensive stuff you can have.
[35:05.000 --> 35:09.000]  I mean other than Google having brand new, you know, 777s or whatever.
[35:09.000 --> 35:13.000]  I mean this is out of control.
[35:13.000 --> 35:16.000]  I guess Google just bought a Dreamliner too.
[35:16.000 --> 35:18.000]  I guess that's the newest thing out there.
[35:18.000 --> 35:21.000]  You know, that's fine. Whatever. It didn't come from Haitian kids.
[35:21.000 --> 35:29.000]  And it's just knowing these crooks, knowing what a crook Rahm Emanuel is literally and up there with a moral high ground.
[35:29.000 --> 35:31.000]  I'm tired of it.
[35:31.000 --> 35:37.000]  Bought and paid for by the Wall Street Sharks who are literally running this country and this world into the ground.
[35:37.000 --> 35:46.000]  Now we got breaking news with David Knight on the sniper attacks on transformers that I believe have all the earmarks of a false flag terror attack to pass cybersecurity.
[35:46.000 --> 35:52.000]  We've said over and over again they're going to stage these events and then hype them to pass the Internet takeover.
[35:52.000 --> 35:56.000]  They've already got the Internet takeover in place. They just want to make it legal now.
[35:56.000 --> 36:04.000]  So David Knight's got the big scoop on this under reported story that because sometimes they have false flags that are just used in Congress,
[36:04.000 --> 36:07.000]  but they keep quiet and go, we don't want to panic the public.
