[00:00:00.000 --> 00:00:29.000]  InfoWars, tomorrow's news, today.
[00:03:43.000 --> 00:03:47.000]  So ethnic studies are very interesting, not in the leftist ethnic studies,
[00:03:47.000 --> 00:03:51.000]  but actually the historical ethnic studies and then bioweapons.
[00:03:51.000 --> 00:03:55.000]  As Dick Cheney wrote in 2000 in Rebuilding America's Defenses
[00:03:55.000 --> 00:03:57.000]  for the Project for the American Century document,
[00:03:57.000 --> 00:03:59.000]  got wide circulation, look it up for yourself,
[00:03:59.000 --> 00:04:03.000]  he said the U.S. government must legitimize the use of race-specific bioweapons.
[00:04:03.000 --> 00:04:10.000]  So R.F.K. Jr. talked about how this appears to be a race-specific bioweapon.
[00:04:10.000 --> 00:04:12.000]  He just stated what the papers say,
[00:04:12.000 --> 00:04:18.000]  and now we're hearing he's an anti-Semite, absolutely preposterous.
[00:04:18.000 --> 00:04:21.000]  Of course, he supports the state of Israel, just like Trump, whole nine yards.
[00:04:21.000 --> 00:04:24.000]  Some would say he's just too pro-Israel.
[00:04:24.000 --> 00:04:28.000]  I make that point just to point out that he is definitely not against the Jews.
[00:04:28.000 --> 00:04:30.000]  But it's just a fact.
[00:04:30.000 --> 00:04:32.000]  HIV absolutely targets black people.
[00:04:32.000 --> 00:04:34.000]  That's been out for 40 years.
[00:04:34.000 --> 00:04:38.000]  And this one targets blacks and whites.
[00:04:38.000 --> 00:04:40.000]  Because if you look at the genetic derivation,
[00:04:40.000 --> 00:04:41.000]  we look a lot different.
[00:04:41.000 --> 00:04:45.000]  Blacks and whites are more closely related than to Asians.
[00:04:45.000 --> 00:04:47.000]  Asians are the most separate group,
[00:04:47.000 --> 00:04:49.000]  in fact the only group that has physiological differences
[00:04:49.000 --> 00:04:51.000]  that blacks and whites do not have.
[00:04:51.000 --> 00:04:53.000]  We'll be right back, ladies and gentlemen.
[00:04:53.000 --> 00:04:54.000]  Stay with us.
[00:04:54.000 --> 00:04:56.000]  Infowars.com, tomorrow's news today.
[00:05:01.000 --> 00:05:03.000]  The globalists are only humans.
[00:05:03.000 --> 00:05:05.000]  Yeah, they have control of the central banks.
[00:05:05.000 --> 00:05:07.000]  They have a lot of power, but they can be defeated.
[00:05:07.000 --> 00:05:10.000]  But some of their operations are going to take decades to stop.
[00:05:10.000 --> 00:05:12.000]  But one thing you can do right now
[00:05:12.000 --> 00:05:14.000]  is take control of your body and your family's body
[00:05:14.000 --> 00:05:18.000]  by purifying the water that you drink and that you cook with.
[00:05:18.000 --> 00:05:22.000]  And you do it with the highest quality gravity-fed filter out there.
[00:05:22.000 --> 00:05:24.000]  This thing does 10,000 gallons.
[00:05:24.000 --> 00:05:27.000]  You can sit there and put hundreds of gallons through it a day.
[00:05:27.000 --> 00:05:30.000]  It purifies very quickly and it cuts out thousands of chemicals
[00:05:30.000 --> 00:05:31.000]  to non-detectable levels.
[00:05:31.000 --> 00:05:33.000]  This is what I use, which my family uses.
[00:05:33.000 --> 00:05:35.000]  It's the very best system out there for the lowest price,
[00:05:35.000 --> 00:05:38.000]  for a limited time, 10% off on top of that.
[00:05:38.000 --> 00:05:43.000]  Exclusively at Infowarsstore.com on the Alexa Pure water filtration system
[00:05:43.000 --> 00:05:47.000]  in stock and replacement filters for folks that need those in stock.
[00:05:47.000 --> 00:05:49.000]  Get it today and it funds the Infowars.
[00:05:49.000 --> 00:05:50.000]  Don't procrastinate.
[00:05:50.000 --> 00:05:53.000]  This is one of the main areas we can take control of our lives
[00:05:53.000 --> 00:05:55.000]  and stop the globalists from hitting us with poison
[00:05:55.000 --> 00:05:57.000]  that they allow in the water supply.
[00:05:57.000 --> 00:06:00.000]  In some cases, they add the water supply like fluoride.
[00:06:03.000 --> 00:06:05.000]  Waging war on corruption.
[00:06:05.000 --> 00:06:11.000]  It's Alex Jones coming to you live from the front lines of the Infowar.
[00:06:21.000 --> 00:06:24.000]  It's Sunday, July 16th, 2023.
[00:06:24.000 --> 00:06:26.000]  I'm your host, Alex Jones.
[00:06:26.000 --> 00:06:29.000]  All right, we've got massive news tonight.
[00:06:29.000 --> 00:06:32.000]  R.O.K. Jr. has talked about the elephant in the room,
[00:06:32.000 --> 00:06:36.000]  the race-specific bioweapon nature of COVID-19
[00:06:36.000 --> 00:06:39.000]  designed to target blacks and whites.
[00:06:39.000 --> 00:06:43.000]  It'll still kill Asians and Ashkenazi Jews,
[00:06:43.000 --> 00:06:45.000]  but not at anywhere at the same rate.
[00:06:45.000 --> 00:06:47.000]  According to major studies, he quoted that.
[00:06:47.000 --> 00:06:50.000]  He just pointed out it looks like the Chi-Coms and the globalists
[00:06:50.000 --> 00:06:53.000]  were developing a specific race weapon.
[00:06:53.000 --> 00:06:55.000]  And, wow, you're not supposed to talk about that,
[00:06:55.000 --> 00:06:59.000]  even though you can look up Dick Cheney rebuilding America's defenses.
[00:06:59.000 --> 00:07:04.000]  PNAC, the year 2000, legitimizing the use of race-specific weapons.
[00:07:04.000 --> 00:07:06.000]  In fact, guys, give me a print out of that.
[00:07:06.000 --> 00:07:09.000]  Just type in Dick Cheney promoted race-specific bioweapons.
[00:07:09.000 --> 00:07:11.000]  You'll get articles. Just click web.
[00:07:11.000 --> 00:07:13.000]  They're like 20-something years old.
[00:07:13.000 --> 00:07:16.000]  Okay, so we're going to be hitting that.
[00:07:16.000 --> 00:07:18.000]  And we have the biolabs.
[00:07:18.000 --> 00:07:23.000]  The Pentagon now admits that Obama did set up in Ukraine
[00:07:23.000 --> 00:07:27.000]  that are developing race weapons to kill Russians.
[00:07:27.000 --> 00:07:32.000]  So we're going to be tying those stories together.
[00:07:32.000 --> 00:07:38.000]  You've all heard of ESGs and this environmental social score
[00:07:38.000 --> 00:07:40.000]  that's in so much trouble because it's so tyrannical
[00:07:40.000 --> 00:07:43.000]  and so evil with a casual society.
[00:07:43.000 --> 00:07:46.000]  But what is the ESG trying to merge with
[00:07:46.000 --> 00:07:48.000]  and take orders from?
[00:07:48.000 --> 00:07:50.000]  We're talking about something that doesn't get enough attention,
[00:07:50.000 --> 00:07:58.000]  and that is going to be the Sustainable Development Systems, the SDG.
[00:07:58.000 --> 00:08:01.000]  We've got the UN head saying that the supercomputers and AI
[00:08:01.000 --> 00:08:03.000]  are going to rule your life
[00:08:03.000 --> 00:08:11.000]  and that they're going to enforce the ESG system of the SDG.
[00:08:11.000 --> 00:08:15.000]  And while we're at it, we will plow into exactly what that means
[00:08:15.000 --> 00:08:19.000]  in that UN report I showed you yesterday in a special emergency report,
[00:08:19.000 --> 00:08:22.000]  and we showed it on Friday, where in that UN report
[00:08:22.000 --> 00:08:27.000]  they say they're going to cut energy in the world by 50%,
[00:08:27.000 --> 00:08:29.000]  energy period, no matter where you get it,
[00:08:29.000 --> 00:08:32.000]  to, quote, save the planet.
[00:08:32.000 --> 00:08:34.000]  That'll kill billions of people.
[00:08:34.000 --> 00:08:37.000]  Most people have about 5% discretionary income in the third world,
[00:08:37.000 --> 00:08:39.000]  maybe 10% in the Western world.
[00:08:39.000 --> 00:08:41.000]  How do you get your energy cut by 50%
[00:08:41.000 --> 00:08:44.000]  when it's already, on average, around a third your cost of living?
[00:08:44.000 --> 00:08:48.000]  That is death for billions, and I have numbers on that for you.
[00:08:48.000 --> 00:08:50.000]  But that's okay.
[00:08:50.000 --> 00:08:53.000]  Kamala Harris said the quiet part out loud,
[00:08:53.000 --> 00:08:57.000]  watch Kamala Harris call for depopulation during climate speech.
[00:08:57.000 --> 00:08:59.000]  We'll be getting to those quotes.
[00:08:59.000 --> 00:09:01.000]  And I thought I'd show you the Bill and Melinda Gates Foundation
[00:09:01.000 --> 00:09:04.000]  saying we're really a depopulation foundation
[00:09:04.000 --> 00:09:07.000]  and giving Bill Gates an award for depopulating people.
[00:09:07.000 --> 00:09:10.000]  And if you don't believe in Global Depopulation Agenda,
[00:09:10.000 --> 00:09:12.000]  then we have something interesting for you.
[00:09:13.000 --> 00:09:18.000]  These are bibliographed, documented, vetted quotes.
[00:09:18.000 --> 00:09:21.000]  Many of these I was reading when I was 18, 19 years old
[00:09:21.000 --> 00:09:23.000]  and didn't believe it, so I went to the library.
[00:09:23.000 --> 00:09:26.000]  They didn't have it, so I went to the UT library
[00:09:26.000 --> 00:09:28.000]  that did have it or had them sent off for it.
[00:09:28.000 --> 00:09:31.000]  I actually got the books where they said these things,
[00:09:31.000 --> 00:09:33.000]  how they're going to set up world government
[00:09:33.000 --> 00:09:35.000]  and how they're going to kill your family.
[00:09:35.000 --> 00:09:37.000]  That's from UNESCO Courier.
[00:09:37.000 --> 00:09:41.000]  That's the UNESCO United Nations Educational and Cultural Organization's
[00:09:41.000 --> 00:09:43.000]  official newspaper.
[00:09:43.000 --> 00:09:46.000]  Our American burdens each.
[00:09:46.000 --> 00:09:49.000]  One American burdens the earth
[00:09:49.000 --> 00:09:52.000]  much more than 20 Bangladeshians.
[00:09:52.000 --> 00:09:56.000]  This is a terrible thing to say in order to stabilize world population.
[00:09:56.000 --> 00:09:59.000]  We must eliminate 350,000 people per day.
[00:09:59.000 --> 00:10:02.000]  It's a horrible thing to say, but it's just as bad not to say it.
[00:10:02.000 --> 00:10:06.000]  That's Jacques Cousteau in the United Nations Courier.
[00:10:06.000 --> 00:10:10.000]  And of course they've made the decision to first wipe out the first world
[00:10:10.000 --> 00:10:12.000]  and then they'll wipe out the third world,
[00:10:12.000 --> 00:10:14.000]  but there'll be nowhere for the third world to run
[00:10:14.000 --> 00:10:16.000]  once the Globals have taken down the first world.
[00:10:16.000 --> 00:10:19.000]  We're going to read you more of those loving quotes
[00:10:19.000 --> 00:10:24.000]  like Prince Philip, King Charles' father, saying things even worse.
[00:10:24.000 --> 00:10:28.000]  Continuing, we've got major news
[00:10:28.000 --> 00:10:33.000]  on what the cult of psychology and psychiatry is doing in the United States.
[00:10:33.000 --> 00:10:36.000]  You can always hear about these psychologists and psychiatrists
[00:10:36.000 --> 00:10:38.000]  that got caught having sex with their patients.
[00:10:39.000 --> 00:10:42.000]  And it's been reported by CNN, you name it,
[00:10:42.000 --> 00:10:45.000]  therapy where the clothes come off.
[00:10:45.000 --> 00:10:49.000]  So that's not just pedophilia for the kids.
[00:10:49.000 --> 00:10:52.000]  It's having sex with your therapist, but it's okay.
[00:10:52.000 --> 00:10:53.000]  It's professional.
[00:10:53.000 --> 00:10:56.000]  49-year-old transgender biological male runner
[00:10:56.000 --> 00:11:00.000]  takes the bronze medal away from woman at Para World Championships.
[00:11:00.000 --> 00:11:02.000]  Look at this dude.
[00:11:02.000 --> 00:11:05.000]  And if you say that in many jurisdictions, you go to jail.
[00:11:05.000 --> 00:11:08.000]  Yep, got to let men invade women's spaces.
[00:11:08.000 --> 00:11:11.000]  And the U.N. says they support women, don't they?
[00:11:11.000 --> 00:11:14.000]  So, they mean the new woman.
[00:11:14.000 --> 00:11:15.000]  So that's coming up.
[00:11:15.000 --> 00:11:17.000]  Russia Duma, that's their Congress,
[00:11:17.000 --> 00:11:20.000]  bans all gender reassignment surgeries.
[00:11:20.000 --> 00:11:22.000]  We're going to be reading through that article why they're doing it.
[00:11:22.000 --> 00:11:24.000]  And R.L.K.'s at it again.
[00:11:24.000 --> 00:11:26.000]  He's Alex Jones 2.0.
[00:11:26.000 --> 00:11:30.000]  R.L.K. Jr., climate change is being used to control us through fear
[00:11:30.000 --> 00:11:32.000]  and is not dealing with real environmental problems,
[00:11:32.000 --> 00:11:35.000]  but is a giant Ponzi scheme by central banks across the world
[00:11:35.000 --> 00:11:39.000]  to bring in total surveillance and control and end industrial societies
[00:11:39.000 --> 00:11:42.000]  and consolidate power and wealth in the hands of a few.
[00:11:42.000 --> 00:11:44.000]  Yep, totally true.
[00:11:44.000 --> 00:11:49.000]  So, I want to say he's totally defected over to our side.
[00:11:49.000 --> 00:11:52.000]  And you wouldn't be saying stuff like that unless you had really defected
[00:11:52.000 --> 00:11:55.000]  because the globalists never pose like us and then say that much.
[00:11:55.000 --> 00:11:56.000]  They never go that far.
[00:11:56.000 --> 00:11:57.000]  They're more of a Mike Pence.
[00:11:57.000 --> 00:11:58.000]  I love the Lord.
[00:11:58.000 --> 00:12:00.000]  Everything's fine.
[00:12:00.000 --> 00:12:02.000]  Take your microchip.
[00:12:02.000 --> 00:12:06.000]  Just more of, yes, I'm very conservative.
[00:12:06.000 --> 00:12:08.000]  Went to church three times this week.
[00:12:08.000 --> 00:12:10.000]  Yes, sir.
[00:12:10.000 --> 00:12:16.000]  And it's all, look how good I am, but not actually attacking meat and potato issues.
[00:12:16.000 --> 00:12:18.000]  And that's why Trump calls him a very smart person
[00:12:18.000 --> 00:12:20.000]  and a real populace of the people.
[00:12:20.000 --> 00:12:21.000]  Yes, both men are.
[00:12:21.000 --> 00:12:23.000]  But by the way, I don't like bashing the Santas
[00:12:23.000 --> 00:12:26.000]  even though he's got some seedy Republican nerdy walls around him.
[00:12:26.000 --> 00:12:28.000]  That's what the Republican establishment is.
[00:12:28.000 --> 00:12:30.000]  And I like his policies.
[00:12:30.000 --> 00:12:31.000]  Luckily, he stands for it.
[00:12:31.000 --> 00:12:35.000]  He came out with Tucker and said the first thing he'll do is kill the ESGs
[00:12:35.000 --> 00:12:37.000]  and the carbon taxes and the rest of it.
[00:12:37.000 --> 00:12:38.000]  That's good.
[00:12:38.000 --> 00:12:42.000]  Let's not let Trump and the Santas destroy each other.
[00:12:42.000 --> 00:12:44.000]  Plus, Trump's 30, 40 points ahead of him.
[00:12:44.000 --> 00:12:46.000]  The Santas has been crushed.
[00:12:46.000 --> 00:12:49.000]  So, let him get a little limelight.
[00:12:49.000 --> 00:12:53.000]  Let's not be too mad at him because we need good people like him, ladies and gentlemen.
[00:12:53.000 --> 00:12:55.000]  I think he's a good person.
[00:12:55.000 --> 00:12:57.000]  And let me look.
[00:12:57.000 --> 00:13:00.000]  I don't totally trust Elon Musk, but he's going in the right direction.
[00:13:00.000 --> 00:13:03.000]  As long as he's going in the right direction, it's fine.
[00:13:03.000 --> 00:13:05.000]  There's an old saying they had around the world
[00:13:05.000 --> 00:13:07.000]  when the British empire was in complete control
[00:13:07.000 --> 00:13:09.000]  and the British were known for being so aggressive and murderous,
[00:13:09.000 --> 00:13:11.000]  at least on the open seas,
[00:13:11.000 --> 00:13:17.000]  that if you ever scratch a Englishman,
[00:13:17.000 --> 00:13:19.000]  you find a pirate underneath
[00:13:19.000 --> 00:13:23.000]  because they would haul down the British flag
[00:13:23.000 --> 00:13:24.000]  and then they'd haul up the Jolly Roger.
[00:13:24.000 --> 00:13:26.000]  That was most of your pirates were British, or a lot of them at least.
[00:13:26.000 --> 00:13:31.000]  And they would letter a mark, jump back and forth, false flagging people.
[00:13:31.000 --> 00:13:33.000]  The British were just the best at it over time.
[00:13:33.000 --> 00:13:35.000]  And so that's why they were able to rule.
[00:13:35.000 --> 00:13:37.000]  Tell Britannia, Britannia rules the waves.
[00:13:37.000 --> 00:13:40.000]  And of course, you know why the sun never set on the British empire, right?
[00:13:40.000 --> 00:13:43.000]  Because God wouldn't trust an Englishman in the dark.
[00:13:43.000 --> 00:13:47.000]  That's really good, actually, isn't it?
[00:13:47.000 --> 00:13:52.000]  But continuing, I don't trust any of these people at the end of the day.
[00:13:52.000 --> 00:13:54.000]  I trust my mom. I trust my dad.
[00:13:54.000 --> 00:13:56.000]  Maybe I trust my wife.
[00:13:56.000 --> 00:13:59.000]  I mean, I love her and care about her, but I'm not quite sure about that.
[00:13:59.000 --> 00:14:01.000]  I'm joking. Maybe not.
[00:14:01.000 --> 00:14:02.000]  But you know what I mean.
[00:14:02.000 --> 00:14:04.000]  I trust my mother and my father.
[00:14:04.000 --> 00:14:06.000]  And I love my children, and they're pretty good.
[00:14:06.000 --> 00:14:09.000]  But I've still seen them do some weird stuff.
[00:14:09.000 --> 00:14:14.000]  And I think I trust the crew.
[00:14:14.000 --> 00:14:16.000]  The crew we've got now, we've been through a lot together.
[00:14:16.000 --> 00:14:17.000]  I mean that.
[00:14:17.000 --> 00:14:20.000]  But at the end of the day, when someone's going in the right direction,
[00:14:20.000 --> 00:14:23.000]  you need to support their right action and encourage it.
[00:14:23.000 --> 00:14:26.000]  And then you'll usually get a lot more of that instead of like,
[00:14:26.000 --> 00:14:29.000]  Well, I'm not sure they're not controlled opposition.
[00:14:29.000 --> 00:14:32.000]  Well then, let's see you get out there and be the opposition.
[00:14:32.000 --> 00:14:35.000]  That's the same thing for sound of freedom.
[00:14:35.000 --> 00:14:36.000]  I love Greg Reese.
[00:14:36.000 --> 00:14:37.000]  Skip this break.
[00:14:37.000 --> 00:14:39.000]  I think he's a really smart guy.
[00:14:39.000 --> 00:14:42.000]  I don't put prior constraints on my reporters.
[00:14:42.000 --> 00:14:44.000]  I hire them because I trust them and I like them.
[00:14:44.000 --> 00:14:46.000]  And they'll tend to vet stuff amongst each other.
[00:14:46.000 --> 00:14:47.000]  And every once in a while,
[00:14:47.000 --> 00:14:49.000]  Reese puts out something I don't totally agree with.
[00:14:50.000 --> 00:14:51.000]  He put out a report.
[00:14:51.000 --> 00:14:52.000]  Let's just cover this now.
[00:14:52.000 --> 00:14:53.000]  I'm going to put it on screen if you can find it.
[00:14:53.000 --> 00:14:54.000]  It's his last report.
[00:14:54.000 --> 00:14:56.000]  Dealing with the sound of freedom.
[00:14:56.000 --> 00:14:58.000]  And he didn't say the sound of freedom or bad people.
[00:14:58.000 --> 00:15:01.000]  He didn't say any of that.
[00:15:01.000 --> 00:15:05.000]  He just said, look, they list the federal agency
[00:15:05.000 --> 00:15:08.000]  and international groups set up by the Clintons
[00:15:08.000 --> 00:15:10.000]  back during the Clinton administration in the 90s
[00:15:10.000 --> 00:15:13.000]  that has been caught covering up and running things.
[00:15:13.000 --> 00:15:16.000]  And so how are they listing an organization
[00:15:16.000 --> 00:15:18.000]  that has been involved in this stuff?
[00:15:18.000 --> 00:15:19.000]  I mean, the head of the,
[00:15:19.000 --> 00:15:20.000]  deputy head of the Clinton Foundation,
[00:15:20.000 --> 00:15:24.000]  remember, got caught smuggling kids out of Haiti.
[00:15:24.000 --> 00:15:27.000]  And she went to prison for a few years
[00:15:27.000 --> 00:15:29.000]  and then changed her name
[00:15:29.000 --> 00:15:32.000]  and does head in the Amber Alert system.
[00:15:32.000 --> 00:15:33.000]  So yeah, if you're going to be kidnapping kids
[00:15:33.000 --> 00:15:34.000]  and grabbing kids,
[00:15:34.000 --> 00:15:36.000]  you want to be in control of the people
[00:15:36.000 --> 00:15:38.000]  trying to find them through the database.
[00:15:38.000 --> 00:15:42.000]  But that's the only database to report it to.
[00:15:42.000 --> 00:15:44.000]  So what are you supposed to do?
[00:15:44.000 --> 00:15:46.000]  It's like the FBI at the top is corrupt.
[00:15:46.000 --> 00:15:48.000]  Well, if somebody, you saw a bank get robbed,
[00:15:48.000 --> 00:15:52.000]  you call the local police, they call the FBI or vice versa.
[00:15:52.000 --> 00:15:54.000]  It's who you have to report to.
[00:15:54.000 --> 00:15:57.000]  People are like, well, this movie points people
[00:15:57.000 --> 00:15:59.000]  at this organization.
[00:15:59.000 --> 00:16:01.000]  And I agree, we should expose the organization,
[00:16:01.000 --> 00:16:02.000]  look at what it's done,
[00:16:02.000 --> 00:16:04.000]  but it's got some good people in it as well.
[00:16:04.000 --> 00:16:06.000]  It's like they catch border patrol agents sometimes
[00:16:06.000 --> 00:16:08.000]  involve smuggling kids or drugs.
[00:16:08.000 --> 00:16:09.000]  Is the whole border patrol bad?
[00:16:09.000 --> 00:16:11.000]  All I'm saying is yes,
[00:16:11.000 --> 00:16:13.000]  all the major institutions are corrupt,
[00:16:13.000 --> 00:16:15.000]  but they're the institutions that are there.
[00:16:15.000 --> 00:16:17.000]  It's like the border patrol is there
[00:16:17.000 --> 00:16:19.000]  basically assisting smuggling of humans.
[00:16:19.000 --> 00:16:20.000]  And they said, the union has said,
[00:16:20.000 --> 00:16:22.000]  if we don't follow orders and all quit,
[00:16:22.000 --> 00:16:24.000]  there'll be no control down there.
[00:16:24.000 --> 00:16:25.000]  Would you rather that?
[00:16:25.000 --> 00:16:26.000]  And a lot of folks are quitting saying,
[00:16:26.000 --> 00:16:28.000]  yeah, that's the right thing to do.
[00:16:28.000 --> 00:16:31.000]  All I'm saying is you've got to look at the larger issues.
[00:16:31.000 --> 00:16:33.000]  But the name of the video was Angel Studios
[00:16:33.000 --> 00:16:36.000]  directing people to Clinton Podesta NGO.
[00:16:36.000 --> 00:16:38.000]  And I want to play that in a moment
[00:16:38.000 --> 00:16:40.000]  because it's an important report
[00:16:40.000 --> 00:16:43.000]  and you should know all the facets to it
[00:16:43.000 --> 00:16:44.000]  and understand it.
[00:16:45.000 --> 00:16:48.000]  And it does go further as well.
[00:16:48.000 --> 00:16:50.000]  But let me tell you,
[00:16:50.000 --> 00:16:52.000]  the pitos aren't happy about this movie
[00:16:52.000 --> 00:16:53.000]  and they're very scared of it
[00:16:53.000 --> 00:16:55.000]  and they've tried to block it.
[00:16:55.000 --> 00:16:57.000]  And just in my gut, in my spirit,
[00:16:57.000 --> 00:16:59.000]  I think it's a good movie and good people.
[00:16:59.000 --> 00:17:01.000]  We know the inside baseball.
[00:17:01.000 --> 00:17:02.000]  I knew about this before.
[00:17:02.000 --> 00:17:04.000]  I was told about it in the last few days
[00:17:04.000 --> 00:17:05.000]  and told not to tell anybody
[00:17:05.000 --> 00:17:06.000]  because it was inside baseball.
[00:17:06.000 --> 00:17:08.000]  But I didn't get it from that source.
[00:17:08.000 --> 00:17:09.000]  So I'm going to go ahead and tell you.
[00:17:09.000 --> 00:17:11.000]  Of course, there's infighting within
[00:17:11.000 --> 00:17:13.000]  the people that made the movie
[00:17:13.000 --> 00:17:14.000]  and the Underground Railroad.
[00:17:14.000 --> 00:17:16.000]  And I had people involved,
[00:17:16.000 --> 00:17:19.000]  that were involved saving kidnapped kids
[00:17:19.000 --> 00:17:21.000]  all over Latin America and other areas,
[00:17:21.000 --> 00:17:22.000]  come to me when I was promoting
[00:17:22.000 --> 00:17:23.000]  the Underground Railroad five years ago
[00:17:23.000 --> 00:17:25.000]  and say, listen, they're not bad.
[00:17:25.000 --> 00:17:27.000]  They're not smuggling kids.
[00:17:27.000 --> 00:17:29.000]  But it's more of like a PR firm
[00:17:29.000 --> 00:17:32.000]  and they buy kids from smugglers.
[00:17:32.000 --> 00:17:34.000]  And so that's actually creating a market
[00:17:34.000 --> 00:17:35.000]  and we don't think it's good
[00:17:35.000 --> 00:17:36.000]  in Army Special Operations.
[00:17:36.000 --> 00:17:38.000]  And I got a visit with some of the folks
[00:17:38.000 --> 00:17:39.000]  in Army Special Operations
[00:17:39.000 --> 00:17:41.000]  that were actually over operations in Texas
[00:17:41.000 --> 00:17:44.000]  with the governor down at the Super Bowl then.
[00:17:44.000 --> 00:17:45.000]  And they reported to me
[00:17:45.000 --> 00:17:47.000]  how the police department at the top
[00:17:47.000 --> 00:17:50.000]  is controlled and how they're involved,
[00:17:50.000 --> 00:17:52.000]  you know, allowing the sex trade,
[00:17:52.000 --> 00:17:53.000]  not just in adult women,
[00:17:53.000 --> 00:17:55.000]  but in children there
[00:17:55.000 --> 00:17:57.000]  and that I should investigate that.
[00:17:57.000 --> 00:17:58.000]  And strangely enough,
[00:17:58.000 --> 00:17:59.000]  I knew from other sources
[00:17:59.000 --> 00:18:01.000]  about those allegations
[00:18:01.000 --> 00:18:03.000]  separately in another city
[00:18:03.000 --> 00:18:05.000]  when the police chief was there.
[00:18:05.000 --> 00:18:07.000]  And this was not from law enforcement.
[00:18:07.000 --> 00:18:09.000]  This was from people that saw it.
[00:18:09.000 --> 00:18:12.000]  It wasn't children, but it was women
[00:18:12.000 --> 00:18:14.000]  and it was the police.
[00:18:14.000 --> 00:18:16.000]  So yes, this is going on.
[00:18:16.000 --> 00:18:18.000]  Yes, this is very serious.
[00:18:18.000 --> 00:18:20.000]  And yes, it's bone chilling
