[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[05:07.000 --> 05:13.000]  My answer would be all I can get in the battle for freedom and the lives of your loved ones.
[05:13.000 --> 05:20.000]  Food is your only ammunition. How much do you want? When do you want it? Now or after the battle starts? When will you need it?
[05:20.000 --> 05:25.000]  Can you buy it without proper identification? Will there be any food? Will it make your children sick?
[05:25.000 --> 05:30.000]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[05:30.000 --> 05:37.000]  You wipe out all these problems if you have a good food supply. Food is your ammunition to fight for your freedom and your life.
[05:37.000 --> 05:43.000]  How much will you need? We don't know. How much do you want? All you can get. I'm Alex Jones.
[05:43.000 --> 05:58.000]  I want all of you good guys to live to fight another day. Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com. Again that number 1-800-409-5633.
[06:13.000 --> 06:23.000]  Alex Jones on the GCN Radio Network and now live from Austin, Texas, Alex Jones.
[06:23.000 --> 06:36.000]  The internet cuts both ways. It can be used as a tool of incredible liberty and freedom and empower the free market and uplift the very poor and make the middle class wealthy.
[06:36.000 --> 06:47.000]  Or it can be used as an iron fist of surveillance and control. And that's what DARPA and the Pentagon openly designed the internet for in the 60s and 1970s.
[06:47.000 --> 06:57.000]  That's not my opinion. That's what all the experts from across the political spectrum who've broken down the history of the internet worldwide clearly have concluded.
[06:57.000 --> 07:08.000]  In fact, here is the Wall Street Journal from this weekend. And this is the front page of the Wall Street Journal.
[07:08.000 --> 07:19.000]  And it says, the digital dictatorship and an image of a man with barbed wire wrapped around him as he sits in front of his computer.
[07:19.000 --> 07:30.000]  It's fashionable to hold up the internet as the road to democracy and liberty in countries like Iran. But it can also be a very effective tool for quashing freedom.
[07:30.000 --> 07:36.000]  And it mainly focuses on China, Iran and others use it to crack down and control people.
[07:36.000 --> 07:42.000]  But if you really look at the cyber security bill that's passed the House, that's actually what's being set up here in the United States.
[07:42.000 --> 07:52.000]  And simultaneously, the exact same policies and control systems are being put in in Western Europe, England, Australia, Canada and New Zealand.
[07:52.000 --> 08:11.000]  So I'm going to get into this first today. Then the latest on the kamikaze attack in North Austin on an IRS slash FBI office building will break down the latest developments on that front coming up.
[08:11.000 --> 08:18.000]  Also, Ron Paul has won the CPAC poll of who Republicans would like to be the next president. No surprise to us here.
[08:18.000 --> 08:33.000]  He got the biggest standing ovation last year at CPAC. But this is important because the Democrats and Republicans are beating the drum for new wars that all the polls show the Democrats and Republicans don't want a new war.
[08:33.000 --> 08:44.000]  So we'll be going over that today. The bigger question is what pretext will be used by our government as a reason to go to war with Iran.
[08:44.000 --> 08:55.000]  So I want to go back over some of the history of declassified government sponsored terrorism today, including something new last week that the State Department declassified.
[08:55.000 --> 09:13.000]  I sent you guys that I am. I didn't see it in my stack. We print the actual State Department page where they've now declassified that Bobby Kennedy of all people, along with Robert McNamara wanted to stage terror attacks against US facilities as a pretext for war in Latin America.
[09:13.000 --> 09:30.000]  I know that Kennedy had said no to Operation Northwood's a plan to bomb US cities, but it looks like the Kennedys were for bombing US bases to blame it. And Kennedy only got mad after the Bay of Pigs when the CIA sabotaged their own operation and then blamed it on him.
[09:30.000 --> 09:41.000]  And that's when he had his big wake-up call. We know Kennedy's never been perfect, but 50 years later they are now declassifying all of this by the day.
[09:41.000 --> 09:57.000]  And of course then LBJ did stage some events, the USS Liberty and of course Gulf of Tonkin, both of those now completely declassified as stage events uses pretext to launch wars or attempt to launch new wars.
[09:57.000 --> 10:10.000]  Now, the whole cybersecurity issue and how governments now that we're all addicted to the Internet taking it over as a tool of surveillance and control and massive censorship.
[10:10.000 --> 10:28.000]  It dovetails with articles out of the Associated Press Reuters, you name it, where public schools across the United States, not just in Philadelphia, this is the latest case, give laptops to the children that taxpayers pay for.
[10:28.000 --> 10:40.000]  The media says these are free, no, they're not free. And they're using them to surveil and they use the cameras and they watch you at home. And this is now admitted. The principal admits it and says, what's the big deal?
[10:40.000 --> 10:51.000]  But I want to explain to people, it's not just computers given to you by the government. It was not declassified. Google announced it, so did Yahoo.
[10:51.000 --> 11:09.000]  In 2006, competing software they have that is on most new computers, it's embedded. It's hardwired in as the operating systems for the microphone and camera to watch you with an NSA slash Google slash Yahoo backdoor.
[11:09.000 --> 11:18.000]  And Google and Yahoo hid this in plain view. I mean, I screamed bloody murder in 2006. Some people laughed at me, even though I linked to Google and Yahoo's own press releases.
[11:18.000 --> 11:29.000]  And it's not just in prison planet. Sure, we broke it off of the Google press release. The register publication newspaper over in England reported on it a few days later.
[11:29.000 --> 11:41.000]  So we'll be going over that because you need to know, I mean, I've had people in my office and people at my home say, why is there a postage stamp or a sticker stuck on your computer screen's cameras that are up at the top?
[11:41.000 --> 11:50.000]  And I said, oh, because the government and corporations dial in and watch with those, but I have trouble, you know, plugging up the microphone.
[11:50.000 --> 12:00.000]  And then they laugh at you. This is not funny. Okay, this is not a joke. I know that's big brother and it's hard for you to believe this is going on.
[12:00.000 --> 12:08.000]  But then overnight they come out very calmly and say, yes, we're listening and watching all of you and yuppies don't like to be losers.
[12:08.000 --> 12:15.000]  So they just didn't overnight say, well, I like being watched. I like being listened to. That's freedom. And Alex is a cook because he doesn't like it.
[12:15.000 --> 12:25.000]  Alex was a cook saying it existed four years ago and we just didn't check his documentation. But now that it's on Fox and CNN.
[12:25.000 --> 12:30.000]  And of course they're reporting it like it's not that big of a deal. Well, it keeps the kids safe to be watched at school.
[12:30.000 --> 12:36.000]  And yeah, the school didn't tell people. And yeah, the principal called the young man in and said, you were doing something you shouldn't have been.
[12:36.000 --> 12:43.000]  No one knows what that was in his bedroom. And yeah, you know, there's a lawsuit now and the FBI is involved.
[12:43.000 --> 12:50.000]  And then they're saying, well, it's okay to have the software on there for the school to look at you, but we want to know why they were activating.
[12:50.000 --> 13:01.000]  Sure. No, all your computers have it if you bought them in the last five, six years. And it just, and you're saying, well, how do they have millions of people listening to me?
[13:01.000 --> 13:13.000]  They don't. They have 30 year old NSA technology known as Eshalon. Eshalon software. This is the old stuff we know about.
[13:13.000 --> 13:22.000]  And it keywords. And so computer dials in and records you and then transcripts are made and put into algorithm databases.
[13:22.000 --> 13:29.000]  But if they actually want to pull the video or audio up, they do. And they use this to frame a lot of people in government and whistleblowers.
[13:29.000 --> 13:34.000]  They don't like. Let's say you are playing with yourself in front of the computer.
[13:34.000 --> 13:41.000]  They just videotape you off the camera. And clearly this just happened to one of the former weapons inspectors that's been exposing them.
[13:41.000 --> 13:48.000]  And then they splice that in and claim you were doing it online with a underage girl. This is the type of stuff they can do.
[13:48.000 --> 14:01.000]  They can also record your voice when you're on the phone and then create a code key copy that will fool even the best voice recognition technology.
[14:01.000 --> 14:12.000]  A computer can't even tell the difference. And then, and then they can, and they had this 15 years ago in seconds, type up what they want you to say and then have you say it perfectly.
[14:12.000 --> 14:18.000]  And we've actually now been finding some of this online with people already doing this to me.
[14:18.000 --> 14:27.000]  So look out, ladies and gentlemen, look out. Now it's getting cheap to morph video as well. But you bet.
[14:27.000 --> 14:33.000]  If you're, if you're sitting there looking at pornography in front of your computer at night.
[14:33.000 --> 14:42.000]  Oh, and it's your digital cable box to your digital cable box or Tivo records what you watch when you watch it and has built in onboard audio as well.
[14:42.000 --> 14:47.000]  Many have video now thought. And of course, I knew about that 10 years ago and warned you as well. People laughed about it.
[14:47.000 --> 14:53.000]  And then now it's mainstream news. So everything you're doing is being watched. In fact, we bring my iPhone in place.
[14:53.000 --> 15:04.000]  Remember on Chris on it wasn't Christmas Day. It was Thanksgiving Day. Was it 2005 Bush flew over to Baghdad?
[15:04.000 --> 15:12.000]  No, no, 2007. We weren't in Baghdad yet. No, we were 2003 was 2005 memory folks. I'm going back here.
[15:12.000 --> 15:17.000]  It was 2005 Bush flew over to present the Turkey and Baghdad.
[15:17.000 --> 15:26.000]  And a whole bunch of the press got on at Fort Hood, where they met Bush to fly over on the on the surprise photo op.
[15:26.000 --> 15:36.000]  And what happened was at that takeoff, they ordered everyone to take the batteries off of their cell phones and put them in a bag.
[15:36.000 --> 15:46.000]  Well, and it came out in the news. Well, that's because by federal law, all cell phones made up for 2001 have a chip in them where government or private
[15:46.000 --> 15:57.000]  corporations can dial in live time and listen to the audio. And now most phones have video and video and track exactly where you're at.
[15:57.000 --> 16:17.000]  I told you about that in 1996.
[16:28.000 --> 16:34.000]  Go to homegain.com and get an instant home value estimate. You comparable homes and check out street views.
[16:34.000 --> 16:39.000]  Homegain.com has an A plus rating with a better business bureau and contains a wealth of information.
[16:39.000 --> 16:44.000]  Like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[16:44.000 --> 16:59.000]  See the top 12 home improvements right now at homegain.com. That's H-O-M-E-G-A-I-N dot com. Look for Max, the orange homegain gorilla to help you find a realtor or with any other real estate needs you might have at homegain.com. Your real estate connection.
[17:15.000 --> 17:25.000]  You'll know what's in your cup. Clean, great tasting water without all the pollutants. Get your family off the grid today by ordering your own Acola Blue Atmospheric Water Generator for your home or business.
[17:25.000 --> 17:35.000]  Their best seller, the Acola Blue 28, produces up to 7 gallons of water every day. The Acola Blue 28 is easy to use and economical. Generate your own pure water from the humidity in the air.
[17:35.000 --> 17:43.000]  This system is free of chemicals and uses a multi-stage filtration system including reverse osmosis, carbon filters and ultraviolet lights.
[17:43.000 --> 17:52.000]  Order now and claim your water independence today by calling Acola Blue at 1-800-691-6043. That's 1-800-691-6043.
[17:52.000 --> 18:14.000]  Or visit Acola Blue on the web at www.ecoloblu.com today. This is Alex Jones with 5 good reasons you should consider buying a solar power generator. Number 1, new climate legislation could easily double or triple your electric bill. Number 2, our new energies are, wants to control how much power your electric company allows you to have.
[18:14.000 --> 18:24.000]  That's true. Total government control of electricity in the name of smart grid technology is coming. Number 3, in some areas of the country, the power grid is dangerously overloaded.
[18:24.000 --> 18:35.000]  And now, new socialist legislation is only compounding the problem. Number 4, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[18:35.000 --> 18:45.000]  Number 5, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[18:45.000 --> 18:59.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[18:59.000 --> 19:08.000]  Hello, this is Alex Jones with some important questions. If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[19:08.000 --> 19:17.000]  My answer would be all I can get. In the battle for freedom and the lives of your loved ones, food is your only ammunition. How much do you want? When do you want it?
[19:17.000 --> 19:25.000]  Now or after the battle starts, when will you need it? Can you buy it without proper identification? Will there be any food? Will it make your children sick?
[19:25.000 --> 19:34.000]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized? You wipe out all these problems if you have a good food supply.
[19:34.000 --> 19:43.000]  Food is your ammunition to fight for your freedom and your life. How much will you need? We don't know. How much do you want? All you can get. I'm Alex Jones.
[19:43.000 --> 19:58.000]  I want all of you good guys to live to fight another day. Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com. Again, that number 1-800-409-5633.
[20:13.000 --> 20:26.000]  We are back live, ladies and gentlemen. Thank you so much for joining us. We're going to have wide open phones in the second hour today.
[20:26.000 --> 20:35.000]  It is Sunday, the 21st day of February 2010. I want to go over all this news first.
[20:35.000 --> 20:51.000]  Okay, as we went to break, I was explaining that in 1996, when I first got on talk radio, I was exposing that under federal law, all cell phones were designed so the government could dial in and listen to everything you were doing even when the phone was off.
[20:51.000 --> 21:04.000]  Now, you may have said, well, wait a minute, you said that was 2001. It became law in 2001. In 2006, they passed the Telecommunications Act and in and amongst the bill.
[21:04.000 --> 21:13.000]  And this was even in mainstream news. It said that the government and simultaneously other governments adopted this as well as were under a global system.
[21:13.000 --> 21:24.000]  The corporations, the Fortune 100 set the rules that all cell phones were becoming tracking devices to track you down to a few feet of wherever you were.
[21:24.000 --> 21:34.000]  Even if the phone doesn't have GPS, the cell towers do and triangulate where you are and where they can dial in and listen to everything you're doing and track you.
[21:34.000 --> 21:43.000]  Now, in 2003, I saw mainstream news articles. The first one I saw was the governor of Wisconsin in an article going, look at our new fusion center.
[21:43.000 --> 21:54.000]  The Feds paid for it. Yeah, with our money and we can live time type in somebody's name and pull up wherever they are via their cell phone. Total big brother.
[21:54.000 --> 22:01.000]  Now, notice almost all the new cell phone brands like iPhone. You can't take the matter to you.
[22:01.000 --> 22:05.000]  And without warrants, they just dial in, do whatever they want.
[22:05.000 --> 22:13.000]  And of course, the government lied about that and said, oh, we only use it once we have warrants. Then it turned out millions of roving wiretaps a month.
[22:13.000 --> 22:19.000]  They just do whatever they want. They don't get a warrant. They do nothing.
[22:19.000 --> 22:24.000]  And the government mainly uses this to track what the public really thinks.
[22:24.000 --> 22:31.000]  And they know you're angry at them. They don't have to read a Rasmussen poll where 75% of Americans are ready for revolution.
[22:31.000 --> 22:36.000]  They already know that because they're listening to you. They're criminal. They're out of control.
[22:36.000 --> 22:50.000]  Think how outrageously corrupt this Philadelphia public school was that the principles, the principal and assistant principles are on record.
[22:50.000 --> 22:55.000]  The parents and kids found out because they would say, I saw your son smoking marijuana.
[22:55.000 --> 22:58.000]  I saw your son doing something you shouldn't have been doing in his bedroom.
[22:58.000 --> 23:02.000]  I saw your daughter. People said, how on earth do you know that?
[23:02.000 --> 23:08.000]  And they said, well, we have software on these computers that the feds paid for that are anti theft.
[23:08.000 --> 23:14.000]  And if we want to know the laptop stolen, we just dial in and turn the video camera on.
[23:14.000 --> 23:19.000]  Wait a minute, but in these cases in the federal lawsuit, the laptops weren't stolen.
[23:19.000 --> 23:29.000]  See, I remember 10 years ago and Steve Watson wrote an article for presidentplanet.com today, breaking this down, giving you the big picture.
[23:29.000 --> 23:36.000]  That's what we do. We don't just cover one story by itself. Our articles almost entirely are big picture where we'll go.
[23:36.000 --> 23:46.000]  Oh, look at this article and then look at 20 others in Tennessee and California and Texas in New York.
[23:46.000 --> 23:57.000]  I mean, just literally hundreds of cases where a visiting basketball team of middle school girls in one Tennessee case show up in the showers after the basketball game
[23:57.000 --> 24:06.000]  and see cameras in the showers and run out, freaking out, panicking parents are cussing and yelling in the parking lot.
[24:06.000 --> 24:10.000]  And the school said, well, of course there could be theft. There could be fights in the showers.
[24:10.000 --> 24:13.000]  Yes, we record all the naked girls in the showers.
[24:13.000 --> 24:21.000]  They had sold it in some type of brainwashing operation in that particular school district, but then when other people showed up who hadn't been brainwashed
[24:21.000 --> 24:24.000]  and hadn't been conditioned, they rightfully freaked out.
[24:24.000 --> 24:32.000]  It's the same thing with the naked body scanners where they admittedly record your naked body and store it in a biometric ID database.
[24:32.000 --> 24:34.000]  This is the government recording your naked body.
[24:34.000 --> 24:46.000]  And as we predicted, now movie stars, TV stars and others in England have had their TSA print off their naked body scan and say, please sign this for us.
[24:46.000 --> 24:53.000]  See, government setting the precedent that they're God, that they can do whatever they want.
[24:53.000 --> 25:02.000]  And all these records of the cable companies and others of what you watch and what you do, it all goes into your file on your psychological makeup.
[25:02.000 --> 25:07.000]  This has all been admitted.
[25:07.000 --> 25:09.000]  And so it's the same thing here.
[25:09.000 --> 25:20.000]  You've seen the news reports all over the country where in a whole bunch of the cases, a girl, it's always a girl, gives one of her friends a Tylenol or a Luton's cough drop.
[25:20.000 --> 25:26.000]  In one case, it was nothing but sugar and a little bit of menthol, not even an over-the-counter drug.
[25:26.000 --> 25:38.000]  And they arrested her, strip searched her to see if she had other drugs, quote, drugs, and then say, we're allowed to strip search.
[25:38.000 --> 25:44.000]  See, they're just setting the precedent and telling you, yes, we're going to record you.
[25:44.000 --> 25:45.000]  We're going to videotape you.
[25:45.000 --> 25:52.000]  We're going to put, I mean, I've literally seen hundreds of articles about cameras in the bathroom stalls in public schools.
[25:52.000 --> 25:56.000]  And then I saw articles in Florida and Michigan of all places.
[25:56.000 --> 25:57.000]  And I haven't looked in years.
[25:57.000 --> 26:04.000]  This was like five years ago where they were putting cameras in the bathroom stalls at roadside stops.
[26:04.000 --> 26:11.000]  So you need to be aware of this is happening and get angry about it and say no, say no to all of this.
[26:11.000 --> 26:17.000]  But of course, it's all done for your safety.
[26:17.000 --> 26:21.000]  But think about the psychology of these principles when they go,
[26:21.000 --> 26:22.000]  what's the big deal?
[26:22.000 --> 26:26.000]  We're just turning the cameras on when your daughter or son are in their bedroom.
[26:26.000 --> 26:27.000]  That's freedom.
[26:27.000 --> 26:31.000]  20 plus thousand homes in England and growing.
[26:31.000 --> 26:33.000]  It was 2,000 a year ago.
[26:33.000 --> 26:34.000]  Now it's 20,000.
[26:34.000 --> 26:40.000]  People have children and they say, you had a learning disability or you were arrested once.
[26:40.000 --> 26:42.000]  Your child's in danger.
[26:42.000 --> 26:55.000]  And so now we're going to make you at birth when you leave the hospital for a few months, have multiple cameras in your house that the government monitors to make sure you know how to feed and change and take care of your baby.
[26:55.000 --> 26:57.000]  Guilty until proven innocent.
[26:57.000 --> 26:59.000]  I saw a story two years ago.
[26:59.000 --> 27:02.000]  Houston police chief calls for cameras and homes.
[27:02.000 --> 27:03.000]  People won't believe it.
[27:03.000 --> 27:04.000]  Pull it up.
[27:04.000 --> 27:05.000]  Just search engine.
[27:05.000 --> 27:12.000]  Well, we're also simple casting at prison planet dot TV for viewers and then we archive this for prison planet dot TV.
[27:12.000 --> 27:18.000]  So people can watch the show, not just the radio show, whenever you want, how you want.
[27:18.000 --> 27:24.000]  And so some people will say, well, why do you have a free iPhone app that's in the top 10 apps for news apps?
[27:24.000 --> 27:28.000]  Now at the iPhone store, it's a free app.
[27:28.000 --> 27:30.000]  Links are up at info wars dot com prison blood dot com.
[27:30.000 --> 27:32.000]  Well, people are going to have these phones regardless.
[27:32.000 --> 27:33.000]  People are going to be surveilled.
[27:33.000 --> 27:38.000]  I'm going to use the very instrument of surveillance and control.
[27:38.000 --> 27:44.000]  I'm going to use these to break people's conditioning.
[27:44.000 --> 27:48.000]  It's an inanimate tool.
[27:48.000 --> 27:55.000]  That'd be like if you were in a Nazi concentration camp or a Russian concentration camp and you grabbed a gun away from one of the Nazi guards.
[27:55.000 --> 27:58.000]  And oh, don't use a Nazi gun or a Russian gun on a Russian.
[27:58.000 --> 28:00.000]  No, it's an inanimate object.
[28:00.000 --> 28:02.000]  I will use it as a tool.
[28:02.000 --> 28:09.000]  Yes, we use the big brother system to reach out to people and to warn them about what's really going on in the matrix.
[28:09.000 --> 28:12.000]  You've got to go into the matrix to get people out of the matrix.
[28:12.000 --> 28:18.000]  Ladies and gentlemen, the point is you're not in Kansas anymore.
[28:18.000 --> 28:23.000]  Foreign offshore corporations brag that they've set up a total surveillance grid.
[28:23.000 --> 28:30.000]  And what's what's the end game to financially rob you of everything you've got of everything you are.
[28:30.000 --> 28:32.000]  They're going to be able to rob you successfully.
[28:32.000 --> 28:36.000]  They've got to have this police state surveillance grid in place so they can get away with it.
[28:36.000 --> 28:45.000]  Now, when we come back, I want to get into the takeover of the entire free market internet system by cybersecurity and the White House.
[28:45.000 --> 28:46.000]  And this is nonpartisan.
[28:46.000 --> 28:51.000]  This started back under Clinton and then Bush and now Obama.
[28:51.000 --> 28:59.000]  But if you want to know just how bad it really is, we're going to go over it and a lot more coming up today.
[28:59.000 --> 29:07.000]  This is Alex Jones and I want to tell you about the Acola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[29:07.000 --> 29:09.000]  No, this isn't science fiction. It's very real.
[29:09.000 --> 29:13.000]  I know because I use one every day in my own home and it's available right now to you.
[29:13.000 --> 29:17.000]  Because you know exactly where your water comes from with Acola Blue, you'll know what's in your cup.
[29:17.000 --> 29:20.000]  Clean, great tasting water without all the pollutants.
[29:20.000 --> 29:26.000]  Get your family off the grid today by ordering your own Acola Blue Atmospheric Water Generator for your home or business.
[29:26.000 --> 29:31.000]  Your best seller, the Acola Blue 28, produces up to 7 gallons of water every day.
[29:31.000 --> 29:34.000]  The Acola Blue 28 is easy to use and economical.
[29:34.000 --> 29:36.000]  Generate your own pure water from the humidity in the air.
[29:36.000 --> 29:44.000]  This system is free of chemicals and uses a multi-stage filtration system including reverse osmosis, carbon filters and ultraviolet lights.
[29:44.000 --> 29:50.000]  Order now and claim your water independence today by calling Acola Blue at 1-800-691-6043.
[29:50.000 --> 29:59.000]  That's 1-800-691-6043 or visit Acola Blue on the web at www.ecoloblu.com today.
[29:59.000 --> 30:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[30:04.000 --> 30:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[30:08.000 --> 30:14.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[30:14.000 --> 30:19.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[30:19.000 --> 30:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[30:24.000 --> 30:28.000]  And now, new socialist legislation is only compounding the problem.
[30:28.000 --> 30:31.000]  Number four, dangerous weather is always a threat to local grids.
[30:31.000 --> 30:35.000]  Every year, thousands of families lose their power from weather-related onages.
[30:35.000 --> 30:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[30:40.000 --> 30:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[30:45.000 --> 30:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[30:51.000 --> 30:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[31:01.000 --> 31:05.000]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[31:05.000 --> 31:14.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[31:14.000 --> 31:18.000]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[31:18.000 --> 31:25.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions
[31:25.000 --> 31:30.000]  and also delivers the silver nanoparticles instantly into the bloodstream.
[31:30.000 --> 31:34.000]  With continued legislation threatening the sale of nano-silver products,
[31:34.000 --> 31:39.000]  you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[31:39.000 --> 31:44.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[31:44.000 --> 31:52.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[31:52.000 --> 31:55.000]  That's www.silverlungs.com.
[32:00.000 --> 32:04.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[32:04.000 --> 32:07.000]  This is our last chance to not relive history.
[32:07.000 --> 32:12.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[32:12.000 --> 32:18.000]  I've turned a tremendous influence on our president in Congress, and they really are calling the shots.
[32:18.000 --> 32:23.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[32:23.000 --> 32:34.000]  For the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[32:34.000 --> 32:38.000]  Tim Geithner, Bernanke and their arsonists, they're asking for more matches.
[32:38.000 --> 32:40.000]  And the Congress is saying, who do we make the checkout to?
[32:40.000 --> 32:42.000]  Today seems like nobody does care.
[32:42.000 --> 32:47.000]  And right now in Washington DC, we have seen a fall of the Republic.
[32:47.000 --> 32:52.000]  Get your copy of Fall of the Republic on DVD at infowars.com.
[32:52.000 --> 33:08.000]  We're watching online right now in super high quality at prisonplanet.tv.
[33:08.000 --> 33:30.000]  Okay, folks, we're back live. Thank you so much for joining us on this Sunday edition.
[33:30.000 --> 33:35.000]  So the people of the planet are waking up to the big banks to Wall Street's corruption.
