[00:00.000 --> 00:20.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[03:34.000 --> 03:42.000]  You've got Merkel's almost lost control of the Bundestag, the Reichstag, the upper and lower houses.
[03:42.000 --> 03:50.000]  And she's still trying to foist her and force her on everyone.
[03:50.000 --> 03:55.000]  This is all what the technocrats basically have in mind for us.
[03:55.000 --> 04:10.000]  But the good news is, from France to Spain to Russia to the UK, the United States, and all over the world, people now get it.
[04:10.000 --> 04:18.000]  They understand global government. They understand the corporations or tax exempt and are making deals with politicians about where the jobs go and where the industry goes, playing God.
[04:18.000 --> 04:24.000]  Oh, China, you'll get all the rare earth minerals under secret treaty. We don't get them.
[04:24.000 --> 04:26.000]  That's now come out.
[04:26.000 --> 04:36.000]  I mean, China now, in global government, is dictating shut off your fake news, shut off your nationalist.
[04:36.000 --> 04:45.000]  The Chinese government in the newspapers telling us what to do with the president, yes or boss, saying the same thing.
[04:45.000 --> 04:54.000]  This is surreal, but their weakness is forcing them to come out in the open, which is our final victory.
[04:54.000 --> 05:00.000]  We've got other incredible news that ties into all of this straight ahead. Stay with us.
[05:00.000 --> 05:05.000]  Well, it turns out more electors are getting death threats from Hillary supporters yet again.
[05:05.000 --> 05:16.000]  One member of an electoral commission here says they should all just go to hell. There's an article written up on our website at infowars.com by Paul Joseph Watson that highlights this one member of an electoral commission in Texas.
[05:16.000 --> 05:25.000]  And he says he and his coworkers are getting death threats from angry Hillary supporters trying to ramp up the pressure before electors cast their critical vote on December the 19th.
[05:25.000 --> 05:33.000]  Now, these Hillary voters are around the country. They're bombarding electors with emails, some of them threatening death, all in an effort to force them to vote against the outcome
[05:33.000 --> 05:41.000]  of an already decided presidential election. Well, Texas elector Alex Kemp told NBC5 there's some electors who've been threatened with harm or death.
[05:41.000 --> 05:46.000]  He goes on to say, I reject the Democratic Party principles and I reject Hillary Clinton.
[05:46.000 --> 05:54.000]  Well, Mr. Kemp, most of the country agrees with you that hasn't stopped these crazy insane SJWs from emailing you death threats.
[05:54.000 --> 06:03.000]  Get over it, people. You won. I'm Margaret Hall reporting for infowars.com.
[06:24.000 --> 06:29.000]  I believe that all my listeners need to have a way to produce their own supply of backup electricity.
[06:29.000 --> 06:37.000]  Now I've got the perfect power solar generator system in my house, the solutions from science system. Simply put, this thing is amazing.
[06:37.000 --> 06:46.000]  Solutions from science only makes the best equipment. Go to powergridchaos.com. That's powergridchaos.com to check it out.
[06:46.000 --> 06:55.000]  Now this is key. Right now, get 70% off. They're top of the line, perfect power solar generator. This is the one I use in my home.
[06:55.000 --> 06:59.000]  Go to powergridchaos.com and get 70% off.
[06:59.000 --> 07:06.000]  It's not just our water we need to filter. It's not just our food that needs to be cleaned. It's the air we're breathing, especially for our children.
[07:06.000 --> 07:21.000]  The artificial particulates of the chemicals is absolutely weighing down our immune systems. The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breeze.
[07:21.000 --> 07:29.000]  Whether it's your home or office, you owe it to yourself, your coworkers, your family, your children, to the best job you can to purify your air.
[07:29.000 --> 07:39.000]  The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most toxic effects for themselves. The general public doesn't.
[07:39.000 --> 07:47.000]  The Alexa Pure Breeze would be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean.
[07:47.000 --> 07:53.000]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[07:53.000 --> 07:59.000]  Find out why this system is so revolutionary today at InfowarsStore.com.
[08:23.000 --> 08:31.000]  How many bridges I've got to cross? How many times must I explain myself?
[08:31.000 --> 08:33.000]  Well, I get to talk to the boss.
[08:33.000 --> 08:40.000]  Oh, I can talk to the boss. Oh, I can talk to the boss.
[08:40.000 --> 08:47.000]  Love that, Eric Clapton. Bring us in.
[08:47.000 --> 08:54.000]  How many times must I say I love you? Oh, you finally understand.
[08:54.000 --> 09:02.000]  Ladies and gentlemen, we are broadcasting worldwide on this Monday global transmission.
[09:02.000 --> 09:06.000]  21st day of November, 2016.
[09:06.000 --> 09:18.000]  We will soon enter 2017 and the rebirth of the Republic or another stage in the tectonic battle to restore the Republic.
[09:18.000 --> 09:25.000]  I want everybody just to pull back because I'm doing this myself and just assess how far we've come, how many people are aware of globalism,
[09:25.000 --> 09:44.000]  the corporatocracy, the kleptocracy, how crony capitalism works, how it's designed to siphon off productivity, consolidate control, and vertically integrate civilization in an anti-human direction.
[09:44.000 --> 09:54.000]  We have come so far and when I say I want to thank the audience, when I say I want to thank the crew, I don't want to just throw that out there like, oh, thank you, thank you.
[09:54.000 --> 10:10.000]  I mean, I mean it. It is mind blowing to go out on the streets of Texas and the rest of the country of that matter and to go to third world countries as well and Europe and to be mobbed by info warriors.
[10:10.000 --> 10:24.000]  And I mean mobbed now. It's not about bragging. You aren't a public figure, 99.9% of you. So you don't experience the fact that, I keep telling everybody folks,
[10:24.000 --> 10:42.000]  info wars is only one part of the Liberty Movement and the Global Awakening and we're 120 something on Quantcast and all the other big systems. Google says we're even higher. We have the internal stats. It shows drudges even higher, like 70 something and we're like 115.
[10:42.000 --> 10:55.000]  We could actually do a piece show people Google Analytics and what it tells us, but there's contracts. You're not supposed to show a lot of it because you got to subscribe to it. I mean, I pay a ton of money just to be able to see this stuff.
[10:55.000 --> 11:00.000]  The Quantcast stuff is public, but what I'm getting at here is folks, that's bigger than the Wall Street Journal, bigger than the New York Times, bigger than BBC.
[11:00.000 --> 11:13.000]  BBC stopped all its global broadcasting worldwide. All they do is internet. We're beating the BBC that everyone in the UK has a fricking tax on their TV. They get billions of dollars, billions of dollars a year.
[11:13.000 --> 11:28.000]  I think it's over a billion pounds a year is their budget. Let's look it up. I'm going from memory. And we're kicking their ass with $50 million a year. And I love folks when they go, Alex Jones just said he made $50 million a year.
[11:28.000 --> 11:41.000]  No, that's what it takes to run this place. $50 million a year. I mean, a medium sized newspaper costs that to run a year. It's expensive.
[11:41.000 --> 11:48.000]  Like I said, if we weren't in Texas, we couldn't do any of this with the taxes in New York and things.
[11:48.000 --> 11:57.000]  I didn't buy the mansion and the helicopter or the jet. I built this because I knew we have a responsibility to take these globalists on. I don't want to do this.
[11:57.000 --> 12:09.000]  Well, frankly, I'm not a person that was actually out looking to be somebody in the world.
[12:09.000 --> 12:22.000]  I just saw people trying to take my rights just like you did. And that's the problem is that inherently we have our family. We have our friends. We are private people.
[12:22.000 --> 12:31.000]  The higher your IQ, it's known the more private you are. And we're not looking to dominate people. Hell, we want to run our own lives.
[12:31.000 --> 12:42.000]  I don't look over my neighbor's fence. But the people that do want to run our lives are obsessed with it.
[12:42.000 --> 12:50.000]  And you ask, well, then why are there lesser people? Are they in control? Because good men and women do not desire the power.
[12:50.000 --> 13:09.000]  And so we have just handed over, abdicated, our authority to these people, and they are absolutely feverish with their desire to program our lives.
[13:09.000 --> 13:20.000]  And so everything Infowars has done is a repudiation of that. And I'm trying to teach people how powerful they are.
[13:20.000 --> 13:27.000]  You are powerful. That's not some self help BS. That's real.
[13:27.000 --> 13:42.000]  Just like Matt Drudge has been telling people for 15 years, one of his biggest ongoing statements is telling media, independent new media, you're just as important as the New York Times.
[13:42.000 --> 13:51.000]  Well, that you're more important. I mean, if you're out there and you videotape a plane crashing or you videotape a flood or somebody saving a little kid, you know, out of a ditch or whatever, that's the big viral video.
[13:51.000 --> 13:57.000]  That's you. That's real. You showed it. There's no editorializing. It's just there.
[13:57.000 --> 14:05.000]  And it's the same thing with Hillary stumbling around like she's about to die. Disappears into a hospital for a year.
[14:05.000 --> 14:11.000]  The Secret Service tells us she's having seizures all the time. And then it gets caught on tape.
[14:11.000 --> 14:27.000]  And that's why the credibility goes up and up and up because mainstream media is trying to lie to you. It's so much easier just to tell the truth.
[14:27.000 --> 14:32.000]  But I've also made the point many times that we have to be ready to be winners.
[14:32.000 --> 14:43.000]  So when I come on air and I tell you that now anywhere I go, every other person's a listener.
[14:43.000 --> 14:47.000]  I mean, I can't go out in public. Now people want to take pictures, everything else. And they they're really listening. It's crazy.
[14:47.000 --> 14:53.000]  And again, if Liberty is that popular, just is just with info wars, a little focal point.
[14:53.000 --> 15:03.000]  Imagine how big it is around the world. And we've got a real pin way up in the polls. So she she'd win the election basically if it was held now in France.
[15:03.000 --> 15:11.000]  She's a libertarian patriot nationalist. She's not even as hardcore as Ron Paul. So the French call her racist.
[15:11.000 --> 15:16.000]  Standard crap. It's not her fault. She's not blonde hair. And no, not her fault.
[15:16.000 --> 15:23.000]  Her dad was a war hero, paratrooper and nationalist who warned about his lumbification, all the rest of it. He almost won the presidency.
[15:23.000 --> 15:34.000]  The point is, is that give me this woman any day. I could care less whether she's a woman or a man. Just just give me somebody that isn't out to get the nation state.
[15:34.000 --> 15:37.000]  So there's a lot to cover, a lot to go over.
[15:37.000 --> 15:49.000]  It is really a big deal that Obama in every foreign country he visits, whether it's Greece or Germany or Peru, there's a new one today.
[15:49.000 --> 15:54.000]  I'm going to play her in a moment. She says we got to deal with fake news and people say, what's fake news?
[15:54.000 --> 15:59.000]  Oh, that's defined like alt-right. Is anybody that disagrees with Hillary now or the government? It's just we're the alt-right.
[15:59.000 --> 16:04.000]  You're the alt-right, the alt-right, not the new media, not that there's been a huge populist awakening.
[16:04.000 --> 16:10.000]  No, no, you're the racist alt-right, because God forbid we don't want Latin America and Africa and Asia picking up on all this.
[16:10.000 --> 16:18.000]  Oh, no, you can't have national sovereignty in your own local jobs and a livable wage unless it's through the Democratic Party.
[16:18.000 --> 16:25.000]  No, no, it's racist. Yes, yes, owning guns is racist. Did you know that?
[16:25.000 --> 16:31.000]  You can't have the Tea Party. It's not for you. You have brown skin. You just can't have that. It's not for you.
[16:31.000 --> 16:40.000]  Just go away. That's white people stuff. It's like the big houses and the bank accounts and the rule of law and civilization.
[16:40.000 --> 16:48.000]  You don't get cars. You don't get air conditioning. No, no, no, no, no, no, no. But that's not racist at all.
[16:48.000 --> 16:54.000]  You get foreign insurance companies running your government, doubling and tripling your prices. How's that sound? How's that for a right?
[16:54.000 --> 17:01.000]  You like that free good that you got? You like getting cut from full-time to part-time? Yeah, we're going to take good care of you.
[17:01.000 --> 17:11.000]  Just the avarice of these assholes. And I'm sorry to talk like that, but that's who they are, man. They're bad people that just get off of screwing people.
[17:11.000 --> 17:16.000]  That's their fundamental drive state.
[17:16.000 --> 17:25.000]  So here's the big news flash. I've got a theme today in the stacks of news that we didn't look for this theme. It's just there.
[17:25.000 --> 17:37.000]  Leftist, spray-painting swastikas saying they got raped by Trump supporters. All this made-up crap where there's this epidemic of clansmen riding around, attacking everyone.
[17:37.000 --> 17:45.000]  I mean, give me a break, folks. The KKK was a joke 50 years ago.
[17:45.000 --> 17:52.000]  I mean, you'd think there's guys in white sheets hiding under everywhere. It is so... I'm going to skip this network break.
[17:52.000 --> 17:58.000]  This is such a load of crap.
[17:58.000 --> 18:08.000]  And it's just everywhere that you're supposed to signal you were victimized like a baby.
[18:08.000 --> 18:19.000]  And then you supposedly get something from that. But you don't. You're just some cog that just puts out the announcement,
[18:19.000 --> 18:32.000]  I'm a victim. I don't have a white male around me. I'm all alone. The state's my husband. Make life better for me.
[18:32.000 --> 18:40.000]  These people are out trying to create wounds that don't exist. If you had real wounds, you'd know those wounds were your strength.
[18:40.000 --> 18:49.000]  Embrace your wounds. They make you who you are, not some pathetic loser.
[18:49.000 --> 19:03.000]  And I really saw the hoax this weekend when I was out in central Texas, out in Lockhart, and I went to this barbecue place that's famous,
[19:03.000 --> 19:07.000]  and there was just black people, white people, Hispanic folks everywhere, working there behind the counter, cutting the food up, all getting along, all coming together.
[19:07.000 --> 19:22.000]  Just total. It's been like that for 100 years. And it's, again, everything you're talking about the South or everything you're talking about, all of our histories, like some little distorted pixel they zoom in on and just look at that.
[19:22.000 --> 19:31.000]  The truth is everybody's been getting along and intermarrying basically forever. Are there always uppity people that get in folks' faces and are elitist? Absolutely.
[19:31.000 --> 19:42.000]  But the issue is that the globalists or the predators that have hijacked our nation, they're the ones that have come in and taken over. They're the ones that really have bad will.
[19:42.000 --> 19:53.000]  Like Jesse James was here. I've known him for years and really nice, smart guy. And our daughters are best friends, been friends for like four or five years.
[19:53.000 --> 20:03.000]  But he goes, I gotta tell you, I thought you were nuts with all this. The government's putting flora in the water to brain damages. And look, I know that's over the top. I know that's crazy.
[20:03.000 --> 20:11.000]  I'm not the one that wrote an 1,100-page book called Ecoscience. I'm not the White House science czar, John P. Holdren.
[20:11.000 --> 20:23.000]  I mean, we have their frickin' textbooks, folks. The Soviets and their gulags put something like 20 parts per million, way higher than what we do in the water, to control people.
[20:23.000 --> 20:31.000]  The Nazis, when they had the Soviet slash German pack for a while splitting up Poland, the Germans learned about that.
[20:31.000 --> 20:46.000]  That's in Pulitzer Prize-winning books that they put flora in the water to lower your fertility and make you passive. It's what it does. It basically binds to hormones in your body, lowers testosterone as a lot of other things to basically make you passive.
[20:46.000 --> 21:03.000]  You know what they feed prisoners in jails around the country for whatever reason. Nobody knows why you buy it, but 300 parts per million in the powdered eggs of flora.
[21:03.000 --> 21:10.000]  300 parts per million, folks, will absolutely eat your brain in a very short order.
[21:10.000 --> 21:16.000]  Remember going to camps and stuff where they had powdered eggs, and I was always going to eat anything, but I'd vomit those things up.
[21:16.000 --> 21:26.000]  I learned very early, I can't eat powdered eggs, because they've got frickin' fluoride in it, folks. 300 times stronger than what's in the water.
[21:26.000 --> 21:32.000]  They'll say, well, why do you harp on this? I just can't help it. Warn people. Hey, you might want to look at this.
[21:32.000 --> 21:37.000]  They'll say, oh, why do you care? Why are you up on a high horse? What the hell am I supposed to do?
[21:37.000 --> 21:50.000]  I don't care if mainstream media makes fun of me and says, oh, look, he thinks fluoride's bad for you. Ha, ha, ha, Dr. Strangelove.
[21:50.000 --> 22:00.000]  I just want to warn people. Now, I want to get to this clip, but this is a big deal, and this is what really hit me this morning.
[22:00.000 --> 22:14.000]  And I've said this a lot, and you're like, tell us something we don't already know. It really hit me at a very deep level that our worst analyses of these people are basically dead on.
[22:14.000 --> 22:31.000]  That they really do want to shut down free, independent press on this country. They're already telling kids what words they can use. All this just cult-like programming, and the president is really running around as an agent of the Communist Chinese.
[22:31.000 --> 22:41.000]  They're so desperate now with their partners that own most of our debt and are buying up Hollywood. Again, I talked about this Friday. I talked about it Sunday. I talked about it now.
[22:41.000 --> 22:53.000]  It's such a big deal. And if you're a new viewer, you can just Google China Tells US to crack down on fake news. China Tells web companies to restrict nationalists, to restrict Trump people.
[22:53.000 --> 23:09.000]  I mean, the Communist Chinese that don't allow elections, that in every city have over a dozen mobile execution vans per city that around the clock go around killing people and cutting their organs out and then loading it on ice to be flown to Japan for implantation.
[23:09.000 --> 23:24.000]  I mean, it's industrial scale and mobile slaughterhouses. Just so evil, you can't even describe what's going on. This is who our elite are. This is what they want. This is the Foxcom model with suicide nets around the buildings.
[23:24.000 --> 23:39.000]  To understand, folks, if they could have a perfect world, all the liberal companies, Apple and Microsoft, they have the worst policies and the worst slave labor, but it's okay because their chairman and people have mustaches and wear pink and green socks.
[23:39.000 --> 23:57.000]  It's all camouflage for how hardcore, monstrous these people are. It's like Bono gives 1.4% of the money he puts on these big concerts and raises billions for African starving kids and the frickin' demon keeps 98% plus percent of it.
[23:57.000 --> 24:10.000]  I mean, it's okay because he's Bono and he wears red sunglasses. It's okay because he has a mullet, so it's like, cool. It's like, what the hell is going on with you people?
[24:10.000 --> 24:37.000]  It's like the Clintons robbing 96% of the money from the Haitians. It's like, who comes up with this type of crap? Who are these people? And then I ask, who are we? And we've got Obama running around as a mouthpiece for the Communist Chinese Central Committee that's so arrogant.
[24:37.000 --> 24:52.000]  It is in the Wall Street Journal, the Associated Press everywhere saying to American government, you get your ass in line and you shut down Matt Drudge and Alex Jones. That's when they say fake news, that's who they're talking about.
[24:52.000 --> 25:20.000]  And then the surrealness of the Communist Chinese perched on top a billion, 300 million people with 7,000 riots is estimated a month. The UN even estimates that there are people battling for oxygen, the generals and their families filthy rich by huge homes right here in Austin.
[25:20.000 --> 25:32.000]  And they're just taking all that wealth and bringing it right back to the United States to totally control us. And they've got a social score. They put it in China, wherever you criticize government or you do this or that now.
[25:32.000 --> 25:57.000]  Oh, you just get restricted on the web and get a bad social score, which is also a credit score. And finally, if your score goes low enough, they come and arrest you, blood type you, put you on an exercise regiment with other prisoners growing organic food, and then they kill you.
[25:57.000 --> 26:18.000]  And our media won't give any help to these poor people. They just say Alex Jones doesn't like Asians. See, you can have the moral high ground just oh, we shouldn't have Chinese being murdered and enslaved and execution vans and and suicide nets and 18 hour work days and blood on the electronic projects.
[26:18.000 --> 26:39.000]  They're working their fingers to bloody pulps. And we're such scumbags. We don't demand good treatment of these people. The answer is just oh, shut up racist. See, CNN tonight is anti China backlash connected to racism.
[26:39.000 --> 26:51.000]  And they cut this is something like three times over the last 15 years. I know if it's a script, they follow people like Alex Jones that shows me ranting about China. It's just like what the hell man. And I get it's all corporate. It's top down.
[26:51.000 --> 27:03.000]  It's the psychopaths on top show it's the top down corporations that they get all these minions in the media to go along with it. But instead of that, they don't just get minions now. They get people that like it folks.
[27:03.000 --> 27:11.000]  They like it.
[27:11.000 --> 27:16.000]  Now let's go ahead.
[27:16.000 --> 27:21.000]  Let's go ahead and play this clip of the president of the United States.
[27:21.000 --> 27:35.000]  In Peru at this global summit, Putin is there talking about meeting with Trump over the phone and peace and all this stuff that's important and organic food initiatives globally. That's what he was down there talking about making deals with Peru to go back and forth with organic food.
[27:35.000 --> 27:46.000]  I mean, this is organic food family. Oh, no fluoride in the water. That's what's on Russian TV. They've already hit bottom. See, they're coming back up.
[27:46.000 --> 27:51.000]  And the response is Obama.
[27:51.000 --> 28:00.000]  We've got to stop the new independent media. We've got to stop the fake news. I love how Ron Paul came out with a big list of then I said I'm going to do this to a fake news sites.
[28:00.000 --> 28:16.000]  And listen to these last Friday. And I'm proud of that. Paul basically followed suit because we're just pointing out the obvious. You started all the wars. You lie, fake polls, fake reporters interviewing your own people. Just unbelievable crap. You've all been caught. Fake focus groups on and on and on. That's up on drugreport.com.
[28:16.000 --> 28:25.000]  Ron Paul reveals hit list of alleged fake news journalists. I mean, it's just ridiculous. And that's all they've got. So here is El Presidente.
[28:25.000 --> 28:32.000]  In Peru, lecturing the World Forum that we have to quote in fake news, which means news they don't control. Here it is.
[28:32.000 --> 28:43.000]  The concern I have has less to do with any particular misinformation or propaganda.
[28:43.000 --> 29:07.000]  By any particular party and a greater concern about the general misinformation from all kinds of sources, domestic, foreign, on social media, that make it very difficult for voters to figure out what's true and what's not.
[29:07.000 --> 29:10.000]  He's telling the world that we got hoodwinked by the Internet.
[29:10.000 --> 29:29.000]  Let me put it this way. I think if we have a strong, accurate and responsible press and we have a strong civic culture and an engaged citizenry.
[29:29.000 --> 29:41.000]  That's good. We're going to come back with more on the fake news, but this is their total collapse of credibility. They're absolutely desperate. And they're trying to grab Victor from the jaws of defeat and just spin the whole thing around that, oh,
[29:41.000 --> 30:00.000]  they're going to have a strong media, I mean central government media. And you know, shut these people down. We'll be right back to stay with us.
[30:00.000 --> 30:15.000]  Well, it turns out more electors are getting death threats from Hillary supporters yet again. Texas member of an electoral commission here says they should all just go to hell. There's an article written up on our website at infowors.com by Paul Joseph Watson that highlights this one member of an electoral commission in Texas.
[30:15.000 --> 30:35.000]  And he says he and his coworkers are getting death threats from angry Hillary supporters trying to ramp up the pressure before electors cast their critical vote on December the 19th. Now these Hillary voters are around the country. They're bombarding electors with emails, some of them threatening death, all in an effort to force them to vote against the outcome of an already decided presidential election.
[30:35.000 --> 30:54.000]  Well, Texas elector Alex Kemp told NBC 5, there's some electors who've been threatened with harm or death. He goes on to say, I reject the Democratic Party principles and I reject Hillary Clinton. Well, Mr. Kemp, most of the country agrees with you that hasn't stopped these crazy insane SJWs from emailing you death threats.
[30:54.000 --> 31:00.000]  Get over it, people. He won. I'm Margaret Hall reporting for infowors.com.
[31:00.000 --> 31:14.000]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals. Young Jevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant derived minerals and much more.
[31:14.000 --> 31:36.000]  Young Jevity also offers you an ingenious way to augment your income and the best part, you'll be helping your friends and family along the way. Visit infoworsteam.com today. Become a member. It discounts on the amazing products and free shipping when you sign up for auto-ship and you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[31:36.000 --> 31:50.000]  That's why I'm a member of the Young Jevity team at infoworsteam.com and you can be too. It's simple. Just go to infoworsteam.com today. Complete a short sign up and you're part of the team. That's infoworsteam.com or infoworshealth.com.
[31:50.000 --> 31:59.000]  So many people call into my radio show and tell me how Young Jevity and the products at infoworsteam.com have changed their lives. Check it out for yourself today.
[31:59.000 --> 32:09.000]  We're selling a product DNA force that is the very best nutraceutical that we can produce. Dr. Griff, you took years for you to develop DNA force for us.
[32:09.000 --> 32:24.000]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important. What the aging process is, is when the cell replicates, we lose a little bit of our telomeres. Telomeres are the little cups on the end of our chromosomes.
[32:24.000 --> 32:38.000]  And when it runs out, you start dying. We chose the PQQ because it has over 175 different clinical trials. It's one of the most effective substances in the world. It works like an antioxidant. It works to repair nerve growth factor.
[32:38.000 --> 32:47.000]  So this is a formula to deliver the maximum amount. It's in powder form. We have so many five-star reviews. I take this. This is the product that I take.
[32:47.000 --> 32:59.000]  infoworsteam.com and the profit we make. We fight the global. We fight the new world order. Secure your DNA force today at infoworsteam.com or call toll-free 888-253-3139.
[33:18.000 --> 33:43.000]  And note, we're not trying to massage our way into power. We're not trying to finesse our way or anguish our way. We are crashing through the lies and disinformation. We're making it a blood sport. We're making it entertaining like it's supposed to be. We're making it exhilarating.
[33:43.000 --> 34:05.000]  Turn a little bit more of this to that. Anvil of crom. Good stuff. They called this movie when it came out in 1982 or whatever. Fascist because it was made in Spain. And it showed a powerful male role model, Arnold Schwarzenegger, in Kodan, the barbarian.
[34:05.000 --> 34:21.000]  Think about that. Even then, the social control was so bad that you're not even supposed to show men as strong role models, especially the individual, taking on the evil centralized government.
[34:21.000 --> 34:43.000]  Tulsa Doom and his mountain of power. The day of doom is here. Go forth. Yeah, how'd that go for old Tulsa Doom? And his mountain of power. Is there a dagger for me such as this?
[34:43.000 --> 34:54.000]  First movie's really good. The second one's super cheesy. Different directors. I am now digressing. Let me just finish up with El Presidente. And this is the president.
[34:54.000 --> 35:05.000]  In Peruvian World Summit, warning of fake news and explaining to the world how they lost. Oh, it's because they let media exist, which you tried to curtail, which you tried to censor.
[35:05.000 --> 35:16.000]  The Trump campaign has come out now and showed documents where Twitter was censoring everything they were doing. I mean, you people are sick. Now, they couldn't really censor Trump because it was so open.
[35:16.000 --> 35:24.000]  But they always want to censor at the lower levels. They try to target smaller organizations. They're the canary in the coal mines.
[35:24.000 --> 35:35.000]  But just remember, they don't want us here on air telling you Marie Le Pen is ahead in the polls in France. Another nationalist winning.
[35:35.000 --> 35:39.000]  Oh, where's, I mean, what's the fake news in that CNBC?
[35:39.000 --> 35:48.000]  Donald Trump victory shows power is slipping from the hands of the elites. Francis Le Pen is in the lead.
[35:48.000 --> 35:56.000]  Their responses say fake. Oh, Donald Trump's not going to win the nomination. Oh, doesn't matter if he actually has all the votes. We just don't give it to you.
[35:56.000 --> 36:01.000]  There was never votes. Come on, conspiracy theorists.
[36:01.000 --> 36:07.000]  You said that on Fox News, it's a conspiracy theory, conspiracy theorists that your vote ever counted.
[36:07.000 --> 36:21.000]  I mean, give me a break. The mere plurality of the voters. And they just sit there believing all their BS is still having an effect still working.
[36:21.000 --> 36:33.000]  And yes, it's working on super stupid people and desperate conformist that just think if they conform or virtue signal, oh, you want someone to write Trump.
[36:33.000 --> 36:40.000]  They have this initiative of writing any name you want a paper cup like your two years old.
[36:40.000 --> 36:46.000]  Oh, I'll be out on the road. Starbucks has got powerful coffee. I'll drink it sometimes. I'm never drinking any of it again.
[36:46.000 --> 36:58.000]  Ever. Not in my house, not on the road, ever. As far as I'm concerned, it's synonymous with cultural brain tumors.
[36:58.000 --> 37:05.000]  Just destroy all these people by our own loving actions, just withdraw from them.
[37:05.000 --> 37:12.000]  I'm serious. I'll never see another Tom Hanks movie again. Any of these people I see.
[37:12.000 --> 37:18.000]  And, you know, before I say, hey, boycott this film, boycott that, I mean, now I really mean it.
[37:18.000 --> 37:28.000]  Where Tom Hanks did all these skits saying Donald Trump was racist with no proof dressing up like a Trump supporter to project that crap,
[37:28.000 --> 37:36.000]  so that we could have every day racial attacks against whites that the news doesn't even cover. And here's the issue.
[37:36.000 --> 37:42.000]  I would be pissed off about racial attacks, especially by whites against blacks or something because it just adds to all this.
[37:42.000 --> 37:49.000]  But I mean, it's not right that the media covers it up and then has the nerve to run around and say that it's whites that are doing it.
