[00:00.000 --> 00:20.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[12:58.000 --> 13:05.000]  That's right out of red dawn or in the real world the Soviet Union or communist China or North Korea.
[13:05.000 --> 13:11.000]  And to read them Romans 13 and say submit to government do whatever you're told.
[13:11.000 --> 13:21.000]  If that was the case if you even want to take the twisted interpretation of Romans 13 to heart do what Caesar says basically is the way they falsely interpreted.
[13:21.000 --> 13:22.000]  Got to read the whole chapter.
[13:22.000 --> 13:29.000]  It says the opposite but again who actually reads the Bible like these preachers saying they know the exact day and what's going to happen.
[13:29.000 --> 13:33.000]  Bible says that's evil to do it over and over again but they know everything.
[13:33.000 --> 13:37.000]  I mean who needs the Bible.
[13:37.000 --> 13:42.000]  The point I'm making here is there's this giant cop out and the creepiness.
[13:42.000 --> 13:49.000]  It's not just that your lawyers your pediatricians your school teachers the local police all being federalized through the threat fusion centers.
[13:49.000 --> 13:59.000]  I've got a big stack of news articles about universities everywhere being enrolled in homeland security and and they say spy on people look for.
[13:59.000 --> 14:08.000]  Any type of al-Qaeda activity when the students actually go to get the training it's all right five minutes on al-Qaeda.
[14:08.000 --> 14:18.000]  Now the rest of the semester course is on these Ron Paul supporters these gun owners these conservatives these people that want raw milk these people that want to raise their own chickens in their backyard.
[14:18.000 --> 14:24.000]  I mean we've gotten the homeland security mic reports we've published them we've been given them by law enforcement none of it.
[14:24.000 --> 14:31.000]  None of it has to do except on the surface without CIA to excuse me al al-Qaeda.
[14:31.000 --> 14:39.000]  So I thought I would just go over that because this is how they discredit Christianity.
[14:39.000 --> 14:47.000]  But then meanwhile the Muslims have got a lot of popular leaders pushing it seem to the world and they're been doing it for hundreds of years.
[14:47.000 --> 14:55.000]  There's always people pushing it people that I know that are atheists people I know that are agnostics.
[14:55.000 --> 15:07.000]  Who laugh at the Bible laugh at Judaism laugh at Islam laugh at Buddhist laugh at Hindus laugh at Zen Buddhist they laugh at everybody they've got it all figured out they know everything.
[15:07.000 --> 15:21.000]  Okay there's nothing else going on in the universe nothing going on different dimensions even though the mathematics of Einstein and others prove it Max Planck and supercomputers and the fission fusion reactors and the cyclotrons.
[15:21.000 --> 15:27.000]  Even though all the mathematics proves there's at least 12 dimensions stacked on each other none of that matters to them they know everything.
[15:27.000 --> 15:40.000]  But even they will buy into 2012 is the end of the world and the Mayans said so when they really didn't so I thought I would talk about this psychology of end of the world the great galactic cop out.
[15:40.000 --> 15:54.000]  Okay all I know is I'm going to continue to move forward I'm going to continue to not be a slave I'm going to continue try to inform people about what it really means to be a human and how important our species is and how far our species has come.
[15:54.000 --> 16:00.000]  And we're going to talk about that on the other side to get into a ton of geopolitical financial news.
[16:25.000 --> 16:29.000]  And now new socialist legislation is only compounding the problem.
[16:29.000 --> 16:32.000]  Number four dangerous weather is always a threat to local grids.
[16:32.000 --> 16:36.000]  Every year thousands of families lose their power from weather related onages.
[16:36.000 --> 16:41.000]  Number five a solar power generator provides powerful backup insurance and peace of mind.
[16:41.000 --> 16:46.000]  Folks I really believe in the solar power generators offered by Solutions from Science one of my old sponsors.
[16:46.000 --> 16:52.000]  You can get more information at www.mysolarbackup.com that's mysolarbackup.com.
[16:52.000 --> 17:00.000]  Remember the government doesn't own the sun so go to mysolarbackup.com or call 1-877-327-0365.
[17:00.000 --> 17:08.000]  A very wealthy US citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[17:08.000 --> 17:11.000]  He says it will change everything about our lives.
[17:11.000 --> 17:16.000]  The way you shop, travel, invest, educate your children and even how you take care of your health and your own family.
[17:16.000 --> 17:19.000]  Now this man has made some outrageous predictions over the years.
[17:19.000 --> 17:22.000]  The crazy part is he's usually right.
[17:22.000 --> 17:28.000]  You see he predicted the collapse of GM, Panny May, Freddie Mac and America's biggest mall owner General Growth Properties.
[17:28.000 --> 17:31.000]  In fact Barron's called his work a dire prophecy.
[17:31.000 --> 17:39.000]  Recently he created a video which you can watch online for free detailing his biggest and most important prediction yet and it's a real eye-opener.
[17:39.000 --> 17:40.000]  I can't stress this enough.
[17:40.000 --> 17:43.000]  You should at least watch this free video online today.
[17:43.000 --> 17:47.000]  He explains everything you need to know including simple steps you can take to protect yourself.
[17:47.000 --> 17:52.000]  You can find the video at www.endofamerica3.com.
[17:52.000 --> 17:53.000]  That's End of America.
[17:53.000 --> 17:54.000]  The number 3.com.
[17:54.000 --> 17:58.000]  Watch the free video at www.endofamerica3.com.
[17:58.000 --> 18:00.000]  That's endofamerica3.com.
[18:00.000 --> 18:03.000]  It could never happen in America, but it's happening right now.
[18:03.000 --> 18:07.000]  Gas prices are exploding past the incomes of millions of families.
[18:07.000 --> 18:12.000]  As gas prices and crop failures push high food cost, you can still get the best food on the planet.
[18:12.000 --> 18:19.000]  From eFoodsDirect.com, demand for food is high, but eFoods Direct has plenty of radiation free food to meet your needs.
[18:19.000 --> 18:25.000]  With our new triple production capacity, you will get the fastest shipments of food in the country to help you get the most food possible.
[18:25.000 --> 18:30.000]  When you order 3 of any qualified pack, you will get the 4th one absolutely free.
[18:30.000 --> 18:33.000]  That's the buy 3, get the 4th free food special.
[18:33.000 --> 18:38.000]  Your immediate order will not only freeze the present low food prices, but also guarantee your food availability.
[18:38.000 --> 18:45.000]  Folks, I'm telling you, it is the smart move to go to eFoodsDirect right now and buy 3 of any qualified item and receive the 4th one free.
[18:45.000 --> 18:53.000]  Get the most for your food dollar by calling 800-409-5633 or on the web at eFoodsDirect.com forward slash alex.
[18:53.000 --> 19:00.000]  That's 800-409-5633 or on the web at eFoodsDirect.com forward slash alex.
[19:00.000 --> 19:04.000]  You may be arrested and or subject to other police action.
[19:04.000 --> 19:09.000]  Tyranny is here. The grim future foretold in 1984 has become reality.
[19:09.000 --> 19:12.000]  It really says that the state is God.
[19:12.000 --> 19:17.000]  The United States is now recognized globally as one of the most oppressive police states on earth.
[19:17.000 --> 19:24.000]  This film conclusively proves the existence of a secret network of FEMA cares, now being expanded nationwide.
[19:24.000 --> 19:30.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[19:30.000 --> 19:34.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[19:34.000 --> 19:39.000]  Prepare to enter the secret of world of emergency dictatorship.
[19:39.000 --> 19:45.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[19:45.000 --> 19:48.000]  It's only the beginning of the New World Order's hellish plan.
[19:48.000 --> 19:51.000]  The police state isn't coming. It's here.
[19:51.000 --> 20:01.000]  Secure your copy today at infowars.com or see it online in the highest quality at prisonplanet.tv.
[20:01.000 --> 20:10.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:10.000 --> 20:28.000]  Leading up frontal assault on the lies of the New World Order, it's Alex Jones on the GCN radio network.
[20:40.000 --> 20:42.000]  Okay, my friends, we're back live here.
[20:42.000 --> 20:55.000]  You know what? I want to talk about, from my perspective, what humanity's existence and prime directive really is coming up in the next segment
[20:55.000 --> 21:03.000]  versus the type of artificial anti-human world that the planet's social engineers are building.
[21:03.000 --> 21:13.000]  And they've written countless books, countless UN statements, club of Rome, dossiers, where they effectively do boil down what humanity really is.
[21:13.000 --> 21:22.000]  And then they say they're going to play God like they're doing with the GMO crops and all the rest of it and alter our course.
[21:22.000 --> 21:31.000]  And I think it's important for people to understand there's a debate going on right now about the future destiny of humanity.
[21:31.000 --> 21:34.000]  And so we're going to be breaking that down, actually coming up in the next segment.
[21:34.000 --> 21:41.000]  I wanted to finish up with some important news items before I get into that, and then we're going to continue with news and information.
[21:41.000 --> 21:47.000]  And then your phone calls, I'll open the phones up, start giving the number out in the last segment of this hour.
[21:47.000 --> 21:54.000]  We'll take a lot of calls in the second hour, always informative to take your calls, the different directions you take us in.
[21:54.000 --> 22:03.000]  But finishing up with the so-called Christian groups coming out and engaging in stunts.
[22:03.000 --> 22:11.000]  And in the media, the mainline dinosaur humanist media always picks up on it and gives them attention.
[22:11.000 --> 22:21.000]  When somebody's burning a quran, they give them endless attention and turn it into a spectacle to get different religions and groups fighting with each other, divide and conquer.
[22:21.000 --> 22:23.000]  That's what the ruling class wants.
[22:23.000 --> 22:33.000]  When some religious group of Christians comes out and says the world's ending next week, they don't call them hailbop comet cult, as they should, in my opinion.
[22:33.000 --> 22:37.000]  They act like, well, is it going to end next Saturday?
[22:37.000 --> 22:46.000]  Well, Saturday came and went, and I'm going to be the discredited one for saying that the world wasn't going to end.
[22:46.000 --> 22:57.000]  Now, would they successfully make a black hole at the Hadron Superconducting Supercollider, or if the Air Force, who admits they're developing antimatter weapons, have a mishap?
[22:57.000 --> 23:10.000]  Or if they release the wrong type of GMO crop that has cross species, viruses and bacteria built into it, and it gets loose, and wreaks havoc on the human population,
[23:10.000 --> 23:21.000]  or nanotech spins out of control as many top futures projections predict it will, and rewrites the face of the Earth in a matter of hours.
[23:21.000 --> 23:31.000]  Well, that could effectively bring us to our Waterloo, our dinosaur dieout mega calamity event.
[23:31.000 --> 23:33.000]  So I am concerned about things like that.
[23:33.000 --> 23:40.000]  I'm concerned about large comets and asteroids hitting the planet. Scientists now have to admit they thought it was every million years or so.
[23:40.000 --> 23:50.000]  But after studying Shoemaker-Levy comet, would that hit Saturn and broke into five parts and blew holes in the planet bigger than Earth?
[23:50.000 --> 23:52.000]  Or was it Jupiter? I can't remember.
[23:52.000 --> 23:57.000]  They started and got better satellites out there. They started saying, wow, there's a lot of big asteroids come right by the Earth.
[23:57.000 --> 24:09.000]  And it looks like now that we have satellites can look down on the Earth, there's all these giant craters all over the planet that have just grown in with trees and grasslands over them.
[24:09.000 --> 24:15.000]  So there's actually more of these mega calamities than we thought.
[24:15.000 --> 24:22.000]  And meanwhile, brace yourselves, Iceland's volcanic ash could reach Scotland in the rest of Europe in 48 hours.
[24:22.000 --> 24:27.000]  And the rest of the UK by Thursday of eruption continues.
[24:27.000 --> 24:34.000]  And there's a big mega volcano there in the western areas of the United States.
[24:34.000 --> 24:40.000]  The caldera covers much of four states. The Yellowstone mega caldera.
[24:40.000 --> 24:51.000]  Scientists believe the last time it erupted, it killed most of the life in, well, from the Mississippi west all the way to the Pacific.
[24:51.000 --> 24:59.000]  That'll rain on your parade when for a couple days a giant volcano first explodes like Mount St. Helens, but several thousand times bigger.
[24:59.000 --> 25:07.000]  And then range down lava and giant stones and several feet of ash over most of the country. Boy, that will really cause a problem.
[25:07.000 --> 25:15.000]  But oh, that's not an issue. The fact that it's suddenly having thousands of different types of small earthquakes and things happening there, tremors.
[25:15.000 --> 25:21.000]  You see, the problem is there's so much data in this world that I could just go off for 10 hours on that issue.
[25:21.000 --> 25:26.000]  But let me just finish up the whole preacher situation with this.
[25:26.000 --> 25:39.000]  The federal government has quietly, since at least 2003, we learned about it in 2004, recruited over 100,000 preachers secretly to spy on their flocks and report on their flocks
[25:39.000 --> 25:46.000]  and teach their flocks to submit to tyranny and go to the FEMA camp and take the force inoculation and turn their guns in when they're told.
[25:46.000 --> 25:51.000]  This is in the training manuals I was given. Folks didn't believe it. They called the FEMA phone numbers.
[25:51.000 --> 25:58.000]  FEMA got real mad and then a couple years later they did newscasts admitting and cut to preachers saying, we're trained to tell folks to turn their guns in.
[25:58.000 --> 26:04.000]  Now, that doesn't tell you the government's pure evil. That was going on under Bush and it's expanded now under Obama.
[26:04.000 --> 26:12.000]  These guys are just frontmen reading teleprompters. If you don't realize how creepy that is, you've got a serious historical malfunction in your brain.
[26:12.000 --> 26:24.000]  And I just want to add that even if you buy into Hitler's favorite Bible verse of Render and a Caesar, that which is Caesar that's misinterpreted to say worship government against the balance of the rest of the Bible saying the opposite.
[26:24.000 --> 26:29.000]  You know, resist tyranny, resist tyrants, speak up against the corrupt king. We don't have kings here.
[26:29.000 --> 26:37.000]  We are the sovereigns. We the people, right? Declaration of Independence, Bill of Rights, Constitution, public servants are public servants.
[26:37.000 --> 26:49.000]  They're not authorities, officials. They're not your excellency as Obama and Hillary Clinton are called at the UN.
[26:49.000 --> 26:59.000]  Speaking of other news, in the last two weeks, I followed this highly decorated two tour Iraq Marine who had a great working record.
[26:59.000 --> 27:11.000]  Jose Guerrero, 26, who worked at a mine four days a week on what was it, 16 hour shifts. And that's hard work in those mines.
[27:11.000 --> 27:24.000]  And he went to sleep and he got back from the graveyard ship down in the mine and the police were banging around in the neighborhood at other houses,
[27:24.000 --> 27:29.000]  but said they pulled up with their sirens on. That's now basically been proven to be a lie.
[27:29.000 --> 27:42.000]  And we're looking through the windows so the mother got scared. The dad got up, told his son, get in the closet, got his M16, they busted in the door and shot him 60 times of 71 shots.
[27:42.000 --> 27:52.000]  And they said it was a drug warrant. Well, they've asked the judge to keep what was found in the house sealed, but now they've had their lawyer for the police for an MJTF.
[27:52.000 --> 28:00.000]  Five different jurisdictions together out hunting fellow humans. For drugs, the government's been caught shipping in.
[28:00.000 --> 28:08.000]  Then they also put you in their private prisons when they catch you with it. And no drugs were found in the house, but they say a gun and body armor.
[28:08.000 --> 28:13.000]  Gee, this Marine got back a year ago, he had an AR-15 and body armor.
[28:13.000 --> 28:22.000]  I've bought body armor once. It was on sale at a gun shop and I thought that's interesting. I'll buy some of that, just something to collect.
[28:22.000 --> 28:32.000]  I mean, are the police going to raid my house and shoot me 61 times or 60 times and tell me, tell the media that I deserve to die because I had a semi-automatic gun.
[28:32.000 --> 28:38.000]  And that's the headlines. Attorney Swat Raid found guns, body armor.
[28:38.000 --> 28:43.000]  And now they say that's what they were looking for, was the legal gun and the body armor.
[28:43.000 --> 28:50.000]  So if you're a veteran in America and you've got a gun or body armor, the police say you basically deserve to die.
[28:50.000 --> 28:59.000]  ABC News, Tucson SWAT team defense shooting Iraq Vet, 60 times. And they got caught lying about where his body was and not helping him.
[28:59.000 --> 29:07.000]  When you're out on the road, the last place you want to be is on the road.
[29:07.000 --> 29:13.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[29:13.000 --> 29:21.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[29:21.000 --> 29:30.000]  They so pride in every stitch, guarantee you love the way they fit.
[29:30.000 --> 29:35.000]  They put a diamond gusset in the crotch where you need it most.
[29:35.000 --> 29:40.000]  Blue diamond gussets got it, others don't.
[29:40.000 --> 29:47.000]  We turned jeans inside out, diamond gusset jeans, made in the USA with unparalleled quality.
[29:47.000 --> 29:53.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[29:53.000 --> 30:18.000]  Order yours at gusset.com. Diamond gusset jeans got it, others don't.
[30:24.000 --> 30:29.000]  And now, new socialist legislation is only compounding the problem.
[30:29.000 --> 30:32.000]  Dangerous weather is always a threat to local grids.
[30:32.000 --> 30:36.000]  Every year, thousands of families lose their power from weather-related onages.
[30:36.000 --> 30:41.000]  A solar power generator provides powerful backup insurance and peace of mind.
[30:41.000 --> 30:46.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[30:46.000 --> 30:50.000]  You can get more information at www.mysolarbackup.com.
[30:50.000 --> 30:54.000]  That's MySolarBackup.com. Remember, the government doesn't own the sun.
[30:54.000 --> 31:22.000]  So go to mysolarbackup.com or call 1-877-327-0365.
[31:22.000 --> 31:27.000]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[31:27.000 --> 31:42.000]  Getting a free catalog is easy by calling 800-340-7091 or see Calvin on the web at www.5starsoap.com.
[31:42.000 --> 32:00.000]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at www.5starsoap.com.
[32:00.000 --> 32:05.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[32:05.000 --> 32:08.000]  This is our last chance to not relive history.
[32:08.000 --> 32:14.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[32:14.000 --> 32:20.000]  I've turned tremendous influence on our president in Congress and they really are calling the shots.
[32:20.000 --> 32:25.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[32:25.000 --> 32:28.000]  For the Republic identifies the enemies of our nation.
[32:28.000 --> 32:35.000]  The criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[32:35.000 --> 32:41.000]  Tim Geithner, Bernanke and Arsonists, they're asking for more matches and the Congress is saying, who do we make the check out to?
[32:41.000 --> 32:43.000]  Today seems like nobody does care.
[32:43.000 --> 32:48.000]  And right now in Washington D.C. we have seen a fall of the Republic.
[32:48.000 --> 32:53.000]  Yet your copy of Fall of the Republic on DVD at infowars.com.
[32:53.000 --> 33:10.000]  We're watching online right now in super high quality at prisonplanet.tv.
[33:10.000 --> 33:26.000]  I was a highwayman along the coach roads I did ride.
[33:26.000 --> 33:47.000]  I want to talk about my perspective on human destiny, on what man is and what we could become versus what the globalist are trying to set up.
[33:47.000 --> 33:57.000]  And I'm going to try to break that down here in a moment and then I'm going to come back in the next segment.
[33:57.000 --> 34:01.000]  Another new report I told you about this a decade ago.
[34:01.000 --> 34:03.000]  I told you about it last year.
[34:03.000 --> 34:05.000]  And by the way it's going on in every major state.
[34:05.000 --> 34:12.000]  It's just we have got good people in government in Texas that blew the whistle on this a decade ago and then again last year.
[34:12.000 --> 34:16.000]  Just as 15 years ago they blew the whistle to me, other folks.
[34:16.000 --> 34:21.000]  About all babies having their blood taken at birth now admitted.
[34:21.000 --> 34:27.000]  Texas government knowingly covered up radioactive drinking water.
[34:27.000 --> 34:34.000]  And it goes on to say it is a conspiracy by the TCEQ Texas Commission on Environmental Quality.
[34:34.000 --> 34:37.000]  And it goes all the way up to the governor's office.
[34:37.000 --> 34:40.000]  And it is a multi decade long cover up.
[34:40.000 --> 34:49.000]  Now what none of these newscasts look at is why are the radioactive isotopes at high levels being added to the water?
[34:49.000 --> 34:52.000]  They're talking about the cover up.
[34:52.000 --> 34:55.000]  They're not talking about where it came from.
[34:55.000 --> 35:02.000]  It came from the so called sodium fluoride additive that has between 150 plus and 300 plus.
[35:02.000 --> 35:09.000]  The feds allow 300 plus toxic waste as long as it has fluoride mixed with it that is allowed to be put in the water.
[35:09.000 --> 35:17.000]  They mined the fluoride in Florida, Colorado, other areas out of deposits generally and played out uranium mines.
[35:17.000 --> 35:19.000]  Where do you mine uranium?
[35:19.000 --> 35:22.000]  Look it up. Limestone deposits.
[35:22.000 --> 35:24.000]  Okay, I'm about to get mad.
[35:24.000 --> 35:25.000]  That's what I mean.
