[00:00.000 --> 00:14.280]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[26:47.640 --> 26:51.640]  let me do this I'm gonna get into the African invasion that's been announced after this short segment
[26:51.640 --> 26:55.640]  when we start the next long segment
[26:55.640 --> 26:59.640]  but I look at this constellation of news here in front of me
[26:59.640 --> 27:07.640]  why are millions of Americans preparing for doomsday big article from the economic collapse blog that's up on info wars.com
[27:07.640 --> 27:13.640]  there's another big survey out doomsday survey 51% of Americans believe a financial collapse is imminent
[27:13.640 --> 27:18.640]  85% say country is overwhelmingly under prepared
[27:18.640 --> 27:25.640]  meanwhile the feds are building bunkers and armoring their facilities and hoarding food and water and weapons everywhere
[27:25.640 --> 27:34.640]  and saying we're bad if we do it they're running around like an ant hill that's been disturbed getting ready for something
[27:34.640 --> 27:41.640]  and I've looked at the math it is a mathematical certainty on the course that we're on by design
[27:41.640 --> 27:47.640]  we are going to continue to slide incrementally into a deeper and deeper depression
[27:47.640 --> 27:52.640]  and all the numbers are out there 60 minutes even a year and a half ago at a piece admitting we were in a depression
[27:52.640 --> 27:57.640]  and unemployment was 22% and 33% in California it's much worse than that now
[27:57.640 --> 28:05.640]  inflations over 10% it's not three or four percent like they say you know that I know that everything costs more
[28:05.640 --> 28:11.640]  and Americans there's a certain point Joseph Goebbels wrote about this I've read a lot of his writings
[28:11.640 --> 28:17.640]  and a lot of his work got picked up at least a lot of work from Eber Bernays
[28:17.640 --> 28:26.640]  who's big propagandist for the Department of War here in the US wrote the book called propaganda but actually wrote the book on propaganda
[28:26.640 --> 28:33.640]  and Goebbels said hey at a certain point we've got to start being honest with the Germans this is once World War II was going
[28:33.640 --> 28:37.640]  because if we're telling them we're winning all the battles and we're not we lose all credibility
[28:37.640 --> 28:43.640]  we've got to start being more honest that's kind of like Baghdad Bob as explosions are going off five miles behind him
[28:43.640 --> 28:51.640]  you can see him and hear him he's going there are no Americans pigs here they are they have been kicked out of Iraq completely
[28:51.640 --> 29:00.640]  and you know you see explosions behind him you hear jets flying over and that's what the New World Order is like
[29:00.640 --> 29:08.640]  they're like Baghdad Bob we ought to do a news piece on that the American pigs are not even in Iraq they have all been defeated
[29:08.640 --> 29:16.640]  same thing there's no depression everything's fine we're not in a police state the TSA is not abusing you sticking their hands in your pants
[29:16.640 --> 29:23.640]  oh yeah everybody's real healthy sure cancers up a few thousand percentage points
[29:23.640 --> 29:33.640]  so people are not buying what the government says anymore or the mainstream media the problem is just because they don't buy what they're being told
[29:33.640 --> 29:41.640]  they still don't know what's going on I mean if the public knew what I know what you know if they really knew how deep the rabbit hole went
[29:41.640 --> 29:49.640]  which is bottomless then there'd be a whole another situation we'll be back with a big news
[29:49.640 --> 29:59.640]  we're on the March the Empire's on the run Alex Jones and the GCN Radio Network
[29:59.640 --> 30:07.640]  a little over a year ago I began to do a lot of research into why even if I had a pretty good size meal that I was still starving
[30:07.640 --> 30:15.640]  and my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world
[30:15.640 --> 30:25.640]  are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves fight off cancer and be healthy
[30:25.640 --> 30:31.640]  I then searched out the best vitamin and mineral company out there and discovered Young Jevity
[30:31.640 --> 30:39.640]  the Young Jevity products are designed to give you the real nutrition you need and once you've got that you don't have to eat as much to be satisfied
[30:39.640 --> 30:45.640]  I've lost 37 pounds in two months simply getting the vitamins and minerals I need
[30:45.640 --> 30:57.640]  check it out for yourself it's incredible go to info wars team dot com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement
[30:57.640 --> 31:04.640]  that's info wars team dot com this is Alex Jones with five good reasons you should consider buying a solar power generator
[31:04.640 --> 31:08.640]  number one new climate legislation could easily double or triple your electric bill
[31:08.640 --> 31:19.640]  number two our new energies are wants to control how much power your electric company allows you to have it's true total government control of electricity in the name of smart grid technology is coming
[31:19.640 --> 31:28.640]  number three in some areas of the country the power grid is dangerously overloaded and now new socialist legislation is only compounding the problem
[31:28.640 --> 31:35.640]  number four dangerous weather is always a threat to local grids every year thousands of families lose their power from weather related onages
[31:35.640 --> 31:44.640]  number five a solar power generator provides powerful backup insurance and peace of mind folks I really believe in the solar power generators offered by solutions from science
[31:44.640 --> 31:51.640]  one of my oldest sponsors you can get more information at www dot my solar backup dot com that's my solar backup dot com
[31:51.640 --> 31:59.640]  remember the government doesn't own the sun so go to my solar backup dot com or call 1-877-327-0365
[31:59.640 --> 32:09.640]  hi folks this is Alex Jones I'm looking for people that have the wisdom to spot savings opportunity and recognize risk saving means to make money
[32:09.640 --> 32:18.640]  the cow been pure soap company can save you thousands of dollars and give you good old fashioned real soaps that are triple concentrated and twice as good as what you're using now
[32:18.640 --> 32:32.640]  soaps made from vegetable and coconut oils that contain no useless dyes perfumes deodorants or antibacterials your risk is the hundreds of hazardous toxic detergents that give you rashes itching sores and a
[32:32.640 --> 32:56.640]  tear rating clothing called lint if you want something better if you want something you've never had before you have to do something you've never done before getting a free catalog is easy by calling 800-340-7091 or see Calvin on the web at fivestar soap dot com take charge of your health now by calling 800-340-7091 or see Calvin on the web at fivestar soap dot com
[33:02.640 --> 33:16.640]  oh you have found it
[33:16.640 --> 33:39.640]  the front lines of the info war I'm Alex Jones your host attempting in my own little way to resist tyranny I know the power of humanity under the power of the human spirit and all you need to do is to stop second guessing yourself like I know I've done and just take action
[33:39.640 --> 33:57.640]  and commit to the fight for liberty and that will build a better world but deciding that we can't stop corruption and also not researching propaganda but just accepting it on the surface is the mother of all of our problems
[33:57.640 --> 34:20.640]  all right I want to be clear here I've done deep research on Africa I've done deep research on the all encompassing geopolitical tectonic shifts that have taken place in the last few centuries
[34:20.640 --> 34:38.640]  and undoubtedly there is a global proxy war going on in Asia the Middle East Central Asia of course Eastern Europe Africa Latin America
[34:38.640 --> 34:54.640]  there are mercenaries the bankers column jackals all over the world assassinating and killing people 24 seven that won't give into the big six megabanks and their fractional reserve banking derivatives fraud machine
[34:54.640 --> 35:21.640]  and it's very frustrating to see the 5% of people and that's about what they were on the videos I shot over the weekend that have had together over a million views on YouTube alone where I point out that a Africa wide invasion is ongoing and that massive escalations in it is imminent
[35:21.640 --> 35:43.640]  and I laid out in those videos exactly what would happen exactly what would be pushed and I called Angelina Joe Lee out as a war criminal who should be arrested the problem is the UN does that war criminal arresting and they are the biggest war criminals
[35:43.640 --> 36:01.640]  of course the group committing the most murder the group raping and torturing and killing and lining people up and shooting them and burning down farms and taking property and injecting people with HIV and sterile and everything else you can imagine and slaughtering
[36:01.640 --> 36:21.640]  tens of thousands and Ivory Coast just months ago openly and then blowing up the Capitol building and killing the leaders and using rebels to take over it's the UN death on wheels and to see the open
[36:21.640 --> 36:46.640]  Psyop to have the knowledge that's not even hidden and to watch Angelina Joe Lee who and I've got Hollywood sources she is a total sociopath and all she cares about is being president of the United States someday or a major
[36:46.640 --> 37:08.640]  functionary in the UN and endless photo ops with her feeding children just a publicity whore of the greatest magnitude who promotes you can look it up fact guys just type in Angelina Joe Lee praises Libyan rebels and it'll show her with the Al Qaeda people
[37:08.640 --> 37:27.640]  she went to Tunisia to foment invasion and foment the attacks before it even began and then once it began and she's fomenting invasion of Syria and she's fomenting Iran attack and she's fomenting giant invasions of Africa the Congo not just Uganda
[37:27.640 --> 37:42.640]  and I know who she is and I know what she's doing and then I gotta see the media oh she's a wonderful humanitarian
[37:42.640 --> 38:01.640]  it is so disgusting see on the surface they're telling you oh my gosh she loves you the UN loves you they want to help feed starving children when it's the UN's official policy to forcibly reduce population and to create starvation
[38:01.640 --> 38:21.640]  war and to use quote food as a weapon I can tell you how many UN food conferences they've said that how to shut off food how to starve people while simultaneously raising money off of trendies and well meaning idiots and trusting
[38:21.640 --> 38:34.640]  people in the west little kids out out front shopping malls and at church with their little cans for UNICEF getting money and buy our clothes and it gives money to UNICEF
[38:34.640 --> 38:46.640]  I mean I go and look at the organic food in our pantry and a bunch of it's got little you know little messages about oh this gives money to the UN this gives money to that group and then I go look up the group and it's some horrible
[38:46.640 --> 38:55.640]  front for eugenics but again they attach themselves to everything good you want organic food well part of the money goes to the UN
[38:55.640 --> 39:08.640]  while they go and pitch GMO forcefully on Latin America Asia and Africa and say if you want your aid money you've got to not plant your regular crops you've got to plant this
[39:08.640 --> 39:17.640]  I remember people thought I was lying about this when they looked it up in the aid packages to Iraq after the west destroyed the country and killed over a million people
[39:17.640 --> 39:32.640]  conservatively the British Medical Journal even broke those numbers down that was just a few years into the war they announced that they were forcing them to not be allowed to buy organic seeds you had to buy
[39:32.640 --> 39:49.640]  Monsanto and Archer Daniels Medlin and a few others where you've got to get the seeds for them every year killing five to six thousand years of those people keeping those incredible varieties of seeds that are better than anything you could ever imagine in a store
[39:49.640 --> 40:08.640]  giant tangerines, giant oranges, giant dates, giant olives on record this was all in the news they had engineering teams all over the Tiger Shoe Fridays for now eight years bulldozing systematically everything
[40:08.640 --> 40:21.640]  and I've talked to troops who were like yeah I was in basic training heard your show thought you were a liar I had to actually go run security while they cut down every tree and the people would sit there crying going
[40:21.640 --> 40:42.640]  my great great grandfather said that tree was there with his great great grandfathers that's where we got our olives from we're going to die now we're going to starve to death like well snipers could hide in these they bulldozed over 90% you can go look this up of all of their trees
[40:42.640 --> 40:57.640]  that you live off of now that's what America now stands for that's what the UN stands for that's what the bankers that run our country do
[40:57.640 --> 41:12.640]  that's what they're doing in Africa and that's why I get mad at people like Angelina Jolie because I could sit there and say arrest Ban Ki-moon all day which I've done I could say arrest Coffee Annan who got caught committing a bunch of crimes and stealing aid that was supposed to go starving people I can call for arrest of UN soldiers caught raping
[41:12.640 --> 41:24.640]  and kidnapping women and children everywhere they go a trail of destruction but no one really knows them or cares show when I do years of research on Angelina Jolie never talking about her
[41:24.640 --> 41:34.640]  I happen to know she's seen my films I happen to know they know who I am I happen to know that they know about the new world order and what did they do they ran off to be part of it
[41:34.640 --> 41:50.640]  I happen to know that Angelina Jolie knows exactly what she's doing so I don't just take some Hollywood star that supports the UN or goes in place for some UN event because they mean well like sting or something I don't have proof he's probably just stupid
[41:50.640 --> 42:08.640]  I know folks that know him as well he really believes it but somebody like Jolie where they consciously are globalist consciously are war mongers consciously push for all these wars and are part of war propaganda
[42:08.640 --> 42:23.640]  and once a top post already has a high level envoy post not just a spokesman post in refugee matters and does photo ops constantly she if she's calling for Joseph Coney a nobody hadn't been seen in five and a half six years
[42:23.640 --> 42:30.640]  all the Ugandans are on record going who is this guy he he's a tiny warlord of dozens in our country alone
[42:30.640 --> 42:40.640]  I told you now now here's the next big issue and here's the breaking news I told you and it wasn't hard this is what's frustrating
