[00:00:01.000 --> 00:00:16.000]  Intro
[00:07:47.143 --> 00:07:49.143]  There's dozens of these that are new.
[00:07:49.143 --> 00:07:54.143]  But this is victory, identifying you have a coup, identifying it's a criminal bureaucracy
[00:07:54.143 --> 00:07:57.143]  and taking your government back instead of having a stupid civil war.
[00:07:57.143 --> 00:07:59.143]  Here is some of the clips.
[00:07:59.143 --> 00:08:01.143]  It's been a coup.
[00:08:01.143 --> 00:08:06.143]  We don't have any resemblance to a government that believes in a republic.
[00:08:06.143 --> 00:08:08.143]  We don't have honest money.
[00:08:08.143 --> 00:08:09.143]  We don't have integrity.
[00:08:09.143 --> 00:08:14.143]  We don't even have people in Washington that even pretends, you know, that you're supposed
[00:08:14.143 --> 00:08:15.143]  to tell the truth.
[00:08:15.143 --> 00:08:22.143]  You know, remember just recently there was a congressperson that won and he won by putting
[00:08:22.143 --> 00:08:24.143]  on his resume just a bunch of lies.
[00:08:24.143 --> 00:08:27.143]  And the other ones got hysterical.
[00:08:27.143 --> 00:08:30.143]  The other congressman was telling lies like that.
[00:08:30.143 --> 00:08:34.143]  And I got to thinking, well, how many of these people that were complaining about this guy
[00:08:34.143 --> 00:08:39.143]  telling lies, how many of them lied when they raised their hand up and swore to uphold
[00:08:39.143 --> 00:08:40.143]  the Constitution?
[00:08:40.143 --> 00:08:43.143]  Now, that's a lie that really has consequences.
[00:08:43.143 --> 00:08:48.143]  Actually, you could probably make fun and make a little joke because his jokes were everybody
[00:08:48.143 --> 00:08:50.143]  knew he was fibbing.
[00:08:50.143 --> 00:08:53.143]  But the real lies are being told.
[00:08:53.143 --> 00:08:55.143]  And that is our big problem.
[00:08:55.143 --> 00:08:58.143]  But I do believe there has been a coup and it's been taken over.
[00:08:58.143 --> 00:09:03.143]  And if I want to, if I can, I want to just put the date in my mind and anybody could
[00:09:03.143 --> 00:09:05.143]  pick probably any date in the last hundred year.
[00:09:05.143 --> 00:09:09.143]  But I picked I have picked November 22nd, 1963.
[00:09:09.143 --> 00:09:11.143]  What happened on that day?
[00:09:11.143 --> 00:09:13.143]  That was the day Kennedy was murdered by our government.
[00:09:13.143 --> 00:09:14.143]  Wow.
[00:09:14.143 --> 00:09:16.143]  You know, by the CIA.
[00:09:16.143 --> 00:09:22.143]  What I found was, you know, I saw this event to a one and raise your hand if you know what
[00:09:22.143 --> 00:09:24.143]  event to a one was.
[00:09:24.143 --> 00:09:32.143]  OK, for those of you don't know, event to a one was a pandemic simulation, a coronavirus
[00:09:32.143 --> 00:09:39.143]  pandemic simulation that took place in October of 2019.
[00:09:39.143 --> 00:09:43.143]  Nobody ever heard of coronavirus till January.
[00:09:43.143 --> 00:09:51.143]  So that's four or three months later in October, we now know that coronavirus was already circulating
[00:09:51.143 --> 00:09:52.143]  in September.
[00:09:52.143 --> 00:09:55.143]  So the month before in Wuhan.
[00:09:55.143 --> 00:09:57.143]  But nobody knew about it.
[00:09:58.143 --> 00:10:07.143]  And yet they had a coronavirus pandemic simulation in New York City hosted by Bill Gates and
[00:10:07.143 --> 00:10:15.143]  Avril Haines, the deputy former deputy director of the CIA, who did all of the Guantanamo
[00:10:15.143 --> 00:10:16.143]  Bay cover up.
[00:10:16.143 --> 00:10:18.143]  She is like the cover up queen.
[00:10:18.143 --> 00:10:20.143]  And they do a simulation.
[00:10:20.143 --> 00:10:22.143]  And who else is there?
[00:10:22.143 --> 00:10:30.143]  George Gayo, the head of Chinese CDC, who obviously knows the coronavirus is circulating.
[00:10:30.143 --> 00:10:33.143]  He is the world's coronavirus expert.
[00:10:33.143 --> 00:10:37.143]  He's also the head of the CDC in China.
[00:10:37.143 --> 00:10:43.143]  And then they had all of the social media platforms with air, the big insurance companies,
[00:10:43.143 --> 00:10:46.143]  Johnson and Johnson, the big pharma companies.
[00:10:46.143 --> 00:10:51.143]  And they meet for two days and they have four seminars.
[00:10:51.143 --> 00:10:53.143]  And each one is faking this.
[00:10:53.143 --> 00:10:58.143]  You know, coronavirus is spreading across the world and they simulate.
[00:10:58.143 --> 00:11:03.143]  They don't say, OK, we got vitamin D to everybody and we got to make sure everybody gets exercise
[00:11:03.143 --> 00:11:08.143]  and gets out of their house and gets healthy and, you know, builds their immune system.
[00:11:08.143 --> 00:11:10.143]  And, you know, there's none of that.
[00:11:10.143 --> 00:11:14.143]  And zinc and, you know, all the things we've got to figure out early treatments.
[00:11:14.143 --> 00:11:20.143]  We got to use the computer, the Internet to connect all 15 million doctors,
[00:11:20.143 --> 00:11:26.143]  frontline doctors around the world so that we know when they treat people what's working, what's not.
[00:11:26.143 --> 00:11:29.143]  And we're constantly upgrading the protocols.
[00:11:29.143 --> 00:11:31.143]  That's what they should have been doing.
[00:11:31.143 --> 00:11:32.143]  That's not what they're doing.
[00:11:32.143 --> 00:11:37.143]  They were they were working on ways to use the coronavirus pandemic as a pretense
[00:11:37.143 --> 00:11:41.143]  for clamping down totalitarian controls globally.
[00:11:42.143 --> 00:11:47.143]  And, you know, they talk about in some of these concentration camps and all of this stuff.
[00:11:47.143 --> 00:11:57.143]  But here that the last simulation on the fourth day, George Gale and Avril Haines from the CIA are talking.
[00:11:57.143 --> 00:12:05.143]  They have a soliloquy about how do we clamp down to stop people from saying this came from a lab leak.
[00:12:05.143 --> 00:12:09.143]  They're saying that this is October of 2019.
[00:12:09.143 --> 00:12:14.143]  And they say, well, we got to get the social media companies to set up for them and all this.
[00:12:14.143 --> 00:12:17.143]  You can go on YouTube and watch this tonight.
[00:12:17.143 --> 00:12:18.143]  It's called Event 201.
[00:12:18.143 --> 00:12:21.143]  And this is the fourth section of it.
[00:12:21.143 --> 00:12:27.143]  Oh, and people knew about that, you know, who are looking at this like me.
[00:12:27.143 --> 00:12:33.143]  And from almost the beginning, then I started doing a deep dive when I was writing the book.
[00:12:33.143 --> 00:12:35.143]  And I found out that was not a one off.
[00:12:35.143 --> 00:12:44.143]  And I describe in that book, I found about 20 of these that they had been doing since 2001.
[00:12:44.143 --> 00:12:47.143]  And they're all scripted by the CIA.
[00:12:47.143 --> 00:12:55.143]  And all of them include top level officials like James Woolsey, the deputy director of the CIA.
[00:12:55.143 --> 00:12:57.143]  Tarot tool.
[00:12:57.143 --> 00:13:00.143]  All of them have senior CIA officials.
[00:13:00.143 --> 00:13:06.143]  Many of them have famous people who kind of given the imprimatur of legitimacy to what they're doing.
[00:13:06.143 --> 00:13:12.143]  Like Madeleine Albright or Tom Daschle or, you know, Bill Gates and a lot of them.
[00:13:12.143 --> 00:13:16.143]  And Grove Brundtland from, you know, from the WHO.
[00:13:16.143 --> 00:13:18.143]  People who are respected.
[00:13:18.143 --> 00:13:22.143]  And they end up drilling.
[00:13:22.143 --> 00:13:27.143]  Each one of them is drilling the imposition of totalitarian controls.
[00:13:27.143 --> 00:13:35.143]  But collectively they have names like Dark Winter and Crimson Contagion and all these weird names.
[00:13:35.143 --> 00:13:39.143]  But collectively they're called Operation Lockstep.
[00:13:39.143 --> 00:13:44.143]  And they involved hundreds of thousands of people.
[00:13:44.143 --> 00:13:48.143]  Public officials from little towns all over America.
[00:13:48.143 --> 00:13:50.143]  Health officials from the state.
[00:13:50.143 --> 00:13:53.143]  Police, firefighters, hospital systems.
[00:13:53.143 --> 00:13:55.143]  Public utilities.
[00:13:55.143 --> 00:14:06.143]  And FBI, CIA, U.S. Marshals in Canada, the United States, all over Europe, Australia and China.
[00:14:06.143 --> 00:14:08.143]  They were all doing it together.
[00:14:08.143 --> 00:14:12.143]  Drilling, here's what we're going to do when a pandemic comes.
[00:14:12.143 --> 00:14:18.143]  And a lot of these people, you can see, are surprised about what they're doing.
[00:14:18.143 --> 00:14:24.143]  But they're probably looking around and saying, well, everybody else thinks this is okay.
[00:14:24.143 --> 00:14:27.143]  I guess this is what we do when the pandemic comes.
[00:14:27.143 --> 00:14:35.143]  So they got, they drilled people in doing something that was clearly contrary to their values.
[00:14:35.143 --> 00:14:42.143]  But it got them all teed up to do it and do it all at once and say this is what you do when there's a pandemic.
[00:14:42.143 --> 00:14:45.143]  The first thing you do is you end freedom of speech.
[00:14:45.143 --> 00:14:48.143]  And you start gutting the Constitution.
[00:14:48.143 --> 00:14:50.143]  What's happening is very simple.
[00:14:50.143 --> 00:14:56.143]  These are desperate to stop us because they know that we are the only ones who can stop them.
[00:14:56.143 --> 00:14:59.143]  And I will totally obliterate the deep state.
[00:14:59.143 --> 00:15:08.143]  I will fire the unelected bureaucrats who have weaponized our justice system.
[00:15:08.143 --> 00:15:13.143]  Look at what they've done to our justice system, what they have done to our justice system.
[00:15:13.143 --> 00:15:25.143]  I will direct the Department of Justice to go after Marxist prosecutors' offices to make them pay for their illegal race-based enforcement of the law.
[00:15:25.143 --> 00:15:28.143]  Many racists are there.
[00:15:28.143 --> 00:15:32.143]  And 2024 is the final battle. That's it.
[00:15:32.143 --> 00:15:39.143]  If you put me back in the White House, the reign of the corrupt Washington establishment will be over.
[00:15:40.143 --> 00:15:44.143]  Ladies and gentlemen, we are waking up to the fact that we live in a deep state coup.
[00:15:44.143 --> 00:15:46.143]  This is what victory is made of.
[00:15:46.143 --> 00:15:50.143]  Steve Bannon with a 35,000-foot view straight ahead.
[00:15:50.143 --> 00:15:52.143]  His strategies are key to victory.
[00:15:52.143 --> 00:15:53.143]  We'll be right back.
[00:16:00.143 --> 00:16:07.143]  If Alex Jones runs for president in the Republican Party, he has a chance of winning.
[00:16:10.143 --> 00:16:15.143]  If you just tuned in, you may be noticing I'm wearing an Alex Jones for president 2024 shirt.
[00:16:15.143 --> 00:16:18.143]  I am not seriously planning to run for president.
[00:16:18.143 --> 00:16:20.143]  This is an idea the crew had.
[00:16:20.143 --> 00:16:23.143]  I have a triggering shirt, kind of next-level Alex Jones is right.
[00:16:23.143 --> 00:16:28.143]  There's Infowars.com on the back, Alex Jones for president 2024 on the front.
[00:16:28.143 --> 00:16:29.143]  It's a fundraiser shirt.
[00:16:29.143 --> 00:16:30.143]  It's made out of really nice fabric.
[00:16:30.143 --> 00:16:31.143]  It's high quality.
[00:16:31.143 --> 00:16:35.143]  And it is an exclusive shirt to Infowarsstore.com.
[00:16:35.143 --> 00:16:37.143]  And when the shirts are gone, they're gone.
[00:16:37.143 --> 00:16:42.143]  One run of Alex Jones for president 2024 shirts.
[00:16:42.143 --> 00:16:47.143]  And you'll have a historic memento, be able to spread the word, meet a lot of like-minded people.
[00:16:47.143 --> 00:16:49.143]  And you'll be able to keep us on the air.
[00:16:49.143 --> 00:16:51.143]  No way, no way.
[00:16:51.143 --> 00:16:52.143]  That's a bridge too far.
[00:16:52.143 --> 00:16:54.143]  No, it can't be.
[00:16:54.143 --> 00:16:56.143]  And I said on national television that he was going to win.
[00:16:56.143 --> 00:16:59.143]  At Infowarsstore.com.
[00:17:00.143 --> 00:17:04.143]  I talk a lot about the great successes Infowars has had.
[00:17:04.143 --> 00:17:06.143]  I don't think anybody can deny it.
[00:17:06.143 --> 00:17:09.143]  And it is because of listeners and viewers supporting us.
[00:17:09.143 --> 00:17:14.143]  When we talk about the crew at Infowars, people behind the scenes, the researchers, the writers,
[00:17:14.143 --> 00:17:18.143]  they really have been the MVPs in this fight.
[00:17:18.143 --> 00:17:23.143]  And we look at Harrison Smith and Owen Schroer and the hard work they engage in every day,
[00:17:23.143 --> 00:17:25.143]  five, six, seven days a week.
[00:17:25.143 --> 00:17:27.143]  It's really just incredible.
[00:17:27.143 --> 00:17:31.143]  So for myself and the whole Infowars crew, I thank you for your past support.
[00:17:31.143 --> 00:17:37.143]  I want to encourage you now to realize that Infowars cannot stay on air if you do not support us.
[00:17:37.143 --> 00:17:38.143]  I know you spread the word.
[00:17:38.143 --> 00:17:39.143]  I know you pray for us.
[00:17:39.143 --> 00:17:40.143]  And that's wonderful.
[00:17:40.143 --> 00:17:41.143]  Keep doing it.
[00:17:41.143 --> 00:17:44.143]  But most viewers and listeners never go to Infowarsstore.com,
[00:17:44.143 --> 00:17:47.143]  and you never buy great products that enrich and empower your life,
[00:17:47.143 --> 00:17:49.143]  all at the same time keep us on air.
[00:17:49.143 --> 00:17:53.143]  I know that less than 1% of our listeners actually go buy products at Infowarsstore.com.
[00:17:53.143 --> 00:17:57.143]  If just 1% more of you took action and went to Infowarsstore.com,
[00:17:57.143 --> 00:17:58.143]  our funding problems will be over.
[00:17:58.143 --> 00:17:59.143]  Please take action now.
[00:17:59.143 --> 00:18:03.143]  The most banned man in America, Alex Jones.
[00:18:07.143 --> 00:18:08.143]  I want you all to know something.
[00:18:08.143 --> 00:18:10.143]  Alex Jones was right.
[00:18:10.143 --> 00:18:14.143]  Alex is right about far more than he's wrong.
[00:18:14.143 --> 00:18:17.143]  Alex has been right on for over a decade.
[00:18:17.143 --> 00:18:21.143]  I don't care how you slice it, dice it, flip it up, or rub it down.
[00:18:21.143 --> 00:18:23.143]  Alex Jones was right.
[00:18:23.143 --> 00:18:27.143]  Think about how frustrated we are if you've been awake for a year or two.
[00:18:27.143 --> 00:18:31.143]  Imagine being like an Alex Jones or those guys who've been awake for like decades.
[00:18:31.143 --> 00:18:34.143]  Alex Jones called this years ago.
[00:18:34.143 --> 00:18:35.143]  Years ago.
[00:18:35.143 --> 00:18:37.143]  Alex Jones never bought the Russia hoax.
[00:18:37.143 --> 00:18:39.143]  Not for a second.
[00:18:39.143 --> 00:18:41.143]  You are one of the great thinkers of this.
[00:18:41.143 --> 00:18:44.143]  You are a martyr to the First Amendment.
[00:18:44.143 --> 00:18:47.143]  The government fears Alex Jones.
[00:18:47.143 --> 00:18:49.143]  That's why the globalists hate me.
[00:18:49.143 --> 00:18:52.143]  It's because I'm exposing their corporate worldwide tyranny.
[00:18:58.143 --> 00:19:04.143]  Every time I talk to you, you're either like on the border exposing the cartels and like coming under fire.
[00:19:04.143 --> 00:19:08.143]  Or you're on the streets of some American city hanging out with drug addicts and criminals.
[00:19:08.143 --> 00:19:11.143]  And now you've gone to ground zero of a massive chemical spill.
[00:19:11.143 --> 00:19:13.143]  Are you addicted to the danger, Savannah?
[00:19:13.143 --> 00:19:15.143]  Have you ever considered that for a second?
[00:19:15.143 --> 00:19:18.143]  No, I'm addicted to helping my fellow Americans.
[00:19:18.143 --> 00:19:20.143]  I'm addicted to spreading the truth.
[00:19:20.143 --> 00:19:22.143]  And again, you know, I have info words to thank for that.
[00:19:22.143 --> 00:19:26.143]  Looking back on the day, I was able to ask President Donald Trump two questions.
[00:19:26.143 --> 00:19:32.143]  I was so grateful because, you know, I truly was classically trained under Alex Jones and under the InfoWars team.
[00:19:32.143 --> 00:19:37.143]  And I really do credit that as to why I'm able to, you know, get these types of clips.
[00:19:37.143 --> 00:19:41.143]  Because Alex's whole mentality was, you know, go where the story is.
[00:19:41.143 --> 00:19:44.143]  Go where the mainstream media refuses to.
[00:19:44.143 --> 00:19:46.143]  So it's not that I'm addicted to the insanity.
[00:19:46.143 --> 00:19:49.143]  I'm just addicted to telling the truth and helping the American people.
[00:19:49.143 --> 00:19:54.143]  And I really do credit Alex for, you know, really instilling that within me early on in my career.
[00:19:56.143 --> 00:20:01.143]  Alex Jones
[00:20:01.143 --> 00:20:06.143]  Leading a frontal assault on the lies of the New World Order.
[00:20:06.143 --> 00:20:09.143]  It's Alex Jones.
[00:20:10.060 --> 00:20:15.060]  Because you can't starve us out and you can't make us run
[00:20:15.060 --> 00:20:19.060]  Those woods and mole boys raised on shotgun
[00:20:20.060 --> 00:20:23.060]  We say praise, we say man
[00:20:23.060 --> 00:20:27.060]  If you ain't into that, we don't give a damn
[00:20:29.060 --> 00:20:33.060]  We came from the West Virginia coal mines
[00:20:33.060 --> 00:20:37.060]  And the Rocky Mountains and the western skies
[00:20:40.060 --> 00:20:44.060]  And we can skin a buck, we can run a trot line
[00:20:44.060 --> 00:20:46.060]  And a country boy can survive
[00:20:46.060 --> 00:20:49.060]  And we can take our country back from the globalists
[00:20:49.060 --> 00:20:54.060]  Whether it's Bolsonaro in Brazil or Victor Orban in Eastern Europe
[00:20:54.060 --> 00:20:58.060]  Or whether it's Elon Musk now speaking out against the New World Order and World Government
[00:20:58.060 --> 00:21:01.060]  Or Robert F. Kennedy Jr. running as a Democrat
[00:21:01.060 --> 00:21:04.060]  Breaking down how there's been a coup over America
[00:21:04.060 --> 00:21:09.060]  Or President Trump or Ron Paul or Rand Paul or Steve Bannon
[00:21:11.060 --> 00:21:15.060]  We are identifying that illegal globalist corporate organizations
[00:21:15.060 --> 00:21:17.060]  Have seized control of our country
[00:21:17.060 --> 00:21:21.060]  And understanding that is the beginning of the end
[00:21:21.060 --> 00:21:23.060]  And the public's getting it
[00:21:23.060 --> 00:21:25.060]  And their biggest nightmare is now happening
[00:21:25.060 --> 00:21:28.060]  Just five years ago, the New York Times would run articles saying
[00:21:28.060 --> 00:21:30.060]  Globalism doesn't exist
[00:21:30.060 --> 00:21:31.060]  Now they tell you how great globalism is
[00:21:31.060 --> 00:21:33.060]  Now they want to take your freedoms
[00:21:33.060 --> 00:21:35.060]  Well, there are a lot of great broadcasts out there
[00:21:35.060 --> 00:21:37.060]  And I don't want to heap praise on people
[00:21:37.060 --> 00:21:40.060]  I do this to point people in the direction
[00:21:40.060 --> 00:21:42.060]  In case they haven't seen it or watched it
[00:21:42.060 --> 00:21:47.060]  That the best analysis, in-depth, multi-hours a day
[00:21:47.060 --> 00:21:49.060]  With the very best guest, period
[00:21:49.060 --> 00:21:53.060]  Hands down, is the war room with Steve Bannon
[00:21:53.060 --> 00:21:54.060]  Our war room's great as well
[00:21:54.060 --> 00:21:58.060]  Owen does a fabulous job on covering all the culture issues and strategies as well
[00:21:58.060 --> 00:22:01.060]  But Steve Bannon cuts right to it
[00:22:01.060 --> 00:22:04.060]  As he says, with signal, basically no noise
[00:22:04.060 --> 00:22:07.060]  And we've got Tucker Carlson who's awesome as well
[00:22:07.060 --> 00:22:09.060]  I'd put those two in the same category
[00:22:09.060 --> 00:22:11.060]  So it's a show everybody needs to watch
[00:22:11.060 --> 00:22:12.060]  Everybody needs to listen
[00:22:12.060 --> 00:22:14.060]  Everybody needs to share
[00:22:14.060 --> 00:22:15.060]  Because most of you are awake
[00:22:15.060 --> 00:22:16.060]  More awake than I am in many cases
[00:22:16.060 --> 00:22:18.060]  From your own life experiences
[00:22:18.060 --> 00:22:19.060]  But you have to understand
[00:22:19.060 --> 00:22:20.060]  You are not the tail
[00:22:20.060 --> 00:22:21.060]  You are the dog
[00:22:21.060 --> 00:22:23.060]  And the dog doesn't hunt if you don't take action
[00:22:23.060 --> 00:22:26.060]  And daily, aggressively, to people you know and don't know
[00:22:26.060 --> 00:22:28.060]  Share articles, share videos
[00:22:29.060 --> 00:22:32.060]  Ban.video and warroom.org
[00:22:32.060 --> 00:22:33.060]  So we've got him for 25 minutes
[00:22:33.060 --> 00:22:35.060]  We're going to skip this network break
[00:22:35.060 --> 00:22:37.060]  I'm going to try to give Steve Bannon the floor
[00:22:37.060 --> 00:22:38.060]  Just in general
[00:22:38.060 --> 00:22:39.060]  I said, what do you want to talk about?
[00:22:39.060 --> 00:22:41.060]  And he said, I want to talk about that Kennedy clip
[00:22:41.060 --> 00:22:44.060]  And how people are waking up to the fact we're an occupied nation
[00:22:44.060 --> 00:22:45.060]  The globalists are scared
[00:22:45.060 --> 00:22:48.060]  But we have to realize they've got some tricks up their sleeves
[00:22:48.060 --> 00:22:50.060]  So we'll talk about that
[00:22:50.060 --> 00:22:51.060]  Steve Bannon, great to have you
[00:22:51.060 --> 00:22:53.060]  And I'm going to try to just shut up and let you talk
