[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[16:30.000 --> 16:38.000]  And here's the best part. These seeds have not been genetically modified in any way and you actually get enough seeds to plant a full acre crisis garden.
[16:38.000 --> 17:00.000]  Visit them today at survivalseedbank.com. That's survivalseedbank.com or give them a call at 877-327-0365. That's 877-327-0365. Remember, in a real crisis, non-hybrid seeds are the ultimate barter item. This is Alex Jones for survivalseedbank.com.
[17:00.000 --> 17:09.000]  Alex Jones here with a very important announcement for truth seekers. We've carried a lot of amazing films and books over the years on the online video bookstore at infowars.com.
[17:09.000 --> 17:21.000]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing. And that's Dreams From My Real Father by Joel Gilbert, available at infowars.com.
[17:21.000 --> 17:33.000]  This film exposes the fraud that Obama is like nothing I've seen. If you want to know who Obama's real daddy is, this is the film for you. Don't forget, your purchase supports our broadcast and our growing media network.
[17:33.000 --> 17:54.000]  You'll also find it at infowarshop.com. None dare call a conspiracy by Gary Allen, the book that woke me up. We're also carrying behind the green mask, You and a Gender 21, by Rosa Corey. This book is coffin nails to the globalist takeover. The greater good, the most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[17:54.000 --> 18:01.000]  These titles and a lot more are all available at infowarshop.com.
[18:25.000 --> 18:41.000]  It also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas. This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[18:41.000 --> 18:59.000]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.silverlungs.com to learn more about how the Silver Lungs System works. As well, we are always ready to answer any questions you may have. That's www.silverlungs.com.
[19:12.000 --> 19:24.000]  Right now, you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great-tasting food. The Patriot Pack is a 30-day supply of e-foods' quick-fix, easy-to-store food.
[19:24.000 --> 19:33.000]  For example, purchase a one-year supply and get five Patriot Packs, which is five months of food free. Use the extra food for everyday use and save hundreds off your grocery bill.
[19:33.000 --> 19:43.000]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free. Call 800-409-5633 or with eFoodsDirect.com.
[19:43.000 --> 19:51.000]  And get your free Patriot Pack with purchase. Operators are standing by. Call 800-409-5633 or eFoodsDirect.com.
[19:51.000 --> 20:07.000]  The more you store and eat, the more you save. Go to eFoodsDirect.com or call 800-409-5633 right now.
[20:21.000 --> 20:26.000]  You're listening to the Alex Jones Show.
[20:26.000 --> 20:40.000]  So Time Magazine, that'll soon probably be defunct just like Newsweek, is about to end its print version. And hardly anybody reads their online version either, because they're known enemies of this country.
[20:40.000 --> 20:47.000]  These aren't just well-meaning dumb liberals. These are people that want to end our sovereignty and bring in world government.
[20:47.000 --> 20:54.000]  Joe Klein is a member of the Council on Foreign Relations that's sworn to that aim. I mean, go read what they write.
[20:54.000 --> 21:05.000]  They are the ones that want, just two months ago in their publication, called for 4,000-plus troops to be in every U.S. city with the head of the army in there talking about how great it's going to be to have troops on the street.
[21:05.000 --> 21:15.000]  That's how we know what's coming. By the way, our report is at the top story on Drudge Report. DHS prepares for civil unrest as Obama poised to destroy Second Amendment.
[21:15.000 --> 21:24.000]  That's the article that the article actually gets into. Surveillance drones have a new mission. According to the Department of Homeland Security, they will be used for public safety.
[21:24.000 --> 21:44.000]  Wait a minute. There were hundreds of articles last month saying Info Wars and Drudge were wrong and that there weren't drones being used to spy on us, even though we had links to them arresting cattle thieves in North Dakota with it, and watching citizens and police departments getting them with shotguns mounted on them.
[21:44.000 --> 21:57.000]  I mean, that was in the news, but it was in hundreds of newspapers that it wasn't true and we made it up by pointing out that the EPA had manned aircraft spying on farmers and that they weren't drones.
[21:57.000 --> 22:13.000]  But yeah, but in the other program, back to 2009, they did have drones. So they lied to everyone. Washington Post, you name it, said it didn't exist, even though they announced the purchase of 30,000 of them in the new FAA $46 billion budget.
[22:13.000 --> 22:30.000]  So that happened, and again, they played this game and going, doesn't exist. As soon as opposition mounts, as farmers were mad about getting spied on, doesn't exist, doesn't exist, and then, oh yeah, we're going to use these for public safety.
[22:30.000 --> 22:39.000]  You know, you drive to an illegal checkpoint, it's for your safety. Or they're out there writing all these tickets to put the money into a foreign bank, black hole, it's public safety.
[22:39.000 --> 22:46.000]  They kick down your door without a warrant, it's public safety. The TSA groves your wife and your daughters and your son, it's public safety.
[22:46.000 --> 22:53.000]  The IRS tries to pass legislation so you can't leave the U.S. If they say you haven't paid all your taxes, no judge, no jury, it's public safety.
[22:53.000 --> 23:01.000]  All of this is public safety. And Joe Klein basically calls to ban guns in here for public safety and how horrible it is that people are being killed.
[23:01.000 --> 23:11.000]  So, how guns won, why Americans have turned against gun control. We have the cover of it up at infowars.com with my little comment under it.
[23:11.000 --> 23:21.000]  Now, that said, I gave you the good news. It's true. Depending on the poll you look, 65 to 75 percent, it's in between that, are now pro-second amendment.
[23:21.000 --> 23:27.000]  And the kleptocrats, the criminals that run our government, the offshore banks that brag they've hijacked our country publicly.
[23:27.000 --> 23:35.000]  Publicly, they brag everywhere like we're idiots. They get the fact, Obama calls you bitter clingers, you want your Bible, you want your gun.
[23:35.000 --> 23:43.000]  That's all that's left in this culture is that people are still somewhat Christian and we've got guns. And the system recognizes that and so they assault it every chance they get.
[23:43.000 --> 23:47.000]  I'm going to talk about the Olympics later, the opening ceremony that was incredibly anti-family.
[23:47.000 --> 23:54.000]  I'm sitting there with my children and it's got women kissing, men grabbing each other's buttocks and people like, oh, get with the program.
[23:54.000 --> 24:03.000]  Really, you want four year olds to look at that? It's a perverted out of control agenda and I, for one, am sick of it.
[24:03.000 --> 24:09.000]  Okay? When you've got sex on during the family hour, it's basically pedophilia.
[24:09.000 --> 24:16.000]  And it's not because, you know, I'm good, Mr. Goody two shoes and can't handle it. I want my children innocent.
[24:16.000 --> 24:21.000]  Okay? They got stuff on TV now that I didn't learn about till college.
[24:21.000 --> 24:26.000]  And let me tell you, I had a lot of girlfriends. It wasn't like I was just hanging out in the library. Okay?
[24:26.000 --> 24:33.000]  The point is leave our kids alone. I'm boycottin' the Olympics. Everybody's like, oh, come on, or some people are. I'm going to talk about that.
[24:33.000 --> 24:40.000]  But let me, look, I gave you the good news. People are waking up. They're aware of what's going on.
[24:40.000 --> 24:48.000]  All right? People are waking up. They understand guns are about defending yourself. The system can't and won't protect you.
[24:48.000 --> 24:53.000]  Look at Bloomberg saying, police should go on strike till we all turn our guns in and calling for a ban of all firearms.
[24:53.000 --> 25:00.000]  Michael Borden said, that's too far. Let's ban down to flintlocks with black powder.
[25:00.000 --> 25:06.000]  He actually said that on Piers Morgan. You're like, oh, well, you know, they're out of touch.
[25:06.000 --> 25:09.000]  Oh, really? Yeah, they know they're out of touch. It's why they want your guns.
[25:09.000 --> 25:18.000]  The banking system offshore has signed us on to 1.5 quadrillion. That's 1,500 trillion. 644 trillion.
[25:18.000 --> 25:26.000]  Washington Post says they've signed us on to that global debt. Total, it's 1.5 trillion. 1.5 quadrillion.
[25:26.000 --> 25:34.000]  And they've signed us on to 644 trillion. Look it up. That isn't our debt. Our debt's 15 trillion. Not 644 trillion.
[25:34.000 --> 25:42.000]  And they intend on making us be their slaves. See, they come in with a monopoly game to take over through fraud,
[25:42.000 --> 25:50.000]  but they want to back it up with paramilitary force. And that is what is going on here. That's what's unfolding here.
[25:50.000 --> 25:56.000]  So the good news is people are waking up on every front. The numbers, the polls, the culture shows it.
[25:56.000 --> 26:03.000]  People now know liberalism isn't liberal. It's authoritarianism masquerading as a nanny state.
[26:03.000 --> 26:09.000]  Now, they say it's for your best interest because they love you. No, they're really ravenous control freaks that want you to be their property
[26:09.000 --> 26:18.000]  and want to run your life. Here's the bad news. It's precisely because we're waking up, they're accelerating their program,
[26:18.000 --> 26:22.000]  and they're going to stage events. Even Larry Pratt, the head of Gunners of America on my show,
[26:22.000 --> 26:27.000]  that let's cue that up, guys, said that, yeah, we have to look at Obama staging the shooting.
[26:27.000 --> 26:34.000]  Fox News even did an analysis saying it doesn't add up. The mother says she never said her son did it.
[26:34.000 --> 26:43.000]  The guy's so drugged up he can't even talk. They reported multiple shooters. He was under an Air Force psychiatric person,
[26:43.000 --> 26:50.000]  always the same MO, just like Theodore Kaczynski, just like Sir Hand, Sir Hand, just like Tim McVeigh.
[26:50.000 --> 26:55.000]  Oh, you didn't know they were all under famous mind control doctors? Some of them the most famous in the world.
[26:55.000 --> 27:00.000]  That's how dumb they think you are. Oh, here's this doctor. Yeah, he was under him before it happened.
[27:00.000 --> 27:06.000]  He's the head of psych warfare. It's no big deal. Sure, he's up there on the, you know, being arraigned.
[27:06.000 --> 27:13.000]  He can't talk. He's drooling. Everything's fine. He did it. Yes, yes. Right before the UN treaty.
[27:13.000 --> 27:19.000]  But I digress. I digress here. Let me get into the meat and potatoes now, right now for you.
[27:19.000 --> 27:25.000]  And I'm going to come back and go over all the articles and then your phone calls. The good news is we've woken up.
[27:25.000 --> 27:36.000]  The bad news is the system cares. They know exactly what is going on.
[27:36.000 --> 27:42.000]  Oh, they don't want to do what you want and have liberty and prosperity in a free market in the Millerites Constitution.
[27:42.000 --> 27:51.000]  But they do care. When people say the elite, the controllers, the architects, the social engineers don't care, they're wrong.
[27:51.000 --> 27:57.000]  They do care and they know you're waking up and they want to enforce their will on you.
[27:57.000 --> 28:02.000]  People say, oh, big pharma doesn't care if they kill you. Oh, no, they care. They want to kill you.
[28:02.000 --> 28:08.000]  This is a crime of passion. They passionately want to enslave us. They're passionate eugenicists.
[28:08.000 --> 28:12.000]  So here is the good news. The good news is people are waking up.
[28:12.000 --> 28:16.000]  The bad news is the system knows that and is accelerating their program.
[28:16.000 --> 28:20.000]  And when we come back in a moment, I'm going to give you the devastating news.
[28:20.000 --> 28:26.000]  But again, it's not negative. It's scary. It's frightening. It confirms everything.
[28:26.000 --> 28:34.000]  But it lets us know where we stand. They admit that we're awake. They admit the majority of us want guns and they're announcing they don't care.
[28:34.000 --> 28:41.000]  They're going to ban almost all of them. The legislation's been introduced and the Republican leadership is lining up to support it.
[28:41.000 --> 28:48.000]  You heard me right. The Republican leadership is lining up to support it. Basically, all of them.
[28:48.000 --> 29:06.000]  We're going to tell you about that when we come back from this quick break. I'm Alex Jones of infowars.com, where we still have the First Amendment.
[29:19.000 --> 29:28.000]  There's no priming required. It's NSF 42 certified. Optional fluoride filters can reduce fluoride up to 95%.
[29:28.000 --> 29:34.000]  Easy to set up and use. Doesn't require electricity. Purify water from lake streams, ponds and wells.
[29:34.000 --> 29:42.000]  This filter system leaves in beneficial minerals, which is key. Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[29:42.000 --> 29:49.000]  Water is the best gravity-fed filter out there. It's what my family uses. Infowars.com already has the lowest price on Propier.
[29:49.000 --> 29:55.000]  But if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com.
[29:55.000 --> 30:13.000]  You can also call to order 888-253-3139.
[30:26.000 --> 30:33.000]  The Survival Seed Vault from MyPatriotsupply.com includes detailed planting and seed-saving instructions in ship same day.
[30:33.000 --> 30:40.000]  Plus, all orders over $49 ship-free. MyPatriotsupply.com is American-owned by patriots like you.
[30:40.000 --> 30:46.000]  Passionate about freedom and preparedness. Call now 866-2290-927.
[30:46.000 --> 30:59.000]  That's 866-2290-927. Or discover more emergency preparedness items when you order at MyPatriotsupply.com. Choose the original. Choose the Survival Seed Vault at MyPatriotsupply.com.
[31:01.000 --> 31:09.000]  If you want an American company with American products made by Americans, here is the Calben Soap Company.
[31:09.000 --> 31:20.000]  Alex and his staff have used these pure soap products for years. These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[31:20.000 --> 31:40.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog. Buy the one to two-month sample package and enjoy soaps that are twice as good as what you're using now. Or save big with a one to two-year supply of soaps for all your cleaning needs.
[31:40.000 --> 31:47.000]  This is an amazing deal. You can save thousands of dollars and you will love the way real soap makes you feel.
[31:47.000 --> 31:59.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[31:59.000 --> 32:07.000]  Let me ask you a question. What does freedom mean to you? The freedom to choose, the freedom to vote, the freedom to worship. How about the freedom to take control of your own future?
[32:07.000 --> 32:20.000]  My friends at eFood's direct are celebrating freedom this month while helping you take control of your greatest dependency food. Right now you receive one of their new Patriot packs free with every $289 you spend on their highly nutritious and great-tasting food.
[32:20.000 --> 32:33.000]  The Patriot pack is a 30-day supply of eFood's quick fix, easy to store food. For example, purchase a one-year supplying at five Patriot packs, which is five months of food free. Use the extra food for everyday use and save hundreds off your grocery bill.
[32:33.000 --> 32:45.000]  Save your free Patriot pack as a gift to a friend or relative, or simply add more food to your long-term supply for free. Call 800-409-5633 or go to eFoodsdirect.com for a slash Alex and get your free Patriot pack with purchase.
[32:45.000 --> 33:01.000]  Operators are standing by. Call 800-409-5633 or eFoodsdirect.com for a slash Alex. eFoods is so affordable, the more you store and eat the more you save. Go to eFoodsdirect.com for a slash Alex or call 800-409-5633 right now.
[33:01.000 --> 33:08.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[33:31.000 --> 33:50.000]  That's right, we must fight for our rights. Nobody's going to save us. God helps those that help themselves, and as the people wake up to the Toronto government we have, that second amendment the founders put in place is now more valuable than ever.
[33:50.000 --> 34:06.000]  And the ATF has come out and said in a public press release they want to ban most shotguns because they're not for sporting if they're semi-auto. Well, they're not for sporting. The second amendment isn't about hunting. It's about defending yourself against tyranny.
[34:06.000 --> 34:25.000]  So, again, the good news is, is that they're having to play possum and run up the white flag, circle the wagons, and say, oh, how guns won, why Americans have turned against gun control. No amount of staged events, no amount of Operation Northwoods, where you call for mass shootings.
[34:25.000 --> 34:39.000]  No amount of those is going to get our trust back, okay? We know who you are, we know what's going on, and we know statistically we have a better chance of a honeybee. There's only about 19 to 20 on average.
[34:39.000 --> 34:49.000]  You can look it up, mass shooting deaths above five people shot a year. In groups of larger than five, there's less than 20 people killed a year. Hundreds die from honeybee stings.
[34:49.000 --> 34:58.000]  I give them the same numbers for terrorism. National News has gone and researched it and actually stolen my headline. That's the idea.
[34:58.000 --> 35:13.000]  So, people now know it's all a bunch of hype. They see you up there pushing the fear. They know who you are. They know Dianne Feinstein and Barbara Boxer and Obama and all these anti-gun people have bodyguards and their own guns.
[35:13.000 --> 35:25.000]  We know that all the top Democrats are the only ones that get issued special gun permits in New York. We understand that you're all about force. You want us disarmed so you can run our lives.
[35:25.000 --> 35:35.000]  I mean, Bloomberg wants to tell you what you can eat. He wants to ban popcorn and milk products in New York, now that he's over 16 ounce soft drinks.
[35:35.000 --> 35:51.000]  These are vicious social engineers. There's nothing liberal about them. So, that's the good news we're awake. The bad news is, they've introduced in the Cyber Security Act a provision that bans, and I don't just mean from sale.
[35:51.000 --> 36:09.000]  It says possession in the U.S. of all semi-autos and clips that hold more than 10 rounds. That's most of the guns in this country. Bans them. And it looks like the Cyber Security may pass.
[36:09.000 --> 36:21.000]  Oh, but they told you Obama, a week ago, he didn't want gun control, though he should ban all semi-autos. Only soldiers need those, he said. Remember that? All of them said ban everything semi-auto.
[36:21.000 --> 36:30.000]  Bloomberg's like, that's not enough. Have the police stand down till all the guns are turned in because cops are being killed by guns. Really? It's almost two to one automobiles killing you.
[36:30.000 --> 36:42.000]  And in the areas where they have disarmed the public, a lot more cops get killed, and the police know that. You've lost there. I've seen national polls as high as 97% of police being totally second amendment.
[36:42.000 --> 36:57.000]  Not the police chiefs that are basically federally funded and put in. You think you're getting your local police chief, but federal boards recommend them, and if you don't take who they recommend, you don't get the grants.
[36:57.000 --> 37:08.000]  And most of the police chiefs that have been publicly anti-gun, it's so negative for them now, they've got to say they're pro-second amendment. It's happening everywhere because we're winning the hearts and minds.
[37:08.000 --> 37:20.000]  The bad news is, the system doesn't care. You know, I noticed Friday when we had an article analyzing the official draft of the UN Treaty, and they've now released it. We got the leak.
[37:20.000 --> 37:32.000]  But article 15 says states will aid each other inside nations confiscating firearms. It says you have an individual right of states, of actor governments.
