[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[05:16.000 --> 05:27.000]  Its filters are silver and pregnant to prevent bacterial growth. There's no priming required. It's NSF 42 certified. Optional fluoride filters can reduce fluoride up to 95%.
[05:27.000 --> 05:36.000]  Easy to set up and use. Doesn't require electricity. Purify water from lake streams, ponds and wells. This filter system leaves in beneficial minerals, which is key.
[05:36.000 --> 05:46.000]  Save money by not buying bottled water and avoid BPA that leaches from the plastic. ProPure is the best gravity-fed filter out there. It's what my family uses.
[05:46.000 --> 06:15.000]  ProPure.com already has the lowest price on ProPure, but if you add the promo code WATER at checkout, you get an additional 10% off and infowars.com. You can also call to order 888-253-3139.
[06:15.000 --> 06:27.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[06:27.000 --> 06:38.000]  Monday through Friday from 11 a.m. to 2 p.m. Central, 12 noon to 3 p.m. Eastern, we're on the radio live, but that is enough for me.
[06:38.000 --> 06:57.000]  I come in Sunday with my trusty crew, and we come to you live 4-6 Central, 5-7 Eastern, 2-4 Pacific, 3-5 Mountain, and it is the 14th day of October 2012 on this live Sunday broadcast.
[06:57.000 --> 07:10.000]  And we're only, I don't know, 3 weeks or so away now in the true final stretch of election 2012, and the whole world is watching because both men are globalists.
[07:10.000 --> 07:18.000]  Both men have stated they're anti-gun. Both men have stated they like corporate welfare and promise people all sorts of free goodies.
[07:18.000 --> 07:27.000]  But at least Mitt Romney has to say, as a supposed Republican, that he's pro-free market and that small businesses are good, and that cutting taxes is good.
[07:27.000 --> 07:39.000]  Yeah, unless you want to reckon economy to consolidate it, everybody knows you raise taxes long-term, 100% of the time, if you raise taxes long-term too much, it will reduce tax revenue.
[07:39.000 --> 07:49.000]  So why do they raise taxes every year in California for the last 50 years straight? Because it's about only the big boys who write the laws being exempt from that.
[07:49.000 --> 07:58.000]  Same thing in France. You don't think everybody's paying 80-something percent taxes, do you? No, no, no, no, no. Globalists have written the laws where they are exempt.
[07:58.000 --> 08:09.000]  Okay, that's what we're talking about here. That's what other mainline conservative talk show hosts won't tell you. Liberals say, get rid of all money, all private property, communism is wonderful.
[08:09.000 --> 08:20.000]  At their core, that's what they push, and that all corporations are bad. Right-wingers say, all corporations are good and wonderful, and no, that's not true either.
[08:20.000 --> 08:26.000]  A lot of corporations are predatory and work with government. So we'll never change things when the terms are all scrambled.
[08:26.000 --> 08:38.000]  Well, this is going to be a very important broadcast today. Our top story I'm getting to in a moment has also been the top story the last day and a half at drudgereport.com,
[08:38.000 --> 08:47.000]  and it's now moved to the middle of drudgerport.com, the middle top story. I say that because it's already scrolled off the main page of infowars.com,
[08:47.000 --> 09:07.000]  and I had the Sunday webmaster, Don Salazar, repost it in the guest radio box, show guide area, is a link to the report from the Economic Collapse Blog and Michael Schneider that we syndicated infowars.com,
[09:07.000 --> 09:24.000]  and it covers will the election results cause massive riots to erupt all over America? And I did a little research to add to the article at the bottom in a video I shot yesterday,
[09:24.000 --> 09:40.000]  and I found, I don't know, professor, researcher, journalist, Thomas Sowell over creator syndicate writing, our race riots coming. We have a clip of him on the syndicate radio.
[09:40.000 --> 09:56.000]  We'll play it a little while, breaking all of that down, going over the fact that he believes if Obama loses that there will be racially motivated riots in this country.
[09:56.000 --> 10:11.000]  So we are going to be going over that here today. And guys, I know you printed me. Here it is. I just wanted to give credit to it. He was on KABC talk show covering that.
[10:11.000 --> 10:18.000]  That's the source of that that's coming up in the next segment. I'll play a few minutes of this. Thomas Sowell race riots will Obama loses the Western Journalism Center.
[10:18.000 --> 10:26.000]  I found that clip from three days ago and posted that because, you know, it's not just the article that we ran by Michael Schneider. That's excellent.
[10:26.000 --> 10:38.000]  Showing on Twitter and Facebook where people are saying, you know, we're going to go out and riot and burn stuff. Basically, if Obama doesn't win, I went out myself and searched it and found it all over.
[10:38.000 --> 10:52.000]  And when I shot a video about it yesterday with the headline threats of riots of Obama loses flood of the Internet, there were a bunch of commenters there.
[10:52.000 --> 11:02.000]  And you go to their channels, they're real people saying we're going to burn stuff. We're going to riot if Obama doesn't win.
[11:02.000 --> 11:09.000]  You know, I'm not saying you should riot ever. But but what about rioting over the NDA? The government saying they'll secretly kill citizens whenever they want.
[11:09.000 --> 11:17.000]  Or the NSA publicly spying on us illegally and not getting in trouble. Or the government ordering the torture of children in front of their parents.
[11:17.000 --> 11:28.000]  That's in the Army's own report. Or why don't black folks riot over 52% of black babies, never being born since Roe v. Wade being aborted.
[11:28.000 --> 11:35.000]  I'm not saying you should riot, but I mean, I'm upset about it and I'm not black. I think it's pretty darn horrible.
[11:35.000 --> 11:45.000]  But let me tell you, this is a real issue because you've already got all sorts of racially motivated attacks increasing in this country because it's politically correct and cool to do black on white.
[11:45.000 --> 11:49.000]  That's all over local news here and there. Never really makes it to national news.
[11:49.000 --> 12:03.000]  But you've you've seen the cases that mainstream media can't can't block out increasing it at public events at, you know, at city events, at events in downtown areas all over the country.
[12:03.000 --> 12:09.000]  Racially motivated mobs of people attacking mainly. Well, the white devils whenever they're out on the streets.
[12:09.000 --> 12:19.000]  And Thomas soul writes about that in his article at creators syndicate that syndicated, you know, going over examples of this.
[12:19.000 --> 12:26.000]  And now even members of newspapers and TV have been attacked and the TV stations and newspapers say we cannot report. That's politically incorrect.
[12:26.000 --> 12:34.000]  So you've got that component. You've got the depression that this country's really been in in many sectors of the economy in many areas.
[12:34.000 --> 12:42.000]  The recession for some a depression for many others. John Williams of shadow stats and other economists, former head of the Treasury and policy.
[12:42.000 --> 12:48.000]  Dr. Paul Craig Roberts here has said it's a depression. All the economists we've had on they've got fake economic numbers.
[12:48.000 --> 12:55.000]  They put out that that's been exposed. You add the economic worldwide meltdown that's happening.
[12:55.000 --> 13:06.000]  You add the gangbanger culture that's got poor people in urban areas, predominantly black, killing each other at record numbers, even per square mile, more dangerous than Mexico.
[13:06.000 --> 13:19.000]  Most dangerous place in the world is now Chicago. The most dangerous country in the world is Mexico or capita more dangerous than Syria to the middle of a proxy war, stage civil war.
[13:19.000 --> 13:32.000]  We've got that coming up in this. So you've got all of these ingredients percolating around and the police in Detroit putting up signs saying enter Detroit at your own risk.
[13:32.000 --> 13:41.000]  We cannot maintain law and order. Things are imploding. But you still got federal grants for your anti gun program to go after law abiding citizens with guns.
[13:41.000 --> 13:57.000]  Just like Chicago has a gun ban. And then you got the gangster in chief there around the manual of Chicago land gangsterville running around saying, oh, we want the public to go online to the city website.
[13:57.000 --> 14:03.000]  He said two weeks ago and tell us why you think things are so violent.
[14:03.000 --> 14:12.000]  Well, you've you've you've hung out signs saying criminals nationwide come to a big city get free welfare, beat up whoever you want on the subways.
[14:12.000 --> 14:22.000]  All the famous videos that they post on the gangster type sites beating up old people, walking up to old men and sucker punching them and knocking them out.
[14:22.000 --> 14:34.000]  You get extra, you know, media attention of the person that was to be white. But they also beat up black people, Hispanics and predominantly it's the young black males doing it.
[14:34.000 --> 14:44.000]  You've got this culture being force fed and pushed by the media by MTV by all of it. And now it's spilling out into all racial groups.
[14:44.000 --> 14:59.000]  And it's despicable what's happened and it's disgusting and it's bad for every every community in this country. And now we've got open calls and this is linked in the article at info wars dot com.
[14:59.000 --> 15:05.000]  Will the election results cause massive riots to erupt all over all over America.
[15:05.000 --> 15:16.000]  And again, that's Michael Schoner the economic collapse blog.com I think is the address of that but I'll give that to you after the break if you want to go to the site itself also have it linked there.
[15:16.000 --> 15:29.000]  Yes blog.com the economic class blog.com we have it up at info wars.com with a bunch of examples linking to Twitter where it's being saying if Romney wins I'm starting a riot who's with me stuff like that with the links.
[15:29.000 --> 15:43.000]  And I've got Watson doing a big article the bunch of other examples. Then we've got Thomas soul saying the same thing. And then we've got the Chicago now dot com riots to follow the election and examiner.
[15:43.000 --> 15:48.000]  Newspaper Twitter explodes with threats of riots with all the links to it.
[15:48.000 --> 16:00.000]  That is just some of the reports we're going to be going over and it looks like it may happen because Mitt Romney and a whole bunch of major polls has now pulled ahead of Obama clearly.
[16:00.000 --> 16:20.000]  Cold and flu season is upon us. Protect yourself with supernatural silver, a revolutionary new broad spectrum antibacterial recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold and food poisoning as well as help improve wound healing.
[16:20.000 --> 16:33.000]  Silver salt technology is safe enough to consume every day while powerful enough to destroy the causes of many serious diseases like strep throat, staff, pneumonia, colds, clues and other harmful pathogens.
[16:33.000 --> 16:46.000]  This new technology is much more effective than colloidal or ionic silvers and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[16:46.000 --> 16:58.000]  Supernatural silver is what you need for any emergency. Go to supernatural silver dot com today and use a promo code Alex says for 20% off and like us on Facebook.
[17:16.000 --> 17:30.000]  This is made from the highest quality vegetable and coconut oils that are earth friendly and safe. See them on the web at five stars soap dot com or call 800-340-7091 for a free catalog.
[17:30.000 --> 17:41.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now or save big with a one to two year supply of soaps for all your cleaning needs.
[17:41.000 --> 17:56.000]  This is an amazing deal. You can save thousands of dollars and you will love the way real soap makes you feel. See them on the web at five stars soap dot com or call 800-340-7091 for a free catalog.
[18:11.000 --> 18:19.000]  Vegetables and wheat are all impacted raising prices. The cost to feed livestock is forcing farmers and ranchers out of business blowing up your food prices.
[18:19.000 --> 18:29.000]  The only strategy to counter this is to freeze your food cost to today's prices by getting your own supply of foods from foods direct now as the price of raw ingredients increases.
[18:29.000 --> 18:36.000]  Eat foods will have to raise prices too. Now is the time to get your supply. I recently increased my supply from food direct because we've all known this was coming.
[18:36.000 --> 18:46.000]  You know about their delicious long term storeable foods. The fact is you can eat at any time to save money today and because it stores for 25 years you're locking in today's prices and avoiding the rising food cost.
[18:46.000 --> 18:59.000]  Don't wait. Call 800-409-5633 or go to eatfooddirect.com forward slash Alex. Call 800-409-5633 or eatfooddirect.com forward slash Alex. You can bet your life on Eat Foods Direct.
[18:59.000 --> 19:12.000]  Aaron Fullen here. As the food police shut down food co-ops, the Amish and small farmers, Americans are losing access not just to raw milk and homemade cheeses but to healthy home crafted sources for fermented foods like sauerkraut, yogurt and kefir.
[19:12.000 --> 19:19.000]  It seems there's a war on life giving foods with living enzymes and healthy bacteria. But frankly I'm not sure what the food police are so afraid of.
[19:19.000 --> 19:27.000]  These remarkable foods have been around since the beginning of history with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[19:27.000 --> 19:35.000]  And today, Japanese eat miso, Africans eat fermented porges, Koreans eat kamichi and in India, fermented milk is a staple for healthy living.
[19:35.000 --> 19:42.000]  But here's some good news. Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[19:42.000 --> 19:50.000]  Since it's still legal to make these foods as long as you can make them yourself. For more information check out fermentationfactor.com. That's fermentationfactor.com.
[19:50.000 --> 20:00.000]  It's easy to create your own powerful fermented foods and you can do it by going to www.fermentationfactor.com. That's www.fermentationfactor.com.
[20:20.000 --> 20:27.000]  Our back and thank you so much for joining us. Journalist John Rappaport will be joining us coming up in the second hour.
[20:27.000 --> 20:36.000]  We'll open the phones up then as well to break down in the last week hundreds of articles including five different ones I saw in the New York Times this week.
[20:36.000 --> 20:44.000]  Saying drug all kids in school with Ritalin, Prozac and other speed and psychotropic type drugs.
[20:44.000 --> 20:53.000]  And of course Big Pharma wrote this. They were just going to say half the kids are now mentally ill but people said well half of them aren't mentally ill because they got 20% on drugs right now.
[20:53.000 --> 21:01.000]  We'll just say you all need to be on drugs and statins and of course sudden infant death syndrome. I've got studies here. They've done this for 20 years more.
[21:01.000 --> 21:09.000]  It is mainly caused by vaccines. They do autopsies and find it out and the federal government quietly pays people off.
[21:09.000 --> 21:20.000]  But they've got some news on that. Now they shoot the babies up and then they die and their heart rate goes up, their breathing goes up and well they die but vaccines are good because Big Pharma says so.
[21:20.000 --> 21:32.000]  So we're going to be breaking all of that down as well in the serious situation in Syria where they're now doing a no fly zone over parts of it and over Turkey.
[21:32.000 --> 21:48.000]  They're grabbing and enforcing down Russian aircraft, passenger liners. U.S. troops are fighting under NATO against Russian troops in Syria and our troops are fighting alongside al-Qaeda that is the main jihadi force that our government's brought into the area.
[21:48.000 --> 21:58.000]  It is off the charts immoral. And it's in the newspaper. Al-Qaeda is helping. Just totally immoral off the charts evil.
[21:58.000 --> 22:07.000]  We're going to be looking at all of that. I want to play a clip here from K.A.B.C. with Larry Elder interviews.
[22:07.000 --> 22:22.000]  Thomas Sowell, again journalist, professor, you name it, who predicts that if Obama loses, just because people are dependent on welfare, they're going to perceive the fact that they are being cut off the gravy train.
[22:22.000 --> 22:30.000]  Folks, you know that I don't demonize the welfare people. I think they're pitiful. They've deindustrialized this country. They've tried to force people onto food stamps.
[22:30.000 --> 22:40.000]  The food stamp program has doubled from 20-something million to almost 50 million. It's like 49 million in change since Obama got in.
[22:40.000 --> 22:49.000]  He has the nerve to say that you didn't build your own small business. I mean, it's like having Fidel Castro as president.
[22:49.000 --> 22:58.000]  It's just incredible. The things we hear coming out of a U.S. president's mouth, I'm not predicting there will be racially motivated riots in this country.
[22:58.000 --> 23:04.000]  But I certainly hope there isn't. And I think we do have the atmosphere there where this could happen.
[23:04.000 --> 23:15.000]  I know of the police, like we saw in the LA riots a few decades ago, if they stand down, if there's any looting or a car gets dumped over or something, then it will spread.
[23:15.000 --> 23:21.000]  If the police pull back, like they do, politically correct reasons.
[23:21.000 --> 23:27.000]  And of course, that may happen because the power structure wants to use this as a pretext to take liberties the American people.
[23:27.000 --> 23:35.000]  But watching inner-city folks burn down their own neighborhoods as a form of protest is very, very sad.
[23:35.000 --> 23:39.000]  A lot of people laugh at it. I don't think it's funny because I want everyone to be empowered.
[23:39.000 --> 23:47.000]  I want to get our country back and its dependency, you know, when the inner-city areas get burned out.
[23:47.000 --> 23:53.000]  The big government types love that because now there's no businesses and all those people have is welfare.
[23:53.000 --> 24:03.000]  And I've watched MSNBC sometimes and all it is is race baiting and race card and you're a racist if you don't like government health care and you're a racist if you don't vote for Obama.
[24:03.000 --> 24:13.000]  And it is so despicable that in the name of fighting racism that I think is just, you know, racism is just mindless and stupid and is used to control us.
[24:13.000 --> 24:18.000]  It's divide and conquer. I'm totally against racism, tribalism, all this garbage.
[24:18.000 --> 24:27.000]  But when people are politically correct and think they can be racist against you because, well, you're the bad guy, you're the white guy, it forces you into the debate.
[24:27.000 --> 24:42.000]  And that's what the globalists want. But if you look at the poverty pimp types, all of them, Slimeball, Chris Matthews, Mr. Maddow, I mean, Miss Maddow, Rachel Maddow.
[24:42.000 --> 24:48.000]  You look at those people, all they're doing is injecting racial division all day long and making everything racial.
[24:48.000 --> 24:58.000]  And so people then watch that and believe that, well, you know, I've got a get out of jail free card. I should go out and riot.
[24:58.000 --> 25:04.000]  I should go out and engage in these things. And look at who used to call for riots in New York City and who used to stir stuff up.
[25:04.000 --> 25:11.000]  Al Sharpton, well, he's now one of the biggest hosts on MSNBC and it doesn't empower anybody.
[25:11.000 --> 25:24.000]  In fact, all it does is create more division and make groups of people be afraid of each other. And that's exactly what big government wants to keep everybody in their ghettos, in their barrios, in their neighborhoods.
[25:24.000 --> 25:31.000]  The white people running to the suburbs, you know, gentrification hiding out there.
[25:31.000 --> 25:39.000]  This is exactly what we see getting pushed. And folks, if you look at Twitter and Facebook and all over, we've got big reports coming out on this.
[25:39.000 --> 25:50.000]  We've already got some up at infowars.com. But we've got a big one coming out tomorrow morning, maybe even tonight by Paul Watson, because there's a lot of examples of this and a lot of people calling for it.
[25:50.000 --> 26:01.000]  And I think that unfortunately, researcher and journalist Thomas Sowell may be right about this happening, especially if it gets encouraged.
[26:01.000 --> 26:11.000]  And remember, and here's the key, I cover this in my film, The Obama Deception, made three and a half years ago.
[26:11.000 --> 26:23.000]  If Obama, when he was U.S. Senator, would tell his cousin over in Kenya, Odinga, when he lost the election against the Christian majority, Odinga is a Muslim, he said,
[26:23.000 --> 26:34.000]  have your Muslim constituents, the letters public, riot and demand you be given his feet in government. And he did, and they made the prime ministership for Odinga.
[26:34.000 --> 26:46.000]  So don't think when Obama, and then this came out in the news, sent Justice Department people down with the Trayvon Martin tragedy to try to stir up the people and get some type of race war going.
[26:46.000 --> 26:58.000]  And they had some attacks going on and stores being looted. Remember that? Don't think they won't pull something like that now and play blacks and whites and others off against each other.
[26:58.000 --> 27:09.000]  That's pointless. Rioting will only, in fact, I saw some of the emails I got, I saw some of the comments on the YouTube video, they said, yeah, you better be afraid, you know, Jones,
[27:09.000 --> 27:19.000]  you know, you're racist, you know, you're a white racist, all sorts of stuff. Listen, I live 25 miles outside Austin, Texas. It sounds like World War Three every weekend with my neighbors.
[27:19.000 --> 27:29.000]  I mean, next door to me, they're filming some Discovery Channel gun show every week. It sounds like World War Three going on. Famous guy lives in, you know, nearby who's got a show.
[27:29.000 --> 27:44.000]  The point is, I'm not afraid if people burn, you know, East Austin, or I don't think that would happen here, but Chicago, Detroit, New York, Los Angeles, places like that.
[27:44.000 --> 27:59.000]  It's so mindless that when I'm saying in this, in this video report that I've got up at infowars.com and prisonpunna.com, I'm in there saying let's not, whoever gets elected, let's not have riots, let's not have violence.
[27:59.000 --> 28:08.000]  Both guys are puppets of the globalist. You know, this is stupid. We should come together for national sovereignty, the Bill of Rights, the Constitution.
[28:08.000 --> 28:17.000]  People are calling for this, a lot of opportunistic criminals that just want to rob shops. Don't be part of this if Romney wins and go out and riot.
[28:17.000 --> 28:25.000]  And they're like, oh, you're just afraid. It's so stupid. What, afraid you'll burn down your neighborhood in LA again? And everybody laughs at you?
[28:25.000 --> 28:35.000]  I mean, you know, because a bunch of criminals run around, give everybody in the neighborhood a bad name. It's just so stupid that this type of stuff is going on.
[28:35.000 --> 28:46.000]  And again, I'm very, very concerned. Are you concerned? I'm going to give the number out. I want to get your take on this. 877789 Alex on this issue, 877789 Alex.
[28:46.000 --> 29:09.000]  We'll be right back and I'll play that clip of Thomas Shull and a lot more. Stay with us.
[29:16.000 --> 29:23.000]  You can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[29:23.000 --> 29:31.000]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere for any application.
[29:31.000 --> 29:38.000]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[29:38.000 --> 30:00.000]  This product was designed to be an invaluable part of your vital preparations. For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing, please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home forever.
[30:00.000 --> 30:08.000]  Sick of the globalist eugenesis control freaks adding poison to your water and laughing as you get sick and die? Start purifying your water with ProPure.
[30:08.000 --> 30:17.000]  My friends, I've done a lot of research and the best gravity filter out there, Bar Nun, is ProPure and it's available discounted at infowars.com.
[30:17.000 --> 30:24.000]  Its filters are silver and pregnated to prevent bacterial growth. There's no priming required. It's NSF 42 certified.
[30:24.000 --> 30:34.000]  Optional fluoride filters can reduce fluoride up to 95%. Easy to set up and use. Doesn't require electricity. Purify water from lake streams, ponds, and wells.
[30:34.000 --> 30:41.000]  This filter system leaves in beneficial minerals, which is key. Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[30:41.000 --> 30:46.000]  ProPure is the best gravity-fed filter out there. It's what my family uses.
[30:46.000 --> 30:55.000]  Infowars.com already has the lowest price on ProPure, but if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com.
[30:55.000 --> 31:17.000]  You can also call to order 888-253-3139.
[31:26.000 --> 31:35.000]  Even today, Japanese eat miso, Africans eat fermented porges, Koreans eat kamichi, and in India, fermented milk is a staple for healthy living.
[31:35.000 --> 31:42.000]  But here's some good news. Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[31:42.000 --> 31:50.000]  Since it's still legal to make these foods as long as you can make them yourself. For more information, check out fermentationfactor.com.
[31:50.000 --> 31:59.000]  It's easy to create your own powerful fermented foods and you can do it by going to www.fermentationfactor.com.
[31:59.000 --> 32:08.000]  Cold and flu season is upon us. Protect yourself with supernatural silver, a revolutionary new broad-spectrum antibacterial.
[32:08.000 --> 32:19.000]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[32:19.000 --> 32:32.000]  Silver salt technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph, pneumonia, colds, flus, and other harmful pathogens.
[32:32.000 --> 32:45.000]  This new technology is much more effective than colloidal or ionic silvers and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[32:45.000 --> 32:57.000]  Supernatural silver is what you need for any emergency. Go to supernaturalsilver.com today and use the promo code ALEKSES for twenty percent off and like us on Facebook.
[33:15.000 --> 33:22.000]  God, eternal hostility against every form of tyranny over the mind of man.
[33:22.000 --> 33:35.000]  Thomas Jefferson. It's Alex Jones on the GCN Radio Network.
[33:35.000 --> 33:50.000]  Hey, my friends. Again, it is Sunday. We're very glad that you are here joining us on this 14th day of October 2012. And if Barack Obama, as U.S. Senator, told his cousin, Odinga, in letterhead, it's public.
[33:50.000 --> 34:00.000]  It's in my film, The Obama Deception. Just look it up. Just look up, Obama told his cousin, Odinga, you know, to stage unrest in Kenya so that he'd be given a spot in the government.
[34:00.000 --> 34:10.000]  That letter is public on this senatorial letterhead. If he would do that, I don't know, that was about seven, eight years ago. What would he do now?
[34:10.000 --> 34:18.000]  I mean, they're not going to give up power easily. They shipped tens of thousands of guns and hand grenades into Mexico.
[34:18.000 --> 34:24.000]  This all came out, CBS News, to blame the Second Amendment. And the memo came out that they were going to blame the Second Amendment.
[34:24.000 --> 34:34.000]  And guess what they did? They still say we should restrict guns and not let you have semi-autos because of what happened in Mexico.
[34:34.000 --> 34:46.000]  They never give up. They never stop. They never back off. And the problem is the Republicans are bought and paid for by the same power structure, so they act like they're against all this, but they go along with all of it.
[34:46.000 --> 34:58.000]  And wait until I get to the economic news that we've got here. But again, if you just joined us, here are some of the headlines.
[34:58.000 --> 35:13.000]  Will the election results cause massive riots to erupt all over America? And the story at infowars.com links to a bunch of different people on their own sites and their own Twitter and Facebook accounts saying yes.
[35:13.000 --> 35:19.000]  And here is the Chicago Now newspaper reporting riots to follow the election.
[35:19.000 --> 35:37.000]  Here's an examiner story by Bill Clark. Twitter explodes with threats of riots, and then it gives a bunch of quotes here from their Twitter, from their Facebooks, from their different sites, saying someone should shoot
[35:37.000 --> 35:46.000]  the Republican presidential candidate. They say his name here. I'm not even going to read these quotes. Tweeted, bow tie. And it just goes on.
[35:46.000 --> 35:54.000]  And you've heard about the school teachers telling kids, your parents should have had an abortion because you're a Republican and people getting beat up.
[35:54.000 --> 36:02.000]  I mean, it's all over the place. The absolute viciousness. If people don't want to support Obama and they say, well, you must be racist.
[36:02.000 --> 36:12.000]  And again, it's truly, truly disgusting to see this happening. And if there are any riots or attacks, give Mitt Romney wins.
[36:12.000 --> 36:20.000]  It is only going to hurt race relations in this country. It is only going to be used to bring in more of a police state in this nation.
[36:20.000 --> 36:35.000]  And I'm telling you, if the police stand down like they've done in Detroit and New York, remember the famous cases where they were letting men rape women in Central Park?
[36:35.000 --> 36:42.000]  The New York police is shameful. Remember the LA riots? Remember all the other riots we've seen in Detroit, you name it?
[36:42.000 --> 36:55.000]  Where the police stand down and then just let people burn things down. And this has happened hundreds of times in the last 50, 60 years in this country.
[36:55.000 --> 37:06.000]  Different events. I mean, you have riots when sports teams win and the police go ride out or lose and rubber bullet everybody and attack everybody.
[37:06.000 --> 37:12.000]  And sometimes use too much force and kill innocent people. We saw that when the Red Sox won a few years ago.
[37:12.000 --> 37:22.000]  But then if it's an election riot, they'll just stand down, at least in the past they have. And if that happens, folks, then people will say, well, it's my green light.
[37:22.000 --> 37:32.000]  Black, white, Hispanic, you name it, to go out in these poor areas and rob the local Walmarts, rob the targets, rob the pawn shops, rob the homes.
[37:32.000 --> 37:38.000]  And then it's always minorities that are getting burned up in their houses.
[37:38.000 --> 37:49.000]  And then they shoot it to fire department when they come. I mean, it is just crazy watching this historically and knowing that we've never in modern times been sitting on a bigger powder keg.
[37:49.000 --> 37:57.000]  And here's the news. Rasmussen polls, it's a bunch of other polls showing the same thing. Daily presidential tracking poll.
