[00:00.000 --> 00:29.640]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[10:10.640 --> 10:30.640]  Welcome to Chicago. Now give me that iPhone. Chicago Tribune reports on groups of black teens going around beating up people outside shopping malls even in areas not afflicted by the higher crime saying you white bleepers leave us alone.
[10:30.640 --> 10:48.640]  And then you've got the white politically correct people saying I don't think it was racial. I just think they targeted anyone whose phone they could get. Just like the riots in LA, they're saying that's not related to the Trayvon Martin, George Zimmerman situation.
[10:48.640 --> 11:02.640]  So we're going to be going over all of that. And Obama comes out and acts like he's not trying to stir things up and he wants us all to come together while having his surrogates on MSNBC media matters.
[11:02.640 --> 11:23.640]  His own press secretary, you name it, hyping things up, sending in the Justice Department on record to stir up demonstrations a year and a half ago, a year ago, and even two months ago. They've been caught covertly trying to get demonstrations going because Obama has got to deliver something to his constituents.
[11:23.640 --> 11:40.640]  And so he's higher taxes and Obamacare on poor people, deindustrialization, shipping General Motors to China, your taxpayer money paid 20 plus billion to do that, shutting down power plants across America with federal regulations on and on and on.
[11:40.640 --> 11:55.640]  So he needs to at least act like he's doing something. And so he wants to stir everyone up knowing that if they went for a murder conviction, they couldn't prove that Zimmerman was premeditatedly going out there to kill him.
[11:55.640 --> 12:09.640]  They knew they would get this verdict. They knew it. That's on record from the start so they could then have the feds come in and persecute Zimmerman because Stalin said one man dying is a tragedy, 10,000 dying.
[12:09.640 --> 12:14.640]  10,000 dying is a statistic.
[12:14.640 --> 12:29.640]  And so Obama can sit there with the globalist in the offshore banks that run the insurance companies and rake poor people over the calls with giant payroll tax increases for everybody under Obamacare on and on and on with all the things they're doing to impoverish this country.
[12:29.640 --> 12:39.640]  But it doesn't matter. He can sit there and manipulate the Democratic judge and the Democratic prosecutors on record, run the police chief out because he wouldn't be part of it.
[12:39.640 --> 12:48.640]  Then make sure he gets charged with something that every lawyer across the board says no way you can get a conviction for premeditated murder.
[12:48.640 --> 12:59.640]  Maybe manslaughter. Maybe you could then say, okay, we can get a conviction. No way you can do that. Knowing they'd get that. Again, problem reaction solution.
[12:59.640 --> 13:11.640]  So we're going to be breaking all of that as well down with Pastor James David Manning. If you haven't heard the pastor, he's very eloquent and also could speak from a black perspective as somebody who even grew up in the south.
[13:11.640 --> 13:21.640]  So we're going to get his take on all of this in the second hour today and we'll also play some clips with Charles Barkley basically agreeing with what he said and what Jimmy Carter said.
[13:21.640 --> 13:30.640]  And again, Jimmy Carter said there's he said, I follow the trial. You can pull up the video. He talked to the Atlanta TV station Atlanta, Georgia.
[13:30.640 --> 13:33.640]  We played the clip on last Thursday.
[13:33.640 --> 13:42.640]  But he said, look, you might have been able to get manslaughter. No way you can get premeditated murder. No way you can get that.
[13:42.640 --> 13:53.640]  So he had to be acquitted. And again, the prosecutors all knew that there's now a lawsuit with the head IT person from that prosecutor's office in Florida.
[13:53.640 --> 14:05.640]  When he went and downloaded off Trayvon's phone, loot, telephone, things like that. And the firearm.
[14:05.640 --> 14:11.640]  And he said, this has to be given to the defense. And they said, no, that's not going to be given to the defense.
[14:11.640 --> 14:19.640]  He said, well, that's a felony. So I'm going to leak it. So they fired him when he gave it to the defense attorney.
[14:19.640 --> 14:26.640]  So there's another issue here. I think that O.J. Simpson was guilty and the civil trial found him guilty.
[14:26.640 --> 14:33.640]  But back when that happened, I actually followed that soap opera, as I know many of you did.
[14:33.640 --> 14:43.640]  And in the final equation, even though he probably did it, he had to go free because there was evidence the police tried to frame O.J. Simpson.
[14:43.640 --> 14:49.640]  Undoubtedly, the blood had the blood additive. It was clearly from the ampule they took from O.J. Simpson.
[14:49.640 --> 14:58.640]  There was a lot of other evidence going on. So even if you think somebody's guilty, but he's been framed, a lot of times they try to frame somebody they think is guilty.
[14:58.640 --> 15:05.640]  They don't just frame innocent people. They also, in history, tend to frame people they think are guilty, but then that leads to framing innocent people as well.
[15:05.640 --> 15:12.640]  That's why it's so immoral. It's like torture. Yeah, you might be torturing somebody who's really guilty, but then it's going to be used down the road to get fake confessions.
[15:12.640 --> 15:18.640]  And turns into its own greater evil. That's why you have to be against torture. That's why we have these checks and balances.
[15:18.640 --> 15:25.640]  So O.J. had to go free. And he ended up getting back into trouble. He's in jail right now. O.J. Simpson.
[15:25.640 --> 15:31.640]  So it's the same thing here. Now I'm done talking about that till the next hour. And we'll get into that with Pastor Manning.
[15:31.640 --> 15:40.640]  Coming up, ladies and gentlemen, London Independent. Inside Google's HQ, their plan to put brain chips in all of us.
[15:40.640 --> 15:50.640]  That's not actually their plan. That's the globalist plan. And I put that in my 2002 film, Descent into Terrany, my book, but also the book, Road to Terrany.
[15:50.640 --> 16:10.640]  We're going to come back, though, and get into the latest on the NSA and a lot more straight ahead. Stay with us.
[16:20.640 --> 16:49.640]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilic acid, the most common form of fluoride, not covered by other fluoride filter brands, and sodium hexafluorosilic acid.
[16:49.640 --> 16:59.640]  Get your pro pure with a new pro one filter today at mfolwarstore.com or by calling 888-253-3139.
[17:20.640 --> 17:32.640]  And buy American made products. Order the sampler, a one to two month supply, or get a one to two year supply of soaps for all your cleaning needs. You're getting soap products twice as good as what you're using now.
[17:32.640 --> 17:59.640]  This is an amazing deal and you will love the way real soap makes your skin feel. Call 1-800-340-7091 or visit www.5-star-soap.com. Alex and his staff have used these earth friendly pure soaps for years. See them on the web www.5-star-soap.com or call 1-800-340-7091 for a catalog.
[17:59.640 --> 18:09.640]  Protecting your home with a security system is a must, but when it comes to protecting your family, your home and belongings, there's no need to sign a long term contract.
[18:09.640 --> 18:19.640]  Listen, there is some real scum in the alarm business cashing in by locking you into long punishing contracts, not with simply safe home security. They're the good guys.
[18:19.640 --> 18:30.640]  You can trust simply safe to protect your family. Simply safe was created by a Harvard Business School engineer and it's revolutionary. You'll get 24 hour protection for just $14.99 a month.
[18:30.640 --> 18:41.640]  There are no hidden fees and no contracts. You'll save thousands, plus you're protected by their 100% money back guarantee. Protect yourself against home invasions and break-ins.
[18:41.640 --> 18:51.640]  Order your Simply Safe system now and receive a wireless keychain remote, a $25 gift, free, so don't waste your time dealing with scum.
[18:51.640 --> 19:13.640]  Visit GetSimplySafe.com. GetSimplySafe.com. GetSimplySafe.com.
[19:21.640 --> 19:33.640]  Order is filled with toxic poisons and big pharma runoff. All of this has been engineered by design. We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[19:33.640 --> 19:51.640]  To learn more, visit InfowarsHealth.com. The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma. The fight against the New World Order starts with you and you can't stand against the machine of your sick, tired and obese when you visit InfowarsHealth.com.
[19:51.640 --> 20:00.640]  Be sure and check out the catalog with nearly 400 life-changing products and get free shipping when you sign up for auto-ship.
[20:00.640 --> 20:08.640]  Coast to Coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:30.640 --> 20:37.640]  From 11 a.m. to 2 p.m. Central Standard Time, I'm here live.
[20:37.640 --> 20:44.640]  Then we come back Sundays, 4 to 6 p.m. with the abbreviated two-hour transmission Central Time as well.
[20:44.640 --> 20:58.640]  And don't forget Infowars Nightly News, hosted and anchored by myself and my great crew of intrepid reporters and researchers coming to you live from deep in the heart of Texas, Austin.
[20:58.640 --> 21:08.640]  Okay, let me mention what's coming up here. I want to get into the rise of the Warrior Cop.
[21:08.640 --> 21:19.640]  Is it time to reconsider the militarization of American policing? No, that's not from Infowars.com. That's from the Wall Street Journal.
[21:19.640 --> 21:33.640]  Here is another report that we're going to be getting into along those very same lines. U.S. military drone surveillance is expanding to hotspots beyond declared combat zones.
[21:33.640 --> 21:42.640]  This is out of the Washington Post, including America. That's been going on a long time, and now they're just now admitting it.
[21:42.640 --> 21:54.640]  This is the nature of tyranny, ladies and gentlemen. We're also going to get into high-end stores, use facial recognition tools to spot VIPs.
[21:54.640 --> 22:00.640]  Again, I told you about this 15 years ago.
[22:00.640 --> 22:07.640]  We're going to be getting into it. That's from MPR today. That aired today. We have their text report.
[22:07.640 --> 22:14.640]  We're also going to get into the NSA. Mood shifting. Congress may move to limit NSA spying.
[22:14.640 --> 22:19.640]  I'll give you the news behind the news, the story behind the story, the rest of the story, as Paul Harvey would say.
[22:19.640 --> 22:27.640]  NSA phone snooping cannot be challenged in court. Feds say it's not illegal when the president does it.
[22:27.640 --> 22:35.640]  It's not illegal when the bureaucrats do it. Yeah, it didn't work for Nixon or Hitler or Julius Caesar. It ain't going to work for you either.
[22:35.640 --> 22:46.640]  And we're going to get into move over NSA. Here comes the Obamacare Big Brother database from a great new site put together by some reporters at the Washington Times.
[22:46.640 --> 22:56.640]  It's the top story on DrudgeReport.com. You want to find this great article. We've already written articles about this last month pointing this out in Obamacare, the way it's being implemented.
[22:56.640 --> 23:05.640]  This story really breaks it down up at DrudgeReport.com. We also have it linked at info wars.com, but we just have the blurb up there.
[23:05.640 --> 23:12.640]  Drudge is linked to the entire story. Move over NSA. Here comes the Obamacare Big Brother database, and it shares it with everybody.
[23:12.640 --> 23:28.640]  See, it's the enabler in law to share it with everybody. Every federal agency, every bureaucratic group, every private corporate group that the government contracts with, your entire health history and everything else.
[23:28.640 --> 23:41.640]  We're going to be getting to that. But first, I want to talk about something here. If you're a new listener, you'll tune in and say, okay, yeah, this guy sounds like a libertarian.
[23:41.640 --> 23:53.640]  He's a little radical, but a lot of what he says I already know about. Big deal. I want you to understand something.
[23:53.640 --> 24:07.640]  If you're a longtime listener, you're sitting back going, no, Alex has been talking about this for 18 years. There are people listening in Austin, Texas that have been watching and listening to yours truly for 18 years.
[24:07.640 --> 24:29.640]  And the reason I point that out is we trailblazed. I trailblazed and I'm not, I'm not bragging here. The point is I was able to trailblaze because everything you're seeing announced now is between five and 50 years behind what's really going on.
[24:29.640 --> 24:41.640]  A lot of it's three or four, five, six, you know, 10, 20 years behind. But a lot of it is 20, 30, 40, 50 years behind.
[24:41.640 --> 24:59.640]  In research papers, in CIA reports, in State Department memorandum 200. I mean, all these things I'm saying mean things. Look them up. In eco science written by the White House, science are in 1974, the year I was born, stuff like that. I mean, I mean, here's an example.
[24:59.640 --> 25:17.640]  The ACLU has come out and we have the article up on info wars.com. Watch this is your future. Again, watch this is your future ordering a pizza in 2015. This is a article out today with an ACLU report.
[25:17.640 --> 25:38.640]  Now, here is from 2004 USA Today. See, when I say something, and I just say when you order a pizza, they're spying on you, and it took into the NSA and you think, oh, he just said that. That's just staults of things I already know in triplicate.
[25:38.640 --> 26:02.640]  See, before this was in USA Today, I knew, before I got on air, that it was in financial and military publications that everything and every purchase you made digitally was already put in a Pentagon computer and mapped in 1986 and then stored in a computer called the beast.
[26:02.640 --> 26:17.640]  I didn't make that up in Brussels, Belgium. Yeah, I just, if you're a radio listener, I just showed the article from USA Today on the screen. We have a free video feed and info wars.com forward slash show.
[26:17.640 --> 26:40.640]  But anybody can just so, so, so, there's articles out and the ACLU is out going, oh, soon when you order a pizza, they're going to run it through an NSA database. No. No. In the 19, the mid 1980s, 84, 85, 86 is when this stuff all online publicly, publicly.
[26:40.640 --> 26:50.640]  I remember being in church in the mid 80s and hearing the preacher read this out of the newspaper.
[26:50.640 --> 27:05.640]  Okay, so let's just get this straight. When you hear me cover something, this is very important. About 95% of the time, conservatively, it's 1020 3040 50 year old news. Okay.
[27:05.640 --> 27:24.640]  I mean, if I tell you they're putting cancer viruses in your vaccines, they had congressional hearings in 1969 and estimated over 100 million Americans got cancer from the polio vaccine alone.
[27:24.640 --> 27:37.640]  And my crew just sits in there and types in congressional hearings on cancer virus in polio vaccine and they can pull it up. You can pull it up. Everything I say, you can put in a search engine that's really an NSA two way system.
[27:37.640 --> 27:46.640]  You can put it in and you can pull it up. Okay. I'm going to say that again. And by the way, they didn't do it on accident.
[27:46.640 --> 27:55.640]  The PBS out of Boston interviewed one of the inventors would sock and they bragged they put it in there and they said quote because there's too many people.
[27:55.640 --> 28:07.640]  Just type in polio vaccine inventor admits they put cancer viruses in vaccine on purpose. You'll get that and he laughs about it. See, see, see, see, here's the deal.
[28:07.640 --> 28:16.640]  I'm talking to you about the real world here. Okay. And you could choose to say, oh, that guy's out of control. But I mean, look, look, this is not me.
[28:16.640 --> 28:28.640]  This is USA Today saying when you order a pizza from any of the major pizza companies, many of them their main profit is tracking people with the federal government tens of billions of years spent.
[28:28.640 --> 28:38.640]  And it's run through a criminal database to track exactly where you're at. And then they decide if they want to come swat team you for warrants or whatever.
[28:38.640 --> 28:45.640]  Your rights aren't read to you when you order a pizza. So when I come back, I'm going to explain what a social contract is.
[28:45.640 --> 28:58.640]  And I'm going to point out that the people running things have broken it premeditatedly consciously. And the nanny stated in your friend, it's a bear trap with cyanide injectors. We'll be right back.
[29:16.640 --> 29:28.640]  Our two ounce nano silver nasal applicators, as well as our all natural silver soaps, just released as our 100% natural silver gel.
[29:28.640 --> 29:35.640]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[29:35.640 --> 29:47.640]  But rather we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more effectively.
[29:47.640 --> 30:06.640]  Visit www.silverlongs.com and click on our store page to find what silver based products are best for you. That's www.silverlongs.com.
[30:18.640 --> 30:32.640]  Purchase a six month supply and get three Patriot packs free. The Patriot pack is a 24 day supply of e-foods quick fix, easy to store food, plus stove, fuel and cook pot, all in an easy to carry bucket.
[30:32.640 --> 30:51.640]  The Patriot packs are the ideal grab and go emergency kit for your car or to have by the back door, perfect for your cabin or camping trip this summer, or even simply to add more food to your supply free. Call 800-409-5633 or go to e-foodsdirect.com slash alex and get your free Patriot pack with purchase.
[30:51.640 --> 30:59.640]  Call 800-409-5633 or e-foodsdirect.com slash alex and remember free shipping every day.
[30:59.640 --> 31:09.640]  Now is the perfect time to spring clean your body with Supernatural Silver, a non-toxic disinfectant for the body that can be used internally or externally.
[31:09.640 --> 31:23.640]  It helps the immune system by killing the bacteria, viruses and mold that cause disease. This helps to reduce the workload of your already overworked immune system and allows the immune system to refocus its energy and recharge.
[31:23.640 --> 31:33.640]  Supernatural Silver can help combat over 300 different conditions and it has the ability to kill over 143 types of bacteria, viruses, mold and yeast.
[31:33.640 --> 31:46.640]  Supernatural Silver's patented technology includes advanced scientific research with over 180 scientific studies conducted at independent universities, hospitals, research institutions and nursing homes.
[31:46.640 --> 31:58.640]  To see how Supernatural Silver can change your life, go to SupernaturalSilver.com. Use the promo code Silver2013 for 20% off and like us on Facebook.
[32:16.640 --> 32:26.640]  Seriously, even your internet service provider can see every website you ever go to. Private internet access has got your back. How?
[32:26.640 --> 32:34.640]  Well, it's kinda nerdy but to put it simply, spies and companies that track you don't like us one bit.
[32:34.640 --> 32:44.640]  We create an encrypted tunnel so that nobody can spy on you. We also provide IP cloaking which frees you from geographic restrictions when you're traveling.
[32:44.640 --> 32:55.640]  Register today and disappear online the way it was supposed to be. Go to PrivateInternetAccess.com right now because your family's privacy is worth it.
[32:55.640 --> 33:21.640]  That's PrivateInternetAccess.com.
[33:21.640 --> 33:37.640]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[33:37.640 --> 33:52.640]  Ladies and gentlemen, we're back live. Alex Jones here. Thank you for joining us on this Sunday edition. Let's go ahead now and get into the Webster's definition of the social contract.
[33:52.640 --> 34:07.640]  Let's go over the social contract because many analysts, many historians from across the political spectrum are now saying the social contract is broken. I saw a New York Times headline a few days ago.
[34:07.640 --> 34:26.640]  So the system's gone from denying there's any corruption, denying there's any problems to saying, oh my gosh, we do have an out-of-control government and an out-of-control corporate system and there are all these people above the law and there are all these rich people that are tax-exempt who lobbied or raised taxes on the little people.
[34:26.640 --> 34:38.640]  You see, a lot of little people who are mid-level establishment technicians and gatekeepers are starting to figure out they're not going to be part of the ruling establishment.
[34:38.640 --> 34:52.640]  They're starting to figure out there's not a lot of room at the authoritarian top. There's a lot more room at the top in a free, diverse, economic, cultural system that has a real social contract.
[34:52.640 --> 35:12.640]  And very few countries have a good social contract. I can count on one hand nations and empires and systems that had decent social contracts. One hand, one hand, England for a few periods, a few areas of Western Europe for short periods, Rome for a short period,
[35:12.640 --> 35:20.640]  a few of the nation states of Greece for a short period, the United States for a short period.
[35:20.640 --> 35:31.640]  And generally, you end up getting a free society when people revolt and don't submit to command and control organized monopoly economies.
[35:31.640 --> 35:41.640]  Australia was a slave penal colony for the first hundred years plus of its existence until people revolted, just like we did here in 1776.
[35:41.640 --> 35:51.640]  We revolted in Texas against the dictator Santa Ana, and so we became the wealthiest state in the wealthiest country in the world, per capita.
[35:51.640 --> 36:08.640]  But everywhere where people lay down, North Korea, Mexico, Nigeria, on and on and on, you have poverty, degradation, and secret police and men with machine guns on the corner, but everyone else is disarmed.
[36:08.640 --> 36:19.640]  See all the telltale signs of a tyranny. So let me go over the social contract, because if we don't get it back, because a lot of you are like, I don't care if they spy on me.
[36:19.640 --> 36:26.640]  I don't care if they take my liberties. What do I have to hide? That's like telling your kid, hey, you have nothing to hide when you're playing in the front yard.
[36:26.640 --> 36:34.640]  If a man pulls up in a white van, you have nothing to hide. Jimmy or Jenny, go ahead and go get in the van with the nice man.
[36:34.640 --> 36:41.640]  It looks like Jeffrey Dahmer crossed with a tell of the hunt mixed in with Charlie Manson.
[36:41.640 --> 36:53.640]  Go ahead and go get in the car with the man dressed up like Krispy the Clown, and go down in his basement with him too, because you have nothing to hide.
[36:53.640 --> 37:03.640]  Listen, we've got due process in our rights, because there's always groups of tyrants and special interests that like to take over towns, cities, counties, states and countries.
[37:03.640 --> 37:14.640]  And then enslave everybody. You know all the old westerns, probably the most, you know, classical thing on gun smoke or in John Wayne movies or in The Rifleman.
[37:14.640 --> 37:21.640]  Every time I see The Rifleman on TV, I'll be on some trip and have the TV on and The Rifleman's on on one of the family channels.
[37:21.640 --> 37:29.640]  And some corrupt groups taking over the town. And then, you know, some corrupt sheriffs brought in some gunslayers. Everybody's intimidated.
[37:29.640 --> 37:33.640]  And why The Rifleman? McCain's got to stand up to him.
[37:33.640 --> 37:41.640]  Did you know that if you study western history, but southern history, northern history, this whole country, Australia was the same.
[37:41.640 --> 37:49.640]  Canada was the same. It was constantly townspeople in shootouts with the corrupt government overthrowing it.
[37:49.640 --> 38:05.640]  Those are true stories, folks, that you see turned into fiction in every other movie where the old, you know, military man has to stand up to the bad guys because they rape his wife and kill his kids or vice versa.
[38:05.640 --> 38:10.640]  We see that with Clint Eastwood. You know, many of those Clint Eastwood movies, because I know history, I've studied it.
[38:10.640 --> 38:21.640]  You can do it, too, or actually real stories, even in the same real towns. They don't even tell you it's a real story when you're watching it.
[38:21.640 --> 38:33.640]  And our ancestors went through that. But let me tell you, if they had better propaganda 150 years ago, the railroad would have come into town and said, we're here to offer security, and they would have blown up the bank.
[38:33.640 --> 38:45.640]  They would have hired their own desperadoes to rob the bank, run a false flag, and then taken everybody's liberties in the name of stopping the desperadoes, the bandits.
[38:45.640 --> 38:57.640]  Well, actually, there are some real cases of that. But people didn't trust the system, and people were wily, and they'd rather die than lay down, and so we had a free country compared to every other nation.
[38:57.640 --> 39:10.640]  The American system. And when you say the establishment's broken the social contract, we don't have a king. We don't have a Lord. We don't have a God that is the government.
[39:10.640 --> 39:19.640]  We have a God above that, so the state is not God. Our rights come from God. Even if you're an atheist, you should love the beauty of that, because it means the state can't become the God.
[39:19.640 --> 39:32.640]  So let's read from Merriam-Webster's definition of social contract and ask if it hasn't been broken. Social contract. Actual or hypothetical compact between the ruled and the ruler.
[39:32.640 --> 39:37.640]  So it's we the people. So see, we've broken our own compact and let the tyrants take over.
[39:37.640 --> 39:50.640]  The original inspiration for the notion may derive from the biblical covenant between God and Abraham, but it is most closely associated with the writings of Thomas Hobbes and John Locke.
[39:50.640 --> 39:59.640]  Locke believed that rulers also were obliged to protect private property and the right to the freedom of thought, speech, and worship.
[39:59.640 --> 40:09.640]  And it goes on to say that when that is broken, you are living in a tyranny, a broken social contract.
[40:09.640 --> 40:28.640]  Now, who can deny we're living in a social contract? They've lied to us about everything, government narcotics trafficking, government corruption, the corporations that come and buy off the government, the special interest, the laws they're passing that are purely unconstitutional, the looting of the treasury.
[40:28.640 --> 40:37.640]  But let's just look at the current situation. Here's McClatchy newspapers. Mood shifting. Congress may move the limit.
[40:37.640 --> 40:51.640]  NSA spying. No, what's really happened here is this has become so obvious now they want to do window dressing. It's like when the torture came out, the illegal torture of innocent people even as if torture wasn't bad enough.
[40:51.640 --> 41:00.640]  And so they tried to pass law saying they get rid of torture, but actually it codified torture just calling it something else. So that's what's really going on there.
