[00:00.000 --> 00:10.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[17:48.000 --> 17:55.000]  Everything that we've researched and found to be the best is available at infowarshop.com and your purchase makes our info war possible.
[17:55.000 --> 17:59.000]  We're getting prepared. Are you infowarshop.com?
[17:59.000 --> 18:04.000]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[18:04.000 --> 18:07.000]  Why do we have the highest cancer rates on the planet?
[18:07.000 --> 18:13.000]  The highest rates of diabetes, autism and every other major disease.
[18:13.000 --> 18:16.000]  It all comes down to one thing. We are what we eat.
[18:16.000 --> 18:21.000]  Our food is devoid of nutrition and processed with poisons and additives.
[18:21.000 --> 18:25.000]  Our water is filled with toxic poisons and big pharma runoff.
[18:25.000 --> 18:28.000]  All of this has been engineered by design.
[18:28.000 --> 18:34.000]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[18:34.000 --> 18:37.000]  To learn more visit infowarshop.com.
[18:37.000 --> 18:44.000]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[18:44.000 --> 18:50.000]  The fight against the new world order starts with you and you can't stand against the machine of your sick tired and obese.
[18:50.000 --> 18:56.000]  When you visit infowarshop.com be sure and check out the catalog with nearly 400 life changing products
[18:56.000 --> 18:59.000]  and get free shipping when you sign up for auto ship.
[18:59.000 --> 19:06.000]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard?
[19:06.000 --> 19:09.000]  Renowned author and expert Joel Scalzen.
[19:09.000 --> 19:14.000]  The U.S. isn't building huge underground bases and bunkers because of some terrorist threat.
[19:14.000 --> 19:18.000]  They know that a massive nuclear attack is coming. They want that attack to come.
[19:18.000 --> 19:25.000]  Joel Scalzen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[19:25.000 --> 19:29.000]  What I tell people is that you do have time. We talk about natural disasters.
[19:29.000 --> 19:32.000]  The health environment. We talk about pollution, the water quality.
[19:32.000 --> 19:40.000]  My personal experience about being in every one of these states, most people won't even be ready and won't be able to get out of town because there will be absolute panic.
[19:40.000 --> 19:46.000]  There is no preparedness without strategy. This Christmas give the gift of preparedness.
[19:46.000 --> 19:50.000]  Strategic relocation film with Joel Scalzen and Alex Jones.
[19:50.000 --> 19:58.000]  Available only at InfowarsShop.com or by calling 888-253-3139.
[20:20.000 --> 20:35.000]  Earlier I was trying to, off the top of my head, think about all the things Obama is doing in a dictatorial fashion.
[20:35.000 --> 20:41.000]  And my head started spinning on air trying to think of them all because there's so many.
[20:41.000 --> 20:51.000]  Think about how they've used the IRS and the FBI to target gun owner groups, gun manufacturers, tea party groups, Christian groups, pro-life groups.
[20:51.000 --> 21:02.000]  And then it came out that they lied to Congress that it was ordered by the head of the Justice Department and from Obama and then no one gets in trouble.
[21:02.000 --> 21:09.000]  Just like the head of, quote, National Security Clapper got caught lying to Congress and admitted it and has not gotten in trouble.
[21:09.000 --> 21:24.000]  And then a federal judge came out what two months ago and said, I've seen the documents and I'm ordering all this made secret on the NSA because the government would fall if the people knew.
[21:24.000 --> 21:37.000]  The government would, folks, they're using it politically. We already know. I live this. I sit here every day looking at, let's not exaggerate, 300, 400 news articles, government documents legislation.
[21:37.000 --> 21:48.000]  We know the whole history of this. Since the 80s with the NSA expansion and echelon, everything's been recorded since 1990 illegally.
[21:48.000 --> 22:00.000]  And the big issue is it's been used to control Americans and manipulate us. And I've got that in a stack of news today because now that we can admit that there's an illegal NSA operating against us.
[22:00.000 --> 22:07.000]  Before it was that doesn't exist. Don't listen to crazy people. Nobody's listening to that. You know, there's no tyranny. There's no death panels.
[22:07.000 --> 22:13.000]  Obamacare won't raise your premiums. The bill says it will. Shut up, racist. They want to just stop debate.
[22:13.000 --> 22:24.000]  But once you have a real debate, now Wired Magazine, everybody else is digging into it, going, everything is recorded and they're using it for political power and it's bipartisan and it's totally illegal.
[22:24.000 --> 22:40.000]  And top corporations get the data on their competitors and oh my gosh, oh my gosh, there's a total plan to take control. Oh my gosh, it's in USA today in Friday's weekend edition that what we broke three weeks ago, what we broke three weeks ago.
[22:40.000 --> 22:53.000]  Of course, they don't give us credit. I don't need press to just give me credit about the wireless hubs Homeland Security put up everywhere to steal all your cell phone data before it even gets to the phone company.
[22:53.000 --> 23:00.000]  That's in USA today this weekend. I'm going to show you that.
[23:00.000 --> 23:06.000]  And who broke it? We did because we were sent internal intel by city workers. I'll just leave it at that.
[23:06.000 --> 23:14.000]  They said it's unbelievable that we are sitting here in the threat fusion center dialing into anybody's phones we want.
[23:14.000 --> 23:25.000]  If they want to listen to, if they want to listen to what their girlfriends doing, they just dial it in and listen to her. I mean, it is unbelievable, ladies and gentlemen.
[23:25.000 --> 23:38.000]  And it has nothing to do with protecting any of us. It is about criminal interests doing whatever they want and having an upper hand to get away with levels of oppression and theft and tyranny.
[23:38.000 --> 23:48.000]  The planet has never seen before. And now we can have a debate about all this, but let me finish up with this first.
[23:48.000 --> 24:01.000]  Republicans tell campaign to blunt Obama's executive powers. Now listen to how this article, I mean, the headline should be Congress finally stands up to Obama's attempted dictatorial takeover.
[24:01.000 --> 24:06.000]  People say, well, that sounds a little political. What is it when it's happening?
[24:06.000 --> 24:11.000]  What are you supposed to say when our military is put under foreign command?
[24:11.000 --> 24:19.000]  When Obama puts Obamacare in and then it screws everything up and then they act like, oh, they didn't know that was going to happen.
[24:19.000 --> 24:23.000]  Oh, the answer is give me more power. He doesn't say give me more.
[24:23.000 --> 24:32.000]  He says, I will decide what to implement and what not to, which they were already doing, giving thousands of major corporations that gave Democratic Party money waivers.
[24:32.000 --> 24:41.000]  You go give them $100,000 like McDonald's did. The million employees of McDonald's are now exempted from it.
[24:41.000 --> 24:48.000]  Literally. We're talking about billions of dollars in the aggregate for $100,000 investment, a million dollar investment.
[24:48.000 --> 24:54.000]  You look at all their donations as well over a million a year. The point is this is incredible.
[24:54.000 --> 25:07.000]  This is the new discrimination, the new tyranny, where these corporations literally write the laws to shut down their competition and cut themselves out of the regulations,
[25:07.000 --> 25:14.000]  just like Congress is exempt from Obamacare. Yeah, there's USA Today again, McDonald's, we know other firms get health care coverage waivers.
[25:14.000 --> 25:22.000]  That's from a couple of years ago. That was 2010. It's several thousand waivers now. Group waivers.
[25:22.000 --> 25:29.000]  That was when it was 29 when they first did it. And notice it was 29 at first and then it was 300 and then 800 and then 1000.
[25:29.000 --> 25:38.000]  And last time I saw it was 2000 plus mass waivers. Some of these waivers are for a million people apiece.
[25:38.000 --> 25:46.000]  This is the essence of oppression, ladies and gentlemen, but let's get into the snot-nosed article out of the hill.
[25:46.000 --> 25:57.000]  The newspaper that reports in D.C. on all things Washington. House Republicans say they're proud of their 2013 campaign to stymie President Obama's regulatory agenda.
[25:57.000 --> 26:07.000]  Oh, they're proud of it. Look what they did. Even as Congress comes under fire for one of the least productive years, the idea is pass more laws, more regulations.
[26:07.000 --> 26:15.000]  It's good to have gridlock. The founders said you want three branches of government so one of them doesn't get too powerful and become a dictatorship of the Congress.
[26:15.000 --> 26:24.000]  A oligarchy is what it would be or a dictatorship of the courts, a oligarchal tribunal system.
[26:24.000 --> 26:33.000]  That's happened a lot in history or the big one that happens the most of the time. It's like the lung cancer of tyranny.
[26:33.000 --> 26:41.000]  Executive tyranny, dictatorship, one man, Caesar, Hitler, Stalin, Mao. You know their names.
[26:41.000 --> 26:45.000]  Napoleon Bonaparte, the man on the white horse. He'll save you from the problem.
[26:45.000 --> 26:54.000]  Japan officially voted in dictatorship of their diet or whatever you call it this week.
[26:54.000 --> 27:02.000]  They had fistfights in their Congress as they made the whole government exempt from laws and secret and went on to a war footing against China.
[27:02.000 --> 27:14.000]  Again, this is why war is the health of the state because it lets them create problems or get into problems and then make themselves exempt from everything, rob everyone blind, have national rationing, steal the money.
[27:14.000 --> 27:19.000]  We're going into it again. The whole world, just like in the 30s, is going into fascism.
[27:19.000 --> 27:27.000]  Oh, they call it socialism. That doesn't even exist. It's always just fat cats who want to pool all the money and then steal it.
[27:27.000 --> 27:34.000]  You can give it different names. It's tyranny. It's slavery. It's authoritarianism. And I'd read one line of this snot-nosed article.
[27:34.000 --> 27:44.000]  Oh, they're real proud of themselves. Oh, yeah. Yeah, they're blocking Obama, so he's got to be a dictator as the country's in trouble.
[27:44.000 --> 27:50.000]  This is what they do. They create the crises and then go, you better do what I say or it'll get worse.
[27:50.000 --> 27:57.000]  You better give me trillions more or too big to fail or the whole economy will go down. Do what we say.
[27:57.000 --> 28:03.000]  And the Republican Senate leadership is paid off by the same people and they're trying to shut down the Tea Party Republicans in the House.
[28:03.000 --> 28:08.000]  God bless those libertarian Republicans. They are the only thing trying to hold back pure evil.
[28:08.000 --> 28:16.000]  And that's why the entire media system and the whore, new world order, Democratic and Republican leadership are after them.
[28:16.000 --> 28:25.000]  Don't worry, they're probably going to get beat and they're going to rob, use seven ways to Sunday and bankrupt this country down to its bedrock
[28:25.000 --> 28:31.000]  because they're going to re-engineer everything, clower and pivot. It's on. It's happening. Get ready.
[28:31.000 --> 28:37.000]  Look at this headline right here. The article just goes on and on. I can't even read it. It makes me so angry.
[28:37.000 --> 28:47.000]  Detroit ruling opens door for pension cuts across the nation. Oh, you know what homeland security is now for. Suck ass that work for the government and big corporations.
[28:47.000 --> 28:55.000]  They're going to take everything. They haven't bought billions around an ammo and 7,000 armored vehicles and trained to take on Americans for nothing.
[28:55.000 --> 29:00.000]  This is the giant heist, the takedown of America.
[29:00.000 --> 29:10.000]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[29:10.000 --> 29:22.000]  Guess what else is in the halogen family? Fluoride. Ladies and gentlemen, Alex Jones here. In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[29:22.000 --> 29:33.000]  It's the good halogen on the periodic table and the results are on record, reports documented, a 15 point IQ increase in areas that had previously been deficient in iodine.
[29:33.000 --> 29:42.000]  Bottom line, iodine is important. Unbound, clean, in a glycerin base, nascent iodine was the answer for myself and my family.
[29:42.000 --> 29:52.000]  You will find survival shield nascent iodine exclusively at infowarslife.com. Info wars life survival shield nascent iodine isn't just for emergencies.
[29:52.000 --> 30:00.000]  I take it every day. That's infowarslife.com or call toll free 888-253-3139.
[30:00.000 --> 30:15.000]  Alex Jones here and I want to tell you about a long time friend of the show, MyPatriot Supply. As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[30:15.000 --> 30:23.000]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow patriots.
[30:23.000 --> 30:31.000]  MyPatriot Supply brings us their exclusive Patriot Pantry brand along with many other fine preparedness products.
[30:31.000 --> 30:39.000]  I personally store and use their high quality products. It tastes great and it's easy to store for up to 25 years.
[30:39.000 --> 30:46.000]  For a limited time, you can save $50 instantly on a four week supply of food along with other special offers.
[30:46.000 --> 30:53.000]  Visit MyPatriotSupply.com forward slash Alex today with the new world order making rapid advances on every front.
[30:53.000 --> 31:21.000]  It is essential to prepare with MyPatriot Supply today.
[31:21.000 --> 31:25.000]  Here are the items that I did research on that I personally use.
[31:25.000 --> 31:30.000]  You've got the life straw so you can turn fetted water into safe water anywhere you go.
[31:30.000 --> 31:35.000]  The K-Tour Hand Crank Generator to charge up key equipment during power outages or out in the field.
[31:35.000 --> 31:38.000]  Strategic Relocation Third Edition by Joel Scowson.
[31:38.000 --> 31:41.000]  When Disaster Strikes by Matthew Stein.
[31:41.000 --> 31:46.000]  TheraSafe used by Homeland Security to protect yourself during any radiological event.
[31:46.000 --> 31:49.000]  Hand Crank Shortwave AMFM Radios.
[31:49.000 --> 31:55.000]  If you have researched and found to be the best is available at InfoWarsShop.com and your purchase makes our InfoWars possible.
[31:55.000 --> 31:59.000]  We're getting prepared. Are you InfoWarsShop.com?
[31:59.000 --> 32:05.000]  Introducing Pro 1. All of your filtration in one system portable on the go.
[32:05.000 --> 32:09.000]  No more do you have two or three filters to just reduce sodium fluoride.
[32:09.000 --> 32:15.000]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[32:15.000 --> 32:22.000]  Advanced Manufacturing Technology combines silver impregnated white ceramic with new aqua medics advanced media.
[32:22.000 --> 32:26.000]  A removal of fluoride and other heavy metals all in one filter element.
[32:26.000 --> 32:33.000]  It is the only one that does it and out of the gates we have it discounted at 10% off with promo code water.
[32:33.000 --> 32:42.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine.
[32:42.000 --> 32:50.000]  Hydrofluorosilic acid, the most common form of fluoride not covered by other fluoride filter brands and sodium hexafluorosilicate.
[32:50.000 --> 33:09.000]  Get your Pro Pure with the new Pro 1 filters today at infowarsstore.com or by calling 888-253-3139.
[33:20.000 --> 33:38.000]  If you are receiving this transmission, you are the resistance. It's Alex Jones.
[33:38.000 --> 33:43.000]  Yeah! We're alive and picking. You know who the enemy is.
[33:43.000 --> 33:50.000]  Monday through Friday 11 a.m. to 2 p.m. Central, that's 12 noon to 3 p.m. Eastern.
[33:50.000 --> 33:56.000]  We're here on air, ladies and gentlemen, and back live some days 4 to 6 p.m. Central.
[33:56.000 --> 34:08.000]  And you are tuned in live, ladies and gentlemen, open phones for first-time callers yet again in the second hour on any of the news items I've thrown out
[34:08.000 --> 34:15.000]  or any topics or questions you have. I'll give that number out at the start of the next segment and open the phones systems up.
[34:15.000 --> 34:18.000]  So let me just get back to this article I was talking about.
[34:18.000 --> 34:24.000]  Imagine that they've had three different hearings in Congress about executive power grabs.
[34:24.000 --> 34:33.000]  They've got famous liberal, conservative and libertarian law professors, constitutional law professors like Jonathan Turley and others,
[34:33.000 --> 34:38.000]  who's far from some right-wing Republican, totally freaked out saying,
[34:38.000 --> 34:43.000]  never in U.S. history has a president across the board acted in this dictatorial way,
[34:43.000 --> 34:47.000]  and this sets a precedent that, quote, may overthrow our country.
[34:47.000 --> 34:52.000]  We played those clips throughout the week from different hearings they were having during the weekday show.
[34:52.000 --> 34:55.000]  You can go to infowars.com and see the articles.
[34:55.000 --> 34:59.000]  In fact, Kit Daniels is actually up here working on Sunday, one of our great writers.
[34:59.000 --> 35:03.000]  Maybe have him post the John Bown piece he put together and other articles that have been out.
[35:03.000 --> 35:10.000]  Maybe it's one big boil down about, you know, Congress investigates Obama, the dictator,
[35:10.000 --> 35:16.000]  or something like that. Just so everybody can go see the last few weeks reports all in one spot.
