[00:00:00.000 --> 00:00:26.920]  InfoWars, tomorrow's news today.
[00:06:43.360 --> 00:06:44.360]  We love you.
[00:06:44.360 --> 00:06:50.160]  We have Gerald Morgan, the CEO of Vladimir Crowder, totally kicking ass, dominating Rumble,
[00:06:50.160 --> 00:06:53.360]  dominating the numbers, leading the exodus out of big tech control.
[00:06:53.360 --> 00:06:58.160]  When I was asking Gerald, so I just co-hosted with him while Steven is dealing with a red
[00:06:58.160 --> 00:06:59.160]  tide problem.
[00:06:59.160 --> 00:07:00.880]  I just hosted with him for two hours.
[00:07:01.000 --> 00:07:04.240]  It was a great, super fun, knocked out of the park, covered a lot of serious issues.
[00:07:04.240 --> 00:07:06.040]  I said, what do you want to cover first?
[00:07:06.040 --> 00:07:09.480]  And I was literally sitting here looking at my page and he said, well, we should probably
[00:07:09.480 --> 00:07:13.920]  get into Biden and the whole declaring white people are black people's biggest enemy problem
[00:07:13.920 --> 00:07:17.280]  and how that deals with the border and the stores closing everywhere and the collapse
[00:07:17.280 --> 00:07:19.000]  of America and what's happening there.
[00:07:19.000 --> 00:07:23.040]  So Gerald Morgan, I want to get to this clip of Biden in a moment, but this is so transparent
[00:07:23.040 --> 00:07:24.040]  to me.
[00:07:24.040 --> 00:07:28.960]  He even got confronted by some of the black students at the university saying that Biden
[00:07:29.040 --> 00:07:31.040]  doesn't care about black people.
[00:07:31.040 --> 00:07:34.280]  The most dangerous terrorist threat to our homeland is white supremacy.
[00:07:34.280 --> 00:07:39.120]  And I'm not saying this because I'm at a black university at Howard University.
[00:07:39.120 --> 00:07:40.120]  Yes, he is.
[00:07:40.120 --> 00:07:41.680]  What would you say about this moment in time?
[00:07:41.680 --> 00:07:43.800]  I would say that he's pandering.
[00:07:43.800 --> 00:07:46.760]  He's trying to get people to vote for him and he goes to Howard University and this
[00:07:46.760 --> 00:07:47.760]  is a commencement speech.
[00:07:47.760 --> 00:07:49.600]  These people have just received their diplomas.
[00:07:49.600 --> 00:07:52.640]  They've worked really hard to make it through college and better themselves.
[00:07:52.640 --> 00:07:57.080]  And what he says is, hey, remember when I said that white supremacy is the major threat,
[00:07:57.080 --> 00:07:58.080]  white supremacy?
[00:07:58.200 --> 00:08:00.120]  The biggest terrorism threat to the United States.
[00:08:00.120 --> 00:08:03.720]  I don't just say it here and pander for your votes now, but I've been saying it everywhere.
[00:08:03.720 --> 00:08:05.960]  Pandering for votes wherever I happen to go.
[00:08:05.960 --> 00:08:09.240]  I don't think that is the action that you need from a president of the United States
[00:08:09.240 --> 00:08:15.880]  telling black college graduates what to expect in the America that he is in charge of right
[00:08:15.880 --> 00:08:16.880]  now.
[00:08:16.880 --> 00:08:17.880]  Right.
[00:08:17.880 --> 00:08:18.880]  Are you saying that really that that's the biggest threat?
[00:08:18.880 --> 00:08:23.320]  We went through examples, Alex, of people that were not white supremacists that have
[00:08:23.320 --> 00:08:28.060]  been doing really bad things with SUVs, obviously with guns going in and shooting up different
[00:08:28.060 --> 00:08:29.060]  places.
[00:08:29.060 --> 00:08:33.460]  One really close to home here in Allen, Texas, that happened just last week.
[00:08:33.460 --> 00:08:34.540]  We've been covering all of that.
[00:08:34.540 --> 00:08:39.620]  And these people are apparently white supremacists that are black people driving a car into Waukesha
[00:08:39.620 --> 00:08:42.540]  into a parade or this Hispanic guy in Allen, Texas.
[00:08:42.540 --> 00:08:44.260]  I don't I don't think that those are white supremacists.
[00:08:44.260 --> 00:08:48.980]  And look, I don't think white supremacists are the major problem facing the United States
[00:08:48.980 --> 00:08:49.980]  today.
[00:08:49.980 --> 00:08:50.980]  It's an open border.
[00:08:50.980 --> 00:08:56.580]  And we just talked about an Afghan who was on the terror watch list picked up at the border.
[00:08:56.580 --> 00:08:59.580]  That's the problem that we're really should be focused on when it comes to terrorism and
[00:08:59.580 --> 00:09:00.580]  threats.
[00:09:00.580 --> 00:09:01.580]  Just encourage people.
[00:09:01.580 --> 00:09:02.580]  They just got their degree.
[00:09:02.580 --> 00:09:05.420]  They don't want to go and hear a political speech.
[00:09:05.420 --> 00:09:08.700]  They want to know how they can go out and charge into an economy that is they want to
[00:09:08.700 --> 00:09:12.220]  hear how they're part of the American dream and how they've been successful, right, how
[00:09:12.220 --> 00:09:15.580]  they've done a good job, not your victims and I'm going to protect you.
[00:09:15.580 --> 00:09:16.580]  But that's all they've got.
[00:09:16.580 --> 00:09:18.820]  If you're for the globalism, you're good.
[00:09:18.820 --> 00:09:22.180]  If you're against open borders, you're against fentanyl, you're against all these wars.
[00:09:22.180 --> 00:09:23.460]  You're against all the woke culture.
[00:09:23.460 --> 00:09:24.460]  You're a white supremacist.
[00:09:24.460 --> 00:09:29.380]  Remember, Biden made that his main national security focus in June of twenty twenty one
[00:09:29.380 --> 00:09:34.740]  was, quote, white supremacy, then describe white supremacist elections, question lockdowns,
[00:09:34.740 --> 00:09:35.740]  question forced shots.
[00:09:35.740 --> 00:09:36.740]  So.
[00:09:36.740 --> 00:09:40.020]  So when you hear this term, folks, this is literally the Democratic Party, the failed
[00:09:40.020 --> 00:09:44.020]  state, the part of the KKK labeling its political opposition as white supremacist.
[00:09:44.020 --> 00:09:49.220]  And then right on time, that weird white supremacist group that wears the mask just pops up.
[00:09:49.220 --> 00:09:50.220]  Right, exactly.
[00:09:50.220 --> 00:09:51.220]  Right on cue.
[00:09:51.220 --> 00:09:52.780]  And don't forget when Merrick Garland, you remember when they were having the issues
[00:09:52.780 --> 00:09:56.460]  in Loudoun County and all the parents started going to these school board meetings and demanding
[00:09:56.460 --> 00:10:00.220]  that they protect their children like, oh, this is the new face of white supremacy and
[00:10:00.220 --> 00:10:01.380]  terrorism in the United States.
[00:10:01.380 --> 00:10:04.580]  And they got that note from the teachers union basically saying you can't allow them to come
[00:10:04.580 --> 00:10:06.020]  here and hold our feet to the fire.
[00:10:06.020 --> 00:10:07.540]  This this is something that we can't deal with.
[00:10:07.540 --> 00:10:08.540]  These are terrorists.
[00:10:08.540 --> 00:10:09.540]  And Merrick Garland basically acquiesced.
[00:10:09.540 --> 00:10:13.500]  And it will turn out Merrick Garland actually sent them a memo getting him to do that.
[00:10:13.500 --> 00:10:14.500]  Yeah.
[00:10:14.500 --> 00:10:18.420]  It's incredible to me that you would think that you could paint white supremacists as
[00:10:18.420 --> 00:10:19.420]  the bad guy.
[00:10:19.420 --> 00:10:20.860]  Are there white supremacists in this country?
[00:10:20.860 --> 00:10:21.860]  Yes.
[00:10:21.940 --> 00:10:24.940]  But statistically, it's like seeing a unicorn.
[00:10:24.940 --> 00:10:25.940]  Exactly.
[00:10:25.940 --> 00:10:26.940]  It really is.
[00:10:26.940 --> 00:10:29.860]  If you see a white supremacist, you're like, well, wow, they do exist.
[00:10:29.860 --> 00:10:30.860]  You don't really see.
[00:10:30.860 --> 00:10:33.700]  Let me ask you this, because you don't want to talk about the great show you're doing,
[00:10:33.700 --> 00:10:34.820]  but it's true.
[00:10:34.820 --> 00:10:39.660]  The exodus out of the system, building our own system, you know, is Elon Musk for real.
[00:10:39.660 --> 00:10:40.940]  He's freed up Twitter to a great extent.
[00:10:40.940 --> 00:10:45.260]  Now he's put in the W.E.F. global coordinator is really concerns people.
[00:10:45.260 --> 00:10:47.140]  But but what we know, you're for real.
[00:10:47.140 --> 00:10:48.460]  We know I'm for real.
[00:10:48.460 --> 00:10:50.860]  Talk about just for the viewers, this is important.
[00:10:50.860 --> 00:10:54.420]  The revolution you guys are involved in because you led the exodus out of YouTube.
[00:10:54.420 --> 00:10:57.980]  You have absolutely been able to convert the numbers and dominate and do what nobody else
[00:10:57.980 --> 00:10:58.980]  has done.
[00:10:58.980 --> 00:11:01.100]  Tucker Carlson's trying to leave and do his own thing.
[00:11:01.100 --> 00:11:03.780]  I'm sure it'll be successful, but this is revolutionary.
[00:11:03.780 --> 00:11:04.940]  What you guys are doing with Mug Club.
[00:11:04.940 --> 00:11:06.140]  Tell my viewers about that.
[00:11:06.140 --> 00:11:07.140]  Yeah.
[00:11:07.140 --> 00:11:10.140]  So a couple of years ago, we actually started streaming kind of the secondary stream was
[00:11:10.140 --> 00:11:12.740]  to rumble because we kept getting strikes for no apparent reason.
[00:11:12.740 --> 00:11:13.740]  Right.
[00:11:13.740 --> 00:11:15.980]  They kept coming up with rules to make sure that we couldn't broadcast on YouTube.
[00:11:15.980 --> 00:11:19.780]  And so to try to make sure that we at least had a place to go, Alex, you're very familiar
[00:11:19.780 --> 00:11:20.780]  with this.
[00:11:20.900 --> 00:11:22.940]  We've got striking websites essentially for you and that guy.
[00:11:22.940 --> 00:11:23.940]  You can't host that server.
[00:11:23.940 --> 00:11:25.260]  You can't promote that website.
[00:11:25.260 --> 00:11:27.620]  You can't promote that URL on social media.
[00:11:27.620 --> 00:11:30.740]  So to make sure that we had a place to go, we said, look, we need to start streaming
[00:11:30.740 --> 00:11:31.740]  somewhere else.
[00:11:31.740 --> 00:11:32.740]  Can't be Facebook.
[00:11:32.740 --> 00:11:34.140]  Can't be anywhere else.
[00:11:34.140 --> 00:11:35.140]  What's out there?
[00:11:35.140 --> 00:11:36.140]  That's free speech.
[00:11:36.140 --> 00:11:37.140]  And we went to rumble.
[00:11:37.140 --> 00:11:39.940]  And then as time progressed, we started to see that audience grow just a little bit.
[00:11:39.940 --> 00:11:43.380]  We started talking with the guys over at Rumble and saying, hey, who are you?
[00:11:43.380 --> 00:11:44.380]  What are you really about?
[00:11:44.380 --> 00:11:47.820]  I got to know the head of locals, which is their subscription service part.
[00:11:47.820 --> 00:11:49.620]  And then the head of Rumble.
[00:11:49.620 --> 00:11:50.620]  Very, very well.
[00:11:50.660 --> 00:11:54.260]  And we talked for months just going back and forth on who they were, what they believed
[00:11:54.260 --> 00:11:57.020]  in, what kind of contract this thing would look like.
[00:11:57.020 --> 00:12:00.340]  And then we said we had a meeting and we said, look, we can go out on our own kind of like
[00:12:00.340 --> 00:12:01.340]  you are.
[00:12:01.340 --> 00:12:02.340]  Right.
[00:12:02.340 --> 00:12:03.340]  We can go on our own and we can make the same money.
[00:12:03.340 --> 00:12:05.500]  We can make the same amount of money going on our own.
[00:12:05.500 --> 00:12:10.940]  It's a little bit harder, but what we really want to do is help something that's bigger
[00:12:10.940 --> 00:12:11.940]  than ourselves.
[00:12:11.940 --> 00:12:13.100]  We want to go out and make a great show.
[00:12:13.100 --> 00:12:14.100]  Exactly.
[00:12:14.100 --> 00:12:17.140]  You guys have already energized Rumble, which is the system scared of.
[00:12:17.140 --> 00:12:18.700]  It's running Super Bowl ads.
[00:12:18.700 --> 00:12:19.980]  It's getting hundreds of millions of views.
[00:12:20.340 --> 00:12:21.340]  It's scaring the system.
[00:12:21.340 --> 00:12:23.980]  Well, and we did something that people didn't think we could do.
[00:12:23.980 --> 00:12:27.780]  We went on Rumble and our numbers went to much, much, much higher levels than YouTube.
[00:12:27.780 --> 00:12:31.020]  By the way, on YouTube, I think we have roughly six million subscribers right now.
[00:12:31.020 --> 00:12:34.380]  That number would be double that if we weren't being throttled by YouTube.
[00:12:34.380 --> 00:12:35.380]  We have no idea.
[00:12:35.380 --> 00:12:36.380]  Right.
[00:12:36.380 --> 00:12:39.180]  So our live shows, the number skyrocketed when we went over to Rumble.
[00:12:39.180 --> 00:12:43.100]  It was like, oh, this is what it feels like not to be throttled by the big tech overlords.
[00:12:43.100 --> 00:12:44.180]  This is fantastic.
[00:12:44.180 --> 00:12:46.060]  To the point of Rumble couldn't even handle the bandwagon.
[00:12:46.060 --> 00:12:47.060]  No, they couldn't.
[00:12:47.060 --> 00:12:48.060]  Absolutely.
[00:12:48.060 --> 00:12:49.060]  And they're working their butts off to try to handle it.
[00:12:49.140 --> 00:12:53.100]  So I think you guys are in a position to grow and change how information is shared in this
[00:12:53.100 --> 00:12:54.100]  country.
[00:12:54.100 --> 00:12:55.100]  Well, that's another thing.
[00:12:55.100 --> 00:12:56.100]  When you're super banned.
[00:12:56.100 --> 00:12:57.100]  That's the thing.
[00:12:57.100 --> 00:12:58.220]  You should have never been banned.
[00:12:58.220 --> 00:13:00.420]  You'd never, ever, ever should have been gone.
[00:13:00.420 --> 00:13:03.700]  And everybody should have been able to go and follow you on Rumble, a free speech platform
[00:13:03.700 --> 00:13:04.900]  never should happen in the first place.
[00:13:04.900 --> 00:13:07.460]  But since it did, we need the alternative.
[00:13:07.460 --> 00:13:08.460]  That's why this is so revolutionary.
[00:13:08.460 --> 00:13:09.940]  And that's what listeners say.
[00:13:09.940 --> 00:13:11.460]  Well, just build your own thing.
[00:13:11.460 --> 00:13:14.260]  Well, you guys and Rumble have finally done it.
[00:13:14.260 --> 00:13:18.060]  I know what it costs to have millions of viewers a day and pay for the bandwidth.
[00:13:18.060 --> 00:13:19.060]  That's insane.
[00:13:19.060 --> 00:13:20.060]  It's a big nut to crack.
[00:13:20.060 --> 00:13:23.740]  So the fact that you guys have basically been successful doing what nobody else did, working
[00:13:23.740 --> 00:13:25.940]  with Rumble is a big breakthrough for all of us.
[00:13:25.940 --> 00:13:27.500]  And you guys are pulling that out.
[00:13:27.500 --> 00:13:30.700]  So you guys are kind of hitting the barbed wire, the icebreaker leading the way.
[00:13:30.700 --> 00:13:33.820]  Well, and it's not just the live show numbers for us that have been fantastic.
[00:13:33.820 --> 00:13:37.820]  The actual just show numbers that we're doing right now are great.
[00:13:37.820 --> 00:13:39.180]  Just really just looking at Rumble.
[00:13:39.180 --> 00:13:40.860]  We really don't even care much about YouTube anymore.
[00:13:40.860 --> 00:13:42.100]  The numbers there are numbers there.
[00:13:42.100 --> 00:13:43.220]  There's some people that watch there.
[00:13:43.220 --> 00:13:47.100]  But if you're a creator right now out there, if you have a favorite creator, don't watch
[00:13:47.100 --> 00:13:48.100]  them on YouTube.
[00:13:48.100 --> 00:13:49.900]  Don't watch them on any mainstream platform.
[00:13:49.900 --> 00:13:51.700]  Go to Rumble and support Rumble.
[00:13:51.700 --> 00:13:55.180]  Because I guarantee you, once people start seeing that the numbers are possible there,
[00:13:55.180 --> 00:13:57.060]  that means the ad dollars will follow.
[00:13:57.060 --> 00:14:00.100]  Even if you don't want the ad dollars, if you don't want to focus on sponsors because
[00:14:00.100 --> 00:14:02.420]  you don't want to be beholden to people, or if you want to pick, I know you've got some
[00:14:02.420 --> 00:14:03.420]  great sponsors.
[00:14:03.420 --> 00:14:04.420]  So do we.
[00:14:04.420 --> 00:14:06.380]  We pick people we can partner with that share our values.
[00:14:06.380 --> 00:14:07.620]  We don't have to worry about it.
[00:14:07.620 --> 00:14:08.620]  Exactly.
[00:14:08.620 --> 00:14:09.620]  And again, that's a microcosm.
[00:14:09.620 --> 00:14:10.620]  It's a big microcosm.
[00:14:10.620 --> 00:14:14.860]  But what Latimer Crowder Mug Club is doing on Rumble is the example of everybody else
[00:14:14.860 --> 00:14:16.180]  and everybody follows suit.
[00:14:16.180 --> 00:14:20.420]  And we build the new world, we build the new system and make the enemy obsolete, which
[00:14:20.420 --> 00:14:21.420]  they thought we couldn't do.
[00:14:21.420 --> 00:14:22.420]  So that's why I'm so excited.
[00:14:22.420 --> 00:14:23.420]  They're scared.
[00:14:23.420 --> 00:14:24.420]  Yeah.
[00:14:24.420 --> 00:14:28.580]  So so since we talked about it, here's that Biden clip at the university literally invoking
[00:14:28.580 --> 00:14:31.980]  forget your degree, forget your hard work, your number one enemy is white people.
[00:14:31.980 --> 00:14:32.980]  But don't worry.
[00:14:32.980 --> 00:14:37.260]  This old white guy that made all these racist statements, he's going to protect you.
[00:14:37.260 --> 00:14:43.540]  Stand up against the poison of white supremacy as I did my inaugural address to a single out
[00:14:43.620 --> 00:14:48.020]  as the most dangerous terrorist threat to our homeland is white supremacy.
[00:14:56.020 --> 00:15:00.740]  And I'm not saying this because I'm in a black HBCU.
[00:15:00.740 --> 00:15:02.420]  I say wherever I go.
[00:15:03.928 --> 00:15:07.928]  I mean, that is just outrageously transparent.
[00:15:07.928 --> 00:15:09.928]  That's unbelievable. I just don't say this here.
[00:15:09.928 --> 00:15:11.928]  Do you notice that, Pat, the people didn't really clap?
[00:15:11.928 --> 00:15:13.928]  They're like, oh, I just got my degree.
[00:15:13.928 --> 00:15:16.928]  Can we talk about how I'm going to go and make a living in the economy that you've destroyed?
[00:15:16.928 --> 00:15:17.928]  I'd like to see it come back.
[00:15:17.928 --> 00:15:20.928]  Maybe if you'd get your foot off the frickin' neck of it, maybe it would.
[00:15:20.928 --> 00:15:22.928]  It's truly disgusting.
[00:15:22.928 --> 00:15:25.928]  But remember, that's their entire Homeland Security direction,
[00:15:25.928 --> 00:15:27.928]  so that's why I'm really concerned about the Patriot Front
[00:15:27.928 --> 00:15:30.928]  and groups that I believe are synthetic stage groups.
[00:15:30.928 --> 00:15:33.928]  I'm really worried about them provocateuring something,
[00:15:33.928 --> 00:15:36.928]  because they've set the table that the number one issue is white supremacy.
[00:15:36.928 --> 00:15:39.928]  Well, then what are they expecting to come through that's going to legitimize that?
[00:15:39.928 --> 00:15:43.928]  Like the guy that attacked folks in North Dallas and Allen a few weeks ago,
[00:15:43.928 --> 00:15:45.928]  the Hispanic guy, they're saying he's a white supremacist.
[00:15:45.928 --> 00:15:46.928]  I'd never seen that before.
[00:15:46.928 --> 00:15:48.928]  I didn't realize that that was even a thing,
[00:15:48.928 --> 00:15:50.928]  that you could be Hispanic and be a white supremacist
[00:15:50.928 --> 00:15:54.928]  and go into an area that's mostly filled with Indians and Asians and white people
[00:15:54.928 --> 00:15:56.928]  and shoot that up. I didn't think that was a thing.
[00:15:56.928 --> 00:16:00.928]  Meanwhile, you saw his manifesto came out where he was anti-white.
[00:16:00.928 --> 00:16:01.928]  Yeah.
[00:16:01.928 --> 00:16:04.928]  So an anti-white guy is a white supremacist.
[00:16:04.928 --> 00:16:07.928]  So let's segue this then, Gerald Morgan,
[00:16:07.928 --> 00:16:11.928]  here at the great Steven Crowder Studios in an undisclosed location.
[00:16:11.928 --> 00:16:15.928]  When you look at the collapsing borders, the failed blue states,
[00:16:15.928 --> 00:16:20.928]  the fentanyl, the stores, the Walmarts, the Targets, the CVSs, the Walgreens,
[00:16:20.928 --> 00:16:24.928]  and not just San Francisco or Chicago or Philadelphia or Baltimore,
[00:16:24.928 --> 00:16:26.928]  they're closing down all over the place.
[00:16:26.928 --> 00:16:29.928]  What is the end game of the left doing this?
[00:16:29.928 --> 00:16:32.928]  And I want to play a clip from one of our security guys with our crew
[00:16:32.928 --> 00:16:36.928]  just on Friday at the border that's gone viral.
[00:16:36.928 --> 00:16:38.928]  And he's a former Texas National Guardsman.
[00:16:38.928 --> 00:16:40.928]  He was a regular Army before that, confronting them
[00:16:40.928 --> 00:16:42.928]  because the governor did put out an order.
[00:16:42.928 --> 00:16:45.928]  Abbott did put an order out saying interdict and stop illegals
[00:16:45.928 --> 00:16:46.928]  and push them across the border.
[00:16:46.928 --> 00:16:48.928]  But then the Texas National Guard shows up,
[00:16:48.928 --> 00:16:50.928]  they're under command of the Border Patrol,
[00:16:50.928 --> 00:16:53.928]  and then green-haired, purple-haired NGOs are in charge.
[00:16:53.928 --> 00:16:56.928]  So is Abbott that dumb he doesn't know that's the case,
[00:16:56.928 --> 00:16:58.928]  or are they just not following his orders?
[00:16:58.928 --> 00:16:59.928]  I don't know.
[00:16:59.928 --> 00:17:02.928]  I mean, I think in that case that you've got guys in uniform that are,
[00:17:02.928 --> 00:17:04.927]  I think, in a tough spot, right?
[00:17:04.927 --> 00:17:07.927]  Now, I'm not giving them a pass because they're supposed to do their job
[00:17:07.927 --> 00:17:10.927]  and they're supposed to make sure that they follow orders from their commander.
[00:17:10.927 --> 00:17:12.927]  And their commander, if you're in the Texas National Guard, is Greg Abbott.
[00:17:12.927 --> 00:17:13.927]  He's the governor.
[00:17:13.927 --> 00:17:15.927]  He's the chief of this state, right?
[00:17:15.927 --> 00:17:16.927]  So you're supposed to follow those orders.
[00:17:16.927 --> 00:17:18.927]  You're supposed to make sure that this happens.
[00:17:18.927 --> 00:17:20.927]  But look around, Alex, down there at the border.
[00:17:20.927 --> 00:17:22.927]  When you were down there, they'd be the only ones doing their job.
[00:17:22.927 --> 00:17:23.927]  Oh, no, the feds are in control.
[00:17:23.927 --> 00:17:24.927]  Exactly.
[00:17:24.927 --> 00:17:26.927]  They'd be the only one of those guys doing it.
[00:17:26.927 --> 00:17:28.927]  And so I think the problem is bigger than just a couple of guys.
[00:17:28.927 --> 00:17:31.927]  And, by the way, I saw that video earlier, and your guy was incredibly respectful,
[00:17:31.927 --> 00:17:33.927]  and the guy was like, oh, so what, we're a bunch of a-holes?
[00:17:33.927 --> 00:17:35.927]  And he's like, no, that's not what I'm saying.
[00:17:35.927 --> 00:17:37.927]  I'm saying you're supposed to be following orders.
[00:17:37.927 --> 00:17:40.927]  But the broader point is chaos, right?
[00:17:40.927 --> 00:17:43.927]  The broader point is AOC and all the liberals on the left.
[00:17:43.927 --> 00:17:46.927]  Well, that was my question, and I'm going to answer it because I said it.
[00:17:46.927 --> 00:17:47.927]  Exactly.
[00:17:47.927 --> 00:17:49.927]  What is the point of collapsing civilization?
[00:17:49.927 --> 00:17:50.927]  Yeah, it's chaos.
[00:17:50.927 --> 00:17:53.927]  Look, if you are part of the elites, does this hit you?
[00:17:53.927 --> 00:17:54.927]  No, of course not.
[00:17:54.927 --> 00:17:58.927]  You can create chaos in these major cities, and you can keep your armed security guards,
[00:17:58.927 --> 00:18:01.927]  and you can keep your gated community, and you can keep your house that's secure
[00:18:01.927 --> 00:18:03.927]  and well-armed with people that are there with guns,
[00:18:03.927 --> 00:18:05.927]  but nobody else can have guns in your community.
[00:18:05.927 --> 00:18:06.927]  So you don't care nearly as much.
