[00:00.000 --> 00:19.000]  Infowars, tomorrow's news, today.
[07:53.000 --> 07:55.000]  I have sources inside the trial,
[07:55.000 --> 07:58.000]  but obviously they'll be disbarred or arrested
[07:58.000 --> 08:01.000]  if they are known, the information they've given me.
[08:01.000 --> 08:03.000]  We've mentioned a lot of it, we've talked about it,
[08:03.000 --> 08:05.000]  but the Gateway Pundit's done a great job
[08:05.000 --> 08:07.000]  really covering it at nauseam every detail.
[08:07.000 --> 08:10.000]  15 facts on the dozens of federal operatives
[08:10.000 --> 08:12.000]  who infiltrated the Trump crowds on January 6th
[08:12.000 --> 08:15.000]  at the U.S. Capitol and led the attack.
[08:15.000 --> 08:18.000]  I'm going to ask Jim Hoff to come on sometime this week
[08:18.000 --> 08:20.000]  and cover this, but I know he has the same sources
[08:20.000 --> 08:22.000]  because I've talked to him
[08:22.000 --> 08:24.000]  and this other national talk show host,
[08:24.000 --> 08:26.000]  I'm told they're working on it, but it's incredible.
[08:26.000 --> 08:28.000]  It's come out in the trial,
[08:28.000 --> 08:31.000]  but they kicked the jury and the media out during this
[08:31.000 --> 08:33.000]  that the judge knows the feds ran the attack
[08:33.000 --> 08:35.000]  and they know all the specifics.
[08:35.000 --> 08:37.000]  And the federal informants inside the Proud Boys
[08:37.000 --> 08:39.000]  and inside the health keepers told them
[08:39.000 --> 08:41.000]  there was no plan to attack the Capitol,
[08:41.000 --> 08:43.000]  but that's not allowed in front of the jury.
[08:43.000 --> 08:47.000]  So next level injustice, weaponized courts,
[08:47.000 --> 08:49.000]  that's just one stack.
[08:49.000 --> 08:54.000]  Huge vaccine news, mainstream top German newspapers,
[08:54.000 --> 08:57.000]  top British newspapers and major U.S. publications
[08:57.000 --> 09:00.000]  are reporting what Robert F. Kennedy Jr.
[09:00.000 --> 09:03.000]  and Robert Barnes told you here a year and a half ago
[09:03.000 --> 09:06.000]  that they faked the first little initial trials.
[09:06.000 --> 09:08.000]  They didn't do pretrials they told the public about.
[09:08.000 --> 09:11.000]  They actually did on rats. They killed a bunch of them.
[09:11.000 --> 09:15.000]  But they then did some fake trials,
[09:15.000 --> 09:17.000]  field trials during the rollout.
[09:17.000 --> 09:19.000]  Now two years ago.
[09:19.000 --> 09:23.000]  And now mainstream media is reporting that they covered that up.
[09:23.000 --> 09:27.000]  So that's an incredible stack of news on that front.
[09:27.000 --> 09:30.000]  Also thousands protesting against World Economic Forum
[09:30.000 --> 09:33.000]  backed 15-minute cities that turned quadrants
[09:33.000 --> 09:35.000]  of every town and city into prisons
[09:35.000 --> 09:38.000]  and break them up into subsections.
[09:38.000 --> 09:40.000]  I told you all about that in my film Endgame
[09:40.000 --> 09:42.000]  because it was in the blueprint then.
[09:42.000 --> 09:44.000]  But now they're going operational.
[09:44.000 --> 09:47.000]  They just announced 15-minute cities a month ago in England
[09:47.000 --> 09:50.000]  since then, Germany, France, liberal leftist areas in the U.S.,
[09:50.000 --> 09:52.000]  Canada, Australia, New Zealand.
[09:52.000 --> 09:54.000]  They've all announced it.
[09:54.000 --> 09:56.000]  And somebody found a clip of Nancy Pelosi,
[09:56.000 --> 10:00.000]  I've never seen this clip, in 92
[10:00.000 --> 10:03.000]  admitting to the whole Agenda 21 takeover plan.
[10:03.000 --> 10:07.000]  So we'll be playing that as well.
[10:07.000 --> 10:12.000]  We are also going to get to the Catholic Bishop in Los Angeles
[10:12.000 --> 10:14.000]  who lived in a modest home,
[10:14.000 --> 10:17.000]  murdered, shot in the chest today and killed.
[10:17.000 --> 10:20.000]  And that just adds into all the crime statistics off the charts.
[10:20.000 --> 10:28.000]  But if you live in Chicago or LA or San Francisco
[10:28.000 --> 10:32.000]  or hell even Houston now, you are crazy.
[10:32.000 --> 10:34.000]  And Austin used to be a very safe town.
[10:34.000 --> 10:36.000]  It is dangerous as hell.
[10:36.000 --> 10:38.000]  And I don't tell my wife what to do.
[10:38.000 --> 10:39.000]  I don't boss her around.
[10:39.000 --> 10:43.000]  But I told her, you don't go get your nails done downtown anymore.
[10:43.000 --> 10:45.000]  You don't go meet your friends for lunch down there anymore.
[10:45.000 --> 10:48.000]  And if I find out about it, there's going to be big problems.
[10:48.000 --> 10:52.000]  Because so many of her friends and people have been mugged,
[10:52.000 --> 10:54.000]  shaken down, you name it.
[10:54.000 --> 10:56.000]  I mean, just where I live, they literally,
[10:56.000 --> 10:59.000]  just last night, Savannah Hernandez shot footage of it in Austin.
[10:59.000 --> 11:01.000]  There was a big brawl broke out.
[11:01.000 --> 11:03.000]  The police tried to pull up and do something about it.
[11:03.000 --> 11:08.000]  And so a giant crowd of over 1,000 people chased the police down.
[11:08.000 --> 11:10.000]  And the police turned and fled.
[11:10.000 --> 11:13.000]  So, I mean, it's just, it's all totally over the top.
[11:13.000 --> 11:16.000]  The designed breakdown of society.
[11:16.000 --> 11:21.000]  Also, I've been giving Elon Musk, not a pass,
[11:21.000 --> 11:26.000]  but I've had my judgment on hold while I collate and cogitate
[11:26.000 --> 11:29.000]  and try to see what he's really doing over there at Twitter.
[11:29.000 --> 11:30.000]  I like a lot of the things he's doing.
[11:30.000 --> 11:32.000]  I just like some of the things he's doing.
[11:32.000 --> 11:34.000]  Obviously, he hasn't brought me back and said some terrible things
[11:34.000 --> 11:35.000]  about me that weren't true.
[11:35.000 --> 11:37.000]  But I get on the sacrificial lambs.
[11:37.000 --> 11:38.000]  Everybody else can come back.
[11:38.000 --> 11:40.000]  But Alex Jones is still the bad guy.
[11:40.000 --> 11:44.000]  But a couple of months into this, Twitter files,
[11:44.000 --> 11:46.000]  what are we, two and a half months in,
[11:46.000 --> 11:48.000]  they've done now the 16th drop.
[11:48.000 --> 11:50.000]  So they did the first drops real quick.
[11:50.000 --> 11:55.000]  Now Matt Taidi, that's the gatekeeper over at Rolling Stone,
[11:55.000 --> 11:56.000]  it's a trickle now.
[11:56.000 --> 11:59.000]  And I was thinking, why don't you release all of it?
[11:59.000 --> 12:02.000]  Or large sections, not just select groups.
[12:02.000 --> 12:07.000]  So they were mean, U.S. senators wanted zero hedge censored and controlled.
[12:07.000 --> 12:10.000]  Well, we know that, and it's wrong what happened to zero hedge.
[12:10.000 --> 12:14.000]  But what about the Alex Jones files?
[12:14.000 --> 12:16.000]  And I know they haven't released all the Trump files.
[12:16.000 --> 12:18.000]  Or where's the Fauci files?
[12:18.000 --> 12:20.000]  We heard a month ago, five weeks ago,
[12:20.000 --> 12:22.000]  he was going to release it in a week.
[12:22.000 --> 12:24.000]  Never did it.
[12:24.000 --> 12:28.000]  So I'm getting to some serious issues here with old Elon Musk
[12:28.000 --> 12:29.000]  and what's going on.
[12:29.000 --> 12:32.000]  Is he just blackmailing the power structure to leave Malone,
[12:32.000 --> 12:37.000]  regulatory, with his SpaceX and his brain ship company
[12:37.000 --> 12:42.000]  and his self-driving car company and all the rest of it?
[12:42.000 --> 12:46.000]  I mean, is that what this is really, really all about?
[12:46.000 --> 12:50.000]  So we're going to be looking at that as well.
[12:50.000 --> 12:53.000]  There is a lot to cover.
[12:53.000 --> 12:56.000]  They've had a former MSNBC host come out and say that
[12:56.000 --> 12:59.000]  they were not allowed to say one bad thing about a Democrat
[12:59.000 --> 13:00.000]  and they were threatened to be fired.
[13:00.000 --> 13:02.000]  We don't really need whistleblowers to tell us that.
[13:02.000 --> 13:04.000]  We already know that, but there's an article.
[13:04.000 --> 13:07.000]  Several articles on that and big interviews have come out as well.
[13:07.000 --> 13:10.000]  So I'm glad that information is starting to come out,
[13:10.000 --> 13:13.000]  but it's kind of like telling us water is wet and the sky is blue
[13:13.000 --> 13:17.000]  and ducks like to paddle around at the park in the pond.
[13:17.000 --> 13:21.000]  So we're going to be looking at all of that and more today.
[13:21.000 --> 13:27.000]  Also, there is a lot of anti-second amendment information going on.
[13:27.000 --> 13:29.000]  The ATF, and I've already seen this happening on the ground,
[13:29.000 --> 13:34.000]  but a big ATF directive from Biden got leaked last week
[13:34.000 --> 13:37.000]  and it says they have a plan to shut down most gun shops in the country
[13:37.000 --> 13:40.000]  by using regulations that if one eye is dotted incorrectly
[13:40.000 --> 13:44.000]  or one T, literally, in any other paperwork going back
[13:44.000 --> 13:49.000]  in some cases, decades, they will be shut down.
[13:49.000 --> 13:53.000]  So white glove inspections for the gun shops,
[13:53.000 --> 13:56.000]  an in-run around the Constitution.
[13:56.000 --> 13:59.000]  Also this CNBC headline,
[13:59.000 --> 14:02.000]  brain implant startup backed by Bezos Gates
[14:02.000 --> 14:07.000]  is testing mind-controlled computing on humans.
[14:07.000 --> 14:11.000]  Trump slams Biden over East Palestine.
[14:11.000 --> 14:15.000]  As soon as I announced I'm going, he announced a team will go.
[14:15.000 --> 14:19.000]  Yeah, Biden was ignoring and refusing even federal aid,
[14:19.000 --> 14:22.000]  which is outrageous, until Trump said he was going
[14:22.000 --> 14:25.000]  and he's still refusing federal aid.
[14:25.000 --> 14:31.000]  So we're going to hit all of this and more one way or another today.
[14:31.000 --> 14:33.000]  Please remember, we cannot run this show
[14:33.000 --> 14:37.000]  or fund this critical operation that reaches millions of people a day without you.
[14:37.000 --> 14:40.000]  And I appreciate all the work you do buying great products
[14:40.000 --> 14:42.000]  at info.org.com that enrich your life
[14:42.000 --> 14:45.000]  and is spreading the word about the broadcast and praying for us.
[14:45.000 --> 14:48.000]  All three are critical and essential and paramount.
[14:48.000 --> 14:51.000]  We have a lot of great products and a lot of great products that have been sold out
[14:51.000 --> 14:53.000]  for in one case over a year, another case over two years,
[14:53.000 --> 14:57.000]  because we wouldn't cut the quality during the lockdowns, supply chain breakdown.
[14:57.000 --> 15:01.000]  But ultimate bone broth is really a fantastic product, is back in stock,
[15:01.000 --> 15:06.000]  and so is our prebiotic, not probiotic, prebiotic formula
[15:06.000 --> 15:09.000]  that I really miss that does incredible things for gut health,
[15:09.000 --> 15:14.000]  helps reduce a key type of amino acid that's anti-cancer,
[15:14.000 --> 15:16.000]  so much more in the gut.
[15:16.000 --> 15:19.000]  You really owe it to yourself, the highest quality product for gut health.
[15:19.000 --> 15:23.000]  And so that product is also back in product,
[15:23.000 --> 15:28.000]  our gut prebiotic is back in stock, also Brainforce Plus and Brainforce Ultra,
[15:28.000 --> 15:32.000]  two different but equally powerful and amazing.
[15:32.000 --> 15:37.000]  Neutropic natural brain boosters are back in stock in there, 50% off.
[15:37.000 --> 15:40.000]  Physic Magnesium's back in stock has both the good types of magnesium,
[15:40.000 --> 15:43.000]  nobody else has that, but it's going to sell out soon,
[15:43.000 --> 15:45.000]  very limited quantity of that, so we have the Physic Magnesium.
[15:45.000 --> 15:47.000]  It's all there at infowarstore.com.
[15:47.000 --> 15:50.000]  Please take action and get great products,
[15:50.000 --> 15:53.000]  we're keeping this on the air at infowarstore.com.
[15:53.000 --> 15:58.000]  We'll be right back with World War III news as Biden goes to Europe.
[15:58.000 --> 16:01.000]  Well, I have fantastic stuff.
[16:01.000 --> 16:04.000]  Diet force? Diet force is amazing.
[16:04.000 --> 16:07.000]  I'm 45 and I have bits.
[16:07.000 --> 16:10.000]  I go to the gym and I have bits that won't move.
[16:10.000 --> 16:14.000]  And diet force has helped me move those bits.
[16:14.000 --> 16:19.000]  Under my pecs, my belly, I'm just taking diet force two tablets a day.
[16:19.000 --> 16:25.000]  Man, if you're struggling to get chip shaped for the ladies,
[16:25.000 --> 16:27.000]  diet force is the go.
[16:27.000 --> 16:30.000]  You have to get the diet force and have it to a day.
[16:30.000 --> 16:32.000]  And just keep acting.
[16:32.000 --> 16:35.000]  Infowarsstore.com, X7 diet force.
[16:35.000 --> 16:38.000]  Infowarsstore.com, baby.
[16:38.000 --> 16:40.000]  Now on sale, we're cutting that out.
[16:40.000 --> 16:42.000]  We're cutting that call into an ad, I can guarantee you that.
[16:42.000 --> 16:44.000]  Thank you so much for the call, Grant.
[16:44.000 --> 16:46.000]  God bless Australia.
[16:46.000 --> 16:48.000]  We'll be right back, folks, don't go anywhere.
[16:48.000 --> 17:03.000]  Infowarsstore.com, diet force, get it now.
[17:18.000 --> 17:26.000]  I need all of you to stay indoors for the next 15 days to flatten the can.
[17:26.000 --> 17:34.000]  I also need you to wear masks and I also need you to only shop at mega corporations.
[17:34.000 --> 17:40.000]  That way we can consolidate control and bankrupt the world economy,
[17:40.000 --> 17:45.000]  leaving companies that only I own profitable.
[17:45.000 --> 17:49.000]  You will then be my slave, my own.
[17:49.000 --> 17:53.000]  And then you get that special shot of freedom from copra,
[17:53.000 --> 17:55.000]  will remove your immune system,
[17:55.000 --> 18:00.000]  so you'll be dependent on me for the rest of your miserable lives.
[18:00.000 --> 18:02.000]  If you go to onlinehealthnow.com,
[18:02.000 --> 18:06.000]  connect with trusted and unbiased doctors at the wellness company.
[18:06.000 --> 18:10.000]  And I tell you, I'm honored to be the chief scientific officer of the company.
[18:10.000 --> 18:14.000]  I contribute with like so many else do there, so many wonderful doctors.
[18:14.000 --> 18:19.000]  Far and away, the most popular product is Dr. Vandewater's detoxification supplement
[18:19.000 --> 18:21.000]  that features natokinase.
[18:21.000 --> 18:23.000]  It's a natural proteolytic enzyme.
[18:23.000 --> 18:29.000]  This one is the only enzyme that we're aware of right now that dissolves the spike protein.
[18:29.000 --> 18:30.000]  This is very important.
[18:30.000 --> 18:33.000]  The spike protein is loaded in the body with the COVID-19 infection
[18:33.000 --> 18:35.000]  and definitely with the vaccines.
[18:35.000 --> 18:36.000]  People are low with the spike protein.
[18:36.000 --> 18:37.000]  They don't feel well.
[18:37.000 --> 18:39.000]  This is a potential solution.
[18:39.000 --> 18:42.000]  Hydroxychloroquine comes from a natural substance.
[18:42.000 --> 18:45.000]  So does ivermectin and now natokinase.
[18:45.000 --> 18:46.000]  Isn't it interesting?
[18:46.000 --> 18:52.000]  Natural substances in a sense combating this man-made disaster, SARS-CoV-2 in the vaccines.
[18:52.000 --> 18:55.000]  Onlinehealthnow.com, thank you for your support.
[18:55.000 --> 18:57.000]  And thank you for getting into that because it's important.
[18:57.000 --> 19:23.000]  You didn't come here to do that, but I made you do it.
[19:27.000 --> 19:56.000]  Thank you so much for your support.
[19:56.000 --> 20:22.000]  Thank you very much.
[20:22.000 --> 20:49.000]  Thank you very much.
[20:49.000 --> 21:15.000]  Thank you very much.
[21:20.000 --> 21:24.000]  All right.
[21:24.000 --> 21:31.000]  Well, the clown in chief is now making his way to the Air Force One to Europe.
[21:31.000 --> 21:41.000]  Kamala Harris, the junior clown, the vice clown, says Russia has committed crimes against humanity in Ukraine.
[21:41.000 --> 21:44.000]  Well, maybe so, but starting the war was a crime against humanity
[21:44.000 --> 21:47.000]  and so was pushing a deadly shot on the public.
[21:47.000 --> 21:52.000]  Here is Kamala Harris, the clown from Europe.
[21:52.000 --> 21:56.000]  And there is no doubt.
[21:56.000 --> 22:03.000]  These are crimes against humanity.
[22:03.000 --> 22:05.000]  What a joke.
[22:05.000 --> 22:08.000]  What an empty suit.
[22:08.000 --> 22:11.000]  My God, she's got the charisma of a librarian.
[22:11.000 --> 22:23.000]  The United States has formally determined that Russia has committed crimes against humanity.
[22:23.000 --> 22:38.000]  And I say to all those who have perpetrated these crimes and to their superiors who are complicit in these crimes,
[22:38.000 --> 22:46.000]  you will be held to account.
[22:46.000 --> 22:56.000]  In the face of these indisputable facts to all of us here in Munich,
[22:56.000 --> 23:03.000]  let us renew our commitment to accountability.
[23:03.000 --> 23:13.000]  Let us renew our commitment to the rule of law.
[23:13.000 --> 23:19.000]  As we escalate straight into World War III, wow.
[23:19.000 --> 23:23.000]  One of the decisive moments of its presidency,
[23:23.000 --> 23:25.000]  Biden heads to troubled Europe.
[23:25.000 --> 23:29.000]  Troubled is putting it lightly.
[23:29.000 --> 23:33.000]  It's the end of the world as we know it and Munich feels nervous.
[23:33.000 --> 23:36.000]  Germany's really concerned, Politico says.
[23:36.000 --> 23:40.000]  With Ukraine war at its doorstep, Poland becomes the West firebrand,
[23:40.000 --> 23:46.000]  the main base for all the weapons factories and training.
[23:46.000 --> 23:48.000]  Senator McConnell is not America first.
[23:48.000 --> 23:52.000]  He's working with Senate leader Chuck Schumer pushing Ukraine war
[23:52.000 --> 23:56.000]  while ignoring the destruction of America at home.
[23:56.000 --> 24:03.000]  20,000 protesters march for peace in Munich to protest Kamala Harris's Ukraine war.
[24:03.000 --> 24:12.000]  Putin launches large scale exercises of strategic nuclear forces on the eve of Joe Biden's trip to Europe.
[24:12.000 --> 24:14.000]  There's another interview that's on infowars.com.
[24:14.000 --> 24:17.000]  I'm not going to torture you with it unless you want to watch it.
[24:17.000 --> 24:23.000]  Andrea Mitchell, blank stares, says it all at Kamala Harris butcher's interview with word salad.
[24:23.000 --> 24:27.000]  I mean, it's literally scrambled information.
[24:27.000 --> 24:32.000]  It's been reported out of Austria.
[24:32.000 --> 24:36.000]  Generals have reported that there's over 20,000 NATO soldiers now fighting.
[24:36.000 --> 24:38.000]  Well, that's actually all admitted.
[24:38.000 --> 24:47.000]  We've got more videos of the Ukrainian troops hailing Hitler and doing the Nazi salute.
[24:47.000 --> 24:50.000]  Half of Ukraine was Nazi in World War II.
[24:50.000 --> 24:56.000]  I spent a lot of time this weekend watching Russian and Ukrainian trophy videos,
[24:56.000 --> 25:02.000]  and boy, to see Chinese made drones bought by the U.S. and given to Ukraine
[25:02.000 --> 25:09.000]  that have been broken, jail broke, where they don't have the geofencing in them,
[25:09.000 --> 25:15.000]  dropping hand grenades into tanks, open ports, into troops,
[25:15.000 --> 25:21.000]  huddling in artillery craters.
[25:21.000 --> 25:26.000]  It's very, very dystopic to say the least.
[25:26.000 --> 25:30.000]  Watch hundreds of these videos, hundreds of them,
[25:30.000 --> 25:36.000]  and both sides are just slaughtering each other.
[25:36.000 --> 25:39.000]  Young men and old men all being fed into a meat grinder.
[25:39.000 --> 25:41.000]  All started by George Soros.
[25:41.000 --> 25:46.000]  It's all put into motion by the globalists bragging about it on CNN years ago
[25:46.000 --> 25:49.000]  that they were starting a proxy war and that Putin's taking the bait,
[25:49.000 --> 25:52.000]  and then Putin takes the bait.
[25:52.000 --> 25:57.000]  And now we're off to the races, ladies and gentlemen.
[25:57.000 --> 26:01.000]  All sorts of explosions in Moscow, key government buildings and facilities.
[26:01.000 --> 26:05.000]  Ukraine's been taking credit for that.
[26:05.000 --> 26:08.000]  Lots of footage of young men being grabbed up the streets in Kiev
[26:08.000 --> 26:14.000]  and drug off press ganged into military service.
[26:14.000 --> 26:16.000]  And it just goes on and on and on.
[26:16.000 --> 26:19.000]  Here's one of the drones the Ukrainians bragged they were using.
[26:19.000 --> 26:24.000]  It cost $1,749. We have one here in Info Wars.
[26:24.000 --> 26:28.000]  And then they just hang a few hand grenades to it,
[26:28.000 --> 26:30.000]  and it goes in and drops them on them.
[26:30.000 --> 26:36.000]  That's the Skynet, Skynet war that's happening.
[26:36.000 --> 26:40.000]  Stalin and Iran the last month happened again a few days ago.
[26:40.000 --> 26:44.000]  They're having some of their key military facilities blown up by Israeli drones.
[26:44.000 --> 26:49.000]  So as you can see, this war has escalated extremely fast.
[26:49.000 --> 26:52.000]  There's more footage we came in from the break with.
[26:52.000 --> 26:59.000]  A train coming out of Poland carrying a whole bunch of Abrams M1A1 frontline battle tanks.
[26:59.000 --> 27:05.000]  So this is what the escalation into World War III against a nuclear.
[27:05.000 --> 27:11.000]  Power.
[27:11.000 --> 27:13.000]  Looks like.
[27:13.000 --> 27:15.000]  And it's hurting the European economy.
[27:15.000 --> 27:17.000]  It's hurting the American economy.
[27:17.000 --> 27:20.000]  It's hurting economies around the world.
[27:20.000 --> 27:24.000]  But still we barrel headlong into thermal nuclear war.
[27:24.000 --> 27:27.000]  And most analysts agree that's exactly where it's going to lead
[27:27.000 --> 27:29.000]  if it isn't the escalated quickly.
[27:29.000 --> 27:32.000]  It's surreal to me to stop here calmly talking about it.
[27:32.000 --> 27:35.000]  The right wing issue shouldn't be a left wing issue.
[27:35.000 --> 27:39.000]  It should be a common sense issue.
[27:39.000 --> 27:46.000]  Hunter linked to Russian oligarch who was involved in former FBI incident.
[27:46.000 --> 27:52.000]  They now have the FBI high level counter espionage head arrested being involved.
[27:52.000 --> 27:57.000]  So we are thoroughly penetrated by the Russians and the Chinese and so many others.
[27:57.000 --> 27:59.000]  It is just a complete mess.
[27:59.000 --> 28:03.000]  Betting on Ukraine victory with suicidal Seymour Hersh is an article on info wars.com
[28:03.000 --> 28:09.000]  where he just explains that because of corruption on both sides it's going to go on basically just escalate.
