[00:00.000 --> 00:25.000]  Infowars, tomorrow's news, today.
[04:29.000 --> 04:30.000]  Where is Interpol?
[04:30.000 --> 04:31.000]  Where are you, psychotics?
[04:31.000 --> 04:33.000]  These people will kill you and your family.
[04:33.000 --> 04:35.000]  They will sit there while you die like the rest of us.
[04:35.000 --> 04:37.000]  They will try to forcefully inject you like the rest of us.
[04:37.000 --> 04:42.000]  And you sit there and follow your leftist ideology of anti-free speech, anti-human garbage.
[04:42.000 --> 04:45.000]  Everybody's pretending to be part of a new border.
[04:45.000 --> 04:47.000]  Including those at the very top of it.
[04:47.000 --> 04:50.000]  This is the anti-human agenda and it must be resisted.
[04:50.000 --> 04:56.000]  Remember, there are laboratories all over the world and right in Boston, Massachusetts,
[04:56.000 --> 05:01.000]  where they have just combined all of the different COVID virus.
[05:01.000 --> 05:08.000]  Don't let the globalist monsters and their mercenary minions be successful at silencing you.
[05:08.000 --> 05:11.000]  And the globalist number one mission is to silence Info Wars,
[05:11.000 --> 05:16.000]  because they rightly see us as one of the main beacons of resistance alerting the people,
[05:16.000 --> 05:18.000]  not as of America, but the world,
[05:18.000 --> 05:22.000]  to the threat of the globalist and their censorship and tyranny.
[05:22.000 --> 05:26.000]  That's why it's so essential today, now more than ever, to share links,
[05:26.000 --> 05:32.000]  to infowars.com and to also financially support infowars.com at the most critical time on our fight
[05:32.000 --> 05:37.000]  by using promo code 1776 at checkout to get additional 10% off.
[05:37.000 --> 05:39.000]  These people are coming for your birthright.
[05:39.000 --> 05:41.000]  They're coming for your First Amendment.
[05:41.000 --> 05:44.000]  They admit once they've silenced us, they're coming for you.
[05:44.000 --> 05:47.000]  I am in your hands and I'm asking of your support now,
[05:47.000 --> 05:51.000]  who have my commitment to never give up or back down, but I could give out without your support.
[05:51.000 --> 05:53.000]  Thank you for all your past support.
[05:53.000 --> 05:58.000]  I'm encouraging you now to redouble your efforts at infowarstore.com with promo code 1776
[05:58.000 --> 06:01.000]  for additional 10% off on the already big...
[06:04.000 --> 06:09.000]  From the front lines of the Information War, it's Owen Troyer.
[06:09.000 --> 06:12.000]  You're listening to the Alex Jones Show.
[06:16.000 --> 06:22.000]  In honor of a pleasure, a privilege to be with you here on this Thursday,
[06:22.000 --> 06:28.000]  October 20th, 2022 edition of the Alex Jones Show.
[06:28.000 --> 06:32.000]  And I've got all these stacks of news on my desk, all important.
[06:32.000 --> 06:35.000]  I've got a bunch of video clips I want to get to today as well,
[06:35.000 --> 06:40.000]  but I'm sitting listening to Alex open the show thinking,
[06:40.000 --> 06:42.000]  well, what is the biggest story?
[06:42.000 --> 06:45.000]  What do you start off the show with today?
[06:45.000 --> 06:51.000]  With all these huge stories from the killer vaccines getting mandated to children
[06:51.000 --> 06:54.000]  to the voter fraud we're about to experience,
[06:54.000 --> 06:59.000]  election fraud we're about to experience in 19 days in the midterms,
[06:59.000 --> 07:03.000]  and all the political news developing around that.
[07:03.000 --> 07:05.000]  Is it the truth?
[07:05.000 --> 07:08.000]  Because you have to understand, and I'm going to make this connection today,
[07:08.000 --> 07:15.000]  abortion and the agenda to stop manmade climate change are actually the same agenda.
[07:15.000 --> 07:20.000]  It's two separate stories or two separate lanes,
[07:20.000 --> 07:26.000]  but the path goes to the same conclusion.
[07:26.000 --> 07:32.000]  And that's population control eugenics on this planet.
[07:32.000 --> 07:34.000]  That's what abortion is.
[07:34.000 --> 07:38.000]  That's what manmade climate change is.
[07:38.000 --> 07:44.000]  And unwittingly, Stacey Abrams actually kind of admitted that in the clip where she says,
[07:44.000 --> 07:48.000]  oh, well, if you're suffering from inflation, you know, just kill your kids.
[07:48.000 --> 07:53.000]  Well, okay, so when they shut off the energy and then you don't have a job
[07:53.000 --> 07:55.000]  and you don't have any food on the table, just kill yourself.
[07:55.000 --> 07:59.000]  You see, that's the logic, that's the goal.
[07:59.000 --> 08:05.000]  But I'm listening to Alex in that opening segment and it kind of just hit me.
[08:05.000 --> 08:10.000]  All right, let me zoom out from all of the news stories that we'll be covering today.
[08:10.000 --> 08:12.000]  Let me just kind of zoom out.
[08:12.000 --> 08:19.000]  This is just a stack of news as far as the continuation of media coverage
[08:19.000 --> 08:24.000]  in regards to the billion-dollar judgment levied against Alex Jones in Info Wars,
[08:24.000 --> 08:29.000]  obviously ridiculous, obviously an abuse of the justice system
[08:29.000 --> 08:33.000]  to hurt your political opposition.
[08:33.000 --> 08:40.000]  But I realized something because the truth is we are winning.
[08:40.000 --> 08:47.000]  Just the analogy would be Info Wars has been the lone man in the arena
[08:47.000 --> 08:51.000]  fighting this fight for decades at point-blank range.
[08:51.000 --> 08:54.000]  Not to say there's not other great people out there that have been telling the truth,
[08:54.000 --> 08:56.000]  anti-establishment resistance.
[08:56.000 --> 09:00.000]  Obviously, there have been great people that have been doing this even longer than Info Wars.
[09:00.000 --> 09:03.000]  But Info Wars has been right there on the front lines, point-blank range,
[09:03.000 --> 09:08.000]  sword and shield in hand, screaming like a banshee against these eugenicist globalists.
[09:08.000 --> 09:11.000]  And I don't think anybody would argue that that's not the case.
[09:11.000 --> 09:12.000]  That is the case.
[09:12.000 --> 09:22.000]  And so it's a paradox that we've got six arrows in our back and in our neck,
[09:22.000 --> 09:26.000]  and we've got a dagger in our side, and we've got a sword through our heart,
[09:26.000 --> 09:33.000]  and we're just bleeding out and crawling all over the arena, can barely even stand.
[09:33.000 --> 09:36.000]  And so they say, look, Info Wars is dead.
[09:36.000 --> 09:37.000]  Look, we killed Info Wars.
[09:37.000 --> 09:42.000]  But then Alex Jones looks up, and like he said in the first five minutes,
[09:42.000 --> 09:44.000]  all he sees is victory.
[09:44.000 --> 09:51.000]  So yeah, they might have their swords and daggers and arrows in our back and neck and heart and everything else.
[09:51.000 --> 09:54.000]  And maybe we bleed out and die on the battlefield.
[09:54.000 --> 09:56.000]  Maybe we survive.
[09:56.000 --> 09:59.000]  Maybe we revive.
[09:59.000 --> 10:02.000]  It's all part of God's plan.
[10:02.000 --> 10:08.000]  But why am I saying this? Because as we're barely even struggling to get back to our knees
[10:08.000 --> 10:14.000]  in the Information War on the battlefield in the arena where we've been for decades,
[10:14.000 --> 10:22.000]  now we look up, and though our vision is clouded with dust and blood and sweat,
[10:22.000 --> 10:30.000]  we can kind of see through the haze of it all, hey, we're not alone on this battlefield anymore.
[10:30.000 --> 10:32.000]  We look to the right. We look to the left.
[10:32.000 --> 10:35.000]  Other people have swords. Other people have spears.
[10:35.000 --> 10:37.000]  Other people have their shields.
[10:37.000 --> 10:43.000]  Americans are coming to the front lines now.
[10:43.000 --> 10:52.000]  Now, what is my final point that clicked when I heard the first segment there from Alex Jones?
[10:52.000 --> 11:01.000]  The globalists, the deep state, the enemies of America, the enemies of freedom, really.
[11:01.000 --> 11:16.000]  All see this as a major pivotal moment in their desperation, in their power grab for world domination and domination over your body.
[11:16.000 --> 11:22.000]  And even though we have all the momentum on our side, like a tidal wave, it's unstoppable.
[11:22.000 --> 11:33.000]  The human freedom movement worldwide, they see Info Wars or Alex Jones, perhaps more specifically,
[11:33.000 --> 11:43.000]  as their sacrificial lamb, let's say, to kill and have bleed out in front of the public
[11:43.000 --> 11:50.000]  to then hold up and say, if anyone else tries to resist us, this is what's going to happen to you.
[11:50.000 --> 11:55.000]  And that's what this is really all about.
[11:55.000 --> 11:57.000]  They know globalism is dead on arrival.
[11:57.000 --> 12:04.000]  They know their new world order, which is the end of self-government, the end of the individual being independent and prosperous.
[12:04.000 --> 12:06.000]  That's the new world order now.
[12:06.000 --> 12:13.000]  It's not the new world order that we're used to thinking about or that came about post-World War II.
[12:13.000 --> 12:18.000]  No, it's the new world order of the individual has no rights.
[12:18.000 --> 12:24.000]  The individual has no ability to prosper or have upward mobility.
[12:24.000 --> 12:26.000]  That's what people are realizing it's all about.
[12:26.000 --> 12:30.000]  That's what people realize the climate change nonsense is all about.
[12:30.000 --> 12:35.000]  The vaccine mandates, the child grooming, it's all the same thing.
[12:35.000 --> 12:45.000]  It's all to create this big, giant corporate government borg that just runs your life from birth to death.
[12:45.000 --> 12:47.000]  That's what it's all about.
[12:47.000 --> 12:49.000]  And they know that that's unpopular.
[12:49.000 --> 12:51.000]  They know that that's been exposed.
[12:51.000 --> 13:04.000]  And so now their hope is, as the people are rising up across the planet, is to stab Alex Jones to death
[13:04.000 --> 13:09.000]  and then hold him up in the air like some sort of a trophy to say,
[13:09.000 --> 13:17.000]  if anyone dares stand against us, this will be your fate.
[13:17.000 --> 13:21.000]  Same thing they've done to Donald Trump and his associates.
[13:21.000 --> 13:28.000]  Same thing they're trying to do to yay right now.
[13:28.000 --> 13:39.000]  So I understand the pessimism at times. I understand why people feel hopeless.
[13:39.000 --> 13:44.000]  I understand when you see all of this going on and the nonsense and the madness every day,
[13:44.000 --> 13:49.000]  you just say, how can this be? How can we recover from this?
[13:49.000 --> 13:52.000]  But no, folks, we really are having victories.
[13:52.000 --> 13:55.000]  Human freedom is going to win in the end.
[13:55.000 --> 13:59.000]  It's going to be a hell of a fight. It's going to be a hell of a battle.
[13:59.000 --> 14:06.000]  It might take years, decades, who knows, hopefully not, but even centuries.
[14:06.000 --> 14:10.000]  But human freedom will prevail.
[14:10.000 --> 14:20.000]  And so the Satanic, Luciferian death cult that runs this planet has to give you the example of Alex Jones
[14:20.000 --> 14:27.000]  or Donald Trump or Kanye West to say this is what happens to you if you stand against us.
[14:27.000 --> 14:31.000]  You will be destroyed. You will be financially bankrupt.
[14:31.000 --> 14:34.000]  We will separate you from your family.
[14:34.000 --> 14:39.000]  We will call you all sorts of names like anti-Semite and bigot and racist.
[14:39.000 --> 14:42.000]  We will censor you and make sure you can't speak to people.
[14:42.000 --> 14:47.000]  We will ruin your life.
[14:47.000 --> 14:51.000]  And so they take the big fish, they take the big targets, the Alex Jones, the Donald Trumps,
[14:51.000 --> 14:55.000]  Kanye West, and they say, do you see what we've done to them?
[14:55.000 --> 14:57.000]  We will do it to you.
[14:57.000 --> 15:04.000]  And then the little guy says, oh my, well, if they can do it to Donald Trump, then they can certainly do it to me.
[15:04.000 --> 15:08.000]  If they can do it to Alex Jones, if they can do it to Yay, they can certainly do it to me.
[15:08.000 --> 15:12.000]  Oh, I don't want to fight back now, except that's not what's happening.
[15:12.000 --> 15:15.000]  It's the exact opposite.
[15:15.000 --> 15:18.000]  Your attacks on Donald Trump have exposed you.
[15:18.000 --> 15:21.000]  Your attacks on Infowars and Alex Jones have exposed you.
[15:21.000 --> 15:25.000]  Your attacks on Kanye West have exposed you.
[15:25.000 --> 15:39.000]  And now all you've done is put more cracks in your own dam that is eventually going to completely crumble and bury you.
[15:39.000 --> 15:45.000]  And so what do the globalists have? What do the Satanists have? What is their one last card to pull, hopefully?
[15:45.000 --> 15:49.000]  Nuclear war, World War III.
[15:49.000 --> 15:52.000]  At least that's the quickest thing they can pull the trigger on.
[15:52.000 --> 15:54.000]  There's other things they could probably do, but it would take longer.
[15:54.000 --> 16:00.000]  But that's where we're at, folks. That's why we're under attack, because we're winning.
[16:00.000 --> 16:06.000]  I am extremely honored to be seen by the globalists as their number one enemy.
[16:06.000 --> 16:15.000]  I am blessed to know that our information is so hardcore that the enemies of humanity are obsessed with silencing us.
[16:15.000 --> 16:20.000]  They know the truth about their globalist operations is exposed, it's came over.
[16:20.000 --> 16:25.000]  And all over the planet, humanity is awakening and peacefully fighting back.
[16:25.000 --> 16:30.000]  And our main tool is free speech and the truth we promote using free speech.
[16:30.000 --> 16:36.000]  That's why when you share articles and videos from band.video or infowars.com or newswars.com, it changes the world.
[16:36.000 --> 16:44.000]  And that's why when you go to infowars.com and get amazing products that empower you and your body and your immune system and that of your family,
[16:44.000 --> 16:48.000]  you're also empowering the tip of the spear in the fight against the globalist.
[16:48.000 --> 16:54.000]  The fight starts at infowars.com and the support of the fight starts at infowars.com.
[16:54.000 --> 17:00.000]  God bless and thank you all for your support.
[17:00.000 --> 17:11.000]  Once a tragedy reaches a level of national significance, American citizens should be allowed to basically question that event in any way that they deem fit.
[17:11.000 --> 17:16.000]  The First Amendment is unique in the world. That's what they want to take away, your ability to speak freely.
[17:16.000 --> 17:21.000]  So they're going to go for Mike Lindell next, or they're going to go for Steve Bannon, or they're going to go for Tucker Carlson.
[17:21.000 --> 17:26.000]  I studied the globalist 30 years ago, but on air 28 years, and I knew they were planning all of this.
[17:26.000 --> 17:30.000]  And I warned the public as a modern Paul Revere, but I couldn't have done it without your support.
[17:30.000 --> 17:38.000]  And now because we've been so successful warning the population of the planet, not just America, we're public enemy number one when it comes to the globalist agenda.
[17:38.000 --> 17:43.000]  That's why it's more important than ever to realize how successful infowars has been because of your past support.
[17:43.000 --> 17:52.000]  So I salute you and I thank you, and I ask you now to critical juncture of the battle, free double your efforts by visiting infowarsstore.com and getting amazing products that keep us on air.
[17:52.000 --> 17:59.000]  1776 the promo code, the destination is infowarsstore.com, and I thank you all for your support.
[17:59.000 --> 18:13.000]  X3, it stands for tri iodine, or all three types of iodine that the body needs to be healthy and survive and thrive.
[18:13.000 --> 18:17.000]  It boosts your libido, your energy, your stamina, your immune system.
[18:17.000 --> 18:27.000]  X3 is the ultimate iodine product on the market. It's back at stock at infowarsstore.com for 50% off and it funds the info war.
[18:27.000 --> 18:32.000]  So many of you are on the fence, you know our information is powerful, you know it's changed the world.
[18:32.000 --> 18:43.000]  Try the products at infowarsstore.com and start with X3 tri iodine, 50% off infowarsstore.com.
[18:43.000 --> 18:51.000]  It takes about two weeks to kick in, an aspirin kicks in in 30 minutes, Tylenol kicks in 30 minutes, this kicks in in about two weeks on average.
[18:51.000 --> 18:59.000]  You need to experience it, don't wait, you'll be impressed, infowarsstore.com, X3.
[19:21.000 --> 19:26.000]  The listeners and viewers who support infowars are the real reason you've had this success.
[19:26.000 --> 19:32.000]  We're having now the greatest victories in the fight against the new order you've ever had.
[19:32.000 --> 19:41.000]  We are now entering the final mile of the marathon, and that's why today it's more important than ever to realize how important you've been in this fight
[19:41.000 --> 19:45.000]  and to continue in the efforts you've been carrying out and to intensify them.
[19:45.000 --> 19:55.000]  God bless you all, I salute you, I thank you, and I beg you to intensify what you're doing now, because we are over the target and history is happening.
[19:55.000 --> 20:18.000]  The fight is my fight, it's your fight, it's our fight, God bless you all.
[20:25.000 --> 20:52.000]  Now you notice in this incredible time in human history, some fear evil give in to evil and become the slaves to evil
[20:52.000 --> 21:04.000]  because of their fear that it will strike them down in their own selfish desires, not realizing that giving in to evil is the loss, that is losing, that is death.
[21:04.000 --> 21:11.000]  So you see some people standing with Alex Jones and infowars and Donald Trump and Kanye West and the others out there,
[21:11.000 --> 21:22.000]  but to the ones that refused, to the ones that cave, to the weaklings, we never wanted them on our team anyway, because they were always losers.
[21:22.000 --> 21:27.000]  But not you in the audience and not us here in this crew.
[21:27.000 --> 21:39.000]  Now as Alex is going to be out for at least a week or so, we have a bunch of these clips lined up going back in time showing how ahead of his time Alex was
[21:39.000 --> 21:43.000]  on so many different issues, that's really why they want to silence him.
[21:43.000 --> 21:54.000]  It has nothing to do with what he said about Sandy Hook, it has to do with the fact he has been years and even decades ahead of his time with his news coverage.
[21:54.000 --> 22:02.000]  Here's an example, this is Alex Jones exposing the social credit score in December of 2015.
[22:02.000 --> 22:12.000]  There's a huge awakening happening, there's a giant explosive time here, but at the same time they're also now going to pure lies, pure demonization,
[22:12.000 --> 22:20.000]  saying we run demonstrations, we have nothing to do with, saying we terrorized Austin, had, you know, gun scares going, zero involvement,
[22:20.000 --> 22:34.000]  saying I hate black people, saying I'm a drug dealer, saying I'm a, just you name it, in mainstream news, in concerted efforts, hundreds of articles per day, per day.
[22:34.000 --> 22:42.000]  Matt, I was in over 300 on Monday, Chicago Tribune, Washington Post, I mean Miami Herald, I mean Austin,
[22:42.000 --> 22:51.000]  when I got calls about it, people going, you didn't, you think we had a moon landing, you know, you're not involved with Boston bombing, I mean, folks,
[22:51.000 --> 22:59.000]  you're talking hard course, so in the past they would just kill me, but because of the Info War, that would make me a martyr.
[22:59.000 --> 23:07.000]  Plus like shark teeth, I've got rows of people ready to replace me, okay, and so instead they are murdering who I am right now.
[23:07.000 --> 23:14.000]  They are killing who Alex Jones is, and look, Jesse Ventura has his problems politically, I don't agree with him on quite a bit of things,
[23:14.000 --> 23:22.000]  but he did get politically assassinated, you know, with the whole Chris Kyle thing, they could pull similar things on me.
[23:22.000 --> 23:28.000]  This is all a sign we're having a huge effect, they wouldn't be doing all of this if we weren't hitting the zeitgeist,
[23:28.000 --> 23:35.000]  and Info Wars is growing exponentially right now, so I want to give you kind of the state of the Info Wars Union here,
[23:35.000 --> 23:39.000]  on the success we're having and realize when you tell friends and family to tune in,
[23:39.000 --> 23:46.000]  when you direct them, infowars.com, forward slash show, they can download the podcast, watch the live feeds, you know, whatever.
[23:46.000 --> 23:50.000]  If you're listening on AM and FM stations, tell your friends and family to tune into that.
[23:50.000 --> 23:55.000]  You are the Info Warriors. Now, they're going to strike back a bunch of ways.
[23:55.000 --> 24:01.000]  I'm going to be doing some special reports that go through how they're doing this, but the model, because it's total totalitarianism in China,
[24:01.000 --> 24:08.000]  they admit this in Australia, the US, you name it, the model for internet censorship is going to be phased in Chinese style net censorship,
[24:08.000 --> 24:13.000]  net IDs, net taxes, three strikes and you're out, net rules.
[24:13.000 --> 24:23.000]  But before they get to that, they're going to phase in and it starts this next year, just, you know, ten days or so, or less, I guess nine days, in China.
[24:23.000 --> 24:34.000]  And they're already lining up with Facebook, Google, all of them agreeing with China, Microsoft, to implement these systems where China already does it,
[24:34.000 --> 24:37.000]  and then they beta test there and then bring in here.
[24:37.000 --> 24:42.000]  And our stories on drudgereport.com, we do a document cam over here.
[24:42.000 --> 24:45.000]  And of course, Drudge gets how incredibly important this is.
[24:45.000 --> 24:50.000]  We've been mentioning this for the last few months, but now it's a critical mass because the Chinese have released the full details.
[24:50.000 --> 25:00.000]  Everything you do, everything you do in China from your credit score to what you buy, to discount cards, to your internet records,
[25:00.000 --> 25:05.000]  to what you say on social networks, is integrated into an algorithm.
[25:05.000 --> 25:11.000]  And if you criticize the government basically once, you can't even buy or sell, you can't go to a hotel, you can't travel.
[25:11.000 --> 25:17.000]  Now, notice all this is being phased in here with the IRS saying, if we start auditing you or don't even start an investigation, you can't fly.
[25:17.000 --> 25:20.000]  Internal checkpoints, I mean, it's on folks.
[25:20.000 --> 25:25.000]  Europe's doing the same thing. This is all being brought in. It's being implemented.
[25:25.000 --> 25:28.000]  I mean, this is classical tyranny. It's here.
[25:28.000 --> 25:32.000]  And again, the Supreme Court Justice told Drudge, next year, they're coming for you.
[25:32.000 --> 25:38.000]  And then they have the heads of the FCC, and yeah, we're coming for your free speech, talk radio, internet, you name it.
[25:38.000 --> 25:42.000]  I mean, because they can't beat us, folks. They're flaming tyrants.
[25:42.000 --> 25:50.000]  They're flaming crooks annihilating our country, spying on us illegally, opening our borders, having the Border Patrol complete the smuggling process.
[25:50.000 --> 25:54.000]  I mean, this is the globalist offensive. This is the war against America.
[25:54.000 --> 25:57.000]  And globally, there's a world awakening.
[25:57.000 --> 26:03.000]  So they know in algorithms, and they admit this, that revolutions are coming, just because food prices in the third world have gone up past 50%.
[26:03.000 --> 26:11.000]  They know at that point, riots start. They already have their operators ready to steer the revolutions into radical al-Qaeda, radical ISIS, radical al-Nusra,
[26:11.000 --> 26:17.000]  Saudi Arabian driven. Same thing here. They're going to have a big communist kill the cops, shoot the cops, burn the cities.
[26:17.000 --> 26:23.000]  They're going to let them do it, order the cops to stand down, and then say, cops, it's your fault, capitulate, go under UN control.
[26:23.000 --> 26:30.000]  I mean, it's on, folks. You are witnessing a real coup. 100% what I'm telling you is happening.
[26:30.000 --> 26:38.000]  Now, I knew this was coming, but to see it actually happen is so bold, is so over the top, that I get why people just can't believe it.
[26:38.000 --> 26:48.000]  Now, was that from yesterday or almost seven years ago?
[26:48.000 --> 26:56.000]  No, that was from seven years ago from Alex Jones. Just under seven years ago.
[26:56.000 --> 27:04.000]  But it might as well have been from yesterday. Could have been from yesterday.
[27:04.000 --> 27:09.000]  No, that was seven years ago, Alex Jones, right here on these airwaves.
[27:09.000 --> 27:17.000]  That's why they've marked infos for destruction, folks. We've been telling the truth about everything going on for decades.
[27:17.000 --> 27:21.000]  Doesn't mean we're perfect. Doesn't mean we don't make mistakes.
[27:21.000 --> 27:26.000]  But we are telling it like it is, and that's what they hate.
[27:26.000 --> 27:32.000]  They want people to be scared to tell it like it is. They want people to be scared to speak their minds, scared to speak their hearts.
[27:32.000 --> 27:39.000]  And that's what we do here, and that's why we have been set for destruction, and Alex Jones has had a billion-dollar judgment against him.
[27:39.000 --> 27:46.000]  And they all admit it. Yeah, this is about shutting infos down. I've got more news about that coming up on the other side.
[27:46.000 --> 27:51.000]  But folks, we're not shutting down. We're going to stay on air. We're going to fight our way through this.
[27:51.000 --> 28:00.000]  We're in the appeals process of the decisions now, and in the interim there, we should be allowed to operate as you've seen.
[28:00.000 --> 28:07.000]  Now, we've been knee-capped. We've been handicapped. We're bleeding out in many ways, but we're still here on the battlefield.
[28:07.000 --> 28:11.000]  And thanks to your support, we'll continue to fight.
[28:11.000 --> 28:18.000]  And InfowarsStore.com is the key. That's how we take great products.
[28:18.000 --> 28:28.000]  We just get the best quality products, organic supplements, and then we sell them at the lowest price at InfowarsStore.com.
[28:28.000 --> 28:36.000]  We already have that nexus with the prices at base value, but when we do sales like this, folks, you're not going to find supplements at a better deal.
[28:36.000 --> 28:43.000]  Survival Shield X3, nascent iodine. Give it a try, folks. Most people are iodine deficient, but not our audience,
[28:43.000 --> 28:48.000]  because they have Survival Shield X3, which is 50% off at InfowarsStore.com.
[28:48.000 --> 29:00.000]  Vitamin Mineral Fusion back in stock, 50% off at InfowarsStore.com. I drink it every morning. I suggest you do the same.
[29:00.000 --> 29:05.000]  It's our best seller. We first came out with it five years ago, and it was a moderate seller.
