[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[06:38.000 --> 06:47.000]  and they do it at almost half the cost of last year's grocery prices. Call 1-800-409-5633 or on the web go to eFoodsDirect.com.
[06:47.000 --> 06:53.000]  Visit eFoodsDirect.com and look over the final list of high-quality, freeze-dried, and dehydrated foods they have to offer.
[06:53.000 --> 06:59.000]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[06:59.000 --> 07:04.000]  Again, 800-409-5633 or on the web at eFoodsDirect.com.
[07:04.000 --> 07:08.000]  Take action today. The first step is getting storable food.
[07:08.000 --> 07:16.000]  The Genesis Communications Radio Network proudly presents The Alex Jones Show, because there's a war on for your mind.
[07:16.000 --> 07:34.000]  Chrysler executives, failure could spark depression. Harvard hit by loss as crisis spreads to colleges. Prepare for depression-level unemployment, that's another headline, these are all mainstream.
[07:34.000 --> 07:49.000]  Israel plans for solo attack on Iran. Neocon still preparing for Iran attack.
[07:49.000 --> 08:05.000]  Pakistan TV channel says the attacks in India hatched by Hindu Zionists, that's the times of India.
[08:05.000 --> 08:18.000]  CFR Brookings to dominate Obama's strategy, UPI is reporting that Brookings openly is bragging that the Council on Farm Relations is already running the White House, as if they haven't always been in modern history.
[08:18.000 --> 08:29.000]  It took 90 minutes for the Daily News to steal the Empire State's building, Daily News. I meant to get to this yesterday, because this is what patriot mythology groups do.
[08:29.000 --> 08:41.000]  They file bogus paper through common law, and then engage in all sorts of havoc, and then of course they always end up going to prison or jail or getting indicted.
[08:41.000 --> 08:50.000]  But the scam just goes on, it's delusional, and it's destroying common law, and the power of common law and the system is using it to discredit common law.
[08:50.000 --> 09:05.000]  So I'm going to talk more about the cancer of the patriot mythology groups. I mean, I've been doing this a long time, folks, and I'm just so sick of trying to explain this to people I know personally here in Austin, and they just won't listen.
[09:05.000 --> 09:13.000]  They're like, what does patriot mythology have to do with the Empire State's building stolen in 90 minutes?
[09:13.000 --> 09:27.000]  Well, because your word of honor as a free man is extremely powerful, this has been a free society more free than any other nation on earth, at least for select groups, white males.
[09:27.000 --> 09:37.000]  But that liberty could be extended to all, but instead all were enslaved after the Civil War.
[09:37.000 --> 09:43.000]  Rice became privileges, we became wards of the states, 13th Amendment.
[09:43.000 --> 09:49.000]  But I'm digressing here, I just wanted to read headlines and get back into them, but I just look at this article.
[09:49.000 --> 09:57.000]  They went and filed deed paperwork and swore to it the courthouse and they said here, Empire State's building shares.
[09:57.000 --> 10:14.000]  Now, the point is, is that you go to prison for doing that later, but if somebody tries to steal your house, a lot of people don't know their rights and so don't know how to defend themselves.
[10:14.000 --> 10:26.000]  I'm also seeing patriot groups, different patriot quote leaders in the past, shysters, who show up and get people involved in trust and then make them the trust officer.
[10:26.000 --> 10:34.000]  I'll give you a little tip, never set up a trust with somebody who says they're going to make themselves the trust officer and they take people's property.
[10:34.000 --> 10:48.000]  I've kind of got to burn under my saddle about this because it really got bad about 9, 10 years ago and people kind of woke up to the scam and then now it's come back around with new shysters and I have to hear it constantly.
[10:48.000 --> 10:55.000]  And I want them to know this, I'm going to set up the proper guests, I'm going to do the proper research, but in the months to come, I am coming after you.
[10:55.000 --> 11:16.000]  Okay, I'm not just going to fight corrupt police and corrupt government, I'm sick of our own house being defiled and trashed by people operating under the flag of freedom and liberty.
[11:16.000 --> 11:24.000]  The whole society is imploding folks, corruption is everywhere, watch yourselves, be careful.
[11:24.000 --> 11:28.000]  You know, since I'm on this, I'll just get to this now and then I've got all this other news.
[11:28.000 --> 11:35.000]  Just briefly, it took 90 minutes for Daily News to steal the Empire State's building.
[11:35.000 --> 11:44.000]  In one of the biggest heists in American history, the Daily News stole the 2 billion Empire State building and it wasn't that hard.
[11:44.000 --> 12:01.000]  The News swiped the 102-story Art Deco skyscraper by drawing up a batch of bogus documents, making a fake notary stamp and filing paperwork with the city to transfer the deed to the property.
[12:01.000 --> 12:08.000]  Now see, they faked this, you could actually go in and swear it was you with a fake document and get it.
[12:08.000 --> 12:19.000]  And see, it is fake when somebody declares, I am really the owner of the Federal Reserve as a sovereign of the United States under oak leaves with a flag without a fringe.
[12:19.000 --> 12:27.000]  And then you speak magic mumbo jumbo and then you go file a lie.
[12:27.000 --> 12:30.000]  That's all that is.
[12:30.000 --> 12:37.000]  Some of the information was laughable because they wanted to make it clear that nobody's even reading these filings.
[12:37.000 --> 12:59.000]  The original King Kong Star is listed as a witness, Faye Ray, the name shared by the bank, Robert Willie Sutton, the bank robber, Willie Sutton and it just goes on and on.
[12:59.000 --> 13:08.000]  And then they were able to file it and get ownership of the Empire State Building in 90 minutes.
[13:08.000 --> 13:11.000]  That's all into the paperwork to go through.
[13:11.000 --> 13:27.000]  So I want to explain to people again, some shyster comes along and says give me $5,000 and I can file paperwork or show you how to sponge all your debts or to put leans on people.
[13:27.000 --> 13:29.000]  It's a scam.
[13:29.000 --> 13:32.000]  You're going to go to jail.
[13:32.000 --> 13:40.000]  And I really think a lot of these are government operatives and they're doing this to so corrupt the common law and the court system to where they totally abolish it.
[13:40.000 --> 13:44.000]  And then that's basically what the New York Daily News is calling for.
[13:44.000 --> 13:48.000]  You see how they're doing this?
[13:48.000 --> 13:57.000]  And I don't like our movement and again, it's many movements because people that don't trust the government, don't trust the mainstream media that disagree with what the government's doing.
[13:57.000 --> 14:02.000]  The alternative movement, the awakening movement, there's a thousand groups in there.
[14:02.000 --> 14:08.000]  But the media will use this and point at us with this and I'm digressing.
[14:08.000 --> 14:23.000]  I've seen so many people lose their houses and get in trouble with all this and there's even groups that will advertise themselves as regular debt relief, as reasonable debt relief and a good organization.
[14:23.000 --> 14:26.000]  Then they bait and switch when you actually call them.
[14:26.000 --> 14:32.000]  And the world's complex, it's a big place and I can't even keep track of it all.
[14:32.000 --> 14:36.000]  I'm just telling you this, if it looks too good to be true, it is.
[14:36.000 --> 14:39.000]  There's no free lunch.
[14:39.000 --> 14:42.000]  Okay?
[14:42.000 --> 14:43.000]  Now is the government fraudulent?
[14:43.000 --> 14:48.000]  Is it breaking the common law, the Constitution, the Bill of Rights, engaging in all sorts of fraud and corruption?
[14:48.000 --> 14:49.000]  Absolutely.
[14:49.000 --> 14:51.000]  But it's forced to jure, forced to jure.
[14:51.000 --> 14:53.000]  It is the overwhelming force.
[14:53.000 --> 14:54.000]  They are criminal.
[14:54.000 --> 14:58.000]  They will enforce.
[14:58.000 --> 15:06.000]  You know, I hear Larry Becraft criticize all the time because he's able to win in court over and over again for people on IRS cases.
[15:06.000 --> 15:13.000]  And they go, well, he does it with technicalities and with the Constitution and with the fact that they're not following proper procedure.
[15:13.000 --> 15:20.000]  He's not doing it, you know, in that the IRS is a fraudulent, you know, private collection agency of the private federal reserve.
[15:20.000 --> 15:22.000]  Well, those arguments never work.
[15:22.000 --> 15:26.000]  No one's ever won under that.
[15:26.000 --> 15:30.000]  You can criticize the lawyer crier or Becraft or any of them.
[15:30.000 --> 15:31.000]  Why?
[15:31.000 --> 15:32.000]  Because they win.
[15:32.000 --> 15:34.000]  They just credit the criminal IRS.
[15:34.000 --> 15:36.000]  Again, more COINTELPRO, folks.
[15:36.000 --> 15:42.000]  That's all it is.
[15:42.000 --> 15:43.000]  I'm way off in left field.
[15:43.000 --> 15:48.000]  And as most listeners, this is such a wide audience, aren't even aware of what I'm talking about.
[15:48.000 --> 15:55.000]  But that's why I'm discussing it, because as you get deeper into the liberty movement, you need to understand the pitfalls.
[15:55.000 --> 16:01.000]  But if you're in a mall shopping mall parking lot, you better understand the pitfalls, the crimes explode.
[16:01.000 --> 16:04.000]  When you drink fluoride water out of the tap, better understand the pitfalls.
[16:04.000 --> 16:13.000]  I just have an instinct to want to warn people about dangers and things that are going on out there.
[16:13.000 --> 16:15.000]  All right, that's coming up later.
[16:15.000 --> 16:36.000]  Earlier in the first segment, I mentioned the fact that they arrested the government minister of over immigration in England secretly last week under terrorism powers.
[16:36.000 --> 16:39.000]  And they did it without a warrant.
[16:39.000 --> 16:45.000]  And now the parliament is making a big deal out of it. I'm going to play that later, because it is a big deal.
[16:45.000 --> 16:49.000]  And that dovetails with what's happening here in the United States and in Europe.
[16:49.000 --> 16:55.000]  They're arresting a bunch of reporters in France and other places for just criticizing Sarkozy, criticizing Merkel.
[16:55.000 --> 16:57.000]  They are setting up open tyranny.
[16:57.000 --> 17:02.000]  It's starting to happen, folks.
[17:02.000 --> 17:09.000]  And we're seeing reporters, hundreds of them arrested in the U.S. for refusing to give up sources when that's always been protected.
[17:09.000 --> 17:11.000]  They are attacking.
[17:11.000 --> 17:25.000]  The establishment is attacking the sacrosanct, guarded, honored institution of the press that is enshrined in the First Amendment.
[17:25.000 --> 17:32.000]  I had Taser International send me a threatening letter about writing articles criticizing Taser. I just called their lawyer up there and said, buddy, I'm going to come after you.
[17:32.000 --> 17:36.000]  And he said, oh, just forget it. It's okay. Fine. Just, just, just forget everything's fine.
[17:36.000 --> 17:45.000]  See, it's all about what they can get away with. I called that guy and I said, let's go. Let's go.
[17:45.000 --> 17:52.000]  I'm not saying bring it on, but you bring first blood on me. You, you, you come swinging at me. I'm going to come back swinging.
[17:52.000 --> 17:56.000]  I'm tired of this crap. Excuse me.
[17:56.000 --> 18:12.000]  Trying to intimidate our First Amendment. It ain't happening. This is the United States of America and you people may think it isn't, but it is.
[18:12.000 --> 18:15.000]  This is our country, not yours.
[18:15.000 --> 18:19.000]  We run this country. We're the people. I don't care what you claim.
[18:19.000 --> 18:25.000]  I don't care if you claim government's god and that troops running around with microwave guns and machine guns, working with the police's freedom.
[18:25.000 --> 18:31.000]  We know it isn't. And we're going to tell everybody else it isn't freedom.
[18:31.000 --> 18:34.000]  Uh, meanwhile, what's going on in England?
[18:34.000 --> 18:41.000]  London musicians must give police massive amounts of personal information performed live.
[18:41.000 --> 18:45.000]  Now they're claiming for basically public speaking, any event, playing music.
[18:45.000 --> 18:52.000]  You've got to go right to sure with the police and get authorization from them to meet and gather in main venues.
[18:52.000 --> 19:00.000]  See, a massive attack on free speech on the Magna Carta on the First Amendment.
[19:00.000 --> 19:03.000]  You understand, ladies and gentlemen, I've got another one here.
[19:03.000 --> 19:09.000]  It's just unbelievable. Wait till you hear this.
[19:09.000 --> 19:17.000]  Toxic heavy metals negatively impact our health. There in the air we breathe, the water we drink, the food we eat, the products we use and the objects we touch.
[19:17.000 --> 19:23.000]  Exposure is impossible to avoid. Heavy metals build up within the body over a period of time causing poor health.
[19:23.000 --> 19:28.000]  However, with chelorex, they can be mobilized and excreted in a safe and effective manner.
[19:28.000 --> 19:35.000]  Chelorex was developed based on Dr. Alan Greenberg's clinical experience with heavy metal poisoning during his 25 years of medical practice.
[19:35.000 --> 19:45.000]  Chelorex does not contain EDTA and is made from all natural ingredients, enhancing the body's natural mechanisms for excreting heavy metals and preventing their reabsorption.
[19:45.000 --> 19:56.000]  Chelorex contains antioxidants to protect the liver, kidneys, central nervous system and immune functions and effectively mobilizes mercury and 15 other heavy metals including aluminum, arsenic, lead and more.
[19:56.000 --> 20:06.000]  Find out what chelorex can do for you by calling 1-800-675-4568 or visit us online at chelorex.com.
[20:06.000 --> 20:29.000]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[20:29.000 --> 20:43.000]  Some U.S. investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[20:43.000 --> 21:02.000]  The Israeli intelligence network, warnings and war games, the shadow government and much, much more fabled enemies. Get the DVD at infowars.com or see it in super high quality along with hundreds of other titles at prisonplanet.tv.
[21:02.000 --> 21:17.000]  Either you are with us or you are with the terrorists.
[21:32.000 --> 21:56.000]  The U.S. intelligence network, warnings and war games, the shadow government and many other
[21:56.000 --> 22:08.000]  U.S. intelligence network, warnings and war games.
[22:26.000 --> 22:47.000]  The U.S. intelligence network, warnings and war games, the shadow government and many other
[22:47.000 --> 23:16.000]  U.S. intelligence network, warnings and war games.
[23:16.000 --> 23:37.000]  The U.S. intelligence network, warnings and war games, the shadow government and many other
[23:37.000 --> 23:52.000]  U.S. intelligence network, warnings and war games.
[23:52.000 --> 24:16.000]  Almost 50% of the parliament voted against the war in 1776 in the United States. It was patriots spies in England that most assuredly helped win the war against the crown as well as spies for the cause of liberty in France.
[24:16.000 --> 24:25.000]  And if you think you're going to butcher the Bill of Rights and Constitution in Magna Carta, you've got another thing coming.
[24:25.000 --> 24:32.000]  Now look at what's happening in England. This is Steve Watson. He has links to London Independent. Original story on this.
[24:32.000 --> 24:47.000]  Eight page form will detail names, aliases, private addresses, phone numbers of all musicians and ethnic background of the likely audience.
[24:47.000 --> 25:06.000]  Forms 696 and other similar forms for even speeches, poetry, any public gathering the police have to a week before certify it. You have to get a license and then that turns a right into a privilege.
[25:06.000 --> 25:21.000]  What is a license? It is authorization, a letter of mark through imperial crown law, through the ancient law of tyrants to do something that is illegal.
[25:21.000 --> 25:37.000]  And if we let this go through with the free speech zones and several cities like New York want people to get permits to have political rallies inside buildings, quote, everyone's safety, then it allows them to start regulating and controlling it.
[25:37.000 --> 26:00.000]  Excellent story at infowars.net by Steve Watson. London musicians must give police huge swaths of personal information to perform live. Musicians and performers in London will soon be required by law to complete and hand over to police in eight page form detailing all their personal information and ethnic background.
[26:00.000 --> 26:10.000]  Another audience that they want to perform, again, making you report all about yourself to be able to even meet and have poetry or music or any other spoken word.
[26:10.000 --> 26:22.000]  Total tyranny. The Soviet Union didn't make you do this. They would just have spies there to see what you said. They want to find out who's talking, who's singing, who is an artist, who is involved.
[26:22.000 --> 26:42.000]  They did have this in East Germany, the worst the world's ever seen next to North Korea for oppression. And of course there were all these pimps, all these fat bureaucrats and pimps who, for theaters or for TV or for local poetry, that you'd have to go get certified by to be able to even go speak.
[26:42.000 --> 26:52.000]  This is the height of cultural tyranny. And they are proposing similar things here in the United States.
[26:52.000 --> 27:05.000]  Here's another one. UK Daily Mail today. Big brother police to get wartime power to demand ID in the street on pain of sending you to jail. They've already been doing this without law for years.
[27:05.000 --> 27:16.000]  State officials are giving power previously reserved in times of war to demand a person's proof of identity at any time. Remember, they swore the National ID card wouldn't be used for this.
[27:16.000 --> 27:24.000]  Anybody who refuses big brother demand could face arrest and a possible prison sentence.
[27:24.000 --> 27:34.000]  They're doing similar things in Australia and the news said, well, that's not too big of a sentence, two years in jail. What's wrong with that?
[27:34.000 --> 27:46.000]  The move would effectively take Britain back to World War II when people were stopped and asked to show their papers. And it says here that this is overall to stop illegal aliens.
[27:46.000 --> 27:52.000]  Folks, the government secretly legalized over a million of them.
[27:52.000 --> 28:04.000]  5,000 of them were put in high level security jobs because tyrannical government likes to bring in foreigners to do this stuff for them. And then when the minister said this is illegal, they went and arrested him under terrorism.
[28:04.000 --> 28:13.000]  When he's the boss of the agency appointed by the elected parliament. Again, the British government is spying on every member of parliament. That's been in the news.
[28:13.000 --> 28:27.000]  It's not the British government. It is the illegal old pre-1215 crown coming back. When Tony Blair first got elected, I'll never forget the BBC headline, the Magna Carta is dead and he swore to abolish it.
[28:27.000 --> 28:35.000]  Just an outrageous declaration of tyranny.
[28:35.000 --> 28:46.000]  And now they want to use troops on the streets of America for, quote, civil insurrection, crowd control under federal control, abolishing the state control of the National Guard.
[28:46.000 --> 28:59.000]  We'll talk about it with somebody on the other side of the issue. When we get back, prisonplanet.com and truthnews.us are just two of our websites. Check them out today.
[28:59.000 --> 29:08.000]  We're on the march. The empire's on the run. Alex Jones and the GCN radio network.
[29:08.000 --> 29:21.000]  Drinking a chlorophyll rich beverage has been found to benefit your entire body. Alchivision Green Shield Green Drink is a specifically formulated nutritional supplement which provides many nutritional elements that are missing from our modern diet.
[29:21.000 --> 29:31.000]  Green Shield helps neutralize acid in your body and maintains a healthy pH balance and having the proper pH balance has been known to balance blood sugar levels, something we can all benefit from.
[29:31.000 --> 29:42.000]  Green Shield combines the perfect blend of powerful whole food vegetables, immune boosting herbs and grasses. Green Shield does not contain algae, mushrooms or fungi, has no preservatives, artificial colors or flavors.
[29:42.000 --> 29:51.000]  The powder mixes easily with water and tastes great. Drinking Green Shield strengthens the immune system and boosts energy, relieves fatigue and stress without the use of stimulants.
[29:51.000 --> 30:08.000]  Order your Alchivision Green Shield Green Drink now by going directly to alchivision.com. That's alkavision.com today. Or call 269-344-3420. That's 269-344-3420 today.
[30:08.000 --> 30:21.000]  Now from the makers of Loose Change, the most downloaded film in internet history comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[30:21.000 --> 30:32.000]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of the horrendous crime are brought to justice.
[30:32.000 --> 30:43.000]  Loose Change Final Cut is the ultimate 9-11 expose. From hijackers being trained at U.S. military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[30:43.000 --> 30:51.000]  Secure your copy of Loose Change Final Cut today at infowars.com or prisonplanet.com while you're visiting the online video store.
[30:51.000 --> 30:59.000]  Be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism and hundreds of other titles.
[30:59.000 --> 31:08.000]  We're in a no-holds-bar information war. Truth is our weapon and prisonplanet.com has the tools you need to take the fight back to Big Brother.
[31:08.000 --> 31:16.000]  Hey GCN listeners! If you're looking for the perfect Christmas gift this year, listen up! This message is going to make holiday shopping very easy.
[31:16.000 --> 31:21.000]  This year, give the amazing Survival Seed Bank to friends and family. Here's why.
[31:21.000 --> 31:29.000]  The Survival Seed Bank will give any friend or loved one the ability to grow a full-acre crisis garden of nutritionally dense, life-sustaining food.
[31:29.000 --> 31:38.000]  And the Survival Seed Bank is not just a box of open, pollinated seeds. It's an indestructible, waterproof seed bank that can even be buried if necessary.
[31:38.000 --> 31:45.000]  And here's the best part. The price of Survival Seed Bank has been drastically reduced for GCN listeners this Christmas.
[31:45.000 --> 31:51.000]  You might even want to pick one up for yourself. The price goes back up January 1st and the supply is definitely limited.
[31:51.000 --> 31:57.000]  Think outside the box and into the bank this year. Give a Survival Seed Bank by going to survivalseedbank.com.
[31:57.000 --> 32:03.000]  That's survivalseedbank.com. Or you can call 877-327-0365.
[32:03.000 --> 32:08.000]  That's 877-327-0365 to give the perfect gift.
[32:08.000 --> 32:23.000]  Jeffrey F. Atticott is a distinguished professor of law and the director of the Center for Terrorism Law at St. Mary's University.
[32:23.000 --> 32:29.000]  School of Law, San Antonio, Texas. He's an active-duty army officer.
[32:29.000 --> 32:39.000]  In the Judge Advocate General Corps for 20 years, he retired in 2000 at the rank of Lieutenant Colonel.
[32:39.000 --> 32:45.000]  Professor Atticott spent a quarter of his career as a senior legal advisor to the U.S. State's Army Special Forces.
[32:45.000 --> 32:49.000]  He was in the forces and has been in combat.
[32:49.000 --> 32:53.000]  As an internationally recognized authority on national security law, terrorism and human rights law,
[32:53.000 --> 32:59.000]  Professor Atticott not only lectures and participates in professional and academic organizations,
[32:59.000 --> 33:03.000]  both the United States and abroad, but he's also a frequent contributor to national and international news shows,
[33:03.000 --> 33:06.000]  including Fox News, MSNBC, on and on and on.
[33:06.000 --> 33:12.000]  He's also published books, articles, and a lot more on a variety of legal topics.
[33:12.000 --> 33:24.000]  You can find out more about him at saintmarystexas.edu and just type in Jeffrey F. Atticott into the search box and you can learn all about him or just Google Jeffrey F. Atticott.
[33:24.000 --> 33:32.000]  Mr. Atticott, we debated for about 10 minutes a year ago on CBS San Antonio down there where you live,
[33:32.000 --> 33:36.000]  and I talked about quite a few things. You kind of laughed them off.
[33:36.000 --> 33:42.000]  I was saying there was a plan to federalize the National Guard over the governors,
[33:42.000 --> 33:45.000]  make the governors federal officers dual-hatted.
[33:45.000 --> 33:49.000]  I said that there was a plan to use them for civil insurrection, civil unrest, rioting,
[33:49.000 --> 33:56.000]  and now that's been all over the news, Army Times, Washington Post, and I asked you during the break, you said you are aware of all that.
[33:56.000 --> 34:01.000]  Tell me, as a legal scholar in this area, what's your view on it?
[34:01.000 --> 34:11.000]  These things have already been in place for decades because the National Guard can be federalized at the request of the governor to handle emergencies,
[34:11.000 --> 34:16.000]  insurrections, as we had the riots out in California some years back with Rodney King issues.
[34:16.000 --> 34:21.000]  We had the same thing in Arkansas during desegregation times.
[34:21.000 --> 34:26.000]  It's something that's not new, but it's certainly getting more consolidated.
[34:26.000 --> 34:36.000]  I think you're correct. We're seeing a tightening of the federal noose around what the states would do with their National Guards.
[34:36.000 --> 34:43.000]  A lot of former JAG officers are saying, this is an endopausic commentatus, that this is outrageous, that this is dangerous.
[34:43.000 --> 34:48.000]  This is a major change. It says that they're federally under Northcom. They're going to serve longer.
[34:48.000 --> 34:52.000]  They're going to be integrated into the main force, and they're going to be under Northcom,
[34:52.000 --> 34:59.000]  and then that the governor will then serve dual-hatted at the pleasure of the president under PDD 51.
[34:59.000 --> 35:06.000]  You're right to say that Gates says 25 of the 80-something recommendations are already in place.
[35:06.000 --> 35:12.000]  These are recommendations which I would not agree with. I don't think it's necessary.
[35:12.000 --> 35:20.000]  Of course, you and I would both agree that what we're really talking about is the balance between increased security and civil liberties or independence.
[35:20.000 --> 35:26.000]  The military plays a vital function in our society because they protect us from external enemies,
[35:26.000 --> 35:33.000]  where the police force is protected from internal enemies. The question is, how much protection do we need and at what expense?
[35:33.000 --> 35:41.000]  The general guidance of some of these recommendations, particularly to increase the federal role,
[35:41.000 --> 35:48.000]  is something that I'm never comfortable with as an advocate of states' rights. I'm more of a strict constructionist than that.
[35:48.000 --> 35:51.000]  I'm glad that you're not a tyrant.
[35:51.000 --> 35:58.000]  Well, I don't know about that. I understand that balance, and I think we have to realize in this time of the war on terror
