[00:00:01.070 --> 00:00:07.722]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:11:06.312 --> 00:11:07.672]  Can you speak up?
[00:11:07.672 --> 00:11:08.713]  Uh, yeah, can you hear me?
[00:11:09.381 --> 00:11:09.841]  I don't know.
[00:11:09.841 --> 00:11:11.282]  I'm not sure what just happened.
[00:11:11.282 --> 00:11:12.683]  We'll try to fix it during the break.
[00:11:12.683 --> 00:11:17.026]  I think your phone may have been partially unplugged or something.
[00:11:17.026 --> 00:11:18.307]  Perhaps I'm losing audio.
[00:11:18.307 --> 00:11:18.887]  I'm not sure.
[00:11:18.887 --> 00:11:24.511]  I tell you what, Dr. Cuddy, we'll fix it during the break.
[00:11:24.511 --> 00:11:25.652]  Stay right there, okay?
[00:11:25.652 --> 00:11:26.672]  Okay.
[00:11:26.672 --> 00:11:27.513]  Oh, you're a little bit better now.
[00:11:28.457 --> 00:11:32.818]  When we get back, we'll discuss that and real political paradigms, how to break that cookie-cutter mold.
[00:11:32.818 --> 00:11:34.559]  And then I want to take calls.
[00:11:34.559 --> 00:11:37.179]  We've got John in Louisiana and others.
[00:11:37.179 --> 00:11:39.420]  Toll-free number to talk to, Dr. Dennis Cuddy, 1-800-259-9231.
[00:11:39.420 --> 00:11:39.980]  800-259-9231.
[00:11:39.980 --> 00:11:42.101]  And we'll get you up and on the air.
[00:11:42.101 --> 00:11:43.501]  So stay with me.
[00:11:43.501 --> 00:11:47.302]  And we have just updated InfoWars.com, if you want to visit it.
[00:11:55.685 --> 00:11:58.231]  See all the news articles we've posted if you want to be truly informed.
[00:12:10.117 --> 00:12:16.942]  Thanks for listening to the M2K Talk Archives, and we are listener-supported with the honors system.
[00:12:16.942 --> 00:12:18.584]  We ask that you wait.
[00:12:18.584 --> 00:12:20.465]  Don't donate a dollar at a time.
[00:12:20.465 --> 00:12:26.049]  PayPal charges a 35-cent surcharge on anything of a dollar or less.
[00:12:26.049 --> 00:12:29.572]  Wait till you listen to five or ten, and then donate, please.
[00:12:29.572 --> 00:12:31.854]  We appreciate your voluntary support.
[00:12:40.803 --> 00:12:42.865]  The documentation begins, my friend.
[00:12:42.865 --> 00:12:43.705]  The rumor's in.
[00:12:43.705 --> 00:12:50.150]  The globalists are out in the open, destroying America, setting up a high-tech police state.
[00:12:50.150 --> 00:12:52.691]  Are you going to put up with it?
[00:12:52.691 --> 00:12:54.172]  Dr. Cuddy is our guest.
[00:12:54.172 --> 00:12:55.173]  I know we have a lot of callers.
[00:12:55.173 --> 00:12:57.535]  We'll get to you in the next segment.
[00:12:57.535 --> 00:12:58.395]  1-800-259-9231.
[00:12:58.395 --> 00:13:04.619]  You were making some points, doctor, as we hit that last break.
[00:13:04.619 --> 00:13:05.400]  Please continue.
[00:13:06.661 --> 00:13:12.425]  Just following up with what you had said and I wanted to add one additional point.
[00:13:12.425 --> 00:13:14.666]  The public thinks confused when
[00:13:15.507 --> 00:13:31.765]  One talks about the bankers and the communists, but if the theory is that world socialist government is the goal, what you've got to remember is the bankers and transnational corporate heads and so forth actually love socialism if they can control the politicians.
[00:13:31.765 --> 00:13:36.831]  They donate money to get their particular political candidates into office, and then those candidates
[00:13:37.364 --> 00:13:46.429]  Now the members of Congress or whatever enact rules and regulations that prevent competition to those multinational corporations or banking regulators.
[00:13:46.429 --> 00:13:56.195]  Yeah, it's crony capitalism with an army of thugs, whether you call them fascists or communists, they wear black uniforms, they have snatch and grab operations, there's giant prisons, total surveillance.
[00:13:56.195 --> 00:13:57.555]  It's the same system.
[00:13:57.555 --> 00:14:05.340]  It's a global web controlled by private central banks and then all the profits off of communism, the socialism, the fascism are funneled to them.
[00:14:06.759 --> 00:14:16.367]  Yeah, the private central banks and the what are called international investment bankers, the Lehman Brothers, Goldman Sachs, those two.
[00:14:16.367 --> 00:14:26.837]  I know there's a lot of different facets and points to cover, and what areas do you think we should get into to try to explain the New World Order to people and to try to go over it and talk about the chinks in its armor?
[00:14:26.837 --> 00:14:28.318]  I want to talk about some solutions.
[00:14:32.025 --> 00:14:33.667]  It's multifaceted.
[00:14:33.667 --> 00:14:41.572]  I'll move through two or three examples, and you just cut me off when the break comes.
[00:14:41.572 --> 00:14:43.494]  They have to control everything.
[00:14:43.494 --> 00:14:45.175]  Dr. Cuddy, I'll ask you again.
[00:14:45.175 --> 00:14:46.536]  Are you on a headset?
[00:14:46.536 --> 00:14:47.697]  Nope.
[00:14:47.697 --> 00:14:51.360]  Is there any way you can get closer to your receiver?
[00:14:51.360 --> 00:14:52.901]  No, I'm right in it.
[00:14:52.901 --> 00:14:53.701]  Okay.
[00:14:53.701 --> 00:14:54.382]  Alright, go ahead.
[00:14:55.579 --> 00:14:58.242]  Uh, they want to control everything.
[00:14:58.242 --> 00:15:08.711]  And so the foundations, let's say the Rockefeller Foundation, they set up a policy years ago, 1933, to have social control of everybody.
[00:15:08.711 --> 00:15:12.454]  How that works is they would fund through Tavistock, let's say in 1945,
[00:15:14.252 --> 00:15:14.612]  Okay.
[00:15:39.332 --> 00:15:46.036]  In the state of Wisconsin, in the early 60s, standing outside a college lunch line.
[00:15:46.036 --> 00:15:47.057]  What's he doing there?
[00:15:47.057 --> 00:15:50.238]  He's not got any business there, but there he is.
[00:15:50.238 --> 00:15:54.561]  Along the hall comes a Wayne Peterson, who most of you listeners probably haven't heard of.
[00:15:55.367 --> 00:16:06.976]  David says, uh, come on over here, and gets joined, uh, Wayne to join the Peace Corps, has him sent down to, uh, Brazil, where he, in effect, constructs their social welfare state.
[00:16:06.976 --> 00:16:10.599]  By the time he gets back, Wayne walks in his, uh, living room.
[00:16:10.599 --> 00:16:16.203]  Lo and behold, there's Melvin Laird in his living room, Secretary of Defense under, uh, Nixon.
[00:16:16.880 --> 00:16:19.841]  He says, Laird says, well, we've got to get you a government position.
[00:16:19.841 --> 00:16:33.887]  He winds up putting Wayne, more or less, in charge of the Fulbright scholarship programs, and by the early 80s, Wayne is running around the country promoting Lord Matreya, who is supposed to be the second coming of Christ.
[00:16:33.887 --> 00:16:39.229]  This is a facilitation of key individuals and key positions.
[00:16:39.229 --> 00:16:43.610]  One last example, let's take the Rhodes Scholars, which is part of Cecil Rhodes' plan.
[00:16:43.610 --> 00:16:45.591]  I'll just give you one example of how this works.
[00:16:47.162 --> 00:16:55.226]  You downgrade the CIA's capabilities under Stansfield Turner during Carter's years, Jimmy Carter's years.
[00:16:55.226 --> 00:16:58.628]  Stansfield is a Rhodes Scholar, CIA hit.
[00:16:58.628 --> 00:17:06.453]  Moving to Clinton, you have Rhodes Scholar roommates, Scope Talbot saying perhaps national sovereignty is not such a great idea after all.
[00:17:06.453 --> 00:17:11.976]  The President Clinton, his Rhodes Scholar roommate, makes him second in line in the State Department.
[00:17:13.002 --> 00:17:18.210]  Uh, Strobe gets an award from the World Federalist, uh, who won World Federal Government.
[00:17:18.210 --> 00:17:25.900]  Clinton writes a letter saying, this is great, uh, you, the WFA, you've worked for, your president has worked for World Government.
[00:17:25.900 --> 00:17:28.244]  He wishes him best wishes for future success.
[00:17:28.982 --> 00:17:33.787]  He then appoints Richard Gardner as Secretary, I mean Ambassador to Spain.
[00:17:33.787 --> 00:17:42.075]  Gardner's the one, Rhodes Scholar again, who wrote The Hard Road to World Order saying, erode national sovereignty piece by piece.
[00:17:42.075 --> 00:17:52.786]  From Spain, they all get together, Clinton, Strobe, Gardner, and select Javier Solana to be the new, he's a former Marxist now, new political head of NATO.
[00:17:53.626 --> 00:17:57.747]  Uh, the military head of NATO is Wesley Clark, another Rhodes Scholar.
[00:17:57.747 --> 00:18:08.789]  Uh, Wesley Clark, under him, his two commanders at Fort Hood, uh, they prepared the plan for the assault at Waco against the Branch Davidians, had a mock-up of there.
[00:18:08.789 --> 00:18:13.870]  So it's all part of social control, having their millions everywhere, all members of the same organization.
[00:18:13.870 --> 00:18:16.070]  Stay there, we'll come back and finish up with this.
[00:18:16.070 --> 00:18:19.211]  Start going to calls and get into many other facets in our study of the New World Order.
[00:18:21.222 --> 00:18:25.125]  We're on the march, the empire's on the run.
[00:18:25.125 --> 00:18:27.847]  Alex Jones and the GCN Radio Network.
[00:18:48.695 --> 00:18:48.996]  Yeah, I think so.
[00:18:56.855 --> 00:18:57.856]  All right, folks.
[00:18:57.856 --> 00:19:00.637]  We're about halfway into the broadcast today.
[00:19:00.637 --> 00:19:07.660]  We have Dr. Dennis Cuddy, written a whole bunch of powerful books exposing the New World Order, all from what is provable.
[00:19:07.660 --> 00:19:16.865]  What we can document, there's a lot of quacks and kooks out there that on the other side putting out this info, but this information is very, very accurate, and we put out accurate information here as well.
[00:19:16.865 --> 00:19:25.989]  Before we go back to our guest and then to John and Umar and Ted and Kenny and many, many others, before we do that,
[00:19:26.798 --> 00:19:33.861]  I want to remind the listeners that I have produced nine documentary films, full-length feature documentary films.
[00:19:33.861 --> 00:19:35.882]  They are waking people up.
[00:19:35.882 --> 00:19:40.264]  We're seeing 90% conversion rates for the folks that see the videos.
[00:19:40.264 --> 00:19:46.867]  90% of people that see them have tears in their eyes, wake up, because they've already seen so much of what we're covering.
[00:19:46.867 --> 00:19:48.548]  They already knew about most of it.
[00:19:48.548 --> 00:19:50.989]  Now it's all been put down for them to see the master plan.
[00:19:51.903 --> 00:19:53.785]  My new film is out.
[00:19:53.785 --> 00:19:55.588]  It's two hours, 37 minutes long.
[00:19:55.588 --> 00:19:57.510]  It's only three films in one.
[00:19:57.510 --> 00:19:59.993]  I suggest you watch it in three 50-minute pieces.
[00:19:59.993 --> 00:20:05.019]  Don't watch it all at one time, so you can absorb all of it.
[00:20:06.532 --> 00:20:13.877]  It is $25.95, and if you order three or more of any of my nine videos, they drop down to $20 apiece.
[00:20:13.877 --> 00:20:19.902]  It's an $18 discount on the three-tape special, and it gets bigger, obviously, as you order additional copies.
[00:20:19.902 --> 00:20:22.484]  I've written my first book, 9-1-1, Descent into Tyranny, 230 pages, $12.
[00:20:24.685 --> 00:20:26.727]  Covers the globalist plan for domination as well.
[00:20:26.727 --> 00:20:28.128]  Gets into 9-1-1.
[00:20:28.128 --> 00:20:29.229]  Road to Tyranny does that.
[00:20:29.229 --> 00:20:30.470]  The video.
[00:20:30.470 --> 00:20:32.371]  I have dark secrets inside Bohemian Grove.
[00:20:32.371 --> 00:20:35.674]  The occult activities of world leaders caught on video.
[00:20:35.674 --> 00:20:37.235]  This stuff is true!
[00:20:37.235 --> 00:20:39.637]  And they say truth is stranger than fiction.
[00:20:39.637 --> 00:20:40.038]  It is!
[00:20:40.931 --> 00:20:44.392]  And your purchase of the videos or the books supports the broadcast.
[00:20:44.392 --> 00:20:50.713]  Please make the call or order online or write to me today and get the videos and make copies.
[00:20:50.713 --> 00:21:01.095]  I'm one of the few people that authorizes you for non-profit educational purposes to make copies of my films and spread the word because that's how we force multiply the information.
[00:21:01.095 --> 00:21:06.696]  The total free number to order my videos or books or my t-shirts or the other titles and authors that we carry
[00:21:07.416 --> 00:21:07.556]  Is 1-888-253-3139.
[00:21:07.556 --> 00:21:15.163]  Again, that toll free number to order is 1-888-253-3139 or InfoWars.com to order or PresentPlanet.com on our secure online shopping carts.
[00:21:15.163 --> 00:21:16.964]  Or you can just write to me, Alex Jones at 3001
[00:21:34.484 --> 00:21:44.646]  That's 3001 South Lamar, L-A-M-A-R, Suite 100, Austin, Texas, 78704.
[00:21:44.646 --> 00:21:47.706]  Don't wait, take action today.
[00:21:47.706 --> 00:21:52.867]  Dr. Cuddy, I got one more question for you, then I want to go to these loaded phones here.
[00:21:52.867 --> 00:21:54.668]  All these callers.
[00:21:54.668 --> 00:21:58.768]  And then we can continue discussing other facets of the New World Order.
[00:21:58.768 --> 00:22:01.749]  Because I respect your opinion and your deep research on this subject.
[00:22:03.968 --> 00:22:05.871]  The New World Order power structure.
[00:22:05.871 --> 00:22:07.754]  We know there's a handful of families.
[00:22:07.754 --> 00:22:12.301]  The Rothschilds, the Rockefellers, the Dutch, the British Roll families, the Warburgs, the Crumps.
[00:22:12.301 --> 00:22:16.828]  We know who owns the stock in the big private central banks that print the money and buy up the world with it.
[00:22:17.563 --> 00:22:18.423]  We understand that.
[00:22:18.423 --> 00:22:21.245]  We know they have the Bilderberg Group for Northern and Western Europe.
[00:22:21.245 --> 00:22:25.186]  We know they have the Trilateral Commission that's more economist here.
[00:22:25.186 --> 00:22:45.275]  We know they have the CFR, kind of a house of commons for the globalist, low-level, with thousands of members in academia and banking and media and government, coming together, bringing us this new world order, writing the policies, all being enriched by the system, a society, a colony organism of criminals.
[00:22:47.108 --> 00:23:02.191]  And we know that these mechanisms work together and at the highest levels of the CFR, Trilateral Commission, Bilderberg Group, Committee of 300, you have the top people chairing all these groups and on the IMF, the World Bank, WTO, UN, Ex-Im Bank, OECD.
[00:23:02.191 --> 00:23:04.271]  It's all the same group, all the same people.
[00:23:04.271 --> 00:23:06.991]  Can we talk some about the mechanism of control?
[00:23:06.991 --> 00:23:16.353]  We know how they recruit with Rhodes Scholars and others to get the minions to fill the shoes later, the psychological studies they do of college students, high school students, to pick the people they're going to have.
[00:23:16.986 --> 00:23:18.067]  We understand this system.
[00:23:18.067 --> 00:23:19.608]  We know how they use terror to scare us.
[00:23:19.608 --> 00:23:21.229]  We accept this.
[00:23:21.229 --> 00:23:27.693]  More about the structure, the command and control system, and some of the solutions, then I want to go to the calls.
[00:23:27.693 --> 00:23:35.898]  Well, through a series of... I guess Stalin and Lenin talked about disunion for the purpose of union.
[00:23:35.898 --> 00:23:39.120]  You have to break down patriotism.
[00:23:39.120 --> 00:23:45.924]  Back in 1798, Philip Frenot wrote, at that time, a sort of warning to the American revolutionary
[00:23:46.610 --> 00:23:53.153]  People of how the power elite would eventually come about destroying us, taking us over.
[00:23:53.153 --> 00:23:58.416]  And what you have is you create crises, a war, let's say, during the 70s.
[00:23:58.416 --> 00:24:02.558]  You poll 20 to 29-year-olds.
[00:24:02.558 --> 00:24:08.141]  You find out during the Vietnam period that patriotism is only important to about 25% of them.
[00:24:08.141 --> 00:24:12.883]  This sends a signal that since patriotism is that important,
[00:24:13.403 --> 00:24:14.025]  Yeah, I think so.
[00:24:23.718 --> 00:24:28.501]  To get a world government, you have a world economy, and you do that by regional economic arrangements.
[00:24:28.501 --> 00:24:35.927]  The interim step, they always move in these little interim steps, like Zbigniew Brzezinski said, we'll get to a world government, but we'll do it by regions first.
[00:24:35.927 --> 00:24:38.529]  And before that, Cecil Rhodes, his fellow P.E.
[00:24:38.529 --> 00:24:40.771]  Corbett, mapped out that plan.
[00:24:40.771 --> 00:24:45.295]  You have these structures because there's a lot of egos out there.
[00:24:45.295 --> 00:24:52.521]  And so at the top, you'll have the Bilderbergs, as you said, the trilaterals, meaning Japan, Europe, and the U.S., the top leaders.
[00:24:54.403 --> 00:25:04.211]  They function through key entities such as the Bank for International Settlements, which is like the bank over all the central banks of the world.
[00:25:05.081 --> 00:25:14.148]  And they will set up certain policies which will increase, decrease rates of interest, investment opportunities.
[00:25:14.148 --> 00:25:17.371]  Then the power structure moves through laws.
[00:25:17.371 --> 00:25:25.578]  For example, in 1980, you had the repeal of the Glass-Steagall Act, which allowed companies and transnational corporations to actually buy others.
[00:25:25.578 --> 00:25:28.380]  For example, Deutsche Bank in Germany now owns a lot.
[00:25:28.940 --> 00:25:30.901]  I mean, a lot of U.S.
[00:25:30.901 --> 00:25:39.866]  companies and corporations, even though most people don't even know it, agricultural ventures have been bought up by foreign corporations as well.
[00:25:39.866 --> 00:25:50.831]  So, you have the economic control, but still, you've got a lot of these mid-level hotshots that you have to assuage them and stroke them, make them feel real important.
[00:25:50.831 --> 00:25:56.694]  And so, through things like the World Economic Forum, you allow them to have their input
[00:25:57.565 --> 00:26:04.347]  You have the UN doing the same thing with its NGOs and INGOs, International Non-Governmental Organizations.
[00:26:04.347 --> 00:26:17.770]  You use them, the power structure, as a lobbying mechanism within the various countries to change the laws to accept things like the, you know, World Heritage Sites and various land control entities.
[00:26:17.770 --> 00:26:24.892]  You know, it's the same way the Feds send in change agents to go to a city council or school board meeting where people are fighting and changing things.
[00:26:24.892 --> 00:26:25.112]  They go,
[00:26:25.712 --> 00:26:27.314]  Oh, I want to hear what you have to say.
[00:26:27.314 --> 00:26:28.815]  Okay, we heard what you want.
[00:26:28.815 --> 00:26:29.536]  We're going to do it.
[00:26:29.536 --> 00:26:33.619]  Here's what you said, and it's really what the globalists wanted to begin with.
[00:26:33.619 --> 00:26:34.120]  That's right.
[00:26:34.120 --> 00:26:39.985]  They used facilitators through various Delphi techniques to do this, and Edward Bernays
[00:26:40.856 --> 00:27:02.122]  He was hired by William Paley in 1928 as his chief advisor with CBS, wrote a book called Propaganda, and in that book he said, we're like an invisible government, we know how to manipulate you, and at the end he says, sort of like Ross Perot, he says, we need a businessman politician type to say, I must lead the people, am I not their servant?
[00:27:02.122 --> 00:27:08.884]  You know, here's what you say you want, and it's really facilitated.
[00:27:08.884 --> 00:27:09.344]  Please continue.
[00:27:10.976 --> 00:27:21.502]  Okay, well, the mechanism then has an upper tier, a middle tier, it has devices for political change, economic change, we've been through that.
[00:27:21.502 --> 00:27:28.125]  The political change is hooked up with the social change, and once again, since you're in Texas, I'll use the Texas example.
[00:27:28.977 --> 00:27:32.299]  You have the Industrial Areas Foundation.
[00:27:32.299 --> 00:27:34.380]  Ernesto Cortez is down there.
[00:27:34.380 --> 00:27:38.241]  He took over from Saul Alinsky, who wrote a book called Rules for Radicals.
[00:27:38.241 --> 00:27:43.424]  And in the first of it, he says that we have an acknowledgment to Lucifer, and he really liked him.
