[00:00.000 --> 00:21.100]  I'm sorry, didn't know you were watching, dumb Americans, did you enjoy the fentanyl
[00:21.100 --> 00:38.460]  show, I'm sorry, did you enjoy the fentanyl show, I'm sorry, didn't know you were watching,
[00:38.460 --> 01:04.420]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[44:51.700 --> 45:21.220]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[45:21.220 --> 45:50.740]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[45:50.740 --> 46:20.260]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[46:20.260 --> 46:49.780]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[46:49.780 --> 47:15.300]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[47:15.300 --> 47:44.820]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[47:44.820 --> 48:14.340]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[48:14.340 --> 48:43.860]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[48:43.860 --> 49:13.380]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[49:13.380 --> 49:42.900]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[49:42.900 --> 50:12.420]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[50:12.420 --> 50:41.940]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[50:41.940 --> 51:11.460]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[51:11.460 --> 51:40.980]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[51:40.980 --> 52:10.500]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[52:10.500 --> 52:40.020]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[52:40.020 --> 53:09.540]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[53:09.540 --> 53:39.060]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[53:39.060 --> 54:08.580]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[54:08.580 --> 54:38.100]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[54:38.100 --> 55:07.620]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[55:07.620 --> 55:37.140]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[55:37.140 --> 56:06.660]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[56:06.660 --> 56:36.180]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[56:36.180 --> 57:05.700]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[57:05.700 --> 57:35.220]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[57:35.220 --> 58:04.740]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[58:04.740 --> 58:34.260]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[58:34.260 --> 59:03.780]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[59:03.780 --> 59:33.300]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[59:33.300 --> 59:54.820]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[59:54.820 --> 1:00:24.340]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:00:24.340 --> 1:00:53.860]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:00:53.860 --> 1:01:23.380]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:01:23.380 --> 1:01:52.900]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:01:52.900 --> 1:02:22.420]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:02:22.420 --> 1:02:51.940]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:02:51.940 --> 1:03:21.460]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:03:21.460 --> 1:03:50.980]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:03:50.980 --> 1:04:20.500]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:04:20.500 --> 1:04:50.020]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:04:50.020 --> 1:05:19.540]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:05:19.540 --> 1:05:49.060]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:05:49.060 --> 1:06:18.580]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:06:18.580 --> 1:06:48.100]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:06:48.100 --> 1:07:17.620]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:07:17.620 --> 1:07:47.140]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:07:47.140 --> 1:08:16.660]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:08:16.660 --> 1:08:46.180]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:08:46.180 --> 1:09:15.700]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:09:15.700 --> 1:09:45.220]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:09:45.220 --> 1:10:14.740]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:10:14.740 --> 1:10:44.260]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:10:44.260 --> 1:11:13.780]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:11:13.780 --> 1:11:43.300]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:11:43.300 --> 1:12:12.820]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:12:12.820 --> 1:12:42.340]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:12:42.340 --> 1:13:11.860]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:13:11.860 --> 1:13:41.380]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:13:41.380 --> 1:14:10.900]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:14:10.900 --> 1:14:40.420]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:14:40.420 --> 1:15:09.940]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:15:09.940 --> 1:15:39.460]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:15:39.460 --> 1:16:08.980]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:16:08.980 --> 1:16:38.500]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:16:38.500 --> 1:17:08.020]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:17:08.020 --> 1:17:37.540]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:17:37.540 --> 1:18:07.060]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:18:07.060 --> 1:18:36.580]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:18:36.580 --> 1:19:06.100]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:19:06.100 --> 1:19:35.620]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:19:35.620 --> 1:20:05.140]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:20:05.140 --> 1:20:34.660]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:20:34.660 --> 1:21:04.180]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:21:04.180 --> 1:21:33.700]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:21:33.700 --> 1:22:03.220]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:22:03.220 --> 1:22:32.740]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:22:32.740 --> 1:23:02.260]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:23:02.260 --> 1:23:31.780]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:23:31.780 --> 1:24:01.300]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:24:01.300 --> 1:24:30.820]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:24:30.820 --> 1:25:00.340]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:25:00.340 --> 1:25:29.860]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:25:29.860 --> 1:25:59.380]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:25:59.380 --> 1:26:28.900]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:26:28.900 --> 1:26:58.420]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:26:58.420 --> 1:27:27.940]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:27:27.940 --> 1:27:57.460]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:27:57.460 --> 1:28:26.980]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:28:26.980 --> 1:28:56.500]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:28:56.500 --> 1:29:26.020]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:29:26.020 --> 1:29:55.540]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:29:55.540 --> 1:30:25.060]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:30:25.060 --> 1:30:54.580]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:30:54.580 --> 1:31:24.100]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:31:24.100 --> 1:31:53.620]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:31:53.620 --> 1:32:23.140]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:32:23.140 --> 1:32:52.660]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:32:52.660 --> 1:33:20.180]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:33:20.180 --> 1:33:49.700]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:33:49.700 --> 1:34:19.220]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:34:19.220 --> 1:34:48.740]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:34:48.740 --> 1:35:18.260]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:35:18.260 --> 1:35:47.780]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:35:47.780 --> 1:36:17.300]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:36:17.300 --> 1:36:46.820]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:36:46.820 --> 1:37:16.340]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:37:16.340 --> 1:37:45.860]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:37:45.860 --> 1:38:15.380]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:38:15.380 --> 1:38:44.900]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:38:44.900 --> 1:39:14.420]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:39:14.420 --> 1:39:43.940]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:39:43.940 --> 1:40:13.460]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:40:13.460 --> 1:40:42.980]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:40:42.980 --> 1:41:12.500]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:41:12.500 --> 1:41:42.020]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:41:42.020 --> 1:42:11.540]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:42:11.540 --> 1:42:41.060]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:42:41.060 --> 1:43:10.580]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:43:10.580 --> 1:43:40.100]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:43:40.100 --> 1:44:09.620]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:44:09.620 --> 1:44:39.140]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:44:39.140 --> 1:45:08.660]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:45:08.660 --> 1:45:38.180]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:45:38.180 --> 1:46:07.700]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:46:07.700 --> 1:46:37.220]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:46:37.220 --> 1:47:03.220]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:47:03.220 --> 1:47:32.740]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:47:32.740 --> 1:48:02.260]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:48:02.260 --> 1:48:31.780]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
[1:48:31.780 --> 1:49:01.300]  did you enjoy the fentanyl show, I'm sorry, did you enjoy the fentanyl show, I'm sorry,
