[00:00.000 --> 00:02.000]  We've got it
[14:28.500 --> 14:33.500]  Remember, I told you 10 years ago, Al Qaeda works for the globalists. They're going to give up your rights in the name of fighting Al Qaeda.
[14:33.500 --> 14:36.500]  Then they're going to tell you that domestic groups are the new terrorists.
[14:36.500 --> 14:46.500]  Now, they've said gun owners, libertarians, returning veterans, constitutionalists, the old-fashioned family who aren't the new normal, we are the bad guys.
[14:46.500 --> 14:54.500]  That's in all the law enforcement manuals, Homeland Security, the police have sent us, that's made national news. You've seen that in the news, you know that.
[14:54.500 --> 15:02.500]  This is all for you. This is a global banking cartel, getting nations to get into fights with each other so that everybody goes into deeper debt,
[15:02.500 --> 15:07.500]  and so we politically don't understand how we've been economically conquered.
[15:07.500 --> 15:20.500]  Now, notice, we said that these big wars would start with civil unrest and with Al Qaeda they put in all these countries when the global acceleration of dollar devaluation and other currency devaluation,
[15:20.500 --> 15:27.500]  because they're all pegged to the dollar, whenever that started. And it's been gradual, but now it's reached an acceleration point.
[15:27.500 --> 15:38.500]  So, there's no doubt, ladies and gentlemen, and not just my intellectual acumen, my spidey sense, my sixth sense, I know yours as well, has gone past the point of getting chills over this.
[15:38.500 --> 15:46.500]  Now, I'm locked in, well, I just got one right there, locked in, focused, it's game time, okay?
[15:46.500 --> 15:53.500]  Get ready, ladies and gentlemen, unless we get the word out about what's really happening, we're probably going to have World War III and a global depression.
[15:53.500 --> 15:58.500]  That'll make the Great Depression look like a piece of cake. We'll be right back.
[16:23.500 --> 16:30.500]  A piece of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[16:30.500 --> 16:37.500]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[16:37.500 --> 16:42.500]  This product was designed to be an invaluable part of your vital preparations.
[16:42.500 --> 16:59.500]  A detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing, please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home forever.
[17:13.500 --> 17:19.500]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[17:19.500 --> 17:26.500]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[17:26.500 --> 17:32.500]  As the price of raw ingredients increases, eFoods will have to raise prices too. Now is the time to get your supply.
[17:32.500 --> 17:36.500]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[17:36.500 --> 17:42.500]  You know about their delicious long-term storable foods. The fact is you can eat at any time to save money today.
[17:42.500 --> 17:46.500]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[17:46.500 --> 17:52.500]  Don't wait. Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[17:52.500 --> 17:59.500]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex. You can bet your life on eFoods Direct.
[17:59.500 --> 18:07.500]  Sick of the globalist eugenesis control freaks adding poison to your water and laughing as you get sick and die? Start purifying your water with ProPure.
[18:07.500 --> 18:13.500]  My friends, I've done a lot of research and the best gravity filter out there, Bar Nun, is ProPure.
[18:13.500 --> 18:20.500]  And it's available discounted at infowars.com. Its filters are silver and pregnant to prevent bacterial growth.
[18:20.500 --> 18:27.500]  There's no priming required. It's NSF42 certified. Optional fluoride filters can reduce fluoride up to 95%.
[18:27.500 --> 18:33.500]  Easy to set up and use. Doesn't require electricity. Purify water from lake streams, ponds and wells.
[18:33.500 --> 18:41.500]  This filter system leaves in beneficial minerals, which is key. Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[18:41.500 --> 18:45.500]  ProPure is the best gravity-fed filter out there. It's what my family uses.
[18:45.500 --> 18:54.500]  Infowars.com already has the lowest price on ProPure. But if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com.
[18:54.500 --> 18:59.500]  You can also call to order 888-253-3139.
[18:59.500 --> 19:04.500]  For thousands of years, silver has been used as both a medicine and a preservative. But not all silver is equal.
[19:04.500 --> 19:11.500]  Silver Soul is an amazing new technology that has been clinically shown to be several hundred times more effective than colloid or ionic silvers.
[19:11.500 --> 19:15.500]  It can destroy thousands of times more pathogens than older silver technology.
[19:15.500 --> 19:23.500]  Silver Soul resonates at the same frequency as germicidal light used in labs to kill bacteria and viruses, enabling it to kill without direct contact.
[19:23.500 --> 19:30.500]  Silver Soul is a broad-spectrum microbial that creates no resistance and does not harm beneficial bacteria, making it ideal for daily use.
[19:30.500 --> 19:36.500]  It can be used internally as well as topically and is highly effective against viruses, bacteria, molds, and yeasts.
[19:36.500 --> 19:42.500]  With threats like West Nile virus, colds, flus, or any other emergency situation, arm yourself with Supernatural Silver.
[19:42.500 --> 19:48.500]  Silver Soul Liquid and Gel are perfect for on-the-go emergency preparedness and can provide protection at home, school, or work.
[19:48.500 --> 19:52.500]  Go to SupernaturalSilver.com and be prepared for any emergency.
[19:52.500 --> 19:55.500]  Remember the promo code Alex says for 20% off.
[19:55.500 --> 19:59.500]  That's www.supernaturalsilver.com and like us on Facebook.
[20:01.500 --> 20:04.500]  Coast to coast, direct from Austin.
[20:04.500 --> 20:08.500]  You're listening to the Alex Jones Broadcasting Network.
[20:15.500 --> 20:21.500]  We now take you live to the Central Texas Command Center in the heart of the Resistance.
[20:21.500 --> 20:24.500]  You're listening to the Alex Jones Show.
[20:26.500 --> 20:36.500]  There are times in history when you see governments lining up on different sides of the battle line.
[20:36.500 --> 20:38.500]  And that's happening right now.
[20:40.500 --> 20:50.500]  Because the global banking cartel has created a Ponzi scheme that if they don't get governments to sign on to, they're all going to go to jail.
[20:50.500 --> 20:54.500]  Now they tell us, hey, sign on to the Ponzi scheme or everything will collapse.
[20:54.500 --> 21:15.500]  But mathematically, mathematically by many orders of power, it's impossible to ever get out of a collapse if, this is very, very important, if we don't decouple ourselves from the derivatives fraud.
[21:15.500 --> 21:24.500]  These people have taken the world over through this fraud and the globalists are absolutely opportunistic.
[21:24.500 --> 21:26.500]  They don't serve anything but raw power.
[21:27.500 --> 21:28.500]  What do I serve?
[21:28.500 --> 21:30.500]  I have people ask me that all the time.
[21:30.500 --> 21:35.500]  Major media executives, generals, famous spies, like who are you really working for?
[21:35.500 --> 21:37.500]  There's nobody out there who doesn't work for somebody.
[21:37.500 --> 21:38.500]  Really?
[21:38.500 --> 21:40.500]  I don't like bullies.
[21:40.500 --> 21:41.500]  I don't like losing my liberty.
[21:41.500 --> 21:43.500]  I don't like losing my freedom.
[21:43.500 --> 21:45.500]  I don't like being a slave.
[21:45.500 --> 21:48.500]  I don't like seeing my republic destroyed.
[21:49.500 --> 21:55.500]  I'm upset by gangs of lesser men getting together and taking over government and sucking off of me.
[21:56.500 --> 21:59.500]  I really do believe in a level playing field.
[21:59.500 --> 22:02.500]  I really do believe in free association.
[22:03.500 --> 22:04.500]  That's not old fashioned.
[22:04.500 --> 22:06.500]  That's not being a romantic.
[22:06.500 --> 22:12.500]  We're in this situation because we stopped being romantics who stood up for ideas of real freedom.
[22:12.500 --> 22:14.500]  We got lazy and stupid.
[22:14.500 --> 22:19.500]  Now we've got a bunch of kleptocratic elites getting ready to bring us into a major war.
[22:19.500 --> 22:22.500]  There's a reason there hadn't been a world war since World War II.
[22:22.500 --> 22:25.500]  It's called hydrogen bombs.
[22:25.500 --> 22:27.500]  It's called bio weapons.
[22:27.500 --> 22:31.500]  But the globalists have all gotten into eugenics and kind of hyped themselves up that,
[22:31.500 --> 22:35.500]  oh, well, we'll use the national security state to get total power out of this coming crisis.
[22:35.500 --> 22:38.500]  No, you're going to end up destroying our civilization.
[22:38.500 --> 22:40.500]  And I'm sick of you.
[22:40.500 --> 22:44.500]  I listen to talk radio as people try to understand what's happening.
[22:44.500 --> 22:49.500]  We told you they put al-Qaeda in Libya and Syria and all over Africa and Sudan.
[22:49.500 --> 22:56.500]  We told you, ladies and gentlemen, our troops are in Afghanistan to grow 93% of world opium.
[22:56.500 --> 22:59.500]  It was less than 10% before the liberation 10 years ago.
[23:00.500 --> 23:03.500]  We told you they're running al-Qaeda.
[23:03.500 --> 23:08.500]  And now it's been in the LA Times, the New York Times, and the CFR saying we need al-Qaeda.
[23:08.500 --> 23:10.500]  And al-Qaeda are good guys.
[23:10.500 --> 23:17.500]  And then al-Qaeda starts killing US troops all over the world and goes and attacks an embassy
[23:17.500 --> 23:19.500]  and was able to get through.
[23:19.500 --> 23:22.500]  And then al-Qaeda brags, we know your security procedures.
[23:22.500 --> 23:25.500]  Ladies and gentlemen, Dr. Pachennik is going to come on the show.
[23:25.500 --> 23:30.500]  Dr. Pachennik, when he was on months ago, said he confronted Admiral Mullen at the Council on Foreign Relations.
[23:30.500 --> 23:32.500]  Turns out later that came out in the news.
[23:32.500 --> 23:36.500]  And Mullen came out and said, don't blame the US when Israel hits Iran.
[23:36.500 --> 23:39.500]  What do you think all this is about?
[23:39.500 --> 23:45.500]  Pachennik says it was Israel and elements of the Pentagon that hit that facility.
[23:45.500 --> 23:51.500]  You just think al-Qaeda, who they put in Libya and Syria and in Pakistan just did this on their own.
[23:51.500 --> 23:54.500]  They work for the globalist, period.
[23:54.500 --> 24:02.500]  And you've got Obama out there running around telling everybody that, oh, everything's fine now.
[24:02.500 --> 24:04.500]  And oh, no, it wasn't coordinated.
[24:04.500 --> 24:05.500]  It wasn't organized.
[24:05.500 --> 24:10.500]  This is an October surprise to cauterize Obama.
[24:10.500 --> 24:12.500]  But it's bigger than Romney.
[24:12.500 --> 24:14.500]  Understand that.
[24:14.500 --> 24:23.500]  This is very sophisticated because there's people within the Obama administration that are involved at this just as much as people in the Republican power structure.
[24:23.500 --> 24:26.500]  Because at the top of the pyramid, it's the same people.
[24:26.500 --> 24:31.500]  That's even what most of their high-level operatives don't understand about this system.
[24:31.500 --> 24:39.500]  They're planning what PNAC wrote, what Dick Cheney wrote back in September 20th of 2000 and rebuilding America's defenses.
[24:39.500 --> 24:40.500]  Look it up.
[24:40.500 --> 24:49.500]  It's public that they would cause a clash of civilizations by funding and radicalizing Muslims and then letting them attack.
[24:49.500 --> 24:53.500]  Meanwhile, the police aren't trained into fight radicalized Muslims, folks.
[24:53.500 --> 24:58.500]  They're trained to take your guns and take you to a reeducation camp because you're a red-blooded American.
[24:58.500 --> 25:06.500]  You're the target. And I hear these people dripping with salivating enjoyment on talk radio about Obama blew it.
[25:06.500 --> 25:07.500]  It's over for him.
[25:07.500 --> 25:11.500]  Yeah, Al-Qaeda, you know, Obama tried to say they were our friends.
[25:11.500 --> 25:13.500]  But look, he's getting it.
[25:13.500 --> 25:15.500]  This was the policy under Brzezinski.
[25:15.500 --> 25:20.500]  This was the policy under Carter, the policy under Reagan, the policy under Bush 41.
[25:20.500 --> 25:22.500]  On and on and on.
[25:22.500 --> 25:25.500]  It's the policy under George W., under Obama.
[25:25.500 --> 25:29.500]  They're puppets.
[25:29.500 --> 25:30.500]  The whole world is a stage.
[25:30.500 --> 25:33.500]  Each of us, players upon it, will not me.
[25:33.500 --> 25:34.500]  Not me, man.
[25:34.500 --> 25:36.500]  I'm not playing part in your World War III stage.
[25:36.500 --> 25:39.500]  We're in that St. PNAC document, rebuilding America's defenses.
[25:39.500 --> 25:42.500]  We just showed on screen if you're watching us at prisonplanet.tv.
[25:42.500 --> 25:47.500]  If you're a radio listener watching us online, the TV side of this, you can go read it where they go on to say,
[25:47.500 --> 25:52.500]  we need to legitimize the use of bio weapons to wipe out certain races.
[25:52.500 --> 25:55.500]  We need the media to legitimize that use.
[25:55.500 --> 25:58.500]  These are mad men.
[25:58.500 --> 26:02.500]  And they say we're mad because we don't want to engage in things like that.
[26:02.500 --> 26:05.500]  They also say they're history's actors.
[26:05.500 --> 26:07.500]  And that what we say and do doesn't matter.
[26:07.500 --> 26:11.500]  They'll decide reality and change what reality is day to day.
[26:11.500 --> 26:15.500]  The only people starting to change reality are the ruling class who've watched Touch with it.
[26:15.500 --> 26:21.500]  Just like Nero and Caligula and Hitler and so many others, you guys are smoking your own dope.
[26:21.500 --> 26:23.500]  You guys are drinking your own Kool-Aid.
[26:23.500 --> 26:25.500]  You people are crazy.
[26:25.500 --> 26:34.500]  You always bite off more than you can chew because you BS people so much you start losing touch with what's reality.
[26:34.500 --> 26:36.500]  You destroy the Bill of Rights and Constitution.
[26:36.500 --> 26:45.500]  You create a surveillance state pointed at the people because you want to secure the country you took over as the heart of your global empire, your homeland.
[26:45.500 --> 26:49.500]  The pit you dig for us is the one you're going to fall into.
[26:49.500 --> 26:51.500]  You get rid of due process.
[26:51.500 --> 26:54.500]  You get rid of separations of powers.
[26:54.500 --> 26:59.500]  You allow the nastiest people in the system to go to the fore.
[26:59.500 --> 27:03.500]  That's why there's always a race to the bottom once evil is allowed in.
[27:03.500 --> 27:08.500]  So I'm going to state it for you very, very simply here in succinctly, okay?
[27:08.500 --> 27:11.500]  The Federal Reserve said it will never do quantitative easing three.
[27:11.500 --> 27:13.500]  That would cause hyperinflation.
[27:13.500 --> 27:18.500]  Instead, they've announced unlimited quantitative easing, but not just to the people.
[27:18.500 --> 27:20.500]  The people don't get any of this money.
[27:20.500 --> 27:24.500]  It all goes to mega offshore banks to buy their bad derivatives.
[27:24.500 --> 27:32.500]  And then the media tells you you're in debt because it's your debt when almost none of it is your debt because you don't have economic understanding.
[27:32.500 --> 27:37.500]  The average political know-it-all is like Miss Teen USA who couldn't even talk.
[27:37.500 --> 27:39.500]  We're going to play a clip of her later.
[27:39.500 --> 27:41.500]  You think that woman's a moron?
[27:41.500 --> 27:47.500]  You're a moron when you try geopolitical analysis because you're not taught a real system on the news.
[27:47.500 --> 27:52.500]  They give you one-dimensional or two-dimensional at most systems.
[27:52.500 --> 27:55.500]  And this thing is three-dimensional chess on so many other levels.
[27:55.500 --> 27:59.500]  It's like playing 100 games of chess at the same time, okay?
[27:59.500 --> 28:06.500]  You only can have a historical understanding to be able to even war game this because humans act the same over and over again.
[28:06.500 --> 28:09.500]  That's the only way to understand this.
[28:09.500 --> 28:11.500]  Here's the deal. Here's the news.
[28:11.500 --> 28:14.500]  Al Qaeda in Yemen urges Muslims to kill US diplomats over film.
[28:14.500 --> 28:17.500]  The film has nothing to do with it. It's just an excuse.
[28:17.500 --> 28:20.500]  Military Afghan inside attacks kill four US troops.
[28:20.500 --> 28:23.500]  Sudan rejects US request to send Marines to guard embassies.
[28:23.500 --> 28:28.500]  NATO copter destroyed by Taliban at Bagram Air Base.
[28:28.500 --> 28:31.500]  Americans killed in Libya was on intel mission to track weapons.
[28:31.500 --> 28:35.500]  What, the 10,000 missiles that Al Qaeda got that our government gave them?
[28:35.500 --> 28:38.500]  Armada of British naval power,
[28:38.500 --> 28:41.500]  massing in the Gulf as Israel prepares to strike Iran.
[28:41.500 --> 28:43.500]  London Telegraph.
[28:43.500 --> 28:45.500]  Notice all this is happening.
[28:45.500 --> 28:47.500]  They're devaluing the currency globally.
[28:47.500 --> 28:49.500]  The World Reserve currency, the dollar.
[28:49.500 --> 28:52.500]  That causes people in third world countries to start starving to death,
[28:52.500 --> 28:54.500]  accelerating the rioting,
[28:54.500 --> 28:58.500]  and the globalists want to ride this storm order out of chaos.
[29:02.500 --> 29:07.500]  If you want an American company with American products made by Americans,
[29:07.500 --> 29:10.500]  here is the Cal Bend Soap Company.
[29:10.500 --> 29:14.500]  Alex and his staff have used these pure soap products for years.
[29:14.500 --> 29:19.500]  These all natural soaps are made from the highest quality vegetable and coconut oils
[29:19.500 --> 29:21.500]  that are earth-friendly and safe.
[29:21.500 --> 29:24.500]  See them on the web at 5starsoap.com
[29:24.500 --> 29:29.500]  or call 800-340-7091 for a free catalog.
[29:29.500 --> 29:35.500]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[29:35.500 --> 29:40.500]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[29:40.500 --> 29:42.500]  This is an amazing deal.
[29:42.500 --> 29:47.500]  You can save thousands of dollars and you will love the way real soap makes you feel.
[29:47.500 --> 29:50.500]  See them on the web at 5starsoap.com
[29:50.500 --> 30:06.500]  or call 800-340-7091 for a free catalog.
[30:20.500 --> 30:23.500]  To counter this is to freeze your food cost at today's prices
[30:23.500 --> 30:26.500]  by getting your own supply of foods from Eat Foods Direct now.
[30:26.500 --> 30:30.500]  As the price of raw ingredients increases, Eat Foods will have to raise prices too.
[30:30.500 --> 30:32.500]  Now is the time to get your supply.
[30:32.500 --> 30:36.500]  I recently increased my supply from Eat Foods Direct because we've all known this was coming.
[30:36.500 --> 30:39.500]  You know about their delicious long-term storable foods.
[30:39.500 --> 30:42.500]  The fact is you can eat at any time to save money today
[30:42.500 --> 30:46.500]  and because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[30:46.500 --> 30:52.500]  Don't wait. Call 800-409-5633 or go to EatFoodsDirect.com forward slash Alex.
[30:52.500 --> 30:57.500]  Call 800-409-5633 or EatFoodsDirect.com forward slash Alex.
[30:57.500 --> 30:59.500]  You can bet your life on Eat Foods Direct.
[30:59.500 --> 31:02.500]  Alex Jones here with a great way to beat the blackouts.
[31:02.500 --> 31:06.500]  Get off the grid and generate your own supply of electrical power.
[31:06.500 --> 31:08.500]  Folks, with what's been going on in this country,
[31:08.500 --> 31:11.500]  I don't have to tell you about the power grid and just how vulnerable it is.
[31:11.500 --> 31:13.500]  That's in the mainstream news every day.
[31:13.500 --> 31:16.500]  Millions of people have lost their power in the last few weeks
[31:16.500 --> 31:21.500]  because of dangerous storms and killer heat that's pushing the grid beyond its capacity.
[31:21.500 --> 31:25.500]  I've always said that every family needs to be ready for blackouts
[31:25.500 --> 31:29.500]  and if you don't have a backup system in place, I've got a great opportunity for you.
[31:29.500 --> 31:32.500]  Right now, our good friends at Solutions from Science
[31:32.500 --> 31:36.500]  are offering huge savings on their best-selling power hub unit.
[31:36.500 --> 31:39.500]  In fact, I think it's the best deal I've ever seen them make.
[31:39.500 --> 31:43.500]  It's literally thousands of dollars in savings.
[31:43.500 --> 31:46.500]  Remember, these backup systems don't need gas because they're solar powered.
[31:46.500 --> 31:49.500]  That means there's no dangerous fumes and no noise.
[31:49.500 --> 31:54.500]  InfoWars listeners can get all the details at beattheblackouts.com.
[31:54.500 --> 32:21.500]  That's beattheblackouts.com.
[32:21.500 --> 32:29.500]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere for any application.
