[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[06:29.000 --> 06:39.000]  This is one of the most important broadcasts I have ever done. We're going to break down exactly what is in the government takeover of health care bill.
[06:39.000 --> 06:49.000]  The House of Representatives is set to pass tonight or tomorrow to go to the president's desk. It is illegal. It is unconstitutional.
[06:49.000 --> 07:01.000]  This is an overthrow of our constitutional republic on so many fronts. There have been many wounds inflicted against our constitution, our bill of rights.
[07:01.000 --> 07:13.000]  The establishment is no longer eating around the edges of our republic. Open tyranny is manifesting itself on literally hundreds of different fronts.
[07:13.000 --> 07:24.000]  This is one of the chief blows, a grievous blow against the country. But it's also a wake-up call for everyone out there who has been in denial.
[07:24.000 --> 07:39.000]  Now, I've read the House version. I've read the Senate version. We have spent literally weeks and weeks of live airtime covering this legislation in its different permutations in the last year.
[07:39.000 --> 07:48.000]  It's similar to what we saw in 1993, 94 under Hillary and Clinton care, but it's even worse.
[07:48.000 --> 07:56.000]  So we're going to break it down today in absolute detail and coming up in the next hour, open the phones up.
[07:56.000 --> 08:02.000]  But it will take me the balance of this first hour just to cover the basics.
[08:02.000 --> 08:10.000]  Now, we're going to go off the actual bill and even the mainstream media reports quoting sections of the bill.
[08:10.000 --> 08:14.000]  Nothing you're going to hear here is speculation.
[08:14.000 --> 08:27.000]  When I tell you that Tom Daschel wrote a book saying that old people have a duty to die and that he wrote the current bill, much of what you're about to see be passed by the traitorous Congress, the treacherous Congress.
[08:27.000 --> 08:32.000]  I'm going to read his quotes. I'm going to read from the stinking book.
[08:32.000 --> 08:40.000]  When I tell you there's a provision for the IRS to not just grab your refund, but to garnish your wages, we're going to cover it from the bill.
[08:40.000 --> 08:49.000]  Everything you're going to hear here is the facts, not the absolute unmitigated lies of the Democratic Party.
[08:49.000 --> 09:02.000]  Remember, I'm somebody when Bush rammed through the Patriot Act who exposed it. I'm somebody who exposed the fake WMDs in Iraq in 2002 and 2003 when that was unpopular, now proven right.
[09:02.000 --> 09:13.000]  I am nonpartisan. I have allegiance to one thing and that is the truth that is justice and freedom and our constitutional republic.
[09:13.000 --> 09:24.000]  And when I hear the Republicans on Fox and CNN, they aren't telling you one tenth of how bad this is because a lot of them secretly want this to pass.
[09:24.000 --> 09:34.000]  So they politically sweep the Congress this year, the House this year, the Senate the year after that in the White House in two and a half years.
[09:34.000 --> 09:42.000]  If the Republicans in the last year would have told you just how bad this is, there's no way this would have passed.
[09:42.000 --> 09:46.000]  They are the leadership. There are some good low level members that are telling the truth.
[09:46.000 --> 09:54.000]  But the leadership as as bad as their rhetoric sounds, it is nothing compared to the true magnitude of this final legislation.
[09:54.000 --> 09:59.000]  This legislation is worse than what we saw six months ago, worse than what we saw two months ago.
[09:59.000 --> 10:06.000]  I cannot believe that this is about to pass in America.
[10:06.000 --> 10:14.000]  And I have seen the establishment sink to lows in their power grabs, but there is so much deception involved here.
[10:14.000 --> 10:18.000]  Number one, the insurance companies wrote this legislation.
[10:18.000 --> 10:22.000]  Even the Wall Street Journal reported that two months ago.
[10:22.000 --> 10:25.000]  The Democratic talking points are that the insurance companies are against this.
[10:25.000 --> 10:32.000]  The insurance companies stock are all up all the majors Warren Buffett, whose biggest holdings are in health insurance.
[10:32.000 --> 10:34.000]  His stocks are up right now.
[10:34.000 --> 10:36.000]  They want this.
[10:36.000 --> 10:38.000]  It cuts Medicare and Medicaid.
[10:38.000 --> 10:42.000]  It gives liability protection to the insurance companies.
[10:42.000 --> 10:47.000]  It lowers the quality of care.
[10:47.000 --> 10:51.000]  And that's the facts.
[10:51.000 --> 10:55.000]  And that's why Walgreens and others are announcing in different regions of the U.S.
[10:55.000 --> 10:59.000]  That they're not going to accept Medicare and Medicaid anymore.
[10:59.000 --> 11:05.000]  In fact, I have that here from the Seattle Times, Walgreens, no new Medicaid patients as of April 16.
[11:05.000 --> 11:07.000]  That's just the beginning.
[11:07.000 --> 11:09.000]  Here's another one.
[11:09.000 --> 11:11.000]  Even AP tells the truth here.
[11:11.000 --> 11:14.000]  Fact checked premiums would rise under Obama.
[11:14.000 --> 11:19.000]  This is at least a $1 trillion tax increase.
[11:19.000 --> 11:25.000]  Now the CBO is bound to accept the numbers that are given to it by the Congress.
[11:25.000 --> 11:28.000]  Those are numbers given to them a month ago.
[11:28.000 --> 11:34.000]  The former head of the Congressional Budget Office, as well as the General Accounting Office, both groups have been on record,
[11:34.000 --> 11:44.000]  say that it's disinfo in, disinfo out, garbage in, garbage out, that this is at least a half a trillion increase.
[11:44.000 --> 11:47.000]  But most of the experts say over a trillion.
[11:47.000 --> 11:49.000]  But folks, that isn't even the issue.
[11:49.000 --> 11:51.000]  I mean, that's bad.
[11:51.000 --> 11:55.000]  The issue here is this is unconstitutional.
[11:55.000 --> 11:58.000]  The bill's been criminally passed with bribery.
[11:58.000 --> 12:06.000]  It gives the IRS new powers it never had before to be involved in your daily life, tracking and tracing everything you do,
[12:06.000 --> 12:15.000]  taking money out of your account, setting the precedent to raise healthcare costs to an unimaginable level.
[12:15.000 --> 12:20.000]  It's been Medicare and Medicaid and government involvement that has destroyed healthcare in the U.S.
[12:20.000 --> 12:22.000]  So that's all coming up.
[12:22.000 --> 12:30.000]  Now, in the first little short segment that some stations don't carry, I went over just a list of things that I'm going to cover today.
[12:30.000 --> 12:34.000]  And so I want to go ahead now and do a brief synopsis of what we're facing.
[12:34.000 --> 12:41.000]  Then I'm going to go back through each point with articles and the bill in this first hour.
[12:41.000 --> 12:44.000]  So you're going to hear the facts here today.
[12:44.000 --> 12:52.000]  Call your friends and family if you're listening on AMFM, shortwave, satellite, internet, podcast, whatever the case is, they need to hear this.
[12:52.000 --> 13:01.000]  And you can also watch us live at prismplanet.tv and see the video clips, read the article, see them on screen as we cover them, as we go over them.
[13:01.000 --> 13:04.000]  Number one, this country is bankrupt.
[13:04.000 --> 13:07.000]  There's no such thing as a free lunch.
[13:07.000 --> 13:09.000]  There never has been, there never will.
[13:09.000 --> 13:20.000]  Illinois, California, Michigan, Florida, Iowa, and countless other states are already bankrupt or are about to go officially bankrupt.
[13:20.000 --> 13:23.000]  Our industry is shutting down.
[13:23.000 --> 13:25.000]  We're in a double-dip recession.
[13:25.000 --> 13:26.000]  That's called a depression.
[13:26.000 --> 13:28.000]  Now they call it a double-dip recession.
[13:28.000 --> 13:30.000]  The dollar is on the verge of dying.
[13:30.000 --> 13:31.000]  Here's Bloomberg.
[13:31.000 --> 13:34.000]  US, UK move closer to losing rating.
[13:34.000 --> 13:36.000]  AAA rating, Moody says.
[13:36.000 --> 13:38.000]  Like Mexico.
[13:38.000 --> 13:39.000]  Here's another one.
[13:39.000 --> 13:45.000]  Bloomberg, failed banks may get pension fund backing as FDIC6 cash.
[13:45.000 --> 13:52.000]  The big pension funds do what the federal government tells them, or the feds go in and set up their CEOs and send them to prison.
[13:52.000 --> 13:54.000]  They always follow orders.
[13:54.000 --> 14:01.000]  They're now saying they're going to take your pension funds and invest it with the banks to prop them up.
[14:01.000 --> 14:03.000]  You understand what's happening here?
[14:03.000 --> 14:05.000]  We are bankrupt.
[14:05.000 --> 14:08.000]  There is no free lunch.
[14:08.000 --> 14:13.000]  And when you get a government monopoly over health care, that will drive up prices.
[14:13.000 --> 14:16.000]  Just like drugs are illegal, so the prices are higher.
[14:16.000 --> 14:20.000]  Anything you make illegal, this is a law of economics.
[14:20.000 --> 14:24.000]  Anything that you make a monopoly goes up in price.
[14:24.000 --> 14:26.000]  And it's government involvement.
[14:26.000 --> 14:31.000]  30 years ago, we still had the best health care in the world and the cheapest in the world.
[14:31.000 --> 14:33.000]  Now what do you have?
[14:33.000 --> 14:35.000]  Haiti always blames the doctors.
[14:35.000 --> 14:41.000]  They're getting a smaller and smaller piece of the pie while their education and liability costs go up.
[14:41.000 --> 14:43.000]  I talked to two doctors last night.
[14:43.000 --> 14:48.000]  I was at a friend's birthday party in Fredericksburg at a popular night spot.
[14:48.000 --> 14:55.000]  And I talked to two medical doctors who were thinking about, and they're not close to retirement, about just getting out of practice altogether.
[14:55.000 --> 14:58.000]  But side issue, that's coming up.
[14:58.000 --> 14:59.000]  We are bankrupt.
[14:59.000 --> 15:01.000]  We can't pay for this.
[15:01.000 --> 15:04.000]  And what the government does is it takes control of your life.
[15:04.000 --> 15:08.000]  It takes control of small businesses that are already on the verge of going out of business.
[15:08.000 --> 15:14.000]  If somebody's getting paid 15 bucks an hour, 20 bucks an hour, like my employees, and I'm going to be forced to buy health care,
[15:14.000 --> 15:16.000]  I'm going to go, okay, here's your health care.
[15:16.000 --> 15:22.000]  You now get $10 an hour, $8 an hour, because that's their half of the money.
[15:22.000 --> 15:24.000]  That's how health care works.
[15:24.000 --> 15:26.000]  And then I've got to match it.
[15:26.000 --> 15:32.000]  So see, I'll really be paying a $15 an hour employee, $22, $23 an hour.
[15:32.000 --> 15:35.000]  It's just they'll be getting 8, 9, 10, 11 of them.
[15:35.000 --> 15:37.000]  Sound good to you?
[15:37.000 --> 15:38.000]  That's what you're going to be experiencing.
[15:38.000 --> 15:41.000]  And the health care you're going to get is going to be absolute crap.
[15:41.000 --> 15:43.000]  Oh yeah, that's all over the news.
[15:43.000 --> 15:44.000]  That's admitted.
[15:44.000 --> 15:46.000]  Lowering the standard of the care.
[15:46.000 --> 15:47.000]  Oh, you're going to get some health care.
[15:47.000 --> 15:50.000]  But the government is going to set the parameters of that health care.
[15:50.000 --> 15:53.000]  Okay, we're going to run over all of it in Blitzkrieg fashion.
[15:53.000 --> 15:56.000]  There's a lot of information straight ahead.
[15:56.000 --> 16:25.000]  I get over to prisonplanet.tv so you see these documents.
[16:26.000 --> 16:34.000]  It exposes how a casual society surveillance beast grid of total control is being put into place.
[16:34.000 --> 16:36.000]  This film needs to be seen.
[16:36.000 --> 16:37.000]  Everybody needs to get it.
[16:37.000 --> 16:38.000]  So order yours today.
[16:38.000 --> 16:43.000]  Show it to your friends, your family, your church, your neighbors, your boss, your employees.
[16:43.000 --> 16:48.000]  Shadow government, ladies and gentlemen, get your copy at infowars.com today.
[16:48.000 --> 16:49.000]  Shadow government.
[16:49.000 --> 16:51.000]  It gives big brother a black eye.
[16:51.000 --> 17:00.000]  Available at infowars.com or by calling toll free 888-253-3139.
[17:00.000 --> 17:01.000]  Hi, this is Alex Jones.
[17:01.000 --> 17:07.000]  Did you know that the global elite are now storing non-hybrid seeds and secret storage vaults near the Arctic Circle?
[17:07.000 --> 17:12.000]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[17:12.000 --> 17:15.000]  It's true, seeds have all performed even gold and silver before in this country.
[17:15.000 --> 17:17.000]  And it's possible that could even happen again.
[17:17.000 --> 17:22.000]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[17:22.000 --> 17:29.000]  They call it a survival seed bank and it can produce an endless supply of nutrient dense food for you and your family.
[17:29.000 --> 17:30.000]  And here's the best part.
[17:30.000 --> 17:37.000]  These seeds have not been genetically modified in any way and you actually get enough seeds to plant a full acre crisis garden.
[17:37.000 --> 17:40.000]  So visit them today at survivalseedbank.com.
[17:40.000 --> 17:47.000]  That's survivalseedbank.com or give them a call at 877-327-0365.
[17:47.000 --> 17:51.000]  That's 877-327-0365.
[17:51.000 --> 17:56.000]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[17:56.000 --> 18:21.000]  This is Alex Jones for survivalseedbank.com.
[18:27.000 --> 18:29.000]  Then select the best realtor for you.
[18:29.000 --> 18:32.000]  Go to homegain.com and get an instant home value estimate.
[18:32.000 --> 18:35.000]  You comparable homes and check out street views.
[18:35.000 --> 18:40.000]  Homegain.com has an A-plus rating with a better business bureau and contains a wealth of information.
[18:40.000 --> 18:45.000]  Like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[18:45.000 --> 18:48.000]  See the top 12 home improvements right now at homegain.com.
[18:48.000 --> 18:51.000]  That's H-O-M-E-G-A-I-N.com.
[18:51.000 --> 18:58.000]  Here's Max, the orange homegain gorilla to help you find a realtor or with any other real estate needs you might have at homegain.com.
[18:58.000 --> 19:00.000]  Your real estate connection.
[19:00.000 --> 19:03.000]  Hi, Alex has been encouraging you to get food.
[19:03.000 --> 19:09.000]  Well here's an unbelievable chance for you to jumpstart your food savings plan from eFoodsDirect.com.
[19:09.000 --> 19:17.000]  Anyone placing food orders on the large volume production run scheduled for the week of March 22nd can get a lot of food for very little cost.
[19:17.000 --> 19:23.000]  For example, with each pre-production order of three seven-day responders, they'll ship a fourth week of food free.
[19:23.000 --> 19:25.000]  That's buy three, get one free.
[19:25.000 --> 19:28.000]  They'll take orders from now until March 22nd.
[19:28.000 --> 19:36.000]  The following week, they'll produce huge runs of the pre-ordered food passing the savings to you in this buy three, get one free program.
[19:36.000 --> 19:39.000]  Folks, this is the best chance to stock up you'll ever see.
[19:39.000 --> 19:44.000]  Another example, buy nine months worth of food and get three months free.
[19:44.000 --> 19:52.000]  You've got to go to eFoodsDirect.com slash Alex for the food buy of a lifetime or call 800-409-5633.
[19:52.000 --> 20:18.000]  Go to eFoodsDirect.com slash Alex or 800-409-5633.
[20:18.000 --> 20:23.000]  Back Sundays, four to six p.m. old times, central.
[20:23.000 --> 20:27.000]  Thank you for joining us today, ladies and gentlemen.
[20:27.000 --> 20:32.000]  Everybody knows the war is over.
[20:32.000 --> 20:36.000]  Everybody knows the good guys lost.
[20:36.000 --> 20:38.000]  Well, we may have lost this fight.
[20:38.000 --> 20:42.000]  They say they've got the votes, but they're such liars that may not be true.
[20:42.000 --> 20:49.000]  But this is a big wake-up call to people with this unconstitutional, illegal legislation on the verge of passing.
[20:49.000 --> 20:52.000]  Now, here's some good news.
[20:52.000 --> 20:54.000]  It is waking people up.
[20:54.000 --> 20:55.000]  What's happening?
[20:55.000 --> 20:59.000]  Thirty-eight states and their attorney generals are saying they're going to challenge it in federal court.
[20:59.000 --> 21:00.000]  That's not enough.
[21:00.000 --> 21:09.000]  The states have even more power for the legislatures to pass laws saying you have no control under the Commerce Clause over people's health care in the states.
[21:09.000 --> 21:14.000]  And you can't make people buy something from a private interest.
[21:14.000 --> 21:20.000]  If they can do that, they can make you buy an electric car from General Motors to prop it up.
[21:20.000 --> 21:30.000]  As the Attorney General of Texas said on Thursday morning when I heard him on News Radio 590K, LBJ here in Austin, he's absolutely right.
[21:30.000 --> 21:32.000]  This is robbery.
[21:32.000 --> 21:45.000]  The government can't say that everybody has to, say, send $1,000 to the Catholic Church or $1,000 to Pat Robertson or $1,000 or $5,000 a year to some health care company.
[21:45.000 --> 21:50.000]  Remember, the insurance companies wrote this and their stock is up.
[21:50.000 --> 21:58.000]  But they played it in the media like they were against it and somehow the rich guys were going to get stuck with it, just like the banker bailout of a year and a half ago.
[21:58.000 --> 22:01.000]  They said it was to unfreeze mortgages.
[22:01.000 --> 22:03.000]  October 3rd when they passed it.
[22:03.000 --> 22:07.000]  October 4th, Henry Paulson said we're not going to spend the money now on the mortgages.
[22:07.000 --> 22:10.000]  We're not going to tell you where the money is.
[22:10.000 --> 22:15.000]  But now a federal court has ruled the private Federal Reserve has to say where the money went.
[22:15.000 --> 22:17.000]  So again, this is a big wake-up call.
[22:17.000 --> 22:19.000]  Here's another wake-up call.
[22:19.000 --> 22:30.000]  The Democrats were so lawless, so criminal, so evil, so contemptuous of our Bill of Rights and Constitution that they were trying to say that the Democrats didn't even have to vote.
[22:30.000 --> 22:40.000]  Democrats didn't even have to vote on this bill that they could just deem the House leadership that they had the votes and pass the Senate version, agree to it.
[22:40.000 --> 22:44.000]  But yesterday they announced we're not going to do that now.
[22:44.000 --> 22:55.000]  They politically didn't want to make their members vote because anybody that votes for this politically has a very good chance of being beaten in the congressional elections coming up in November.
[22:55.000 --> 23:06.000]  But because the people got outraged, because the public looked at the Constitution and realized how illegal this was, the Democrats backed off of that.
[23:06.000 --> 23:12.000]  House Democrats dropped plans for deem and pass vote, Waxman says.
[23:12.000 --> 23:14.000]  So that happened yesterday.
[23:14.000 --> 23:16.000]  That is from Business Week.
[23:16.000 --> 23:22.000]  Now let's get into the bad news here and then some of the good news.
[23:22.000 --> 23:27.000]  Again, we are bankrupt. There is no free lunch. There is no free health care.
[23:27.000 --> 23:30.000]  All the employers are going to pass this on to their employees.
[23:30.000 --> 23:35.000]  This is going to hit people working at Wendy's and McDonald's the worst, getting $9 an hour.
[23:35.000 --> 23:37.000]  You're now going to basically get $5 an hour.
[23:37.000 --> 23:45.000]  It'll still say you're getting $9 an hour on your pay rate, but when they take this out, you're going to get $5, $6 an hour.
[23:45.000 --> 23:51.000]  And your employer has to match you, and so they're going to let some people go.
[23:51.000 --> 23:54.000]  And it's going to lower the quality of the health care.
[23:54.000 --> 24:02.000]  One of the most horrible sections of the legislation is covered here from the Hill newspapers.
[24:02.000 --> 24:08.000]  And it says the bill would allow IRS to confiscate refunds if there are penalties for not buying health care.
[24:08.000 --> 24:15.000]  I actually read that subsection and it gives the IRS the power with 16 to 20,000 new employees.
[24:15.000 --> 24:21.000]  That's just to begin to seize your bank accounts to garnish your wages.
[24:21.000 --> 24:26.000]  The first thing they do is not give you your refund.
[24:26.000 --> 24:34.000]  So continuing here with this information, here is a story out of the examiner.
[24:34.000 --> 24:37.000]  I'll give you a document cam shot for that for PrisonPlanet.tv viewers.
[24:37.000 --> 24:41.000]  16,500 more IRS agents needed to enforce Obamacare.
[24:41.000 --> 24:46.000]  That's in the bill and has the funding for it, but you better believe it's going to be more than that.
[24:46.000 --> 24:56.000]  And the IRS will now be every two weeks watching what you do, following your paycheck, harassing your employer.
[24:56.000 --> 25:06.000]  And on top of it, this expands into a medical card attached to your employment.
[25:06.000 --> 25:10.000]  So now the IRS is literally your social worker nanny.
[25:10.000 --> 25:12.000]  You've never taken welfare. You've never been on employment.
[25:12.000 --> 25:16.000]  You don't want to talk to the government. You don't want to talk to census takers.
[25:16.000 --> 25:18.000]  You want to be left alone. Sorry.
[25:18.000 --> 25:21.000]  The IRS now just isn't in your life once a year.
[25:21.000 --> 25:26.000]  They're in your life every single pay period.
[25:26.000 --> 25:31.000]  Unbelievable information on that front.
[25:31.000 --> 25:35.000]  And that's only the beginning of the taxes and control under this bill.
[25:35.000 --> 25:43.000]  They can just at a regulatory level expand the taxes to whatever level they want so that it gives them a blank check of power.
[25:43.000 --> 25:51.000]  One of the other horrible areas of this is comparative medicine.
[25:51.000 --> 25:54.000]  Comparative medicine is the death panels.
[25:54.000 --> 25:57.000]  We have them in England. They have them in Canada. They have them in Germany.
[25:57.000 --> 25:59.000]  They have them in the Netherlands.
[25:59.000 --> 26:03.000]  The government in consultation with the big insurance companies that wrote the bill,
[26:03.000 --> 26:08.000]  they will decide what treatments you can get, what tests you can have.
[26:08.000 --> 26:17.000]  And I want to read to you here from Bloomberg document cam shot, please ruin your health with Obama stimulus plan.
[26:17.000 --> 26:21.000]  That's one of the articles and then it quotes his book.
[26:21.000 --> 26:24.000]  His book is critical. What we can do about health care crisis.
[26:24.000 --> 26:25.000]  Why is this important?
[26:25.000 --> 26:33.000]  Dachel wrote the health care bill, much of which is now inculcated in this latest legislation set to pass today or tomorrow.
[26:33.000 --> 26:40.000]  According to Dachel, doctors have to give up anonymity, autonomy and learn to operate less like solo practitioners.
[26:40.000 --> 26:41.000]  That's a quote.
[26:41.000 --> 26:43.000]  So the government's practicing medicine now.
[26:43.000 --> 26:52.000]  The goal Dachel's book explained is to slow the development and use of new medications and technologies because they are driving up cost.
[26:52.000 --> 26:57.000]  He praises Europeans for being more willing to accept hopeless diagnosis and forgo experimental treatments.
[26:57.000 --> 27:02.000]  And he chastises Americans for expecting too much from the health care system.
[27:02.000 --> 27:04.000]  Let me read one of the quotes.
[27:04.000 --> 27:08.000]  Dachel says health care reform quote will not be pain free.
[27:08.000 --> 27:13.000]  Seniors should be more accepting of the conditions that come with age instead of treating them.
[27:13.000 --> 27:16.000]  That means the elderly will bear the brunt.
[27:16.000 --> 27:22.000]  He then goes on to say you're over 60, you shouldn't be able to get the eye surgery you need.
[27:22.000 --> 27:24.000]  So you've paid into the tax system your whole life.
[27:24.000 --> 27:26.000]  They stole your social security.
[27:26.000 --> 27:30.000]  They stole your Medicare and Medicaid money that you invested you were supposedly going to get.
[27:30.000 --> 27:35.000]  It's all gone to bail out the banks and their global takeover.
[27:35.000 --> 27:44.000]  And I heard the Democrats hissing on TV and radio today admitting, well, yeah, we're going to have to tell the doctors what to do.
[27:44.000 --> 27:50.000]  But, you know, this is what we've got to do to give everybody health care.
[27:50.000 --> 27:54.000]  Okay, continuing here.
[27:54.000 --> 28:03.000]  Again, doctors are on record health care providers are on record saying this will lower quality and the bill states.
[28:03.000 --> 28:12.000]  Oh, yeah, it'll save hundreds of billions of dollars over the next decade because every year it cuts $43 billion out of Medicare and Medicaid,
[28:12.000 --> 28:18.000]  lowering the amount of money that can be spent to the logical extension like Cuba,
[28:18.000 --> 28:21.000]  where they have more doctors per capita than the other nation.
[28:21.000 --> 28:25.000]  They don't have any equipment, the drugs you need, or the expertise.
[28:25.000 --> 28:30.000]  You've got an aspirin for a heart attack in Cuba.
[28:30.000 --> 28:34.000]  When we come back, the abortion issue.
[28:34.000 --> 28:36.000]  It's another political trick.
[28:36.000 --> 28:44.000]  Abortion is funded in this bill and one of the last congressman holdout votes says Obama's going to sign an executive order.
[28:44.000 --> 28:52.000]  But all the legal scholars say the bill is what will be followed that funds taxpayer funded abortion, not the other executive order.
[28:52.000 --> 28:54.000]  That's coming up.
[28:54.000 --> 28:56.000]  We'll also get into the discrimination in the bill.
[28:56.000 --> 28:58.000]  A bunch of unions are exempt from it.
[28:58.000 --> 29:01.000]  We'll be right back.
[29:01.000 --> 29:08.000]  If you're out on the road, the last place you want to be is on the road.
[29:08.000 --> 29:13.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[29:13.000 --> 29:22.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[29:22.000 --> 29:30.000]  They so pride in every stitch guarantee you love the way they fit.
[29:30.000 --> 29:34.000]  Diamond gusset in the crotch where you need it most.
[29:34.000 --> 29:39.000]  Blue diamond gussets got it. Others don't.
[29:39.000 --> 29:41.000]  We turn jeans inside out.
[29:41.000 --> 29:46.000]  Diamond gusset jeans made in the USA with unparalleled quality.
[29:46.000 --> 29:52.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[29:52.000 --> 29:55.000]  Order yours at gusset.com.
[29:55.000 --> 30:01.000]  Diamond gusset jeans got it. Others don't.
