[00:00.000 --> 00:02.000]  We've got it.
[06:22.000 --> 06:29.000]  I mean, I got the fish up the boat with the net. About to get I mean, it's a big national news story.
[06:29.000 --> 06:34.000]  Investigative report behind the scenes, hidden cameras, you name it.
[06:34.000 --> 06:41.000]  And I'm not holding my breath on it, though, because I notice if you do that, it jinxes it.
[06:41.000 --> 06:45.000]  And it's dangerous, too. And so that fish breaks the line.
[06:45.000 --> 06:50.000]  I won't be too sad. But if I get it in the boat, we're going to display it here on air.
[06:50.000 --> 06:56.000]  Just know that. Just know that it should be Wednesday or Thursday.
[06:56.000 --> 07:00.000]  And, you know, I don't usually even tell you when something big is coming, but.
[07:00.000 --> 07:08.000]  It's big. In the words of Mike Adams, he knows about it, it could bring down Skynet.
[07:08.000 --> 07:14.000]  All right. The point is, it's pretty bad. It's pretty bad.
[07:14.000 --> 07:21.000]  That said, separately, there's some big surprises Tuesday, and it's not just Michael Savage.
[07:21.000 --> 07:26.000]  Second, third, you can debate most popular talk show host in the country after Rush Limbaugh.
[07:26.000 --> 07:32.000]  Is it George Norie? Is it Michael Savage? The point is very interesting person had a chance to.
[07:32.000 --> 07:35.000]  I've reached out to him. His people reached out to us.
[07:35.000 --> 07:40.000]  And we had a nice talk a couple of days ago on Thursday for about twenty five minutes.
[07:40.000 --> 07:44.000]  Just as intelligent and thought provoking on the phone, probably more so.
[07:44.000 --> 07:48.000]  It was pretty wild talking to Michael Savage. That is exciting.
[07:48.000 --> 07:53.000]  Very exciting. So he's going to be on the show breaking some big suppressed news as well on Tuesday.
[07:53.000 --> 07:56.000]  And something else is happening on Tuesday just as big.
[07:56.000 --> 08:01.000]  But I'm going to leave it. I'm just next week is just absolutely jam packed.
[08:01.000 --> 08:03.000]  Infall Wars dot com. Prison Planet dot com.
[08:03.000 --> 08:07.000]  And the video stream site for the nightly news and the video we feed on the radio show.
[08:07.000 --> 08:12.000]  Prison Planet dot TV. OK.
[08:12.000 --> 08:22.000]  Where to start? Where to start? This news is so big we're about to cover that I don't even feel worthy.
[08:22.000 --> 08:29.000]  To bring you this information. That's all I can say.
[08:29.000 --> 08:33.000]  I have in front of me. Here.
[08:33.000 --> 08:37.000]  For those watching on TV, but this is all posted up at info wars dot com.
[08:37.000 --> 08:43.000]  Let me just read to you a few headlines here. How about that? Let me just have the headlines say it for themselves.
[08:43.000 --> 08:49.000]  And this is official. The NRA has released this. The Justice Department has responded saying, well, yeah, that's that.
[08:49.000 --> 08:54.000]  That is what our experts are recommending. Total gun ban of the American people.
[08:54.000 --> 08:59.000]  All guns to be turned in. They go on, admit assault weapons aren't even used in a lot of crimes.
[08:59.000 --> 09:07.000]  30 something people died in actual mass shootings. If you want to stop all gun violence, I guess technically, if no one had guns.
[09:07.000 --> 09:13.000]  Five thousand years ago, there wasn't any gun crime. Just ban all guns. So that's what they officially want to do.
[09:13.000 --> 09:20.000]  And a lot of people say, well, we knew Obama as a state senator wrote this in the Chicago Tribune in an interview.
[09:20.000 --> 09:25.000]  Where he had to send in his answers to their questions in a candidate forum. He did it in three other papers.
[09:25.000 --> 09:31.000]  Said just an abolition of firearms. Nobody's going to buy him. The current attorney general is deputy attorney general under Clinton.
[09:31.000 --> 09:36.000]  Said he believed in an abolition. That means total banning of civilian ownership of firearms.
[09:36.000 --> 09:40.000]  That's a quote. I can play for you, Dianne Feinstein.
[09:40.000 --> 09:47.000]  I can play for you clips back in the early 90s when he wrote the bill that would ban all semi-autos.
[09:47.000 --> 09:51.000]  And of course, that's the current vice president who was a senator at the time.
[09:51.000 --> 09:58.000]  A senator. Biden wrote that and said that. And we'll play some of those clips.
[09:58.000 --> 10:04.000]  So people are going to be like, well, we already know this, Alex. Well, here's the deal. Here's the deal.
[10:04.000 --> 10:11.000]  The general public doesn't know that. They think Obama really wants to save kids at that school and was really crying.
[10:11.000 --> 10:15.000]  They don't know they've done this worldwide and taken the guns to enslave people.
[10:15.000 --> 10:26.000]  They don't know that the U.N. treaty says it's so the state is all powerful, quote, the civilian ownership of firearms threatens the legitimate power monopoly of the state.
[10:26.000 --> 10:34.000]  Therefore, there must be a total abolition worldwide of individuals outside of government having any type of firearm.
[10:34.000 --> 10:47.000]  I mean, it's July 7th, 2001, Unideer, U.N. website. And the treaty they're trying to pass in a month, in a couple of days, next March.
[10:47.000 --> 10:57.000]  The treaty is very open-ended like Obamacare. But then you have to read the interpretations of in the code, just like we said, hey, there's death panels in here.
[10:57.000 --> 11:04.000]  Hey, there's a giant increase in payroll tax for anybody who works. Twenty two thousand dollars and up.
[11:04.000 --> 11:11.000]  Hey, it does let the government cut health care. Hey, it does double premiums the first year.
[11:11.000 --> 11:16.000]  All that's now happening. It was written by a bunch of foreign insurance companies to gang rape you.
[11:16.000 --> 11:22.000]  All of health care doubling this year. Just type in premiums double on average in 2013.
[11:22.000 --> 11:31.000]  AP Reuters. And they say it's a good thing. It's a rip off. It's not free health care unless you're an illegal alien who's here to drive down the wages.
[11:31.000 --> 11:38.000]  So that's what's going on. And so understand, I'm so sick of hearing, oh, you're a conspiracy theorist.
[11:38.000 --> 11:46.000]  It's not that bad. I was at Academy today. Big sporting goods store chain in Texas, we live outside Texas.
[11:46.000 --> 11:52.000]  Because my parents were coming over to do some twenty two shooting with a shoulder I live out in the country and I just didn't have a lot of twenty two ammo.
[11:52.000 --> 11:57.000]  I was like, wow, I'd let it out of my parents ranch in East Texas. Big case of it.
[11:57.000 --> 12:04.000]  And so I went to Academy and I'm walking along and I'm looking at ear protection and stuff, some extra ear protection, some extra targets.
[12:04.000 --> 12:10.000]  And I hear around the corner people going, yeah, no, my my cousin, no, I heard Alex Jones talk about it.
[12:10.000 --> 12:14.000]  But I called my cousin, just got the letter saying he has to turn his guns and he's a veteran.
[12:14.000 --> 12:20.000]  Has he been adjudicated mentally ill or what's the term they use in the official memo going out to many veterans?
[12:20.000 --> 12:27.000]  It looks like a large percentage of veterans from World War Two right through to current serving people that have just gotten out.
[12:27.000 --> 12:32.000]  It's a purge of the military. They're done with your service now. You fought for the empire long enough.
[12:32.000 --> 12:36.000]  So I hear the guy going, you know, no, it's true.
[12:36.000 --> 12:42.000]  You know, he got the letter from the V.A., which is official. It's in the news saying, you know, turn your guns in now.
[12:42.000 --> 12:48.000]  You have been ruled. You have been. What's the exact quote?
[12:48.000 --> 12:52.000]  Determination of incompetence. Yes. So you've been ruled incompetent.
[12:52.000 --> 12:58.000]  If you get disability, even like a hurt back. Now you can't have a gun.
[12:58.000 --> 13:02.000]  And you're like, well, there's no law to do that. They don't care. They want to start a civil war.
[13:02.000 --> 13:06.000]  So I'm all over the map here at the start of the broadcast. I mean, it is blowing me away.
[13:06.000 --> 13:12.000]  So I hear him talking and then I walk around and nobody knows I'm there and I'm sitting there and the gun counter is up and around the corner.
[13:12.000 --> 13:19.000]  But I hear people talk and I'm looking at some other stuff, put in my put some shotgun shells and other stuff in my in my cart.
[13:19.000 --> 13:26.000]  Twenty two shells were behind the counter. And so all that's going on and I hear somebody going, oh, it's not that bad.
[13:26.000 --> 13:30.000]  This is just a panic is why everybody's almost sold out of guns and ammo. It's not that bad.
[13:30.000 --> 13:39.000]  And I hear the other two guys on the counter go, no, no, no, no. They've got bills introduced all over the country at the state and federal level to ban all semi-autos.
[13:39.000 --> 13:46.000]  And I walk around the corner and there's like fourteen, fifteen people. They're trying to buy guns and ammo.
[13:46.000 --> 13:53.000]  A couple of Hispanic families with their grandma. They're buying guns. A couple of white families, old black guy buying guns.
[13:53.000 --> 13:59.000]  And guess what? They were all listeners. They were all having this big debate up there.
[13:59.000 --> 14:10.000]  And I'm not bragging about the show. It's just getting amazing when everyone but one guy behind the counter who seemed pretty freaked out that.
[14:10.000 --> 14:17.000]  I mean, I started talking to him saying, can I see that shotgun? He's like, oh, it was really weird.
[14:17.000 --> 14:25.000]  I was like, oh, never mind. This guy was speechless in my presence. But that went on today.
[14:25.000 --> 14:31.000]  At Academy. And then a manager came over and said he was a listener as I was leaving.
[14:31.000 --> 14:36.000]  But that's not the big news. The point is, people are talking about the gun confiscation move.
[14:36.000 --> 14:41.000]  And so the government wants to leave it ambiguous. Like, is it happening? Is that the goal?
[14:41.000 --> 14:50.000]  The point is, you could probably argue some gun restrictions for people to be safer, hypothetically, if they didn't really want to just take our guns.
[14:50.000 --> 14:56.000]  See, the issue is they want to confiscate them. So they're disingenuous. That's why no more gun laws repeal the ones that are there.
[14:56.000 --> 15:07.000]  They only affect law abiding citizens.
[15:07.000 --> 15:17.000]  We are on the march. The Empire is on the run. Alex Jones and the GCN radio network.
[15:17.000 --> 15:30.000]  All right. So do I get apologies from people that said I was fearmongering and the federal government wasn't going to try to confiscate our guns and that Obama wouldn't try to take the guns in a second term?
[15:30.000 --> 15:40.000]  Because socialists and authoritarians throughout the last 200 years have always taken the firearms from any group they want to enslave.
[15:40.000 --> 15:50.000]  And only the US and Switzerland have a real bonafide Second Amendment style right to keep their arms everywhere else.
[15:50.000 --> 16:00.000]  They've taken them and they have an exact blueprint. And so when you're historically informed and the media is up there going, nobody wants your guns.
[16:00.000 --> 16:10.000]  That's ridiculous. As the legislation is introduced in now 15 states to ban all semi autos and make you turn them in.
[16:10.000 --> 16:20.000]  New York has passed bills where they're setting up checkpoints and they have license plate readers and they're ransacking veterans vehicles with no criminal records and finding over 10 round mags.
[16:20.000 --> 16:30.000]  You're charged with felonies. That's in the news. So when the globalists get a chance, who do they target? Law abiding people with no criminal records.
[16:30.000 --> 16:37.000]  The morning after the governor signed that bill, he signed it the day it passed last month.
[16:37.000 --> 16:43.000]  And they were instantly on the road wanting to make examples out of people who it was in the news in New York News.
[16:43.000 --> 16:51.000]  We covered it a few weeks ago. Just type in veterans being arrested in New York for guns and clips. You'll see all and they say we want to make examples.
[16:51.000 --> 16:59.000]  Yeah, we knew they wouldn't know. Doesn't matter. You know, three felony counts for three magazines.
[16:59.000 --> 17:07.000]  They want law abiding citizens in their gulags. Now, a lot of police now over 400 sheriffs was 300 something last week.
[17:07.000 --> 17:19.000]  Oath Keepers has got a list on their site. Over 400 sheriffs. We've got a clip coming up from a sheriff interview this week in Milwaukee County that made national news where he said, look, it's going to be the second American Revolution.
[17:19.000 --> 17:30.000]  And he's not going to be part of taking the guns. A, because he'll get shot and his deputies will. But B, and most importantly, because it's in the Bill of Rights, Constitution, Declaration of Independence.
[17:30.000 --> 17:39.000]  So it's amazing. Now, if you just joined us, let me just read these headlines to you and then get to these audio and video clips for everybody out there to back up what I'm saying.
[17:39.000 --> 17:48.000]  DOJ memo outlaw and confiscate all firearms. When you read the memo, it says, look, assault weapons aren't what are causing the problem.
[17:48.000 --> 17:55.000]  It's guns, period. And it's time to have a forced buyback of everything. And it describes how they did it in Australia.
[17:55.000 --> 18:03.000]  Up at Infowars.com right now. And it's also in the Associated Press. In fact, guys, I hit print out there right before the show.
[18:03.000 --> 18:07.000]  There's a bunch of articles that are still in the printer. I can have those. The AP article. Thank you.
[18:07.000 --> 18:17.000]  Because the AP is like, yeah, the NRA is attacking the president, saying this memo proves that gun control doesn't work.
[18:17.000 --> 18:26.000]  They spend the whole thing in the memo. They say, well, assault weapons, you can go read it right now. It's only three pages long. Assault weapons really aren't used in many crimes.
[18:26.000 --> 18:33.000]  Let's just ban everything. And that's our recommendation. And this is how we need to do it.
[18:33.000 --> 18:47.000]  I mean, it is incredible. So here are the headlines. DOJ memo outlaw and confiscate all Americans' guns. All Americans' guns. Yeah, everything's fine, though.
[18:47.000 --> 18:59.000]  Here it is. Summary of select firearm violence prevention strategy. National Institute of Justice deputy director. This is for the president's task force.
[18:59.000 --> 19:06.000]  And this is what their real plan has always been. This is a regurgitation of everything they tried before.
[19:06.000 --> 19:12.000]  OK, so we're going to be getting into that today and reading over the sections. Let's look at this little stack here.
[19:12.000 --> 19:21.000]  Feds buy 2 billion rounds of ammunition. That's from Breitbart and WorldNetDaily. Yeah, it's up from 1.6 billion to now over 2 billion.
[19:21.000 --> 19:30.000]  Two billion rounds of ammunition in the last 14 months. Armored vehicles and their hollow points that are illegal for warfare under the Geneva Convention.
[19:30.000 --> 19:38.000]  They've got to be ball ammo. And therefore, the American people and the military is training for Homeland Security domestic operations.
[19:38.000 --> 19:46.000]  And then remember this story. We broke last Monday and people didn't believe it. It didn't become national news till Wednesday when the company put out a press release.
[19:46.000 --> 19:55.000]  We called them. The rest of the media just said it can't be true. Pregnant women, five year old children, old people, women in the shower.
[19:55.000 --> 20:08.000]  And it says no. Hesitation for the new target, all of them white, all of them not traditional criminals, you know, like the bad guy, whether they're white, black, whatever, with a gun to a woman's head.
[20:08.000 --> 20:19.000]  No, it's now saying that it is the general public. And that would be like if somebody said, well, Obama might hypothetically commit a crime.
[20:19.000 --> 20:27.000]  Let's have Obama shooting targets. If I said that and said I was proposing that, the Secret Service would show up here tomorrow. Guarantee.
[20:27.000 --> 20:46.000]  And by the way, I'm not proposing that. But the issue is, just like the WWE came out last week and said, you know, that basically the Tea Party's racist and their new bad guy is a Tea Partier who wants to have national sovereignty in the Constitution and the good guy is a Mexican from Mexico who defeats him.
[20:46.000 --> 20:59.000]  And the WWE came out with a press release this week and said, yeah, yeah, the new villain is not the Iraqi Iron Sheik. It's not the Ayatollah Khomeini. It's white Southern gun owners.
[20:59.000 --> 21:10.000]  What did Al Sharpton say? What did Congressman Rangel say just two, three weeks ago? They both said, we've got to overcome the Second Amendment, the Constitution and Southerners.
[21:10.000 --> 21:20.000]  And they're branding it like only Southerners and who are white want the Second Amendment. What are the Homeland Security memo say? The number one terror threat is returning veterans.
[21:20.000 --> 21:32.000]  Then it's constitutionalist, libertarians, Republicans, Christians who believe in the second coming of Christ. I'm not making this up. You know, it's that's been on the news for years.
[21:32.000 --> 21:41.000]  We broke it when a federal marshal and the state police separately out of Missouri in one case sent me the documents. People didn't believe that for five days.
[21:41.000 --> 21:52.000]  It was so bombshell. We now have official Department of Justice memo recommendations for total gun ban and banning them and making you hand in your guns.
[21:52.000 --> 22:03.000]  Forget just the semi auto. Turn them all in. Go read the memo. Go read it right now. And it's not even a big media issue. This broke Friday after I was on the air.
[22:03.000 --> 22:18.000]  I didn't even hear about it till yesterday. And I went and read the memo. And it's worse than what the NRA is even saying. I'm going to play their video by their executive director, Chris Cox, where he breaks this down and says, look, this isn't about reducing gun violence.
[22:18.000 --> 22:28.000]  They want to ban our guns for control. Absolutely. Remember, it's all disingenuous. In fact, we had a poster up. We'll find it during the break.
[22:28.000 --> 22:36.000]  Paul Watson wrote about it Friday of a 1918 communist takeover of Russia sign where it said, comrades, turn your guns in.
[22:36.000 --> 22:46.000]  And it shows a soldier having the citizens turn their guns in. And then Lenin killed about 10 million people the next five years and then another eight or nine million the next 10 years.
[22:46.000 --> 23:00.000]  And then Stalin got in. Whoa, 35 million people conservatively. By then it was a death penalty. It was just five years hard labor, 10 years hard labor, depending on if you got caught with a gun, citizens.
[23:00.000 --> 23:12.000]  People in Siberia with wolves and polar bears couldn't have a gun. And they would come and put you in a forced labor camp. Well, when Stalin got in, he said, listen, you got a gun. I'm going to kill you.
[23:12.000 --> 23:20.000]  What did Mao do? He had a death penalty for citizens with guns. He said political power goes out of the barrel of a gun. So I got the guns and you don't.
[23:20.000 --> 23:32.000]  See, that's what 1776 is all about. So when we come back, I haven't even skinned the edge of this iceberg. Federal government moves to disarm veterans.
[23:32.000 --> 23:43.000]  They're sending what appears to be hundreds of thousands of letters out saying period veterans can no longer own guns. I'm not joking. Even when you haven't had a mental adjudication.
[23:43.000 --> 23:48.000]  This is incredible. And they're preparing for gun confiscation.
[23:48.000 --> 24:02.000]  Hi, I'm Janet Napolitano, secretary of the Department of Homeland Security. Homeland Security begins with hometown security.
[24:02.000 --> 24:21.000]  It seems apparent that our citizens are staying off the streets, which may make scarring particularly difficult, even with this year's rule changes. To recap those revisions, women are still worth 10 points more than men at all age brackets.
[24:21.000 --> 24:40.000]  But teenagers now rack up 40 points and toddlers under 12 now rate a big 70 points. The big score, anyone, any sex over 75 years old has been up to 100 points.
[24:40.000 --> 24:50.000]  As always, how fast you move determines how long you live.
[24:50.000 --> 24:58.000]  Resistance to tyrants is obedience to God. It's Alex Jones.
[24:58.000 --> 25:09.000]  It is Sunday. We are live. It is four thirty four central time and we're aired all across the United States and even other countries and re aired on stations across the United States as well.
[25:09.000 --> 25:20.000]  Thank you for joining us. Jon Bowne put that little audio video piece together earlier in the week when we saw the surreal report that Paul Watson put together and broke.
[25:20.000 --> 25:34.000]  That was national news that one of the biggest contractors for Homeland Security was requested by Homeland Security to put out two million dollars worth of paper targets of women holding children.
[25:34.000 --> 25:45.000]  Women in their bathrobe, five year old children, not as what to not shoot. It said on their on their site as what to shoot.
[25:45.000 --> 25:59.000]  And it was so surreal. It was kind of like five years ago, we saw a Department of Homeland Security meeting record where they were proposing one of their deputy directors that, yes, everyone wear Taser bracelets to get on a plane.
[25:59.000 --> 26:05.000]  And the company that they were associated with, of course, all about making money. I.
[26:05.000 --> 26:16.000]  Had a video showing what it would be like when we all wear a Taser bracelet, show we were bad, they hit a button and electroshock and basically Taser everyone.
[26:16.000 --> 26:22.000]  And people thought that was a joke. And then the news called other news outlets and found it was real.
[26:22.000 --> 26:30.000]  Yes, yes, two billion rounds have been bought the last 14 months. Yes, they're hollow point. Yes, they're training on you.
[26:30.000 --> 26:38.000]  Yes, you're the target. Yes, the Homeland Security says the new threat is domestic extremist, i.e. right wingers.
[26:38.000 --> 26:44.000]  We have a president coming trying to start a civil war.
[26:44.000 --> 26:54.000]  In our country. In our face, was that a New York Times actually reported on it, want some torture with your peanuts?
[26:54.000 --> 26:59.000]  That was the Washington Times actually covered at the time after we did July 1st, 2008.
[26:59.000 --> 27:12.000]  Yeah, the electroshock, the senior government official of the U.S. Department of Homeland Security has expressed great interest in a so-called safety bracelet that would serve as a stun gun similar to that used by police.
[27:12.000 --> 27:21.000]  According to this promotional video found on Lampard less lethal ink website and then it goes through the Homeland Security meetings.
[27:21.000 --> 27:25.000]  That's great. Let me get to the other news. If I back up everything I say, I'll never get to it all.
[27:25.000 --> 27:31.000]  Folks, if you hear me say something, just search engine it. I'm not making it up. OK, I know it sounds insane.
[27:31.000 --> 27:36.000]  There is a company Monday. We broke it Tuesday. They came out and said, yes, it's real.
[27:36.000 --> 27:42.000]  But Homeland Security requested these of children to be shot, says to be shot.
[27:42.000 --> 27:46.000]  These are targets not to not to not shoot.
[27:46.000 --> 27:50.000]  People were calling on Tuesday and Wednesday going, you mean these are targets of what not to shoot?
[27:50.000 --> 27:53.000]  No, it says these are targets to be shot.
[27:53.000 --> 27:59.000]  They're all holding guns in their hands. And then they say, well, maybe somebody will be out there, you know, with a gun.
[27:59.000 --> 28:03.000]  So we have to train with them. OK, well, then.
[28:03.000 --> 28:07.000]  You could say hypothetically, Obama will become a criminal. And so we need Obama targets.
[28:07.000 --> 28:15.000]  No, we don't. And I'm not saying we do. The point is, is that it's a way to define the enemy.
[28:15.000 --> 28:24.000]  So two billion rounds of ammo, hollow point for the citizens training for door to door gun confiscation, the new Army manuals for gun confiscation.
[28:24.000 --> 28:29.000]  You've got all of this. DHS contractor apologizes for selling shooting targets of children,
[28:29.000 --> 28:34.000]  offensive cutouts depicting pregnant women gun owners in residential settings removed from Web site.
[28:34.000 --> 28:39.000]  But does it mean they're not going to sell them to Homeland Security? You just can't buy them.
[28:39.000 --> 28:42.000]  We actually did put an order in, but we'll see if they come.
[28:42.000 --> 28:48.000]  Company behind shooting targets of children received two million from DHS. Contracts were for training aids.
[28:48.000 --> 28:53.000]  DHS supplier provides shooting targets of American gun owners.
[28:53.000 --> 29:00.000]  There you go. OK, now, all of that said, let me give you the other news that I've been mentioning.
[29:00.000 --> 29:06.000]  Do you understand the magnitude of what you're hearing here today? How big this is.
[29:06.000 --> 29:09.000]  DOJ memo outlaw and confiscate all firearms.
[29:09.000 --> 29:16.000]  And this is the DOJ think tank that is running the commission that recommends what the president should do.
[29:16.000 --> 29:20.000]  And you've heard Feinstein say if she could get the votes, she would ban all your semi-autos.
[29:20.000 --> 29:24.000]  We're going to play that again in a moment. But this is what's going on.
[29:24.000 --> 29:27.000]  And then I start getting frantic calls this week.
[29:27.000 --> 29:34.000]  And then we find a whole bunch of law firms and sites posting the letter saying, yes, our veteran clients are getting these.
[29:34.000 --> 29:40.000]  And then I open the phones up Friday and they were filled with vets who haven't even been adjudicated as mentally ill.
[29:40.000 --> 29:48.000]  Who some of them have physical stuff like, you know, amputated leg and CPS is showing up at their house trying to take their kids.
[29:48.000 --> 29:59.000]  Now, they're being given letters. We have copies of the letters up at Infowars.com saying a determination of incompetency will prohibit you from purchasing,
[29:59.000 --> 30:06.000]  possession, receiving or transporting a firearm, ammunition or even saying your wife isn't allowed to own a gun.
[30:06.000 --> 30:14.000]  Now, if you knowingly violate any of these prohibitions, you'll be fined in prison or both pursuant to the Brady Handgun Prevention Act.
[30:14.000 --> 30:21.000]  Publication number 103-159 is implemented at 18 United States Code 92482.
[30:21.000 --> 30:28.000]  Now, of course, this has been on the books for decades, but not in this implementation where they just mail you a letter and say, turn your guns in.
[30:28.000 --> 30:36.000]  The ATF is now telling gun shops what to do outside of law, just like Obama says, I'll shut down power plants without a law.
[30:36.000 --> 30:41.000]  I'll put our troops under NATO without a law. Remember what he said in the State of the Union a few weeks ago?
[30:41.000 --> 30:47.000]  He said, I'll do whatever I want on cybersecurity and on power plants, on carbon taxes.
[30:47.000 --> 30:53.000]  They got a name for that. I don't need a stinking Congress. I don't need no stinking courts.
[30:53.000 --> 30:58.000]  The courts have been ruling against Obama. Doesn't care. Just ignores them. Bureaucracy ignores them.
[30:58.000 --> 31:04.000]  They do whatever they want now. That's called tyranny.
[31:04.000 --> 31:13.000]  And I don't think Obama is trying to become a dictator. The presidency, the office is becoming a dictatorial power grid.
[31:13.000 --> 31:19.000]  A switch could be controlled by special interests who are a bunch of foreign mega banks that want to sign us onto their debts.
[31:19.000 --> 31:24.000]  So they're buying billions of rounds of ammo. They're trying to confiscate our guns. It's in the Army manuals.
[31:24.000 --> 31:30.000]  The top memos that we're going to read and cover here after the break say just ban the guns, period.
[31:30.000 --> 31:36.000]  Have them turned in like other countries. Unbelievable. They're telling veterans get ready to turn their guns in.
[31:36.000 --> 31:42.000]  All of this is going on. Here's the headlines.
[31:42.000 --> 31:51.000]  Congress to begin gun control debate this week. Boom. Senators near a deal on background checks for all gun purchases.
[31:51.000 --> 31:58.000]  That means when you transfer them to family. That means when you buy one from a neighbor, which is a registration for confiscation.
[31:58.000 --> 32:09.000]  Which is what the memo says. That's what's amazing. The think tank for the Justice Department says we got to get these registered and then phase two order them all turned in.
[32:09.000 --> 32:16.000]  And we got to put it on the tax form on the IRS tax form. And guess what? The bills introduced in Congress.
[32:16.000 --> 32:26.000]  You want to search something bill introduced in Congress for a tax exemption for gun buyback, gun buyback put in IRS bill.
