[00:00.000 --> 00:02.000]  We've got it
[09:43.240 --> 09:49.680]  widening horizons that I've been having as of late I will tell you that I'll get to this by
[09:49.680 --> 09:56.360]  the bottom of the hour and it's like jumping off a 200-foot cliff and a beautiful Mediterranean
[09:56.360 --> 10:05.880]  Sea it's beautiful but it's also chilling to even try to describe it and I'm not embellishing here
[10:05.880 --> 10:13.880]  building up what I'm saying I I can envision things they're doing now just because I know
[10:13.880 --> 10:18.480]  their mind and then search engine it which is an incredible power it's like a modern crystal ball
[10:18.480 --> 10:26.400]  and find the exact words I was envisioning the enemy engaged in and find them speaking at
[10:26.400 --> 10:34.400]  themselves it's just it's unbelievable and to know who the globalist are and to know what they're
[10:34.400 --> 10:43.080]  into they are really pathetic people to have this knowledge and to not want to give it to people and
[10:43.080 --> 10:47.720]  empower people and instead know that so many smart people have discovered what I've discovered
[10:47.720 --> 10:56.720]  and they just go join the Legion of Evil the Legion of Doom that is a very dark understanding
[10:56.720 --> 11:02.880]  but again they're missing spiritually on some things and they're they're missing out on a
[11:02.880 --> 11:11.040]  loving upbringing and they get a lot of them also were were were sweet people who were abused by a
[11:11.040 --> 11:18.560]  generally barbarous and petty and shallow world and so they then go out and to say well I'll just
[11:18.560 --> 11:24.120]  be dark and corrupt and I'll build a wall around myself that's what Pink Floyd's the wall is all
[11:24.120 --> 11:29.720]  about and then the worms the worms they enter your brain because when you give up your love and your
[11:29.720 --> 11:36.880]  passion your love of creativity and your empathy your soul begins to be shuttered and the prison
[11:36.880 --> 11:41.920]  you build around other people that you believe is protecting you is really a fortress prison
[11:41.920 --> 11:46.720]  you're building around yourself and again I know when I say all this you're gonna say I already
[11:46.720 --> 11:54.680]  knew that but did you know it because that is only one piece in a larger mosaic or just stalled
[11:54.680 --> 11:59.000]  that I will attempt because you know thoughts at the speed of light your thought is at the speed
[11:59.000 --> 12:03.160]  of light you're an incredible creature living on a gorgeous planet hurtling through deep space I
[12:03.160 --> 12:08.480]  mean everything around you is magic consciousness is incredible everything is unspeakably wonderful
[12:08.480 --> 12:15.600]  when you realize the good in the world and then you see the ugly and the ugly is like a malformed
[12:15.600 --> 12:25.720]  malfunctioning injured animal in a ditch flopping around it it no longer is even an enemy until you
[12:25.720 --> 12:33.320]  realize you've been so weak and listen to its siren song so long that you have given yourself
[12:33.320 --> 12:42.960]  over to a subordinate position of this evil so that is what I will attempt to break down at the
[12:42.960 --> 12:51.640]  bottom of the hour as I just promised to do but I will tell you at the core understanding is that
[12:51.640 --> 13:01.080]  royalty is the goal royalty and again we talk about the city-state nations exempt from law the
[13:01.080 --> 13:07.280]  UN exempt from law the diplomatic immunity Congress exempt from insider trading congressman
[13:07.280 --> 13:11.000]  caught raping children it's back in the news they don't get in trouble they're a bunch of
[13:11.000 --> 13:16.720]  Jerry Sandusky's you don't get in the club now at the high levels unless you are all of that is well
[13:16.720 --> 13:22.840]  how do they get away with that they are royal and they consciously are building a royal system Kim
[13:22.840 --> 13:29.360]  Jung ill his father put him in power in North Korea now his son third generation they're now
[13:29.360 --> 13:35.840]  calling him royalty in North Korea they're now saying the Sun comes out and the birds sing
[13:35.840 --> 13:43.360]  because of him another generation or two they will be wearing gold crowns and Americans will
[13:43.360 --> 13:48.720]  pay money to go drive around on yachts with them and pose when they wear red robes and crowns you
[13:48.720 --> 13:59.160]  see the British royalty is 50 or 60 lines of North Korean dictatorship so so we bow down to
[13:59.160 --> 14:07.920]  People magazine and and worship Kate Middleton you see how sick that is and that's what National
[14:07.920 --> 14:12.520]  Security Act is that's what the New World Order is that's what that now they're trying to get
[14:12.520 --> 14:18.040]  countries to sign onto treaties where the six mega banks have diplomatic community I mean
[14:18.040 --> 14:23.880]  diplomatic community ladies and gentlemen you can walk off a plane with a five-year-old child with
[14:23.880 --> 14:27.840]  a chain around their neck and no one can stop them and this is in the back of the news all
[14:27.840 --> 14:33.040]  the time to the point of it even put it the news that often now when the UN gets caught flying US
[14:33.040 --> 14:38.800]  foster children out or flying other kids in it's just a footnote if you're a new listener going
[14:38.800 --> 14:44.200]  that's incredible well you just just go search engine UN caught in sex trafficking UN caught
[14:44.200 --> 14:51.640]  using diplomatic community and no one gets in trouble when the police you know catch some guy
[14:51.640 --> 14:57.400]  in Houston you know running over people diplomatic immunity can't get in trouble you can now purchase
[14:57.400 --> 15:04.120]  from the UN and multiple governments diplomatic immunity you see they're a group of pirates who
[15:04.120 --> 15:10.720]  get so much power through fraud they tell you they're royal they tell you they're exempt they
[15:10.720 --> 15:17.720]  tell you because of their signet ring or their UN seal they're allowed to have a woman chained in
[15:17.720 --> 15:22.600]  their closet as a sex slave in New York and they don't get in trouble they're allowed to kill her
[15:22.600 --> 15:27.800]  chop her up and put her in the trash can when the trash men find the chopped up woman the police say
[15:27.800 --> 15:33.360]  we can't do anything and then used to they would recall people that did that they don't even recall
[15:33.360 --> 15:41.480]  them now you see that's beyond royalty could a king in England 600 years ago killed children
[15:41.480 --> 15:45.920]  just because they wanted to like Jimmy Savelle and all the news with him and the royal family
[15:45.920 --> 15:51.360]  coming out no they had to do it in dungeons quietly now they do it out in the open so that's
[15:51.360 --> 15:56.360]  the big epiphany I'm gonna give you all the documentation on that and more just like they're
[15:56.360 --> 16:03.000]  exempt from the gun laws the Senate Alex Jones here with a message to fellow freedom lovers
[16:03.000 --> 16:09.480]  the prognosis for the entire planetary economic system runs from bad to worse the globalist model
[16:09.480 --> 16:15.800]  is to shut down societies and starve Patriots out until they acquiesce to the global takeover that's
[16:15.800 --> 16:21.400]  why we've assembled the most vital and important preparedness items at info wars shop calm these
[16:21.400 --> 16:27.280]  are items that I did research on that I personally use you've got the life straw so you can turn
[16:27.280 --> 16:32.960]  fetid water into safe water anywhere you go the cage or hand crank generator to charge up key
[16:32.960 --> 16:38.080]  equipment during power outages are out in the field strategic relocation third edition by Joel
[16:38.080 --> 16:43.920]  Skousen when disaster strikes by Matthew Stein thorough safe used by Homeland Security to protect
[16:43.920 --> 16:49.580]  yourself during any radiological event and crank shortwave AM FM radios everything that we've
[16:49.580 --> 16:54.720]  researched and found to be the best is available at info war shop calm and your purchase makes our
[16:54.720 --> 17:01.840]  info war possible we're getting prepared are you in full wars shop calm looking back on 2012 we
[17:01.840 --> 17:07.200]  ask ourselves how did we ever survive from natural disasters like Hurricane Sandy in the devastating
[17:07.200 --> 17:12.720]  summer drought to the family hardships brought on by a disastrous economy our hearts go out to those
[17:12.720 --> 17:17.520]  that have lost everything at e foods direct we hear from customers every day that are fortunate
[17:17.520 --> 17:22.880]  enough to weather life's storm by having a supply of food on hand after Hurricane Sandy Danny from
[17:22.880 --> 17:27.920]  New York City wrote almost all of the grocery stores are closed but I managed to get my e foods
[17:27.920 --> 17:33.480]  just in time to be able to help my sister and niece it is better to be prepared ten years too
[17:33.480 --> 17:39.160]  early than one day too late I can warn you but I can't feed you heed the warnings and do what Alex
[17:39.160 --> 17:44.320]  has done call eight hundred four zero nine five six three three today or go to e foods direct
[17:44.320 --> 17:50.440]  comm slash Alex and build your food supply it's the best tasting non-gmo long-term storeable food
[17:50.440 --> 17:56.040]  on the planet call eight hundred four zero nine five six three three or e foods direct comm slash
[17:56.040 --> 18:03.520]  Alex you can bet your life on e foods direct now that we have moved into the winter season there
[18:03.520 --> 18:09.840]  is an increased need to support our immunity and health at silver lungs we are committed to meeting
[18:09.840 --> 18:15.640]  your needs by providing a full selection of silver based products our most popular silver
[18:15.640 --> 18:21.880]  based products are the 32 ounce nano silver solutions our 2 ounce nano silver nasal applicators
[18:21.880 --> 18:29.720]  as well as our all-natural silver soaps just released is our 100% natural silver gel our new
[18:29.720 --> 18:34.500]  silver gel is not based on synthetic gelling agents which quickly evaporate and leave the
[18:34.500 --> 18:40.440]  silver at the surface but rather we have formulated our silver gel using the natural skin nourishing
[18:40.440 --> 18:46.120]  chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more
[18:46.120 --> 18:54.360]  effectively visit www.silverlungs.com and click on our store page to find what silver based products
[18:54.360 --> 19:03.800]  are best for you that's www.silverlungs.com the new year is a great time to take charge of your
[19:03.800 --> 19:10.720]  health and wellness get serious and make a stand with supernatural silver this is a breakthrough
[19:10.720 --> 19:17.120]  in silver technology that is several hundred times more effective than colloidal or ionic
[19:17.120 --> 19:25.400]  silver supernatural silver can be taken orally every day to help fight bacteria viruses infections
[19:25.400 --> 19:32.960]  yeast and molds supernatural silver is also exceptional for wound care and is highly effective
[19:32.960 --> 19:40.080]  for water purification it is the number one choice for thousands of people for immune system support
[19:40.080 --> 19:48.000]  and it is also a perfect choice for your emergency preparedness go to www.supernaturalsilver.com today
[19:48.000 --> 19:55.880]  and give yourself and your loved ones a fighting chance that's www.supernaturalsilver.com check
[19:55.880 --> 20:05.560]  out our new low prices and like us on facebook coast to coast direct from austin you're listening
[20:05.560 --> 20:15.080]  to the alex jones broadcasting network network we now take you live to the central texas command
[20:15.080 --> 20:22.120]  center in the heart of the resistance you're listening to the alex jones show we will have
[20:22.120 --> 20:27.160]  open phones in the second hour i'm also going to play a message from anonymous which has been
[20:27.160 --> 20:33.160]  hacking into the federal government court websites and has reportedly retrieved a bunch of data
[20:33.160 --> 20:38.120]  including confidential informant information and more it'll be all the different narcotics
[20:38.120 --> 20:42.560]  traffickers the government's got that it protects because that's come out in court before before we
[20:42.560 --> 20:48.880]  go any further here let me just go over some of the headlines that we have up at info wars.com
[20:48.880 --> 20:59.920]  and prison planet.com sheriff's radio ad says 911 not best option urges residents to take firearms
[20:59.920 --> 21:04.120]  training we're going to play that clip coming up in a little while federal government declares
[21:04.120 --> 21:10.440]  itself royal uh 12-minute video report i shot this morning it's got a lot of exhibits and documents
[21:10.440 --> 21:17.240]  what i'm saying a special report why people think sandy hoax is sandy hook is a hoax almost called
[21:17.240 --> 21:26.040]  it sandy hoax i'm going to be getting into that obama admits he's a gun enthusiast at least he
[21:26.040 --> 21:31.240]  says that on the surface to pacify people so that they won't think that he's coming after their guns
[21:31.240 --> 21:35.480]  i'm going to explain that in a moment again i already mentioned the sheriff radio ads his
[21:35.480 --> 21:42.680]  911 not best option urges residents to take firearms lessons you know what there are now
[21:42.680 --> 21:46.200]  hundreds of sheriffs coming out saying they won't enforce things that are unconstitutional
[21:46.200 --> 21:51.160]  a bunch of congress people are saying it state reps are saying it governors are saying it that's
[21:51.160 --> 21:56.840]  the spirit that's the lawful rebellion against this government that's been occupied by foreign
[21:56.840 --> 22:04.840]  powers on record trying to take us back to serfdom and slavery because liberty and freedom is checks
[22:04.840 --> 22:11.560]  and balances on their tyrannical usurpation but i'm noticing a lot of police chiefs a lot of
[22:11.560 --> 22:16.840]  sheriffs a lot of people are saying hey i'm on the people's side i know the government is out
[22:16.840 --> 22:22.840]  of control and hijacked and corrupt in fact congressman brown came out federal congressman
[22:22.840 --> 22:27.640]  and said obama's only loyal to the soviet constitution and is basically part of a foreign
[22:27.640 --> 22:33.640]  takeover newsweek came out and said you bet it's good the communist chinese say we should turn our
[22:33.640 --> 22:39.320]  guns in we're going under globalism they own our debt and alex jones needs to be dealt with that
[22:39.320 --> 22:45.160]  was in an article called piers pressure problem about piers morgan i mean this is this is going
[22:45.160 --> 22:50.520]  on and and the operatives for the system know what they're doing still other police in areas like
[22:50.520 --> 22:57.800]  chicago new york and other places aren't just arresting people that videotape them in public
[22:57.800 --> 23:03.320]  they're now savagely beating them and here's an article at info awards.com photographers viciously
[23:03.320 --> 23:08.920]  attacked a police officer for taking pictures of historical building now federal and state courts
[23:08.920 --> 23:12.360]  have thrown out where they arrest people filming them in public because that's totally legal and
[23:12.360 --> 23:18.120]  lawful there's no perception of privacy 12 states are still arresting people but because the courts
[23:18.120 --> 23:23.400]  are throwing it out they now just beat you savagely uh and that's because the higher ups
[23:23.400 --> 23:30.520]  in the mafia areas that control major sectors of the nation want our will broken i saw an
[23:30.520 --> 23:35.640]  incredible video a million dollar homes nice area very well-dressed women saying you don't have a
[23:35.640 --> 23:39.320]  right to put a smart meter on our house it surveils everything we're doing wirelessly
[23:39.320 --> 23:43.480]  with all the new appliances we have a federal lawsuit this came out in the chicago tribune
[23:43.480 --> 23:48.440]  it's outside chicago and you're not allowed to go over my gate they they climb over the gate the
[23:48.440 --> 23:55.560]  police with the locals the local power company they put the smart meter on the house and then
[23:55.560 --> 24:04.280]  they arrest the woman saying that's eavesdropping to videotape us in your own yard i mean that's
[24:04.280 --> 24:09.080]  north korean style tyranny in fact on that subject here's an article out of the washington post
[24:09.080 --> 24:19.000]  former cia officer john caracal is sentenced to 30 months in prison for leaks you're good at
[24:19.000 --> 24:25.240]  reading names uh in there cj how do you pronounce that caracal caracal i'm pronouncing it right
[24:25.240 --> 24:30.920]  i've seen him in interviews before he went to prison and he exposed cia torture that people
[24:30.920 --> 24:38.680]  went to prison for now now under all common law all u.s law you expose criminal activity
[24:40.440 --> 24:45.320]  to the press anybody you're protected national security doesn't protect that but they still
[24:45.320 --> 24:52.600]  got a kangaroo court sent him to jail now that is royalty right there the government could order
[24:52.600 --> 24:56.360]  torture in some cases of children as young as four years of age in front of their parents
[24:56.360 --> 25:02.120]  with battery acid and large objects i'm not going to go any further but it's joseph mingola did
[25:02.120 --> 25:07.240]  stuff to little kids sexually with large objects that was the nazi known as angel of death
[25:08.760 --> 25:11.800]  and this went on at camps all over the world black sites as they're known
[25:11.800 --> 25:16.360]  the whistle got blown on this and a lot of good people
[25:19.000 --> 25:25.000]  talked about it and exposed it and this fella gave it to well-known press trying to get it stopped
[25:25.000 --> 25:28.840]  and and he did get it stopped well obama got caught running a torture camp in mangazi
[25:31.000 --> 25:34.600]  of course that came out just a few months ago but they had to publicly
[25:35.320 --> 25:39.480]  stop promoting it see they tried to normalize something that's illegal just by saying they
[25:39.480 --> 25:43.800]  were doing it remember rumsfeld bragging about torture and stuff and then when it came out what
[25:43.800 --> 25:47.640]  they were doing they sent their underlings to prison but a whole bunch of people had exposed
[25:47.640 --> 25:55.960]  lies about wmds lies about iraq nukes lies about torture lies about they go to jail now 30 months
[25:55.960 --> 26:03.080]  in jail for exposing something that's illegal that's never happened in our country not with
[26:03.080 --> 26:12.600]  the pentagon papers any of it that is unprecedented you expose children that's how they got khalid
[26:12.600 --> 26:18.280]  sheikh muhammad to confess to bombing things that weren't built until after he was in prison in one
[26:18.280 --> 26:22.680]  case a building built four years after he was in prison he'd been in prison about eight years till
[26:22.680 --> 26:29.640]  he confessed three or four years ago he confessed to everything but crucifying christ and killing
[26:29.640 --> 26:35.800]  lincoln i mean it was incredible and they they threatened to torture his small children in some
[26:35.800 --> 26:42.120]  cases people didn't didn't do what they were told and needless to say they like to rape the kids
[26:42.120 --> 26:46.600]  because that's why they got into this see there's only one place you can rape kids and have the
[26:46.600 --> 26:54.920]  government protect you and that's in these black sites those sites and um it's it's it's unspeakably
[26:54.920 --> 27:00.520]  evil and and america we can't sign on to this okay in the name of fighting terrorists speaking
[27:00.520 --> 27:08.920]  of that i have an incredible uh headline here uh israel let me show tv viewers we're also
[27:08.920 --> 27:15.240]  streaming video and info wars news.com and presentplanet.tv israel threatens serious
[27:15.240 --> 27:20.040]  strike if rebels get chemical arms now the russians are there guarding serious chemical
[27:20.040 --> 27:25.720]  arms asad's not an angel but compared to al-qaeda he is the west nato the us and france and others
[27:25.720 --> 27:31.560]  have put al-qaeda in in the last 22 months that's now declassified to attack and try to overthrow
[27:31.560 --> 27:37.000]  the the asad regime now they're saying the u.s is saying this as well they may attack
[27:37.000 --> 27:38.920]  they may attack
[27:42.200 --> 27:48.120]  this is so amazing i can't believe this is reuters they may attack damascus because they don't want
[27:48.120 --> 27:53.480]  the rebels to get the chemical arms first we had to say that damascus would use the chemical arms
[27:53.480 --> 27:58.520]  so the u.s and others had to invade physically not just use proxy al-qaeda not a saudi arabia
[27:58.520 --> 28:03.800]  and other areas same folks they use in libya same folks that were running security in bengazi that
[28:03.800 --> 28:09.480]  killed the ambassador our government runs al-qaeda i had jerome corsey new york times bestseller big
[28:10.040 --> 28:14.840]  mega conservative swift voted john carrey and he said our government runs the drugs and runs
[28:14.840 --> 28:19.560]  al-qaeda and he said basically you do you know that i need to be apologized to by everybody
[28:19.560 --> 28:26.760]  that i'm right it's not our government though it's criminal foreign globalist elements that need
[28:26.760 --> 28:30.360]  the terror threat to take our rights look at the homeland security documents
[28:30.360 --> 28:34.520]  where they say it's gun owners veterans conservatives libertarians returning veterans
[28:34.520 --> 28:39.480]  people like that are who they're targeting it was never about al-qaeda this is a foreign takeover
[28:39.480 --> 28:44.200]  of america by criminal interest who wrapped themselves in the flag and i'm risking my life
[28:44.200 --> 28:49.800]  to bring you this information this isn't a joke or a game now obama's engaged in a psyop now saying
[28:49.800 --> 28:55.960]  he doesn't want our guns but his bills say they'll take most our guns we're going to break that down
[28:55.960 --> 29:01.160]  and get to the royalty factor sick of the globalist eugenicist control freaks adding poison
[29:01.160 --> 29:06.120]  to your water and laughing as you get sick and die start purifying your water with pro pure
[29:06.120 --> 29:11.400]  my friends i've done a lot of research and the best gravity filter out there bar none is pro
[29:11.400 --> 29:17.560]  pure and it's available discounted at infowars.com its filters are silver impregnated to prevent
[29:17.560 --> 29:24.040]  bacterial growth there's no priming required it's nsf 42 certified optional fluoride filters
[29:24.040 --> 29:30.520]  can reduce fluoride up to 95 easy to set up and use doesn't require electricity purify water from
[29:30.520 --> 29:36.040]  lake streams ponds and wells this filter system leaves in beneficial minerals which is key save
[29:36.040 --> 29:41.080]  money by not buying bottled water and avoid bpa that leaches from the plastic propure is the best
[29:41.080 --> 29:47.000]  gravity fed filter out there it's what my family uses infowars.com already has the lowest price
[29:47.000 --> 29:52.120]  on propure but if you add the promo code water at checkout you get an additional 10 off and
[29:52.120 --> 29:59.560]  infowars.com you can also call to order 888-253-3139 millions of people are going to get
[29:59.560 --> 30:04.200]  sick this winter from colds flu and other illnesses don't be one of them protect yourself
[30:04.200 --> 30:10.200]  with supernatural silver a revolutionary new broad spectrum antibacterial solution recent advances in
[30:10.200 --> 30:14.600]  silver technology have resulted in a silver solution that can be used daily to prevent
[30:14.600 --> 30:20.200]  bacteria viruses mold and food poisoning and help improve wound healing supernatural silver
[30:20.200 --> 30:25.160]  is safe enough to consume every day while powerful enough to destroy the causes of many serious
[30:25.160 --> 30:31.320]  diseases such as strep staph pneumonia coals flus and other harmful pathogens this new technology
[30:31.320 --> 30:35.960]  has the ability to terminate entire colonies of harmful bacteria at several hundred times the
[30:35.960 --> 30:40.920]  effectiveness of colloidal or ionic silver solutions the science digest journal says
[30:40.920 --> 30:45.640]  silver is our mightiest germ fighter it is virtually non-toxic and is emerging as a wonder
[30:45.640 --> 30:53.080]  of modern medicine go to supernaturalsilver.com today and use the promo code silver2012 for 20%
[30:53.080 --> 30:56.920]  off that's supernaturalsilver.com and like us on facebook
[31:00.200 --> 31:07.240]  if you want an american company with american products made by americans here is the cow ben
[31:07.240 --> 31:13.400]  soap company alex and his staff have used these pure soap products for years these all natural
[31:13.400 --> 31:19.720]  soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe
[31:19.720 --> 31:27.560]  see them on the web at fivestarsoap.com or call 800-340-7091 for a free catalog
[31:27.560 --> 31:33.000]  buy the one to two month sample package and enjoy soaps that are twice as good as what you're using
[31:33.000 --> 31:39.640]  now or save big with a one to two year supply of soaps for all your cleaning needs this is an
[31:39.640 --> 31:45.800]  amazing deal you can save thousands of dollars and you will love the way real soap makes you feel
[31:45.800 --> 31:53.880]  see them on the web at fivestarsoap.com or call 800-340-7091 for a free catalog
[31:57.880 --> 32:04.920]  the new year is a great time to take charge of your health and wellness get serious and make a
[32:04.920 --> 32:11.240]  stand with supernatural silver this is a breakthrough in silver technology that is several
[32:11.240 --> 32:17.880]  hundred times more effective than colloidal or ionic silver supernatural silver can be taken
[32:17.880 --> 32:27.000]  orally every day to help fight bacteria viruses infections yeast and molds supernatural silver is
[32:27.000 --> 32:37.000]  also exceptional for wound care and is highly effective for water purification it is the number
[32:37.000 --> 32:43.480]  one choice for thousands of people for immune system support and it is also a perfect choice
[32:43.480 --> 32:52.120]  for your emergency preparedness go to supernaturalsilver.com today and give yourself and your loved ones a
[32:52.120 --> 32:59.560]  chance that's supernaturalsilver.com check out our new low prices and like us on facebook
[33:01.560 --> 33:09.560]  coast to coast direct from austin you're listening to the alex jones broadcasting network
[33:09.560 --> 33:26.680]  big brother mainstream media government cover-ups you want answers well so does he
[33:27.560 --> 33:33.880]  live from austin texas broadcasting worldwide it's alex jones
[33:33.880 --> 33:44.440]  yeah i've been watching i've been waiting thank you for joining us monday through friday
[33:46.280 --> 33:54.040]  12 noon to 3 pm eastern that's 11 am to 2 pm central back sundays 4 to 6 pm central
[33:54.840 --> 33:59.480]  and here we are and i'm very thankful to the i don't know close to 100 stations now
[33:59.480 --> 34:04.280]  picking up the sunday show alone uh it's great to have you all on board and almost every station
[34:04.280 --> 34:09.960]  that ends up picking us up on sunday ends up within just uh two to six months carrying us
[34:09.960 --> 34:15.880]  weekdays and that is that is very very exciting okay uh and again i know this news is painful to
[34:15.880 --> 34:21.080]  hear on the broadcast and i want to get into how government is exempting itself from the law
[34:21.080 --> 34:27.880]  and actually making themselves uh into the new royalty and how this is the way of governments
[34:27.880 --> 34:33.480]  and then we'll tie it in to the unprecedented attack on the second amendment and new deception
[34:33.480 --> 34:38.840]  from obama and we've got him caught uh red-handed on this but but first off for radio listeners
[34:39.480 --> 34:43.640]  uh it's in the international business times it's in the associated press it's in
