[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[05:20.000 --> 05:31.000]  Supernatural Silver is safe enough to consume every day while powerful enough to destroy the causes of many serious diseases such as streps, staph, pneumonia, colds, flus and other harmful pathogens.
[05:31.000 --> 05:40.000]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[05:40.000 --> 05:47.000]  The Science Digest Journal says silver is our mightiest germ fighter. It is virtually non-toxic and is emerging as a wonder of modern medicine.
[05:47.000 --> 06:01.000]  Go to SupernaturalSilver.com today and use the promo code Silver2012 for 20% off. That's SupernaturalSilver.com and like us on Facebook.
[06:01.000 --> 06:12.000]  We now take you live to the Central Texas Command Center in the heart of the Resistance. You're listening to the Alex Jones Show.
[06:12.000 --> 06:27.000]  It is Sunday, the second day of December 2012, only 18 days and a few hours until the mainstream media in Hollywood says we're all dead.
[06:27.000 --> 06:35.000]  And then I've seen mainstream news articles the last few years saying that I'm saying 2012 is the end of the world and I've never said any such thing.
[06:35.000 --> 06:45.000]  It is an absolute hoax. There is no Planet X coming to kill us on the 21st, but at any time a giant world war could break out using nuclear weapons.
[06:45.000 --> 06:53.000]  Most defense analysts admit that we're in more danger now than at the heights of the Cold War or even the Cuban Missile Crisis.
[06:53.000 --> 07:06.000]  And so there are real threats to humanity taking place going on out there but certainly not 2012. And before I get into all of the news on the fiscal cliff and what's really behind that
[07:06.000 --> 07:16.000]  and the big announcement that countries are banding together worldwide under the UN and the IMF and World Bank to censor the internet.
[07:16.000 --> 07:24.000]  We've known this has been coming for a long time and I want to decipher really the propaganda out there by Politico and others saying there's nothing to worry about.
[07:24.000 --> 07:31.000]  Kind of like they said, there's no carbon taxes at the Copenhagen meeting and then it turned out there were giant carbon taxes they were pushing.
[07:31.000 --> 07:40.000]  It's the same thing over and over again or Obama saying I don't want to increase taxes on the general public and it turns out that's exactly what he's demanding now.
[07:40.000 --> 07:50.000]  With the fiscal cliff is where they hold us hostage with all these entitlements and then shell us on accepting new taxes and expanded taxes and retroactive taxes.
[07:50.000 --> 07:55.000]  So all of that is coming up. But on the 2012 issue, here's the Daily Mail.
[07:55.000 --> 08:14.000]  NASA warns Mayan apocalypse stories pose threat to frightened children and suicidal teenagers. The National Aeronautics and Space Administration warns that the 2012 Mayan apocalypse rumors pose a real-life threat to frightened children and depressed teenagers.
[08:14.000 --> 08:24.000]  Some say they can't eat or are too worried to sleep while others say that they are suicidal according to NASA astrobiologist David Morrison.
[08:24.000 --> 08:34.000]  The apocalypse rumors began with claims that Nabooru, a rogue 10th planet discovered by the Samarians will crash into Earth on December 21st killing everyone.
[08:34.000 --> 08:47.000]  And again, there are hundreds of thousands of amateur astronomers that find more stuff in the Kuiper Belt but even things closer and asteroids and things in the asteroid belt, even small asteroids or asteroids coming close to the Earth.
[08:47.000 --> 09:02.000]  Believe me, folks, if a planet was 18 days out moving at a normal orbital speed for this solar system, it would be giant looming in the night sky.
[09:02.000 --> 09:08.000]  Bigger than Mars, bigger than Jupiter. This is so ridiculous.
[09:08.000 --> 09:21.000]  And it's the mainstream media in Hollywood that have fostered and pushed all this. And then every time I've got some national, you know, nightline or whoever down here visiting us or CBS, they always ask me stuff like,
[09:21.000 --> 09:33.000]  well, is the world going to be ending? You know, you're a big pusher of 2012. I'm like, no, I'm not. Never have been. Always said it is bull for 17 years on air.
[09:33.000 --> 09:46.000]  And that's what's so frustrating about this is the corporate dinosaur, prostitute, deceptive media, the state run media, the globalist foreign banker run media, the collaborator, trader media, the dumb down,
[09:46.000 --> 09:53.000]  the repeater media that just takes press releases from government corporations and lazily regurgitates it back out at us.
[09:53.000 --> 10:07.000]  They have so effectively dumbed down the population in the last 100 years of this intensifying and television and the whole decadent culture that they'll probably get away with it.
[10:07.000 --> 10:17.000]  But remember, it's never been the mass of bleeding sheep that actually affect the destiny of human development and civilization in our society and humankind.
[10:17.000 --> 10:31.000]  It has always been a tiny minority of evil with a much larger minority of good contending for the control of the future destiny and development of society.
[10:31.000 --> 10:41.000]  We also have massive news obviously on the fiscal cliff of the economy. We're going to be getting into that. And again, global government now seeks total control over the Internet.
[10:41.000 --> 10:46.000]  That's a natural news story with all the links and proof weekly standard.
[10:46.000 --> 10:56.000]  You end to seek control over the Internet. Wall Street Journal, Google have all put out press releases confirming that I've read what the UN's been pushing forever.
[10:56.000 --> 11:04.000]  And I know this is true. I know it's true what's being reported. We're going to be going over that at the start of the next hour.
[11:04.000 --> 11:15.000]  I want to spend some time in the second hour on this today so people can understand the facts of the battle over the architecture of the quote Internet that is our new civilization.
[11:15.000 --> 11:20.000]  And what the different visions of the Internet are versus what it's basically grown into.
[11:20.000 --> 11:27.000]  Russians demand broad UN role in net governance, leak reveals, CNET news.
[11:27.000 --> 11:37.000]  UN calls for anti-terror Internet surveillance, CNET news. UN takeover the Internet must be stopped. CNET news.
[11:37.000 --> 11:44.000]  Even worse than SOPA, new Syspa cybersecurity bill will censor the web. That's Russian news admitting it.
[11:44.000 --> 11:52.000]  Because cybersecurity ties into this. Obama has actually been going along with this while putting out rhetoric that he's not exactly for the UN takeover.
[11:52.000 --> 12:06.000]  Just like his lawyers wrote the NDAA indefinite detention of the American people, just opened no doubt 200 proof tyranny. 110% evil.
[12:06.000 --> 12:14.000]  And then whenever it looked like it was about to be beaten, he came out and said, well, A, I'm against it and B, I'm going to veto it. And then it turned out he'd written it.
[12:14.000 --> 12:18.000]  That came out in congressional testimony. His lawyers had because senators were getting blamed for it.
[12:18.000 --> 12:28.000]  And they said, look, here's the letter from the head White House counsel. Obama has called senators demanding we do this and that he is a lawyer as a constitutional lawyer.
[12:28.000 --> 12:37.000]  He played the clips from the Senate floor, helped write this. So don't blame me. We don't want this in there.
[12:37.000 --> 12:44.000]  So of course Obama is acting like out of one side of his mouth. He's not for this because he's there to deceive you.
[12:44.000 --> 12:53.000]  I've got an article here out of Fox News. Angry New Yorkers just to show how this ties together say Obama pledged to cut red tape ignored by FEMA.
[12:53.000 --> 13:02.000]  They've still got 800 giant government housing facilities in New York alone with tens of thousands, no power.
[13:02.000 --> 13:06.000]  Areas of New Jersey still don't have power.
[13:06.000 --> 13:17.000]  And the government's using agenda 21 global zoning to say, oh, all over the New Jersey coast, you can't rebuild your house or hotel because it's bad for the earth.
[13:17.000 --> 13:23.000]  You're not allowed to build anymore on your own property. They'll buy off pennies on the dollar and turn around a few years later and let mega corporations move in.
[13:23.000 --> 13:35.000]  This is what corrupt fascistic government is all about. Fascistic, authoritarian, crony, insider, monopoly, fraud, mafia government at the top. That's really what it is.
[13:35.000 --> 13:42.000]  They're exempt from all the rules and laws they pass globally. They're outside of that. They don't pay taxes. They don't pay corporate taxes.
[13:42.000 --> 13:49.000]  They don't pay individual taxes. They're all exempt or pay almost zero tax, all these top levels. And that's well admitted.
[13:49.000 --> 14:01.000]  All the EU bureaucrats, zero taxes, just type in EU bureaucrats pay no tax and they write the law to have 80% tax now in France that is the model of the world.
[14:01.000 --> 14:06.000]  They say the model of the EU and they want to merge the EU with Russia. That's now being announced over the weekend.
[14:06.000 --> 14:13.000]  I have that up at infowars.com, mainstream news announcing that, Russian press releases out of the Russian government.
[14:13.000 --> 14:24.000]  And then of course they've already started in 2007. It's in my film Endgame, blueprint for global enslavement, merging the European Union with the American Union.
[14:24.000 --> 14:32.000]  They bush shined in 2005 at Waco, Texas with the Sente Fox and Paul Martin.
[14:32.000 --> 14:41.000]  I understand we're already under global governance, just like they celebrated the 60th anniversary of the European Union in 2007.
[14:41.000 --> 14:51.000]  Did you hear what I just said? They celebrated in all 25 member states, literally no one showed up for the parades and the fireworks in every major capital in Europe.
[14:51.000 --> 15:03.000]  They don't care though, taxpayers paid for it, jugglers, floats, you name it, no one lining the streets. 60 year anniversary in 2007.
[15:03.000 --> 15:14.000]  I thought the Euro started in 2000. No, it started in a trade agreement in 1957, the Treaty of Rome go read it and look, that's my point.
[15:14.000 --> 15:20.000]  We're already under a global corporate governance. Read our article, banks declare they've conquered the US and Europe.
[15:20.000 --> 15:28.000]  Dozens of video links and text links to the heads of the EU, the heads of the State Department here, all announcing we're under global government.
[15:28.000 --> 15:34.000]  The Pentagon has been told that they now work for foreign banks and that America has been dissolved.
[15:34.000 --> 15:46.000]  That's why this year, Obama, three separate times told Congress you don't launch wars, we don't care what you do, the UN gives us orders along with NATO.
[15:46.000 --> 15:52.000]  And speaking of that, when we come back, that's mainstream news. I'm going to cover it.
[15:52.000 --> 16:21.000]  Obama says he's going to take the power of the purse away from Congress. You can't make this up.
[16:22.000 --> 16:30.000]  See them on the web at 5starsope.com or call 800-340-7091 for a free catalog.
[16:30.000 --> 16:36.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[16:36.000 --> 16:43.000]  Or save big with a one to two year supply of soaps for all your cleaning needs. This is an amazing deal.
[16:43.000 --> 16:48.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[16:48.000 --> 16:56.000]  See them on the web at 5starsope.com or call 800-340-7091 for a free catalog.
[17:19.000 --> 17:24.000]  I just doubled down and got even more supplies from eFoodsDirect and I recommend you do the same.
[17:24.000 --> 17:30.000]  It's time to get your own supply from eFoodsDirect. I know I won't be standing in a bread line trading my freedom for food.
[17:30.000 --> 17:35.000]  I'm taking control of my future and you're nuts if you don't do the same.
[17:35.000 --> 17:42.000]  Go to eFoodsDirect.com forward slash Alex to find the specials and you can start with a holiday gift pack that's normally $80 now under $50.
[17:42.000 --> 17:50.000]  Remember, I can warn you but I can't feed you. Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[17:50.000 --> 17:54.000]  Would you rather prepare six months too early or one day too late?
[17:54.000 --> 17:59.000]  409-5633 or eFoodsDirect.com forward slash Alex.
[17:59.000 --> 18:04.000]  Have you ever wanted to generate your own supply of electrical power? Even save money on your electric bill?
[18:04.000 --> 18:08.000]  If so, this could be one of the most important messages you will ever hear.
[18:08.000 --> 18:14.000]  Solar power generators are now available. These emergency backup systems provide life-saving electrical power.
[18:14.000 --> 18:20.000]  Unlike gas generators, a solar generator runs quietly amidst no fumes and produces electricity from the sun.
[18:20.000 --> 18:24.000]  It's like having an electrical power plant running quietly in your own home.
[18:24.000 --> 18:28.000]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[18:28.000 --> 18:34.000]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never suffer through painful power outages again.
[18:34.000 --> 18:38.000]  And here's the best news. A remarkable fall truckload sale is going on right now.
[18:38.000 --> 18:42.000]  It gets you $1,700 in bonuses when you buy a solar generator.
[18:42.000 --> 18:50.000]  To find out why these solar generators are the best generators and get $1,700 in bonuses for doing so, go to falltruckloadsale.com.
[18:50.000 --> 18:54.000]  That's falltruckloadsale.com. Generate your own supply of electricity.
[18:54.000 --> 18:59.000]  Go to falltruckloadsale.com. That's falltruckloadsale.com.
[18:59.000 --> 19:10.000]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[19:10.000 --> 19:21.000]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[19:21.000 --> 19:29.000]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[19:29.000 --> 19:36.000]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[19:36.000 --> 19:41.000]  This product was designed to be an invaluable part of your vital preparations.
[19:41.000 --> 19:53.000]  For a detailed report on the differences between ionic silver, colloidal silver and what most silver solution manufacturers are producing, please visit our website at www.silverlungs.com.
[19:53.000 --> 20:12.000]  For more information on why you should be producing your own silver solutions right from your home forever.
[20:23.000 --> 20:42.000]  All right, ladies and gentlemen, we are back live and let's go ahead now and get into the fiscal cliff.
[20:42.000 --> 20:44.000]  This is what they do.
[20:44.000 --> 21:02.000]  The globalists have done this in hundreds of countries, third world countries, first world countries, old world countries. Who are they? They are the central private megabanks that have gotten the control over the issuance of currency and credit to themselves.
[21:02.000 --> 21:18.000]  They can release unlimited derivatives, unlimited fiat, they can do whatever they want, but they get real wealth by getting you in debt and your country in debt and then tricking you to wave your assets over to them.
[21:18.000 --> 21:42.000]  And going over these articles here, Boehner flabbergasted by Geithner offer. What was the offer last Friday? The public offer in letters and a visit to Congress. It was give the president the power of the purse to raise the national debt limit whenever he wants and let Congress basically wave that power and hand it over to them.
[21:42.000 --> 21:51.000]  And then the president couldn't be overridden by a two-thirds majority, which is almost impossible to get in the House and Senate in the Congress. Pretty much an absolute shutdown.
[21:51.000 --> 22:00.000]  Speaker John Boehner said he was flabbergasted with the White House's initial proposal to avoid the so-called fiscal cliff.
[22:00.000 --> 22:12.000]  The Ohio Republican said he told Treasury Secretary Tim Geithner you can't be serious when the lead White House negotiator presented the plan to the GOP congressional leaders last week.
[22:12.000 --> 22:18.000]  Boehner detailed his reaction in an exclusive interview with Fox News Sunday Chris Wallace.
[22:18.000 --> 22:30.000]  He called the administration proposal that included $1.6 trillion in tax increases, $400 billion in unspecified tax cuts, and a bevy of additional stimulus spending nonsense. Three weeks have been wasted with this nonsense.
[22:30.000 --> 22:35.000]  And again, just like they held everybody hostage four years ago in 2008.
[22:35.000 --> 22:57.000]  And you can go look at the congressional testimony where the Secretary of the Treasury Paulson threatened martial law and taking the stock market to zero, basically, the Dow Jones, if they didn't give the megabanks unlimited trillions of dollars, not the $887 billion you were told about, but a wide open window from the Federal Reserve, open market window,
[22:57.000 --> 23:06.000]  unlimited zero percent credit for the megabanks so they could loan it out to us at 10, 20, 30, 40, 50% in some cases, just amazing.
[23:06.000 --> 23:21.000]  And they hold Europe hostage like this, and they say you've got to give us trillions of dollars, you've got to raise taxes on everybody, you've got to destroy your economy, or we won't bail you out.
[23:21.000 --> 23:31.000]  And it continues here. And again, the banks are the ones being bailed out by the people, but then they are the ones bailing out the countries.
[23:31.000 --> 23:39.000]  It's just total, total fraud. Here's Senator Hatch, Obama fiscal proposal, classic bait and switch, the Hill newspaper.
[23:39.000 --> 23:49.000]  The top-ranking Republican on the Senate Finance Committee accused President Obama of pulling a bait and switch this week with the administration's proposed deal to avert the so-called fiscal cliff.
[23:49.000 --> 24:00.000]  What Obama proposed this week was a classic bait and switch on the American people, a tax increase double the size of what he campaigned on, billions of dollars in new stimulus spending,
[24:00.000 --> 24:10.000]  and an unlimited unchecked authority to borrow from the Chinese, Senator Orrin Hatch said in Saturday's weekly GOP address.
[24:10.000 --> 24:23.000]  Maybe I missed it, but I don't recall him asking for any of that during the presidential campaign. These ideas are so radical that they have already been rejected on the bipartisan basis by Congress.
[24:23.000 --> 24:32.000]  On Thursday, Treasury Secretary Tim Geithner was dispatched to Capitol Hill to share Obama's plan with House Speaker John Boehner and Senate Leader Mitch McConnell.
[24:32.000 --> 24:40.000]  The deal included a $1.6 trillion in tax hikes, and it goes over all that, double what Obama had previously said.
[24:40.000 --> 24:57.000]  Now, here's the biggest problem that I'd like to add to all of this. They're now talking about a one- or two-year retroactive 5- to 10% tax increase on households making more than $4 million a year.
[24:57.000 --> 25:06.000]  So that means that mommy and daddy both make over $125,000 a piece. And by the way, folks, that's not rich. They've made this country so poor.
[25:06.000 --> 25:15.000]  With devalued dollars, making $200,000 today is about like making $50,000 in the 1970s, ladies and gentlemen.
[25:15.000 --> 25:23.000]  Money is not what it used to be, obviously, with the ongoing march of inflation due to the Federal Reserve and their inflationary activities.
[25:23.000 --> 25:31.000]  That's the biggest issue financially. Look, they know when they raise taxes all over Europe, it would put the economy into a tailspin and into cardiac arrest.
[25:31.000 --> 25:39.000]  They knew when California passed giant 20-plus percent carbon taxes two years ago, that would cause a fleeing from California by businesses of all types.
[25:39.000 --> 25:49.000]  They don't care. In fact, they want to destroy the economy and then get more people on the welfare rolls, or only businesses can survive that get government subsidies,
[25:49.000 --> 25:56.000]  or who wrote the regulations to exempt themselves. See, we're going into a mafia form of government.
[25:56.000 --> 26:03.000]  Now, that's the worst financial news. If you look at the political news, you've got the UN and NATO commanding our military.
[26:03.000 --> 26:11.000]  You've got Obama shutting down the power plants that aren't owned by General Electric and a handful of other companies, the coal power plants.
[26:11.000 --> 26:19.000]  If you're General Electric, you can burn dirty. It doesn't even matter. You're clean burning and only carbon dioxide and water comes up the top. You're not a globalist. You're shut down.
[26:19.000 --> 26:26.000]  Many areas of the country have already seen 30-40 percent increases the last three and a half years. Places like Austin have seen a doubling on average.
[26:26.000 --> 26:31.000]  You're talking about another doubling in the next four years. I mean, just type in Austin power to double again.
[26:31.000 --> 26:36.000]  You'll get Austin energy admitting it themselves. Those are low estimates.
[26:36.000 --> 26:43.000]  And I'm just using where I live, folks. This is bank robbery. People think of only robbing banks with a gun.
[26:43.000 --> 26:49.000]  No, no. The real way to rob things is controlling regulations, shutting down your competition, exempting yourself.
[26:49.000 --> 27:00.000]  But now Obama wants dictatorial power to increase debt, and John Cornyn of Texas, again, told Fox News, is profoundly irresponsible.
[27:00.000 --> 27:06.000]  So that's a crazy idea, and I'm amazed Secretary Geithner had the courage to float it. And what is it?
[27:06.000 --> 27:11.000]  Hurtin' Emma breaks it down with links to Geithner's own statements and releases, and it says,
[27:11.000 --> 27:18.000]  Obama wants dictatorial power to increase debt. The former president of the Federal Reserve Bank of New York and current Treasury boss Tim Geithner
[27:18.000 --> 27:26.000]  has informed Republicans that Obama wants absolute authority to increase national debt, taking the power away from Congress.
[27:26.000 --> 27:37.000]  And we've got traders in Congress saying, oh yeah, we'll hand that authority over to you so everyone gets used to the president launching wars,
[27:37.000 --> 27:43.000]  increasing taxes, doing signing statements that become executive orders on law,
[27:43.000 --> 27:51.000]  hiring nothing but foreign lobbyists to run things. And folks, just this week, the Transportation Committee in the House
[27:51.000 --> 27:57.000]  wanted to call the head of the TSA, Pistol Pistoli, up before him.
[27:57.000 --> 28:04.000]  And he wrote him a letter saying, you do not have jurisdiction over us in the executive bureaucracy.
[28:04.000 --> 28:12.000]  Folks, if you didn't know in the Constitution, it states over and over again, Congress is where the bills start.
[28:12.000 --> 28:19.000]  Everybody remember Schoolhouse Rock in the 70s, don't you, about how the bill goes there and they levy the bill and they levy the taxes
[28:19.000 --> 28:23.000]  and the Congress commissions the officers and declares the wars.
[28:23.000 --> 28:29.000]  Because you can't let the president appoint his own military men, he'll do a coup d'etat like Julius Caesar or Adolf Hitler.
[28:29.000 --> 28:35.000]  I mean, this happens over and over again, or Hugo Chavez or Joe Stalin.
[28:35.000 --> 28:46.000]  And this is what's amazing. I mean, this is what's absolutely blowing me away here, is that we are going into a dictatorship.
[28:46.000 --> 28:49.000]  But it's not even a dictatorship of Obama. They come and go.
[28:49.000 --> 28:55.000]  But the office itself, run by foreign interest, is dictatorial. None of us are safe under this.
[28:55.000 --> 29:00.000]  We'll continue on the other side, tying us into the economy.
[29:00.000 --> 29:06.000]  Sodium fluoride in the body reduces IQ and increases cancers.
[29:06.000 --> 29:13.000]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[29:13.000 --> 29:16.000]  We're battling the globalist on so many fronts.
[29:16.000 --> 29:23.000]  Health is an area where we can all take control of our lives and it all starts with that basic building block of water.
[29:23.000 --> 29:26.000]  It is time to purify our family's water.
[29:26.000 --> 29:33.000]  The ProPure filtration system with added fluoride filters is the best system for my research to protect you and your family.
[29:33.000 --> 29:38.000]  Infowarsstore.com already has the lowest prices on ProPure water filtration.
[29:38.000 --> 29:44.000]  But until December 10th, we are going to offer 15% off the already lowest price.
[29:44.000 --> 29:47.000]  I know what I'm giving my family this Christmas, ProPure.
[29:47.000 --> 29:54.000]  Go to infowarsstore.com and get 15% off the already lowest price out there with the code water15.
[29:54.000 --> 30:09.000]  Water15 and you get 15% off at infowarsstore.com.
[30:24.000 --> 30:29.000]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[30:29.000 --> 30:35.000]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never suffer through painful power outages again.
[30:35.000 --> 30:36.000]  And here's the best news.
[30:36.000 --> 30:43.000]  A remarkable fall truckload sale is going on right now that gets you $1,700 in bonuses when you buy a solar generator.
[30:43.000 --> 30:51.000]  To find out why these solar generators are the best generators and get $1,700 in bonuses for doing so, go to falltruckloadsale.com.
[30:51.000 --> 30:53.000]  That's falltruckloadsale.com.
[30:53.000 --> 30:55.000]  Generate your own supply of electricity.
[30:55.000 --> 30:57.000]  Go to falltruckloadsale.com.
[30:57.000 --> 31:24.000]  That's falltruckloadsale.com.
[31:27.000 --> 31:41.000]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[31:41.000 --> 32:00.000]  The Science Digest Journal says silver is our mightiest germ fighter. It is virtually non-toxic and is emerging as a wonder of modern medicine. Go to supernaturalsilver.com today and use the promo code silver2012 for 20% off. That's supernaturalsilver.com and like us on Facebook.
[32:00.000 --> 32:12.000]  We have witnessed two terrible storms in the east, but we are still in the eye of the perfect storm. The most devastating economic conditions since the Great Depression. America's worst drought in agricultural history.
[32:12.000 --> 32:24.000]  And now the economic results of the presidential election. This perfect storm is a huge threat to everyone's food supply. I just doubled down and got even more supplies from eFoodsDirect and I recommend you do the same.
[32:24.000 --> 32:34.000]  It's time to get your own supply from eFoodsDirect. I know I won't be standing in a bread line trading my freedom for food. I'm taking control of my future and you're nuts if you don't do the same.
[32:34.000 --> 32:50.000]  Go to eFoodsDirect.com forward slash Alex to find the specials and you can start with a holiday gift pack that's normally $80 now under $50. Remember, I can warn you but I can't feed you. Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[32:50.000 --> 32:59.000]  Would you rather prepare six months too early or one day too late? 009-5633 or eFoodsDirect.com forward slash Alex.
[33:01.000 --> 33:09.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[33:09.000 --> 33:28.000]  We are on the march. The Empire is on the run. Alex Jones and the GCN Radio Network.
[33:39.000 --> 34:08.000]  Welcome back, ladies and gentlemen. I am your host Alex Jones and we are live on the second day of December 2012.
[34:08.000 --> 34:18.000]  And we now have over 140 AM and FM affiliates between the weekday show and the Sunday show. In fact, it's even more than that right now.
[34:18.000 --> 34:25.000]  And I'm very thankful to all of our stations and I'm going to start every Sunday spending a few minutes starting next week.
[34:25.000 --> 34:34.000]  It's up to my great crew to remind me to get this ready every week and have one of our affiliates in focus here on air and talk about some of the things that those stations offer and have.
[34:34.000 --> 34:41.000]  And I'm going to do that for the weekday affiliates. A lot of them cross over. But what happens is stations pick up the Sunday show invariably within a few months.
[34:41.000 --> 34:48.000]  We're on the station weeknights and then live within six months a weekday. So that is the pattern.
[34:48.000 --> 34:56.000]  And that's why I started doing this Sunday show now six years ago. I've been on talk radio for now 16 years.
[34:56.000 --> 35:08.000]  Started out on access television 17 years ago. And it's a true American success story. And I appreciate all of you putting up with me over the years as we've grown and tried to learn more about how this world really works.
[35:08.000 --> 35:15.000]  And I think unfortunately it's been proven that we've been extremely accurate chronicling what's going on.
[35:15.000 --> 35:21.000]  And it is a good sign that we're getting on so many stations showing America starting to actually wake up.
[35:21.000 --> 35:32.000]  But it's also a bad sign that things have gotten so bad that and the globalists have gotten so overt in what they're doing that now world government is just out in the open.
[35:32.000 --> 35:40.000]  Private corporate world government anti free market. Remember that. OK. I want to go to a special report here in a moment.
[35:40.000 --> 35:46.000]  We got several more coming up when we start the next hour. I'm going to get into the UN takeover of the Internet.
[35:46.000 --> 35:54.000]  And I mean that's complete mainstream news. But they admit the UN is taking it over. But if you don't like it you're still an extremist.
[35:54.000 --> 36:04.000]  So and the UN by the way does call for restrictions on free speech in article 29 and article 30 of their Universal Declaration of Human Rights.
[36:04.000 --> 36:15.000]  It says you have all these great rights rights to other people's money right to have your guns taken rights to socialism basically rights to collectivism rights to education.
[36:15.000 --> 36:21.000]  All this other baloney. But then it says unless the UN says and then it can anytime at once I turn those off.
[36:21.000 --> 36:37.000]  And that brings me to this next big point that ties into all of the deception that we're seeing. And I actually fell for this on Friday.
[36:37.000 --> 36:52.000]  On November 30th I actually fell for this because I I like Rand Paul. I know Rand Paul for about 14 years and I supported him for the Senate run.
