[00:00:00.000 --> 00:00:26.560]  InfoWars, tomorrow's news, today.
[00:14:33.421 --> 00:14:37.821]  put there to humiliate us he was put there to lower expectations he was put
[00:14:37.821 --> 00:14:44.621]  there to drag us to the mud look at that pathetic mindless pedophile so
[00:14:44.621 --> 00:14:49.741]  that's just some of the news we're gonna get to all of it got the official UN
[00:14:49.741 --> 00:14:53.581]  plan for world law to screw six-year-olds and take them away from
[00:14:53.581 --> 00:14:56.540]  you and rape the living daylights out of says we're gonna take your kids and have
[00:14:56.540 --> 00:15:02.181]  sex with them can't make this up a declaration of pedophilic offensive
[00:15:02.181 --> 00:15:12.501]  against humanity and I got the inflation spikes and the housing costs exploding
[00:15:12.501 --> 00:15:19.221]  and the average American can't even survive we're under total attack and
[00:15:19.221 --> 00:15:23.661]  then I'm the weirdo because I've studied it and I'm aware of it and I don't like
[00:15:23.661 --> 00:15:30.741]  it and I'm trying to warn you but I tell you who's really crazy it's the globalist
[00:15:30.741 --> 00:15:37.141]  they're never gonna get out of this so I guess that's the consolation prize
[00:15:37.141 --> 00:15:42.101]  here they may be killing a whole lot of us and hurting a whole lot of us but in
[00:15:42.101 --> 00:15:46.821]  the end they lit a fire under humanity's ass that when a focused diligent
[00:15:46.821 --> 00:15:51.261]  intelligent committed minority continues to spread the word and resist we will
[00:15:51.261 --> 00:15:56.381]  take back over our systems and we will defeat these scumbags because God is
[00:15:56.381 --> 00:16:01.861]  with us who can stand against us tell us about the products how we support
[00:16:01.861 --> 00:16:07.061]  you how we support all of ourselves and the big event coming up well yeah let's
[00:16:07.061 --> 00:16:11.581]  the first one you obviously can go to mypillow.com use that promo code Alex
[00:16:11.581 --> 00:16:15.501]  and you can get all these great discounts on all of our products and
[00:16:15.501 --> 00:16:20.061]  just by visiting this site you're gonna get a $20 free gift email to you
[00:16:20.061 --> 00:16:23.901]  immediately and there's the biggest special we have right now the 20-year
[00:16:23.901 --> 00:16:30.261]  anniversary my pillow for 1998 for the Queen size normally $69.98 we're
[00:16:30.261 --> 00:16:35.101]  celebrating our anniversary with what my employees love doing best producing
[00:16:35.101 --> 00:16:40.861]  and making the my pillow and the model of businessmen and women with can-do
[00:16:40.861 --> 00:16:45.921]  know-how using the money for Americana freedom to fight the globalist is what
[00:16:45.921 --> 00:16:48.941]  they fear that's what the debanking is about that's what the financial
[00:16:48.941 --> 00:16:52.741]  attacks are about that's why we've got a rush to support mypillow.com and
[00:16:52.981 --> 00:16:57.141]  Infowars.com plus their great products in both places because we are the tip of
[00:16:57.141 --> 00:17:05.221]  the spear when hope and love has been lost and you fall to the ground you must
[00:17:05.221 --> 00:17:13.421]  find a way when the darkness descends and you're told it's the end you must
[00:17:13.421 --> 00:17:19.501]  find a way when God decides to look the other way and a clown takes the throne
[00:17:19.501 --> 00:17:27.701]  we must find a way you will find a way dig down and find faith when you're
[00:17:27.701 --> 00:17:35.021]  close to the edge with a gun to your head you must find a way we have entered
[00:17:35.021 --> 00:17:38.701]  the fray and we will not obey
[00:17:38.701 --> 00:17:42.701]  we must find a way, and find faith
[00:17:42.701 --> 00:17:57.701]  We won't let them divide. We will never abide. We will find a way. Infowars.com
[00:17:58.701 --> 00:18:03.821]  with all the craziness in the world the collapsing borders the war with Russia
[00:18:03.821 --> 00:18:10.061]  the insanity the currency devaluations the economy going crazy you are crazy in
[00:18:10.061 --> 00:18:13.821]  my view if you don't get high-quality storable food and water filtration and
[00:18:13.821 --> 00:18:17.501]  self-defense now we're not selling guns and ammo that's for you to go and get
[00:18:17.501 --> 00:18:20.661]  for yourself and learn how to use if you haven't and I'm preaching the choir on
[00:18:20.661 --> 00:18:24.061]  that but a lot of people got plenty of guns but they don't have enough
[00:18:24.061 --> 00:18:28.461]  storable food or water filtration this is something you need now and we've got
[00:18:28.461 --> 00:18:32.181]  it in the food department and in the high-quality water filtration department
[00:18:32.181 --> 00:18:36.261]  the highest quality food the best water filtration at the lowest prices you're
[00:18:36.261 --> 00:18:40.621]  gonna find and still get quality Infowars.com running a special right now
[00:18:40.621 --> 00:18:46.501]  for 10% off on all storable food and on water and air filtration ladies and
[00:18:46.501 --> 00:18:50.781]  gentlemen you cannot beat this deal our prices are already the lowest at 10% off
[00:18:50.781 --> 00:18:56.141]  it's an insane deal for a limited time go to Infowars.com and get prepared
[00:18:56.141 --> 00:19:03.581]  while you still can in the early 1900s certain companies were off gassing highly
[00:19:03.581 --> 00:19:07.981]  toxic fluoride gases into the atmosphere the surrounding communities
[00:19:07.981 --> 00:19:13.581]  began to get sick laws were enacted to compel these corporations to install
[00:19:13.581 --> 00:19:19.141]  scrubbers to convert these gases into fluorosilicic acid still highly toxic
[00:19:19.141 --> 00:19:24.101]  but containable now these companies had a stockpile of this poison and there was
[00:19:24.101 --> 00:19:27.781]  no affordable way to dispose of it lucky for them one of their major
[00:19:27.781 --> 00:19:32.661]  stockholders was also the Secretary of the Treasury who was responsible for the
[00:19:32.661 --> 00:19:37.821]  Public Health Service at the time and by 1950 the US government began buying
[00:19:37.821 --> 00:19:42.461]  this toxic untreated industrial waste product and dumping it into our
[00:19:42.461 --> 00:19:47.301]  drinking water reputable studies show that it's causing various cancers and
[00:19:47.301 --> 00:19:52.741]  other disease with the Alexa pure Pro you can have clean drinking water and a
[00:19:52.741 --> 00:19:59.861]  remedy to this madness available now at Infowars.com
[00:19:59.861 --> 00:20:08.701]  leading a frontal assault on the lies of the New World Order it's Alex Jones
[00:20:08.680 --> 00:20:32.480]  so if your neighbor hypothetically one afternoon when your child was playing in your front
[00:20:32.480 --> 00:20:38.640]  yard say jumping through your sprinkler walked over to your child and punched him in the nose
[00:20:38.640 --> 00:20:43.600]  and broke their nose I think most men would come out of their front door and beat the
[00:20:43.600 --> 00:20:48.080]  living hell out of that person and when the police arrived you wouldn't go to jail they
[00:20:48.080 --> 00:20:54.860]  pat you on the back and say you did the right thing but when the globalists assault you
[00:20:54.860 --> 00:20:59.160]  with a non-experimental shot they told you it was experimental they'd already experimented
[00:20:59.160 --> 00:21:03.400]  with it and knew exactly what it would do causing a whole list of debilitating and
[00:21:03.400 --> 00:21:15.280]  lethal diseases neurological cardiovascular attacking the fertility systems reproductive
[00:21:15.280 --> 00:21:22.000]  systems we just sit here and we take it because it's such a big attack it's just hard to believe
[00:21:22.000 --> 00:21:30.000]  even though it's all around you so I saw a clip of Dr. Abdul Ali Mohammed explains the
[00:21:30.000 --> 00:21:34.520]  sudden death two-year mark and he gets it almost right from the studies we've covered
[00:21:34.520 --> 00:21:40.200]  probably 30 times here on air on average the mice died in two months they were all dead
[00:21:40.200 --> 00:21:45.880]  within six and a half months remember the exact date was six plus months and mice normally
[00:21:45.880 --> 00:21:50.720]  live a lot longer than that and they died of blood clots they died of strokes their
[00:21:50.720 --> 00:21:55.800]  ovaries their testicles got fried that's what it did so he's on a live discussion with people
[00:21:55.800 --> 00:22:01.600]  they say sir how do we detoxify doctor from the experimental shot and he says it's not
[00:22:01.600 --> 00:22:07.040]  experimental and that's a really good point he makes we call it experimental we were told
[00:22:07.040 --> 00:22:12.720]  as experimental then we're also told oh it was all tested and safe remember when you first saw
[00:22:12.720 --> 00:22:17.400]  it rolled out three years ago the pieces of paper that came with it normally with any drug whether
[00:22:17.400 --> 00:22:22.480]  it would be Ritalin or whether it would be Valium or whether it would be doxycycline or whether it
[00:22:22.480 --> 00:22:27.840]  would be heart medication for blood pressure whatever the prescription drug is it's got that
[00:22:27.840 --> 00:22:31.720]  sheet in it where it was made where it was studied what the side effects were it's like Bible paper
[00:22:31.720 --> 00:22:38.720]  big old giant sheet tiny words you got to read with a magnifying glass that was clear that was
[00:22:38.720 --> 00:22:43.760]  open but they told you safe and effective and it was tested the truth is it was tested to be deadly
[00:22:43.760 --> 00:22:50.760]  but depending on your genetic makeup and depending on how old you were depending on how I'm gonna
[00:22:50.760 --> 00:22:55.000]  shape you were in it had different effects on different people and remember around half the
[00:22:55.000 --> 00:23:02.360]  people got saline all over the world a unified program and then 40% on average got a watered
[00:23:02.360 --> 00:23:07.400]  down version that had some of the really bad stuff in it the nanotech the spike protein all of it
[00:23:07.400 --> 00:23:14.320]  and then depending on the country around 10% some countries 4% 6% there's government studies in
[00:23:14.320 --> 00:23:21.720]  Sweden others dr. Peter McCullough's talked about here on air it's in the studies now to give them
[00:23:21.720 --> 00:23:30.560]  a really strong shot to give you a big old juicy dose of death and that's what Ernest Ramirez jr.
[00:23:30.560 --> 00:23:37.120]  got it's called range finding so they can study and look at the different groups and also confuse
[00:23:37.120 --> 00:23:42.280]  people well why didn't you die but I had a heart attack or why didn't you I died but my wife did
[00:23:42.800 --> 00:23:51.840]  that's happening so let it sink in and understand it's a normal thing to get upset about this I
[00:23:51.840 --> 00:23:57.520]  had crew over the years say man you came into the show with almost no energy and once you don't
[00:23:57.520 --> 00:24:01.160]  already have all this energy are you snorting cocaine during the breaks the answer is no I
[00:24:01.160 --> 00:24:06.600]  hate stimulants other than coffee and some of the products we have are great the brain force
[00:24:06.600 --> 00:24:11.640]  plus the brain force ultra but no I'm fired up because they're killing us I mean if you could
[00:24:11.640 --> 00:24:15.960]  be sitting there after a long day's work at six o'clock in your you know kitchen looking out the
[00:24:15.960 --> 00:24:22.600]  back porch and if you saw a mountain lion this has happened in Texas and California jump the
[00:24:22.600 --> 00:24:26.800]  fence and try to eat your five-year-old that's playing on the jungle gym doesn't matter whether
[00:24:26.800 --> 00:24:32.680]  you weigh 170 pounds or 250 pounds most men or most women and it's happened are gonna run out
[00:24:32.680 --> 00:24:38.200]  they've grabbed butcher knives they've grabbed baseball bats sometimes barehanded women will go
[00:24:38.200 --> 00:24:44.320]  out and jump on a 250 pound mountain lion and start beating the hell out of it and it's happened
[00:24:44.320 --> 00:24:48.040]  in Big Bend Texas it's happened in Northern California it's happening work and and women
[00:24:48.040 --> 00:24:54.800]  will haul that lion off of their child well I'm here trying to hold this damn thing off my neck
[00:24:54.800 --> 00:25:00.600]  and off your neck I'm freaking pissed off man people don't take this serious we get eased in
[00:25:00.600 --> 00:25:12.280]  to taking being murdered and being attacked all day about a month ago my daughter about eight
[00:25:12.280 --> 00:25:16.400]  o'clock at night was brushing her teeth getting ready to go to bed my six-year-old and she's in
[00:25:16.400 --> 00:25:25.760]  my wife and I's bathroom and she's brushing her teeth and I'm sitting across the other sink brushing
[00:25:25.760 --> 00:25:32.200]  my teeth and I see right through my mirror while I brush my teeth a spider going up the mirror
[00:25:32.200 --> 00:25:38.960]  and I've already killed probably 20 brown recluses the last year at our house I've never seen so many
[00:25:38.960 --> 00:25:43.840]  particularly in that bathroom they come about the drain I put a new drain in the tiny hole so they
[00:25:43.840 --> 00:25:48.400]  won't quit quit doing it by that was in Texas knows about the scorpions come into the damn drains
[00:25:48.400 --> 00:25:51.840]  you'll be sitting there in bed turn the light on in the morning and there's a scorpion on the
[00:25:51.840 --> 00:25:58.800]  ceiling the scorpion won't kill you a brown recluse if we had a crew member bitten in October
[00:25:58.800 --> 00:26:03.960]  of last year by a brown recluse great incredible guy loved him so much for family privacy I'm not
[00:26:03.960 --> 00:26:12.320]  gonna say his name bitten by a brown recluse and then it caused a heart infection doesn't just
[00:26:12.320 --> 00:26:16.800]  eat holes in your leg and he dropped dead on Christmas morning loading presents in the car
[00:26:16.920 --> 00:26:27.800]  with his wife to go visit family across town we love him we love you Chris great guy the good die
[00:26:27.800 --> 00:26:37.840]  young 39 years old been here over a decade so I'm sitting there and I go son of a bitch I know
[00:26:37.840 --> 00:26:43.320]  the look of that spider all the way you know sink here in about 10 feet away my wife sink there's my
[00:26:43.320 --> 00:26:48.800]  sink there's bathtub right here I know I see a little that's a brown recluse they're dark brown
[00:26:48.800 --> 00:26:55.480]  fiddle on their back black legs dark brown legs and I and I'm not tough I could have picked up a
[00:26:55.480 --> 00:26:59.320]  piece of tissue I could have picked up something to hit it with but because it was by my daughter
[00:26:59.320 --> 00:27:04.560]  I didn't even think I ran right over and smashed that son of a bitch up against the mirror and it
[00:27:04.560 --> 00:27:11.240]  was a brown recluse and I don't like poison does it attacks your liver but at that point I went to
[00:27:11.240 --> 00:27:17.240]  the store that night and I got spider poison and I sprained it down the drain and in the shower
[00:27:17.240 --> 00:27:21.200]  entry and all that I told my daughter you can't come in there for a month stop trying to take
[00:27:21.200 --> 00:27:24.800]  showers in our bathroom she loves to be in that bathroom you go take one up and you know in your
[00:27:24.800 --> 00:27:32.960]  room and the point is is that when I saw the brown recluse there's one right there when I saw the
[00:27:32.960 --> 00:27:43.080]  brown recluse I didn't sit there and even think I went and I destroyed it because they're just as
[00:27:43.080 --> 00:27:50.360]  bad as a black widow and it killed one of our crew members on Christmas Day they did the autopsy and
[00:27:50.360 --> 00:27:56.320]  they said yeah it was a brown recluse bite rotted a big hole in his chin got an infection with the
[00:27:56.320 --> 00:28:02.760]  toxins in his arteries and ate his heart there they are that's a brown recluse kills way more
[00:28:03.040 --> 00:28:08.760]  than rattlesnakes and water moccasins and mountain lions combined and I'm off the rails here I'm gonna
[00:28:08.760 --> 00:28:14.160]  come back and get all the news now they're killing you but the shots are killing thousands of times
[00:28:14.160 --> 00:28:25.040]  what brown recluses do and it's being done on purpose and I just don't get it why people don't
[00:28:25.040 --> 00:28:34.320]  see a threat when it's in your face that's it going up the mirror I'm at the corner of the
[00:28:34.320 --> 00:28:41.080]  mirror I saw it walls when you and I was like another one well brown recluses are the least
[00:28:41.080 --> 00:28:44.520]  of our problems Bill Gates is the real brown recluse one of the biggest mass murderers in
[00:28:44.520 --> 00:28:50.600]  history and none of us are safe until he stopped info wars.com we're gonna come back with all the
[00:28:50.600 --> 00:29:03.120]  news straight ahead stay with me for everything the globalists hit us with God through Mother
[00:29:03.120 --> 00:29:08.600]  Nature has given us the answer I don't have to sell you on CBD oil full spectrum CBD oil the
[00:29:08.600 --> 00:29:14.200]  incredible things it does for your nerves your brain your entire physiological system for your
[00:29:14.200 --> 00:29:19.320]  nervous system particularly everybody knows it's incredible it works we have the strongest best
[00:29:19.320 --> 00:29:26.480]  CBD oil you're gonna find anywhere at the lowest price yes you can find this same CBD oil for 30%
[00:29:26.480 --> 00:29:33.280]  more because that's who we're getting it from made right here in Central Texas our private label name
[00:29:33.280 --> 00:29:40.760]  is Rebel Zen. Rebel Zen is a private label of one of the top three or four CBD makers in the
[00:29:40.760 --> 00:29:45.000]  country it's based right here in Texas and we're giving it to you at 30% off and here's what's
[00:29:45.000 --> 00:29:50.280]  even crazier 30% off of what they're selling it for they're selling theirs for 30% off what
[00:29:50.280 --> 00:29:54.960]  their competitors are so this is the highest rated already the lowest price now even a lower
[00:29:54.960 --> 00:30:02.360]  price rebels in get yours at info or store.com now it's been three years since we had it we
[00:30:02.360 --> 00:30:07.200]  got it back in stock the amazing 30 parts per million highest quality colloidal silver and
[00:30:07.200 --> 00:30:14.760]  all the great things and all the great uses back in stock limited supply info or store.com 30%
[00:30:14.880 --> 00:30:22.760]  off and it's a very limited supply but we have it back info or store.com silver bullet colloidal
[00:30:22.760 --> 00:30:28.720]  silver the InfoWars live silver bullet colloidal silver has returned silver bullet is the answer
[00:30:28.720 --> 00:30:34.360]  to Alex's extensive search for a powerful colloidal silver product that utilizes high
[00:30:34.360 --> 00:30:40.520]  quality processes to ensure for a truly unique product that has applications for both preparedness
[00:30:40.520 --> 00:30:48.560]  and regular use it is amazing it's got thousands of reviews five-star reviews info or store.com
[00:30:48.560 --> 00:30:54.800]  silver bullet returns to info or store.com and while you're there get some super female
[00:30:54.800 --> 00:31:02.640]  vitality some turbo force some brain force and some brain force ultra we finally have our original
[00:31:02.640 --> 00:31:08.200]  best-selling colloidal silver back in stock with the supply chain breakdowns all the problems the
[00:31:08.200 --> 00:31:14.320]  economy we could not get the highest quality colloidal silver for almost three years back
[00:31:14.320 --> 00:31:20.760]  in stock but now we've got it 30 parts per million from the top lab we got a limited shipment hopefully
[00:31:20.760 --> 00:31:25.280]  we'll have a lot of it the future but if you want to experience and have in your medicine cabinet
[00:31:25.280 --> 00:31:31.720]  have in your preparedness arsenal high quality colloidal silver from the best manufacturer we
[00:31:31.720 --> 00:31:38.280]  have it right now private label under the name silver bullet at info or store.com limited supply
[00:31:38.280 --> 00:31:46.440]  30% off info or store.com silver bullet research loyal silver find out what a game changer it is
[00:31:46.440 --> 00:31:54.360]  and then get yours info or store.com silver bullet back in stock 30% off info or store.com
[00:31:55.160 --> 00:32:03.880]  the globalists are only humans yeah they have control the central banks have a lot of power
[00:32:03.880 --> 00:32:08.160]  but they can be defeated but some of their operations are gonna take decades to stop
[00:32:08.160 --> 00:32:12.640]  but one thing you can do right now is take control of your body and your family's body
[00:32:12.640 --> 00:32:18.440]  by purifying the water that you drink and that you cook with and you do it with the highest quality
[00:32:18.440 --> 00:32:24.160]  gravity-fed filter out there this thing does 10,000 gallons you can sit there put hundreds
[00:32:24.160 --> 00:32:28.840]  of gallons through today it purifies very quickly and it cuts out thousands of chemicals to
[00:32:28.840 --> 00:32:33.320]  non-detectable levels this is what I use which my family uses it's the very best system out there
[00:32:33.320 --> 00:32:39.200]  for the lowest price for a limited time 10% off on top of that exclusively at info or store.com
[00:32:39.200 --> 00:32:44.640]  on the Alexa pure water filtration system in stock and replacement filters for folks that need those
[00:32:44.640 --> 00:32:49.760]  in stock get it today and it funds the info war don't procrastinate this is one of the main areas
[00:32:49.760 --> 00:32:54.160]  we can take control of our lives and stop the globalist from hitting us with poison that they
[00:32:54.160 --> 00:32:58.040]  allow in the water supply in some cases they add the water supply like fluoride
[00:32:58.040 --> 00:33:06.560]  leading a frontal assault on the lies of the New World Order it's Alex Jones
[00:33:08.550 --> 00:33:22.550]  I've got a tiger by the tail it's plain to see. I won't be much when you get through with me.
[00:33:22.550 --> 00:33:32.550]  He never gives up. He's Alex Jones. Broadcasting from deep in the heart of Texas. Worldwide.
[00:33:32.550 --> 00:33:42.550]  Well I thought the day I met you, you were meek as a lamb. Just the kind to fit my dreams and plans.
[00:33:42.550 --> 00:33:51.550]  Now the pace we're living takes the wind from my sails and it looks like I've got a tiger by the tail.
[00:33:51.550 --> 00:34:04.550]  I've got a tiger. I've got a tiger by the tail it's plain to see. I won't be much when you get through with me.
[00:34:04.550 --> 00:34:14.550]  Well I'm a-losing weight and a-turning mighty pale. It looks like I've got a tiger by the tail.
[00:34:14.550 --> 00:34:24.550]  The globalists have got us by the tail. We know what they did. The word's spreading fast. Joe Rogan is completely red-pilled and on fire now.
[00:34:24.550 --> 00:34:30.550]  Don't need to tell you about our long dinner Saturday and what he said. You can just see him say it on air.
[00:34:30.550 --> 00:34:43.550]  You can see what Tucker's doing. What Andrew Tate's doing. What Russell Baran's doing. What everybody else is doing.
[00:34:43.550 --> 00:34:51.550]  And you guys. You're the reason. So don't ever forget that.
[00:34:51.550 --> 00:35:03.550]  I've got a tiger. I've got a tiger by the tail it's plain to see. I won't be much when you get through with me.
[00:35:03.550 --> 00:35:18.550]  You hear that Bill Gates? Well I'm a-losing weight and a-turning mighty pale. It looks like I've got a tiger by the tail.
[00:35:18.550 --> 00:35:22.550]  Coming to you from deep in the heart of Texas I'm your host Ellis Jones.
[00:35:22.550 --> 00:35:26.550]  All right let's get into what made me so mad. I mean a lot of this made me mad.
[00:35:26.550 --> 00:35:33.550]  And I really am working on it. And I pray a little good Lord to not make me go really crazy.
[00:35:33.550 --> 00:35:42.550]  But there's a healthy middle there. Thank God I do care. Thank God you care. Thank God we're not just rolling over.
[00:35:42.550 --> 00:35:50.550]  But kind of like a race car that's got 1,400 horsepower in it and you've got to run an ND 500.
[00:35:51.550 --> 00:35:58.550]  We're only halfway through the race right now and sure we can put the pedal to the metal and probably get a couple of laps ahead everybody.
[00:35:58.550 --> 00:36:05.550]  But our engine's going to blow. So we got to ease back and just stay in the lead.
[00:36:05.550 --> 00:36:14.550]  And only push the engine so far. And not get violent until we've taken control of the judiciary.
[00:36:14.550 --> 00:36:33.550]  And then we can bring redemption and retribution and vengeance that is the Lord's to the criminals that have committed this psychotic mass murder operation that would make Adolf Hitler blush.
[00:36:44.550 --> 00:37:13.550]  Let's start with this video. And then let's get into how they're murdering everybody.
[00:37:15.550 --> 00:37:21.550]  You like them killing you and your family? They're just getting started.
[00:37:21.550 --> 00:37:28.550]  So let's hear from this doctor talking about the studies which we've covered here. It's all real.
[00:37:28.550 --> 00:37:31.550]  And then let's get into what they're currently doing. Here it is.
[00:37:31.550 --> 00:37:40.550]  First and second dose. Is there anything that they can do to mitigate any risk associated with taking a vaccine?
[00:37:41.550 --> 00:37:48.550]  What can they do to protect themselves against what they've already done?
[00:37:48.550 --> 00:37:54.550]  OK, well, let me let me correct something that is a part of the disinformation campaign.
[00:37:54.550 --> 00:38:01.550]  Everybody has been told that this is an experimental vaccine, that it hasn't been tested and all of that.
[00:38:01.550 --> 00:38:04.550]  That's not true. It has been tested.
[00:38:05.550 --> 00:38:13.550]  When they tested the MRNA vaccine technology, they first tested it in humanized mice.
[00:38:13.550 --> 00:38:21.550]  And after two months, 100 percent of the mice had died.
[00:38:21.550 --> 00:38:27.550]  They did the same experiment injecting the MRNA technology into monkeys.
[00:38:27.550 --> 00:38:32.550]  And the same result, 100 percent death rate.
[00:38:32.550 --> 00:38:38.550]  And at autopsy, that MRNA was found in every organ throughout the body.
[00:38:38.550 --> 00:38:41.550]  So, again, we have to correct the record.
[00:38:41.550 --> 00:38:48.550]  They did an experiment to prove that the MRNA technology is 100 percent lethal.
