[00:00.000 --> 00:16.520]  He aligns himself with the truth and it's time for you to choose a side you're listening
[03:11.240 --> 03:18.440]  This is why 94% of the American people distrust the mainstream media, because this is the
[03:18.440 --> 03:24.960]  kind of crap insulting our intelligence that they come out with on a regular basis.
[03:24.960 --> 03:31.920]  And lo and behold, the leftist media is already demonizing anyone who questions fainting Hillary
[03:31.920 --> 03:37.600]  as a sexist, when in reality fainting Hillary is unfit for office.
[03:37.600 --> 03:43.520]  And all the media outlets who said I was a conspiracy theorist for questioning her health,
[03:43.520 --> 03:49.560]  even as top doctors said the same thing, well, they all owe me a massive apology.
[03:49.560 --> 03:55.360]  Within minutes of this occurring, the media was out regurgitating Hillary campaign talking
[03:55.360 --> 03:58.600]  points about how she just felt a little unwell.
[03:58.600 --> 04:00.480]  She overheated.
[04:00.480 --> 04:05.040]  Even though Fox News' Rick Leventhal said that it wasn't a particularly hot day in New
[04:05.040 --> 04:08.240]  York, this is a complete cover up.
[04:08.240 --> 04:15.840]  The video footage clearly shows that Hillary is incredibly sick, she's unfit for office,
[04:15.840 --> 04:23.360]  and this is not a conspiracy theory, as the media has been claiming for the past month.
[04:23.360 --> 04:27.720]  That was the YouTube video that went up a couple of hours ago, and I never thought that
[04:27.720 --> 04:33.600]  when I first reignited this issue with a viral video that got over four million views back
[04:33.600 --> 04:41.200]  over a month ago now, that this would become the main presidential issue for Hillary Clinton.
[04:41.200 --> 04:46.520]  I thought it would be amongst them, but this has now become the prime issue that could
[04:46.520 --> 04:52.720]  make or break Hillary Clinton, and the media cover up is in high gear.
[04:52.720 --> 04:54.680]  We'll get more into it after the break.
[04:54.680 --> 05:00.360]  From the Alex Jones Show Live Infowars.com article up by campus reform tampons coming
[05:00.360 --> 05:02.960]  to men's rooms at Brown University.
[05:02.960 --> 05:03.960]  That's right.
[05:03.960 --> 05:08.040]  Brown University student body president will be hand delivering menstrual products to
[05:08.040 --> 05:13.440]  all non-residential bathrooms on campus, including men's rooms with the help of 20 other students.
[05:13.440 --> 05:16.880]  The president of the undergraduate council students announced the initiative in a campus
[05:16.880 --> 05:22.440]  wide email Tuesday saying he wants to communicate the message that not all people who menstruate
[05:22.440 --> 05:23.440]  are women.
[05:23.440 --> 05:28.240]  Haha, there's been a lot of conversation about why pads and tampons are a necessity.
[05:28.240 --> 05:30.120]  Not a luxury, but not a lot of action.
[05:30.120 --> 05:33.160]  We wanted to take it into our own hands, says the president.
[05:33.160 --> 05:37.800]  Low-income students struggle with having the necessary funding for food, let alone tampons.
[05:37.800 --> 05:41.800]  By putting menstrual products in women's and men's and gender-exclusive bathrooms,
[05:41.800 --> 05:46.400]  he has set a tone of trans-inclusivity and will not forget that they're an important
[05:46.400 --> 05:51.880]  part of the population, but is under no illusions that the effort will be universally popular.
[05:51.880 --> 05:54.800]  Yeah, because men don't menstruate.
[05:54.800 --> 06:24.720]  You can find more reports like this at infowars.com.
[06:24.720 --> 06:31.040]  We've had another fateful incident today.
[06:31.040 --> 06:36.040]  You wouldn't know it, looking at Facebook and Twitter, which has completely censored
[06:36.040 --> 06:42.840]  any hashtags relating to this, despite the fact that it's the biggest news story in weeks,
[06:42.840 --> 06:44.440]  if not months.
[06:44.440 --> 06:52.560]  Hillary Clinton visited a 9-11 memorial event in New York City.
[06:52.560 --> 06:59.120]  Now later emerged of her stumbling, swooning, swaying, being held up by numerous people,
[06:59.120 --> 07:03.440]  falling to the ground as she attempted to get into a van.
[07:03.440 --> 07:09.040]  Again, you wouldn't know that from what the media reported and from what the Clinton campaign
[07:09.040 --> 07:10.040]  said.
[07:10.040 --> 07:17.880]  They said, initially, she felt a little unwell, she felt a little overheated, despite the fact
[07:17.880 --> 07:22.760]  that it was the coolest day in New York or amongst them for a month.
[07:22.760 --> 07:24.800]  She just felt a little bit unwell.
[07:24.800 --> 07:31.120]  She went to her daughter, Chelsea's apartment in New York to recuperate, 90 minutes later
[07:31.120 --> 07:37.240]  she was fine, she was smiling, she was saying what a beautiful day it was in New York City.
[07:37.240 --> 07:43.360]  What they didn't tell you was the fact that citizen journalists filmed Hillary Clinton
[07:43.360 --> 07:49.800]  basically fainting, collapsing, and you wouldn't have known that if they were able to carry
[07:49.800 --> 07:51.160]  out this cover-up.
[07:51.160 --> 07:55.880]  For 90 minutes, they told the media nothing.
[07:55.880 --> 08:01.280]  Hillary Clinton is followed around by this pool of journalists now everywhere she goes.
[08:01.280 --> 08:08.520]  They're on her campaign plane, but even they, the sycophants, the softballers were kept
[08:08.520 --> 08:14.280]  away from Hillary Clinton for 90 minutes while they tried to run this cover-up.
[08:14.280 --> 08:16.760]  They thought they could get away with it.
[08:16.760 --> 08:21.960]  As I reported there in the video which you just heard, they had the pro-Clinton mouthpiece
[08:21.960 --> 08:26.680]  media firmly on their side for the first couple of hours.
[08:26.680 --> 08:30.920]  They regurgitated the lie, whole cloth.
[08:30.920 --> 08:35.800]  She felt a little unwell, she overheated, she went to Chelsea's apartment, she came
[08:35.800 --> 08:39.640]  out 90 minutes later, she was perfectly fine.
[08:39.640 --> 08:43.960]  What actually happened, if you watched the video which they thought would not come out
[08:43.960 --> 08:51.040]  despite the fact we now have it from two different angles, again, she's leaning against the bollard.
[08:51.040 --> 08:56.120]  If you look at the clip in high definition, some weird metallic object appears to fall
[08:56.120 --> 08:58.280]  out of her pant leg.
[08:58.280 --> 09:02.680]  Now that could have been something that broke off the bollard, but again, absolutely bizarre.
[09:02.680 --> 09:07.640]  She's leaning up against this bollard, she's got two people holding her up, she's swooning,
[09:07.640 --> 09:13.040]  she's swaying, she then falls over the curb before she even gets to the van.
[09:13.040 --> 09:15.760]  She then falls down again.
[09:15.760 --> 09:19.400]  The secret service have to stoop, they have to pick her up.
[09:19.400 --> 09:25.160]  She's clearly collapsed, and yet what do we see the media reporting?
[09:25.160 --> 09:30.960]  This is what NBC News reported, just to give you a little example here.
[09:30.960 --> 09:36.160]  Hillary Clinton abruptly left a 9-11 memorial service in New York City after apparently
[09:36.160 --> 09:42.640]  feeling ill Sunday morning, but she was later seen looking okay and saying it was a beautiful
[09:42.640 --> 09:43.640]  day.
[09:43.640 --> 09:48.440]  A statement from her campaign after she left the memorial said, quote, Secretary Clinton
[09:48.440 --> 09:53.160]  attended the September 11 commemoration ceremony for just an hour and 30 minutes this morning
[09:53.160 --> 09:56.480]  to pay her respects and greet some of the families of the fallen.
[09:56.480 --> 10:01.880]  During the ceremony, she felt overheated, so departed to go to her daughter's apartment
[10:01.880 --> 10:04.520]  and is feeling much better.
[10:04.520 --> 10:09.400]  That is how NBC News reported this video.
[10:09.400 --> 10:16.640]  They didn't even mention any of the details, the quite clearly shocking details that are
[10:16.640 --> 10:18.200]  seen in the video.
[10:18.200 --> 10:23.080]  They merely said, oh, she was seen after looking perfectly okay, said it was a beautiful day.
[10:23.080 --> 10:25.600]  End of story, end of discussion.
[10:25.600 --> 10:30.880]  Let's regurgitate a press release from the Clinton campaign, and that's going to wrap
[10:30.880 --> 10:34.680]  up the cover-up for NBC News again.
[10:34.680 --> 10:38.800]  Absolutely brazen lying by omission.
[10:38.800 --> 10:40.640]  You want another example?
[10:40.640 --> 10:42.360]  Look at the Associated Press.
[10:42.360 --> 10:50.400]  Look how the Associated Press reported on this shocking footage of Hillary Clinton collapsing.
[10:50.400 --> 10:52.800]  This was the Associated Press's headline.
[10:52.800 --> 10:59.120]  Clinton, I'm feeling great, was overheated at 9-11 event.
[10:59.120 --> 11:07.360]  How on planet Earth can that represent a fair portrayal of what you see in that video?
[11:07.360 --> 11:10.840]  Again, this is the Associated Press's headline.
[11:10.840 --> 11:16.480]  Clinton, I'm feeling great, was overheated at 9-11 event.
[11:16.480 --> 11:21.160]  Not a single reference to the actual detail of the video.
[11:21.160 --> 11:22.680]  I mean, it gets even worse.
[11:22.680 --> 11:24.800]  Look at Politico.
[11:24.800 --> 11:29.000]  Look how Politico reported on this shocking footage.
[11:29.000 --> 11:31.000]  Quo.
[11:31.000 --> 11:38.040]  Video posted on Twitter shows a woman that appears to be Clinton briefly swooning before
[11:38.040 --> 11:40.040]  being helped into a van.
[11:40.040 --> 11:41.800]  Okay, number one.
[11:41.800 --> 11:47.280]  They then even confirm that the woman in the clip is Hillary Clinton.
[11:47.280 --> 11:51.120]  That's how castrated our mainstream media is.
[11:51.120 --> 11:56.320]  Despite the fact she's surrounded by the same Secret Service agents that have followed Hillary
[11:56.320 --> 12:00.400]  Clinton everywhere for the past year plus.
[12:00.400 --> 12:06.200]  They then even confirm that the woman in the clip is Hillary Clinton.
[12:06.200 --> 12:11.240]  Never mind accurately describe what's in the actual footage.
[12:11.240 --> 12:14.600]  She briefly swooned before being helped into a van.
[12:14.600 --> 12:19.520]  Well, that doesn't describe her almost falling over, leaning back against a pillar, being
[12:19.520 --> 12:25.360]  held up by two people, falling over the curb, being picked up by two more people, falling
[12:25.360 --> 12:26.360]  over again.
[12:26.360 --> 12:29.360]  It doesn't quite cover the details there, does it?
[12:29.360 --> 12:30.360]  No.
[12:30.360 --> 12:31.360]  She swooned.
[12:31.360 --> 12:32.680]  She just felt a little bit unwell.
[12:32.680 --> 12:37.040]  Just overheated a little bit before she was helped into a van.
[12:37.040 --> 12:38.040]  She collapsed.
[12:38.040 --> 12:43.000]  And they then even say that it was Hillary Clinton in the footage.
[12:43.000 --> 12:44.000]  Absolutely unbelievable.
[12:44.000 --> 12:51.440]  They went on to report that they had to ask the Clinton campaign if the footage was authentic.
[12:51.440 --> 12:54.760]  This has circulated on Twitter for hours.
[12:54.760 --> 12:56.560]  It's clearly Hillary Clinton.
[12:56.560 --> 13:02.880]  She's surrounded by the same Secret Service agents and they still have to ask if the footage
[13:02.880 --> 13:03.880]  is authentic.
[13:03.880 --> 13:05.440]  Did she even swoon?
[13:05.440 --> 13:06.960]  Was it even Hillary Clinton?
[13:06.960 --> 13:10.200]  Maybe that's just a big conspiracy theory.
[13:10.200 --> 13:17.240]  Again, we've been called conspiracy theorists for over a month after we reignited this issue.
[13:17.240 --> 13:22.440]  Those people are all going to have to eat their words tonight.
[13:22.440 --> 13:30.640]  No honest journalist can claim that this is a conspiracy theory ever again.
[13:30.640 --> 13:35.560]  And again, you go back to the overheating explanation.
[13:35.560 --> 13:38.200]  We saw the same thing in Ohio earlier this week.
[13:38.200 --> 13:45.280]  Of course, Clinton had a massive four-minute-long coughing fit during her speech in Cleveland,
[13:45.280 --> 13:46.280]  Ohio.
[13:46.280 --> 13:51.480]  Of course, before that, we got the footage of the gurney, the hospital bed, being wheeled
[13:51.480 --> 13:57.000]  out of an ambulance that was in the convoy in the motorcade of Hillary Clinton.
[13:57.000 --> 14:00.600]  Again, the mainstream media refused to report on that.
[14:00.600 --> 14:03.280]  She has the four-minute coughing fit.
[14:03.280 --> 14:07.440]  She has another coughing fit on the plane with the journalists.
[14:07.440 --> 14:08.560]  And what do the media do?
[14:08.560 --> 14:10.040]  How do they report on this?
[14:10.040 --> 14:14.760]  Well, they say it was due to high pollen counts.
[14:14.760 --> 14:18.920]  Allogens in Cleveland, Ohio on that day were particularly high.
[14:18.920 --> 14:20.280]  And that's what explains it.
[14:20.280 --> 14:24.720]  Well, no, we actually looked at the weather reports and all the allergen counts for each
[14:24.720 --> 14:29.200]  different type of pollen were all low or moderate.
[14:29.200 --> 14:31.760]  They got caught in a massive lie.
[14:31.760 --> 14:34.240]  They've been caught once again.
[14:34.240 --> 14:40.680]  Regurgitating the Clinton campaign that she overheated on one of the coolest days in New
[14:40.680 --> 14:43.920]  York City for the past month.
[14:43.920 --> 14:46.720]  This is at the Washington Examiner.
[14:46.720 --> 14:53.840]  Clinton overheated on coolest day, just 75 degrees breezy, adding to the mystery of Hillary
[14:53.840 --> 14:59.000]  Rodden Clinton's health episode Sunday requiring her to be whisked away from a 9-11 ceremony
[14:59.000 --> 15:04.840]  at New York's ground zero was the temperature of just 75 to 77 degrees, one of the coolest
[15:04.840 --> 15:07.400]  in the past month.
[15:07.400 --> 15:12.520]  Weather Underground said it was 75 degrees at this time, a day after it reached 94 when
[15:12.520 --> 15:16.280]  it was also extremely muggy in downtown New York City.
[15:16.280 --> 15:20.080]  So this is one of the coolest days in months, 75 degrees.
[15:20.080 --> 15:21.160]  It's in the morning.
[15:21.160 --> 15:25.560]  You have a breeze, little humidity again.
[15:25.560 --> 15:28.440]  This is what the Clinton campaign spokesman said.
[15:28.440 --> 15:34.040]  During this ceremony, she felt overheated, so departed to go to her daughter's apartment
[15:34.040 --> 15:36.560]  and is feeling much better.
[15:36.560 --> 15:41.800]  So again, the media regurgitated this without question.
[15:41.800 --> 15:49.160]  It turned out almost instantly to be a brazen, flagrant lie, just like the high pollen counts.
[15:49.160 --> 15:55.080]  The explanation that Hillary overheated is part of this ongoing cover-up will be back
[15:55.080 --> 16:23.880]  on the Alex Jones show after the break, don't go away.
[16:23.880 --> 16:50.960]  The
[16:50.960 --> 16:55.600]  825-33139, Infowars Life, Secret 12.
[17:20.960 --> 17:32.680]  Become a member. It discounts on the amazing products and free shipping when you sign up for auto-ship and you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[17:32.680 --> 17:44.320]  Another win-win. That's why I'm a member of the young Jebedee team at InfowarsTeam.com and you can be too. It's simple. Just go to InfowarsTeam.com today. Complete a short sign up and you're part of the team.
[17:44.320 --> 17:55.320]  That's InfowarsTeam.com or InfowarsHealth.com. So many people call into my radio show and tell me how young Jebedee and the products at InfowarsTeam.com have changed their lives. Check it out for yourself today.
[18:15.320 --> 18:33.320]  With concentrated organic compounds like cilantro, milk thistle, phobic acid, orange peel, zeolites and others, deep cleanse doesn't hold back. Instead of buying five, six or even seven different cleansing products, we use decades old scientific research to put together the Rolls Royce of all-in-one cleansing.
[18:33.320 --> 18:47.320]  Look, there's a reason deep cleanse is the only product on the market that uses our proprietary spike-GRX herbal processing technique. We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[18:47.320 --> 18:57.320]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfowarsLife.com. That's InfowarsLife.com or call 888-253-3139.
[18:57.320 --> 19:06.320]  Brainforce, it's completely different. Try a bottle of it. Rob Doe joins us. You worked, I guess, like 20 plus hours. Tell us what Brainforce did.
[19:06.320 --> 19:17.320]  I've been working all day. I took a couple hours off coaching basketball. I get in here at 8.30. I was kind of run down. You know, I just didn't feel like I was going to make it. And I really wanted to do a good job on the interview.
[19:17.320 --> 19:24.320]  I got my bottle of Brainforce right there. I popped two of them and about 20 minutes later, it's like bing. Everything just kind of clears up.
[19:24.320 --> 19:37.320]  It's got four and a half stars. People really love it. Read about it. Find out why third-party nutraceutical sites give it such high praise because it really does have the best organic-based systems that will blow your socks off.
[19:37.320 --> 19:47.320]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brainforce. I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brainforce and came in.
[19:47.320 --> 19:56.320]  You will find Brainforce and other game-changing products at infowarslife.com or call 888-253-3139.
[20:17.320 --> 20:35.320]  It's been a particularly bad weekend for Hillary Clinton.
[20:35.320 --> 20:48.320]  On Friday night, we had her labelling Trump supporters a basket of deplorables basically saying that millions of American people were racist, homophobes, Islamophobes.
[20:48.320 --> 20:52.320]  She had to walk that back. She had to apologize for that comment.
[20:52.320 --> 21:06.320]  She probably thought that that was the worst that it would get in terms of scandal, in terms of bad optics for this weekend, but no. Fainting Hillary collapsed.
[21:06.320 --> 21:12.320]  Her campaign tried to cover it up. They didn't know that a video of the incident was out there.
[21:12.320 --> 21:29.320]  They had a secret service personnel break protocol and immediately crowd around her again, not staying right by her side but standing in front of her to try and block the media or anyone with a cell phone camera from filming this footage.
[21:29.320 --> 21:42.320]  Again, half the media is still in cover-up mode. You have the likes of CNN, NBC News, refusing to even report on the details of the video, at least at the top of their stories.
[21:42.320 --> 21:53.320]  You have blatant Clinton front groups like Think Progress reporting mainstream media sensationalizes incident and braces Clinton health conspiracy.
[21:53.320 --> 22:07.320]  And then you have some actual honest mainstream media. And again, as I said at the start of the show, no honest journalist can claim this is a conspiracy theory ever again.
[22:07.320 --> 22:21.320]  Because that's what they've been calling me. That's what they've been calling Alex Jones, Infowars, Breitbart, Drudge, Hannity, anyone that raises this issue for the past month, for the past six weeks, that we're conspiracy theorists.
[22:21.320 --> 22:38.320]  They threatened outright the mainstream media just a few days ago after Hillary had her coughing bit in Ohio, pressuring them, threatening them, publicly shaming them not to cover Hillary Clinton's health issues.
[22:38.320 --> 22:51.320]  Saying that this was a fringe subject, that anyone who dared to invoke this, even report on it, was again in league with the racist alt-right, the fringe conspiracy theorists.
[22:51.320 --> 22:59.320]  Well, now it's a central issue in the presidential campaign. And at least some of the media are being honest about it.
[22:59.320 --> 23:09.320]  I mean, they can hide it no longer when the evidence is that blatant, that in your face. This is out of political. It came out just about an hour ago.
[23:09.320 --> 23:19.320]  Clinton scare shakes up the race. Physical weakness caught on camera turns health conspiracy into a legitimate campaign concern.
[23:19.320 --> 23:32.320]  Of course, we told you all along that it wasn't a conspiracy when you had top doctors, neurological experts, people like Dr. Drew coming out and saying the exact same thing that we were saying.
[23:32.320 --> 23:40.320]  They were publicly shamed into silence. Dr. Drew lost his show. They tried to threaten the media out of reporting on this.
[23:40.320 --> 23:50.320]  You know, I was on the Alex Jones show, I remember a couple of weeks ago, and I was asked, in fact, I was asked on several different shows, how's this going to play out in future?
[23:50.320 --> 23:54.320]  Where do you see this Hillary health conspiracy going? And I said words to the effective.
[23:54.320 --> 24:01.320]  Well, she's going to have more fainting fits. She's going to have more coughing fits. They're only going to get worse.
[24:01.320 --> 24:07.320]  And this will continue to catapult the controversy. And that's proven accurate today.
[24:07.320 --> 24:17.320]  So now in the face of outright evidence that she has serious health problems, some of the media are being forced to be honest.
[24:17.320 --> 24:34.320]  Again, this is political. Hillary Clinton's health, along the obsession of conspiracy theorists, you know, people who can rationally judge evidence for what it is and not just dismiss anything based on the word of Hillary Clinton's
[24:34.320 --> 24:44.320]  own internist or own physician. Remember, the mainstream media used that for weeks as evidence, like, like it was some kind of objective fact when it wasn't.
[24:44.320 --> 24:59.320]  Along the obsession of conspiracy theorists emerged Sunday as a legitimate campaign issue after Clinton nearly swooned and stumbled nearly even in this admission that it's a central presidential campaign issue.
[24:59.320 --> 25:13.320]  They're still lying in the first paragraph nearly swooned. She fell over twice. I mean, watch the video. It's not difficult to see Clinton nearly swooned and stumbled at a September 11 commemoration,
[25:13.320 --> 25:24.320]  underscoring the sense that summer short thing candidate is teetering at the worst possible moment. And again, Scott Adams, the creator of Dilbert gets into this in another article, which we'll get on to.
[25:24.320 --> 25:39.320]  Just the sheer optics of this 9 11 anniversary in the face of our enemies. She's swooning. She's stumbling. She's falling over. Not very good optics.
[25:39.320 --> 25:51.320]  The political article continues. The incident captured on cell phone video showing the wobbly Democratic candidate being lifted into the vehicle by her aides after leaving a memorial service at the site of the World Trade Center attack.
[25:51.320 --> 25:59.320]  Comes after two weeks of tightening polls that've seen Trump close to within striking distance nationally and in some battleground states.
[25:59.320 --> 26:08.320]  And it capped off arguably the worst 48 hours of her general election campaign that began when she called Trump supporters deplorables.
[26:08.320 --> 26:18.320]  So you have Politico admitting that now it's a central campaign issue. You have the Washington Post. Imagine my shock doing exactly the same thing.
[26:18.320 --> 26:33.320]  And this article was written by Chris Killiza. Now, this is the same guy who on September 6, just five days ago, put out an article entitled, Can we just stop talking about Hillary Clinton's health now?
[26:33.320 --> 26:41.320]  This issue is beyond ridiculous. That was five days ago he put out that headline. Two days after that he put out this headline.
[26:41.320 --> 26:51.320]  Why I wrote about John McCain's health in 2008 and don't think we should write about Hillary's health now. Again, he wrote that article three days ago.
[26:51.320 --> 27:02.320]  He's looking a little bit stupid now. But in one sense you have to admire his honesty because this is the headline of Chris Killiza's article in the Washington Post today.
[27:02.320 --> 27:13.320]  Hillary Clinton's health just became a real issue in the presidential campaign. So here's a guy who completely poo pooed it as little as five days ago said it was a conspiracy theory.
[27:13.320 --> 27:25.320]  Now even he admits and you have to respect his honesty because most of the mainstream media aren't honest. He's admitting that it's a core issue in the presidential campaign.
[27:25.320 --> 27:40.320]  The article states Hillary Clinton falling ill Sunday morning at a memorial service on the 15th anniversary of the September 11 attacks will catapult questions about her health from the ranks of conservative conspiracy theory to perhaps the
[27:40.320 --> 27:54.320]  central debate in the presidential race over the coming days. Again, this is in the Washington Post. This is the guy who dismissed the whole issue as a conspiracy theory as little as three days ago.
[27:54.320 --> 28:13.320]  Again, he quotes the Clinton campaign's cover up statement that she just felt overheated and now feels much better. He says, quote, what that statement leaves out is that a it came 90 minutes after Clinton left the ceremony and be reporters or even a
[28:13.320 --> 28:27.320]  reporter were not allowed to follow her and that is key. They covered it up. They kept the reporters away and see the temperature in New York City at the time of Clinton's overheating was in the low 80s.
[28:27.320 --> 28:35.320]  Well, actually it was in the mid to high 70s. So it was even cooler than that. The heat wave over the Eastern United States broke last night this morning.
[28:35.320 --> 28:45.320]  So the heat wave was over, but they're still blaming the heat wave, even though it was one of the coolest days in New York for the past month.
[28:45.320 --> 28:55.320]  But credit to Chris Khaliza, he's one of the few honest mainstream media journalists who now admits this is a central core issue of the presidential campaign.
[28:55.320 --> 28:57.320]  It could hot cost Hillary the election.
[28:57.320 --> 29:05.320]  Well, pharmacist Ben Fuchs here, host of the Bright Side. And as many of you know, I'm on a mission to help Americans get and stay healthy. You've all heard the shocking statistics.
[29:05.320 --> 29:15.320]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman and child in this country, obesity, diabetes, cancer, heart disease and autoimmune illnesses are rampant.
[29:15.320 --> 29:22.320]  One out of three or four people is dealing with some kind of health challenge and everyone knows at least one person with a degenerative disease.
[29:22.320 --> 29:32.320]  If you're dealing with a health challenge or if you're healthy and want to maintain your vigor and longevity and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives
[29:32.320 --> 29:43.320]  to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats and amino acids it needs to do its healing work, you need to check out InfowarsTeam.com.
[29:43.320 --> 29:49.320]  Give your body the gift of good nutrition. Head over to InfowarsTeam.com. Your body will be very grateful.
[29:49.320 --> 29:55.320]  On the web at InfowarsTeam.com. That's InfowarsTeam.com.
[30:20.320 --> 30:31.320]  It removes up to 99.999% of impurities including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants and hormones.
[30:31.320 --> 30:46.320]  Filter capacity up to 5,000 gallons, stainless fuel construction, easy assembly, low maintenance, replacement filters are simple to install and now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[30:46.320 --> 30:57.320]  This is a limited time offer so order your unit today and receive free shipping and $20 off. Go to InfowarsStore.com or call 888-253-3139.
[30:57.320 --> 31:02.320]  Not a group you develop living defense for us. It took you over a year to do it. Why is this so good?
[31:02.320 --> 31:07.320]  Because people are actually waking up to the problem that pretty much scares me the most.
[31:07.320 --> 31:20.320]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now, we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[31:20.320 --> 31:28.320]  Right now, with all the refugees spreading disease around, we have biological warfare going on everywhere. These are all parasites.
[31:28.320 --> 31:30.320]  Tell us about all the stuff I said. There's so many things that are in it.
[31:30.320 --> 31:38.320]  You have the neem in there. You have the organic clove bud, the organic wormwood. I recommend doing the parasite plans at least twice a year.
[31:38.320 --> 31:44.320]  All right. Well, I'm glad we've got some back in because I'm going back on it today. It just came back in yesterday. Living Defense, InfowarsLive.com.
[31:44.320 --> 31:51.320]  And folks, you can't lose full of stuff that's great for your body, period. And you support the broadcast, InfowarsLive.com.
[31:51.320 --> 32:00.320]  Thank you, Dr. Group, from the Global Healing Center. Thank you so much for all your work, sir, on this great product.
[32:22.320 --> 32:27.320]  As it still is worsening today, I was there telling you how to prepare yourself and your family.
[32:27.320 --> 32:40.320]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[32:40.320 --> 32:48.320]  You can pull these studies up for yourself. This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[32:48.320 --> 32:57.320]  Stock up on Survival Shield X2 today at InfowarsLive.com, or by calling 888-253-3139.
[33:18.320 --> 33:34.320]  From time to time, we've been tempted to believe that society has become too complex to be managed by self-rule, that government by an elite group is superior to government for, by, and of the people.
[33:34.320 --> 33:40.320]  The Alex Jones Show, because there is a war on for your mind.
[33:40.320 --> 34:03.320]  Well, for the last month, the mainstream media has called myself, has called Alex Jones, Mike Sernovich, Stefan Molyneux, Sean Hannity, Matt Derodge, Breitbart, anyone who raised the issue of Hillary Clinton's health a conspiracy theorist, they laughed at us, they said it was a non-issue.
[34:03.320 --> 34:12.320]  They said it was debunked, because, oh, Hillary Clinton's personal physician said she's perfectly okay. Well, it wasn't debunked.
[34:12.320 --> 34:24.320]  And now those people have got egg on their faces. They all owe us apologies. Chris Hayes, MSNBC, Rachel Maddow.
[34:24.320 --> 34:39.320]  They all owe us apologies. And we're going to get into that issue again here later in the show. But first, I want to tell you on the subject of Rachel Maddow about the Mr. Rachel Maddow Special at infowarstore.com.
