[00:00.000 --> 00:02.000]  We've got it
[05:21.200 --> 05:28.640]  It's NSF 42 certified optional fluoride filters can reduce fluoride up to 95 percent easy to set up and use
[05:28.640 --> 05:36.040]  Doesn't require electricity purify water from lake streams ponds and wells this filter system leaves in beneficial minerals
[05:36.040 --> 05:43.320]  Which is key save money by not buying bottled water and avoid BPA that leaches from the plastic propure is the best gravity-fed filter out
[05:43.320 --> 05:48.560]  There it's what my family uses info wars.com already has the lowest price on propure
[05:48.560 --> 05:54.200]  But if you add the promo code water at checkout you get an additional 10% off at info wars.com
[05:54.200 --> 05:58.560]  You can also call to order 888-253-3139
[06:01.680 --> 06:07.560]  We now take you live to the central Texas command center and the heart of the resistance
[06:07.560 --> 06:25.440]  You're listening to the Alex Jones show
[06:38.560 --> 06:43.960]  Monday through Friday, I am live
[06:44.560 --> 06:51.080]  12 noon to 3 p.m. Eastern with the weekday show and then I come back live every single Sunday
[06:51.720 --> 06:58.040]  4 to 6 p.m. Central Standard Time 5 to 7 Eastern now that is 2 to
[06:59.200 --> 07:02.120]  5 or I guess that would be 2 to 4
[07:02.120 --> 07:07.920]  In the Pacific 3 to 5 mountain, but it's all academic again
[07:07.920 --> 07:14.200]  Thank you so much for joining us on this Sunday the 25th day of November
[07:15.640 --> 07:22.600]  2012 and we have again just a ton of key information that we're going to be covering today
[07:23.440 --> 07:29.360]  Coming up later in the hour. I just wanted to read a small stack of just the police state news
[07:29.360 --> 07:31.360]  today
[07:32.760 --> 07:37.280]  Just the out-of-control government news today
[07:38.480 --> 07:42.600]  Where violent criminals are allowed to go free, but the general public is
[07:43.440 --> 07:48.520]  Savagely abused by the system because the system sees you as the food
[07:49.120 --> 07:53.760]  Soylent green is made out of people. They don't want to physically eat you at least not yet
[07:53.760 --> 08:01.360]  But the bureaucracy and the megacorporations that are anti-free market monopolistic that control us through government and shut down their
[08:01.440 --> 08:07.280]  Competitions through government. They extract your labor and your energy and to control you
[08:07.280 --> 08:11.000]  They've distorted the educational process to where we have a dumbed-down
[08:11.840 --> 08:16.880]  Arrested development population that does not have any idea how this world even operates
[08:16.880 --> 08:20.200]  Let me just give you a few of these headlines first off some good news
[08:21.080 --> 08:22.240]  some
[08:22.240 --> 08:27.720]  Some sanity here Piedmont officer is fired over public
[08:28.440 --> 08:31.840]  urination ticket the three-year-old was seen
[08:33.120 --> 08:35.960]  Running around the front yard and peed up against a tree
[08:37.360 --> 08:41.760]  And I thought you weren't a red-blooded southerner unless you peed in your backyard
[08:42.760 --> 08:46.200]  But but the point is is the good neighbor call the police, of course
[08:46.200 --> 08:52.160]  Can't pass up any reason to call the police and the police came and knocked on the door and gave her a
[08:53.040 --> 08:57.160]  $2,500 ticket and they'd like to of course make the child a sex offender if they could
[08:57.840 --> 09:03.000]  But the police chief has fired the officer who ought to move to North Korea
[09:03.840 --> 09:09.080]  Don't worry though. The union will get him reinstated. This is all just for show. That's up in Oklahoma
[09:09.640 --> 09:15.440]  Florida woman arrested on charge. She rode Manatee. Manatee's come up. I want to swim with you. That's NBC
[09:15.440 --> 09:18.000]  And they want to put her in jail for a couple of years
[09:18.720 --> 09:20.480]  for that
[09:20.480 --> 09:27.040]  But don't worry more heads were found this week on the Texas Mexico border and there's all sorts of incredible crime going on and
[09:27.040 --> 09:29.040]  Stabbings and murders that aren't even investigated
[09:29.040 --> 09:31.960]  But the person riding the Manatee will get in a lot of trouble
[09:32.680 --> 09:39.440]  New York City storm victims homes looted over Thanksgiving. What is it three weeks after the hurricane and looting is?
[09:39.960 --> 09:42.680]  Is ongoing but hey, don't worry
[09:42.680 --> 09:48.520]  They are arresting people that try to truck in gas for their neighbors if it's in an improper container
[09:48.800 --> 09:52.200]  So California man jailed for four days recording police
[09:52.800 --> 09:54.440]  That's in the local news there
[09:54.440 --> 10:01.440]  It's also as the photography is on a crime comm the chronicles this and the guy's about 30 feet away legally lawfully videotaping
[10:01.440 --> 10:04.080]  I see I saw a video this week where they arrested people
[10:04.240 --> 10:10.280]  What was it in Chicago videotaping a illegal checkpoint just do you don't do that and land the free home of the brave?
[10:10.280 --> 10:14.640]  Continuing health care workers fired for failing to get flu shot vaccinations
[10:16.200 --> 10:21.880]  Even though it doubles your chances of getting the flu that year in major government studies and doesn't protect you and gives you brain damage
[10:22.520 --> 10:28.600]  And over in the UK there near they're now taking people's children who are members of the UK Independence Party
[10:28.600 --> 10:33.520]  Which is the third largest party in the country extremely mainline and simply wants the
[10:33.520 --> 10:40.320]  EU out of British politics and have sovereignty UK wide. It's the fastest growing party too
[10:40.320 --> 10:46.280]  And they say that being against the euro is illegal and your children will be taken. That's the one in Guardian
[10:47.400 --> 10:53.320]  Continuing its authoritarianism is what it's called Saudi husbands alerted by text of their wives leave the country
[10:53.920 --> 10:55.320]  the
[10:55.320 --> 10:58.200]  GPS tracking that's in all cell phones globally
[10:58.200 --> 11:05.520]  Under standardization that they used to track and trace us illegally here in the US and in Europe and North America as well in
[11:05.520 --> 11:06.960]  Australia Canada well there
[11:06.960 --> 11:12.080]  It's used to the government tracks the women for the husbands with it. So there you go. I mean don't feel bad
[11:12.080 --> 11:14.080]  They do it to all of us here laptops
[11:14.080 --> 11:18.560]  They issue the free laptops that taxpayers pay for from California to
[11:19.440 --> 11:26.200]  Pennsylvania they watch you at home and the government's now announced that and you must wear RFID trackers around your necks
[11:26.200 --> 11:30.240]  And San Antonio or you're expelled. That's been now national news
[11:31.160 --> 11:33.600]  Here's some of the other police state news. I thought I'd
[11:34.760 --> 11:41.160]  Get out here for you, but then I'll get no more detail on those United Nations wants to use drones weekly standard
[11:41.160 --> 11:43.480]  I mean everybody's getting the new drones and the
[11:44.840 --> 11:46.840]  The global government
[11:47.200 --> 11:49.360]  wants some drones as well
[11:49.360 --> 11:58.080]  And so the French news agency is also reporting that and the UN runs giant mass murder operations all over the world
[11:58.080 --> 12:00.080]  I was talking to a
[12:00.120 --> 12:05.200]  Young lady this weekend and she was telling me her dream to be a high commissioner in the UN to save people
[12:05.200 --> 12:07.680]  And I said you do you know about who founded the UN?
[12:07.680 --> 12:10.520]  Do you know about the Rockefellers? Do you know about eugenics?
[12:10.520 --> 12:16.000]  Do you know the UN runs murdering operations and white slavery of sex kidnapping worldwide?
[12:16.000 --> 12:22.960]  And she just didn't want to hear about it because you know what the television said the UN were great people. So they must be
[12:24.160 --> 12:30.960]  Shipping containers to become condos in Detroit. It's being reported on by ABC news. That's where the folks are moving in there
[12:31.560 --> 12:33.560]  We paid 20 plus billion to move
[12:34.040 --> 12:36.040]  General Motors to China
[12:36.040 --> 12:41.000]  Shipping containers, but but hey, don't feel bad in New York and in San Francisco
[12:41.000 --> 12:48.240]  This is out of CBS news San Francisco's supervisors approve 220 foot square foot apartments
[12:48.400 --> 12:55.200]  That's smaller than most jail cells. That includes the bathrooms the bathroom and the kitchen and the closet and
[12:56.680 --> 12:58.520]  There's barely room to lay down in it
[12:58.520 --> 13:04.480]  And it's a 10 to 1 vote and they say it's for the earth to cut our carbon footprint
[13:04.480 --> 13:08.640]  And of course what this is really about is see they can raise the taxes
[13:08.640 --> 13:11.720]  They're talking about making you in San Francisco pay
[13:12.920 --> 13:15.400]  $10,000 a year if you own a
[13:16.720 --> 13:18.720]  200 excuse me
[13:19.080 --> 13:21.080]  220 foot prison cell
[13:21.960 --> 13:25.360]  And see that's the model they're gonna raise property taxes on
[13:26.680 --> 13:28.680]  everyone
[13:28.720 --> 13:35.520]  Until you cannot live anything but this but in the globalist they're all exempt from the taxes
[13:35.520 --> 13:39.880]  Does you know in the EU the EU bureaucrats who run elected who actually run the EU?
[13:39.880 --> 13:44.000]  It's and and make 81% of UK laws now
[13:44.000 --> 13:49.040]  I know the UK isn't officially part of it. Does you know they're exempt from the EU wide VAT?
[13:49.040 --> 13:51.040]  You don't believe me just type in
[13:52.080 --> 13:57.080]  EU bureaucrats exempt from their own taxes. In fact guys if you type that in we'll show people a headline
[13:57.080 --> 14:03.840]  We're also streaming video at prisonplanet.tv. We like to have a video video record of that
[14:03.840 --> 14:10.000]  And by the way, if you want to have a video record of this show, you can go to prisonplanet.tv a
[14:10.600 --> 14:12.600]  Membership is 59 cents
[14:13.800 --> 14:18.080]  59 59 cents a what is it 59 cents a
[14:19.240 --> 14:25.520]  Week what is it 10 memberships for 595 a month? Whatever that comes down to you create a username
[14:26.040 --> 14:28.040]  Pass code just paste for the band
[14:28.640 --> 14:30.640]  Yeah, yeah 59 cents
[14:30.640 --> 14:34.240]  You get 10 memberships you get
[14:34.920 --> 14:40.040]  So I mean how much is that a month if folks through the math out there 10 memberships for
[14:41.040 --> 14:42.560]  595 a month
[14:42.560 --> 14:48.200]  So you just buy one membership for 595 the same username and passcode you can share with the 10 people so they can be
[14:48.520 --> 14:57.360]  Simultaneously logged in and read my book Paul Watson's books see all 25 of my films dozens of other films the nightly news and the live streams six days a week of the
[14:57.360 --> 15:01.880]  TV show the point is we have that there as an archive of all
[15:02.440 --> 15:06.960]  The footage and material of 17 years the site's been up for close to 10
[15:07.360 --> 15:12.280]  And it just gets better and better all the time and it does finance a lot of what we're doing here to have a prison plan
[15:12.280 --> 15:18.200]  A dot TV membership my point is the reason I say that is we also then a day or so later post this stuff to YouTube for everybody
[15:18.680 --> 15:24.040]  Those that are supporters at prisonplanet.tv kind of pay it forward and help get the word out
[15:24.040 --> 15:26.040]  But a YouTube just deleted 20 plus
[15:26.040 --> 15:30.000]  Of the last week's videos. We didn't do it. They just deleted them
[15:31.360 --> 15:33.280]  And then they say we deleted it
[15:33.280 --> 15:38.520]  So I mean you know you just can't trust the new web 2.0 system is where you're on their platforms
[15:38.520 --> 15:43.520]  And they control what you do in the new American magazine reported as well as the Associated Press last week
[15:43.520 --> 15:51.460]  The UN is set to be given control of the internet and domain registry as well as the DNS server numbers
[15:51.460 --> 15:56.040]  And Obama has signed a secret order that Congress isn't even allowed to see
[15:56.920 --> 15:59.480]  Taking over the internet with the internet kill switch
[15:59.960 --> 16:05.760]  Have you ever wanted to generate your own supply of electrical power even save money on your electric bill if so
[16:05.760 --> 16:10.880]  This could be one of the most important messages you will ever hear solar power generators are now available
[16:10.880 --> 16:17.760]  These emergency backup systems provide life-saving electrical power unlike gas generators a solar generator runs quietly
[16:17.760 --> 16:24.240]  Um, it's no fumes and produces electricity from the Sun. It's like having an electrical power plant running quietly in your own home
[16:24.320 --> 16:31.120]  Run some pumps shortwave radios computers and even keep your food from spoiling whether it's hurricanes ice storms
[16:31.320 --> 16:35.080]  Brownouts or blackouts you'll never suffer through painful power outages again
[16:35.080 --> 16:39.480]  And here's the best news a remarkable fall truckload sale is going on right now
[16:39.480 --> 16:40.920]  It gets you
[16:40.920 --> 16:46.840]  $1,700 in bonuses when you buy a solar generator to find out why these solar generators are the best generators and get
[16:46.840 --> 16:53.080]  $1,700 in bonuses for doing so go to fall truckload sale.com. That's fall truckload sale.com
[16:53.600 --> 16:59.640]  Generate your own supply of electricity go to fall truckload sale.com at fall truckload sale.com
[17:01.760 --> 17:07.160]  If you want an American company with American products made by Americans
[17:07.280 --> 17:09.960]  Here is the cow Ben soap company
[17:09.960 --> 17:17.280]  Alex and his staff have used these pure soap products for years. These all-natural soaps are made from the highest quality
[17:17.680 --> 17:25.160]  vegetable and coconut oils that are earth-friendly and safe see them on the web at five stars soap.com or call
[17:25.400 --> 17:35.400]  800-340-7091 for a free catalog buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now or
[17:35.400 --> 17:40.600]  Save big with a one to two year supply of soaps for all your cleaning needs
[17:40.680 --> 17:47.520]  This is an amazing deal. You can save thousands of dollars and you will love the way real soap makes you feel
[17:47.880 --> 17:55.800]  See them on the web at five stars soap.com or call 800-340-7091 for a free catalog
[17:55.800 --> 18:04.040]  Millions of people are going to get sick this winter from colds flu and other illnesses
[18:04.040 --> 18:12.320]  Don't be one of them protect yourself with supernatural silver a revolutionary new broad-spectrum antibacterial solution recent advances in silver
[18:12.480 --> 18:16.600]  Technology have resulted in a silver solution that can be used daily to prevent bacteria
[18:17.200 --> 18:20.640]  Viruses mold and food poisoning and help improve wound healing
[18:20.640 --> 18:28.240]  Supernatural silver is safe enough to consume every day while powerful enough to destroy the causes of many serious diseases such as strep
[18:28.240 --> 18:35.360]  Staph pneumonia coals flues and other harmful pathogens this new technology has the ability to terminate entire colonies of
[18:35.360 --> 18:39.200]  harmful bacteria at several hundred times the effectiveness of colloidal or
[18:39.480 --> 18:44.400]  Ionic silver solutions the science digest journal says silver is our mightiest germ fighter
[18:44.400 --> 18:52.360]  It is virtually non-toxic and is emerging as a wonder of modern medicine go to supernatural silver calm today and use the promo code
[18:52.440 --> 18:58.400]  silver 2012 for 20% off that's supernatural silver calm and like us on Facebook
[19:00.040 --> 19:06.280]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard
[19:06.560 --> 19:13.600]  renowned author and expert Joel Scousen the US isn't building huge underground bases and bunkers because of some terrorist threat
[19:13.600 --> 19:18.000]  They know that a massive nuclear attack is coming. They want that attack to come
[19:18.000 --> 19:24.400]  So Scousen is renowned as one of the world's far most experts in strategic relocation and the securing of your home
[19:24.480 --> 19:30.320]  What I tell people is that you do have time we talk about natural disasters the health environment
[19:30.320 --> 19:35.240]  We talk about pollution the water quality my personal experience about being in every one of these states
[19:35.240 --> 19:39.920]  Most people won't even be ready won't be able to get out of town because they'll be absolute panic
[19:39.920 --> 19:45.560]  There is no preparedness without strategy this Christmas give the gift of preparedness
[19:46.160 --> 19:50.080]  strategic relocation film with Joel Scousen and Alex Jones
[19:50.680 --> 19:58.000]  Available only at info wars of shop.com or by calling 888-253-3139
[19:58.000 --> 20:09.000]  Coast to coast direct from Austin you're listening to the Alex Jones broadcasting network network
[20:10.320 --> 20:15.440]  From the front lines of the information war it's Alex Jones
[20:18.560 --> 20:25.000]  By the way, if you are a new listener and you're tuning in for the first time and you hear some things that sound crazy
[20:25.000 --> 20:30.240]  We are not joking when I am engaged in satire which I do
[20:30.920 --> 20:38.240]  Occasionally I will tell you up front and at the end of it that it's satire. This is not satire. I do agree with you though
[20:38.240 --> 20:39.840]  It's crazy
[20:39.840 --> 20:44.640]  But I get called crazy a lot because I'm covering insane things
[20:45.840 --> 20:50.160]  You know Hitler did a lot of really crazy stuff doesn't mean you're crazy
[20:50.160 --> 20:58.200]  Have you wrote about what Hitler did though? I've read some books on Hitler that read like a horror novel
[20:58.960 --> 21:04.520]  Same thing on a book. I read about Caligula. I read several books about Roman emperors of
[21:05.680 --> 21:08.720]  Marrying their horses ordering people murdered for no reason
[21:09.720 --> 21:13.400]  Dressing up like vampires at night and going out and murdering people
[21:13.400 --> 21:21.440]  It's crazy, but we're not crazy for being informed and a lot of kind of the yuppie class out there
[21:21.640 --> 21:23.760]  They believe it's a sacrament of
[21:24.480 --> 21:26.920]  goodliness to be ignorant to be
[21:27.920 --> 21:30.600]  Foolish and to be easily bamboozled
[21:30.880 --> 21:35.440]  But when I get up here and explain that a world government is being formed a private
[21:36.040 --> 21:38.040]  corporate world government
[21:38.040 --> 21:45.680]  That the globalist crime syndicate bosses this this worldwide mafia themselves calls a new world order
[21:46.000 --> 21:52.240]  That is not my opinion. That is not my view. That is a certified public fact
[21:52.880 --> 22:01.760]  There are hundreds of videos online with heads of state of every major country calling for a private corporate global government
[22:01.760 --> 22:08.680]  And yeah, we made the film. I produced the film a few years ago. That's on DVD. That's excellent called
[22:09.800 --> 22:17.000]  Invisible Empire that Jason Burm is directed. It's got to have over a hundred clips in it with different world leaders calling for global government
[22:17.600 --> 22:24.800]  And it is an elected global government, you know, I have so many quote liberals come up to me and say well, hey, you know
[22:25.360 --> 22:27.200]  didn't we go from
[22:27.200 --> 22:29.200]  hunter-gatherers to
[22:29.200 --> 22:31.760]  agrarian farmers to
[22:33.360 --> 22:35.000]  small
[22:35.000 --> 22:37.000]  civilization city-states to
[22:38.600 --> 22:44.920]  Regions to countries to empires and now it's time for Star Trek one world government
[22:45.200 --> 22:50.040]  Well, this is a one-world government run by very nasty social engineers
[22:50.680 --> 22:58.200]  Who think the general public are a bunch of dumb animals and have engineered things show that that is a self-fulfilling prophecy
[22:58.200 --> 23:02.240]  And so I find that so many people that sign on the new world order
[23:02.560 --> 23:06.280]  they they kind of are make believing that they're part of the system and
[23:07.800 --> 23:09.800]  That
[23:09.920 --> 23:16.000]  Well, yes, we are carrying out eugenics. Well, yes, they are putting things in the water, you know, there are too many people Alex
[23:16.680 --> 23:18.960]  And I'm like, but they're doing it to you too
[23:20.360 --> 23:26.240]  So what it is is a bunch of idiots who kind of follow along with the globalist juggernaut
[23:26.240 --> 23:30.480]  Overrunning society and they kind of run in front of it like they're part of it
[23:31.480 --> 23:34.040]  Even though it's going to suck them in as well
[23:35.400 --> 23:37.400]  But here is the
[23:38.400 --> 23:40.800]  Daily Express, it's also in the Sunday Express
[23:41.800 --> 23:43.800]  newspaper Eurocrats told
[23:44.720 --> 23:50.880]  Keep dodging taxes European Union court rules. They do not have to pay any income taxes
[23:50.880 --> 23:57.760]  I mean, there it is. Everybody else has to pay it and has to pay VAT. They are exempt because they're dictators and
[23:58.400 --> 24:00.600]  Who got the countries of Europe to sign on?
[24:01.200 --> 24:04.200]  back in 1967
[24:06.080 --> 24:12.080]  They had a meeting every 10 years 47 57 67 you can debate when the euro got really set up
[24:12.440 --> 24:15.560]  Or you can fast forward to 97 every 10 years. They met
[24:15.560 --> 24:21.920]  47 57 67 77 87 97 and then they had the
[24:24.160 --> 24:31.080]  What was it the 60th anniversary of the euro in 2000 so you can see where they think it began
[24:33.560 --> 24:39.320]  If they had the 60th anniversary in 2007 well, then you know when they believe the euro began
[24:39.320 --> 24:43.920]  But the general public's told it began in 2000, but it started by getting the countries
[24:43.920 --> 24:48.920]  Oh, we're just signing on to the economic deal. We're just signing on to a trade pack kind of like NAFTA again and
[24:50.080 --> 24:57.600]  Then the public's like we'll let us see us. Well, it's a secret order kind of like Bush's order creating the North American Union with Vicente Fox and
[24:59.000 --> 25:01.000]  Mexico and
[25:01.280 --> 25:08.520]  Also the Canadian Prime Minister was part of that at Waco, Texas in 2005 that order is still secret though parts of it have
[25:08.520 --> 25:13.880]  been released under four-year lawsuits by judicial watch of all people of all groups and
[25:15.360 --> 25:20.560]  Right there we are under a North American Union and it's already signed a deal with the European Union
[25:20.560 --> 25:22.680]  And we're already under a global government right now
[25:23.880 --> 25:28.680]  And that's what's so frustrating is that we're so far down this thing and
[25:29.720 --> 25:35.560]  We've already lost so much sovereignty that Obama this year in two different
[25:35.560 --> 25:43.940]  Speeches and then in three different congressional hearings the joint chiefs and the chairman told Congress we played the clips here at nauseam
[25:43.960 --> 25:48.240]  You can type in Congress told NATO and UN over over military
[25:48.560 --> 25:55.600]  The president said not only is Congress not over war now even though over the purse and the power to declare war and everything
[25:55.960 --> 25:58.960]  Over taxes it's right there in the Constitution
[25:58.960 --> 26:06.920]  First they say the states don't count or exist and then now the Congress doesn't exist and they told our military and
[26:07.680 --> 26:10.560]  They tell the officer corps this and they tell the Congress
[26:11.000 --> 26:16.960]  They say hey the president sober the military and he gets his authority not as a dictator
[26:16.960 --> 26:20.080]  That'd be bad enough, but from the UN
[26:22.080 --> 26:23.440]  And
[26:23.440 --> 26:29.600]  Then I read Newsweek Time magazine Financial Times of London the Economist magazine. I've read these quotes here
[26:29.600 --> 26:31.800]  We wrote the article three months ago now
[26:32.320 --> 26:37.760]  First big cover story in our in the info wars magazine when the physical magazine started coming out three months ago
[26:39.280 --> 26:41.720]  Bankers declare they've conquered the US and Europe
[26:43.560 --> 26:46.360]  Economic takeover and in that
[26:46.360 --> 26:52.640]  Huge 12-page article. I don't know. It's got to have a hundred
[26:54.720 --> 26:59.080]  Bibliography links and I mean it's online to free online and
[27:00.080 --> 27:07.000]  Video clips of them saying they've conquered us. They're gonna shut off the economy make us all poor bankruptus and
[27:08.360 --> 27:12.960]  Socializes and then they're gonna carry out open eugenics on us one-child families
[27:12.960 --> 27:17.120]  forced abortions in fantasies of the young up to age three
[27:19.480 --> 27:22.880]  Getting rid of old people euthanasia
[27:24.440 --> 27:29.720]  Which they've made so fashionable forced government euthanasia and I sit here
[27:30.680 --> 27:35.120]  Realizing the general public doesn't even know what these words are
[27:36.080 --> 27:40.640]  When I sit up here and talk to them, you know, people think it's like people think intellectualism
[27:40.640 --> 27:45.160]  Even fake intellectualism is only for maybe one percent of the population
[27:46.400 --> 27:48.400]  You know, maybe one percent would watch
[27:49.520 --> 27:54.560]  Firing line like I would watch when I was a kid and even I knew that was affected and fake a
[27:55.040 --> 28:00.320]  Guy with a fake Atlantic accent up there with his feet kicked up like let me talk to you now
[28:00.320 --> 28:03.040]  Let's see here. Let's have this question now
[28:03.600 --> 28:05.600]  Yes, oh good
[28:05.600 --> 28:14.920]  Isn't that really what it's all about and then people sit around watching that thinking their intellectuals and even that isn't even real
[28:15.440 --> 28:20.440]  It's a sub basement of fake debate within a limited paradigm structure
[28:20.440 --> 28:27.120]  And I realize I'm sitting here with the textbooks and the documents like eco science right over there on the shelf
[28:27.120 --> 28:35.000]  Where the White House science are says they're putting poison in our water to reduce our fertility and reduce our lifespans and it's all happening
[28:35.160 --> 28:42.600]  And people don't even know what reduced fertility or lifespan means or if they do they're in such a catatonic dreamlike state
[28:42.640 --> 28:45.480]  They don't even understand they're under mortal assault
[28:46.680 --> 28:47.880]  brutal
[28:47.880 --> 28:49.000]  concerted
[28:49.000 --> 28:52.600]  Scientific attack. I mean we're being overrun taken over
[28:52.600 --> 28:58.440]  Civilization has officially collapsed. The family is gone. The general public are dumb animals
[29:00.280 --> 29:05.760]  Alex Jones here with a message to fellow freedom lovers the prognosis for the entire planetary
[29:05.920 --> 29:12.080]  Economic system runs from bad to worse the globalist model is to shut down societies and starve
[29:12.520 --> 29:15.520]  Patriots out until they acquiesce to the global takeover
[29:15.520 --> 29:21.200]  That's why we've assembled the most vital and important preparedness items at info wars shop.com
[29:21.200 --> 29:26.560]  These are items that I did research on that I personally use you've got to life straw
[29:26.560 --> 29:34.760]  So you can turn fetid water into safe water anywhere you go the K tour hand crank generator to charge up key equipment during power outages
[29:34.760 --> 29:41.040]  Or out in the field strategic relocation third edition by Joel Scousum when disaster strikes by Matthew Stein
[29:41.120 --> 29:47.240]  They're a safe used by Homeland Security to protect yourself during any radiological event hand crank shortwave
[29:47.240 --> 29:54.880]  AM FM radios everything that we've researched and found to be the best is available at info wars shop.com and your purchase makes our
[29:55.040 --> 29:59.920]  Info war possible. We're getting prepared. Are you info wars shop.com?
[30:01.920 --> 30:10.120]  If you want an American company with American products made by Americans here is the Cal Ben soap company
[30:10.120 --> 30:17.440]  Alex and his staff have used these pure soap products for years. These all-natural soaps are made from the highest quality
[30:17.840 --> 30:25.320]  Vegetable and coconut oils that are earth friendly and safe see them on the web at five stars soap.com or call
[30:25.560 --> 30:35.640]  800-340-7091 for a free catalog by the one to two month sample package and enjoy soaps that are twice as good as what you're using now or
[30:35.640 --> 30:42.680]  Save big with a one-to-two year supply of soap for all your cleaning needs. This is an amazing deal
