[00:00:02.014 --> 00:00:04.659]  Waging war on corruption.
[00:04:25.306 --> 00:04:28.389]  I'm going to tape at least a two, maybe three-hour-long
[00:04:29.329 --> 00:04:32.792]  Commercial-free emergency report on two big issues.
[00:04:32.792 --> 00:04:34.913]  I'll tell you about coming up at 6 p.m.
[00:04:34.913 --> 00:04:35.894]  tomorrow evening.
[00:04:35.894 --> 00:04:41.978]  That will begin streaming on all of our streams to satellite, radio, TV stations, and we'll post the file to Band.Video.
[00:04:41.978 --> 00:04:44.780]  But you can't share videos from Band.Video on Twitter or Facebook.
[00:04:44.780 --> 00:04:49.003]  You'll need to share it from FreeWorldNews.tv.
[00:04:49.003 --> 00:04:53.226]  That is the Attack Delta launch operation.
[00:04:53.226 --> 00:04:54.027]  Free World.
[00:04:54.027 --> 00:04:54.667]  We'll be right back.
[00:04:54.667 --> 00:04:55.268]  I'm Alex Jones.
[00:04:58.792 --> 00:05:03.935]  Fauci is the first big domino that's just teetering on the edge of collapse.
[00:05:03.935 --> 00:05:07.277]  And if he falls, the entire House of Cards goes down.
[00:05:07.277 --> 00:05:18.864]  There's a viral report we put out a month ago that's the blueprint for bringing these criminals down, dealing with Peter Daszak, the project manager of the Wuhan Lab, under funding from Fauci and Bill Gates.
[00:05:18.864 --> 00:05:20.345]  And it's all coming out in the emails.
[00:05:20.345 --> 00:05:21.806]  But we don't need the emails.
[00:05:21.806 --> 00:05:27.810]  Turns out he bragged a year and a half ago how they created a 5-virus chimera, now known as COVID-19.
[00:05:28.730 --> 00:05:36.294]  Peter Daszak is the final little domino to knock over the first big one Fauci that could bring down the whole New World Order.
[00:05:36.294 --> 00:05:40.877]  We're covering it all now at band.video and freeworldnews.tv.
[00:05:40.877 --> 00:05:43.519]  That's the URL to share, freeworldnews.tv.
[00:05:43.519 --> 00:05:49.282]  Get this out to everybody you know, the world's awakening, and now is the time for you to be the Paul Reveres.
[00:05:49.282 --> 00:05:51.163]  So I'm firing the bat signal now.
[00:05:51.163 --> 00:05:54.345]  Get this report that's on screen and get out to everyone you know.
[00:05:54.345 --> 00:05:57.767]  Smoking Gun Video, Fauci Project Manager, confesses to creating COVID-19.
[00:06:10.302 --> 00:06:13.111]  You're listening to The Alex Jones Show!
[00:06:45.211 --> 00:06:48.073]  Ladies and gentlemen, it's Friday, June 4th.
[00:06:48.073 --> 00:06:50.254]  The year is 2021.
[00:06:50.254 --> 00:06:54.296]  We are in the future.
[00:06:54.296 --> 00:07:00.220]  And it is exciting, horrifying, exhilarating.
[00:07:00.220 --> 00:07:03.982]  The moment of truth is now upon us.
[00:07:06.576 --> 00:07:17.722]  The great question, will we grow with the incredible science and technology that God gave us through our minds and be judicious about it?
[00:07:17.722 --> 00:07:26.586]  Or will we try to play God and destroy ourselves the way the Atlanteans did, but on a wider, much grander scale?
[00:07:26.586 --> 00:07:29.868]  Thank you for joining me here today.
[00:07:29.868 --> 00:07:34.450]  When I said the wheels have come off, the whole COVID-19 globalist takeover, Great Reset, that's really
[00:07:35.228 --> 00:07:40.871]  Putting it lightly, the engine has blown up now, and their entire attempt to take over is on fire.
[00:07:40.871 --> 00:07:47.275]  That doesn't mean they won't succeed, because their plan is to bring things down in that process.
[00:07:47.275 --> 00:07:58.862]  You know, Hitler could have won World War II if he didn't try to kill the populations he just captured, but he spent about half his energy making sure he wiped out certain groups, because that was his real goal, was the carnage, was the death.
[00:07:58.862 --> 00:08:02.504]  It wasn't even the supposed thousand-year Reich that he was promising.
[00:08:03.374 --> 00:08:11.742]  If we project onto the New World Order the fact that they want stability in the future, don't confuse that with them.
[00:08:11.742 --> 00:08:15.166]  They actually want the death and destruction and the collapse.
[00:08:15.166 --> 00:08:17.048]  That's actually what they're looking for.
[00:08:17.048 --> 00:08:20.111]  They're beyond nihilistic.
[00:08:20.111 --> 00:08:23.774]  So let's go ahead and lay it out.
[00:08:23.774 --> 00:08:27.138]  Dr. Peter Daszak was the project manager
[00:08:28.169 --> 00:08:44.319]  For Fauci, with at least 6 of the 11 gain-of-function programs, Fauci and Gate were funding the other 5, or at least 11, that dealt with gain-of-function and coronaviruses and chimeras.
[00:08:44.319 --> 00:08:54.405]  He talked about it in December of 2019, right as they knew the lab had already been shut down and it had already infected people there.
[00:08:54.405 --> 00:08:56.706]  And we know that from the cell phone records, no one was there for a week.
[00:08:57.741 --> 00:09:03.603]  And we know that one of the wives, one of the people that worked there died, and a lot more.
[00:09:03.603 --> 00:09:12.947]  And that leans towards the released on accident, but that's obviously a cover story in case it did indeed come out that they'd released it.
[00:09:12.947 --> 00:09:17.509]  Because to release a bioweapon like this can cause World War III.
[00:09:17.509 --> 00:09:18.289]  They didn't want that.
[00:09:18.289 --> 00:09:26.732]  They wanted to bring in you and Bauer, world government, have a worldwide drill for future bio-attacks was the cover for most of the people high-level brought into why they were doing it.
[00:09:27.423 --> 00:09:45.828]  But if you looked at Redfield, and if you looked at Dr. Francis Collins, Fauci's boss, they've all had the body language of being extremely scared the last 16 months, and I would be if I was them, because they weren't directly running it like Fauci and Gates, but they were aware of it.
[00:09:45.828 --> 00:09:54.851]  And now you see them hedging their bets, making the rounds, going, oh, it was gain-of-function, it was wrong, and I didn't know about it, and we didn't know what the Chinese were doing.
[00:09:55.569 --> 00:10:05.998]  We have the specific grants from the NIH, from the CDC, there's 11 of them, that deal with coronaviruses.
[00:10:05.998 --> 00:10:17.327]  Six specifically with Dr. Daszak, where he admits on video, and other scientists admit, that they merged five viruses together to then develop a vaccine.
[00:10:17.327 --> 00:10:20.830]  But you've got to make the new bioweapon, and then you make the, quote, cure for it.
[00:10:23.920 --> 00:10:28.961]  And so all this information is coming out and they all know damn well what they've done.
[00:10:28.961 --> 00:10:33.142]  So the rats are leaving the sinking ship.
[00:10:33.142 --> 00:10:39.003]  Now there's a video report that I shot and I put out a little less than a month ago on May 11th.
[00:10:39.003 --> 00:10:42.144]  It's got 1.34 million views.
[00:10:42.144 --> 00:10:42.504]  1,300,000 views.
[00:10:42.504 --> 00:10:46.225]  It used to have 50 million views.
[00:10:46.225 --> 00:10:49.886]  And so this is the next piece of news that's about to break.
[00:10:49.886 --> 00:10:51.746]  This will all break by Monday.
[00:10:52.717 --> 00:11:07.902]  Just like I told you a month ago, they're going to bring Fauci down, and they're going to bring others down, but not, and they're going to bring Gates down partially, but I said they are not going to bring down Obama, who actually ran the project.
[00:11:07.902 --> 00:11:10.603]  Now, how do you think I knew that?
[00:11:10.603 --> 00:11:18.366]  I have insiders inside the Washington Post, and I was told about Josh Rogan and his little leash he's on.
[00:11:19.463 --> 00:11:21.664]  And how he was going to be allowed to bring this out.
[00:11:21.664 --> 00:11:30.710]  And I specifically came on air and I said, Josh Rogan will be the first domino so the mainstream media can claim they broke all this.
[00:11:30.710 --> 00:11:32.571]  They'll probably get a Pulitzer Prize.
[00:11:32.571 --> 00:11:38.114]  Because I was talking to people that said, OK, you're right, Jones.
[00:11:38.114 --> 00:11:39.375]  They can't contain it.
[00:11:39.375 --> 00:11:40.796]  There's too many whistleblowers.
[00:11:40.796 --> 00:11:42.337]  The deep state is going down.
[00:11:43.718 --> 00:11:50.641]  At least the group allied with Communist China and Klaus Schwab.
[00:11:50.641 --> 00:11:51.521]  And so it's happening.
[00:11:51.521 --> 00:11:57.804]  So this is a real internal war inside the globalist imperium.
[00:11:57.804 --> 00:12:03.666]  So you might want to go watch that report, Smoking Gun Video, Fauci Project Manager Confessions to Creating COVID-19.
[00:12:03.666 --> 00:12:09.768]  In fact, I'll make it the featured video again, right now, at band.video.
[00:12:09.768 --> 00:12:11.549]  I'll also take the live show feed today.
[00:12:13.194 --> 00:12:21.157]  And we'll put it under my live feed on the front page of InfoWars.com, that report, so you can share it.
[00:12:21.157 --> 00:12:27.159]  We'll put the caption up there, because if you get excited, we probably have 2 million people tuned in right now, conservatively.
[00:12:27.159 --> 00:12:28.479]  Most talk shows exaggerate the number.
[00:12:28.479 --> 00:12:31.640]  We've got about 2 million right now, probably 6 million tuned into every show.
[00:12:31.640 --> 00:12:33.841]  It's not nice, big live audience.
[00:12:33.841 --> 00:12:37.943]  Over 200 affiliates, radio, TV, 300 plus to count that.
[00:12:37.943 --> 00:12:41.484]  And if all of you just share this, it'll get 20 million views, it's game over!
[00:12:43.257 --> 00:12:44.478]  I mean, you want to hurt the globalists?
[00:12:44.478 --> 00:12:45.478]  You want to stop their takeover?
[00:12:45.478 --> 00:12:46.458]  You want to save a lot of lives?
[00:12:46.458 --> 00:12:47.959]  Or just don't?
[00:12:47.959 --> 00:12:49.820]  Mega Bomb Show!
[00:12:49.820 --> 00:12:55.062]  Fauci, project leader, confesses to creating gain-of-function COVID viruses.
[00:12:55.062 --> 00:13:00.384]  So I gave today's show headline a similar headline to what we put out three and a half weeks ago.
[00:13:00.384 --> 00:13:04.386]  Let's scroll down, and you can see the live feed of the show right there.
[00:13:04.386 --> 00:13:11.029]  We're going to add, under that, this video report as well, so it's very easy to find.
[00:13:13.084 --> 00:13:18.608]  When we come back, I'm going to play part of that report, then we're going to go to your phone calls and go over all the latest news.
[00:13:18.608 --> 00:13:22.891]  And I'm particularly prepared today, so I've got a lot of big news we're going to be breaking.
[00:13:22.891 --> 00:13:28.135]  But again, this information is not known yet.
[00:13:28.135 --> 00:13:29.857]  When you see this report, it's 20 minutes long.
[00:13:29.857 --> 00:13:32.098]  I was going to hear a few minutes of it coming up.
[00:13:32.098 --> 00:13:35.521]  You'll notice that half of what I set a month ago is now broke.
[00:13:35.521 --> 00:13:36.862]  The rest will break by Monday.
[00:13:38.775 --> 00:13:40.315]  Because why is Peter Daszak important?
[00:13:40.315 --> 00:13:45.497]  Well, he's not just bragging and other project managers bragging how they created this.
[00:13:45.497 --> 00:13:46.577]  They do that to cover their ass.
[00:13:46.577 --> 00:13:47.598]  You think, oh, they're really dumb.
[00:13:47.598 --> 00:13:49.818]  No, they want to, they knew it was out.
[00:13:49.818 --> 00:13:50.799]  They knew it was going to come out.
[00:13:50.799 --> 00:14:00.461]  So he went out and gave an interview that just sat there and waited until this year, almost a year later to be released.
[00:14:00.461 --> 00:14:04.503]  Where he's like, oh yeah, we're doing it all under Fauci's orders, no big deal.
[00:14:04.503 --> 00:14:05.943]  Show that if a jury ever sees this,
[00:14:06.912 --> 00:14:09.032]  They'll be like, oh, there he was talking about it in plain view!
[00:14:09.032 --> 00:14:15.294]  Like Biden, like, yeah, I said fire the prosecutor, I would give him a million dollars, and son of a bitch, they fired him.
[00:14:15.294 --> 00:14:21.595]  That was criminal, what he did, and he admitted to it, but see, a con artist hides it in plain view.
[00:14:21.595 --> 00:14:24.276]  So that's coming up.
[00:14:24.276 --> 00:14:32.798]  And the fact that he wrote the Lancet report, and said, cover up that I wrote the Lancet report, and work with big tech to censor anybody pointing out that we released this.
[00:14:32.798 --> 00:14:34.438]  So we also have them covering up the crime as well.
[00:14:35.934 --> 00:14:38.537]  Okay, so we're going to get to all of that coming up.
[00:14:38.537 --> 00:14:41.640]  Separately, you see right over here for your TV viewer?
[00:14:41.640 --> 00:14:48.266]  You have today, Saturday and Sunday, and then it must end by Monday morning because a lot of these products are close to selling out.
[00:14:48.266 --> 00:15:00.858]  Storewide free shipping, double Patriot points, and 40 to 50% off on everything from our double magnesium ion fizzy drink that is so essential and so good for your body.
[00:15:01.716 --> 00:15:03.957]  It's incredible what it does for me, for energy and happiness.
[00:15:03.957 --> 00:15:09.381]  I was in a really bad mood yesterday, had a fizzy drink, 30 minutes later felt happy as a pig in slop.
[00:15:09.381 --> 00:15:12.522]  DNA Force Plus, sold out for almost 7 months, back in stock.
[00:15:12.522 --> 00:15:15.464]  It lets your telomeres last longer, cleans out your cells like nothing else.
[00:15:15.464 --> 00:15:19.046]  Treat yourself to this, especially if you're above 40, but it's great for young people as well.
[00:15:19.046 --> 00:15:22.929]  It is the Rolls-Royce product for your body and your longevity and health.
[00:15:22.929 --> 00:15:24.570]  40% off.
[00:15:24.570 --> 00:15:28.652]  Alpha Power, Vazobeat, Supramel Vitality, Pollen Block, Prostagard X2.
[00:15:28.652 --> 00:15:29.753]  Oh, if you've never used X2.
[00:15:31.361 --> 00:15:32.081]  50% off, free shipping.
[00:15:32.081 --> 00:15:33.662]  Cannot beat that deal.
[00:15:33.662 --> 00:15:34.823]  X2 is next level.
[00:15:34.823 --> 00:15:37.885]  This will make your life so much more vibrant, so much better.
[00:15:37.885 --> 00:15:40.808]  And the products are all there at InfoWarsStore.com.
[00:15:40.808 --> 00:15:42.549]  Storewide, free shipping.
[00:15:42.549 --> 00:15:45.351]  Double Patriot points.
[00:15:45.351 --> 00:15:47.593]  50% off on our best-selling products.
[00:15:47.593 --> 00:15:53.397]  And I'm telling you, come Monday, they're going to be back to, you know, 10% off, not 40, 50% off.
[00:15:53.397 --> 00:15:54.818]  Because we're running out of these great products.
[00:15:54.818 --> 00:15:55.279]  We'll be right back.
[00:15:55.279 --> 00:15:55.659]  Stay with us.
[00:16:00.470 --> 00:16:02.532]  Your voice counts.
[00:16:02.532 --> 00:16:07.596]  When you share information, be it over the internet or in person, it changes the world.
[00:16:07.596 --> 00:16:10.178]  The globalists know their agenda is unpopular.
[00:16:10.178 --> 00:16:11.699]  They know you're angry.
[00:16:11.699 --> 00:16:17.083]  And now to get around big tech, it's more important than ever that we use every tool we've got.
[00:16:17.083 --> 00:16:26.310]  Well, ladies and gentlemen, if you sign up for our free news and show alerts, you can then take those alerts, those articles and those live feeds, both the regular shows and special reports,
[00:16:26.510 --> 00:16:27.831]  And share them with everyone you know.
[00:16:27.831 --> 00:16:32.174]  Take action now by texting the word NEWS to 833-470-0438.
[00:16:32.174 --> 00:16:34.556]  That's 833-470-0438 for InfoWars Emergency News Alerts.
[00:16:34.556 --> 00:16:36.758]  Or, text the word SHOW to 833-470-0438 and receive live show notifications.
[00:16:36.758 --> 00:16:39.219]  Take action now, create the chain reaction, and tell others to share those texts.
[00:16:39.219 --> 00:16:39.900]  Get news alerts at 833-470-0438.
[00:16:58.240 --> 00:17:01.843]  I am blown away at how effective InfoWars is.
[00:17:01.843 --> 00:17:05.026]  I am humbled by how we're changing the world.
[00:17:05.026 --> 00:17:08.930]  And it's important for you to really internalize the fact that you are the InfoWar.
[00:17:08.930 --> 00:17:15.475]  When you spread the word, when you financially support us, when you pray for us, you change history.
[00:17:15.475 --> 00:17:25.284]  You give my children and your children and our entire species a chance at the future instead of these evil, post-humanist, exterminist, globalist winning.
[00:17:25.911 --> 00:17:27.392]  And we're giving them a run for their money right now.
[00:17:27.392 --> 00:17:35.395]  So that's why I want to encourage everyone in the month of June 2021 to spread the word about InfoWars now more than ever.
[00:17:35.395 --> 00:17:36.535]  Don't be ashamed of InfoWars.
[00:17:36.535 --> 00:17:44.718]  Be proud of the fact that we have been in so many fights and that we've been so bruised and so scarred because those are the signs of our victories, the signs of your victory.
[00:17:45.158 --> 00:17:49.219]  I've been on air 27 years, and we've gone through a lot of criticism, a lot of attacks, but also a lot of amazing support.
[00:18:05.518 --> 00:18:16.969]  And so that's why I always take time out to thank you for keeping us on air because without you, without the crew, without our sponsors, without our affiliates, without everybody, we would not be on air and the world would be a different place.
[00:18:16.969 --> 00:18:20.672]  So it's not a power trip when I realized the great effect we've had.
[00:18:20.672 --> 00:18:27.038]  It's really counting the cost and realizing that if we weren't here, if you hadn't have supported us,
[00:18:27.818 --> 00:18:31.443]  The whole planet would be in a much worse position with the globalists.
[00:18:31.443 --> 00:18:34.226]  Instead, a lot of really, really positive things are happening.
[00:18:34.226 --> 00:18:38.811]  And so many of the corrupt things the globalists have been involved in are now coming out in the open.
[00:18:38.811 --> 00:18:41.955]  And so Infowars credibility is higher than it's ever been.
[00:18:41.955 --> 00:18:44.979]  But the enemy is trying to shut us down with so many different attacks.
[00:18:45.439 --> 00:18:47.340]  We've had to build our own infrastructure to stay on air.
[00:18:47.340 --> 00:18:48.560]  It's so expensive.
[00:18:48.560 --> 00:18:53.862]  So please, get great products and keep InfoWars on the air at the same time at InfoWarsStore.com.
[00:18:53.862 --> 00:19:01.284]  In fact, for the week of Memorial Day, we have free shipping and double pay-through points.
[00:19:01.284 --> 00:19:14.168]  You're listening to the Alex Jones Show.
[00:19:14.168 --> 00:19:14.988]  You found it!
[00:19:15.820 --> 00:19:19.102]  The tip of the spear.
[00:19:19.102 --> 00:19:29.009]  I'm Alex Jones, your host, and we together, the listeners, the viewers, the activists, the radio stations, the affiliates, the sponsors, are together the tip of the spear.
[00:19:29.009 --> 00:19:33.012]  Stay in attack formation.
[00:19:33.012 --> 00:19:38.756]  Okay, I'm going to give the number out for first-time callers, but we're first going to call back
[00:19:39.446 --> 00:19:45.951]  The six or seven callers that were still on hold yesterday that I didn't get to, I promised one way or another to get to you, so if you answer, we'll get you on the air.
[00:19:45.951 --> 00:19:47.412]  Front of the line, 877-789-2539.
[00:19:47.412 --> 00:19:49.054]  877-789-2539.
[00:19:49.054 --> 00:19:51.676]  First-time callers.
[00:19:51.676 --> 00:19:59.402]  Today, I want to give everybody a chance that's never been able to get through on all the big news.
[00:19:59.402 --> 00:20:04.065]  Any topic you want to discuss, as my good friend Ted Nugent says, it's a free-for-all.
[00:20:04.065 --> 00:20:04.125]  877-789-2539.
[00:20:04.125 --> 00:20:04.225]  Okay.
[00:20:10.141 --> 00:20:14.325]  Again, what's old is new, and what has not been recognized yet is breaking.
[00:20:14.325 --> 00:20:21.831]  Here is a report from back in May, back on May 11th, which is the smoking gun.
[00:20:21.831 --> 00:20:27.315]  And we were working on this for three or four days at the time, and Tucker Carlson broke a lot of it that night.
[00:20:27.315 --> 00:20:34.941]  That was great, but then he didn't get to the real key, I think, and it hadn't come out yet either on national news.
[00:20:34.941 --> 00:20:37.363]  But that is that Peter Daszak
[00:20:38.254 --> 00:20:49.079]  And others admitted in papers, emails, and on video that they were creating gain-of-function with coronaviruses and even giving them numbers like COVID-19.
[00:20:49.079 --> 00:20:50.339]  And all this is coming out of it.
[00:20:50.339 --> 00:20:55.061]  My God, Fauci's in emails saying, my gain-of-function research, I think it's worth the risk.
[00:20:55.061 --> 00:20:58.823]  They told Congress, I know nothing, like Sergeant Schultz on Hogan's Heroes.
[00:20:58.823 --> 00:21:02.825]  I know nothing, nothing!
[00:21:02.825 --> 00:21:04.125]  It's just outrageous.
[00:21:04.125 --> 00:21:07.007]  I mean, Roger Stone was sentenced to how many years in prison?
[00:21:07.007 --> 00:21:07.747]  How did he get pardoned?
[00:21:08.962 --> 00:21:15.667]  For parsing words in a Senate committee hearing versus what he said on a radio show?
[00:21:15.667 --> 00:21:17.248]  That I'm in contact with WikiLeaks?
[00:21:17.248 --> 00:21:19.530]  Yeah, somebody that knows Assange.
[00:21:19.530 --> 00:21:21.131]  So is everybody else.
[00:21:21.131 --> 00:21:24.674]  I could send an email to somebody that's, I mean, I have Cassandra Fairbanks on.
[00:21:24.674 --> 00:21:27.356]  She talks to Julian Assange every once in a while.
[00:21:27.356 --> 00:21:28.777]  Nobody gets to talk to him.
[00:21:28.777 --> 00:21:30.618]  And, you know, she's a major contact.
[00:21:30.618 --> 00:21:32.559]  I talked to WikiLeaks.
[00:21:32.559 --> 00:21:34.381]  Said, like, have you talked to Julian Assange?
[00:21:34.381 --> 00:21:34.521]  No.
[00:21:35.600 --> 00:21:37.561]  Well, you said you'd talk to WikiLeaks!
[00:21:37.561 --> 00:21:38.881]  You're going to jail!
[00:21:38.881 --> 00:21:41.562]  Meanwhile, he's up there going, I know nothing!
[00:21:41.562 --> 00:21:42.803]  When he's the granddaddy of it.
[00:21:42.803 --> 00:21:46.124]  It's like asking Elvis Presley.
[00:21:46.124 --> 00:21:47.144]  What do you know about rock and roll?
[00:21:47.144 --> 00:21:49.225]  He goes, I never heard of that.
[00:21:49.225 --> 00:21:50.105]  Well, you're Elvis Presley.
[00:21:50.105 --> 00:21:51.966]  You ever heard of Chuck Berry?
[00:21:51.966 --> 00:21:56.308]  I never heard of Chuck Berry.
[00:21:56.308 --> 00:21:59.909]  He's just a grandfather of rock and roll.
[00:21:59.909 --> 00:22:02.330]  I mean, just think about how dumb they think we are.
[00:22:02.330 --> 00:22:02.490]  So...
[00:22:03.280 --> 00:22:06.387]  Listen, Chuck Berry, this place would be good when we come back, guys.
[00:22:08.507 --> 00:22:10.189]  Not the Judas Priest version.
[00:22:10.189 --> 00:22:10.789]  That's good, too.
[00:22:10.789 --> 00:22:12.631]  We need to hear the real thing.
[00:22:12.631 --> 00:22:14.232]  Need a little bit of that real soul.
[00:22:14.232 --> 00:22:22.800]  Anyways, back to this report that I hope you share because we need all this out now, not them whitewashing with these stupid, faulty emails.
[00:22:22.800 --> 00:22:27.485]  The real smoking gun is that he funded it all and lied to Congress, and then they released it on purpose.
[00:22:27.485 --> 00:22:28.886]  Did DASIC release it on purpose?
[00:22:28.886 --> 00:22:33.250]  I don't know, but it was released on purpose, and I'll tell you why when we come back, but here's part of that report.
[00:22:34.446 --> 00:22:53.079]  Peter Daszak, the British director of six projects at the Wuhan Lab, directly funded by Obama and Dr. Anthony Fauci, has confessed on video to weaponizing five viruses in China and combining them into COVID-19.
[00:22:53.079 --> 00:22:54.920]  We're about to lay it out right now.
[00:22:55.808 --> 00:23:06.512]  For five years, from 2014 to 2019, the National Institute of Allergy and Infectious Diseases, which Tony Fauci runs and has for decades, pumped money to a group called the EcoHealth Alliance.
[00:23:06.512 --> 00:23:11.373]  The EcoHealth Alliance is run by a man whose name you may recognize, Dr. Peter Daszak.
[00:23:11.373 --> 00:23:16.595]  Daszak contracted with Dr. Shida to conduct gain-of-function experiments at the Wuhan lab.
[00:23:16.595 --> 00:23:21.597]  Daszak bragged about how easy it is to manipulate coronaviruses in lab experiments.
[00:23:22.250 --> 00:23:25.571]  You can manipulate them in the lab pretty easily.
[00:23:25.571 --> 00:23:29.291]  Spike protein drives a lot of what happens with the coronavirus.
[00:23:29.291 --> 00:23:36.873]  The gain-of-function research that Peter Daszak was bragging about in the video we just showed you had in fact been banned explicitly by the US government.
[00:23:36.873 --> 00:23:45.454]  There was a federal moratorium on the funding of exactly the kind of gain-of-function experiments that went on in the Wuhan lab to disastrous effects.
[00:23:45.454 --> 00:23:50.855]  So why didn't the US government halt its funding of the lab in Wuhan?
[00:23:51.690 --> 00:23:53.712]  Who signed off on this?
[00:23:53.712 --> 00:24:06.102]  Tony Fauci, possibly along with Francis Collins, the director of the NIH, invoked that special exemption in order to keep funding the Wuhan lab and the deadly experiments that were going on there.
[00:24:06.102 --> 00:24:08.944]  The experiments that clearly went so wrong.
[00:24:08.944 --> 00:24:14.889]  This wouldn't have happened if Tony Fauci didn't allow it to happen.
[00:24:14.889 --> 00:24:17.251]  That is clear.
[00:24:17.251 --> 00:24:18.372]  It's an amazing story.
[00:24:18.372 --> 00:24:19.653]  It is a shocking story.
[00:24:20.422 --> 00:24:30.949]  In a functional country, there would be a criminal investigation currently underway into Tony Fauci's role in the COVID pandemic that has killed millions and halted our country and changed it forever.
[00:24:30.949 --> 00:24:35.852]  So why isn't there a criminal investigation into Tony Fauci's role in this pandemic?
[00:24:35.852 --> 00:24:39.374]  This is undoubtedly the biggest news we've ever broken in my 27-year history on air.
[00:24:46.630 --> 00:24:52.311]  Now, Tucker Carlson partially scooped us last night, which I am totally happy to do.
[00:24:52.311 --> 00:24:54.172]  I was up here at like 6.30.
[00:24:54.172 --> 00:24:58.753]  I was exhausted last night, and I told Rob Doo, let's do this in the morning.
[00:24:58.753 --> 00:25:00.133]  This story is so important.
[00:25:00.133 --> 00:25:05.334]  Let's come in and shoot a special report, and then add all the documentation to this because it's so giant.
[00:25:05.334 --> 00:25:09.575]  And then I went home, turned on Tucker Carlson and my family, and watched him tell about 80% of the story.
